,CODI US Equity
2023-03-20,22.1944
2023-03-21,22.4061
2023-03-22,22.3299
2023-03-23,22.2664
2023-03-24,22.4569
2023-03-25,22.4569
2023-03-26,22.4569
2023-03-27,22.5078
2023-03-28,22.6052
2023-03-29,22.5713
2023-03-30,22.4654
2023-03-31,21.3663
2023-04-01,21.3663
2023-04-02,21.3663
2023-04-03,21.3002
2023-04-04,21.2052
2023-04-05,21.168
2023-04-06,21.197
2023-04-07,21.197
2023-04-08,21.197
2023-04-09,21.197
2023-04-10,21.2878
2023-04-11,21.292
2023-04-12,21.2672
2023-04-13,21.4241
2023-04-14,21.4778
2023-04-15,21.4778
2023-04-16,21.4778
2023-04-17,21.5481
2023-04-18,21.4944
2023-04-19,21.3457
2023-04-20,21.2672
2023-04-21,21.2754
2023-04-22,21.2754
2023-04-23,21.2754
2023-04-24,21.2796
2023-04-25,21.197
2023-04-26,21.0772
2023-04-27,21.2754
2023-04-28,21.358
2023-04-29,21.358
2023-04-30,21.358
2023-05-01,21.2341
2023-05-02,21.0317
2023-05-03,20.9822
2023-05-04,21.2232
2023-05-05,21.3055
2023-05-06,21.3055
2023-05-07,21.3055
2023-05-08,21.252
2023-05-09,21.2109
2023-05-10,21.3097
2023-05-11,21.5854
2023-05-12,21.7871
2023-05-13,21.7871
2023-05-14,21.7871
2023-05-15,21.5607
2023-05-16,21.569
2023-05-17,21.7789
2023-05-18,21.8242
2023-05-19,21.7172
2023-05-20,21.7172
2023-05-21,21.7172
2023-05-22,21.7665
2023-05-23,21.8201
2023-05-24,21.7336
2023-05-25,21.6307
2023-05-26,21.6842
2023-05-27,21.6842
2023-05-28,21.6842
2023-05-29,21.6842
2023-05-30,21.6431
2023-05-31,21.5607
2023-06-01,21.5525
2023-06-02,21.8818
2023-06-03,21.8818
2023-06-04,21.8818
2023-06-05,21.8406
2023-06-06,22.0999
2023-06-07,22.3922
2023-06-08,22.2769
2023-06-09,22.0794
2023-06-10,22.0794
2023-06-11,22.0794
2023-06-12,22.1658
2023-06-13,22.2893
2023-06-14,22.2934
2023-06-15,22.3716
2023-06-16,22.3099
2023-06-17,22.3099
2023-06-18,22.3099
2023-06-19,22.3099
2023-06-20,22.281
2023-06-21,22.1864
2023-06-22,22.1329
2023-06-23,21.9847
2023-06-24,21.9847
2023-06-25,21.9847
2023-06-26,22.137
2023-06-27,22.1781
2023-06-28,22.3387
2023-06-29,22.458
2023-06-30,23.5656
2023-07-01,23.5656
2023-07-02,23.5656
2023-07-03,23.5062
2023-07-04,23.5062
2023-07-05,23.5486
2023-07-06,23.4807
2023-07-07,23.4722
2023-07-08,23.4722
2023-07-09,23.4722
2023-07-10,23.5741
2023-07-11,23.6759
2023-07-12,23.7183
2023-07-13,23.7395
2023-07-14,23.7523
2023-07-15,23.7523
2023-07-16,23.7523
2023-07-17,24.0154
2023-07-18,23.939
2023-07-19,23.765
2023-07-20,23.8965
2023-07-21,23.8159
2023-07-22,23.8159
2023-07-23,23.8159
2023-07-24,23.748
2023-07-25,23.7989
2023-07-26,23.8796
2023-07-27,23.8244
2023-07-28,23.7905
2023-07-29,23.7905
2023-07-30,23.7905
2023-07-31,23.922
2023-08-01,23.8626
2023-08-02,23.7413
2023-08-03,23.8473
2023-08-04,23.7667
2023-08-05,23.7667
2023-08-06,23.7667
2023-08-07,23.7413
2023-08-08,23.6522
2023-08-09,23.7667
2023-08-10,23.6014
2023-08-11,23.7074
2023-08-12,23.7074
2023-08-13,23.7074
2023-08-14,23.5208
2023-08-15,23.4148
2023-08-16,23.3427
2023-08-17,23.2197
2023-08-18,23.313
2023-08-19,23.313
2023-08-20,23.313
2023-08-21,23.2282
2023-08-22,23.101
2023-08-23,23.1646
2023-08-24,23.0925
2023-08-25,23.1561
2023-08-26,23.1561
2023-08-27,23.1561
2023-08-28,23.1689
2023-08-29,23.1858
2023-08-30,23.224
2023-08-31,23.118
2023-09-01,23.3003
2023-09-02,23.3003
2023-09-03,23.3003
2023-09-04,23.3003
2023-09-05,22.995
2023-09-06,22.8551
2023-09-07,22.7576
2023-09-08,22.8636
2023-09-09,22.8636
2023-09-10,22.8636
2023-09-11,22.8678
2023-09-12,22.8424
2023-09-13,22.7533
2023-09-14,22.9229
2023-09-15,22.7364
2023-09-16,22.7364
2023-09-17,22.7364
2023-09-18,22.6346
2023-09-19,22.677
2023-09-20,22.5413
2023-09-21,22.3251
2023-09-22,22.2869
2023-09-23,22.2869
2023-09-24,22.2869
2023-09-25,22.2445
2023-09-26,22.342
2023-09-27,22.2827
2023-09-28,22.3972
2023-09-29,25.6127
2023-09-30,25.6127
2023-10-01,25.6127
2023-10-02,25.4875
2023-10-03,25.3044
2023-10-04,25.3959
2023-10-05,25.367
2023-10-06,25.4104
2023-10-07,25.4104
2023-10-08,25.4104
2023-10-09,25.42
2023-10-10,25.5501
2023-10-11,25.5549
2023-10-12,25.5164
2023-10-13,25.3719
2023-10-14,25.3719
2023-10-15,25.3719
2023-10-16,25.4586
2023-10-17,25.579
2023-10-18,25.2611
2023-10-19,25.0925
2023-10-20,25.1984
2023-10-21,25.1984
2023-10-22,25.1984
2023-10-23,25.1117
2023-10-24,25.0732
2023-10-25,25.1214
2023-10-26,25.1406
2023-10-27,24.8227
2023-10-28,24.8227
2023-10-29,24.8227
2023-10-30,24.789
2023-10-31,24.8468
2023-11-01,24.8853
2023-11-02,25.1647
2023-11-03,25.5983
2023-11-04,25.5983
2023-11-05,25.5983
2023-11-06,25.5116
2023-11-07,25.5453
2023-11-08,25.526
2023-11-09,25.4586
2023-11-10,25.5067
2023-11-11,25.5067
2023-11-12,25.5067
2023-11-13,25.4393
2023-11-14,26.0318
2023-11-15,26.2149
2023-11-16,26.2582
2023-11-17,26.3208
2023-11-18,26.3208
2023-11-19,26.3208
2023-11-20,26.3883
2023-11-21,26.2871
2023-11-22,26.2582
2023-11-23,26.2582
2023-11-24,26.3883
2023-11-25,26.3883
2023-11-26,26.3883
2023-11-27,26.3305
2023-11-28,26.2245
2023-11-29,26.3449
2023-11-30,26.2871
2023-12-01,26.5328
2023-12-02,26.5328
2023-12-03,26.5328
2023-12-04,26.5328
2023-12-05,26.4654
2023-12-06,26.4605
2023-12-07,26.5472
2023-12-08,26.5762
2023-12-09,26.5762
2023-12-10,26.5762
2023-12-11,26.7737
2023-12-12,26.634
2023-12-13,26.8074
2023-12-14,27.0482
2023-12-15,26.923
2023-12-16,26.923
2023-12-17,26.923
2023-12-18,26.87
2023-12-19,26.9856
2023-12-20,26.976
2023-12-21,27.1687
2023-12-22,27.3132
2023-12-23,27.3132
2023-12-24,27.3132
2023-12-25,27.3132
2023-12-26,27.4962
2023-12-27,27.5829
2023-12-28,27.4818
2023-12-29,29.9402
2023-12-30,29.9402
2023-12-31,29.9402
2024-01-01,29.9402
2024-01-02,30.0495
2024-01-03,29.7642
2024-01-04,29.7399
2024-01-05,29.7278
2024-01-06,29.7278
2024-01-07,29.7278
2024-01-08,29.9342
2024-01-09,29.7885
2024-01-10,29.831
2024-01-11,29.6003
2024-01-12,29.5274
2024-01-13,29.5274
2024-01-14,29.5274
2024-01-15,29.5274
2024-01-16,29.4364
2024-01-17,29.2664
2024-01-18,29.3332
2024-01-19,29.406
2024-01-20,29.406
2024-01-21,29.406
2024-01-22,29.8977
2024-01-23,29.9645
2024-01-24,29.6974
2024-01-25,30.2802
2024-01-26,30.177
2024-01-27,30.177
2024-01-28,30.177
2024-01-29,30.268
2024-01-30,30.0313
2024-01-31,29.7217
2024-02-01,29.8552
2024-02-02,29.8188
2024-02-03,29.8188
2024-02-04,29.8188
2024-02-05,29.5214
2024-02-06,29.4546
2024-02-07,29.4182
2024-02-08,29.6731
2024-02-09,29.9706
2024-02-10,29.9706
2024-02-11,29.9706
2024-02-12,30.2255
2024-02-13,29.6549
2024-02-14,29.837
2024-02-15,30.3955
2024-02-16,30.2862
2024-02-17,30.2862
2024-02-18,30.2862
2024-02-19,30.2862
2024-02-20,30.1345
2024-02-21,30.0677
2024-02-22,29.9706
2024-02-23,30.0495
2024-02-24,30.0495
2024-02-25,30.0495
2024-02-26,29.9949
2024-02-27,30.0859
2024-02-28,30.007
2024-02-29,30.2741
2024-03-01,30.3287
2024-03-02,30.3287
2024-03-03,30.3287
2024-03-04,30.3834
2024-03-05,30.5169
2024-03-06,30.7355
2024-03-07,31.124
2024-03-08,31.2211
2024-03-09,31.2211
2024-03-10,31.2211
2024-03-11,30.9722
2024-03-12,30.8265
2024-03-13,30.5958
2024-03-14,30.4805
2024-03-15,30.6141
2024-03-16,30.6141
2024-03-17,30.6141
2024-03-18,30.4502
2024-03-19,30.6748
2024-03-20,30.8447
2024-03-21,30.9965
2024-03-22,30.8083
2024-03-23,30.8083
2024-03-24,30.8083
2024-03-25,30.6323
2024-03-26,30.5716
2024-03-27,30.9054
2024-03-28,30.9237
2024-03-29,30.9237
2024-03-30,30.9237
2024-03-31,30.9237
2024-04-01,30.7294
2024-04-02,30.6687
2024-04-03,30.7415
2024-04-04,30.6808
2024-04-05,30.693
2024-04-06,30.693
2024-04-07,30.693
2024-04-08,30.869
