,WD US Equity
2020-10-17,6.5599
2020-10-18,6.5599
2020-10-19,6.5377
2020-10-20,6.6031
2020-10-21,6.6064
2020-10-22,6.7603
2020-10-23,6.8788
2020-10-24,6.8788
2020-10-25,6.8788
2020-10-26,6.7094
2020-10-27,6.6496
2020-10-28,6.5012
2020-10-29,7.4235
2020-10-30,6.953
2020-10-31,6.953
2020-11-01,6.953
2020-11-02,7.212
2020-11-03,7.532
2020-11-04,7.333
2020-11-05,7.5475
2020-11-06,7.3274
2020-11-07,7.3274
2020-11-08,7.3274
2020-11-09,8.1111
2020-11-10,8.3545
2020-11-11,8.4234
2020-11-12,8.3456
2020-11-13,8.857
2020-11-14,8.857
2020-11-15,8.857
2020-11-16,8.9915
2020-11-17,8.5835
2020-11-18,8.5502
2020-11-19,8.658
2020-11-20,8.6936
2020-11-21,8.6936
2020-11-22,8.6936
2020-11-23,9.0137
2020-11-24,9.256
2020-11-25,9.1126
2020-11-26,9.1126
2020-11-27,9.0026
2020-11-28,9.0026
2020-11-29,9.0026
2020-11-30,8.8848
2020-12-01,8.9748
2020-12-02,9.0426
2020-12-03,8.9615
2020-12-04,9.0437
2020-12-05,9.0437
2020-12-06,9.0437
2020-12-07,8.9737
2020-12-08,8.9737
2020-12-09,8.7969
2020-12-10,9.2082
2020-12-11,9.4061
2020-12-12,9.4061
2020-12-13,9.4061
2020-12-14,9.6785
2020-12-15,10.0764
2020-12-16,10.1042
2020-12-17,10.2598
2020-12-18,10.0108
2020-12-19,10.0108
2020-12-20,10.0108
2020-12-21,9.9186
2020-12-22,9.9842
2020-12-23,10.4043
2020-12-24,10.2865
2020-12-25,10.2865
2020-12-26,10.2865
2020-12-27,10.2865
2020-12-28,10.301
2020-12-29,10.0053
2020-12-30,10.1064
2020-12-31,8.4607
2021-01-01,8.4607
2021-01-02,8.4607
2021-01-03,8.4607
2021-01-04,8.0248
2021-01-05,8.1695
2021-01-06,8.5805
2021-01-07,8.257
2021-01-08,8.1566
2021-01-09,8.1566
2021-01-10,8.1566
2021-01-11,8.2386
2021-01-12,8.387
2021-01-13,8.3298
2021-01-14,8.3483
2021-01-15,8.2294
2021-01-16,8.2294
2021-01-17,8.2294
2021-01-18,8.2294
2021-01-19,8.1759
2021-01-20,8.316
2021-01-21,8.2755
2021-01-22,8.3796
2021-01-23,8.3796
2021-01-24,8.3796
2021-01-25,8.2718
2021-01-26,8.0063
2021-01-27,7.5225
2021-01-28,7.8119
2021-01-29,7.5667
2021-01-30,7.5667
2021-01-31,7.5667
2021-02-01,7.8248
2021-02-02,7.975
2021-02-03,7.9289
2021-02-04,8.8616
2021-02-05,8.7815
2021-02-06,8.7815
2021-02-07,8.7815
2021-02-08,8.9888
2021-02-09,9.2008
2021-02-10,9.2091
2021-02-11,9.3068
2021-02-12,9.2294
2021-02-13,9.2294
2021-02-14,9.2294
2021-02-15,9.2294
2021-02-16,9.1086
2021-02-17,9.3418
2021-02-18,9.1759
2021-02-19,9.4248
2021-02-20,9.4248
2021-02-21,9.4248
2021-02-22,9.7418
2021-02-23,9.4497
2021-02-24,9.3898
2021-02-25,9.104
2021-02-26,9.2561
2021-02-27,9.2561
2021-02-28,9.2561
2021-03-01,9.4916
2021-03-02,9.485
2021-03-03,9.3203
2021-03-04,9.2598
2021-03-05,9.3463
2021-03-06,9.3463
2021-03-07,9.3463
2021-03-08,9.2365
2021-03-09,9.2877
2021-03-10,9.4618
2021-03-11,10.0947
2021-03-12,9.8741
2021-03-13,9.8741
2021-03-14,9.8741
2021-03-15,10.4224
2021-03-16,10.091
2021-03-17,10.3349
2021-03-18,10.0286
2021-03-19,9.3361
2021-03-20,9.3361
2021-03-21,9.3361
2021-03-22,9.1005
2021-03-23,9.1708
2021-03-24,9.0658
2021-03-25,9.3854
2021-03-26,9.5315
2021-03-27,9.5315
2021-03-28,9.5315
2021-03-29,9.1982
2021-03-30,9.3817
2021-03-31,9.1033
2021-04-01,9.3274
2021-04-02,9.3274
2021-04-03,9.3274
2021-04-04,9.3274
2021-04-05,9.5798
2021-04-06,9.496
2021-04-07,9.2374
2021-04-08,9.443
2021-04-09,9.4448
2021-04-10,9.4448
2021-04-11,9.4448
2021-04-12,9.5701
2021-04-13,9.4766
2021-04-14,9.5639
2021-04-15,9.6336
2021-04-16,9.8295
2021-04-17,9.8295
2021-04-18,9.8295
2021-04-19,9.7466
2021-04-20,9.4404
2021-04-21,9.4307
2021-04-22,9.3292
2021-04-23,9.6663
2021-04-24,9.6663
2021-04-25,9.6663
2021-04-26,9.8084
2021-04-27,9.8816
2021-04-28,9.8031
2021-04-29,9.9831
2021-04-30,9.8189
2021-05-01,9.8189
2021-05-02,9.8189
2021-05-03,10.0104
2021-05-04,10.0696
2021-05-05,10.029
2021-05-06,9.1714
2021-05-07,9.5097
2021-05-08,9.5097
2021-05-09,9.5097
2021-05-10,9.1306
2021-05-11,9.0435
2021-05-12,8.7806
2021-05-13,9.1116
2021-05-14,9.2503
2021-05-15,9.2503
2021-05-16,9.2503
2021-05-17,9.1397
2021-05-18,9.0055
2021-05-19,8.9846
2021-05-20,9.0299
2021-05-21,8.9946
2021-05-22,8.9946
2021-05-23,8.9946
2021-05-24,9.117
2021-05-25,8.8731
2021-05-26,9.1261
2021-05-27,9.2086
2021-05-28,9.2449
2021-05-29,9.2449
2021-05-30,9.2449
2021-05-31,9.2449
2021-06-01,9.2684
2021-06-02,9.0798
2021-06-03,9.0662
2021-06-04,9.1877
2021-06-05,9.1877
2021-06-06,9.1877
2021-06-07,9.2403
2021-06-08,9.3999
2021-06-09,9.3038
2021-06-10,9.0898
2021-06-11,9.185
2021-06-12,9.185
2021-06-13,9.185
2021-06-14,9.351
2021-06-15,9.662
2021-06-16,9.6629
2021-06-17,9.5623
2021-06-18,9.4045
2021-06-19,9.4045
2021-06-20,9.4045
2021-06-21,9.6303
2021-06-22,9.691
2021-06-23,9.7672
2021-06-24,9.8588
2021-06-25,9.7554
2021-06-26,9.7554
2021-06-27,9.7554
2021-06-28,9.5251
2021-06-29,9.5414
2021-06-30,14.0158
2021-07-01,14.0233
2021-07-02,13.8919
2021-07-03,13.8919
2021-07-04,13.8919
2021-07-05,13.8919
2021-07-06,13.629
2021-07-07,13.6075
2021-07-08,13.3717
2021-07-09,13.7194
2021-07-10,13.7194
2021-07-11,13.7194
2021-07-12,13.739
2021-07-13,13.4593
2021-07-14,13.4686
2021-07-15,13.6504
2021-07-16,13.6625
2021-07-17,13.6625
2021-07-18,13.6625
2021-07-19,13.4351
2021-07-20,13.7511
2021-07-21,13.9226
2021-07-22,13.6513
2021-07-23,13.8005
2021-07-24,13.8005
2021-07-25,13.8005
2021-07-26,13.8229
2021-07-27,13.7483
2021-07-28,13.9161
2021-07-29,14.0326
2021-07-30,13.9319
2021-07-31,13.9319
2021-08-01,13.9319
2021-08-02,13.7977
2021-08-03,13.7791
2021-08-04,13.8359
2021-08-05,13.928
2021-08-06,13.9476
2021-08-07,13.9476
2021-08-08,13.9476
2021-08-09,13.6882
2021-08-10,13.8347
2021-08-11,13.8552
2021-08-12,13.6574
2021-08-13,13.6873
2021-08-14,13.6873
2021-08-15,13.6873
2021-08-16,13.6108
2021-08-17,13.5249
2021-08-18,13.4167
2021-08-19,13.3411
2021-08-20,13.5697
2021-08-21,13.5697
2021-08-22,13.5697
2021-08-23,13.6798
2021-08-24,13.5371
2021-08-25,13.7349
2021-08-26,13.5986
2021-08-27,13.8935
2021-08-28,13.8935
2021-08-29,13.8935
2021-08-30,13.8039
2021-08-31,14.6464
2021-09-01,14.5653
2021-09-02,14.8051
2021-09-03,14.653
2021-09-04,14.653
2021-09-05,14.653
2021-09-06,14.653
2021-09-07,14.6409
2021-09-08,14.7276
2021-09-09,14.7062
2021-09-10,14.6464
2021-09-11,14.6464
2021-09-12,14.6464
2021-09-13,14.7351
2021-09-14,14.6213
2021-09-15,14.9245
2021-09-16,14.918
2021-09-17,14.7276
2021-09-18,14.7276
2021-09-19,14.7276
2021-09-20,14.4095
2021-09-21,14.4104
2021-09-22,14.652
2021-09-23,14.8499
2021-09-24,14.7593
2021-09-25,14.7593
2021-09-26,14.7593
2021-09-27,15.0402
2021-09-28,14.6931
2021-09-29,14.6828
2021-09-30,16.7253
2021-10-01,16.9631
2021-10-02,16.9631
2021-10-03,16.9631
2021-10-04,16.9657
2021-10-05,17.2122
2021-10-06,17.1653
2021-10-07,17.2261
2021-10-08,17.2295
2021-10-09,17.2295
2021-10-10,17.2295
2021-10-11,17.2425
2021-10-12,17.6409
2021-10-13,17.7424
2021-10-14,18.015
2021-10-15,17.8396
2021-10-16,17.8396
2021-10-17,17.8396
2021-10-18,17.8075
2021-10-19,17.8353
2021-10-20,17.9082
2021-10-21,17.7884
2021-10-22,17.8613
2021-10-23,17.8613
2021-10-24,17.8613
2021-10-25,18.0557
2021-10-26,18.0592
2021-10-27,18.015
2021-10-28,18.1634
2021-10-29,18.1634
2021-10-30,18.1634
2021-10-31,18.1634
2021-11-01,18.2423
2021-11-02,18.1321
2021-11-03,18.5114
2021-11-04,19.4451
2021-11-05,19.5875
2021-11-06,19.5875
2021-11-07,19.5875
2021-11-08,19.7902
2021-11-09,19.7981
2021-11-10,19.7885
2021-11-11,19.8741
2021-11-12,19.8374
2021-11-13,19.8374
2021-11-14,19.8374
2021-11-15,19.8217
2021-11-16,19.8391
2021-11-17,19.7587
2021-11-18,20.0637
2021-11-19,20.1214
2021-11-20,20.1214
2021-11-21,20.1214
2021-11-22,20.3162
2021-11-23,20.4097
2021-11-24,20.2454
2021-11-25,20.2454
2021-11-26,19.5342
2021-11-27,19.5342
2021-11-28,19.5342
2021-11-29,19.4442
2021-11-30,19.1681
2021-12-01,19.3245
2021-12-02,19.9414
2021-12-03,19.6888
2021-12-04,19.6888
2021-12-05,19.6888
2021-12-06,20.0069
2021-12-07,20.0768
2021-12-08,20.1712
2021-12-09,19.9816
2021-12-10,19.9973
2021-12-11,19.9973
2021-12-12,19.9973
2021-12-13,19.5875
2021-12-14,19.231
2021-12-15,19.3961
2021-12-16,19.3341
2021-12-17,19.2284
2021-12-18,19.2284
2021-12-19,19.2284
2021-12-20,19.1288
2021-12-21,19.5211
2021-12-22,19.778
2021-12-23,19.9309
2021-12-24,19.9309
2021-12-25,19.9309
2021-12-26,19.9309
2021-12-27,20.2271
2021-12-28,20.1817
2021-12-29,20.0174
2021-12-30,19.9457
2021-12-31,14.793
2022-01-01,14.793
2022-01-02,14.793
2022-01-03,14.6372
2022-01-04,14.922
2022-01-05,14.4459
2022-01-06,14.5972
2022-01-07,14.5865
2022-01-08,14.5865
2022-01-09,14.5865
2022-01-10,14.6061
2022-01-11,14.7422
2022-01-12,14.7511
2022-01-13,14.5803
2022-01-14,14.2706
2022-01-15,14.2706
2022-01-16,14.2706
2022-01-17,14.2706
2022-01-18,14.4691
2022-01-19,13.7438
2022-01-20,13.2686
2022-01-21,13.1396
2022-01-22,13.1396
2022-01-23,13.1396
2022-01-24,13.0462
2022-01-25,12.6662
2022-01-26,12.7783
2022-01-27,12.2044
2022-01-28,12.5096
2022-01-29,12.5096
2022-01-30,12.5096
2022-01-31,13.1494
2022-02-01,13.0355
2022-02-02,12.9946
2022-02-03,13.6628
2022-02-04,13.7518
2022-02-05,13.7518
2022-02-06,13.7518
2022-02-07,13.8284
2022-02-08,14.0028
2022-02-09,14.0651
2022-02-10,13.847
2022-02-11,14.0046
2022-02-12,14.0046
2022-02-13,14.0046
2022-02-14,13.4635
2022-02-15,13.8026
2022-02-16,13.8123
2022-02-17,13.6628
2022-02-18,13.6023
2022-02-19,13.6023
2022-02-20,13.6023
2022-02-21,13.6023
2022-02-22,13.6468
2022-02-23,13.4689
2022-02-24,13.9739
2022-02-25,13.9346
2022-02-26,13.9346
2022-02-27,13.9346
2022-02-28,14.0058
2022-03-01,13.7199
2022-03-02,14.0497
2022-03-03,14.0332
2022-03-04,13.7418
2022-03-05,13.7418
2022-03-06,13.7418
2022-03-07,13.042
2022-03-08,13.1142
2022-03-09,13.5216
2022-03-10,13.4495
2022-03-11,13.4741
2022-03-12,13.4741
2022-03-13,13.4741
2022-03-14,13.782
2022-03-15,13.3563
2022-03-16,13.7254
2022-03-17,13.6724
2022-03-18,13.771
2022-03-19,13.771
2022-03-20,13.771
2022-03-21,13.6341
2022-03-22,13.9227
2022-03-23,13.6663
2022-03-24,13.9254
2022-03-25,13.6948
2022-03-26,13.6948
2022-03-27,13.6948
2022-03-28,13.5533
2022-03-29,13.7821
2022-03-30,13.3382
2022-03-31,12.8697
2022-04-01,13.0778
2022-04-02,13.0778
2022-04-03,13.0778
2022-04-04,13.0865
2022-04-05,12.6208
2022-04-06,12.5739
2022-04-07,12.5731
2022-04-08,12.5739
2022-04-09,12.5739
2022-04-10,12.5739
2022-04-11,12.6953
2022-04-12,12.8263
2022-04-13,12.7595
2022-04-14,12.9477
2022-04-15,12.9477
2022-04-16,12.9477
2022-04-17,12.9477
2022-04-18,12.8913
2022-04-19,12.9165
2022-04-20,13.1081
2022-04-21,13.1359
2022-04-22,12.7326
2022-04-23,12.7326
2022-04-24,12.7326
2022-04-25,12.6078
2022-04-26,12.1785
2022-04-27,11.9834
2022-04-28,12.3242
2022-04-29,12.0319
2022-04-30,12.0319
2022-05-01,12.0319
2022-05-02,12.1117
2022-05-03,12.4309
2022-05-04,12.1551
2022-05-05,11.0764
2022-05-06,10.7595
2022-05-07,10.7595
2022-05-08,10.7595
2022-05-09,10.505
2022-05-10,10.4295
2022-05-11,10.2619
2022-05-12,10.2532
2022-05-13,10.6144
2022-05-14,10.6144
2022-05-15,10.6144
2022-05-16,10.5076
2022-05-17,10.8585
2022-05-18,10.5745
2022-05-19,10.6509
2022-05-20,10.5337
2022-05-21,10.5337
2022-05-22,10.5337
2022-05-23,10.558
2022-05-24,10.2775
2022-05-25,10.4408
2022-05-26,10.8949
2022-05-27,11.1616
2022-05-28,11.1616
2022-05-29,11.1616
2022-05-30,11.1616
2022-05-31,10.8784
2022-06-01,10.8055
2022-06-02,11.1589
2022-06-03,10.9662
2022-06-04,10.9662
2022-06-05,10.9662
2022-06-06,10.9696
2022-06-07,11.0608
2022-06-08,10.8897
2022-06-09,10.4877
2022-06-10,10.3287
2022-06-11,10.3287
2022-06-12,10.3287
2022-06-13,9.5489
2022-06-14,9.72
2022-06-15,9.7504
2022-06-16,9.383
2022-06-17,9.4621
2022-06-18,9.4621
2022-06-19,9.4621
2022-06-20,9.4621
2022-06-21,9.4786
2022-06-22,9.7261
2022-06-23,9.9432
2022-06-24,10.2567
2022-06-25,10.2567
2022-06-26,10.2567
2022-06-27,10.1672
2022-06-28,9.9874
2022-06-29,9.9214
2022-06-30,9.8376
2022-07-01,9.9914
2022-07-02,9.9914
2022-07-03,9.9914
2022-07-04,9.9914
2022-07-05,10.208
2022-07-06,10.0584
2022-07-07,10.1547
2022-07-08,10.1049
2022-07-09,10.1049
2022-07-10,10.1049
2022-07-11,10.0026
2022-07-12,10.0309
2022-07-13,9.9527
2022-07-14,9.8341
2022-07-15,10.0378
2022-07-16,10.0378
2022-07-17,10.0378
2022-07-18,10.0181
2022-07-19,10.3627
2022-07-20,10.4487
2022-07-21,10.624
2022-07-22,10.5973
2022-07-23,10.5973
2022-07-24,10.5973
2022-07-25,10.7323
2022-07-26,10.7065
2022-07-27,10.8879
2022-07-28,11.0967
2022-07-29,11.2385
2022-07-30,11.2385
2022-07-31,11.2385
2022-08-01,11.2867
2022-08-02,11.1887
2022-08-03,11.3322
2022-08-04,11.0097
2022-08-05,10.7012
2022-08-06,10.7012
2022-08-07,10.7012
2022-08-08,10.9617
2022-08-09,10.8734
2022-08-10,11.0071
2022-08-11,11.1459
2022-08-12,11.3584
2022-08-13,11.3584
2022-08-14,11.3584
2022-08-15,11.325
2022-08-16,11.3387
2022-08-17,11.1631
2022-08-18,11.1545
2022-08-19,10.948
2022-08-20,10.948
2022-08-21,10.948
2022-08-22,10.6952
2022-08-23,10.7389
2022-08-24,10.7517
2022-08-25,10.954
2022-08-26,10.6189
2022-08-27,10.6189
2022-08-28,10.6189
2022-08-29,10.4467
2022-08-30,10.3404
2022-08-31,10.1656
2022-09-01,9.9754
2022-09-02,9.9737
2022-09-03,9.9737
2022-09-04,9.9737
2022-09-05,9.9737
2022-09-06,9.8434
2022-09-07,9.9951
2022-09-08,10.0225
2022-09-09,10.2505
2022-09-10,10.2505
2022-09-11,10.2505
2022-09-12,10.3901
2022-09-13,9.8691
2022-09-14,9.9026
2022-09-15,9.786
2022-09-16,9.7269
2022-09-17,9.7269
2022-09-18,9.7269
2022-09-19,9.786
2022-09-20,9.6652
2022-09-21,9.5289
2022-09-22,9.3781
2022-09-23,9.2033
2022-09-24,9.2033
2022-09-25,9.2033
2022-09-26,8.9891
2022-09-27,8.8503
2022-09-28,8.9351
2022-09-29,8.72
2022-09-30,9.5228
2022-10-01,9.5228
2022-10-02,9.5228
2022-10-03,9.8817
2022-10-04,10.2575
2022-10-05,10.071
2022-10-06,9.8836
2022-10-07,9.7121
2022-10-08,9.7121
2022-10-09,9.7121
2022-10-10,9.6371
2022-10-11,9.7355
2022-10-12,9.6165
2022-10-13,9.8283
2022-10-14,9.6549
2022-10-15,9.6549
2022-10-16,9.6549
2022-10-17,9.9707
2022-10-18,9.9576
2022-10-19,9.743
2022-10-20,9.5612
2022-10-21,9.5049
2022-10-22,9.5049
2022-10-23,9.5049
2022-10-24,9.5274
2022-10-25,9.8658
2022-10-26,9.7833
2022-10-27,9.7636
2022-10-28,10.0045
2022-10-29,10.0045
2022-10-30,10.0045
2022-10-31,10.1066
2022-11-01,10.1141
2022-11-02,9.6296
2022-11-03,9.3541
2022-11-04,9.5387
2022-11-05,9.5387
2022-11-06,9.5387
2022-11-07,9.6155
2022-11-08,9.5912
2022-11-09,8.8712
2022-11-10,9.4969
2022-11-11,9.6374
2022-11-12,9.6374
2022-11-13,9.6374
2022-11-14,9.4875
2022-11-15,9.6158
2022-11-16,9.4753
2022-11-17,9.2655
2022-11-18,9.2805
2022-11-19,9.2805
2022-11-20,9.2805
2022-11-21,9.332
2022-11-22,9.4229
2022-11-23,9.5456
2022-11-24,9.5456
2022-11-25,9.672
2022-11-26,9.672
2022-11-27,9.672
2022-11-28,9.5765
2022-11-29,9.7329
2022-11-30,10.0411
2022-12-01,10.19
2022-12-02,10.0317
2022-12-03,10.0317
2022-12-04,10.0317
2022-12-05,9.6739
2022-12-06,9.5812
2022-12-07,9.5896
2022-12-08,9.4735
2022-12-09,9.2431
2022-12-10,9.2431
2022-12-11,9.2431
2022-12-12,9.377
2022-12-13,9.5784
2022-12-14,9.2824
2022-12-15,9.1616
2022-12-16,9.0042
2022-12-17,9.0042
2022-12-18,9.0042
2022-12-19,8.8309
2022-12-20,8.8731
2022-12-21,9.051
2022-12-22,8.9639
2022-12-23,9.081
2022-12-24,9.081
2022-12-25,9.081
2022-12-26,9.081
2022-12-27,9.1157
2022-12-28,8.7466
2022-12-29,9.081
2022-12-30,10.6149
2022-12-31,10.6149
2023-01-01,10.6149
2023-01-02,10.6149
2023-01-03,10.7628
2023-01-04,10.8389
2023-01-05,10.7727
2023-01-06,11.1655
2023-01-07,11.1655
2023-01-08,11.1655
2023-01-09,11.2229
2023-01-10,11.4447
2023-01-11,11.7768
2023-01-12,12.0041
2023-01-13,12.238
2023-01-14,12.238
2023-01-15,12.238
2023-01-16,12.238
2023-01-17,12.2126
2023-01-18,12.3009
2023-01-19,12.1453
2023-01-20,12.2027
2023-01-21,12.2027
2023-01-22,12.2027
2023-01-23,12.324
2023-01-24,12.1133
2023-01-25,12.1287
2023-01-26,12.3207
2023-01-27,12.3847
2023-01-28,12.3847
2023-01-29,12.3847
2023-01-30,12.0802
2023-01-31,12.4796
2023-02-01,12.4531
2023-02-02,13.092
2023-02-03,12.7742
2023-02-04,12.7742
2023-02-05,12.7742
2023-02-06,12.4046
2023-02-07,12.5293
2023-02-08,12.2347
2023-02-09,12.1674
2023-02-10,12.3152
2023-02-11,12.3152
2023-02-12,12.3152
2023-02-13,12.4884
2023-02-14,12.5171
2023-02-15,12.6462
2023-02-16,12.4134
2023-02-17,12.164
2023-02-18,12.164
2023-02-19,12.164
2023-02-20,12.164
2023-02-21,11.5241
2023-02-22,11.7249
2023-02-23,11.7893
2023-02-24,11.7065
2023-02-25,11.7065
2023-02-26,11.7065
2023-02-27,11.6711
2023-02-28,11.5916
2023-03-01,11.6524
2023-03-02,11.564
2023-03-03,11.7164
2023-03-04,11.7164
2023-03-05,11.7164
2023-03-06,11.4845
2023-03-07,11.3872
2023-03-08,11.4911
2023-03-09,11.0547
2023-03-10,10.6405
2023-03-11,10.6405
2023-03-12,10.6405
2023-03-13,10.5157
2023-03-14,10.7609
2023-03-15,10.5643
2023-03-16,10.6239
2023-03-17,10.3423
2023-03-18,10.3423
