,PRKS US Equity
2021-01-21,15.4999
2021-01-22,15.4999
2021-01-23,15.4999
2021-01-24,15.4999
2021-01-25,15.4999
2021-01-26,15.4999
2021-01-27,15.4999
2021-01-28,15.4999
2021-01-29,15.4999
2021-01-30,15.4999
2021-01-31,15.4999
2021-02-01,15.4999
2021-02-02,15.4999
2021-02-03,15.4999
2021-02-04,15.4999
2021-02-05,15.4999
2021-02-06,15.4999
2021-02-07,15.4999
2021-02-08,15.4999
2021-02-09,15.4999
2021-02-10,15.4999
2021-02-11,15.4999
2021-02-12,15.4999
2021-02-13,15.4999
2021-02-14,15.4999
2021-02-15,15.4999
2021-02-16,15.4999
2021-02-17,15.4999
2021-02-18,15.4999
2021-02-19,15.4999
2021-02-20,15.4999
2021-02-21,15.4999
2021-02-22,15.4999
2021-02-23,15.4999
2021-02-24,15.4999
2021-02-25,15.4999
2021-02-26,15.4999
2021-02-27,15.4999
2021-02-28,15.4999
2021-03-01,15.4999
2021-03-02,15.4999
2021-03-03,15.4999
2021-03-04,15.4999
2021-03-05,15.4999
2021-03-06,15.4999
2021-03-07,15.4999
2021-03-08,15.4999
2021-03-09,15.4999
2021-03-10,15.4999
2021-03-11,15.4999
2021-03-12,15.4999
2021-03-13,15.4999
2021-03-14,15.4999
2021-03-15,15.4999
2021-03-16,15.4999
2021-03-17,15.4999
2021-03-18,15.4999
2021-03-19,15.4999
2021-03-20,15.4999
2021-03-21,15.4999
2021-03-22,15.4999
2021-03-23,15.4999
2021-03-24,15.4999
2021-03-25,15.4999
2021-03-26,15.4999
2021-03-27,15.4999
2021-03-28,15.4999
2021-03-29,15.4999
2021-03-30,15.4999
2021-03-31,15.4999
2021-04-01,15.4999
2021-04-02,15.4999
2021-04-03,15.4999
2021-04-04,15.4999
2021-04-05,15.4999
2021-04-06,15.4999
2021-04-07,15.4999
2021-04-08,15.4999
2021-04-09,15.4999
2021-04-10,15.4999
2021-04-11,15.4999
2021-04-12,15.4999
2021-04-13,15.4999
2021-04-14,15.4999
2021-04-15,15.4999
2021-04-16,15.4999
2021-04-17,15.4999
2021-04-18,15.4999
2021-04-19,15.4999
2021-04-20,15.4999
2021-04-21,15.4999
2021-04-22,15.4999
2021-04-23,15.4999
2021-04-24,15.4999
2021-04-25,15.4999
2021-04-26,15.4999
2021-04-27,15.4999
2021-04-28,15.4999
2021-04-29,15.4999
2021-04-30,15.4999
2021-05-01,15.4999
2021-05-02,15.4999
2021-05-03,15.4999
2021-05-04,15.4999
2021-05-05,15.4999
2021-05-06,15.4999
2021-05-07,15.4999
2021-05-08,15.4999
2021-05-09,15.4999
2021-05-10,15.4999
2021-05-11,15.4999
2021-05-12,15.4999
2021-05-13,15.4999
2021-05-14,15.4999
2021-05-15,15.4999
2021-05-16,15.4999
2021-05-17,15.4999
2021-05-18,15.4999
2021-05-19,15.4999
2021-05-20,15.4999
2021-05-21,15.4999
2021-05-22,15.4999
2021-05-23,15.4999
2021-05-24,15.4999
2021-05-25,15.4999
2021-05-26,15.4999
2021-05-27,15.4999
2021-05-28,15.4999
2021-05-29,15.4999
2021-05-30,15.4999
2021-05-31,15.4999
2021-06-01,15.4999
2021-06-02,15.4999
2021-06-03,15.4999
2021-06-04,15.4999
2021-06-05,15.4999
2021-06-06,15.4999
2021-06-07,15.4999
2021-06-08,15.4999
2021-06-09,15.4999
2021-06-10,15.4999
2021-06-11,15.4999
2021-06-12,15.4999
2021-06-13,15.4999
2021-06-14,15.4999
2021-06-15,15.4999
2021-06-16,15.4999
2021-06-17,15.4999
2021-06-18,15.4999
2021-06-19,15.4999
2021-06-20,15.4999
2021-06-21,15.4999
2021-06-22,15.4999
2021-06-23,15.4999
2021-06-24,15.4999
2021-06-25,15.4999
2021-06-26,15.4999
2021-06-27,15.4999
2021-06-28,15.4999
2021-06-29,15.4999
2021-06-30,85.9968
2021-07-01,87.5031
2021-07-02,87.3826
2021-07-03,87.3826
2021-07-04,87.3826
2021-07-05,87.3826
2021-07-06,84.9002
2021-07-07,82.8757
2021-07-08,82.4299
2021-07-09,85.5148
2021-07-10,85.5148
2021-07-11,85.5148
2021-07-12,85.2135
2021-07-13,82.7311
2021-07-14,82.0804
2021-07-15,83.5385
2021-07-16,82.7311
2021-07-17,82.7311
2021-07-18,82.7311
2021-07-19,77.8869
2021-07-20,80.8151
2021-07-21,82.3937
2021-07-22,81.2369
2021-07-23,80.0439
2021-07-24,80.0439
2021-07-25,80.0439
2021-07-26,82.7793
2021-07-27,81.2971
2021-07-28,80.791
2021-07-29,82.466
2021-07-30,82.948
2021-07-31,82.948
2021-08-01,82.948
2021-08-02,82.6106
2021-08-03,81.0441
2021-08-04,78.6099
2021-08-05,87.6356
2021-08-06,89.0544
2021-08-07,89.0544
2021-08-08,89.0544
2021-08-09,86.9666
2021-08-10,87.1597
2021-08-11,89.6819
2021-08-12,87.9079
2021-08-13,89.7423
2021-08-14,89.7423
2021-08-15,89.7423
2021-08-16,87.6183
2021-08-17,85.3495
2021-08-18,83.9978
2021-08-19,83.5634
2021-08-20,85.3615
2021-08-21,85.3615
2021-08-22,85.3615
2021-08-23,86.3511
2021-08-24,87.6303
2021-08-25,88.2699
2021-08-26,86.9062
2021-08-27,87.1717
2021-08-28,87.1717
2021-08-29,87.1717
2021-08-30,85.6874
2021-08-31,85.1805
2021-09-01,85.2529
2021-09-02,85.4098
2021-09-03,83.3703
2021-09-04,83.3703
2021-09-05,83.3703
2021-09-06,83.3703
2021-09-07,85.7598
2021-09-08,85.7477
2021-09-09,87.3769
2021-09-10,89.2233
2021-09-11,89.2233
2021-09-12,89.2233
2021-09-13,91.299
2021-09-14,91.5163
2021-09-15,90.8525
2021-09-16,92.9765
2021-09-17,92.2404
2021-09-18,92.2404
2021-09-19,92.2404
2021-09-20,91.8059
2021-09-21,91.4197
2021-09-22,92.8196
2021-09-23,95.0884
2021-09-24,97.2607
2021-09-25,97.2607
2021-09-26,97.2607
2021-09-27,96.2108
2021-09-28,94.3885
2021-09-29,93.3627
2021-09-30,18.7621
2021-10-01,19.6095
2021-10-02,19.6095
2021-10-03,19.6095
2021-10-04,19.7491
2021-10-05,19.5508
2021-10-06,19.8398
2021-10-07,19.8643
2021-10-08,19.6683
2021-10-09,19.6683
2021-10-10,19.6683
2021-10-11,19.2814
2021-10-12,19.5581
2021-10-13,19.3573
2021-10-14,19.6806
2021-10-15,19.7198
2021-10-16,19.7198
2021-10-17,19.7198
2021-10-18,19.8324
2021-10-19,19.4822
2021-10-20,19.9843
2021-10-21,20.457
2021-10-22,21.0693
2021-10-23,21.0693
2021-10-24,21.0693
2021-10-25,21.5517
2021-10-26,21.3387
2021-10-27,20.5231
2021-10-28,20.6137
2021-10-29,20.7656
2021-10-30,20.7656
2021-10-31,20.7656
2021-11-01,21.1893
2021-11-02,21.0717
2021-11-03,21.2554
2021-11-04,21.4734
2021-11-05,22.1126
2021-11-06,22.1126
2021-11-07,22.1126
2021-11-08,22.0587
2021-11-09,21.466
2021-11-10,21.0448
2021-11-11,21.0374
2021-11-12,20.7607
2021-11-13,20.7607
2021-11-14,20.7607
2021-11-15,20.5155
2021-11-16,20.2573
2021-11-17,20.3553
2021-11-18,20.9457
2021-11-19,21.0963
2021-11-20,21.0963
2021-11-21,21.0963
2021-11-22,20.8477
2021-11-23,21.0126
2021-11-24,21.07
2021-11-25,21.07
2021-11-26,19.9323
2021-11-27,19.9323
2021-11-28,19.9323
2021-11-29,19.8128
2021-11-30,19.3132
2021-12-01,18.981
2021-12-02,19.8988
2021-12-03,19.4375
2021-12-04,19.4375
2021-12-05,19.4375
2021-12-06,19.9825
2021-12-07,19.7841
2021-12-08,20.6135
2021-12-09,20.5585
2021-12-10,20.9457
2021-12-11,20.9457
2021-12-12,20.9457
2021-12-13,20.286
2021-12-14,19.8845
2021-12-15,19.7841
2021-12-16,19.5235
2021-12-17,19.9275
2021-12-18,19.9275
2021-12-19,19.9275
2021-12-20,19.8606
2021-12-21,20.8931
2021-12-22,21.3019
2021-12-23,21.2062
2021-12-24,21.2062
2021-12-25,21.2062
2021-12-26,21.2062
2021-12-27,21.2923
2021-12-28,20.8931
2021-12-29,20.7951
2021-12-30,20.6804
2021-12-31,15.7605
2022-01-01,15.7605
2022-01-02,15.7605
2022-01-03,16.0431
2022-01-04,15.9465
2022-01-05,15.7533
2022-01-06,16.2614
2022-01-07,16.3812
2022-01-08,16.3812
2022-01-09,16.3812
2022-01-10,16.07
2022-01-11,16.3293
2022-01-12,15.9412
2022-01-13,15.9143
2022-01-14,15.4707
2022-01-15,15.4707
2022-01-16,15.4707
2022-01-17,15.4707
2022-01-18,14.9287
2022-01-19,14.9698
2022-01-20,14.7122
2022-01-21,14.646
2022-01-22,14.646
2022-01-23,14.646
2022-01-24,14.8213
2022-01-25,14.6585
2022-01-26,14.4761
2022-01-27,14.3884
2022-01-28,14.5798
2022-01-29,14.5798
2022-01-30,14.5798
2022-01-31,14.816
2022-02-01,15.0914
2022-02-02,14.8929
2022-02-03,14.7498
2022-02-04,14.9859
2022-02-05,14.9859
2022-02-06,14.9859
2022-02-07,15.138
2022-02-08,15.5136
2022-02-09,15.8267
2022-02-10,16.1236
2022-02-11,16.0324
2022-02-12,16.0324
2022-02-13,16.0324
2022-02-14,16.1415
2022-02-15,16.8016
2022-02-16,16.9447
2022-02-17,16.5047
2022-02-18,16.4027
2022-02-19,16.4027
2022-02-20,16.4027
2022-02-21,16.4027
2022-02-22,16.3508
2022-02-23,16.1666
2022-02-24,16.6835
2022-02-25,17.0216
2022-02-26,17.0216
2022-02-27,17.0216
2022-02-28,16.31
2022-03-01,15.7514
2022-03-02,16.1612
2022-03-03,15.8477
2022-03-04,15.536
2022-03-05,15.536
2022-03-06,15.536
2022-03-07,14.282
2022-03-08,14.8057
2022-03-09,15.0596
2022-03-10,15.1805
2022-03-11,15.5132
2022-03-12,15.5132
2022-03-13,15.5132
2022-03-14,15.2015
2022-03-15,15.4904
2022-03-16,15.8494
2022-03-17,15.8827
2022-03-18,16.3486
2022-03-19,16.3486
2022-03-20,16.3486
2022-03-21,16.5289
2022-03-22,16.6323
2022-03-23,16.5902
2022-03-24,17.0018
2022-03-25,16.9317
2022-03-26,16.9317
2022-03-27,16.9317
2022-03-28,16.6918
2022-03-29,17.0158
2022-03-30,17.0841
2022-03-31,16.2484
2022-04-01,15.9004
2022-04-02,15.9004
2022-04-03,15.9004
2022-04-04,15.5196
2022-04-05,15.2767
2022-04-06,14.5414
2022-04-07,14.3608
2022-04-08,14.6514
2022-04-09,14.6514
2022-04-10,14.6514
2022-04-11,14.6448
2022-04-12,15.0338
2022-04-13,15.82
2022-04-14,16.0252
2022-04-15,16.0252
2022-04-16,16.0252
2022-04-17,16.0252
2022-04-18,16.0876
2022-04-19,16.1762
2022-04-20,16.2418
2022-04-21,15.5902
2022-04-22,15.7002
2022-04-23,15.7002
2022-04-24,15.7002
2022-04-25,16.2451
2022-04-26,15.669
2022-04-27,15.4605
2022-04-28,15.3243
2022-04-29,14.699
2022-04-30,14.699
2022-05-01,14.699
2022-05-02,14.8414
2022-05-03,14.7243
2022-05-04,14.68
2022-05-05,13.9745
2022-05-06,13.6286
2022-05-07,13.6286
2022-05-08,13.6286
2022-05-09,12.8215
2022-05-10,12.9114
2022-05-11,12.4873
2022-05-12,12.5031
2022-05-13,12.9997
2022-05-14,12.9997
2022-05-15,12.9997
2022-05-16,12.8436
2022-05-17,13.1037
2022-05-18,12.82
2022-05-19,12.8625
2022-05-20,12.6623
2022-05-21,12.6623
2022-05-22,12.6623
2022-05-23,12.366
2022-05-24,11.7228
2022-05-25,12.1563
2022-05-26,12.6434
2022-05-27,12.7443
2022-05-28,12.7443
2022-05-29,12.7443
2022-05-30,12.7443
2022-05-31,12.5709
2022-06-01,12.5583
2022-06-02,12.6623
2022-06-03,12.552
2022-06-04,12.552
2022-06-05,12.552
2022-06-06,12.5189
2022-06-07,12.6403
2022-06-08,12.47
2022-06-09,12.2556
2022-06-10,11.9876
2022-06-11,11.9876
2022-06-12,11.9876
2022-06-13,11.2404
2022-06-14,11.1206
2022-06-15,11.3634
2022-06-16,10.5358
2022-06-17,10.9709
2022-06-18,10.9709
2022-06-19,10.9709
2022-06-20,10.9709
2022-06-21,10.8857
2022-06-22,10.9504
2022-06-23,10.8637
2022-06-24,11.4249
2022-06-25,11.4249
2022-06-26,11.4249
2022-06-27,11.3382
2022-06-28,11.2798
2022-06-29,11.0465
2022-06-30,11.2066
2022-07-01,11.5394
2022-07-02,11.5394
2022-07-03,11.5394
2022-07-04,11.5394
2022-07-05,11.789
2022-07-06,11.4223
2022-07-07,11.6842
2022-07-08,11.1588
2022-07-09,11.1588
2022-07-10,11.1588
2022-07-11,10.9215
2022-07-12,10.9108
2022-07-13,10.7983
2022-07-14,10.6303
2022-07-15,10.8183
2022-07-16,10.8183
2022-07-17,10.8183
2022-07-18,10.957
2022-07-19,11.2266
2022-07-20,11.5379
2022-07-21,11.4993
2022-07-22,11.4654
2022-07-23,11.4654
2022-07-24,11.4654
2022-07-25,11.4947
2022-07-26,11.1527
2022-07-27,11.3776
2022-07-28,11.4593
2022-07-29,11.7536
2022-07-30,11.7536
2022-07-31,11.7536
2022-08-01,11.7567
2022-08-02,11.8352
2022-08-03,11.9539
2022-08-04,12.2682
2022-08-05,11.9579
2022-08-06,11.9579
2022-08-07,11.9579
2022-08-08,12.2389
2022-08-09,11.978
2022-08-10,12.2619
2022-08-11,11.955
2022-08-12,12.1773
2022-08-13,12.1773
2022-08-14,12.1773
2022-08-15,12.1414
2022-08-16,12.4612
2022-08-17,12.1802
2022-08-18,12.3063
2022-08-19,12.1543
2022-08-20,12.1543
2022-08-21,12.1543
2022-08-22,11.9306
2022-08-23,12.1586
2022-08-24,12.2232
2022-08-25,12.3408
2022-08-26,12.0697
2022-08-27,12.0697
2022-08-28,12.0697
2022-08-29,11.9249
2022-08-30,11.7284
2022-08-31,11.6051
2022-09-01,11.5262
2022-09-02,11.7586
2022-09-03,11.7586
2022-09-04,11.7586
2022-09-05,11.7586
2022-09-06,11.6567
2022-09-07,11.9507
2022-09-08,12.0009
2022-09-09,12.4096
2022-09-10,12.4096
2022-09-11,12.4096
2022-09-12,12.4311
2022-09-13,12.1013
2022-09-14,12.1902
2022-09-15,12.3221
2022-09-16,12.0841
2022-09-17,12.0841
2022-09-18,12.0841
2022-09-19,12.2547
2022-09-20,12.2547
2022-09-21,11.8446
2022-09-22,11.4818
2022-09-23,11.2681
2022-09-24,11.2681
2022-09-25,11.2681
2022-09-26,11.0688
2022-09-27,11.0301
2022-09-28,11.1821
2022-09-29,11.0243
2022-09-30,10.5934
2022-10-01,10.5934
2022-10-02,10.5934
2022-10-03,10.5769
2022-10-04,11.1443
2022-10-05,11.0548
2022-10-06,10.7876
2022-10-07,10.7408
2022-10-08,10.7408
2022-10-09,10.7408
2022-10-10,10.822
2022-10-11,10.9584
2022-10-12,11.2187
2022-10-13,11.3123
2022-10-14,11.125
2022-10-15,11.125
2022-10-16,11.125
2022-10-17,11.3578
2022-10-18,11.5423
2022-10-19,11.2669
2022-10-20,11.4487
2022-10-21,11.6084
2022-10-22,11.6084
2022-10-23,11.6084
2022-10-24,11.6732
2022-10-25,11.9197
2022-10-26,12.1029
2022-10-27,12.085
2022-10-28,12.3838
2022-10-29,12.3838
2022-10-30,12.3838
2022-10-31,12.3356
2022-11-01,12.4692
2022-11-02,12.1469
2022-11-03,12.1153
2022-11-04,12.2695
2022-11-05,12.2695
2022-11-06,12.2695
2022-11-07,12.2502
2022-11-08,12.1263
2022-11-09,11.1923
2022-11-10,11.6009
2022-11-11,11.515
2022-11-12,11.515
2022-11-13,11.515
2022-11-14,11.7193
2022-11-15,11.6815
2022-11-16,11.3549
2022-11-17,11.2248
2022-11-18,11.3575
2022-11-19,11.3575
2022-11-20,11.3575
2022-11-21,11.3744
2022-11-22,11.4044
2022-11-23,11.3536
2022-11-24,11.3536
2022-11-25,11.2912
2022-11-26,11.2912
2022-11-27,11.2912
2022-11-28,11.3172
2022-11-29,11.5384
2022-11-30,11.7505
2022-12-01,11.7245
2022-12-02,11.6959
2022-12-03,11.6959
2022-12-04,11.6959
2022-12-05,11.5527
2022-12-06,11.4929
2022-12-07,11.2027
2022-12-08,11.2729
2022-12-09,11.1858
2022-12-10,11.1858
2022-12-11,11.1858
2022-12-12,11.351
2022-12-13,11.4447
2022-12-14,11.3666
2022-12-15,11.3731
2022-12-16,11.381
2022-12-17,11.381
2022-12-18,11.381
2022-12-19,11.1467
2022-12-20,11.1741
2022-12-21,11.3731
2022-12-22,11.1298
2022-12-23,11.3914
2022-12-24,11.3914
2022-12-25,11.3914
2022-12-26,11.3914
2022-12-27,11.2248
2022-12-28,10.9463
2022-12-29,11.1584
2022-12-30,10.978
2022-12-31,10.978
2023-01-01,10.978
2023-01-02,10.978
2023-01-03,11.1114
2023-01-04,11.4274
2023-01-05,11.4299
2023-01-06,11.7748
2023-01-07,11.7748
2023-01-08,11.7748
2023-01-09,11.5381
2023-01-10,11.5394
2023-01-11,11.2625
2023-01-12,11.4223
2023-01-13,11.586
2023-01-14,11.586
2023-01-15,11.586
2023-01-16,11.586
2023-01-17,11.6011
2023-01-18,11.4953
2023-01-19,11.5054
2023-01-20,11.6779
2023-01-21,11.6779
2023-01-22,11.6779
2023-01-23,11.9963
2023-01-24,11.8931
2023-01-25,11.9837
2023-01-26,12.024
2023-01-27,12.1348
2023-01-28,12.1348
2023-01-29,12.1348
2023-01-30,11.8956
2023-01-31,12.0958
2023-02-01,12.2015
2023-02-02,12.3198
2023-02-03,12.2997
2023-02-04,12.2997
2023-02-05,12.2997
2023-02-06,12.1436
2023-02-07,12.5238
2023-02-08,12.4394
2023-02-09,12.4608
2023-02-10,12.5149
2023-02-11,12.5149
2023-02-12,12.5149
2023-02-13,12.5565
2023-02-14,12.6333
2023-02-15,12.5942
2023-02-16,12.4948
2023-02-17,12.5061
2023-02-18,12.5061
2023-02-19,12.5061
2023-02-20,12.5061
2023-02-21,12.3047
2023-02-22,12.4004
2023-02-23,12.4344
2023-02-24,12.2091
2023-02-25,12.2091
2023-02-26,12.2091
2023-02-27,12.2997
2023-02-28,12.374
2023-03-01,12.4336
2023-03-02,12.421
2023-03-03,12.6376
2023-03-04,12.6376
2023-03-05,12.6376
2023-03-06,12.6048
2023-03-07,12.2661
2023-03-08,12.2409
2023-03-09,11.9865
2023-03-10,11.6955
2023-03-11,11.6955
2023-03-12,11.6955
2023-03-13,11.4563
2023-03-14,11.5381
