,CAT US Equity
2020-06-02,9.307
2020-06-03,9.5796
2020-06-04,9.7147
2020-06-05,10.16
2020-06-06,10.16
2020-06-07,10.16
2020-06-08,10.348
2020-06-09,10.0928
2020-06-10,9.9663
2020-06-11,9.1791
2020-06-12,9.2947
2020-06-13,9.2947
2020-06-14,9.2947
2020-06-15,9.328
2020-06-16,9.7979
2020-06-17,9.662
2020-06-18,9.6157
2020-06-19,9.6063
2020-06-20,9.6063
2020-06-21,9.6063
2020-06-22,9.4856
2020-06-23,9.5188
2020-06-24,9.2159
2020-06-25,9.4075
2020-06-26,9.2398
2020-06-27,9.2398
2020-06-28,9.2398
2020-06-29,9.4465
2020-06-30,11.8248
2020-07-01,11.7855
2020-07-02,11.9338
2020-07-03,11.9338
2020-07-04,11.9338
2020-07-05,11.9338
2020-07-06,12.0866
2020-07-07,11.8874
2020-07-08,11.9705
2020-07-09,11.756
2020-07-10,11.9597
2020-07-11,11.9597
2020-07-12,11.9597
2020-07-13,12.1884
2020-07-14,12.7522
2020-07-15,12.8844
2020-07-16,12.9023
2020-07-17,12.754
2020-07-18,12.754
2020-07-19,12.754
2020-07-20,12.5512
2020-07-21,12.662
2020-07-22,12.7611
2020-07-23,12.7272
2020-07-24,12.8147
2020-07-25,12.8147
2020-07-26,12.8147
2020-07-27,13.0211
2020-07-28,12.8549
2020-07-29,13.0783
2020-07-30,12.7388
2020-07-31,12.3948
2020-08-01,12.3948
2020-08-02,12.3948
2020-08-03,12.2966
2020-08-04,12.2733
2020-08-05,12.5875
2020-08-06,12.5357
2020-08-07,12.583
2020-08-08,12.583
2020-08-09,12.583
2020-08-10,13.2177
2020-08-11,13.2633
2020-08-12,13.2669
2020-08-13,13.097
2020-08-14,13.0336
2020-08-15,13.0336
2020-08-16,13.0336
2020-08-17,12.9227
2020-08-18,12.8914
2020-08-19,12.8601
2020-08-20,12.8119
2020-08-21,12.8968
2020-08-22,12.8968
2020-08-23,12.8968
2020-08-24,13.1873
2020-08-25,13.1399
2020-08-26,13.2007
2020-08-27,13.3384
2020-08-28,13.3616
2020-08-29,13.3616
2020-08-30,13.3616
2020-08-31,13.2436
2020-09-01,13.5779
2020-09-02,13.8657
2020-09-03,13.6414
2020-09-04,13.7683
2020-09-05,13.7683
2020-09-06,13.7683
2020-09-07,13.7683
2020-09-08,13.7987
2020-09-09,14.1714
2020-09-10,13.9185
2020-09-11,14.2734
2020-09-12,14.2734
2020-09-13,14.2734
2020-09-14,14.2447
2020-09-15,13.8059
2020-09-16,14.0302
2020-09-17,14.2769
2020-09-18,14.1446
2020-09-19,14.1446
2020-09-20,14.1446
2020-09-21,13.5136
2020-09-22,13.6762
2020-09-23,13.4286
2020-09-24,13.4966
2020-09-25,13.5654
2020-09-26,13.5654
2020-09-27,13.5654
2020-09-28,13.7236
2020-09-29,13.6995
2020-09-30,16.6119
2020-10-01,16.3489
2020-10-02,16.6971
2020-10-03,16.6971
2020-10-04,16.6971
2020-10-05,17.0798
2020-10-06,16.8685
2020-10-07,17.2178
2020-10-08,17.4215
2020-10-09,17.6673
2020-10-10,17.6673
2020-10-11,17.6673
2020-10-12,18.063
2020-10-13,18.0102
2020-10-14,18.1708
2020-10-15,18.325
2020-10-16,18.7249
2020-10-17,18.7249
2020-10-18,18.7249
2020-10-19,18.5934
2020-10-20,18.7508
2020-10-21,18.5794
2020-10-22,18.823
2020-10-23,18.7077
2020-10-24,18.7077
2020-10-25,18.7077
2020-10-26,18.1266
2020-10-27,17.5563
2020-10-28,16.8286
2020-10-29,17.207
2020-10-30,17.4636
2020-10-31,17.4636
2020-11-01,17.4636
2020-11-02,18.1341
2020-11-03,18.6106
2020-11-04,17.3215
2020-11-05,18.1716
2020-11-06,17.9769
2020-11-07,17.9769
2020-11-08,17.9769
2020-11-09,19.0076
2020-11-10,19.1677
2020-11-11,18.8606
2020-11-12,18.8249
2020-11-13,19.1039
2020-11-14,19.1039
2020-11-15,19.1039
2020-11-16,19.264
2020-11-17,19.1255
2020-11-18,19.2153
2020-11-19,19.2326
2020-11-20,19.1601
2020-11-21,19.1601
2020-11-22,19.1601
2020-11-23,19.4359
2020-11-24,19.6652
2020-11-25,19.4197
2020-11-26,19.4197
2020-11-27,19.4684
2020-11-28,19.4684
2020-11-29,19.4684
2020-11-30,19.3072
2020-12-01,19.2715
2020-12-02,19.3375
2020-12-03,19.4197
2020-12-04,20.2395
2020-12-05,20.2395
2020-12-06,20.2395
2020-12-07,19.861
2020-12-08,19.875
2020-12-09,20.0081
2020-12-10,19.8761
2020-12-11,19.9237
2020-12-12,19.9237
2020-12-13,19.9237
2020-12-14,19.7896
2020-12-15,20.1887
2020-12-16,19.9464
2020-12-17,19.9107
2020-12-18,20.1043
2020-12-19,20.1043
2020-12-20,20.1043
2020-12-21,20.0178
2020-12-22,19.6306
2020-12-23,19.8296
2020-12-24,19.9529
2020-12-25,19.9529
2020-12-26,19.9529
2020-12-27,19.9529
2020-12-28,19.8242
2020-12-29,19.6382
2020-12-30,20.0048
2020-12-31,22.2464
2021-01-01,22.2464
2021-01-02,22.2464
2021-01-03,22.2464
2021-01-04,22.2619
2021-01-05,22.4397
2021-01-06,23.6591
2021-01-07,23.7033
2021-01-08,23.7069
2021-01-09,23.7069
2021-01-10,23.7069
2021-01-11,23.6591
2021-01-12,24.0982
2021-01-13,23.9014
2021-01-14,24.0815
2021-01-15,23.7498
2021-01-16,23.7498
2021-01-17,23.7498
2021-01-18,23.7498
2021-01-19,23.683
2021-01-20,23.4778
2021-01-21,23.4599
2021-01-22,23.43
2021-01-23,23.43
2021-01-24,23.43
2021-01-25,22.8812
2021-01-26,22.8657
2021-01-27,22.0805
2021-01-28,22.5232
2021-01-29,22.3442
2021-01-30,22.3442
2021-01-31,22.3442
2021-02-01,22.5686
2021-02-02,23.4969
2021-02-03,23.3716
2021-02-04,23.3954
2021-02-05,23.5565
2021-02-06,23.5565
2021-02-07,23.5565
2021-02-08,24.0875
2021-02-09,24.0672
2021-02-10,24.1197
2021-02-11,24.1949
2021-02-12,24.1519
2021-02-13,24.1519
2021-02-14,24.1519
2021-02-15,24.1519
2021-02-16,24.6757
2021-02-17,24.7571
2021-02-18,24.472
2021-02-19,25.6685
2021-02-20,25.6685
2021-02-21,25.6685
2021-02-22,26.6446
2021-02-23,26.8985
2021-02-24,27.1728
2021-02-25,27.0949
2021-02-26,26.3835
2021-02-27,26.3835
2021-02-28,26.3835
2021-03-01,26.8482
2021-03-02,26.3763
2021-03-03,26.2674
2021-03-04,26.011
2021-03-05,26.8961
2021-03-06,26.8961
2021-03-07,26.8961
2021-03-08,27.0662
2021-03-09,26.4937
2021-03-10,27.0039
2021-03-11,26.8482
2021-03-12,27.9549
2021-03-13,27.9549
2021-03-14,27.9549
2021-03-15,28.1633
2021-03-16,27.6507
2021-03-17,28.5094
2021-03-18,28.1561
2021-03-19,27.5105
2021-03-20,27.5105
2021-03-21,27.5105
2021-03-22,27.598
2021-03-23,26.6674
2021-03-24,27.0243
2021-03-25,27.386
2021-03-26,28.0148
2021-03-27,28.0148
2021-03-28,28.0148
2021-03-29,28.101
2021-03-30,28.4435
2021-03-31,25.3429
2021-04-01,25.4384
2021-04-02,25.4384
2021-04-03,25.4384
2021-04-04,25.4384
2021-04-05,25.545
2021-04-06,25.2077
2021-04-07,25.1824
2021-04-08,25.1901
2021-04-09,25.2198
2021-04-10,25.2198
2021-04-11,25.2198
2021-04-12,25.2396
2021-04-13,25.066
2021-04-14,25.4209
2021-04-15,25.4143
2021-04-16,25.5066
2021-04-17,25.5066
2021-04-18,25.5066
2021-04-19,25.4
2021-04-20,24.877
2021-04-21,25.4077
2021-04-22,25.0154
2021-04-23,25.1495
2021-04-24,25.1495
2021-04-25,25.1495
2021-04-26,25.1989
2021-04-27,25.1748
2021-04-28,25.3901
2021-04-29,24.8594
2021-04-30,24.9297
2021-05-01,24.9297
2021-05-02,24.9297
2021-05-03,25.0505
2021-05-04,25.6289
2021-05-05,26.1222
2021-05-06,26.0328
2021-05-07,26.4655
2021-05-08,26.4655
2021-05-09,26.4655
2021-05-10,26.6443
2021-05-11,26.279
2021-05-12,26.0604
2021-05-13,26.3639
2021-05-14,26.6024
2021-05-15,26.6024
2021-05-16,26.6024
2021-05-17,26.8849
2021-05-18,26.2977
2021-05-19,26.0107
2021-05-20,25.8032
2021-05-21,26.0516
2021-05-22,26.0516
2021-05-23,26.0516
2021-05-24,26.2514
2021-05-25,26.0439
2021-05-26,26.1035
2021-05-27,26.4975
2021-05-28,26.4754
2021-05-29,26.4754
2021-05-30,26.4754
2021-05-31,26.4754
2021-06-01,26.6609
2021-06-02,26.7381
2021-06-03,26.7801
2021-06-04,26.7999
2021-06-05,26.7999
2021-06-06,26.7999
2021-06-07,26.3297
2021-06-08,26.3739
2021-06-09,25.7657
2021-06-10,24.7812
2021-06-11,24.226
2021-06-12,24.226
2021-06-13,24.226
2021-06-14,24.0395
2021-06-15,24.0891
2021-06-16,23.8353
2021-06-17,22.9843
2021-06-18,22.9192
2021-06-19,22.9192
2021-06-20,22.9192
2021-06-21,23.3993
2021-06-22,23.3905
2021-06-23,23.4633
2021-06-24,24.0759
2021-06-25,23.7415
2021-06-26,23.7415
2021-06-27,23.7415
2021-06-28,23.737
2021-06-29,23.6079
2021-06-30,19.9527
2021-07-01,19.8683
2021-07-02,19.9647
2021-07-03,19.9647
2021-07-04,19.9647
2021-07-05,19.9647
2021-07-06,19.5755
2021-07-07,19.6829
2021-07-08,19.4461
2021-07-09,19.9335
2021-07-10,19.9335
2021-07-11,19.9335
2021-07-12,20.0399
2021-07-13,19.7288
2021-07-14,19.4029
2021-07-15,19.3818
2021-07-16,19.0642
2021-07-17,19.0642
2021-07-18,19.0642
2021-07-19,18.6172
2021-07-20,19.0652
2021-07-21,19.3194
2021-07-22,19.1753
2021-07-23,19.2093
2021-07-24,19.2093
2021-07-25,19.2093
2021-07-26,19.3469
2021-07-27,19.2432
2021-07-28,19.3846
2021-07-29,19.4874
2021-07-30,18.9541
2021-07-31,18.9541
2021-08-01,18.9541
2021-08-02,18.8081
2021-08-03,19.1147
2021-08-04,18.7386
2021-08-05,18.9835
2021-08-06,19.0899
2021-08-07,19.0899
2021-08-08,19.0899
2021-08-09,19.1395
2021-08-10,19.6146
2021-08-11,20.3109
2021-08-12,20.1806
2021-08-13,20.0275
2021-08-14,20.0275
2021-08-15,20.0275
2021-08-16,19.9486
2021-08-17,19.5569
2021-08-18,19.2239
2021-08-19,18.7322
2021-08-20,18.7771
2021-08-21,18.7771
2021-08-22,18.7771
2021-08-23,19.1624
2021-08-24,19.4789
2021-08-25,19.6779
2021-08-26,19.355
2021-08-27,19.5009
2021-08-28,19.5009
2021-08-29,19.5009
2021-08-30,19.3743
2021-08-31,19.3211
2021-09-01,19.0541
2021-09-02,19.4046
2021-09-03,19.2752
2021-09-04,19.2752
2021-09-05,19.2752
2021-09-06,19.2752
2021-09-07,19.0789
2021-09-08,18.945
2021-09-09,18.8211
2021-09-10,18.7835
2021-09-11,18.7835
2021-09-12,18.7835
2021-09-13,18.8927
2021-09-14,18.5377
2021-09-15,18.8496
2021-09-16,18.6542
2021-09-17,18.301
2021-09-18,18.301
2021-09-19,18.301
2021-09-20,17.4818
2021-09-21,17.3919
2021-09-22,17.5304
2021-09-23,18.0139
2021-09-24,18.0322
2021-09-25,18.0322
2021-09-26,18.0322
2021-09-27,18.3239
2021-09-28,18.3744
2021-09-29,18.1285
2021-09-30,16.0044
2021-10-01,16.1988
2021-10-02,16.1988
2021-10-03,16.1988
2021-10-04,16.0999
2021-10-05,16.048
2021-10-06,15.9953
2021-10-07,16.3157
2021-10-08,16.2671
2021-10-09,16.2671
2021-10-10,16.2671
2021-10-11,16.0802
2021-10-12,15.8355
2021-10-13,15.7548
2021-10-14,16.1988
2021-10-15,16.585
2021-10-16,16.585
2021-10-17,16.585
2021-10-18,16.5159
2021-10-19,16.7597
2021-10-20,17.0109
2021-10-21,16.842
2021-10-22,16.7193
2021-10-23,16.7193
2021-10-24,16.7193
2021-10-25,16.8478
2021-10-26,16.6361
2021-10-27,16.347
2021-10-28,17.0026
2021-10-29,16.996
2021-10-30,16.996
2021-10-31,16.996
2021-11-01,17.1089
2021-11-02,17.2522
2021-11-03,16.7582
2021-11-04,16.7614
2021-11-05,16.9478
2021-11-06,16.9478
2021-11-07,16.9478
2021-11-08,17.629
2021-11-09,17.2676
2021-11-10,17.0121
2021-11-11,17.1635
2021-11-12,17.2237
2021-11-13,17.2237
2021-11-14,17.2237
2021-11-15,17.0967
2021-11-16,16.9112
2021-11-17,16.7118
2021-11-18,16.5848
2021-11-19,16.5051
2021-11-20,16.5051
2021-11-21,16.5051
2021-11-22,16.663
2021-11-23,16.903
2021-11-24,17.0446
2021-11-25,17.0446
2021-11-26,16.3659
2021-11-27,16.3659
2021-11-28,16.3659
2021-11-29,16.1372
2021-11-30,15.9281
2021-12-01,15.7751
2021-12-02,16.208
2021-12-03,16.2902
2021-12-04,16.2902
2021-12-05,16.2902
2021-12-06,16.5735
2021-12-07,16.8347
2021-12-08,16.8103
2021-12-09,16.8054
2021-12-10,16.7509
2021-12-11,16.7509
2021-12-12,16.7509
2021-12-13,16.571
2021-12-14,16.6027
2021-12-15,16.6768
2021-12-16,16.9714
2021-12-17,16.5808
2021-12-18,16.5808
2021-12-19,16.5808
2021-12-20,16.0998
2021-12-21,16.3317
2021-12-22,16.6443
2021-12-23,16.9738
2021-12-24,16.9738
2021-12-25,16.9738
2021-12-26,16.9738
2021-12-27,16.9885
2021-12-28,17.008
2021-12-29,17.0658
2021-12-30,16.9641
2021-12-31,16.4638
2022-01-01,16.4638
2022-01-02,16.4638
2022-01-03,16.4843
2022-01-04,17.3557
2022-01-05,17.487
2022-01-06,17.6632
2022-01-07,17.8362
2022-01-08,17.8362
2022-01-09,17.8362
2022-01-10,17.6357
2022-01-11,17.5028
2022-01-12,17.6955
2022-01-13,18.0572
2022-01-14,18.2098
2022-01-15,18.2098
2022-01-16,18.2098
2022-01-17,18.2098
2022-01-18,18.283
2022-01-19,17.6373
2022-01-20,17.2417
2022-01-21,17.0419
2022-01-22,17.0419
2022-01-23,17.0419
2022-01-24,17.0608
2022-01-25,17.0592
2022-01-26,17.0576
2022-01-27,16.8909
2022-01-28,16.025
2022-01-29,16.025
2022-01-30,16.025
2022-01-31,16.0564
2022-02-01,16.3545
2022-02-02,16.3223
2022-02-03,15.9802
2022-02-04,15.8087
2022-02-05,15.8087
2022-02-06,15.8087
2022-02-07,15.9196
2022-02-08,16.0517
2022-02-09,16.2169
2022-02-10,16.1752
2022-02-11,16.0313
2022-02-12,16.0313
2022-02-13,16.0313
2022-02-14,15.9251
2022-02-15,16.2019
2022-02-16,16.0704
2022-02-17,15.377
2022-02-18,15.1596
2022-02-19,15.1596
2022-02-20,15.1596
2022-02-21,15.1596
2022-02-22,15.1019
2022-02-23,14.7482
2022-02-24,14.5939
2022-02-25,14.7786
2022-02-26,14.7786
2022-02-27,14.7786
2022-02-28,14.8191
2022-03-01,14.449
2022-03-02,15.211
2022-03-03,15.3855
2022-03-04,15.4487
2022-03-05,15.4487
2022-03-06,15.4487
2022-03-07,15.5297
2022-03-08,16.5659
2022-03-09,16.5488
2022-03-10,16.7054
2022-03-11,16.9423
2022-03-12,16.9423
2022-03-13,16.9423
2022-03-14,16.9898
2022-03-15,17.0693
2022-03-16,17.0396
2022-03-17,17.4775
2022-03-18,17.416
2022-03-19,17.416
2022-03-20,17.416
2022-03-21,17.6341
2022-03-22,17.5562
2022-03-23,17.5141
2022-03-24,17.5173
2022-03-25,17.6069
2022-03-26,17.6069
2022-03-27,17.6069
2022-03-28,17.4892
2022-03-29,17.4261
2022-03-30,17.585
2022-03-31,17.841
2022-04-01,17.6047
2022-04-02,17.6047
2022-04-03,17.6047
2022-04-04,17.6853
2022-04-05,17.3143
2022-04-06,17.329
2022-04-07,17.305
2022-04-08,17.3925
2022-04-09,17.3925
2022-04-10,17.3925
2022-04-11,17.3166
2022-04-12,17.367
2022-04-13,17.4886
2022-04-14,18.2274
2022-04-15,18.2274
2022-04-16,18.2274
2022-04-17,18.2274
2022-04-18,18.3909
2022-04-19,18.5644
2022-04-20,18.7905
2022-04-21,18.5961
2022-04-22,17.336
2022-04-23,17.336
2022-04-24,17.336
2022-04-25,17.367
2022-04-26,16.8713
2022-04-27,17.1547
2022-04-28,16.9598
2022-04-29,16.8134
2022-04-30,16.8134
2022-05-01,16.8134
2022-05-02,16.9313
2022-05-03,17.0508
2022-05-04,17.7423
2022-05-05,17.2289
2022-05-06,17.1302
2022-05-07,17.1302
2022-05-08,17.1302
2022-05-09,16.4857
2022-05-10,16.2313
2022-05-11,16.4025
2022-05-12,16.2344
2022-05-13,16.3346
2022-05-14,16.3346
2022-05-15,16.3346
2022-05-16,16.5551
2022-05-17,17.0099
2022-05-18,16.6129
2022-05-19,16.522
2022-05-20,15.8328
2022-05-21,15.8328
2022-05-22,15.8328
2022-05-23,16.3208
2022-05-24,16.4364
2022-05-25,16.7185
2022-05-26,17.0022
2022-05-27,17.3221
2022-05-28,17.3221
2022-05-29,17.3221
2022-05-30,17.3221
2022-05-31,17.2227
2022-06-01,17.3553
2022-06-02,17.5426
2022-06-03,17.7662
2022-06-04,17.7662
2022-06-05,17.7662
2022-06-06,17.8224
2022-06-07,18.0899
2022-06-08,18.2981
2022-06-09,17.8255
2022-06-10,17.1711
2022-06-11,17.1711
2022-06-12,17.1711
2022-06-13,16.5312
2022-06-14,16.5166
2022-06-15,16.4634
2022-06-16,15.5992
2022-06-17,15.4335
2022-06-18,15.4335
2022-06-19,15.4335
2022-06-20,15.4335
2022-06-21,15.721
2022-06-22,15.0627
2022-06-23,14.3566
2022-06-24,14.8823
2022-06-25,14.8823
2022-06-26,14.8823
2022-06-27,15.0442
2022-06-28,15.0326
2022-06-29,14.7274
2022-06-30,14.1233
2022-07-01,14.0878
2022-07-02,14.0878
2022-07-03,14.0878
2022-07-04,14.0878
2022-07-05,13.7463
2022-07-06,13.6369
2022-07-07,14.2379
2022-07-08,14.1489
2022-07-09,14.1489
2022-07-10,14.1489
2022-07-11,13.8413
2022-07-12,13.8013
2022-07-13,13.7546
2022-07-14,13.4582
2022-07-15,13.7176
2022-07-16,13.7176
2022-07-17,13.7176
2022-07-18,13.7259
2022-07-19,14.1783
2022-07-20,14.2145
2022-07-21,14.2914
2022-07-22,14.1127
2022-07-23,14.1127
2022-07-24,14.1127
2022-07-25,14.3532
2022-07-26,14.3095
2022-07-27,14.6126
2022-07-28,14.8079
2022-07-29,15.5928
2022-07-30,15.5928
2022-07-31,15.5928
2022-08-01,15.3372
2022-08-02,14.4814
2022-08-03,14.2919
2022-08-04,14.3493
2022-08-05,14.4799
2022-08-06,14.4799
2022-08-07,14.4799
2022-08-08,14.5113
2022-08-09,14.5277
2022-08-10,14.8777
2022-08-11,15.1225
2022-08-12,15.3344
2022-08-13,15.3344
2022-08-14,15.3344
2022-08-15,15.268
2022-08-16,15.3852
2022-08-17,15.2665
2022-08-18,15.3725
2022-08-19,15.2419
2022-08-20,15.2419
2022-08-21,15.2419
2022-08-22,14.9553
2022-08-23,15.362
2022-08-24,15.1344
2022-08-25,15.4867
2022-08-26,14.9672
2022-08-27,14.9672
2022-08-28,14.9672
2022-08-29,14.9568
2022-08-30,14.5956
2022-08-31,14.4292
2022-09-01,14.2598
2022-09-02,14.1396
2022-09-03,14.1396
2022-09-04,14.1396
2022-09-05,14.1396
2022-09-06,14.127
2022-09-07,14.1419
2022-09-08,14.3128
2022-09-09,14.7859
2022-09-10,14.7859
2022-09-11,14.7859
2022-09-12,15.0031
2022-09-13,14.3993
2022-09-14,14.4247
2022-09-15,14.2635
2022-09-16,14.0381
2022-09-17,14.0381
2022-09-18,14.0381
2022-09-19,14.2352
2022-09-20,13.9277
2022-09-21,13.477
2022-09-22,13.3725
2022-09-23,12.9016
2022-09-24,12.9016
2022-09-25,12.9016
2022-09-26,12.7807
2022-09-27,12.7673
2022-09-28,13.1643
2022-09-29,13.0255
2022-09-30,11.5994
2022-10-01,11.5994
2022-10-02,11.5994
2022-10-03,12.0812
2022-10-04,12.6471
2022-10-05,12.5629
2022-10-06,12.5919
2022-10-07,12.507
2022-10-08,12.507
2022-10-09,12.507
2022-10-10,12.5825
2022-10-11,12.6552
2022-10-12,12.6384
2022-10-13,12.8836
2022-10-14,12.5501
2022-10-15,12.5501
2022-10-16,12.5501
2022-10-17,12.726
2022-10-18,12.9113
2022-10-19,12.9692
2022-10-20,12.7085
2022-10-21,13.3607
2022-10-22,13.3607
2022-10-23,13.3607
2022-10-24,13.4334
2022-10-25,13.672
2022-10-26,13.8148
2022-10-27,14.8376
2022-10-28,15.3227
2022-10-29,15.3227
2022-10-30,15.3227
2022-10-31,15.1287
2022-11-01,15.2661
2022-11-02,14.794
2022-11-03,15.1075
2022-11-04,15.678
2022-11-05,15.678
2022-11-06,15.678
2022-11-07,15.7285
2022-11-08,15.8082
2022-11-09,15.5246
2022-11-10,15.9836
2022-11-11,16.2519
2022-11-12,16.2519
2022-11-13,16.2519
2022-11-14,16.2526
2022-11-15,16.1257
2022-11-16,15.9816
2022-11-17,15.85
2022-11-18,15.9158
2022-11-19,15.9158
2022-11-20,15.9158
2022-11-21,15.965
2022-11-22,16.303
2022-11-23,16.2805
2022-11-24,16.2805
2022-11-25,16.1994
2022-11-26,16.1994
2022-11-27,16.1994
2022-11-28,15.9736
2022-11-29,16.1609
2022-11-30,16.2466
2022-12-01,16.1988
2022-12-02,16.228
2022-12-03,16.228
2022-12-04,16.228
2022-12-05,15.9915
2022-12-06,15.7072
2022-12-07,15.7531
2022-12-08,15.8819
2022-12-09,15.6408
2022-12-10,15.6408
2022-12-11,15.6408
2022-12-12,16.0241
2022-12-13,16.1855
2022-12-14,16.1184
2022-12-15,15.8647
2022-12-16,16.0015
2022-12-17,16.0015
2022-12-18,16.0015
2022-12-19,15.9729
2022-12-20,16.1622
2022-12-21,16.5999
2022-12-22,16.3216
2022-12-23,16.4764
2022-12-24,16.4764
2022-12-25,16.4764
2022-12-26,16.4764
2022-12-27,16.6936
2022-12-28,16.4439
2022-12-29,16.4983
2022-12-30,16.3502
2022-12-31,16.3502
2023-01-01,16.3502
2023-01-02,16.3502
2023-01-03,16.3055
2023-01-04,16.4688
2023-01-05,16.3976
2023-01-06,16.9626
2023-01-07,16.9626
2023-01-08,16.9626
2023-01-09,16.8151
2023-01-10,17.0712
2023-01-11,17.0857
2023-01-12,17.3714
2023-01-13,17.5946
2023-01-14,17.5946
2023-01-15,17.5946
2023-01-16,17.5946
2023-01-17,17.4498
2023-01-18,17.2233
2023-01-19,16.7578
2023-01-20,17.0185
2023-01-21,17.0185
2023-01-22,17.0185
2023-01-23,17.2154
2023-01-24,17.5387
2023-01-25,17.5933
2023-01-26,17.8356
2023-01-27,17.995
2023-01-28,17.995
2023-01-29,17.995
2023-01-30,17.7948
2023-01-31,17.1884
2023-02-01,17.0073
2023-02-02,16.7018
2023-02-03,16.8901
2023-02-04,16.8901
2023-02-05,16.8901
2023-02-06,17.1311
2023-02-07,17.0152
2023-02-08,16.9632
2023-02-09,16.7927
2023-02-10,16.8842
2023-02-11,16.8842
2023-02-12,16.8842
2023-02-13,16.9158
2023-02-14,16.6663
2023-02-15,16.8242
2023-02-16,16.6817
2023-02-17,16.7647
2023-02-18,16.7647
2023-02-19,16.7647
2023-02-20,16.7647
2023-02-21,16.3022
2023-02-22,16.118
2023-02-23,16.1219
2023-02-24,16.0056
2023-02-25,16.0056
2023-02-26,16.0056
2023-02-27,16.2545
2023-02-28,16.2264
2023-03-01,16.8222
2023-03-02,17.0515
2023-03-03,17.256
2023-03-04,17.256
2023-03-05,17.256
2023-03-06,17.1691
2023-03-07,16.6569
2023-03-08,16.8255
2023-03-09,16.3185
2023-03-10,15.4072
2023-03-11,15.4072
2023-03-12,15.4072
2023-03-13,15.2563
2023-03-14,15.3197
2023-03-15,14.7703
2023-03-16,14.865
2023-03-17,14.6233
2023-03-18,14.6233
