,EHC US Equity
2020-05-25,16.3456
2020-05-26,16.607
2020-05-27,16.5649
2020-05-28,16.5373
2020-05-29,16.3573
2020-05-30,16.3573
2020-05-31,16.3573
2020-06-01,16.4749
2020-06-02,16.4444
2020-06-03,16.4197
2020-06-04,16.1162
2020-06-05,16.3558
2020-06-06,16.3558
2020-06-07,16.3558
2020-06-08,16.5475
2020-06-09,16.2832
2020-06-10,16.1279
2020-06-11,15.3772
2020-06-12,15.3046
2020-06-13,15.3046
2020-06-14,15.3046
2020-06-15,15.3815
2020-06-16,15.4817
2020-06-17,15.2465
2020-06-18,15.1928
2020-06-19,15.049
2020-06-20,15.049
2020-06-21,15.049
2020-06-22,14.9764
2020-06-23,14.8937
2020-06-24,14.5626
2020-06-25,14.5104
2020-06-26,14.3332
2020-06-27,14.3332
2020-06-28,14.3332
2020-06-29,14.5321
2020-06-30,16.2949
2020-07-01,16.4245
2020-07-02,16.3306
2020-07-03,16.3306
2020-07-04,16.3306
2020-07-05,16.3306
2020-07-06,16.4602
2020-07-07,16.316
2020-07-08,16.2155
2020-07-09,16.0292
2020-07-10,16.1928
2020-07-11,16.1928
2020-07-12,16.1928
2020-07-13,16.1199
2020-07-14,16.4326
2020-07-15,16.8264
2020-07-16,16.8507
2020-07-17,16.7924
2020-07-18,16.7924
2020-07-19,16.7924
2020-07-20,16.5574
2020-07-21,16.8685
2020-07-22,16.935
2020-07-23,17.0597
2020-07-24,16.9609
2020-07-25,16.9609
2020-07-26,16.9609
2020-07-27,17.0808
2020-07-28,17.4421
2020-07-29,17.5572
2020-07-30,17.3887
2020-07-31,17.2866
2020-08-01,17.2866
2020-08-02,17.2866
2020-08-03,17.3028
2020-08-04,17.2785
2020-08-05,17.2931
2020-08-06,17.285
2020-08-07,17.2105
2020-08-08,17.2105
2020-08-09,17.2105
2020-08-10,17.1425
2020-08-11,16.9238
2020-08-12,16.8185
2020-08-13,16.6452
2020-08-14,16.493
2020-08-15,16.493
2020-08-16,16.493
2020-08-17,16.4023
2020-08-18,16.4331
2020-08-19,16.3391
2020-08-20,16.2517
2020-08-21,16.2452
2020-08-22,16.2452
2020-08-23,16.2452
2020-08-24,16.2598
2020-08-25,16.2533
2020-08-26,16.2695
2020-08-27,16.8104
2020-08-28,16.9756
2020-08-29,16.9756
2020-08-30,16.9756
2020-08-31,16.8266
2020-09-01,16.8785
2020-09-02,17.1214
2020-09-03,16.974
2020-09-04,16.9724
2020-09-05,16.9724
2020-09-06,16.9724
2020-09-07,16.9724
2020-09-08,16.7716
2020-09-09,16.5788
2020-09-10,16.5545
2020-09-11,16.6128
2020-09-12,16.6128
2020-09-13,16.6128
2020-09-14,16.791
2020-09-15,16.7457
2020-09-16,16.7894
2020-09-17,16.8266
2020-09-18,16.7797
2020-09-19,16.7797
2020-09-20,16.7797
2020-09-21,16.5562
2020-09-22,16.2986
2020-09-23,16.1966
2020-09-24,16.1885
2020-09-25,16.3958
2020-09-26,16.3958
2020-09-27,16.3958
2020-09-28,16.4736
2020-09-29,16.4606
2020-09-30,16.7154
2020-10-01,16.853
2020-10-02,16.7915
2020-10-03,16.7915
2020-10-04,16.7915
2020-10-05,16.9015
2020-10-06,16.7721
2020-10-07,16.853
2020-10-08,17.018
2020-10-09,17.0471
2020-10-10,17.0471
2020-10-11,17.0471
2020-10-12,17.0876
2020-10-13,16.9889
2020-10-14,17.0908
2020-10-15,17.2219
2020-10-16,17.2138
2020-10-17,17.2138
2020-10-18,17.2138
2020-10-19,16.8659
2020-10-20,16.963
2020-10-21,16.895
2020-10-22,17.1264
2020-10-23,17.1054
2020-10-24,17.1054
2020-10-25,17.1054
2020-10-26,16.7882
2020-10-27,16.7203
2020-10-28,16.5245
2020-10-29,16.4468
2020-10-30,16.1216
2020-10-31,16.1216
2020-11-01,16.1216
2020-11-02,16.4018
2020-11-03,16.4487
2020-11-04,16.5975
2020-11-05,16.8402
2020-11-06,16.6913
2020-11-07,16.6913
2020-11-08,16.6913
2020-11-09,17.6669
2020-11-10,17.8562
2020-11-11,17.5423
2020-11-12,17.4194
2020-11-13,17.853
2020-11-14,17.853
2020-11-15,17.853
2020-11-16,18.1264
2020-11-17,18.691
2020-11-18,18.6667
2020-11-19,18.9531
2020-11-20,18.9563
2020-11-21,18.9563
2020-11-22,18.9563
2020-11-23,19.254
2020-11-24,19.6035
2020-11-25,19.5339
2020-11-26,19.5339
2020-11-27,19.4433
2020-11-28,19.4433
2020-11-29,19.4433
2020-11-30,19.2378
2020-12-01,19.1197
2020-12-02,19.131
2020-12-03,19.0777
2020-12-04,19.1262
2020-12-05,19.1262
2020-12-06,19.1262
2020-12-07,19.1634
2020-12-08,19.3381
2020-12-09,20.1066
2020-12-10,19.9578
2020-12-11,19.8623
2020-12-12,19.8623
2020-12-13,19.8623
2020-12-14,19.7102
2020-12-15,19.7507
2020-12-16,19.5776
2020-12-17,19.6423
2020-12-18,19.487
2020-12-19,19.487
2020-12-20,19.487
2020-12-21,19.487
2020-12-22,19.5258
2020-12-23,19.6229
2020-12-24,19.5776
2020-12-25,19.5776
2020-12-26,19.5776
2020-12-27,19.5776
2020-12-28,19.5258
2020-12-29,19.5323
2020-12-30,19.5242
2020-12-31,18.5348
2021-01-01,18.5348
2021-01-02,18.5348
2021-01-03,18.5348
2021-01-04,18.4809
2021-01-05,18.5441
2021-01-06,19.0451
2021-01-07,19.0451
2021-01-08,18.9202
2021-01-09,18.9202
2021-01-10,18.9202
2021-01-11,18.7553
2021-01-12,18.8077
2021-01-13,18.6273
2021-01-14,18.5025
2021-01-15,18.6474
2021-01-16,18.6474
2021-01-17,18.6474
2021-01-18,18.6474
2021-01-19,18.6073
2021-01-20,19.1422
2021-01-21,19.2763
2021-01-22,19.2625
2021-01-23,19.2625
2021-01-24,19.2625
2021-01-25,18.9989
2021-01-26,19.0235
2021-01-27,18.487
2021-01-28,18.2142
2021-01-29,18.1818
2021-01-30,18.1818
2021-01-31,18.1818
2021-02-01,18.3005
2021-02-02,18.3113
2021-02-03,18.4685
2021-02-04,18.632
2021-02-05,18.467
2021-02-06,18.467
2021-02-07,18.467
2021-02-08,18.4377
2021-02-09,18.4393
2021-02-10,18.4423
2021-02-11,18.5595
2021-02-12,18.484
2021-02-13,18.484
2021-02-14,18.484
2021-02-15,18.484
2021-02-16,18.2111
2021-02-17,18.1633
2021-02-18,18.1772
2021-02-19,18.1988
2021-02-20,18.1988
2021-02-21,18.1988
2021-02-22,18.0415
2021-02-23,18.1556
2021-02-24,18.5302
2021-02-25,18.1972
2021-02-26,18.188
2021-02-27,18.188
2021-02-28,18.188
2021-03-01,18.0902
2021-03-02,18.161
2021-03-03,18.0856
2021-03-04,17.7947
2021-03-05,18.0748
2021-03-06,18.0748
2021-03-07,18.0748
2021-03-08,18.2857
2021-03-09,18.2857
2021-03-10,17.9209
2021-03-11,17.9563
2021-03-12,18.0995
2021-03-13,18.0995
2021-03-14,18.0995
2021-03-15,18.3673
2021-03-16,18.0225
2021-03-17,18.061
2021-03-18,18.1487
2021-03-19,18.1903
2021-03-20,18.1903
2021-03-21,18.1903
2021-03-22,18.0148
2021-03-23,18.0748
2021-03-24,18.4365
2021-03-25,18.4888
2021-03-26,18.5919
2021-03-27,18.5919
2021-03-28,18.5919
2021-03-29,18.4057
2021-03-30,18.5304
2021-03-31,17.6672
2021-04-01,17.7661
2021-04-02,17.7661
2021-04-03,17.7661
2021-04-04,17.7661
2021-04-05,17.5151
2021-04-06,17.4679
2021-04-07,17.6052
2021-04-08,17.6657
2021-04-09,17.6288
2021-04-10,17.6288
2021-04-11,17.6288
2021-04-12,17.5594
2021-04-13,17.5225
2021-04-14,17.5269
2021-04-15,17.7793
2021-04-16,18.1144
2021-04-17,18.1144
2021-04-18,18.1144
2021-04-19,18.1484
2021-04-20,18.1454
2021-04-21,18.4775
2021-04-22,18.4613
2021-04-23,18.662
2021-04-24,18.662
2021-04-25,18.662
2021-04-26,18.4524
2021-04-27,18.0967
2021-04-28,18.2428
2021-04-29,18.2635
2021-04-30,18.1041
2021-05-01,18.1041
2021-05-02,18.1041
2021-05-03,18.0421
2021-05-04,18.2278
2021-05-05,18.1123
2021-05-06,18.2204
2021-05-07,18.213
2021-05-08,18.213
2021-05-09,18.213
2021-05-10,18.3936
2021-05-11,18.5102
2021-05-12,18.4747
2021-05-13,18.5887
2021-05-14,18.3622
2021-05-15,18.3622
2021-05-16,18.3622
2021-05-17,18.4288
2021-05-18,18.2349
2021-05-19,18.26
2021-05-20,18.3104
2021-05-21,18.3488
2021-05-22,18.3488
2021-05-23,18.3488
2021-05-24,18.4036
2021-05-25,18.3355
2021-05-26,18.3148
2021-05-27,18.1682
2021-05-28,18.2778
2021-05-29,18.2778
2021-05-30,18.2778
2021-05-31,18.2778
2021-06-01,18.2926
2021-06-02,17.964
2021-06-03,17.8307
2021-06-04,17.7093
2021-06-05,17.7093
2021-06-06,17.7093
2021-06-07,17.6723
2021-06-08,17.8263
2021-06-09,17.8337
2021-06-10,17.9018
2021-06-11,17.995
2021-06-12,17.995
2021-06-13,17.995
2021-06-14,17.8263
2021-06-15,17.8144
2021-06-16,17.5154
2021-06-17,17.5258
2021-06-18,17.3748
2021-06-19,17.3748
2021-06-20,17.3748
2021-06-21,17.662
2021-06-22,17.5287
2021-06-23,17.4414
2021-06-24,17.4148
2021-06-25,17.5865
2021-06-26,17.5865
2021-06-27,17.5865
2021-06-28,17.474
2021-06-29,17.243
2021-06-30,14.6039
2021-07-01,14.8213
2021-07-02,15.0324
2021-07-03,15.0324
2021-07-04,15.0324
2021-07-05,15.0324
2021-07-06,14.952
2021-07-07,15.0198
2021-07-08,14.9809
2021-07-09,15.0249
2021-07-10,15.0249
2021-07-11,15.0249
2021-07-12,15.0186
2021-07-13,14.8766
2021-07-14,14.8125
2021-07-15,14.8376
2021-07-16,14.8012
2021-07-17,14.8012
2021-07-18,14.8012
2021-07-19,14.6014
2021-07-20,14.8464
2021-07-21,14.8477
2021-07-22,14.7132
2021-07-23,14.7974
2021-07-24,14.7974
2021-07-25,14.7974
2021-07-26,14.9017
2021-07-27,14.9897
2021-07-28,14.9746
2021-07-29,15.2121
2021-07-30,15.2598
2021-07-31,15.2598
2021-08-01,15.2598
2021-08-02,15.3742
2021-08-03,15.3465
2021-08-04,15.2649
2021-08-05,14.966
2021-08-06,14.9433
2021-08-07,14.9433
2021-08-08,14.9433
2021-08-09,14.9509
2021-08-10,14.7876
2021-08-11,14.6318
2021-08-12,14.5979
2021-08-13,14.6972
2021-08-14,14.6972
2021-08-15,14.6972
2021-08-16,14.7085
2021-08-17,14.6821
2021-08-18,14.4949
2021-08-19,14.4736
2021-08-20,14.5628
2021-08-21,14.5628
2021-08-22,14.5628
2021-08-23,14.4786
2021-08-24,14.608
2021-08-25,14.5615
2021-08-26,14.4811
2021-08-27,14.5376
2021-08-28,14.5376
2021-08-29,14.5376
2021-08-30,14.667
2021-08-31,14.6519
2021-09-01,14.7826
2021-09-02,14.9484
2021-09-03,14.878
2021-09-04,14.878
2021-09-05,14.878
2021-09-06,14.878
2021-09-07,14.7813
2021-09-08,14.8441
2021-09-09,14.8454
2021-09-10,14.7198
2021-09-11,14.7198
2021-09-12,14.7198
2021-09-13,14.5226
2021-09-14,14.3769
2021-09-15,14.451
2021-09-16,14.3957
2021-09-17,14.3342
2021-09-18,14.3342
2021-09-19,14.3342
2021-09-20,14.1533
2021-09-21,14.2174
2021-09-22,14.4384
2021-09-23,14.3882
2021-09-24,14.4711
2021-09-25,14.4711
2021-09-26,14.4711
2021-09-27,14.5314
2021-09-28,14.4635
2021-09-29,14.412
2021-09-30,14.3417
2021-10-01,14.195
2021-10-02,14.195
2021-10-03,14.195
2021-10-04,14.1393
2021-10-05,14.0178
2021-10-06,13.9305
2021-10-07,13.8787
2021-10-08,13.8369
2021-10-09,13.8369
2021-10-10,13.8369
2021-10-11,13.532
2021-10-12,13.4321
2021-10-13,13.3309
2021-10-14,13.3372
2021-10-15,13.403
2021-10-16,13.403
2021-10-17,13.403
2021-10-18,13.4865
2021-10-19,13.4232
2021-10-20,13.5864
2021-10-21,13.8091
2021-10-22,13.7863
2021-10-23,13.7863
2021-10-24,13.7863
2021-10-25,13.4991
2021-10-26,13.4308
2021-10-27,13.1537
2021-10-28,12.921
2021-10-29,12.8893
2021-10-30,12.8893
2021-10-31,12.8893
2021-11-01,12.9311
2021-11-02,12.6177
2021-11-03,12.7695
2021-11-04,12.6253
2021-11-05,13.0744
2021-11-06,13.0744
2021-11-07,13.0744
2021-11-08,13.1262
2021-11-09,12.9529
2021-11-10,13.0643
2021-11-11,12.9504
2021-11-12,12.9314
2021-11-13,12.9314
2021-11-14,12.9314
2021-11-15,12.7847
2021-11-16,12.8125
2021-11-17,12.8922
2021-11-18,12.7518
2021-11-19,12.6253
2021-11-20,12.6253
2021-11-21,12.6253
2021-11-22,12.8302
2021-11-23,12.915
2021-11-24,12.7999
2021-11-25,12.7999
2021-11-26,12.5874
2021-11-27,12.5874
2021-11-28,12.5874
2021-11-29,12.3824
2021-11-30,12.137
2021-12-01,12.008
2021-12-02,12.2268
2021-12-03,12.2724
2021-12-04,12.2724
2021-12-05,12.2724
2021-12-06,12.5646
2021-12-07,12.6949
2021-12-08,12.7341
2021-12-09,12.667
2021-12-10,12.8922
2021-12-11,12.8922
2021-12-12,12.8922
2021-12-13,12.9213
2021-12-14,13.0238
2021-12-15,12.8859
2021-12-16,12.8277
2021-12-17,12.7822
2021-12-18,12.7822
2021-12-19,12.7822
2021-12-20,12.7202
2021-12-21,12.8416
2021-12-22,12.9074
2021-12-23,12.958
2021-12-24,12.958
2021-12-25,12.958
2021-12-26,12.958
2021-12-27,13.0339
2021-12-28,13.2844
2021-12-29,13.1768
2021-12-30,13.1983
2021-12-31,13.9844
2022-01-01,13.9844
2022-01-02,13.9844
2022-01-03,14.1995
2022-01-04,14.3211
2022-01-05,14.1434
2022-01-06,13.8695
2022-01-07,13.8748
2022-01-08,13.8748
2022-01-09,13.8748
2022-01-10,13.975
2022-01-11,13.8561
2022-01-12,13.7599
2022-01-13,13.9162
2022-01-14,14.0646
2022-01-15,14.0646
2022-01-16,14.0646
2022-01-17,14.0646
2022-01-18,13.4994
2022-01-19,13.4446
2022-01-20,13.5354
2022-01-21,13.6156
2022-01-22,13.6156
2022-01-23,13.6156
2022-01-24,13.7399
2022-01-25,13.5795
2022-01-26,13.4927
2022-01-27,13.49
2022-01-28,13.5568
2022-01-29,13.5568
2022-01-30,13.5568
2022-01-31,13.5541
2022-02-01,13.4766
2022-02-02,13.6824
2022-02-03,13.478
2022-02-04,13.315
2022-02-05,13.315
2022-02-06,13.315
2022-02-07,13.2148
2022-02-08,13.5688
2022-02-09,13.7746
2022-02-10,13.7559
2022-02-11,13.7559
2022-02-12,13.7559
2022-02-13,13.7559
2022-02-14,13.8347
2022-02-15,14.1755
2022-02-16,14.3078
2022-02-17,14.2035
2022-02-18,14.0712
2022-02-19,14.0712
2022-02-20,14.0712
2022-02-21,14.0712
2022-02-22,14.0672
2022-02-23,13.9537
2022-02-24,14.0191
2022-02-25,14.2133
2022-02-26,14.2133
2022-02-27,14.2133
2022-02-28,14.0811
2022-03-01,14.1305
2022-03-02,14.2227
2022-03-03,14.2788
2022-03-04,14.3122
2022-03-05,14.3122
2022-03-06,14.3122
2022-03-07,14.2427
2022-03-08,14.2227
2022-03-09,14.4671
2022-03-10,14.3415
2022-03-11,14.2895
2022-03-12,14.2895
2022-03-13,14.2895
2022-03-14,14.1492
2022-03-15,14.3482
2022-03-16,14.5031
2022-03-17,14.6153
2022-03-18,14.5632
2022-03-19,14.5632
2022-03-20,14.5632
2022-03-21,14.5365
2022-03-22,14.4965
2022-03-23,14.3175
2022-03-24,14.3496
2022-03-25,14.3322
2022-03-26,14.3322
2022-03-27,14.3322
2022-03-28,14.5098
2022-03-29,14.7836
2022-03-30,14.7622
2022-03-31,15.9619
2022-04-01,16.0398
2022-04-02,16.0398
2022-04-03,16.0398
2022-04-04,15.897
2022-04-05,15.7975
2022-04-06,15.8148
2022-04-07,15.9706
2022-04-08,16.1754
2022-04-09,16.1754
2022-04-10,16.1754
2022-04-11,16.0903
2022-04-12,16.0759
2022-04-13,16.1667
2022-04-14,16.4191
2022-04-15,16.4191
2022-04-16,16.4191
2022-04-17,16.4191
2022-04-18,16.0052
2022-04-19,16.0787
2022-04-20,16.2258
2022-04-21,16.197
2022-04-22,15.362
2022-04-23,15.362
2022-04-24,15.362
2022-04-25,15.5379
2022-04-26,15.3101
2022-04-27,15.1139
2022-04-28,15.5653
2022-04-29,15.6331
2022-04-30,15.6331
2022-05-01,15.6331
2022-05-02,15.548
2022-05-03,15.5378
2022-05-04,15.6217
2022-05-05,15.4611
2022-05-06,15.2324
2022-05-07,15.2324
2022-05-08,15.2324
2022-05-09,14.9212
2022-05-10,14.8844
2022-05-11,14.7194
2022-05-12,14.9307
2022-05-13,14.9843
2022-05-14,14.9843
2022-05-15,14.9843
2022-05-16,15.0509
2022-05-17,15.3201
2022-05-18,14.9409
2022-05-19,14.9785
2022-05-20,15.0596
2022-05-21,15.0596
2022-05-22,15.0596
2022-05-23,14.9799
2022-05-24,14.9134
2022-05-25,14.9698
2022-05-26,14.9713
2022-05-27,15.1537
2022-05-28,15.1537
2022-05-29,15.1537
2022-05-30,15.1537
2022-05-31,15.1942
2022-06-01,15.0697
2022-06-02,15.2014
2022-06-03,15.1204
2022-06-04,15.1204
2022-06-05,15.1204
2022-06-06,15.0943
2022-06-07,14.5905
2022-06-08,14.3864
2022-06-09,14.1505
2022-06-10,14.0708
2022-06-11,14.0708
2022-06-12,14.0708
2022-06-13,13.8349
2022-06-14,13.7336
2022-06-15,13.8277
2022-06-16,13.5989
2022-06-17,13.8725
2022-06-18,13.8725
2022-06-19,13.8725
2022-06-20,13.8725
2022-06-21,13.5195
2022-06-22,13.6498
2022-06-23,13.6266
2022-06-24,14.0131
2022-06-25,14.0131
2022-06-26,14.0131
2022-06-27,13.906
2022-06-28,13.893
2022-06-29,13.9552
2022-06-30,15.2903
2022-07-01,13.7596
2022-07-02,13.7596
2022-07-03,13.7596
2022-07-04,13.7596
2022-07-05,13.9157
2022-07-06,13.9302
2022-07-07,14.0831
2022-07-08,14.0606
2022-07-09,14.0606
2022-07-10,14.0606
2022-07-11,14.0268
2022-07-12,14.0268
2022-07-13,14.0429
2022-07-14,13.9688
2022-07-15,14.2038
2022-07-16,14.2038
2022-07-17,14.2038
2022-07-18,14.1314
2022-07-19,14.257
2022-07-20,14.1861
2022-07-21,14.1861
2022-07-22,14.3149
2022-07-23,14.3149
2022-07-24,14.3149
2022-07-25,14.2586
2022-07-26,14.2602
2022-07-27,14.2248
2022-07-28,14.3085
2022-07-29,14.4163
2022-07-30,14.4163
2022-07-31,14.4163
2022-08-01,14.4276
2022-08-02,14.463
2022-08-03,14.8557
2022-08-04,14.7768
2022-08-05,14.7833
2022-08-06,14.7833
2022-08-07,14.7833
2022-08-08,14.7656
2022-08-09,14.5853
2022-08-10,14.8058
2022-08-11,14.7768
2022-08-12,14.9297
2022-08-13,14.9297
2022-08-14,14.9297
2022-08-15,14.9362
2022-08-16,14.8509
2022-08-17,14.8203
2022-08-18,14.7913
2022-08-19,14.7189
2022-08-20,14.7189
2022-08-21,14.7189
2022-08-22,14.5226
2022-08-23,14.4147
2022-08-24,14.4936
2022-08-25,14.5177
2022-08-26,14.1428
2022-08-27,14.1428
2022-08-28,14.1428
2022-08-29,14.2377
2022-08-30,14.1315
2022-08-31,14.0848
2022-09-01,14.1041
2022-09-02,14.0575
2022-09-03,14.0575
2022-09-04,14.0575
2022-09-05,14.0575
2022-09-06,14.0366
2022-09-07,14.3649
2022-09-08,14.5194
2022-09-09,14.669
2022-09-10,14.669
2022-09-11,14.669
2022-09-12,14.8975
2022-09-13,14.5306
2022-09-14,14.389
2022-09-15,14.4228
2022-09-16,14.4614
2022-09-17,14.4614
2022-09-18,14.4614
2022-09-19,14.5274
2022-09-20,14.315
2022-09-21,14.1331
2022-09-22,14.0044
2022-09-23,13.948
2022-09-24,13.948
2022-09-25,13.948
2022-09-26,13.8257
2022-09-27,13.6922
2022-09-28,13.9416
2022-09-29,13.6906
2022-09-30,13.1901
2022-10-01,13.1901
2022-10-02,13.1901
2022-10-03,13.4836
2022-10-04,13.8601
2022-10-05,13.9082
2022-10-06,13.8236
2022-10-07,13.7225
2022-10-08,13.7225
2022-10-09,13.7225
2022-10-10,13.676
2022-10-11,13.7158
2022-10-12,13.4438
2022-10-13,13.6644
2022-10-14,13.4903
2022-10-15,13.4903
2022-10-16,13.4903
2022-10-17,13.7838
2022-10-18,13.9032
2022-10-19,13.8435
2022-10-20,13.88
2022-10-21,13.5682
2022-10-22,13.5682
2022-10-23,13.5682
2022-10-24,13.5533
2022-10-25,13.812
2022-10-26,14.162
2022-10-27,14.3345
2022-10-28,14.7507
2022-10-29,14.7507
2022-10-30,14.7507
2022-10-31,14.7176
2022-11-01,14.842
2022-11-02,14.6439
2022-11-03,14.6987
2022-11-04,14.7584
2022-11-05,14.7584
2022-11-06,14.7584
2022-11-07,14.7965
2022-11-08,14.7219
2022-11-09,14.77
2022-11-10,15.1714
2022-11-11,15.0835
2022-11-12,15.0835
2022-11-13,15.0835
2022-11-14,15.0304
2022-11-15,15.1233
2022-11-16,14.9126
2022-11-17,14.8645
2022-11-18,14.9773
2022-11-19,14.9773
2022-11-20,14.9773
2022-11-21,14.9541
2022-11-22,15.0967
2022-11-23,15.0553
2022-11-24,15.0553
2022-11-25,15.1631
2022-11-26,15.1631
2022-11-27,15.1631
2022-11-28,15.0055
2022-11-29,15.0951
2022-11-30,15.3887
2022-12-01,15.2693
2022-12-02,15.3074
2022-12-03,15.3074
2022-12-04,15.3074
2022-12-05,15.246
2022-12-06,15.1415
2022-12-07,15.1183
2022-12-08,15.1432
2022-12-09,15.0039
2022-12-10,15.0039
2022-12-11,15.0039
2022-12-12,15.0851
2022-12-13,15.1813
2022-12-14,15.2991
2022-12-15,15.2411
2022-12-16,15.251
2022-12-17,15.251
2022-12-18,15.251
2022-12-19,15.2079
2022-12-20,15.2825
2022-12-21,15.4816
2022-12-22,15.465
2022-12-23,15.5247
2022-12-24,15.5247
2022-12-25,15.5247
2022-12-26,15.5247
2022-12-27,15.4932
2022-12-28,15.4401
2022-12-29,15.606
2022-12-30,15.0594
2022-12-31,15.0594
2023-01-01,15.0594
2023-01-02,15.0594
2023-01-03,15.004
2023-01-04,15.0246
2023-01-05,15.0357
2023-01-06,15.3175
2023-01-07,15.3175
2023-01-08,15.3175
2023-01-09,15.1465
2023-01-10,15.1734
2023-01-11,15.0499
2023-01-12,15.1608
2023-01-13,15.251
2023-01-14,15.251
2023-01-15,15.251
2023-01-16,15.251
2023-01-17,15.2732
2023-01-18,15.3017
2023-01-19,15.4458
2023-01-20,15.5139
2023-01-21,15.5139
2023-01-22,15.5139
2023-01-23,15.4521
2023-01-24,15.3587
2023-01-25,15.4252
2023-01-26,15.3761
2023-01-27,15.3096
2023-01-28,15.3096
2023-01-29,15.3096
2023-01-30,15.2384
2023-01-31,15.4775
2023-02-01,15.5978
2023-02-02,15.3286
2023-02-03,15.3254
2023-02-04,15.3254
2023-02-05,15.3254
2023-02-06,15.0088
2023-02-07,14.9106
2023-02-08,15.1623
2023-02-09,15.2146
2023-02-10,15.3033
2023-02-11,15.3033
2023-02-12,15.3033
2023-02-13,15.3444
2023-02-14,15.3286
2023-02-15,15.4299
2023-02-16,15.4822
2023-02-17,15.5424
2023-02-18,15.5424
2023-02-19,15.5424
2023-02-20,15.5424
2023-02-21,15.289
2023-02-22,15.3239
2023-02-23,15.2289
2023-02-24,15.1243
2023-02-25,15.1243
2023-02-26,15.1243
2023-02-27,15.1027
2023-02-28,14.533
2023-03-01,14.4839
2023-03-02,14.3747
2023-03-03,14.332
2023-03-04,14.332
2023-03-05,14.332
2023-03-06,14.264
2023-03-07,14.2292
2023-03-08,14.2102
2023-03-09,14.1421
2023-03-10,14.0361
2023-03-11,14.0361
2023-03-12,14.0361
2023-03-13,13.9459
2023-03-14,13.9823
2023-03-15,13.8272
2023-03-16,13.9712
2023-03-17,13.7465
2023-03-18,13.7465
2023-03-19,13.7465
2023-03-20,13.8968
