,INGR US Equity
2023-03-18,11.6486
2023-03-19,11.6486
2023-03-20,11.8035
2023-03-21,11.9178
2023-03-22,11.7525
2023-03-23,11.7715
2023-03-24,11.9585
2023-03-25,11.9585
2023-03-26,11.9585
2023-03-27,11.9697
2023-03-28,12.0788
2023-03-29,12.0995
2023-03-30,12.0641
2023-03-31,10.9034
2023-04-01,10.9034
2023-04-02,10.9034
2023-04-03,10.9644
2023-04-04,10.8565
2023-04-05,10.9151
2023-04-06,10.9007
2023-04-07,10.9007
2023-04-08,10.9007
2023-04-09,10.9007
2023-04-10,10.9031
2023-04-11,10.8913
2023-04-12,10.8921
2023-04-13,11.2568
2023-04-14,11.1676
2023-04-15,11.1676
2023-04-16,11.1676
2023-04-17,11.1433
2023-04-18,11.1629
2023-04-19,11.2059
2023-04-20,11.1723
2023-04-21,11.148
2023-04-22,11.148
2023-04-23,11.148
2023-04-24,11.1942
2023-04-25,11.0674
2023-04-26,11.0815
2023-04-27,11.2051
2023-04-28,11.2529
2023-04-29,11.2529
2023-04-30,11.2529
2023-05-01,11.2654
2023-05-02,11.2145
2023-05-03,11.5487
2023-05-04,11.436
2023-05-05,11.4274
2023-05-06,11.4274
2023-05-07,11.4274
2023-05-08,11.4324
2023-05-09,11.4339
2023-05-10,11.553
2023-05-11,11.5295
2023-05-12,11.5256
2023-05-13,11.5256
2023-05-14,11.5256
2023-05-15,11.5749
2023-05-16,11.5224
2023-05-17,11.5522
2023-05-18,11.6579
2023-05-19,11.7542
2023-05-20,11.7542
2023-05-21,11.7542
2023-05-22,11.6736
2023-05-23,11.5765
2023-05-24,11.5303
2023-05-25,11.4433
2023-05-26,11.3674
2023-05-27,11.3674
2023-05-28,11.3674
2023-05-29,11.3674
2023-05-30,11.2264
2023-05-31,11.1356
2023-06-01,11.2076
2023-06-02,11.3635
2023-06-03,11.3635
2023-06-04,11.3635
2023-06-05,11.2491
2023-06-06,11.2812
2023-06-07,11.3196
2023-06-08,11.2804
2023-06-09,11.3133
2023-06-10,11.3133
2023-06-11,11.3133
2023-06-12,11.3329
2023-06-13,11.3689
2023-06-14,11.3846
2023-06-15,11.3055
2023-06-16,11.2992
2023-06-17,11.2992
2023-06-18,11.2992
2023-06-19,11.2992
2023-06-20,11.1771
2023-06-21,11.0674
2023-06-22,11.1692
2023-06-23,11.0995
2023-06-24,11.0995
2023-06-25,11.0995
2023-06-26,11.0643
2023-06-27,11.1113
2023-06-28,11.1246
2023-06-29,11.1473
2023-06-30,10.4965
2023-07-01,10.4965
2023-07-02,10.4965
2023-07-03,10.5377
2023-07-04,10.5377
2023-07-05,10.6381
2023-07-06,10.5722
2023-07-07,10.5932
2023-07-08,10.5932
2023-07-09,10.5932
2023-07-10,10.6464
2023-07-11,10.7018
2023-07-12,10.7588
2023-07-13,10.7078
2023-07-14,10.6891
2023-07-15,10.6891
2023-07-16,10.6891
2023-07-17,10.7415
2023-07-18,10.74
2023-07-19,10.6546
2023-07-20,10.7213
2023-07-21,10.7588
2023-07-22,10.7588
2023-07-23,10.7588
2023-07-24,10.7857
2023-07-25,10.7835
2023-07-26,10.8554
2023-07-27,10.7535
2023-07-28,10.8344
2023-07-29,10.8344
2023-07-30,10.8344
2023-07-31,10.8944
2023-08-01,10.9543
2023-08-02,10.9259
2023-08-03,10.8652
2023-08-04,10.7648
2023-08-05,10.7648
2023-08-06,10.7648
2023-08-07,10.77
2023-08-08,10.1421
2023-08-09,10.1443
2023-08-10,10.0632
2023-08-11,9.9672
2023-08-12,9.9672
2023-08-13,9.9672
2023-08-14,9.9589
2023-08-15,9.8816
2023-08-16,9.8981
2023-08-17,9.9521
2023-08-18,10.0527
2023-08-19,10.0527
2023-08-20,10.0527
2023-08-21,10.097
2023-08-22,10.1203
2023-08-23,10.1946
2023-08-24,10.1811
2023-08-25,10.2892
2023-08-26,10.2892
2023-08-27,10.2892
2023-08-28,10.278
2023-08-29,10.29
2023-08-30,10.2765
2023-08-31,10.2832
2023-09-01,10.2637
2023-09-02,10.2637
2023-09-03,10.2637
2023-09-04,10.2637
2023-09-05,10.109
2023-09-06,10.0993
2023-09-07,10.031
2023-09-08,10.0565
2023-09-09,10.0565
2023-09-10,10.0565
2023-09-11,10.1331
2023-09-12,10.1218
2023-09-13,9.9904
2023-09-14,10.0032
2023-09-15,9.9792
2023-09-16,9.9792
2023-09-17,9.9792
2023-09-18,10.0392
2023-09-19,10.034
2023-09-20,10.067
2023-09-21,10.0835
2023-09-22,10.0317
2023-09-23,10.0317
2023-09-24,10.0317
2023-09-25,9.9499
2023-09-26,9.9289
2023-09-27,9.8681
2023-09-28,9.9409
2023-09-29,9.4597
2023-09-30,9.4597
2023-10-01,9.4597
2023-10-02,9.3458
2023-10-03,9.2856
2023-10-04,9.3154
2023-10-05,9.2174
2023-10-06,9.1587
2023-10-07,9.1587
2023-10-08,9.1587
2023-10-09,9.2153
2023-10-10,9.187
2023-10-11,9.1275
2023-10-12,8.9397
2023-10-13,8.9701
2023-10-14,8.9701
2023-10-15,8.9701
2023-10-16,9.0376
2023-10-17,9.1152
2023-10-18,9.0528
2023-10-19,8.9041
2023-10-20,8.8831
2023-10-21,8.8831
2023-10-22,8.8831
2023-10-23,8.8287
2023-10-24,8.9926
2023-10-25,9.0419
2023-10-26,9.0978
2023-10-27,9.0441
2023-10-28,9.0441
2023-10-29,9.0441
2023-10-30,9.1029
2023-10-31,9.1101
2023-11-01,9.0731
2023-11-02,9.2051
2023-11-03,9.2776
2023-11-04,9.2776
2023-11-05,9.2776
2023-11-06,9.2581
2023-11-07,9.6026
2023-11-08,9.4732
2023-11-09,9.5726
2023-11-10,9.6426
2023-11-11,9.6426
2023-11-12,9.6426
2023-11-13,9.6319
2023-11-14,9.6991
2023-11-15,9.7248
2023-11-16,9.6712
2023-11-17,9.6991
2023-11-18,9.6991
2023-11-19,9.6991
2023-11-20,9.6869
2023-11-21,9.6941
2023-11-22,9.7756
2023-11-23,9.7756
2023-11-24,9.7491
2023-11-25,9.7491
2023-11-26,9.7491
2023-11-27,9.7334
2023-11-28,9.6698
2023-11-29,9.5568
2023-11-30,9.6498
2023-12-01,9.7984
2023-12-02,9.7984
2023-12-03,9.7984
2023-12-04,9.8842
2023-12-05,9.8599
2023-12-06,9.8828
2023-12-07,9.9085
2023-12-08,9.9092
2023-12-09,9.9092
2023-12-10,9.9092
2023-12-11,9.9543
2023-12-12,9.9686
2023-12-13,10.1258
2023-12-14,10.0729
2023-12-15,9.9335
2023-12-16,9.9335
2023-12-17,9.9335
2023-12-18,9.9607
2023-12-19,10.0036
2023-12-20,9.945
2023-12-21,10.0272
2023-12-22,10.0815
2023-12-23,10.0815
2023-12-24,10.0815
2023-12-25,10.0815
2023-12-26,10.1287
2023-12-27,10.0972
2023-12-28,10.1044
2023-12-29,9.5343
2023-12-30,9.5343
2023-12-31,9.5343
2024-01-01,9.5343
2024-01-02,9.6133
2024-01-03,9.4989
2024-01-04,9.4206
2024-01-05,9.3933
2024-01-06,9.3933
2024-01-07,9.3933
2024-01-08,9.4233
2024-01-09,9.441
2024-01-10,9.4703
2024-01-11,9.582
2024-01-12,9.6249
2024-01-13,9.6249
2024-01-14,9.6249
2024-01-15,9.6249
2024-01-16,9.6018
2024-01-17,9.6413
2024-01-18,9.6399
2024-01-19,9.627
2024-01-20,9.627
2024-01-21,9.627
2024-01-22,9.597
2024-01-23,9.5738
2024-01-24,9.4519
2024-01-25,9.5275
2024-01-26,9.5847
2024-01-27,9.5847
2024-01-28,9.5847
2024-01-29,9.5105
2024-01-30,9.584
2024-01-31,9.4689
2024-02-01,9.708
2024-02-02,9.7176
2024-02-03,9.7176
2024-02-04,9.7176
2024-02-05,9.6746
2024-02-06,9.6156
2024-02-07,9.6816
2024-02-08,9.5985
2024-02-09,9.51
2024-02-10,9.51
2024-02-11,9.51
2024-02-12,9.572
2024-02-13,9.5249
2024-02-14,9.6891
2024-02-15,9.9698
2024-02-16,9.9194
2024-02-17,9.9194
2024-02-18,9.9194
2024-02-19,9.9194
2024-02-20,10.0346
2024-02-21,10.0334
2024-02-22,9.9998
2024-02-23,10.0176
2024-02-24,10.0176
2024-02-25,10.0176
2024-02-26,9.9936
2024-02-27,10.0306
2024-02-28,10.1115
2024-02-29,10.1998
2024-03-01,10.1656
2024-03-02,10.1656
2024-03-03,10.1656
2024-03-04,10.1807
2024-03-05,10.1368
2024-03-06,10.1108
2024-03-07,10.108
2024-03-08,10.1889
2024-03-09,10.1889
2024-03-10,10.1889
2024-03-11,10.1992
2024-03-12,10.2204
2024-03-13,10.1567
2024-03-14,10.0478
2024-03-15,10.0025
2024-03-16,10.0025
2024-03-17,10.0025
2024-03-18,10.045
2024-03-19,10.1649
2024-03-20,10.1272
2024-03-21,10.0937
2024-03-22,10.1656
2024-03-23,10.1656
2024-03-24,10.1656
2024-03-25,10.1891
2024-03-26,10.1987
2024-03-27,10.2371
2024-03-28,10.1514
2024-03-29,10.1514
2024-03-30,10.1514
2024-03-31,10.1514
2024-04-01,10.1775
2024-04-02,10.1199
2024-04-03,9.9842
2024-04-04,10.0267
2024-04-05,9.9807
2024-04-06,9.9807
2024-04-07,9.9807
2024-04-08,9.906
