,FFIV US Equity
2020-09-17,17.0043
2020-09-18,16.6507
2020-09-19,16.6507
2020-09-20,16.6507
2020-09-21,16.2021
2020-09-22,16.5791
2020-09-23,16.3629
2020-09-24,16.3687
2020-09-25,16.5265
2020-09-26,16.5265
2020-09-27,16.5265
2020-09-28,17.0204
2020-09-29,17.1139
2020-09-30,17.3185
2020-10-01,17.3641
2020-10-02,17.2775
2020-10-03,17.2775
2020-10-04,17.2775
2020-10-05,17.7137
2020-10-06,17.7213
2020-10-07,18.0572
2020-10-08,18.1225
2020-10-09,18.0465
2020-10-10,18.0465
2020-10-11,18.0465
2020-10-12,18.2274
2020-10-13,17.89
2020-10-14,18.2821
2020-10-15,18.7624
2020-10-16,18.8277
2020-10-17,18.8277
2020-10-18,18.8277
2020-10-19,18.7639
2020-10-20,18.3064
2020-10-21,18.0268
2020-10-22,18.0116
2020-10-23,18.1681
2020-10-24,18.1681
2020-10-25,18.1681
2020-10-26,17.7441
2020-10-27,19.3437
2020-10-28,19.034
2020-10-29,18.9354
2020-10-30,18.8397
2020-10-31,18.8397
2020-11-01,18.8397
2020-11-02,18.5801
2020-11-03,19.2936
2020-11-04,19.0006
2020-11-05,20.0405
2020-11-06,20.5749
2020-11-07,20.5749
2020-11-08,20.5749
2020-11-09,22.184
2020-11-10,22.6303
2020-11-11,22.8959
2020-11-12,22.5104
2020-11-13,22.8656
2020-11-14,22.8656
2020-11-15,22.8656
2020-11-16,23.4014
2020-11-17,23.2648
2020-11-18,22.2538
2020-11-19,23.1786
2020-11-20,23.3178
2020-11-21,23.3178
2020-11-22,23.3178
2020-11-23,23.4847
2020-11-24,23.8887
2020-11-25,23.875
2020-11-26,23.875
2020-11-27,23.8444
2020-11-28,23.8444
2020-11-29,23.8444
2020-11-30,23.578
2020-12-01,23.751
2020-12-02,23.8
2020-12-03,23.5382
2020-12-04,24.077
2020-12-05,24.077
2020-12-06,24.077
2020-12-07,24.4596
2020-12-08,24.6785
2020-12-09,24.7673
2020-12-10,24.8943
2020-12-11,25.0443
2020-12-12,25.0443
2020-12-13,25.0443
2020-12-14,24.8622
2020-12-15,25.3749
2020-12-16,25.1775
2020-12-17,25.3673
2020-12-18,25.479
2020-12-19,25.479
2020-12-20,25.479
2020-12-21,25.3351
2020-12-22,25.5418
2020-12-23,25.5754
2020-12-24,25.5372
2020-12-25,25.5372
2020-12-26,25.5372
2020-12-27,25.5372
2020-12-28,25.6642
2020-12-29,25.4576
2020-12-30,25.5448
2020-12-31,25.4772
2021-01-01,25.4772
2021-01-02,25.4772
2021-01-03,25.4772
2021-01-04,25.4633
2021-01-05,25.6801
2021-01-06,25.8861
2021-01-07,26.1214
2021-01-08,27.8465
2021-01-09,27.8465
2021-01-10,27.8465
2021-01-11,27.7087
2021-01-12,28.1144
2021-01-13,27.9193
2021-01-14,28.1857
2021-01-15,28.4443
2021-01-16,28.4443
2021-01-17,28.4443
2021-01-18,28.4443
2021-01-19,28.7075
2021-01-20,28.994
2021-01-21,29.3579
2021-01-22,29.872
2021-01-23,29.872
2021-01-24,29.872
2021-01-25,30.3258
2021-01-26,30.5438
2021-01-27,29.4076
2021-01-28,29.4277
2021-01-29,28.5911
2021-01-30,28.5911
2021-01-31,28.5911
2021-02-01,28.653
2021-02-02,28.3184
2021-02-03,28.4299
2021-02-04,29.076
2021-02-05,29.0938
2021-02-06,29.0938
2021-02-07,29.0938
2021-02-08,30.1244
2021-02-09,30.0546
2021-02-10,30.2731
2021-02-11,30.1988
2021-02-12,30.8729
2021-02-13,30.8729
2021-02-14,30.8729
2021-02-15,30.8729
2021-02-16,30.5211
2021-02-17,29.8687
2021-02-18,29.0767
2021-02-19,29.0426
2021-02-20,29.0426
2021-02-21,29.0426
2021-02-22,28.1097
2021-02-23,27.1767
2021-02-24,27.5998
2021-02-25,27.6835
2021-02-26,27.6742
2021-02-27,27.6742
2021-02-28,27.6742
2021-03-01,28.3158
2021-03-02,28.012
2021-03-03,27.4247
2021-03-04,27.062
2021-03-05,27.7455
2021-03-06,27.7455
2021-03-07,27.7455
2021-03-08,27.4045
2021-03-09,28.1329
2021-03-10,27.9408
2021-03-11,28.4646
2021-03-12,28.6351
2021-03-13,28.6351
2021-03-14,28.6351
2021-03-15,29.0256
2021-03-16,29.3913
2021-03-17,29.4409
2021-03-18,29.272
2021-03-19,29.2658
2021-03-20,29.2658
2021-03-21,29.2658
2021-03-22,29.6827
2021-03-23,29.4347
2021-03-24,28.8722
2021-03-25,29.4285
2021-03-26,30.845
2021-03-27,30.845
2021-03-28,30.845
2021-03-29,30.5877
2021-03-30,30.4095
2021-03-31,35.2345
2021-04-01,35.6522
2021-04-02,35.6522
2021-04-03,35.6522
2021-04-04,35.6522
2021-04-05,36.3519
2021-04-06,36.3636
2021-04-07,35.617
2021-04-08,35.7261
2021-04-09,35.5365
2021-04-10,35.5365
2021-04-11,35.5365
2021-04-12,34.9962
2021-04-13,34.9626
2021-04-14,35.3519
2021-04-15,35.3938
2021-04-16,35.4274
2021-04-17,35.4274
2021-04-18,35.4274
2021-04-19,35.2126
2021-04-20,34.9643
2021-04-21,35.3821
2021-04-22,35.2076
2021-04-23,35.4056
2021-04-24,35.4056
2021-04-25,35.4056
2021-04-26,35.5893
2021-04-27,34.6841
2021-04-28,30.7443
2021-04-29,31.3752
2021-04-30,30.7541
2021-05-01,30.7541
2021-05-02,30.7541
2021-05-03,30.254
2021-05-04,29.8504
2021-05-05,29.7654
2021-05-06,29.7743
2021-05-07,30.1296
2021-05-08,30.1296
2021-05-09,30.1296
2021-05-10,29.8765
2021-05-11,29.857
2021-05-12,28.6175
2021-05-13,29.3249
2021-05-14,29.6413
2021-05-15,29.6413
2021-05-16,29.6413
2021-05-17,29.5407
2021-05-18,29.539
2021-05-19,29.5261
2021-05-20,30.2561
2021-05-21,30.0679
2021-05-22,30.0679
2021-05-23,30.0679
2021-05-24,30.3308
2021-05-25,30.2561
2021-05-26,30.2578
2021-05-27,30.6033
2021-05-28,30.3162
2021-05-29,30.3162
2021-05-30,30.3162
2021-05-31,30.3162
2021-06-01,29.3054
2021-06-02,29.6997
2021-06-03,30.0939
2021-06-04,30.8564
2021-06-05,30.8564
2021-06-06,30.8564
2021-06-07,30.6212
2021-06-08,30.8337
2021-06-09,30.691
2021-06-10,31.7536
2021-06-11,31.5022
2021-06-12,31.5022
2021-06-13,31.5022
2021-06-14,31.3383
2021-06-15,30.9586
2021-06-16,30.7558
2021-06-17,30.7153
2021-06-18,30.0047
2021-06-19,30.0047
2021-06-20,30.0047
2021-06-21,30.3243
2021-06-22,30.2724
2021-06-23,30.1247
2021-06-24,30.6471
2021-06-25,31.0187
2021-06-26,31.0187
2021-06-27,31.0187
2021-06-28,31.1468
2021-06-29,31.1306
2021-06-30,29.2471
2021-07-01,29.5595
2021-07-02,29.458
2021-07-03,29.458
2021-07-04,29.458
2021-07-05,29.458
2021-07-06,29.7006
2021-07-07,29.2868
2021-07-08,29.1568
2021-07-09,29.9131
2021-07-10,29.9131
2021-07-11,29.9131
2021-07-12,29.1457
2021-07-13,29.0458
2021-07-14,29.4739
2021-07-15,28.9839
2021-07-16,29.0838
2021-07-17,29.0838
2021-07-18,29.0838
2021-07-19,28.6589
2021-07-20,29.2503
2021-07-21,29.2995
2021-07-22,29.7704
2021-07-23,30.1224
2021-07-24,30.1224
2021-07-25,30.1224
2021-07-26,30.5426
2021-07-27,32.459
2021-07-28,32.204
2021-07-29,32.6707
2021-07-30,32.7702
2021-07-31,32.7702
2021-08-01,32.7702
2021-08-02,32.7878
2021-08-03,33.803
2021-08-04,33.6634
2021-08-05,33.5586
2021-08-06,33.5683
2021-08-07,33.5683
2021-08-08,33.5683
2021-08-09,33.3501
2021-08-10,33.1015
2021-08-11,32.9475
2021-08-12,32.8208
2021-08-13,32.4342
2021-08-14,32.4342
2021-08-15,32.4342
2021-08-16,32.3283
2021-08-17,32.0572
2021-08-18,31.4316
2021-08-19,31.4044
2021-08-20,31.7107
2021-08-21,31.7107
2021-08-22,31.7107
2021-08-23,32.2272
2021-08-24,32.6331
2021-08-25,32.678
2021-08-26,32.4278
2021-08-27,32.6267
2021-08-28,32.6267
2021-08-29,32.6267
2021-08-30,32.6732
2021-08-31,32.3058
2021-09-01,32.139
2021-09-02,32.2738
2021-09-03,32.3123
2021-09-04,32.3123
2021-09-05,32.3123
2021-09-06,32.3123
2021-09-07,32.1182
2021-09-08,32.1069
2021-09-09,32.2481
2021-09-10,32.208
2021-09-11,32.208
2021-09-12,32.208
2021-09-13,32.0813
2021-09-14,32.062
2021-09-15,33.0662
2021-09-16,33.0822
2021-09-17,32.4679
2021-09-18,32.4679
2021-09-19,32.4679
2021-09-20,32.0187
2021-09-21,31.2792
2021-09-22,31.507
2021-09-23,32.1775
2021-09-24,32.3989
2021-09-25,32.3989
2021-09-26,32.3989
2021-09-27,32.5368
2021-09-28,32.0139
2021-09-29,32.1262
2021-09-30,28.897
2021-10-01,29.2871
2021-10-02,29.2871
2021-10-03,29.2871
2021-10-04,28.5906
2021-10-05,28.9717
2021-10-06,28.7221
2021-10-07,29.45
2021-10-08,29.1944
2021-10-09,29.1944
2021-10-10,29.1944
2021-10-11,29.4231
2021-10-12,28.7341
2021-10-13,28.8955
2021-10-14,29.6293
2021-10-15,29.7265
2021-10-16,29.7265
2021-10-17,29.7265
2021-10-18,29.3708
2021-10-19,29.4679
2021-10-20,30.2003
2021-10-21,30.5246
2021-10-22,30.3124
2021-10-23,30.3124
2021-10-24,30.3124
2021-10-25,30.3169
2021-10-26,29.8339
2021-10-27,31.6556
2021-10-28,31.2783
2021-10-29,30.9236
2021-10-30,30.9236
2021-10-31,30.9236
2021-11-01,31.5203
2021-11-02,32.6476
2021-11-03,32.5514
2021-11-04,32.6491
2021-11-05,32.5063
2021-11-06,32.5063
2021-11-07,32.5063
2021-11-08,32.7287
2021-11-09,33.0895
2021-11-10,33.0744
2021-11-11,33.0699
2021-11-12,33.6742
2021-11-13,33.6742
2021-11-14,33.6742
2021-11-15,33.9026
2021-11-16,34.8385
2021-11-17,35.1101
2021-11-18,35.3392
2021-11-19,34.3803
2021-11-20,34.3803
2021-11-21,34.3803
2021-11-22,33.8856
2021-11-23,34.2301
2021-11-24,34.4
2021-11-25,34.4
2021-11-26,33.5169
2021-11-27,33.5169
2021-11-28,33.5169
2021-11-29,34.2483
2021-11-30,33.7187
2021-12-01,33.1573
2021-12-02,33.702
2021-12-03,33.127
2021-12-04,33.127
2021-12-05,33.127
2021-12-06,33.265
2021-12-07,34.4197
2021-12-08,34.0267
2021-12-09,33.6246
2021-12-10,34.004
2021-12-11,34.004
2021-12-12,34.004
2021-12-13,34.0905
2021-12-14,33.9827
2021-12-15,34.9796
2021-12-16,34.6822
2021-12-17,34.5411
2021-12-18,34.5411
2021-12-19,34.5411
2021-12-20,34.1284
2021-12-21,34.5654
2021-12-22,34.224
2021-12-23,34.8203
2021-12-24,34.8203
2021-12-25,34.8203
2021-12-26,34.8203
2021-12-27,36.107
2021-12-28,36.6214
2021-12-29,36.7838
2021-12-30,36.4226
2021-12-31,36.8947
2022-01-01,36.8947
2022-01-02,36.8947
2022-01-03,36.5944
2022-01-04,36.1578
2022-01-05,34.9951
2022-01-06,35.5144
2022-01-07,34.9399
2022-01-08,34.9399
2022-01-09,34.9399
2022-01-10,35.7656
2022-01-11,36.5806
2022-01-12,36.1226
2022-01-13,35.6186
2022-01-14,35.5803
2022-01-15,35.5803
2022-01-16,35.5803
2022-01-17,35.5803
2022-01-18,33.6454
2022-01-19,33.5382
2022-01-20,34.1494
2022-01-21,33.3023
2022-01-22,33.3023
2022-01-23,33.3023
2022-01-24,34.1311
2022-01-25,33.2839
2022-01-26,30.175
2022-01-27,30.1172
2022-01-28,29.7221
2022-01-29,29.7221
2022-01-30,29.7221
2022-01-31,30.9545
2022-02-01,30.7022
2022-02-02,31.1915
2022-02-03,30.4409
2022-02-04,30.2798
2022-02-05,30.2798
2022-02-06,30.2798
2022-02-07,30.2615
2022-02-08,30.2676
2022-02-09,30.5974
2022-02-10,29.9105
2022-02-11,29.1643
2022-02-12,29.1643
2022-02-13,29.1643
2022-02-14,28.8574
2022-02-15,30.0503
2022-02-16,30.4181
2022-02-17,29.8983
2022-02-18,30.0564
2022-02-19,30.0564
2022-02-20,30.0564
2022-02-21,30.0564
2022-02-22,29.3877
2022-02-23,28.9759
2022-02-24,29.561
2022-02-25,30.1552
2022-02-26,30.1552
2022-02-27,30.1552
2022-02-28,29.9287
2022-03-01,29.2662
2022-03-02,30.2007
2022-03-03,30.0473
2022-03-04,30.0701
2022-03-05,30.0701
2022-03-06,30.0701
2022-03-07,29.2358
2022-03-08,28.9774
2022-03-09,29.7388
2022-03-10,29.2783
2022-03-11,28.9531
2022-03-12,28.9531
2022-03-13,28.9531
2022-03-14,28.1568
2022-03-15,28.9227
2022-03-16,29.3832
2022-03-17,29.8679
2022-03-18,30.4029
2022-03-19,30.4029
2022-03-20,30.4029
2022-03-21,30.7311
2022-03-22,31.2417
2022-03-23,30.5199
2022-03-24,31.1156
2022-03-25,31.2979
2022-03-26,31.2979
2022-03-27,31.2979
2022-03-28,31.649
2022-03-29,32.1611
2022-03-30,31.7417
2022-03-31,29.6067
2022-04-01,29.6385
2022-04-02,29.6385
2022-04-03,29.6385
2022-04-04,30.0471
2022-04-05,30.2637
2022-04-06,29.9778
2022-04-07,30.3244
2022-04-08,29.7886
2022-04-09,29.7886
2022-04-10,29.7886
2022-04-11,29.3959
2022-04-12,29.1922
2022-04-13,29.6298
2022-04-14,28.2464
2022-04-15,28.2464
2022-04-16,28.2464
2022-04-17,28.2464
2022-04-18,27.9287
2022-04-19,28.6695
2022-04-20,28.9742
2022-04-21,28.7792
2022-04-22,28.3807
2022-04-23,28.3807
2022-04-24,28.3807
2022-04-25,28.7475
2022-04-26,27.4348
2022-04-27,23.7292
2022-04-28,24.7212
2022-04-29,23.4992
2022-04-30,23.4992
2022-05-01,23.4992
2022-05-02,24.1936
2022-05-03,24.3344
2022-05-04,25.0101
2022-05-05,23.9621
2022-05-06,23.9463
2022-05-07,23.9463
2022-05-08,23.9463
2022-05-09,23.3625
2022-05-10,23.965
2022-05-11,23.0146
2022-05-12,22.8852
2022-05-13,23.6688
2022-05-14,23.6688
2022-05-15,23.6688
2022-05-16,23.4589
2022-05-17,23.7421
2022-05-18,22.6235
2022-05-19,21.7623
2022-05-20,21.9018
2022-05-21,21.9018
2022-05-22,21.9018
2022-05-23,22.2051
2022-05-24,22.0916
2022-05-25,22.047
2022-05-26,22.7716
2022-05-27,23.4847
2022-05-28,23.4847
2022-05-29,23.4847
2022-05-30,23.4847
2022-05-31,22.8737
2022-06-01,22.7084
2022-06-02,23.6256
2022-06-03,23.3726
2022-06-04,23.3726
2022-06-05,23.3726
2022-06-06,23.3697
2022-06-07,23.3093
2022-06-08,23.318
2022-06-09,22.7227
2022-06-10,21.955
2022-06-11,21.955
2022-06-12,21.955
2022-06-13,21.0535
2022-06-14,21.1124
2022-06-15,21.469
2022-06-16,20.8752
2022-06-17,21.0909
2022-06-18,21.0909
2022-06-19,21.0909
2022-06-20,21.0909
2022-06-21,21.4057
2022-06-22,21.3425
2022-06-23,21.5035
2022-06-24,22.2166
2022-06-25,22.2166
2022-06-26,22.2166
2022-06-27,22.0384
2022-06-28,21.4561
2022-06-29,21.3942
2022-06-30,21.2339
2022-07-01,21.276
2022-07-02,21.276
2022-07-03,21.276
2022-07-04,21.276
2022-07-05,21.5549
2022-07-06,21.5633
2022-07-07,22.0231
2022-07-08,21.9096
2022-07-09,21.9096
2022-07-10,21.9096
2022-07-11,21.175
2022-07-12,20.805
2022-07-13,20.7223
2022-07-14,20.0859
2022-07-15,20.5737
2022-07-16,20.5737
2022-07-17,20.5737
2022-07-18,20.4265
2022-07-19,21.0433
2022-07-20,21.0881
2022-07-21,21.7652
2022-07-22,21.3559
2022-07-23,21.3559
2022-07-24,21.3559
2022-07-25,21.426
2022-07-26,21.7745
2022-07-27,22.5187
2022-07-28,22.6691
2022-07-29,22.8859
2022-07-30,22.8859
2022-07-31,22.8859
2022-08-01,22.636
2022-08-02,22.6153
2022-08-03,23.4767
2022-08-04,23.5609
2022-08-05,23.5814
2022-08-06,23.5814
2022-08-07,23.5814
2022-08-08,23.3701
2022-08-09,22.8952
2022-08-10,23.2969
2022-08-11,23.2859
2022-08-12,23.6186
2022-08-13,23.6186
2022-08-14,23.6186
2022-08-15,23.7029
2022-08-16,23.6601
2022-08-17,23.2873
2022-08-18,23.7636
2022-08-19,23.4654
2022-08-20,23.4654
2022-08-21,23.4654
2022-08-22,22.7102
2022-08-23,22.6715
2022-08-24,22.5376
2022-08-25,22.8979
2022-08-26,21.8956
2022-08-27,21.8956
2022-08-28,21.8956
2022-08-29,21.9701
2022-08-30,21.7133
2022-08-31,21.4662
2022-09-01,21.2232
2022-09-02,21.335
2022-09-03,21.335
2022-09-04,21.335
2022-09-05,21.335
2022-09-06,21.1831
2022-09-07,21.4634
2022-09-08,21.567
2022-09-09,21.8997
2022-09-10,21.8997
2022-09-11,21.8997
2022-09-12,22.296
2022-09-13,21.3281
2022-09-14,20.965
2022-09-15,20.5784
2022-09-16,20.3368
2022-09-17,20.3368
2022-09-18,20.3368
2022-09-19,20.2885
2022-09-20,20.0538
2022-09-21,19.9737
2022-09-22,19.8922
2022-09-23,19.6782
2022-09-24,19.6782
2022-09-25,19.6782
2022-09-26,19.6506
2022-09-27,19.9626
2022-09-28,20.3368
2022-09-29,20.051
2022-09-30,20.3492
2022-10-01,20.3492
2022-10-02,20.3492
2022-10-03,21.2202
2022-10-04,21.8933
2022-10-05,22.0175
2022-10-06,21.4339
2022-10-07,20.2683
2022-10-08,20.2683
2022-10-09,20.2683
2022-10-10,20.1773
2022-10-11,19.5273
2022-10-12,19.5489
2022-10-13,19.8682
2022-10-14,19.7295
2022-10-15,19.7295
2022-10-16,19.7295
2022-10-17,20.0458
2022-10-18,20.3044
2022-10-19,20.0126
2022-10-20,20.0935
2022-10-21,20.7666
2022-10-22,20.7666
2022-10-23,20.7666
2022-10-24,20.9053
2022-10-25,21.6116
2022-10-26,20.114
2022-10-27,19.7104
2022-10-28,20.5306
2022-10-29,20.5306
2022-10-30,20.5306
2022-10-31,20.1895
2022-11-01,20.4261
2022-11-02,19.6828
2022-11-03,19.0804
2022-11-04,19.4491
2022-11-05,19.4491
2022-11-06,19.4491
2022-11-07,19.3635
2022-11-08,19.288
2022-11-09,18.9323
2022-11-10,20.4551
2022-11-11,21.2057
2022-11-12,21.2057
2022-11-13,21.2057
2022-11-14,21.2057
2022-11-15,21.657
2022-11-16,21.1519
2022-11-17,21.0099
2022-11-18,21.3115
2022-11-19,21.3115
2022-11-20,21.3115
2022-11-21,21.8122
2022-11-22,22.4446
2022-11-23,22.2426
2022-11-24,22.2426
2022-11-25,22.1753
2022-11-26,22.1753
2022-11-27,22.1753
2022-11-28,21.6102
2022-11-29,21.3774
2022-11-30,22.0786
2022-12-01,22.1401
2022-12-02,21.9806
2022-12-03,21.9806
2022-12-04,21.9806
2022-12-05,21.5267
2022-12-06,21.2954
2022-12-07,21.1739
2022-12-08,21.6921
2022-12-09,21.3291
2022-12-10,21.3291
2022-12-11,21.3291
2022-12-12,21.9659
2022-12-13,22.0728
2022-12-14,21.7068
2022-12-15,20.8635
2022-12-16,20.5502
2022-12-17,20.5502
2022-12-18,20.5502
2022-12-19,20.1915
2022-12-20,20.3745
2022-12-21,20.2486
2022-12-22,19.9427
2022-12-23,20.0876
2022-12-24,20.0876
2022-12-25,20.0876
2022-12-26,20.0876
2022-12-27,20.1139
2022-12-28,19.7699
2022-12-29,20.4009
2022-12-30,21.3377
2022-12-31,21.3377
2023-01-01,21.3377
2023-01-02,21.3377
2023-01-03,21.5455
2023-01-04,21.6122
2023-01-05,20.8012
2023-01-06,21.0477
2023-01-07,21.0477
2023-01-08,21.0477
2023-01-09,21.3206
2023-01-10,21.4044
2023-01-11,21.9626
2023-01-12,21.9223
2023-01-13,21.8122
2023-01-14,21.8122
2023-01-15,21.8122
2023-01-16,21.8122
2023-01-17,21.8944
2023-01-18,21.3672
2023-01-19,20.9407
2023-01-20,21.5145
2023-01-21,21.5145
2023-01-22,21.5145
2023-01-23,21.9983
2023-01-24,21.7967
2023-01-25,21.5509
2023-01-26,21.9092
2023-01-27,21.903
2023-01-28,21.903
2023-01-29,21.903
2023-01-30,21.5818
2023-01-31,21.886
2023-02-01,22.3014
2023-02-02,23.2804
2023-02-03,22.6192
2023-02-04,22.6192
2023-02-05,22.6192
2023-02-06,21.7729
2023-02-07,22.0169
2023-02-08,21.5227
2023-02-09,21.5536
2023-02-10,21.4748
2023-02-11,21.4748
2023-02-12,21.4748
2023-02-13,21.7791
2023-02-14,21.8208
2023-02-15,21.8702
2023-02-16,21.7544
2023-02-17,21.7667
2023-02-18,21.7667
2023-02-19,21.7667
2023-02-20,21.7667
2023-02-21,21.1644
2023-02-22,21.1505
2023-02-23,21.271
2023-02-24,20.8046
2023-02-25,20.8046
2023-02-26,20.8046
2023-02-27,20.8108
2023-02-28,21.1644
2023-03-01,21.3281
2023-03-02,21.3575
2023-03-03,21.569
2023-03-04,21.569
2023-03-05,21.569
2023-03-06,21.5026
2023-03-07,21.4223
2023-03-08,21.4609
2023-03-09,20.9004
2023-03-10,18.6764
2023-03-11,18.6764
2023-03-12,18.6764
2023-03-13,18.4415
2023-03-14,18.7047
2023-03-15,18.682
2023-03-16,19.0187
2023-03-17,18.9918
2023-03-18,18.9918
