,APO US Equity
2020-08-09,7.397
2020-08-10,7.397
2020-08-11,7.397
2020-08-12,7.397
2020-08-13,7.397
2020-08-14,7.397
2020-08-15,7.397
2020-08-16,7.397
2020-08-17,7.397
2020-08-18,7.397
2020-08-19,7.397
2020-08-20,7.397
2020-08-21,7.397
2020-08-22,7.397
2020-08-23,7.397
2020-08-24,7.397
2020-08-25,7.397
2020-08-26,7.397
2020-08-27,7.397
2020-08-28,7.397
2020-08-29,7.397
2020-08-30,7.397
2020-08-31,7.397
2020-09-01,7.397
2020-09-02,7.397
2020-09-03,7.397
2020-09-04,7.397
2020-09-05,7.397
2020-09-06,7.397
2020-09-07,7.397
2020-09-08,7.397
2020-09-09,7.397
2020-09-10,7.397
2020-09-11,7.397
2020-09-12,7.397
2020-09-13,7.397
2020-09-14,7.397
2020-09-15,7.397
2020-09-16,7.397
2020-09-17,7.397
2020-09-18,7.397
2020-09-19,7.397
2020-09-20,7.397
2020-09-21,7.397
2020-09-22,7.397
2020-09-23,7.397
2020-09-24,7.397
2020-09-25,7.397
2020-09-26,7.397
2020-09-27,7.397
2020-09-28,7.397
2020-09-29,7.397
2020-09-30,7.397
2020-10-01,7.397
2020-10-02,7.397
2020-10-03,7.397
2020-10-04,7.397
2020-10-05,7.397
2020-10-06,7.397
2020-10-07,7.397
2020-10-08,7.397
2020-10-09,7.397
2020-10-10,7.397
2020-10-11,7.397
2020-10-12,7.397
2020-10-13,7.397
2020-10-14,7.397
2020-10-15,7.397
2020-10-16,7.397
2020-10-17,7.397
2020-10-18,7.397
2020-10-19,7.397
2020-10-20,7.397
2020-10-21,7.397
2020-10-22,7.397
2020-10-23,7.397
2020-10-24,7.397
2020-10-25,7.397
2020-10-26,7.397
2020-10-27,7.397
2020-10-28,7.397
2020-10-29,7.397
2020-10-30,7.397
2020-10-31,7.397
2020-11-01,7.397
2020-11-02,7.397
2020-11-03,7.397
2020-11-04,7.397
2020-11-05,7.397
2020-11-06,7.397
2020-11-07,7.397
2020-11-08,7.397
2020-11-09,7.397
2020-11-10,7.397
2020-11-11,7.397
2020-11-12,7.397
2020-11-13,7.397
2020-11-14,7.397
2020-11-15,7.397
2020-11-16,7.397
2020-11-17,7.397
2020-11-18,7.397
2020-11-19,7.397
2020-11-20,7.397
2020-11-21,7.397
2020-11-22,7.397
2020-11-23,7.397
2020-11-24,7.397
2020-11-25,7.397
2020-11-26,7.397
2020-11-27,7.397
2020-11-28,7.397
2020-11-29,7.397
2020-11-30,7.397
2020-12-01,7.397
2020-12-02,7.397
2020-12-03,7.397
2020-12-04,7.397
2020-12-05,7.397
2020-12-06,7.397
2020-12-07,7.397
2020-12-08,7.397
2020-12-09,7.397
2020-12-10,7.397
2020-12-11,7.397
2020-12-12,7.397
2020-12-13,7.397
2020-12-14,7.397
2020-12-15,7.397
2020-12-16,7.397
2020-12-17,7.397
2020-12-18,7.397
2020-12-19,7.397
2020-12-20,7.397
2020-12-21,7.397
2020-12-22,7.397
2020-12-23,7.397
2020-12-24,7.397
2020-12-25,7.397
2020-12-26,7.397
2020-12-27,7.397
2020-12-28,7.397
2020-12-29,7.397
2020-12-30,7.397
2020-12-31,46.8304
2021-01-01,46.8304
2021-01-02,46.8304
2021-01-03,46.8304
2021-01-04,46.3504
2021-01-05,46.4972
2021-01-06,46.2433
2021-01-07,46.0053
2021-01-08,46.0291
2021-01-09,46.0291
2021-01-10,46.0291
2021-01-11,46.2275
2021-01-12,46.0371
2021-01-13,46.1005
2021-01-14,46.525
2021-01-15,46.4218
2021-01-16,46.4218
2021-01-17,46.4218
2021-01-18,46.4218
2021-01-19,46.517
2021-01-20,46.4615
2021-01-21,46.3663
2021-01-22,45.8189
2021-01-23,45.8189
2021-01-24,45.8189
2021-01-25,45.6007
2021-01-26,46.9098
2021-01-27,46.2751
2021-01-28,46.4655
2021-01-29,45.6245
2021-01-30,45.6245
2021-01-31,45.6245
2021-02-01,46.2989
2021-02-02,46.7947
2021-02-03,47.2826
2021-02-04,47.617
2021-02-05,47.5138
2021-02-06,47.5138
2021-02-07,47.5138
2021-02-08,47.613
2021-02-09,47.4781
2021-02-10,47.9781
2021-02-11,47.4345
2021-02-12,47.8194
2021-02-13,47.8194
2021-02-14,47.8194
2021-02-15,47.8194
2021-02-16,47.8432
2021-02-17,48.0138
2021-02-18,47.6844
2021-02-19,48.244
2021-02-20,48.244
2021-02-21,48.244
2021-02-22,47.9103
2021-02-23,47.6971
2021-02-24,47.9143
2021-02-25,47.0577
2021-02-26,47.291
2021-02-27,47.291
2021-02-28,47.291
2021-03-01,47.6609
2021-03-02,47.48
2021-03-03,47.673
2021-03-04,47.3312
2021-03-05,47.3312
2021-03-06,47.3312
2021-03-07,47.3312
2021-03-08,46.4867
2021-03-09,45.807
2021-03-10,45.7105
2021-03-11,46.6355
2021-03-12,46.736
2021-03-13,46.736
2021-03-14,46.736
2021-03-15,47.0255
2021-03-16,46.732
2021-03-17,46.7802
2021-03-18,46.4786
2021-03-19,46.4183
2021-03-20,46.4183
2021-03-21,46.4183
2021-03-22,47.2749
2021-03-23,47.1542
2021-03-24,46.5711
2021-03-25,46.2896
2021-03-26,46.177
2021-03-27,46.177
2021-03-28,46.177
2021-03-29,46.0966
2021-03-30,46.362
2021-03-31,5.7402
2021-04-01,5.7878
2021-04-02,5.7878
2021-04-03,5.7878
2021-04-04,5.7878
2021-04-05,5.7721
2021-04-06,5.7778
2021-04-07,5.7421
2021-04-08,5.7188
2021-04-09,5.7412
2021-04-10,5.7412
2021-04-11,5.7412
2021-04-12,5.7664
2021-04-13,5.7574
2021-04-14,5.8572
2021-04-15,5.8938
2021-04-16,5.957
2021-04-17,5.957
2021-04-18,5.957
2021-04-19,5.9532
2021-04-20,5.9451
2021-04-21,5.9917
2021-04-22,6.0112
2021-04-23,6.034
2021-04-24,6.034
2021-04-25,6.034
2021-04-26,6.0977
2021-04-27,6.1281
2021-04-28,6.1395
2021-04-29,6.1452
2021-04-30,6.1376
2021-05-01,6.1376
2021-05-02,6.1376
2021-05-03,6.1234
2021-05-04,6.1229
2021-05-05,6.201
2021-05-06,6.2271
2021-05-07,6.2762
2021-05-08,6.2762
2021-05-09,6.2762
2021-05-10,6.2492
2021-05-11,6.2568
2021-05-12,6.1602
2021-05-13,6.1812
2021-05-14,6.2392
2021-05-15,6.2392
2021-05-16,6.2392
2021-05-17,6.2373
2021-05-18,6.2188
2021-05-19,6.2188
2021-05-20,6.2083
2021-05-21,6.2397
2021-05-22,6.2397
2021-05-23,6.2397
2021-05-24,6.2402
2021-05-25,6.2011
2021-05-26,6.2335
2021-05-27,6.2607
2021-05-28,6.2354
2021-05-29,6.2354
2021-05-30,6.2354
2021-05-31,6.2354
2021-06-01,6.2016
2021-06-02,6.2045
2021-06-03,6.2445
2021-06-04,6.2388
2021-06-05,6.2388
2021-06-06,6.2388
2021-06-07,6.2545
2021-06-08,6.244
2021-06-09,6.2288
2021-06-10,6.2335
2021-06-11,6.2568
2021-06-12,6.2568
2021-06-13,6.2568
2021-06-14,6.2435
2021-06-15,6.2673
2021-06-16,6.294
2021-06-17,6.2873
2021-06-18,6.2369
2021-06-19,6.2369
2021-06-20,6.2369
2021-06-21,6.2892
2021-06-22,6.2787
2021-06-23,6.2807
2021-06-24,6.3202
2021-06-25,6.4373
2021-06-26,6.4373
2021-06-27,6.4373
2021-06-28,6.4349
2021-06-29,6.4768
2021-06-30,5.6576
2021-07-01,5.6922
2021-07-02,5.7443
2021-07-03,5.7443
2021-07-04,5.7443
2021-07-05,5.7443
2021-07-06,5.7221
2021-07-07,5.7042
2021-07-08,5.5854
2021-07-09,5.6136
2021-07-10,5.6136
2021-07-11,5.6136
2021-07-12,5.62
2021-07-13,5.559
2021-07-14,5.5641
2021-07-15,5.5397
2021-07-16,5.4244
2021-07-17,5.4244
2021-07-18,5.4244
2021-07-19,5.4018
2021-07-20,5.4539
2021-07-21,5.4838
2021-07-22,5.5
2021-07-23,5.5397
2021-07-24,5.5397
2021-07-25,5.5397
2021-07-26,5.535
2021-07-27,5.5308
2021-07-28,5.5137
2021-07-29,5.5431
2021-07-30,5.515
2021-07-31,5.515
2021-08-01,5.515
2021-08-02,5.5295
2021-08-03,5.5918
2021-08-04,5.6017
2021-08-05,5.6123
2021-08-06,5.6337
2021-08-07,5.6337
2021-08-08,5.6337
2021-08-09,5.6549
2021-08-10,5.6034
2021-08-11,5.57
2021-08-12,5.5466
2021-08-13,5.5718
2021-08-14,5.5718
2021-08-15,5.5718
2021-08-16,5.5752
2021-08-17,5.5263
2021-08-18,5.4704
2021-08-19,5.4245
2021-08-20,5.4375
2021-08-21,5.4375
2021-08-22,5.4375
2021-08-23,5.4869
2021-08-24,5.4994
2021-08-25,5.5189
2021-08-26,5.509
2021-08-27,5.5406
2021-08-28,5.5406
2021-08-29,5.5406
2021-08-30,5.5501
2021-08-31,5.5895
2021-09-01,5.6411
2021-09-02,5.651
2021-09-03,5.6774
2021-09-04,5.6774
2021-09-05,5.6774
2021-09-06,5.6774
2021-09-07,5.6813
2021-09-08,5.6545
2021-09-09,5.6484
2021-09-10,5.6302
2021-09-11,5.6302
2021-09-12,5.6302
2021-09-13,5.6857
2021-09-14,5.6432
2021-09-15,5.7298
2021-09-16,5.7164
2021-09-17,5.7203
2021-09-18,5.7203
2021-09-19,5.7203
2021-09-20,5.5311
2021-09-21,5.5614
2021-09-22,5.5735
2021-09-23,5.6536
2021-09-24,5.7034
2021-09-25,5.7034
2021-09-26,5.7034
2021-09-27,5.7285
2021-09-28,5.6614
2021-09-29,5.7008
2021-09-30,5.7046
2021-10-01,5.7168
2021-10-02,5.7168
2021-10-03,5.7168
2021-10-04,5.5832
2021-10-05,5.7029
2021-10-06,5.7489
2021-10-07,5.7914
2021-10-08,5.8682
2021-10-09,5.8682
2021-10-10,5.8682
2021-10-11,5.8708
2021-10-12,5.8921
2021-10-13,5.8977
2021-10-14,5.9741
2021-10-15,5.9576
2021-10-16,5.9576
2021-10-17,5.9576
2021-10-18,5.9958
2021-10-19,6.2075
2021-10-20,6.2561
2021-10-21,6.3858
2021-10-22,6.4912
2021-10-23,6.4912
2021-10-24,6.4912
2021-10-25,6.5016
2021-10-26,6.493
2021-10-27,6.3936
2021-10-28,6.4309
2021-10-29,6.3711
2021-10-30,6.3711
2021-10-31,6.3711
2021-11-01,6.3442
2021-11-02,6.4855
2021-11-03,6.5555
2021-11-04,6.5248
2021-11-05,6.509
2021-11-06,6.509
2021-11-07,6.509
2021-11-08,6.5318
2021-11-09,6.4977
2021-11-10,6.3937
2021-11-11,6.4355
2021-11-12,6.4387
2021-11-13,6.4387
2021-11-14,6.4387
2021-11-15,6.4891
2021-11-16,6.475
2021-11-17,6.4619
2021-11-18,6.4573
2021-11-19,6.4369
2021-11-20,6.4369
2021-11-21,6.4369
2021-11-22,6.4778
2021-11-23,6.3851
2021-11-24,6.3914
2021-11-25,6.3914
2021-11-26,6.2911
2021-11-27,6.2911
2021-11-28,6.2911
2021-11-29,6.3642
2021-11-30,6.2475
2021-12-01,6.2416
2021-12-02,6.2938
2021-12-03,6.217
2021-12-04,6.217
2021-12-05,6.217
2021-12-06,6.2188
2021-12-07,6.257
2021-12-08,6.2597
2021-12-09,6.2343
2021-12-10,6.1961
2021-12-11,6.1961
2021-12-12,6.1961
2021-12-13,6.1943
2021-12-14,6.1453
2021-12-15,6.2193
2021-12-16,6.2029
2021-12-17,6.2275
2021-12-18,6.2275
2021-12-19,6.2275
2021-12-20,6.1475
2021-12-21,6.2983
2021-12-22,6.3151
2021-12-23,6.406
2021-12-24,6.406
2021-12-25,6.406
2021-12-26,6.406
2021-12-27,6.3946
2021-12-28,6.3696
2021-12-29,6.3392
2021-12-30,6.3501
2021-12-31,6.3501
2022-01-01,6.3501
2022-01-02,6.3501
2022-01-03,12.2496
2022-01-04,12.4907
2022-01-05,12.0204
2022-01-06,12.0168
2022-01-07,11.9444
2022-01-08,11.9444
2022-01-09,11.9444
2022-01-10,11.872
2022-01-11,12.1368
2022-01-12,12.1582
2022-01-13,12.0145
2022-01-14,11.929
2022-01-15,11.929
2022-01-16,11.929
2022-01-17,11.929
2022-01-18,11.7888
2022-01-19,11.7176
2022-01-20,11.7116
2022-01-21,11.581
2022-01-22,11.581
2022-01-23,11.581
2022-01-24,11.5157
2022-01-25,11.3732
2022-01-26,11.3019
2022-01-27,11.6202
2022-01-28,11.8494
2022-01-29,11.8494
2022-01-30,11.8494
2022-01-31,12.0679
2022-02-01,12.1451
2022-02-02,12.1902
2022-02-03,11.9468
2022-02-04,12.1071
2022-02-05,12.1071
2022-02-06,12.1071
2022-02-07,12.1724
2022-02-08,11.7829
2022-02-09,12.0525
2022-02-10,12.0287
2022-02-11,11.5537
2022-02-12,11.5537
2022-02-13,11.5537
2022-02-14,11.5489
2022-02-15,11.7805
2022-02-16,11.8256
2022-02-17,11.5014
2022-02-18,11.3756
2022-02-19,11.3756
2022-02-20,11.3756
2022-02-21,11.3756
2022-02-22,11.2604
2022-02-23,11.1297
2022-02-24,11.1369
2022-02-25,11.5537
2022-02-26,11.5537
2022-02-27,11.5537
2022-02-28,11.505
2022-03-01,11.1654
2022-03-02,11.4658
2022-03-03,11.4231
2022-03-04,11.2936
2022-03-05,11.2936
2022-03-06,11.2936
2022-03-07,10.6773
2022-03-08,10.8827
2022-03-09,11.2711
2022-03-10,11.1262
2022-03-11,11.2426
2022-03-12,11.2426
2022-03-13,11.2426
2022-03-14,10.8103
2022-03-15,10.8269
2022-03-16,11.1511
2022-03-17,11.068
2022-03-18,11.1867
2022-03-19,11.1867
2022-03-20,11.1867
2022-03-21,11.1772
2022-03-22,11.4361
2022-03-23,11.2105
2022-03-24,11.3423
2022-03-25,11.1772
2022-03-26,11.1772
2022-03-27,11.1772
2022-03-28,11.2616
2022-03-29,11.5584
2022-03-30,11.2414
2022-03-31,18.9508
2022-04-01,19.0654
2022-04-02,19.0654
2022-04-03,19.0654
2022-04-04,18.3778
2022-04-05,17.6629
2022-04-06,16.9896
2022-04-07,16.5536
2022-04-08,16.5184
2022-04-09,16.5184
2022-04-10,16.5184
2022-04-11,16.2971
2022-04-12,15.8611
2022-04-13,16.5793
2022-04-14,16.4959
2022-04-15,16.4959
2022-04-16,16.4959
2022-04-17,16.4959
2022-04-18,16.2619
2022-04-19,16.8486
2022-04-20,17.0313
2022-04-21,16.0695
2022-04-22,15.3546
2022-04-23,15.3546
2022-04-24,15.3546
2022-04-25,15.5021
2022-04-26,14.4633
2022-04-27,14.3896
2022-04-28,14.8352
2022-04-29,14.0177
2022-04-30,14.0177
2022-05-01,14.0177
2022-05-02,14.7102
2022-05-03,14.6493
2022-05-04,15.268
2022-05-05,15.1751
2022-05-06,15.0244
2022-05-07,15.0244
2022-05-08,15.0244
2022-05-09,13.9504
2022-05-10,14.3359
2022-05-11,14.5198
2022-05-12,14.7004
2022-05-13,15.5488
2022-05-14,15.5488
2022-05-15,15.5488
2022-05-16,15.3262
2022-05-17,15.7424
2022-05-18,15.594
2022-05-19,15.4682
2022-05-20,15.6391
2022-05-21,15.6391
2022-05-22,15.6391
2022-05-23,15.8779
2022-05-24,15.3488
2022-05-25,16.0585
2022-05-26,16.8101
2022-05-27,17.523
2022-05-28,17.523
2022-05-29,17.523
2022-05-30,17.523
2022-05-31,16.6585
2022-06-01,16.7004
2022-06-02,16.9456
2022-06-03,16.7037
2022-06-04,16.7037
2022-06-05,16.7037
2022-06-06,17.152
2022-06-07,17.123
2022-06-08,16.5553
2022-06-09,16.3424
2022-06-10,15.6295
2022-06-11,15.6295
2022-06-12,15.6295
2022-06-13,14.2198
2022-06-14,13.9875
2022-06-15,14.3714
2022-06-16,13.1553
2022-06-17,13.6295
2022-06-18,13.6295
2022-06-19,13.6295
2022-06-20,13.6295
2022-06-21,14.1456
2022-06-22,14.2553
2022-06-23,14.1746
2022-06-24,14.8391
2022-06-25,14.8391
2022-06-26,14.8391
2022-06-27,14.9617
2022-06-28,14.6037
2022-06-29,14.0908
2022-06-30,14.0908
2022-07-01,14.0908
2022-07-02,14.0908
2022-07-03,14.0908
2022-07-04,14.0908
2022-07-05,14.0908
2022-07-06,14.0908
2022-07-07,14.0908
2022-07-08,14.0908
2022-07-09,14.0908
2022-07-10,14.0908
2022-07-11,14.0908
2022-07-12,14.0908
2022-07-13,14.0908
2022-07-14,14.0908
2022-07-15,14.0908
2022-07-16,14.0908
2022-07-17,14.0908
2022-07-18,14.0908
2022-07-19,14.0908
2022-07-20,14.0908
2022-07-21,14.0908
2022-07-22,14.0908
2022-07-23,14.0908
2022-07-24,14.0908
2022-07-25,14.0908
2022-07-26,14.0908
2022-07-27,14.0908
2022-07-28,14.0908
2022-07-29,14.0908
2022-07-30,14.0908
2022-07-31,14.0908
2022-08-01,14.0908
2022-08-02,14.0908
2022-08-03,14.0908
2022-08-04,14.0908
2022-08-05,14.0908
2022-08-06,14.0908
2022-08-07,14.0908
2022-08-08,14.0908
2022-08-09,14.0908
2022-08-10,14.0908
2022-08-11,14.0908
2022-08-12,14.0908
2022-08-13,14.0908
2022-08-14,14.0908
2022-08-15,14.0908
2022-08-16,14.0908
2022-08-17,14.0908
2022-08-18,14.0908
2022-08-19,14.0908
2022-08-20,14.0908
2022-08-21,14.0908
2022-08-22,14.0908
2022-08-23,14.0908
2022-08-24,14.0908
2022-08-25,14.0908
2022-08-26,14.0908
2022-08-27,14.0908
2022-08-28,14.0908
2022-08-29,14.0908
2022-08-30,14.0908
2022-08-31,14.0908
2022-09-01,14.0908
2022-09-02,14.0908
2022-09-03,14.0908
2022-09-04,14.0908
2022-09-05,14.0908
2022-09-06,14.0908
2022-09-07,14.0908
2022-09-08,14.0908
2022-09-09,14.0908
2022-09-10,14.0908
2022-09-11,14.0908
2022-09-12,14.0908
2022-09-13,14.0908
2022-09-14,14.0908
2022-09-15,14.0908
2022-09-16,14.0908
2022-09-17,14.0908
2022-09-18,14.0908
2022-09-19,14.0908
2022-09-20,14.0908
2022-09-21,14.0908
2022-09-22,14.0908
2022-09-23,14.0908
2022-09-24,14.0908
2022-09-25,14.0908
2022-09-26,14.0908
2022-09-27,14.0908
2022-09-28,14.0908
2022-09-29,14.0908
2022-09-30,14.0908
2022-10-01,14.0908
2022-10-02,14.0908
2022-10-03,14.0908
2022-10-04,14.0908
2022-10-05,14.0908
2022-10-06,14.0908
2022-10-07,14.0908
2022-10-08,14.0908
2022-10-09,14.0908
2022-10-10,14.0908
2022-10-11,14.0908
2022-10-12,14.0908
2022-10-13,14.0908
2022-10-14,14.0908
2022-10-15,14.0908
2022-10-16,14.0908
2022-10-17,14.0908
2022-10-18,14.0908
2022-10-19,14.0908
2022-10-20,14.0908
2022-10-21,14.0908
2022-10-22,14.0908
2022-10-23,14.0908
2022-10-24,14.0908
2022-10-25,14.0908
2022-10-26,14.0908
2022-10-27,14.0908
2022-10-28,14.0908
2022-10-29,14.0908
2022-10-30,14.0908
2022-10-31,14.0908
2022-11-01,14.0908
2022-11-02,14.0908
2022-11-03,14.0908
2022-11-04,14.0908
2022-11-05,14.0908
2022-11-06,14.0908
2022-11-07,14.0908
2022-11-08,14.0908
2022-11-09,14.0908
2022-11-10,14.0908
2022-11-11,14.0908
2022-11-12,14.0908
2022-11-13,14.0908
2022-11-14,14.0908
2022-11-15,14.0908
2022-11-16,14.0908
2022-11-17,14.0908
2022-11-18,14.0908
2022-11-19,14.0908
2022-11-20,14.0908
2022-11-21,14.0908
2022-11-22,14.0908
2022-11-23,14.0908
2022-11-24,14.0908
2022-11-25,14.0908
2022-11-26,14.0908
2022-11-27,14.0908
2022-11-28,14.0908
2022-11-29,14.0908
2022-11-30,14.0908
2022-12-01,14.0908
2022-12-02,14.0908
2022-12-03,14.0908
2022-12-04,14.0908
2022-12-05,14.0908
2022-12-06,14.0908
2022-12-07,14.0908
2022-12-08,14.0908
2022-12-09,14.0908
2022-12-10,14.0908
2022-12-11,14.0908
2022-12-12,14.0908
2022-12-13,14.0908
2022-12-14,14.0908
2022-12-15,14.0908
2022-12-16,14.0908
2022-12-17,14.0908
2022-12-18,14.0908
2022-12-19,14.0908
2022-12-20,14.0908
2022-12-21,14.0908
2022-12-22,14.0908
2022-12-23,14.0908
2022-12-24,14.0908
2022-12-25,14.0908
2022-12-26,14.0908
2022-12-27,14.0908
2022-12-28,14.0908
2022-12-29,14.0908
2022-12-30,14.0908
2022-12-31,14.0908
2023-01-01,14.0908
2023-01-02,14.0908
2023-01-03,14.0908
2023-01-04,14.0908
2023-01-05,14.0908
2023-01-06,14.0908
2023-01-07,14.0908
2023-01-08,14.0908
2023-01-09,14.0908
2023-01-10,14.0908
2023-01-11,14.0908
2023-01-12,14.0908
2023-01-13,14.0908
2023-01-14,14.0908
2023-01-15,14.0908
2023-01-16,14.0908
2023-01-17,14.0908
2023-01-18,14.0908
2023-01-19,14.0908
2023-01-20,14.0908
2023-01-21,14.0908
2023-01-22,14.0908
2023-01-23,14.0908
2023-01-24,14.0908
2023-01-25,14.0908
2023-01-26,14.0908
2023-01-27,14.0908
2023-01-28,14.0908
2023-01-29,14.0908
2023-01-30,14.0908
2023-01-31,14.0908
2023-02-01,14.0908
2023-02-02,14.0908
2023-02-03,14.0908
2023-02-04,14.0908
2023-02-05,14.0908
2023-02-06,14.0908
2023-02-07,14.0908
2023-02-08,14.0908
2023-02-09,14.0908
2023-02-10,14.0908
2023-02-11,14.0908
2023-02-12,14.0908
2023-02-13,14.0908
2023-02-14,14.0908
2023-02-15,14.0908
2023-02-16,14.0908
2023-02-17,14.0908
2023-02-18,14.0908
2023-02-19,14.0908
2023-02-20,14.0908
2023-02-21,14.0908
2023-02-22,14.0908
2023-02-23,14.0908
2023-02-24,14.0908
2023-02-25,14.0908
2023-02-26,14.0908
2023-02-27,14.0908
2023-02-28,14.0908
2023-03-01,14.0908
2023-03-02,14.0908
2023-03-03,14.0908
2023-03-04,14.0908
2023-03-05,14.0908
2023-03-06,14.0908
2023-03-07,14.0908
2023-03-08,14.0908
2023-03-09,14.0908
2023-03-10,14.0908
2023-03-11,14.0908
2023-03-12,14.0908
2023-03-13,14.0908
2023-03-14,14.0908
2023-03-15,14.0908
2023-03-16,14.0908
2023-03-17,14.0908
2023-03-18,14.0908
2023-03-19,14.0908
2023-03-20,14.0908
2023-03-21,14.0908
2023-03-22,14.0908
2023-03-23,14.0908
2023-03-24,14.0908
2023-03-25,14.0908
2023-03-26,14.0908
2023-03-27,14.0908
2023-03-28,14.0908
2023-03-29,14.0908
2023-03-30,14.0908
2023-03-31,14.0908
2023-04-01,14.0908
2023-04-02,14.0908
2023-04-03,14.0908
2023-04-04,14.0908
2023-04-05,14.0908
2023-04-06,14.0908
2023-04-07,14.0908
