,CHDN US Equity
2023-03-20,43.1729
2023-03-21,43.6632
2023-03-22,43.4436
2023-03-23,42.4829
2023-03-24,42.1937
2023-03-25,42.1937
2023-03-26,42.1937
2023-03-27,42.5712
2023-03-28,42.6816
2023-03-29,43.1032
2023-03-30,43.4959
2023-03-31,35.1457
2023-04-01,35.1457
2023-04-02,35.1457
2023-04-03,35.0481
2023-04-04,34.9173
2023-04-05,34.5921
2023-04-06,34.8101
2023-04-07,34.8101
2023-04-08,34.8101
2023-04-09,34.8101
2023-04-10,34.7599
2023-04-11,35.0443
2023-04-12,34.8225
2023-04-13,34.9912
2023-04-14,35.0462
2023-04-15,35.0462
2023-04-16,35.0462
2023-04-17,34.9514
2023-04-18,35.0652
2023-04-19,35.1401
2023-04-20,35.0339
2023-04-21,35.2083
2023-04-22,35.2083
2023-04-23,35.2083
2023-04-24,35.2017
2023-04-25,34.8424
2023-04-26,34.6846
2023-04-27,38.0482
2023-04-28,38.5475
2023-04-29,38.5475
2023-04-30,38.5475
2023-05-01,39.082
2023-05-02,39.046
2023-05-03,38.9045
2023-05-04,38.1631
2023-05-05,38.9017
2023-05-06,38.9017
2023-05-07,38.9017
2023-05-08,38.5039
2023-05-09,38.5703
2023-05-10,38.6074
2023-05-11,38.6159
2023-05-12,38.4858
2023-05-13,38.4858
2023-05-14,38.4858
2023-05-15,38.4782
2023-05-16,37.996
2023-05-17,37.8365
2023-05-18,38.2124
2023-05-19,38.0662
2023-05-20,38.0662
2023-05-21,38.0662
2023-05-22,37.677
2023-05-23,37.1966
2023-05-24,37.1909
2023-05-25,37.3276
2023-05-26,36.8966
2023-05-27,36.8966
2023-05-28,36.8966
2023-05-29,36.8966
2023-05-30,36.4789
2023-05-31,36.5643
2023-06-01,36.8909
2023-06-02,37.7738
2023-06-03,37.7738
2023-06-04,37.7738
2023-06-05,36.1276
2023-06-06,37.1434
2023-06-07,37.2649
2023-06-08,37.4795
2023-06-09,37.282
2023-06-10,37.282
2023-06-11,37.282
2023-06-12,37.1282
2023-06-13,37.1719
2023-06-14,36.9498
2023-06-15,36.9213
2023-06-16,36.6725
2023-06-17,36.6725
2023-06-18,36.6725
2023-06-19,36.6725
2023-06-20,36.4827
2023-06-21,36.3346
2023-06-22,36.1979
2023-06-23,35.5789
2023-06-24,35.5789
2023-06-25,35.5789
2023-06-26,35.6928
2023-06-27,36.1143
2023-06-28,36.0213
2023-06-29,36.5795
2023-06-30,34.8994
2023-07-01,34.8994
2023-07-02,34.8994
2023-07-03,34.4628
2023-07-04,34.4628
2023-07-05,33.8588
2023-07-06,33.5239
2023-07-07,33.7965
2023-07-08,33.7965
2023-07-09,33.7965
2023-07-10,33.9515
2023-07-11,33.768
2023-07-12,33.67
2023-07-13,33.8482
2023-07-14,33.9889
2023-07-15,33.9889
2023-07-16,33.9889
2023-07-17,33.7537
2023-07-18,34.0085
2023-07-19,33.7502
2023-07-20,33.5274
2023-07-21,33.8464
2023-07-22,33.8464
2023-07-23,33.8464
2023-07-24,33.3457
2023-07-25,33.3457
2023-07-26,33.5476
2023-07-27,31.274
2023-07-28,31.1867
2023-07-29,31.1867
2023-07-30,31.1867
2023-07-31,30.7449
2023-08-01,31.1279
2023-08-02,31.1066
2023-08-03,31.4718
2023-08-04,31.5609
2023-08-05,31.5609
2023-08-06,31.5609
2023-08-07,31.7961
2023-08-08,31.7551
2023-08-09,32.0117
2023-08-10,32.1097
2023-08-11,32.0527
2023-08-12,32.0527
2023-08-13,32.0527
2023-08-14,32.197
2023-08-15,32.0883
2023-08-16,31.7961
2023-08-17,31.6607
2023-08-18,31.7248
2023-08-19,31.7248
2023-08-20,31.7248
2023-08-21,32.1578
2023-08-22,32.1916
2023-08-23,32.3128
2023-08-24,32.1453
2023-08-25,32.1827
2023-08-26,32.1827
2023-08-27,32.1827
2023-08-28,32.5017
2023-08-29,32.8562
2023-08-30,32.5801
2023-08-31,32.425
2023-09-01,32.5747
2023-09-02,32.5747
2023-09-03,32.5747
2023-09-04,32.5747
2023-09-05,31.6642
2023-09-06,31.47
2023-09-07,31.4112
2023-09-08,31.2384
2023-09-09,31.2384
2023-09-10,31.2384
2023-09-11,31.1351
2023-09-12,31.1368
2023-09-13,31.1511
2023-09-14,31.3934
2023-09-15,31.4077
2023-09-16,31.4077
2023-09-17,31.4077
2023-09-18,31.2954
2023-09-19,31.3346
2023-09-20,31.3186
2023-09-21,30.9426
2023-09-22,30.6718
2023-09-23,30.6718
2023-09-24,30.6718
2023-09-25,30.1391
2023-09-26,30.4562
2023-09-27,30.5756
2023-09-28,30.5916
2023-09-29,28.2869
2023-09-30,28.2869
2023-10-01,28.2869
2023-10-02,28.078
2023-10-03,27.8659
2023-10-04,27.799
2023-10-05,27.5805
2023-10-06,27.6236
2023-10-07,27.6236
2023-10-08,27.6236
2023-10-09,27.4577
2023-10-10,27.7703
2023-10-11,27.9122
2023-10-12,27.2982
2023-10-13,27.3254
2023-10-14,27.3254
2023-10-15,27.3254
2023-10-16,27.7527
2023-10-17,27.9265
2023-10-18,27.6299
2023-10-19,27.6746
2023-10-20,27.4641
2023-10-21,27.4641
2023-10-22,27.4641
2023-10-23,27.4609
2023-10-24,27.555
2023-10-25,27.01
2023-10-26,26.9513
2023-10-27,27.0212
2023-10-28,27.0212
2023-10-29,27.0212
2023-10-30,27.0974
2023-10-31,27.2341
2023-11-01,27.0863
2023-11-02,27.9633
2023-11-03,28.637
2023-11-04,28.637
2023-11-05,28.637
2023-11-06,28.664
2023-11-07,28.5194
2023-11-08,28.3319
2023-11-09,28.2843
2023-11-10,28.6799
2023-11-11,28.6799
2023-11-12,28.6799
2023-11-13,28.5734
2023-11-14,29.2582
2023-11-15,29.1279
2023-11-16,28.8451
2023-11-17,28.9675
2023-11-18,28.9675
2023-11-19,28.9675
2023-11-20,29.0723
2023-11-21,28.869
2023-11-22,28.9039
2023-11-23,28.9039
2023-11-24,28.9627
2023-11-25,28.9627
2023-11-26,28.9627
2023-11-27,28.6862
2023-11-28,28.529
2023-11-29,28.1206
2023-11-30,28.1762
2023-12-01,28.5035
2023-12-02,28.5035
2023-12-03,28.5035
2023-12-04,28.7816
2023-12-05,28.1429
2023-12-06,28.0539
2023-12-07,28.324
2023-12-08,28.8308
2023-12-09,28.8308
2023-12-10,28.8308
2023-12-11,29.4028
2023-12-12,29.6284
2023-12-13,30.2306
2023-12-14,30.4594
2023-12-15,30.2703
2023-12-16,30.2703
2023-12-17,30.2703
2023-12-18,30.4324
2023-12-19,31.1283
2023-12-20,30.5118
2023-12-21,30.8915
2023-12-22,31.1283
2023-12-23,31.1283
2023-12-24,31.1283
2023-12-25,31.1283
2023-12-26,31.1839
2023-12-27,31.3221
2023-12-28,31.3269
2023-12-29,26.206
2023-12-30,26.206
2023-12-31,26.206
2024-01-01,26.206
2024-01-02,26.0684
2024-01-03,25.4667
2024-01-04,25.3251
2024-01-05,25.1744
2024-01-06,25.1744
2024-01-07,25.1744
2024-01-08,25.2696
2024-01-09,24.9098
2024-01-10,24.7604
2024-01-11,24.7868
2024-01-12,24.7696
2024-01-13,24.7696
2024-01-14,24.7696
2024-01-15,24.7696
2024-01-16,24.5501
2024-01-17,24.7485
2024-01-18,24.8847
2024-01-19,24.9138
2024-01-20,24.9138
2024-01-21,24.9138
2024-01-22,24.8278
2024-01-23,24.7736
2024-01-24,24.4443
2024-01-25,24.5369
2024-01-26,24.3821
2024-01-27,24.3821
2024-01-28,24.3821
2024-01-29,24.6281
2024-01-30,24.6043
2024-01-31,24.3596
2024-02-01,24.5355
2024-02-02,24.4773
2024-02-03,24.4773
2024-02-04,24.4773
2024-02-05,24.0819
2024-02-06,24.3411
2024-02-07,24.4932
2024-02-08,24.6281
2024-02-09,24.7273
2024-02-10,24.7273
2024-02-11,24.7273
2024-02-12,24.5501
2024-02-13,24.115
2024-02-14,24.3266
2024-02-15,24.2261
2024-02-16,24.0964
2024-02-17,24.0964
2024-02-18,24.0964
2024-02-19,24.0964
2024-02-20,23.7354
2024-02-21,23.7004
2024-02-22,24.0179
2024-02-23,24.4124
2024-02-24,24.4124
2024-02-25,24.4124
2024-02-26,24.1459
2024-02-27,24.219
2024-02-28,24.2791
2024-02-29,24.2804
2024-03-01,23.9865
2024-03-02,23.9865
2024-03-03,23.9865
2024-03-04,23.5724
2024-03-05,23.0002
2024-03-06,22.9885
2024-03-07,23.1413
2024-03-08,23.0172
2024-03-09,23.0172
2024-03-10,23.0172
2024-03-11,23.1113
2024-03-12,23.2406
2024-03-13,23.1962
2024-03-14,23.486
2024-03-15,23.695
2024-03-16,23.695
2024-03-17,23.695
2024-03-18,23.4651
2024-03-19,23.7029
2024-03-20,24.1144
2024-03-21,23.8558
2024-03-22,23.7473
2024-03-23,23.7473
2024-03-24,23.7473
2024-03-25,23.7316
2024-03-26,24.1393
2024-03-27,24.5979
2024-03-28,24.5286
2024-03-29,24.5286
2024-03-30,24.5286
2024-03-31,24.5286
2024-04-01,24.5495
2024-04-02,24.5443
2024-04-03,24.6292
2024-04-04,23.9746
2024-04-05,24.1876
2024-04-06,24.1876
2024-04-07,24.1876
2024-04-08,24.2177
