,M US Equity
2020-08-11,7.2429
2020-08-12,7.2429
2020-08-13,7.2429
2020-08-14,7.2429
2020-08-15,7.2429
2020-08-16,7.2429
2020-08-17,7.2429
2020-08-18,7.2429
2020-08-19,7.2429
2020-08-20,7.2429
2020-08-21,7.2429
2020-08-22,7.2429
2020-08-23,7.2429
2020-08-24,7.2429
2020-08-25,7.2429
2020-08-26,7.2429
2020-08-27,7.2429
2020-08-28,7.2429
2020-08-29,7.2429
2020-08-30,7.2429
2020-08-31,7.2429
2020-09-01,7.2429
2020-09-02,7.2429
2020-09-03,7.2429
2020-09-04,7.2429
2020-09-05,7.2429
2020-09-06,7.2429
2020-09-07,7.2429
2020-09-08,7.2429
2020-09-09,7.2429
2020-09-10,7.2429
2020-09-11,7.2429
2020-09-12,7.2429
2020-09-13,7.2429
2020-09-14,7.2429
2020-09-15,7.2429
2020-09-16,7.2429
2020-09-17,7.2429
2020-09-18,7.2429
2020-09-19,7.2429
2020-09-20,7.2429
2020-09-21,7.2429
2020-09-22,7.2429
2020-09-23,7.2429
2020-09-24,7.2429
2020-09-25,7.2429
2020-09-26,7.2429
2020-09-27,7.2429
2020-09-28,7.2429
2020-09-29,7.2429
2020-09-30,7.2429
2020-10-01,7.2429
2020-10-02,7.2429
2020-10-03,7.2429
2020-10-04,7.2429
2020-10-05,7.2429
2020-10-06,7.2429
2020-10-07,7.2429
2020-10-08,7.2429
2020-10-09,7.2429
2020-10-10,7.2429
2020-10-11,7.2429
2020-10-12,7.2429
2020-10-13,7.2429
2020-10-14,7.2429
2020-10-15,7.2429
2020-10-16,7.2429
2020-10-17,7.2429
2020-10-18,7.2429
2020-10-19,7.2429
2020-10-20,7.2429
2020-10-21,7.2429
2020-10-22,7.2429
2020-10-23,7.2429
2020-10-24,7.2429
2020-10-25,7.2429
2020-10-26,7.2429
2020-10-27,7.2429
2020-10-28,7.2429
2020-10-29,7.2429
2020-10-30,7.2429
2020-10-31,7.2429
2020-11-01,7.2429
2020-11-02,7.2429
2020-11-03,7.2429
2020-11-04,7.2429
2020-11-05,7.2429
2020-11-06,7.2429
2020-11-07,7.2429
2020-11-08,7.2429
2020-11-09,7.2429
2020-11-10,7.2429
2020-11-11,7.2429
2020-11-12,7.2429
2020-11-13,7.2429
2020-11-14,7.2429
2020-11-15,7.2429
2020-11-16,7.2429
2020-11-17,7.2429
2020-11-18,7.2429
2020-11-19,7.2429
2020-11-20,7.2429
2020-11-21,7.2429
2020-11-22,7.2429
2020-11-23,7.2429
2020-11-24,7.2429
2020-11-25,7.2429
2020-11-26,7.2429
2020-11-27,7.2429
2020-11-28,7.2429
2020-11-29,7.2429
2020-11-30,7.2429
2020-12-01,7.2429
2020-12-02,7.2429
2020-12-03,7.2429
2020-12-04,7.2429
2020-12-05,7.2429
2020-12-06,7.2429
2020-12-07,7.2429
2020-12-08,7.2429
2020-12-09,7.2429
2020-12-10,7.2429
2020-12-11,7.2429
2020-12-12,7.2429
2020-12-13,7.2429
2020-12-14,7.2429
2020-12-15,7.2429
2020-12-16,7.2429
2020-12-17,7.2429
2020-12-18,7.2429
2020-12-19,7.2429
2020-12-20,7.2429
2020-12-21,7.2429
2020-12-22,7.2429
2020-12-23,7.2429
2020-12-24,7.2429
2020-12-25,7.2429
2020-12-26,7.2429
2020-12-27,7.2429
2020-12-28,7.2429
2020-12-29,7.2429
2020-12-30,7.2429
2020-12-31,7.2429
2021-01-01,7.2429
2021-01-02,7.2429
2021-01-03,7.2429
2021-01-04,7.2429
2021-01-05,7.2429
2021-01-06,7.2429
2021-01-07,7.2429
2021-01-08,7.2429
2021-01-09,7.2429
2021-01-10,7.2429
2021-01-11,7.2429
2021-01-12,7.2429
2021-01-13,7.2429
2021-01-14,7.2429
2021-01-15,7.2429
2021-01-16,7.2429
2021-01-17,7.2429
2021-01-18,7.2429
2021-01-19,7.2429
2021-01-20,7.2429
2021-01-21,7.2429
2021-01-22,7.2429
2021-01-23,7.2429
2021-01-24,7.2429
2021-01-25,7.2429
2021-01-26,7.2429
2021-01-27,7.2429
2021-01-28,7.2429
2021-01-29,7.2429
2021-01-30,7.2429
2021-01-31,7.2429
2021-02-01,7.2429
2021-02-02,7.2429
2021-02-03,7.2429
2021-02-04,7.2429
2021-02-05,7.2429
2021-02-06,7.2429
2021-02-07,7.2429
2021-02-08,7.2429
2021-02-09,7.2429
2021-02-10,7.2429
2021-02-11,7.2429
2021-02-12,7.2429
2021-02-13,7.2429
2021-02-14,7.2429
2021-02-15,7.2429
2021-02-16,7.2429
2021-02-17,7.2429
2021-02-18,7.2429
2021-02-19,7.2429
2021-02-20,7.2429
2021-02-21,7.2429
2021-02-22,7.2429
2021-02-23,7.2429
2021-02-24,7.2429
2021-02-25,7.2429
2021-02-26,7.2429
2021-02-27,7.2429
2021-02-28,7.2429
2021-03-01,7.2429
2021-03-02,7.2429
2021-03-03,7.2429
2021-03-04,7.2429
2021-03-05,7.2429
2021-03-06,7.2429
2021-03-07,7.2429
2021-03-08,7.2429
2021-03-09,7.2429
2021-03-10,7.2429
2021-03-11,7.2429
2021-03-12,7.2429
2021-03-13,7.2429
2021-03-14,7.2429
2021-03-15,7.2429
2021-03-16,7.2429
2021-03-17,7.2429
2021-03-18,7.2429
2021-03-19,7.2429
2021-03-20,7.2429
2021-03-21,7.2429
2021-03-22,7.2429
2021-03-23,7.2429
2021-03-24,7.2429
2021-03-25,7.2429
2021-03-26,7.2429
2021-03-27,7.2429
2021-03-28,7.2429
2021-03-29,7.2429
2021-03-30,7.2429
2021-03-31,7.2429
2021-04-01,7.2429
2021-04-02,7.2429
2021-04-03,7.2429
2021-04-04,7.2429
2021-04-05,7.2429
2021-04-06,7.2429
2021-04-07,7.2429
2021-04-08,7.2429
2021-04-09,7.2429
2021-04-10,7.2429
2021-04-11,7.2429
2021-04-12,7.2429
2021-04-13,7.2429
2021-04-14,7.2429
2021-04-15,7.2429
2021-04-16,7.2429
2021-04-17,7.2429
2021-04-18,7.2429
2021-04-19,7.2429
2021-04-20,7.2429
2021-04-21,7.2429
2021-04-22,7.2429
2021-04-23,7.2429
2021-04-24,7.2429
2021-04-25,7.2429
2021-04-26,7.2429
2021-04-27,7.2429
2021-04-28,7.2429
2021-04-29,7.2429
2021-04-30,7.2429
2021-05-01,7.2429
2021-05-02,7.2429
2021-05-03,7.2429
2021-05-04,7.2429
2021-05-05,7.2429
2021-05-06,7.2429
2021-05-07,7.2429
2021-05-08,7.2429
2021-05-09,7.2429
2021-05-10,7.2429
2021-05-11,7.2429
2021-05-12,7.2429
2021-05-13,7.2429
2021-05-14,7.2429
2021-05-15,7.2429
2021-05-16,7.2429
2021-05-17,7.2429
2021-05-18,7.2429
2021-05-19,7.2429
2021-05-20,7.2429
2021-05-21,7.2429
2021-05-22,7.2429
2021-05-23,7.2429
2021-05-24,7.2429
2021-05-25,7.2429
2021-05-26,7.2429
2021-05-27,7.2429
2021-05-28,7.2429
2021-05-29,7.2429
2021-05-30,7.2429
2021-05-31,7.2429
2021-06-01,7.2429
2021-06-02,7.2429
2021-06-03,7.2429
2021-06-04,7.2429
2021-06-05,7.2429
2021-06-06,7.2429
2021-06-07,7.2429
2021-06-08,7.2429
2021-06-09,7.2429
2021-06-10,7.2429
2021-06-11,7.2429
2021-06-12,7.2429
2021-06-13,7.2429
2021-06-14,7.2429
2021-06-15,7.2429
2021-06-16,7.2429
2021-06-17,7.2429
2021-06-18,7.2429
2021-06-19,7.2429
2021-06-20,7.2429
2021-06-21,7.2429
2021-06-22,7.2429
2021-06-23,7.2429
2021-06-24,7.2429
2021-06-25,7.2429
2021-06-26,7.2429
2021-06-27,7.2429
2021-06-28,7.2429
2021-06-29,7.2429
2021-06-30,7.2429
2021-07-01,7.2429
2021-07-02,7.2429
2021-07-03,7.2429
2021-07-04,7.2429
2021-07-05,7.2429
2021-07-06,7.2429
2021-07-07,7.2429
2021-07-08,7.2429
2021-07-09,7.2429
2021-07-10,7.2429
2021-07-11,7.2429
2021-07-12,7.2429
2021-07-13,7.2429
2021-07-14,7.2429
2021-07-15,7.2429
2021-07-16,7.2429
2021-07-17,7.2429
2021-07-18,7.2429
2021-07-19,7.2429
2021-07-20,7.2429
2021-07-21,7.2429
2021-07-22,7.2429
2021-07-23,7.2429
2021-07-24,7.2429
2021-07-25,7.2429
2021-07-26,7.2429
2021-07-27,7.2429
2021-07-28,7.2429
2021-07-29,7.2429
2021-07-30,10.2226
2021-07-31,10.2226
2021-08-01,10.2226
2021-08-02,10.2456
2021-08-03,10.3059
2021-08-04,10.1451
2021-08-05,10.3576
2021-08-06,10.6706
2021-08-07,10.6706
2021-08-08,10.6706
2021-08-09,10.751
2021-08-10,10.8946
2021-08-11,11.0296
2021-08-12,10.8831
2021-08-13,10.774
2021-08-14,10.774
2021-08-15,10.774
2021-08-16,10.7711
2021-08-17,10.5873
2021-08-18,10.5299
2021-08-19,11.559
2021-08-20,11.7835
2021-08-21,11.7835
2021-08-22,11.7835
2021-08-23,11.8094
2021-08-24,12.0971
2021-08-25,12.1288
2021-08-26,11.8267
2021-08-27,11.9561
2021-08-28,11.9561
2021-08-29,11.9561
2021-08-30,11.8036
2021-08-31,11.7835
2021-09-01,11.8267
2021-09-02,11.8583
2021-09-03,11.5348
2021-09-04,11.5348
2021-09-05,11.5348
2021-09-06,11.5348
2021-09-07,11.5947
2021-09-08,11.3951
2021-09-09,11.512
2021-09-10,11.2268
2021-09-11,11.2268
2021-09-12,11.2268
2021-09-13,11.3551
2021-09-14,11.3067
2021-09-15,11.4179
2021-09-16,11.6489
2021-09-17,11.5947
2021-09-18,11.5947
2021-09-19,11.5947
2021-09-20,11.492
2021-09-21,11.5006
2021-09-22,11.7943
2021-09-23,11.9483
2021-09-24,12.0995
2021-09-25,12.0995
2021-09-26,12.0995
2021-09-27,12.2763
2021-09-28,12.5016
2021-09-29,12.3846
2021-09-30,11.7858
2021-10-01,11.8685
2021-10-02,11.8685
2021-10-03,11.8685
2021-10-04,11.8685
2021-10-05,11.7002
2021-10-06,11.7743
2021-10-07,11.7658
2021-10-08,11.8342
2021-10-09,11.8342
2021-10-10,11.8342
2021-10-11,11.6745
2021-10-12,11.8371
2021-10-13,11.7487
2021-10-14,11.9312
2021-10-15,12.1964
2021-10-16,12.1964
2021-10-17,12.1964
2021-10-18,13.397
2021-10-19,12.9037
2021-10-20,12.8552
2021-10-21,12.8324
2021-10-22,12.9236
2021-10-23,12.9236
2021-10-24,12.9236
2021-10-25,12.9921
2021-10-26,12.8381
2021-10-27,12.6327
2021-10-28,12.8381
2021-10-29,8.2989
2021-10-30,8.2989
2021-10-31,8.2989
2021-11-01,8.6468
2021-11-02,8.6842
2021-11-03,9.0286
2021-11-04,9.0607
2021-11-05,9.1677
2021-11-06,9.1677
2021-11-07,9.1677
2021-11-08,9.1463
2021-11-09,9.0375
2021-11-10,8.8965
2021-11-11,9.0874
2021-11-12,9.0107
2021-11-13,9.0107
2021-11-14,9.0107
2021-11-15,9.116
2021-11-16,9.3372
2021-11-17,9.0785
2021-11-18,10.2435
2021-11-19,9.5609
2021-11-20,9.5609
2021-11-21,9.5609
2021-11-22,9.3988
2021-11-23,9.3747
2021-11-24,9.1178
2021-11-25,9.1178
2021-11-26,8.8316
2021-11-27,8.8316
2021-11-28,8.8316
2021-11-29,8.7057
2021-11-30,8.4902
2021-12-01,8.2627
2021-12-02,8.3523
2021-12-03,8.1971
2021-12-04,8.1971
2021-12-05,8.1971
2021-12-06,8.254
2021-12-07,8.3742
2021-12-08,8.2898
2021-12-09,8.1932
2021-12-10,8.1846
2021-12-11,8.1846
2021-12-12,8.1846
2021-12-13,7.8777
2021-12-14,8.0208
2021-12-15,7.8881
2021-12-16,7.7605
2021-12-17,7.8088
2021-12-18,7.8088
2021-12-19,7.8088
2021-12-20,7.6399
2021-12-21,7.8588
2021-12-22,7.864
2021-12-23,7.9105
2021-12-24,7.9105
2021-12-25,7.9105
2021-12-26,7.9105
2021-12-27,8.026
2021-12-28,8.0674
2021-12-29,8.2277
2021-12-30,8.2036
2021-12-31,8.0898
2022-01-01,8.0898
2022-01-02,8.0898
2022-01-03,8.2967
2022-01-04,8.4191
2022-01-05,8.1346
2022-01-06,8.1863
2022-01-07,8.1208
2022-01-08,8.1208
2022-01-09,8.1208
2022-01-10,7.9829
2022-01-11,8.1846
2022-01-12,8.1656
2022-01-13,8.2036
2022-01-14,8.0674
2022-01-15,8.0674
2022-01-16,8.0674
2022-01-17,8.0674
2022-01-18,7.9243
2022-01-19,7.9329
2022-01-20,7.6847
2022-01-21,7.5312
2022-01-22,7.5312
2022-01-23,7.5312
2022-01-24,8.2432
2022-01-25,8.2053
2022-01-26,8.0605
2022-01-27,8.0019
2022-01-28,5.3721
2022-01-29,5.3721
2022-01-30,5.3721
2022-01-31,5.3925
2022-02-01,5.4689
2022-02-02,5.353
2022-02-03,5.325
2022-02-04,5.3594
2022-02-05,5.3594
2022-02-06,5.3594
2022-02-07,5.3899
2022-02-08,5.4867
2022-02-09,5.5835
2022-02-10,5.5185
2022-02-11,5.3746
2022-02-12,5.3746
2022-02-13,5.3746
2022-02-14,5.2498
2022-02-15,5.3708
2022-02-16,5.4574
2022-02-17,5.3415
2022-02-18,5.4052
2022-02-19,5.4052
2022-02-20,5.4052
2022-02-21,5.4052
2022-02-22,5.1708
2022-02-23,5.0115
2022-02-24,5.2616
2022-02-25,5.4122
2022-02-26,5.4122
2022-02-27,5.4122
2022-02-28,5.3575
2022-03-01,5.1845
2022-03-02,5.391
2022-03-03,5.3711
2022-03-04,5.2181
2022-03-05,5.2181
2022-03-06,5.2181
2022-03-07,4.7975
2022-03-08,5.014
2022-03-09,5.1385
2022-03-10,5.2131
2022-03-11,5.0738
2022-03-12,5.0738
2022-03-13,5.0738
2022-03-14,5.0924
2022-03-15,5.2256
2022-03-16,5.4657
2022-03-17,5.5354
2022-03-18,5.5715
2022-03-19,5.5715
2022-03-20,5.5715
2022-03-21,5.4645
2022-03-22,5.4794
2022-03-23,5.3338
2022-03-24,5.411
2022-03-25,5.3912
2022-03-26,5.3912
2022-03-27,5.3912
2022-03-28,5.3153
2022-03-29,5.4422
2022-03-30,5.314
2022-03-31,5.1635
2022-04-01,5.1485
2022-04-02,5.1485
2022-04-03,5.1485
2022-04-04,5.1107
2022-04-05,5.1252
2022-04-06,5.0331
2022-04-07,4.9397
2022-04-08,5.0088
2022-04-09,5.0088
2022-04-10,5.0088
2022-04-11,5.0985
2022-04-12,5.1313
2022-04-13,5.2622
2022-04-14,5.2598
2022-04-15,5.2598
2022-04-16,5.2598
2022-04-17,5.2598
2022-04-18,5.2416
2022-04-19,5.3822
2022-04-20,5.3373
2022-04-21,5.2549
2022-04-22,5.0743
2022-04-23,5.0743
2022-04-24,5.0743
2022-04-25,5.164
2022-04-26,5.0816
2022-04-27,5.1204
2022-04-28,5.2513
2022-04-29,4.7102
2022-04-30,4.7102
2022-05-01,4.7102
2022-05-02,4.7837
2022-05-03,4.7212
2022-05-04,4.8407
2022-05-05,4.6718
2022-05-06,4.5951
2022-05-07,4.5951
2022-05-08,4.5951
2022-05-09,4.5139
2022-05-10,4.503
2022-05-11,4.2848
2022-05-12,4.3845
2022-05-13,4.4229
2022-05-14,4.4229
2022-05-15,4.4229
2022-05-16,4.3538
2022-05-17,4.3955
2022-05-18,4.1466
2022-05-19,4.1828
2022-05-20,4.0512
2022-05-21,4.0512
2022-05-22,4.0512
2022-05-23,4.0743
2022-05-24,3.9909
2022-05-25,4.1664
2022-05-26,4.4394
2022-05-27,4.4934
2022-05-28,4.4934
2022-05-29,4.4934
2022-05-30,4.4934
2022-05-31,4.5152
2022-06-01,4.4819
2022-06-02,4.5318
2022-06-03,4.5328
2022-06-04,4.5328
2022-06-05,4.5328
2022-06-06,4.5702
2022-06-07,4.5996
2022-06-08,4.5767
2022-06-09,4.5477
2022-06-10,4.4521
2022-06-11,4.4521
2022-06-12,4.4521
2022-06-13,4.2632
2022-06-14,4.3234
2022-06-15,4.3359
2022-06-16,4.1168
2022-06-17,4.123
2022-06-18,4.123
2022-06-19,4.123
2022-06-20,4.123
2022-06-21,4.1292
2022-06-22,4.0888
2022-06-23,4.04
2022-06-24,4.2362
2022-06-25,4.2362
2022-06-26,4.2362
2022-06-27,4.1573
2022-06-28,4.0721
2022-06-29,4.015
2022-06-30,3.9621
2022-07-01,3.9258
2022-07-02,3.9258
2022-07-03,3.9258
2022-07-04,3.9258
2022-07-05,4.0119
2022-07-06,3.8832
2022-07-07,3.9226
2022-07-08,3.9206
2022-07-09,3.9206
2022-07-10,3.9206
2022-07-11,3.8323
2022-07-12,3.8147
2022-07-13,3.8022
2022-07-14,3.7482
2022-07-15,3.7846
2022-07-16,3.7846
2022-07-17,3.7846
2022-07-18,3.8676
2022-07-19,3.9455
2022-07-20,3.987
2022-07-21,3.9963
2022-07-22,3.959
2022-07-23,3.959
2022-07-24,3.959
2022-07-25,3.9392
2022-07-26,3.8032
2022-07-27,3.8718
2022-07-28,3.8718
2022-07-29,4.3599
2022-07-30,4.3599
2022-07-31,4.3599
2022-08-01,4.3801
2022-08-02,4.3105
2022-08-03,4.4127
2022-08-04,4.3622
2022-08-05,4.3813
2022-08-06,4.3813
2022-08-07,4.3813
2022-08-08,4.4869
2022-08-09,4.3464
2022-08-10,4.433
2022-08-11,4.5712
2022-08-12,4.6195
2022-08-13,4.6195
2022-08-14,4.6195
2022-08-15,4.6195
2022-08-16,4.7488
2022-08-17,4.6724
2022-08-18,4.66
2022-08-19,4.5566
2022-08-20,4.5566
2022-08-21,4.5566
2022-08-22,4.4678
2022-08-23,4.5575
2022-08-24,4.4716
2022-08-25,4.5292
2022-08-26,4.4629
2022-08-27,4.4629
2022-08-28,4.4629
2022-08-29,4.4155
2022-08-30,4.3872
2022-08-31,4.3319
2022-09-01,4.3025
2022-09-02,4.3071
2022-09-03,4.3071
2022-09-04,4.3071
2022-09-05,4.3071
2022-09-06,4.2766
2022-09-07,4.3375
2022-09-08,4.3613
2022-09-09,4.4324
2022-09-10,4.4324
2022-09-11,4.4324
2022-09-12,4.4482
2022-09-13,4.3104
2022-09-14,4.2483
2022-09-15,4.2574
2022-09-16,4.263
2022-09-17,4.263
2022-09-18,4.263
2022-09-19,4.2935
2022-09-20,4.245
2022-09-21,4.2337
2022-09-22,4.1591
2022-09-23,4.1512
2022-09-24,4.1512
2022-09-25,4.1512
2022-09-26,4.0937
2022-09-27,4.1625
2022-09-28,4.2427
2022-09-29,4.1648
2022-09-30,4.1456
2022-10-01,4.1456
2022-10-02,4.1456
2022-10-03,4.193
2022-10-04,4.3296
2022-10-05,4.3556
2022-10-06,4.3556
2022-10-07,4.3455
2022-10-08,4.3455
2022-10-09,4.3455
2022-10-10,4.315
2022-10-11,4.3567
2022-10-12,4.3658
2022-10-13,4.4087
2022-10-14,4.3477
2022-10-15,4.3477
2022-10-16,4.3477
2022-10-17,4.4358
2022-10-18,4.5182
2022-10-19,4.4945
2022-10-20,4.4742
2022-10-21,4.5735
2022-10-22,4.5735
2022-10-23,4.5735
2022-10-24,4.6232
2022-10-25,4.6989
2022-10-26,4.7248
2022-10-27,4.7395
2022-10-28,5.5749
2022-10-29,5.5749
2022-10-30,5.5749
2022-10-31,5.554
2022-11-01,5.5487
2022-11-02,5.3863
2022-11-03,5.4099
2022-11-04,5.3889
2022-11-05,5.3889
2022-11-06,5.3889
2022-11-07,5.3876
2022-11-08,5.406
2022-11-09,5.2789
2022-11-10,5.4636
2022-11-11,5.5749
2022-11-12,5.5749
2022-11-13,5.5749
2022-11-14,5.5107
2022-11-15,5.6312
2022-11-16,5.4047
2022-11-17,5.7923
2022-11-18,5.7347
2022-11-19,5.7347
2022-11-20,5.7347
2022-11-21,5.7937
2022-11-22,5.9155
2022-11-23,5.8906
2022-11-24,5.8906
2022-11-25,5.9207
2022-11-26,5.9207
2022-11-27,5.9207
2022-11-28,5.8539
2022-11-29,5.8997
2022-11-30,5.9024
2022-12-01,5.8605
2022-12-02,5.8972
2022-12-03,5.8972
2022-12-04,5.8972
2022-12-05,5.7963
2022-12-06,5.7753
2022-12-07,5.8317
2022-12-08,5.8343
2022-12-09,5.7151
2022-12-10,5.7151
2022-12-11,5.7151
2022-12-12,5.7216
2022-12-13,5.6391
2022-12-14,5.6744
2022-12-15,5.5748
2022-12-16,5.4962
2022-12-17,5.4962
2022-12-18,5.4962
2022-12-19,5.4595
2022-12-20,5.4648
2022-12-21,5.4988
2022-12-22,5.4464
2022-12-23,5.4831
2022-12-24,5.4831
2022-12-25,5.4831
2022-12-26,5.4831
2022-12-27,5.4962
2022-12-28,5.4504
2022-12-29,5.5041
2022-12-30,5.529
2022-12-31,5.529
2023-01-01,5.529
2023-01-02,5.529
2023-01-03,5.4608
2023-01-04,5.622
2023-01-05,5.6482
2023-01-06,5.7229
2023-01-07,5.7229
2023-01-08,5.7229
2023-01-09,5.5002
2023-01-10,5.5565
2023-01-11,5.7347
2023-01-12,5.8042
2023-01-13,5.8382
2023-01-14,5.8382
2023-01-15,5.8382
2023-01-16,5.8382
2023-01-17,5.8238
2023-01-18,5.8474
2023-01-19,5.8081
2023-01-20,5.8055
2023-01-21,5.8055
2023-01-22,5.8055
2023-01-23,5.8893
2023-01-24,5.8539
2023-01-25,5.8867
2023-01-26,5.8985
2023-01-27,6.7568
2023-01-28,6.7568
2023-01-29,6.7568
2023-01-30,6.7944
2023-01-31,6.843
2023-02-01,6.9057
2023-02-02,6.9652
2023-02-03,6.9731
2023-02-04,6.9731
2023-02-05,6.9731
2023-02-06,6.9198
2023-02-07,6.8994
2023-02-08,6.6095
2023-02-09,6.6079
2023-02-10,6.6032
2023-02-11,6.6032
2023-02-12,6.6032
2023-02-13,6.644
2023-02-14,6.6565
2023-02-15,6.7098
2023-02-16,6.633
2023-02-17,6.6299
2023-02-18,6.6299
2023-02-19,6.6299
2023-02-20,6.6299
2023-02-21,6.4026
2023-02-22,6.4058
2023-02-23,6.3901
2023-02-24,6.3635
2023-02-25,6.3635
2023-02-26,6.3635
2023-02-27,6.3384
2023-02-28,6.3462
2023-03-01,6.3415
2023-03-02,6.6997
2023-03-03,6.6934
2023-03-04,6.6934
2023-03-05,6.6934
2023-03-06,6.5382
2023-03-07,6.4519
2023-03-08,6.4394
2023-03-09,6.35
2023-03-10,6.212
2023-03-11,6.212
2023-03-12,6.212
2023-03-13,6.0646
2023-03-14,6.0756
