,GLW US Equity
2023-03-17,23.7811
2023-03-18,23.7811
2023-03-19,23.7811
2023-03-20,24.0379
2023-03-21,24.2971
2023-03-22,23.7669
2023-03-23,23.7021
2023-03-24,23.814
2023-03-25,23.814
2023-03-26,23.814
2023-03-27,24.1086
2023-03-28,24.2264
2023-03-29,24.7037
2023-03-30,24.9747
2023-03-31,31.608
2023-04-01,31.608
2023-04-02,31.608
2023-04-03,31.368
2023-04-04,30.9899
2023-04-05,30.8662
2023-04-06,30.7499
2023-04-07,30.7499
2023-04-08,30.7499
2023-04-09,30.7499
2023-04-10,31.3171
2023-04-11,31.3898
2023-04-12,31.2153
2023-04-13,31.3535
2023-04-14,31.2444
2023-04-15,31.2444
2023-04-16,31.2444
2023-04-17,31.2153
2023-04-18,31.0408
2023-04-19,30.6772
2023-04-20,30.6626
2023-04-21,30.3863
2023-04-22,30.3863
2023-04-23,30.3863
2023-04-24,30.4299
2023-04-25,29.1858
2023-04-26,28.7266
2023-04-27,29.0869
2023-04-28,30.1926
2023-04-29,30.1926
2023-04-30,30.1926
2023-05-01,30.1123
2023-05-02,29.6599
2023-05-03,29.0615
2023-05-04,28.8426
2023-05-05,28.9228
2023-05-06,28.9228
2023-05-07,28.9228
2023-05-08,28.9155
2023-05-09,28.6893
2023-05-10,28.7842
2023-05-11,28.558
2023-05-12,28.5653
2023-05-13,28.5653
2023-05-14,28.5653
2023-05-15,28.7185
2023-05-16,28.3026
2023-05-17,28.4412
2023-05-18,28.7842
2023-05-19,28.8061
2023-05-20,28.8061
2023-05-21,28.8061
2023-05-22,28.9374
2023-05-23,28.4047
2023-05-24,28.9593
2023-05-25,28.6018
2023-05-26,28.9593
2023-05-27,28.9593
2023-05-28,28.9593
2023-05-29,28.9593
2023-05-30,28.6893
2023-05-31,28.4339
2023-06-01,28.4777
2023-06-02,28.9447
2023-06-03,28.9447
2023-06-04,28.9447
2023-06-05,28.6091
2023-06-06,28.7769
2023-06-07,29.222
2023-06-08,29.0688
2023-06-09,29.8715
2023-06-10,29.8715
2023-06-11,29.8715
2023-06-12,29.908
2023-06-13,30.0247
2023-06-14,30.2072
2023-06-15,30.645
2023-06-16,32.1117
2023-06-17,32.1117
2023-06-18,32.1117
2023-06-19,32.1117
2023-06-20,31.4185
2023-06-21,31.0682
2023-06-22,31.0901
2023-06-23,30.6596
2023-06-24,30.6596
2023-06-25,30.6596
2023-06-26,30.8639
2023-06-27,31.2653
2023-06-28,31.3309
2023-06-29,31.2799
2023-06-30,38.8916
2023-07-01,38.8916
2023-07-02,38.8916
2023-07-03,38.9985
2023-07-04,38.9985
2023-07-05,38.8381
2023-07-06,38.544
2023-07-07,38.5886
2023-07-08,38.5886
2023-07-09,38.5886
2023-07-10,38.8738
2023-07-11,39.2124
2023-07-12,39.355
2023-07-13,39.5867
2023-07-14,37.5727
2023-07-15,37.5727
2023-07-16,37.5727
2023-07-17,37.6084
2023-07-18,37.6351
2023-07-19,37.6084
2023-07-20,37.243
2023-07-21,37.2697
2023-07-22,37.2697
2023-07-23,37.2697
2023-07-24,37.243
2023-07-25,37.9648
2023-07-26,38.3213
2023-07-27,37.8966
2023-07-28,37.8519
2023-07-29,37.8519
2023-07-30,37.8519
2023-07-31,38.0128
2023-08-01,37.834
2023-08-02,37.8966
2023-08-03,37.682
2023-08-04,37.2617
2023-08-05,37.2617
2023-08-06,37.2617
2023-08-07,37.2707
2023-08-08,37.0203
2023-08-09,36.7789
2023-08-10,36.8683
2023-08-11,36.6627
2023-08-12,36.6627
2023-08-13,36.6627
2023-08-14,36.6001
2023-08-15,36.1799
2023-08-16,36.0547
2023-08-17,36.305
2023-08-18,36.4123
2023-08-19,36.4123
2023-08-20,36.4123
2023-08-21,36.2782
2023-08-22,36.2425
2023-08-23,36.457
2023-08-24,36.2335
2023-08-25,36.6627
2023-08-26,36.6627
2023-08-27,36.6627
2023-08-28,36.8594
2023-08-29,37.0829
2023-08-30,36.9577
2023-08-31,37.0114
2023-09-01,37.0472
2023-09-02,37.0472
2023-09-03,37.0472
2023-09-04,37.0472
2023-09-05,36.457
2023-09-06,36.153
2023-09-07,35.849
2023-09-08,35.7149
2023-09-09,35.7149
2023-09-10,35.7149
2023-09-11,35.4109
2023-09-12,35.7328
2023-09-13,35.6166
2023-09-14,35.8133
2023-09-15,35.5898
2023-09-16,35.5898
2023-09-17,35.5898
2023-09-18,35.8938
2023-09-19,36.1709
2023-09-20,35.9385
2023-09-21,35.545
2023-09-22,35.5808
2023-09-23,35.5808
2023-09-24,35.5808
2023-09-25,35.3573
2023-09-26,34.5973
2023-09-27,34.5436
2023-09-28,34.7761
2023-09-29,36.8846
2023-09-30,36.8846
2023-10-01,36.8846
2023-10-02,36.6376
2023-10-03,36.4571
2023-10-04,36.5046
2023-10-05,36.1342
2023-10-06,36.0392
2023-10-07,36.0392
2023-10-08,36.0392
2023-10-09,35.9062
2023-10-10,35.7257
2023-10-11,35.5833
2023-10-12,34.6619
2023-10-13,34.4719
2023-10-14,34.4719
2023-10-15,34.4719
2023-10-16,34.9184
2023-10-17,34.7189
2023-10-18,34.1585
2023-10-19,33.997
2023-10-20,33.75
2023-10-21,33.75
2023-10-22,33.75
2023-10-23,33.5221
2023-10-24,33.4556
2023-10-25,33.3796
2023-10-26,33.5221
2023-10-27,33.1991
2023-10-28,33.1991
2023-10-29,33.1991
2023-10-30,33.2713
2023-10-31,33.3663
2023-11-01,33.2713
2023-11-02,33.9554
2023-11-03,34.4779
2023-11-04,34.4779
2023-11-05,34.4779
2023-11-06,34.2784
2023-11-07,34.0409
2023-11-08,33.8889
2023-11-09,33.6609
2023-11-10,34.2404
2023-11-11,34.2404
2023-11-12,34.2404
2023-11-13,34.2784
2023-11-14,34.9815
2023-11-15,35.447
2023-11-16,34.9055
2023-11-17,35.0005
2023-11-18,35.0005
2023-11-19,35.0005
2023-11-20,34.82
2023-11-21,34.6489
2023-11-22,34.6964
2023-11-23,34.6964
2023-11-24,34.7344
2023-11-25,34.7344
2023-11-26,34.7344
2023-11-27,34.4209
2023-11-28,34.3164
2023-11-29,34.7534
2023-11-30,35.01
2023-12-01,35.3425
2023-12-02,35.3425
2023-12-03,35.3425
2023-12-04,35.3615
2023-12-05,34.9815
2023-12-06,35.295
2023-12-07,35.504
2023-12-08,35.599
2023-12-09,35.599
2023-12-10,35.599
2023-12-11,35.9696
2023-12-12,35.884
2023-12-13,36.1406
2023-12-14,36.9861
2023-12-15,36.8816
2023-12-16,36.8816
2023-12-17,36.8816
2023-12-18,36.5396
2023-12-19,36.8056
2023-12-20,36.2071
2023-12-21,36.6156
2023-12-22,36.6631
2023-12-23,36.6631
2023-12-24,36.6631
2023-12-25,36.6631
2023-12-26,36.8721
2023-12-27,36.9766
2023-12-28,37.0431
2023-12-29,37.08
2023-12-30,37.08
2023-12-31,37.08
2024-01-01,37.08
2024-01-02,37.1183
2024-01-03,36.7732
2024-01-04,36.917
2024-01-05,37.195
2024-01-06,37.195
2024-01-07,37.195
2024-01-08,37.914
2024-01-09,37.2142
2024-01-10,37.31
2024-01-11,37.358
2024-01-12,37.2238
2024-01-13,37.2238
2024-01-14,37.2238
2024-01-15,37.2238
2024-01-16,36.8595
2024-01-17,36.5048
2024-01-18,36.802
2024-01-19,37.0704
2024-01-20,37.0704
2024-01-21,37.0704
2024-01-22,37.2429
2024-01-23,36.9362
2024-01-24,37.0033
2024-01-25,37.4347
2024-01-26,37.473
2024-01-27,37.473
2024-01-28,37.473
2024-01-29,37.751
2024-01-30,39.8123
2024-01-31,39.0358
2024-02-01,38.6524
2024-02-02,38.8058
2024-02-03,38.8058
2024-02-04,38.8058
2024-02-05,38.5757
2024-02-06,38.6044
2024-02-07,38.3648
2024-02-08,38.3073
2024-02-09,38.6044
2024-02-10,38.6044
2024-02-11,38.6044
2024-02-12,38.7492
2024-02-13,37.8862
2024-02-14,38.3369
2024-02-15,38.6054
2024-02-16,38.4903
2024-02-17,38.4903
2024-02-18,38.4903
2024-02-19,38.4903
2024-02-20,38.8547
2024-02-21,38.8163
2024-02-22,39.2383
2024-02-23,39.2383
2024-02-24,39.2383
2024-02-25,39.2383
2024-02-26,39.0657
2024-02-27,38.989
2024-02-28,38.6629
2024-02-29,38.8068
2024-03-01,39.0081
2024-03-02,39.0081
2024-03-03,39.0081
2024-03-04,39.9
2024-03-05,39.0561
2024-03-06,39.3534
2024-03-07,39.152
2024-03-08,39.2575
2024-03-09,39.2575
2024-03-10,39.2575
2024-03-11,39.4397
2024-03-12,39.4301
2024-03-13,39.2766
2024-03-14,39.0849
2024-03-15,39.0657
2024-03-16,39.0657
2024-03-17,39.0657
2024-03-18,38.8931
2024-03-19,39.104
2024-03-20,39.2191
2024-03-21,39.6602
2024-03-22,39.1919
2024-03-23,39.1919
2024-03-24,39.1919
2024-03-25,39.0958
2024-03-26,38.9421
2024-03-27,39.6244
2024-03-28,39.5668
2024-03-29,39.5668
2024-03-30,39.5668
2024-03-31,39.5668
2024-04-01,39.2881
2024-04-02,39.1343
2024-04-03,39.1919
2024-04-04,38.9997
2024-04-05,39.1631
2024-04-06,39.1631
2024-04-07,39.1631
2024-04-08,38.8267
