,GM US Equity
2020-06-17,8.4444
2020-06-18,8.424
2020-06-19,8.2778
2020-06-20,8.2778
2020-06-21,8.2778
2020-06-22,8.2134
2020-06-23,8.1783
2020-06-24,7.8947
2020-06-25,7.8801
2020-06-26,7.6549
2020-06-27,7.6549
2020-06-28,7.6549
2020-06-29,7.9005
2020-06-30,39.0144
2020-07-01,38.6066
2020-07-02,38.9425
2020-07-03,38.9425
2020-07-04,38.9425
2020-07-05,38.9425
2020-07-06,39.5303
2020-07-07,38.8105
2020-07-08,38.5826
2020-07-09,36.7593
2020-07-10,37.9228
2020-07-11,37.9228
2020-07-12,37.9228
2020-07-13,38.4866
2020-07-14,39.4223
2020-07-15,40.9098
2020-07-16,40.8738
2020-07-17,40.3939
2020-07-18,40.3939
2020-07-19,40.3939
2020-07-20,39.8661
2020-07-21,40.0341
2020-07-22,40.214
2020-07-23,40.7658
2020-07-24,40.154
2020-07-25,40.154
2020-07-26,40.154
2020-07-27,39.4943
2020-07-28,40.25
2020-07-29,39.7226
2020-07-30,38.8949
2020-07-31,38.523
2020-08-01,38.523
2020-08-02,38.523
2020-08-03,39.4227
2020-08-04,39.6147
2020-08-05,40.2504
2020-08-06,40.5983
2020-08-07,40.7183
2020-08-08,40.7183
2020-08-09,40.7183
2020-08-10,42.2297
2020-08-11,42.8775
2020-08-12,42.2897
2020-08-13,41.7139
2020-08-14,42.0858
2020-08-15,42.0858
2020-08-16,42.0858
2020-08-17,44.6649
2020-08-18,44.461
2020-08-19,43.7172
2020-08-20,43.2494
2020-08-21,42.9255
2020-08-22,42.9255
2020-08-23,42.9255
2020-08-24,45.0248
2020-08-25,44.281
2020-08-26,44.0291
2020-08-27,44.281
2020-08-28,44.6769
2020-08-29,44.6769
2020-08-30,44.6769
2020-08-31,44.209
2020-09-01,44.401
2020-09-02,45.8045
2020-09-03,44.0291
2020-09-04,44.6529
2020-09-05,44.6529
2020-09-06,44.6529
2020-09-07,44.6529
2020-09-08,47.5079
2020-09-09,46.9921
2020-09-10,44.8568
2020-09-11,45.2047
2020-09-12,45.2047
2020-09-13,45.2047
2020-09-14,46.0684
2020-09-15,46.5482
2020-09-16,46.8001
2020-09-17,46.9561
2020-09-18,46.4523
2020-09-19,46.4523
2020-09-20,46.4523
2020-09-21,44.6529
2020-09-22,43.9811
2020-09-23,43.8612
2020-09-24,43.5853
2020-09-25,43.4533
2020-09-26,43.4533
2020-09-27,43.4533
2020-09-28,43.9811
2020-09-29,43.1414
2020-09-30,13.7525
2020-10-01,14.0938
2020-10-02,14.1283
2020-10-03,14.1283
2020-10-04,14.1283
2020-10-05,14.3443
2020-10-06,14.1024
2020-10-07,14.6294
2020-10-08,14.8843
2020-10-09,14.8627
2020-10-10,14.8627
2020-10-11,14.8627
2020-10-12,14.8843
2020-10-13,14.7374
2020-10-14,14.651
2020-10-15,15.0484
2020-10-16,15.4199
2020-10-17,15.4199
2020-10-18,15.4199
2020-10-19,15.3767
2020-10-20,16.3486
2020-10-21,16.4221
2020-10-22,17.1305
2020-10-23,16.88
2020-10-24,16.88
2020-10-25,16.88
2020-10-26,16.4437
2020-10-27,16.0419
2020-10-28,15.6964
2020-10-29,16.0419
2020-10-30,15.8864
2020-10-31,15.8864
2020-11-01,15.8864
2020-11-02,15.8951
2020-11-03,16.2406
2020-11-04,16.1931
2020-11-05,17.0162
2020-11-06,17.1588
2020-11-07,17.1588
2020-11-08,17.1588
2020-11-09,17.8025
2020-11-10,18.7184
2020-11-11,18.4938
2020-11-12,17.958
2020-11-13,18.7659
2020-11-14,18.7659
2020-11-15,18.7659
2020-11-16,19.172
2020-11-17,19.1072
2020-11-18,19.4269
2020-11-19,19.4701
2020-11-20,19.5652
2020-11-21,19.5652
2020-11-22,19.5652
2020-11-23,20.3126
2020-11-24,21.0427
2020-11-25,20.6107
2020-11-26,20.6107
2020-11-27,20.4379
2020-11-28,20.4379
2020-11-29,20.4379
2020-11-30,19.9108
2020-12-01,20.2737
2020-12-02,20.2305
2020-12-03,20.0188
2020-12-04,20.1527
2020-12-05,20.1527
2020-12-06,20.1527
2020-12-07,20.1139
2020-12-08,19.8935
2020-12-09,20.1657
2020-12-10,19.4917
2020-12-11,19.0813
2020-12-12,19.0813
2020-12-13,19.0813
2020-12-14,18.9517
2020-12-15,18.969
2020-12-16,18.8653
2020-12-17,19.1288
2020-12-18,18.6882
2020-12-19,18.6882
2020-12-20,18.6882
2020-12-21,18.7746
2020-12-22,18.6407
2020-12-23,19.3103
2020-12-24,18.9344
2020-12-25,18.9344
2020-12-26,18.9344
2020-12-27,18.9344
2020-12-28,18.969
2020-12-29,18.9301
2020-12-30,19.0468
2020-12-31,8.965
2021-01-01,8.965
2021-01-02,8.965
2021-01-03,8.965
2021-01-04,8.7212
2021-01-05,8.9693
2021-01-06,9.2541
2021-01-07,9.3274
2021-01-08,9.2713
2021-01-09,9.2713
2021-01-10,9.2713
2021-01-11,9.6921
2021-01-12,10.2983
2021-01-13,10.4947
2021-01-14,11.0988
2021-01-15,10.7622
2021-01-16,10.7622
2021-01-17,10.7622
2021-01-18,10.7622
2021-01-19,11.8129
2021-01-20,12.033
2021-01-21,11.8647
2021-01-22,11.9337
2021-01-23,11.9337
2021-01-24,11.9337
2021-01-25,11.5001
2021-01-26,11.2088
2021-01-27,10.6263
2021-01-28,10.9931
2021-01-29,10.9154
2021-01-30,10.9154
2021-01-31,10.9154
2021-02-01,11.0945
2021-02-02,11.3555
2021-02-03,11.6856
2021-02-04,11.6597
2021-02-05,11.7201
2021-02-06,11.7201
2021-02-07,11.7201
2021-02-08,12.2531
2021-02-09,12.0761
2021-02-10,11.8215
2021-02-11,11.6013
2021-02-12,11.623
2021-02-13,11.623
2021-02-14,11.623
2021-02-15,11.623
2021-02-16,11.5926
2021-02-17,11.4688
2021-02-18,11.3102
2021-02-19,11.3993
2021-02-20,11.3993
2021-02-21,11.3993
2021-02-22,11.2711
2021-02-23,11.0822
2021-02-24,11.471
2021-02-25,10.9714
2021-02-26,11.1299
2021-02-27,11.1299
2021-02-28,11.1299
2021-03-01,11.3928
2021-03-02,11.7338
2021-03-03,11.421
2021-03-04,11.2385
2021-03-05,11.6556
2021-03-06,11.6556
2021-03-07,11.6556
2021-03-08,11.9227
2021-03-09,11.8511
2021-03-10,12.3246
2021-03-11,12.216
2021-03-12,12.8524
2021-03-13,12.8524
2021-03-14,12.8524
2021-03-15,12.5656
2021-03-16,12.3875
2021-03-17,13.0239
2021-03-18,12.8545
2021-03-19,12.974
2021-03-20,12.974
2021-03-21,12.974
2021-03-22,12.6004
2021-03-23,12.179
2021-03-24,12.103
2021-03-25,12.2746
2021-03-26,12.2572
2021-03-27,12.2572
2021-03-28,12.2572
2021-03-29,12.1312
2021-03-30,12.6894
2021-03-31,9.4517
2021-04-01,9.5046
2021-04-02,9.5046
2021-04-03,9.5046
2021-04-04,9.5046
2021-04-05,10.0091
2021-04-06,10.1492
2021-04-07,9.9764
2021-04-08,9.8612
2021-04-09,9.8721
2021-04-10,9.8721
2021-04-11,9.8721
2021-04-12,9.7942
2021-04-13,9.6121
2021-04-14,9.6105
2021-04-15,9.6307
2021-04-16,9.6463
2021-04-17,9.6463
2021-04-18,9.6463
2021-04-19,9.5171
2021-04-20,9.1885
2021-04-21,9.4564
2021-04-22,9.3271
2021-04-23,9.4626
2021-04-24,9.4626
2021-04-25,9.4626
2021-04-26,9.5685
2021-04-27,9.6868
2021-04-28,9.6214
2021-04-29,9.3131
2021-04-30,9.4143
2021-05-01,9.4143
2021-05-02,9.4143
2021-05-03,9.4672
2021-05-04,9.1834
2021-05-05,9.5311
2021-05-06,9.7098
2021-05-07,9.7521
2021-05-08,9.7521
2021-05-09,9.7521
2021-05-10,9.5044
2021-05-11,9.2411
2021-05-12,8.9323
2021-05-13,9.0639
2021-05-14,9.2834
2021-05-15,9.2834
2021-05-16,9.2834
2021-05-17,9.2897
2021-05-18,9.2662
2021-05-19,9.2097
2021-05-20,9.2066
2021-05-21,9.3963
2021-05-22,9.3963
2021-05-23,9.3963
2021-05-24,9.3775
2021-05-25,9.4025
2021-05-26,9.6095
2021-05-27,9.8744
2021-05-28,9.8023
2021-05-29,9.8023
2021-05-30,9.8023
2021-05-31,9.8023
2021-06-01,9.8556
2021-06-02,9.8556
2021-06-03,10.4528
2021-06-04,10.4387
2021-06-05,10.4387
2021-06-06,10.4387
2021-06-07,10.4168
2021-06-08,10.5249
2021-06-09,10.3447
2021-06-10,10.1205
2021-06-11,10.144
2021-06-12,10.144
2021-06-13,10.144
2021-06-14,10.0343
2021-06-15,10.0374
2021-06-16,10.1863
2021-06-17,9.923
2021-06-18,9.7161
2021-06-19,9.7161
2021-06-20,9.7161
2021-06-21,9.8007
2021-06-22,9.7913
2021-06-23,9.9293
2021-06-24,9.9167
2021-06-25,9.9575
2021-06-26,9.9575
2021-06-27,9.9575
2021-06-28,9.6972
2021-06-29,9.727
2021-06-30,6.6319
2021-07-01,6.6254
2021-07-02,6.6091
2021-07-03,6.6091
2021-07-04,6.6091
2021-07-05,6.6091
2021-07-06,6.4461
2021-07-07,6.3516
2021-07-08,6.294
2021-07-09,6.5874
2021-07-10,6.5874
2021-07-11,6.5874
2021-07-12,6.6102
2021-07-13,6.5841
2021-07-14,6.5048
2021-07-15,6.3907
2021-07-16,6.2288
2021-07-17,6.2288
2021-07-18,6.2288
2021-07-19,6.0897
2021-07-20,6.3038
2021-07-21,6.4016
2021-07-22,6.2483
2021-07-23,6.1723
2021-07-24,6.1723
2021-07-25,6.1723
2021-07-26,6.2625
2021-07-27,6.1788
2021-07-28,6.232
2021-07-29,6.4265
2021-07-30,6.3787
2021-07-31,6.3787
2021-08-01,6.3787
2021-08-02,6.3994
2021-08-03,6.4917
2021-08-04,5.9352
2021-08-05,6.1222
2021-08-06,6.1886
2021-08-07,6.1886
2021-08-08,6.1886
2021-08-09,6.069
2021-08-10,6.1027
2021-08-11,6.1037
2021-08-12,6.1418
2021-08-13,6.0363
2021-08-14,6.0363
2021-08-15,6.0363
2021-08-16,5.9602
2021-08-17,5.6905
2021-08-18,5.7308
2021-08-19,5.5394
2021-08-20,5.5089
2021-08-21,5.5089
2021-08-22,5.5089
2021-08-23,5.4415
2021-08-24,5.5927
2021-08-25,5.6068
2021-08-26,5.4893
2021-08-27,5.6177
2021-08-28,5.6177
2021-08-29,5.6177
2021-08-30,5.5492
2021-08-31,5.5318
2021-09-01,5.5426
2021-09-02,5.5252
2021-09-03,5.5111
2021-09-04,5.5111
2021-09-05,5.5111
2021-09-06,5.5111
2021-09-07,5.5002
2021-09-08,5.5274
2021-09-09,5.4676
2021-09-10,5.584
2021-09-11,5.584
2021-09-12,5.584
2021-09-13,5.7286
2021-09-14,5.7199
2021-09-15,5.8373
2021-09-16,5.8047
2021-09-17,5.784
2021-09-18,5.784
2021-09-19,5.784
2021-09-20,5.5709
2021-09-21,5.5709
2021-09-22,5.7242
2021-09-23,5.8482
2021-09-24,5.8819
2021-09-25,5.8819
2021-09-26,5.8819
2021-09-27,5.9917
2021-09-28,5.9493
2021-09-29,5.958
2021-09-30,7.9557
2021-10-01,8.0133
2021-10-02,8.0133
2021-10-03,8.0133
2021-10-04,8.1301
2021-10-05,8.1795
2021-10-06,8.1232
2021-10-07,8.4679
2021-10-08,8.7604
2021-10-09,8.7604
2021-10-10,8.7604
2021-10-11,8.6945
2021-10-12,8.814
2021-10-13,8.6506
2021-10-14,8.6396
2021-10-15,8.6821
2021-10-16,8.6821
2021-10-17,8.6821
2021-10-18,8.5297
2021-10-19,8.5242
2021-10-20,8.6368
2021-10-21,8.7385
2021-10-22,8.6506
2021-10-23,8.6506
2021-10-24,8.6506
2021-10-25,8.6492
2021-10-26,8.5956
2021-10-27,8.1692
2021-10-28,8.1665
2021-10-29,8.1926
2021-10-30,8.1926
2021-10-31,8.1926
2021-11-01,8.3382
2021-11-02,8.3519
2021-11-03,8.4082
2021-11-04,8.7708
2021-11-05,8.7543
2021-11-06,8.7543
2021-11-07,8.7543
2021-11-08,8.9026
2021-11-09,8.768
2021-11-10,8.8573
2021-11-11,9.2075
2021-11-12,9.4246
2021-11-13,9.4246
2021-11-14,9.4246
2021-11-15,9.3655
2021-11-16,9.3161
2021-11-17,9.5907
2021-11-18,9.2776
2021-11-19,9.2048
2021-11-20,9.2048
2021-11-21,9.2048
2021-11-22,9.5152
2021-11-23,9.3765
2021-11-24,9.2584
2021-11-25,9.2584
2021-11-26,8.9809
2021-11-27,8.9809
2021-11-28,8.9809
2021-11-29,8.9384
2021-11-30,8.665
2021-12-01,8.6911
2021-12-02,9.0977
2021-12-03,8.9178
2021-12-04,8.9178
2021-12-05,8.9178
2021-12-06,8.9356
2021-12-07,9.1677
2021-12-08,9.0647
2021-12-09,8.9054
2021-12-10,9.3985
2021-12-11,9.3985
2021-12-12,9.3985
2021-12-13,8.8381
2021-12-14,8.7378
2021-12-15,8.7667
2021-12-16,8.7365
2021-12-17,8.2928
2021-12-18,8.2928
2021-12-19,8.2928
2021-12-20,8.139
2021-12-21,8.242
2021-12-22,8.4192
2021-12-23,8.5332
2021-12-24,8.5332
2021-12-25,8.5332
2021-12-26,8.5332
2021-12-27,8.6046
2021-12-28,8.5607
2021-12-29,8.5771
2021-12-30,8.7008
2021-12-31,9.2678
2022-01-01,9.2678
2022-01-02,9.2678
2022-01-03,9.6633
2022-01-04,10.3749
2022-01-05,9.9077
2022-01-06,9.928
2022-01-07,9.8345
2022-01-08,9.8345
2022-01-09,9.8345
2022-01-10,9.6477
2022-01-11,9.7084
2022-01-12,9.6415
2022-01-13,9.7567
2022-01-14,9.6524
2022-01-15,9.6524
2022-01-16,9.6524
2022-01-17,9.6524
2022-01-18,9.2927
2022-01-19,8.8956
2022-01-20,8.648
2022-01-21,8.4347
2022-01-22,8.4347
2022-01-23,8.4347
2022-01-24,8.335
2022-01-25,8.2198
2022-01-26,8.2899
2022-01-27,8.1497
2022-01-28,7.9613
2022-01-29,7.9613
2022-01-30,7.9613
2022-01-31,8.3491
2022-02-01,8.5577
2022-02-02,8.4756
2022-02-03,8.4148
2022-02-04,8.1312
2022-02-05,8.1312
2022-02-06,8.1312
2022-02-07,8.0408
2022-02-08,7.846
2022-02-09,8.0424
2022-02-10,7.9832
2022-02-11,7.7479
2022-02-12,7.7479
2022-02-13,7.7479
2022-02-14,7.6808
2022-02-15,7.8788
2022-02-16,7.9972
2022-02-17,7.7463
2022-02-18,7.712
2022-02-19,7.712
2022-02-20,7.712
2022-02-21,7.712
2022-02-22,7.4268
2022-02-23,7.3661
2022-02-24,7.3614
2022-02-25,7.5297
2022-02-26,7.5297
2022-02-27,7.5297
2022-02-28,7.419
2022-03-01,7.0762
2022-03-02,7.3567
2022-03-03,7.1354
2022-03-04,6.7458
2022-03-05,6.7458
2022-03-06,6.7458
2022-03-07,6.3453
2022-03-08,6.403
2022-03-09,6.7271
2022-03-10,6.6601
2022-03-11,6.6071
2022-03-12,6.6071
2022-03-13,6.6071
2022-03-14,6.5012
2022-03-15,6.7038
2022-03-16,6.9718
2022-03-17,6.9422
2022-03-18,7.123
2022-03-19,7.123
2022-03-20,7.123
2022-03-21,6.9344
2022-03-22,7.0824
2022-03-23,6.9609
2022-03-24,7.0497
2022-03-25,6.9406
2022-03-26,6.9406
2022-03-27,6.9406
2022-03-28,7.0295
2022-03-29,7.3474
2022-03-30,7.1853
2022-03-31,8.2207
2022-04-01,8.0832
2022-04-02,8.0832
2022-04-03,8.0832
2022-04-04,8.122
2022-04-05,7.8117
2022-04-06,7.4733
2022-04-07,7.3358
2022-04-08,7.4469
2022-04-09,7.4469
2022-04-10,7.4469
2022-04-11,7.6196
2022-04-12,7.5685
2022-04-13,7.6002
2022-04-14,7.5843
2022-04-15,7.5843
2022-04-16,7.5843
2022-04-17,7.5843
2022-04-18,7.6725
2022-04-19,7.9281
2022-04-20,7.8646
2022-04-21,7.6866
2022-04-22,7.5332
2022-04-23,7.5332
2022-04-24,7.5332
2022-04-25,7.5297
2022-04-26,7.2159
2022-04-27,7.3487
2022-04-28,7.3646
2022-04-29,7.216
2022-04-30,7.216
2022-05-01,7.216
2022-05-02,7.3115
2022-05-03,7.5751
2022-05-04,7.7926
2022-05-05,7.5769
2022-05-06,7.5114
2022-05-07,7.5114
2022-05-08,7.5114
2022-05-09,7.2779
2022-05-10,7.3558
2022-05-11,7.1028
2022-05-12,6.8004
2022-05-13,7.2691
2022-05-14,7.2691
2022-05-15,7.2691
2022-05-16,7.0727
2022-05-17,7.2496
2022-05-18,6.8481
2022-05-19,6.8994
2022-05-20,6.7721
2022-05-21,6.7721
2022-05-22,6.7721
2022-05-23,6.8782
2022-05-24,6.7384
2022-05-25,6.8746
2022-05-26,7.1293
2022-05-27,7.3328
2022-05-28,7.3328
2022-05-29,7.3328
2022-05-30,7.3328
2022-05-31,7.3522
2022-06-01,7.2797
2022-06-02,7.3858
2022-06-03,7.163
2022-06-04,7.163
2022-06-05,7.163
2022-06-06,7.2019
2022-06-07,7.2974
2022-06-08,7.1771
2022-06-09,6.9932
2022-06-10,6.7031
2022-06-11,6.7031
2022-06-12,6.7031
2022-06-13,6.2202
2022-06-14,6.3829
2022-06-15,6.5563
2022-06-16,6.0681
2022-06-17,6.1494
2022-06-18,6.1494
2022-06-19,6.1494
2022-06-20,6.1494
2022-06-21,6.2839
2022-06-22,6.3175
2022-06-23,6.3458
2022-06-24,6.6695
2022-06-25,6.6695
2022-06-26,6.6695
2022-06-27,6.6359
2022-06-28,6.5226
2022-06-29,6.4271
2022-06-30,6.6351
2022-07-01,6.719
2022-07-02,6.719
2022-07-03,6.719
2022-07-04,6.719
2022-07-05,6.7541
2022-07-06,6.5396
2022-07-07,6.8106
2022-07-08,6.7424
2022-07-09,6.7424
2022-07-10,6.7424
2022-07-11,6.4616
2022-07-12,6.5903
2022-07-13,6.6273
2022-07-14,6.602
2022-07-15,6.8516
2022-07-16,6.8516
2022-07-17,6.8516
2022-07-18,6.8028
2022-07-19,7.1499
2022-07-20,7.2201
2022-07-21,7.2923
2022-07-22,7.2026
2022-07-23,7.2026
2022-07-24,7.2026
2022-07-25,7.1733
2022-07-26,6.9433
2022-07-27,7.2046
2022-07-28,7.4114
2022-07-29,7.5128
2022-07-30,7.5128
2022-07-31,7.5128
2022-08-01,7.6122
2022-08-02,7.4874
2022-08-03,7.7175
2022-08-04,7.5069
2022-08-05,7.4738
2022-08-06,7.4738
2022-08-07,7.4738
2022-08-08,7.7663
2022-08-09,7.583
2022-08-10,7.8423
2022-08-11,7.9418
2022-08-12,8.1407
2022-08-13,8.1407
2022-08-14,8.1407
2022-08-15,8.1251
2022-08-16,8.0451
2022-08-17,7.9301
2022-08-18,7.9925
2022-08-19,8.1836
2022-08-20,8.1836
2022-08-21,8.1836
2022-08-22,7.9593
2022-08-23,7.9613
2022-08-24,8.0958
2022-08-25,8.3181
2022-08-26,8.0919
2022-08-27,8.0919
2022-08-28,8.0919
2022-08-29,8.1465
2022-08-30,8.0724
2022-08-31,7.893
2022-09-01,7.9613
2022-09-02,7.9437
2022-09-03,7.9437
2022-09-04,7.9437
2022-09-05,7.9437
2022-09-06,7.9905
2022-09-07,8.2635
2022-09-08,8.3396
2022-09-09,8.4936
2022-09-10,8.4936
2022-09-11,8.4936
2022-09-12,8.6418
2022-09-13,8.3454
2022-09-14,8.363
2022-09-15,8.3708
2022-09-16,8.2362
2022-09-17,8.2362
2022-09-18,8.2362
2022-09-19,8.5131
2022-09-20,8.0588
2022-09-21,7.7897
2022-09-22,7.7312
2022-09-23,7.3606
2022-09-24,7.3606
2022-09-25,7.3606
2022-09-26,7.2748
2022-09-27,7.2105
2022-09-28,7.3158
2022-09-29,6.9277
2022-09-30,5.1045
2022-10-01,5.1045
2022-10-02,5.1045
2022-10-03,5.2278
2022-10-04,5.6909
2022-10-05,5.5392
2022-10-06,5.506
2022-10-07,5.3463
2022-10-08,5.3463
2022-10-09,5.3463
2022-10-10,5.1361
2022-10-11,5.1045
2022-10-12,5.1219
2022-10-13,5.2104
2022-10-14,5.2309
2022-10-15,5.2309
2022-10-16,5.2309
2022-10-17,5.3384
2022-10-18,5.4459
2022-10-19,5.3479
2022-10-20,5.3179
2022-10-21,5.5645
2022-10-22,5.5645
2022-10-23,5.5645
2022-10-24,5.6783
2022-10-25,5.7323
2022-10-26,5.8632
2022-10-27,5.9095
2022-10-28,6.0157
2022-10-29,6.0157
2022-10-30,6.0157
2022-10-31,6.0773
2022-11-01,6.0927
2022-11-02,5.9649
2022-11-03,5.9634
2022-11-04,6.0388
2022-11-05,6.0388
2022-11-06,6.0388
2022-11-07,6.0989
2022-11-08,6.0465
2022-11-09,5.8941
2022-11-10,6.1528
2022-11-11,6.3654
2022-11-12,6.3654
2022-11-13,6.3654
2022-11-14,6.1821
2022-11-15,6.2298
2022-11-16,5.9572
2022-11-17,5.9834
2022-11-18,6.1574
2022-11-19,6.1574
2022-11-20,6.1574
2022-11-21,6.1189
2022-11-22,6.1882
2022-11-23,6.2098
2022-11-24,6.2098
2022-11-25,6.2637
2022-11-26,6.2637
2022-11-27,6.2637
2022-11-28,6.0974
2022-11-29,6.1543
2022-11-30,6.2791
2022-12-01,6.2591
2022-12-02,6.1775
2022-12-03,6.1775
2022-12-04,6.1775
2022-12-05,6.0065
2022-12-06,5.8879
2022-12-07,5.8786
2022-12-08,5.9156
2022-12-09,5.9279
2022-12-10,5.9279
2022-12-11,5.9279
2022-12-12,5.9603
2022-12-13,6.0034
2022-12-14,5.9403
2022-12-15,5.8263
2022-12-16,5.5999
2022-12-17,5.5999
2022-12-18,5.5999
2022-12-19,5.4874
2022-12-20,5.4535
2022-12-21,5.5614
2022-12-22,5.1963
2022-12-23,5.2425
2022-12-24,5.2425
2022-12-25,5.2425
2022-12-26,5.2425
2022-12-27,5.164
2022-12-28,5.0423
2022-12-29,5.2179
2022-12-30,4.4343
2022-12-31,4.4343
2023-01-01,4.4343
2023-01-02,4.4343
2023-01-03,4.4591
2023-01-04,4.579
2023-01-05,4.6217
2023-01-06,4.747
2023-01-07,4.747
2023-01-08,4.747
2023-01-09,4.7484
2023-01-10,4.9123
2023-01-11,5.0101
2023-01-12,5.0803
2023-01-13,4.8296
2023-01-14,4.8296
2023-01-15,4.8296
2023-01-16,4.8296
2023-01-17,4.8434
2023-01-18,4.82
2023-01-19,4.7222
2023-01-20,4.6699
2023-01-21,4.6699
2023-01-22,4.6699
2023-01-23,4.82
2023-01-24,4.7869
2023-01-25,4.8035
2023-01-26,4.8255
2023-01-27,5.028
2023-01-28,5.028
2023-01-29,5.028
2023-01-30,4.7993
2023-01-31,5.1173
2023-02-01,5.1146
2023-02-02,5.4121
2023-02-03,5.362
2023-02-04,5.362
2023-02-05,5.362
2023-02-06,5.3904
2023-02-07,5.3985
2023-02-08,5.4215
2023-02-09,5.4296
2023-02-10,5.3918
2023-02-11,5.3918
2023-02-12,5.3918
2023-02-13,5.4824
2023-02-14,5.5378
2023-02-15,5.6081
2023-02-16,5.6284
2023-02-17,5.6379
2023-02-18,5.6379
2023-02-19,5.6379
2023-02-20,5.6379
2023-02-21,5.362
2023-02-22,5.3296
2023-02-23,5.1079
2023-02-24,5.0984
2023-02-25,5.0984
2023-02-26,5.0984
2023-02-27,5.116
2023-02-28,5.0389
2023-03-01,5.0362
2023-03-02,5.1457
2023-03-03,5.3458
2023-03-04,5.3458
2023-03-05,5.3458
2023-03-06,5.2701
2023-03-07,5.1741
2023-03-08,5.1768
2023-03-09,4.9145
2023-03-10,4.7387
2023-03-11,4.7387
2023-03-12,4.7387
2023-03-13,4.636
2023-03-14,4.6144
2023-03-15,4.4426
2023-03-16,4.4805
2023-03-17,4.3142
2023-03-18,4.3142
