,TSCO US Equity
2020-06-17,23.0705
2020-06-18,23.1996
2020-06-19,23.5116
2020-06-20,23.5116
2020-06-21,23.5116
2020-06-22,23.885
2020-06-23,23.7552
2020-06-24,24.0756
2020-06-25,23.9957
2020-06-26,18.7948
2020-06-27,18.7948
2020-06-28,18.7948
2020-06-29,19.0013
2020-06-30,19.0241
2020-07-01,19.1369
2020-07-02,19.1077
2020-07-03,19.1077
2020-07-04,19.1077
2020-07-05,19.1077
2020-07-06,19.2737
2020-07-07,19.3333
2020-07-08,19.5082
2020-07-09,19.773
2020-07-10,19.8642
2020-07-11,19.8642
2020-07-12,19.8642
2020-07-13,19.5044
2020-07-14,20.0213
2020-07-15,19.9631
2020-07-16,20.3369
2020-07-17,20.162
2020-07-18,20.162
2020-07-19,20.162
2020-07-20,20.6587
2020-07-21,20.5738
2020-07-22,20.8184
2020-07-23,20.8247
2020-07-24,20.8919
2020-07-25,20.8919
2020-07-26,20.8919
2020-07-27,20.4446
2020-07-28,20.4534
2020-07-29,20.7563
2020-07-30,20.4978
2020-07-31,20.4116
2020-08-01,20.4116
2020-08-02,20.4116
2020-08-03,21.0046
2020-08-04,21.1073
2020-08-05,20.9806
2020-08-06,21.1922
2020-08-07,21.1871
2020-08-08,21.1871
2020-08-09,21.1871
2020-08-10,21.0661
2020-08-11,20.8063
2020-08-12,21.312
2020-08-13,21.2648
2020-08-14,21.2508
2020-08-15,21.2508
2020-08-16,21.2508
2020-08-17,21.8851
2020-08-18,21.8138
2020-08-19,21.9284
2020-08-20,21.7259
2020-08-21,21.8469
2020-08-22,21.8469
2020-08-23,21.8469
2020-08-24,21.8774
2020-08-25,21.8456
2020-08-26,22.0188
2020-08-27,21.559
2020-08-28,21.0356
2020-08-29,21.0356
2020-08-30,21.0356
2020-08-31,21.2801
2020-09-01,21.3043
2020-09-02,21.3782
2020-09-03,20.8662
2020-09-04,20.4204
2020-09-05,20.4204
2020-09-06,20.4204
2020-09-07,20.4204
2020-09-08,19.7428
2020-09-09,20.3567
2020-09-10,19.8753
2020-09-11,19.8562
2020-09-12,19.8562
2020-09-13,19.8562
2020-09-14,19.9186
2020-09-15,20.2676
2020-09-16,19.9326
2020-09-17,19.9199
2020-09-18,19.9148
2020-09-19,19.9148
2020-09-20,19.9148
2020-09-21,19.8441
2020-09-22,20.3605
2020-09-23,20.1466
2020-09-24,19.9339
2020-09-25,18.4273
2020-09-26,18.4273
2020-09-27,18.4273
2020-09-28,18.753
2020-09-29,18.6324
2020-09-30,18.9059
2020-10-01,18.7564
2020-10-02,18.5907
2020-10-03,18.5907
2020-10-04,18.5907
2020-10-05,19.0288
2020-10-06,18.724
2020-10-07,19.1899
2020-10-08,19.5873
2020-10-09,19.6696
2020-10-10,19.6696
2020-10-11,19.6696
2020-10-12,19.7867
2020-10-13,20.0161
2020-10-14,19.8968
2020-10-15,19.9211
2020-10-16,20.0358
2020-10-17,20.0358
2020-10-18,20.0358
2020-10-19,19.7913
2020-10-20,19.643
2020-10-21,19.5758
2020-10-22,18.2109
2020-10-23,18.5362
2020-10-24,18.5362
2020-10-25,18.5362
2020-10-26,18.075
2020-10-27,17.8787
2020-10-28,17.6928
2020-10-29,17.7463
2020-10-30,17.7683
2020-10-31,17.7683
2020-11-01,17.7683
2020-11-02,17.7904
2020-11-03,18.0913
2020-11-04,18.0727
2020-11-05,18.4386
2020-11-06,18.6093
2020-11-07,18.6093
2020-11-08,18.6093
2020-11-09,17.349
2020-11-10,17.3757
2020-11-11,17.7486
2020-11-12,17.4896
2020-11-13,17.6255
2020-11-14,17.6255
2020-11-15,17.6255
2020-11-16,17.723
2020-11-17,17.5906
2020-11-18,17.2119
2020-11-19,17.5407
2020-11-20,17.3606
2020-11-21,17.3606
2020-11-22,17.3606
2020-11-23,17.8462
2020-11-24,17.8624
2020-11-25,17.8485
2020-11-26,17.8485
2020-11-27,18.4839
2020-11-28,18.4839
2020-11-29,18.4839
2020-11-30,18.6512
2020-12-01,18.5187
2020-12-02,18.1819
2020-12-03,17.953
2020-12-04,17.9042
2020-12-05,17.9042
2020-12-06,17.9042
2020-12-07,18.2341
2020-12-08,18.1575
2020-12-09,18.0436
2020-12-10,18.0866
2020-12-11,18.4014
2020-12-12,18.4014
2020-12-13,18.4014
2020-12-14,18.6186
2020-12-15,18.6883
2020-12-16,19.0484
2020-12-17,19.1971
2020-12-18,19.3795
2020-12-19,19.3795
2020-12-20,19.3795
2020-12-21,19.5642
2020-12-22,19.692
2020-12-23,19.3586
2020-12-24,19.3705
2020-12-25,19.3705
2020-12-26,19.3705
2020-12-27,19.3705
2020-12-28,18.9509
2020-12-29,18.9171
2020-12-30,18.889
2020-12-31,18.6343
2021-01-01,18.6343
2021-01-02,18.6343
2021-01-03,18.6343
2021-01-04,18.5326
2021-01-05,18.6471
2021-01-06,19.2524
2021-01-07,19.3985
2021-01-08,19.6544
2021-01-09,19.6544
2021-01-10,19.6544
2021-01-11,19.6766
2021-01-12,19.9396
2021-01-13,20.1067
2021-01-14,20.4876
2021-01-15,20.6091
2021-01-16,20.6091
2021-01-17,20.6091
2021-01-18,20.6091
2021-01-19,20.6056
2021-01-20,20.3602
2021-01-21,20.3404
2021-01-22,20.3918
2021-01-23,20.3918
2021-01-24,20.3918
2021-01-25,20.4526
2021-01-26,19.9559
2021-01-27,20.1698
2021-01-28,19.6696
2021-01-29,18.7698
2021-01-30,18.7698
2021-01-31,18.7698
2021-02-01,18.5338
2021-02-02,18.9381
2021-02-03,19.1438
2021-02-04,19.2957
2021-02-05,19.9103
2021-02-06,19.9103
2021-02-07,19.9103
2021-02-08,20.5823
2021-02-09,20.7283
2021-02-10,20.4888
2021-02-11,20.5916
2021-02-12,20.8954
2021-02-13,20.8954
2021-02-14,20.8954
2021-02-15,20.8954
2021-02-16,21.1303
2021-02-17,22.1014
2021-02-18,22.2593
2021-02-19,22.1952
2021-02-20,22.1952
2021-02-21,22.1952
2021-02-22,21.4485
2021-02-23,21.4789
2021-02-24,20.9982
2021-02-25,21.0099
2021-02-26,20.7509
2021-02-27,20.7509
2021-02-28,20.7509
2021-03-01,21.1685
2021-03-02,20.7451
2021-03-03,20.2983
2021-03-04,19.9051
2021-03-05,20.3846
2021-03-06,20.3846
2021-03-07,20.3846
2021-03-08,20.9889
2021-03-09,20.9422
2021-03-10,21.746
2021-03-11,22.0657
2021-03-12,22.1555
2021-03-13,22.1555
2021-03-14,22.1555
2021-03-15,22.1555
2021-03-16,22.0645
2021-03-17,21.851
2021-03-18,21.956
2021-03-19,22.3865
2021-03-20,22.3865
2021-03-21,22.3865
2021-03-22,22.4518
2021-03-23,22.3468
2021-03-24,21.9292
2021-03-25,22.3235
2021-03-26,20.9103
2021-03-27,20.9103
2021-03-28,20.9103
2021-03-29,20.6195
2021-03-30,20.7612
2021-03-31,20.7644
2021-04-01,20.7039
2021-04-02,20.7039
2021-04-03,20.7039
2021-04-04,20.7039
2021-04-05,21.1052
2021-04-06,21.0176
2021-04-07,20.7623
2021-04-08,20.7196
2021-04-09,20.8279
2021-04-10,20.8279
2021-04-11,20.8279
2021-04-12,20.8748
2021-04-13,20.9582
2021-04-14,20.8457
2021-04-15,20.7498
2021-04-16,21.1813
2021-04-17,21.1813
2021-04-18,21.1813
2021-04-19,21.3897
2021-04-20,21.1781
2021-04-21,21.0854
2021-04-22,21.9139
2021-04-23,22.0463
2021-04-24,22.0463
2021-04-25,22.0463
2021-04-26,22.2099
2021-04-27,22.163
2021-04-28,21.965
2021-04-29,22.163
2021-04-30,21.965
2021-05-01,21.965
2021-05-02,21.965
2021-05-03,22.4069
2021-05-04,22.5674
2021-05-05,22.5914
2021-05-06,22.6206
2021-05-07,22.5144
2021-05-08,22.5144
2021-05-09,22.5144
2021-05-10,22.5392
2021-05-11,22.0802
2021-05-12,21.1653
2021-05-13,21.5923
2021-05-14,21.7308
2021-05-15,21.7308
2021-05-16,21.7308
2021-05-17,21.5768
2021-05-18,21.4289
2021-05-19,20.972
2021-05-20,21.3194
2021-05-21,21.2615
2021-05-22,21.2615
2021-05-23,21.2615
2021-05-24,21.1002
2021-05-25,20.9576
2021-05-26,21.2284
2021-05-27,21.2026
2021-05-28,21.0919
2021-05-29,21.0919
2021-05-30,21.0919
2021-05-31,21.0919
2021-06-01,21.1085
2021-06-02,21.0351
2021-06-03,20.7053
2021-06-04,21.0258
2021-06-05,21.0258
2021-06-06,21.0258
2021-06-07,21.0403
2021-06-08,21.064
2021-06-09,21.0237
2021-06-10,20.8997
2021-06-11,21.3493
2021-06-12,21.3493
2021-06-13,21.3493
2021-06-14,21.2418
2021-06-15,20.8831
2021-06-16,20.7188
2021-06-17,20.3797
2021-06-18,20.0148
2021-06-19,20.0148
2021-06-20,20.0148
2021-06-21,20.4376
2021-06-22,20.9607
2021-06-23,20.8624
2021-06-24,21.0154
2021-06-25,20.1052
2021-06-26,20.1052
2021-06-27,20.1052
2021-06-28,20.421
2021-06-29,20.7789
2021-06-30,20.6819
2021-07-01,20.8608
2021-07-02,20.8528
2021-07-03,20.8528
2021-07-04,20.8528
2021-07-05,20.8528
2021-07-06,20.7159
2021-07-07,20.8378
2021-07-08,20.6929
2021-07-09,20.7669
2021-07-10,20.7669
2021-07-11,20.7669
2021-07-12,20.7539
2021-07-13,20.7449
2021-07-14,20.7979
2021-07-15,20.9728
2021-07-16,20.9758
2021-07-17,20.9758
2021-07-18,20.9758
2021-07-19,20.1701
2021-07-20,20.44
2021-07-21,20.1911
2021-07-22,20.3181
2021-07-23,20.8458
2021-07-24,20.8458
2021-07-25,20.8458
2021-07-26,20.8828
2021-07-27,20.512
2021-07-28,20.425
2021-07-29,20.1741
2021-07-30,20.1691
2021-07-31,20.1691
2021-08-01,20.1691
2021-08-02,20.1571
2021-08-03,20.7359
2021-08-04,20.6189
2021-08-05,20.7331
2021-08-06,20.6538
2021-08-07,20.6538
2021-08-08,20.6538
2021-08-09,20.6846
2021-08-10,20.991
2021-08-11,21.343
2021-08-12,21.2746
2021-08-13,21.3132
2021-08-14,21.3132
2021-08-15,21.3132
2021-08-16,21.5958
2021-08-17,21.0177
2021-08-18,21.223
2021-08-19,21.4144
2021-08-20,21.7287
2021-08-21,21.7287
2021-08-22,21.7287
2021-08-23,21.4213
2021-08-24,21.2746
2021-08-25,21.34
2021-08-26,20.8978
2021-08-27,21.1625
2021-08-28,21.1625
2021-08-29,21.1625
2021-08-30,21.2845
2021-08-31,21.346
2021-09-01,21.4768
2021-09-02,21.4798
2021-09-03,21.7971
2021-09-04,21.7971
2021-09-05,21.7971
2021-09-06,21.7971
2021-09-07,21.7188
2021-09-08,21.8537
2021-09-09,22.0827
2021-09-10,22.3971
2021-09-11,22.3971
2021-09-12,22.3971
2021-09-13,22.1224
2021-09-14,22.4377
2021-09-15,22.4189
2021-09-16,22.8502
2021-09-17,22.6261
2021-09-18,22.6261
2021-09-19,22.6261
2021-09-20,22.4704
2021-09-21,22.6122
2021-09-22,23.0932
2021-09-23,22.9186
2021-09-24,22.4111
2021-09-25,22.4111
2021-09-26,22.4111
2021-09-27,22.372
2021-09-28,22.059
2021-09-29,22.1649
2021-09-30,21.6371
2021-10-01,21.5179
2021-10-02,21.5179
2021-10-03,21.5179
2021-10-04,21.0063
2021-10-05,21.1543
2021-10-06,21.0684
2021-10-07,21.1972
2021-10-08,20.8842
2021-10-09,20.8842
2021-10-10,20.8842
2021-10-11,20.7706
2021-10-12,20.7477
2021-10-13,20.9052
2021-10-14,21.1294
2021-10-15,21.1275
2021-10-16,21.1275
2021-10-17,21.1275
2021-10-18,21.8175
2021-10-19,21.7249
2021-10-20,21.6076
2021-10-21,22.3825
2021-10-22,22.1716
2021-10-23,22.1716
2021-10-24,22.1716
2021-10-25,22.4407
2021-10-26,22.0389
2021-10-27,22.0475
2021-10-28,22.351
2021-10-29,23.0266
2021-10-30,23.0266
2021-10-31,23.0266
2021-11-01,22.7079
2021-11-02,22.8806
2021-11-03,22.893
2021-11-04,23.0173
2021-11-05,23.2053
2021-11-06,23.2053
2021-11-07,23.2053
2021-11-08,23.3336
2021-11-09,23.2823
2021-11-10,22.9403
2021-11-11,23.0705
2021-11-12,23.3108
2021-11-13,23.3108
2021-11-14,23.3108
2021-11-15,23.4751
2021-11-16,24.0632
2021-11-17,23.8019
2021-11-18,24.0774
2021-11-19,24.2037
2021-11-20,24.2037
2021-11-21,24.2037
2021-11-22,24.0546
2021-11-23,23.7041
2021-11-24,23.7535
2021-11-25,23.7535
2021-11-26,23.9948
2021-11-27,23.9948
2021-11-28,23.9948
2021-11-29,23.8371
2021-11-30,23.7069
2021-12-01,23.573
2021-12-02,23.9273
2021-12-03,23.9568
2021-12-04,23.9568
2021-12-05,23.9568
2021-12-06,23.9093
2021-12-07,24.4678
2021-12-08,24.6426
2021-12-09,24.1734
2021-12-10,24.56
2021-12-11,24.56
2021-12-12,24.56
2021-12-13,24.4507
2021-12-14,24.5486
2021-12-15,24.8127
2021-12-16,24.4412
2021-12-17,23.8323
2021-12-18,23.8323
2021-12-19,23.8323
2021-12-20,23.4191
2021-12-21,23.4894
2021-12-22,23.8969
2021-12-23,22.21
2021-12-24,22.21
2021-12-25,22.21
2021-12-26,22.21
2021-12-27,22.4887
2021-12-28,22.4626
2021-12-29,22.9495
2021-12-30,22.946
2021-12-31,23.1098
2022-01-01,23.1098
2022-01-02,23.1098
2022-01-03,22.8589
2022-01-04,22.9094
2022-01-05,22.3389
2022-01-06,22.4748
2022-01-07,22.2196
2022-01-08,22.2196
2022-01-09,22.2196
2022-01-10,22.1334
2022-01-11,21.9949
2022-01-12,22.2658
2022-01-13,22.4295
2022-01-14,21.6613
2022-01-15,21.6613
2022-01-16,21.6613
2022-01-17,21.6613
2022-01-18,21.6143
2022-01-19,21.5472
2022-01-20,20.6091
2022-01-21,20.5412
2022-01-22,20.5412
2022-01-23,20.5412
2022-01-24,21.2432
2022-01-25,20.8242
2022-01-26,20.3678
2022-01-27,20.5534
2022-01-28,21.0403
2022-01-29,21.0403
2022-01-30,21.0403
2022-01-31,21.3425
2022-02-01,21.5167
2022-02-02,21.5672
2022-02-03,21.4427
2022-02-04,21.2223
2022-02-05,21.2223
2022-02-06,21.2223
2022-02-07,21.2815
2022-02-08,21.6595
2022-02-09,21.8782
2022-02-10,21.5402
2022-02-11,21.4409
2022-02-12,21.4409
2022-02-13,21.4409
2022-02-14,21.3094
2022-02-15,21.447
2022-02-16,21.0585
2022-02-17,20.7515
2022-02-18,20.8119
2022-02-19,20.8119
2022-02-20,20.8119
2022-02-21,20.8119
2022-02-22,19.6192
2022-02-23,18.8796
2022-02-24,19.1894
2022-02-25,19.6459
2022-02-26,19.6459
2022-02-27,19.6459
2022-02-28,19.9152
2022-03-01,20.0352
2022-03-02,20.2526
2022-03-03,20.8533
2022-03-04,21.4807
2022-03-05,21.4807
2022-03-06,21.4807
2022-03-07,21.9597
2022-03-08,21.2529
2022-03-09,21.7327
2022-03-10,22.0866
2022-03-11,21.8769
2022-03-12,21.8769
2022-03-13,21.8769
2022-03-14,21.6887
2022-03-15,21.9942
2022-03-16,21.9286
2022-03-17,22.4016
2022-03-18,22.4819
2022-03-19,22.4819
2022-03-20,22.4819
2022-03-21,22.3144
2022-03-22,22.3334
2022-03-23,22.3602
2022-03-24,22.4646
2022-03-25,22.4903
2022-03-26,22.4903
2022-03-27,22.4903
2022-03-28,22.4929
2022-03-29,22.5885
2022-03-30,22.4354
2022-03-31,22.4796
2022-04-01,21.9139
2022-04-02,21.9139
2022-04-03,21.9139
2022-04-04,21.9963
2022-04-05,21.7262
2022-04-06,21.7619
2022-04-07,22.2766
2022-04-08,22.7352
2022-04-09,22.7352
2022-04-10,22.7352
2022-04-11,22.6274
2022-04-12,22.7616
2022-04-13,22.8202
2022-04-14,22.043
2022-04-15,22.043
2022-04-16,22.043
2022-04-17,22.043
2022-04-18,21.1343
2022-04-19,21.4842
2022-04-20,21.4366
2022-04-21,21.2744
2022-04-22,20.2102
2022-04-23,20.2102
2022-04-24,20.2102
2022-04-25,20.4914
2022-04-26,20.144
2022-04-27,20.0956
2022-04-28,20.3657
2022-04-29,19.7686
2022-04-30,19.7686
2022-05-01,19.7686
2022-05-02,20.1822
2022-05-03,20.1279
2022-05-04,20.7181
2022-05-05,19.9629
2022-05-06,19.8223
2022-05-07,19.8223
2022-05-08,19.8223
2022-05-09,19.4562
2022-05-10,19.4418
2022-05-11,18.8902
2022-05-12,19.3113
2022-05-13,19.7621
2022-05-14,19.7621
2022-05-15,19.7621
2022-05-16,20.0807
2022-05-17,20.251
2022-05-18,18.0489
2022-05-19,18.2293
2022-05-20,17.9074
2022-05-21,17.9074
2022-05-22,17.9074
2022-05-23,17.643
2022-05-24,17.1084
2022-05-25,17.6371
2022-05-26,18.4107
2022-05-27,18.964
2022-05-28,18.964
2022-05-29,18.964
2022-05-30,18.964
2022-05-31,18.5344
2022-06-01,18.814
2022-06-02,19.2071
2022-06-03,19.1343
2022-06-04,19.1343
2022-06-05,19.1343
2022-06-06,19.5283
2022-06-07,19.6994
2022-06-08,19.4656
2022-06-09,19.7452
2022-06-10,19.2071
2022-06-11,19.2071
2022-06-12,19.2071
2022-06-13,18.9301
2022-06-14,18.9419
2022-06-15,19.2775
2022-06-16,18.8123
2022-06-17,18.6505
2022-06-18,18.6505
2022-06-19,18.6505
2022-06-20,18.6505
2022-06-21,19.2148
2022-06-22,18.9284
2022-06-23,19.502
2022-06-24,19.2059
2022-06-25,19.2059
2022-06-26,19.2059
2022-06-27,19.168
2022-06-28,18.5706
2022-06-29,18.5961
2022-06-30,18.4554
2022-07-01,18.6578
2022-07-02,18.6578
2022-07-03,18.6578
2022-07-04,18.6578
2022-07-05,18.7994
2022-07-06,18.7599
2022-07-07,19.2446
2022-07-08,19.2874
2022-07-09,19.2874
2022-07-10,19.2874
2022-07-11,19.2413
2022-07-12,18.676
2022-07-13,18.7582
2022-07-14,19.108
2022-07-15,19.2248
2022-07-16,19.2248
2022-07-17,19.2248
2022-07-18,19.2487
2022-07-19,19.4248
2022-07-20,19.563
2022-07-21,18.8315
2022-07-22,18.541
2022-07-23,18.541
2022-07-24,18.541
2022-07-25,18.4571
2022-07-26,17.6152
2022-07-27,17.886
2022-07-28,18.2053
2022-07-29,18.2604
2022-07-30,18.2604
2022-07-31,18.2604
2022-08-01,18.4587
2022-08-02,18.0069
2022-08-03,18.2143
2022-08-04,17.8391
2022-08-05,17.9632
2022-08-06,17.9632
2022-08-07,17.9632
2022-08-08,18.173
2022-08-09,18.0701
2022-08-10,18.2032
2022-08-11,18.4154
2022-08-12,18.5812
2022-08-13,18.5812
2022-08-14,18.5812
2022-08-15,18.6857
2022-08-16,19.218
2022-08-17,19.231
2022-08-18,19.2572
2022-08-19,19.1004
2022-08-20,19.1004
2022-08-21,19.1004
2022-08-22,18.9094
2022-08-23,18.8343
2022-08-24,18.7477
2022-08-25,18.8588
2022-08-26,18.1019
2022-08-27,18.1019
2022-08-28,18.1019
2022-08-29,18.026
2022-08-30,17.8595
2022-08-31,17.6194
2022-09-01,17.8644
2022-09-02,17.8195
2022-09-03,17.8195
2022-09-04,17.8195
2022-09-05,17.8195
2022-09-06,17.8554
2022-09-07,18.5265
2022-09-08,18.8147
2022-09-09,18.9069
2022-09-10,18.9069
2022-09-11,18.9069
2022-09-12,19.0482
2022-09-13,18.3101
2022-09-14,17.9346
2022-09-15,17.8489
2022-09-16,18.017
2022-09-17,18.017
2022-09-18,18.017
2022-09-19,18.2587
2022-09-20,18.0481
2022-09-21,18.0121
2022-09-22,17.8856
2022-09-23,17.8611
2022-09-24,17.8611
2022-09-25,17.8611
2022-09-26,17.9016
2022-09-27,18.1027
2022-09-28,18.402
2022-09-29,18.0152
2022-09-30,17.8846
2022-10-01,17.8846
2022-10-02,17.8846
2022-10-03,18.5528
2022-10-04,18.8585
2022-10-05,19.1586
2022-10-06,19.0361
2022-10-07,18.5934
2022-10-08,18.5934
2022-10-09,18.5934
2022-10-10,18.6753
2022-10-11,19.0913
2022-10-12,19.3224
2022-10-13,19.2648
2022-10-14,18.9226
2022-10-15,18.9226
2022-10-16,18.9226
2022-10-17,19.1683
2022-10-18,19.2599
2022-10-19,18.7312
2022-10-20,18.1806
2022-10-21,18.8164
2022-10-22,18.8164
2022-10-23,18.8164
2022-10-24,19.6646
2022-10-25,20.1885
2022-10-26,20.3239
2022-10-27,20.2931
2022-10-28,20.9061
2022-10-29,20.9061
2022-10-30,20.9061
2022-10-31,20.6329
2022-11-01,20.6945
2022-11-02,19.9549
2022-11-03,19.8639
2022-11-04,19.4806
2022-11-05,19.4806
2022-11-06,19.4806
2022-11-07,19.6767
2022-11-08,19.5282
2022-11-09,19.2256
2022-11-10,19.8058
2022-11-11,19.6815
2022-11-12,19.6815
2022-11-13,19.6815
2022-11-14,19.9826
2022-11-15,20.2586
2022-11-16,20.4926
2022-11-17,20.152
2022-11-18,20.5539
2022-11-19,20.5539
2022-11-20,20.5539
2022-11-21,20.6007
2022-11-22,20.8509
2022-11-23,21.0301
2022-11-24,21.0301
2022-11-25,20.8896
2022-11-26,20.8896
2022-11-27,20.8896
2022-11-28,20.7169
2022-11-29,20.4853
2022-11-30,21.0745
2022-12-01,20.9389
2022-12-02,20.9639
2022-12-03,20.9639
2022-12-04,20.9639
2022-12-05,20.6419
2022-12-06,20.3336
2022-12-07,20.3506
2022-12-08,20.5265
2022-12-09,20.4297
2022-12-10,20.4297
2022-12-11,20.4297
2022-12-12,20.1189
2022-12-13,20.0972
2022-12-14,20.1875
2022-12-15,20.0826
2022-12-16,19.7994
2022-12-17,19.7994
2022-12-18,19.7994
2022-12-19,19.876
2022-12-20,19.7744
2022-12-21,20.1012
2022-12-22,20.0044
2022-12-23,20.328
2022-12-24,20.328
2022-12-25,20.328
2022-12-26,20.328
2022-12-27,20.8146
2022-12-28,20.5572
2022-12-29,21.1285
2022-12-30,20.1531
2022-12-31,20.1531
2023-01-01,20.1531
2023-01-02,20.1531
2023-01-03,20.0153
2023-01-04,19.8852
2023-01-05,19.742
2023-01-06,19.8968
2023-01-07,19.8968
2023-01-08,19.8968
2023-01-09,19.5765
2023-01-10,19.9045
2023-01-11,19.8937
2023-01-12,19.8275
2023-01-13,19.8544
2023-01-14,19.8544
2023-01-15,19.8544
2023-01-16,19.8544
2023-01-17,19.6928
2023-01-18,19.3648
2023-01-19,18.759
2023-01-20,19.1601
2023-01-21,19.1601
2023-01-22,19.1601
2023-01-23,19.4226
2023-01-24,19.3748
2023-01-25,19.2948
2023-01-26,20.2878
2023-01-27,20.207
2023-01-28,20.207
2023-01-29,20.207
2023-01-30,19.9853
2023-01-31,20.3856
2023-02-01,20.5426
2023-02-02,20.6096
2023-02-03,20.4295
2023-02-04,20.4295
2023-02-05,20.4295
2023-02-06,20.7266
2023-02-07,20.7505
2023-02-08,20.6358
2023-02-09,20.8298
2023-02-10,20.7713
2023-02-11,20.7713
2023-02-12,20.7713
2023-02-13,21.0923
2023-02-14,21.1554
2023-02-15,21.2801
2023-02-16,21.0777
2023-02-17,21.2332
2023-02-18,21.2332
2023-02-19,21.2332
2023-02-20,21.2332
2023-02-21,20.8513
2023-02-22,20.7566
2023-02-23,20.7079
2023-02-24,20.5191
2023-02-25,20.5191
2023-02-26,20.5191
2023-02-27,20.8175
2023-02-28,20.7278
2023-03-01,20.1525
2023-03-02,20.3619
2023-03-03,20.49
2023-03-04,20.49
2023-03-05,20.49
2023-03-06,20.3772
2023-03-07,20.365
2023-03-08,20.3588
2023-03-09,20.2407
2023-03-10,20.266
2023-03-11,20.266
2023-03-12,20.266
2023-03-13,20.3189
2023-03-14,20.4509
2023-03-15,20.5859
2023-03-16,20.8858
2023-03-17,20.6649
