,BKI US Equity
2023-03-19,39.1338
2023-03-20,39.1554
2023-03-21,39.3223
2023-03-22,39.1392
2023-03-23,38.94
2023-03-24,38.7677
2023-03-25,38.7677
2023-03-26,38.7677
2023-03-27,39.1284
2023-03-28,39.2684
2023-03-29,39.7369
2023-03-30,39.8068
2023-03-31,39.4063
2023-04-01,39.4063
2023-04-02,39.4063
2023-04-03,39.6
2023-04-04,39.4434
2023-04-05,39.4326
2023-04-06,39.9617
2023-04-07,39.9617
2023-04-08,39.9617
2023-04-09,39.9617
2023-04-10,39.6863
2023-04-11,39.1626
2023-04-12,38.4013
2023-04-13,38.8873
2023-04-14,38.8765
2023-04-15,38.8765
2023-04-16,38.8765
2023-04-17,39.0492
2023-04-18,39.0762
2023-04-19,39.006
2023-04-20,38.6497
2023-04-21,38.6011
2023-04-22,38.6011
2023-04-23,38.6011
2023-04-24,38.4877
2023-04-25,38.0612
2023-04-26,37.9316
2023-04-27,37.8722
2023-04-28,38.0018
2023-04-29,38.0018
2023-04-30,38.0018
2023-05-01,37.7318
2023-05-02,37.6562
2023-05-03,37.3323
2023-05-04,37.4903
2023-05-05,37.6846
2023-05-06,37.6846
2023-05-07,37.6846
2023-05-08,37.4795
2023-05-09,37.6145
2023-05-10,38.0409
2023-05-11,37.9276
2023-05-12,37.4849
2023-05-13,37.4849
2023-05-14,37.4849
2023-05-15,37.4687
2023-05-16,37.8952
2023-05-17,38.2947
2023-05-18,38.6024
2023-05-19,38.5268
2023-05-20,38.5268
2023-05-21,38.5268
2023-05-22,38.5646
2023-05-23,37.933
2023-05-24,38.2299
2023-05-25,38.2515
2023-05-26,38.7788
2023-05-27,38.7788
2023-05-28,38.7788
2023-05-29,38.7788
2023-05-30,38.9677
2023-05-31,39.691
2023-06-01,39.0271
2023-06-02,39.4373
2023-06-03,39.4373
2023-06-04,39.4373
2023-06-05,39.1296
2023-06-06,39.2268
2023-06-07,38.8597
2023-06-08,38.7518
2023-06-09,38.795
2023-06-10,38.795
2023-06-11,38.795
2023-06-12,39.3726
2023-06-13,39.1782
2023-06-14,39.27
2023-06-15,39.8476
2023-06-16,39.4751
2023-06-17,39.4751
2023-06-18,39.4751
2023-06-19,39.4751
2023-06-20,39.9933
2023-06-21,39.7342
2023-06-22,39.4643
2023-06-23,39.27
2023-06-24,39.27
2023-06-25,39.27
2023-06-26,39.4319
2023-06-27,39.7828
2023-06-28,40.4144
2023-06-29,40.8624
2023-06-30,43.2618
2023-07-01,43.2618
2023-07-02,43.2618
2023-07-03,43.2103
2023-07-04,43.2103
2023-07-05,42.7299
2023-07-06,42.7585
2023-07-07,43.5649
2023-07-08,43.5649
2023-07-09,43.5649
2023-07-10,43.7022
2023-07-11,44.1426
2023-07-12,43.8795
2023-07-13,44.114
2023-07-14,44.1368
2023-07-15,44.1368
2023-07-16,44.1368
2023-07-17,49.7931
2023-07-18,49.3984
2023-07-19,49.1811
2023-07-20,49.427
2023-07-21,49.3127
2023-07-22,49.3127
2023-07-23,49.3127
2023-07-24,49.5929
2023-07-25,49.2211
2023-07-26,49.2326
2023-07-27,49.1754
2023-07-28,49.0496
2023-07-29,49.0496
2023-07-30,49.0496
2023-07-31,49.3184
2023-08-01,49.3069
2023-08-02,49.1354
2023-08-03,49.495
2023-08-04,49.9925
2023-08-05,49.9925
2023-08-06,49.9925
2023-08-07,51.6282
2023-08-08,51.7711
2023-08-09,51.794
2023-08-10,51.794
2023-08-11,51.7654
2023-08-12,51.7654
2023-08-13,51.7654
2023-08-14,51.8798
2023-08-15,51.714
2023-08-16,51.7082
2023-08-17,51.651
2023-08-18,51.651
2023-08-19,51.651
2023-08-20,51.651
2023-08-21,51.6396
2023-08-22,51.6682
2023-08-23,51.6053
2023-08-24,51.9027
2023-08-25,51.8569
2023-08-26,51.8569
2023-08-27,51.8569
2023-08-28,52.343
2023-08-29,52.3945
2023-08-30,52.4403
2023-08-31,52.4288
2023-09-01,52.4288
2023-09-02,52.4288
2023-09-03,52.4288
2023-09-04,52.4288
2023-09-05,52.4288
2023-09-06,52.4288
2023-09-07,52.4288
2023-09-08,52.4288
2023-09-09,52.4288
2023-09-10,52.4288
2023-09-11,52.4288
2023-09-12,52.4288
2023-09-13,52.4288
2023-09-14,52.4288
2023-09-15,52.4288
2023-09-16,52.4288
2023-09-17,52.4288
2023-09-18,52.4288
2023-09-19,52.4288
2023-09-20,52.4288
2023-09-21,52.4288
2023-09-22,52.4288
2023-09-23,52.4288
2023-09-24,52.4288
2023-09-25,52.4288
2023-09-26,52.4288
2023-09-27,52.4288
2023-09-28,52.4288
2023-09-29,52.4288
2023-09-30,52.4288
2023-10-01,52.4288
2023-10-02,52.4288
2023-10-03,52.4288
2023-10-04,52.4288
2023-10-05,52.4288
2023-10-06,52.4288
2023-10-07,52.4288
2023-10-08,52.4288
2023-10-09,52.4288
2023-10-10,52.4288
2023-10-11,52.4288
2023-10-12,52.4288
2023-10-13,52.4288
2023-10-14,52.4288
2023-10-15,52.4288
2023-10-16,52.4288
2023-10-17,52.4288
2023-10-18,52.4288
2023-10-19,52.4288
2023-10-20,52.4288
2023-10-21,52.4288
2023-10-22,52.4288
2023-10-23,52.4288
2023-10-24,52.4288
2023-10-25,52.4288
2023-10-26,52.4288
2023-10-27,52.4288
2023-10-28,52.4288
2023-10-29,52.4288
2023-10-30,52.4288
2023-10-31,52.4288
2023-11-01,52.4288
2023-11-02,52.4288
2023-11-03,52.4288
2023-11-04,52.4288
2023-11-05,52.4288
2023-11-06,52.4288
2023-11-07,52.4288
2023-11-08,52.4288
2023-11-09,52.4288
2023-11-10,52.4288
2023-11-11,52.4288
2023-11-12,52.4288
2023-11-13,52.4288
2023-11-14,52.4288
2023-11-15,52.4288
2023-11-16,52.4288
2023-11-17,52.4288
2023-11-18,52.4288
2023-11-19,52.4288
2023-11-20,52.4288
2023-11-21,52.4288
2023-11-22,52.4288
2023-11-23,52.4288
2023-11-24,52.4288
2023-11-25,52.4288
2023-11-26,52.4288
2023-11-27,52.4288
2023-11-28,52.4288
2023-11-29,52.4288
2023-11-30,52.4288
2023-12-01,52.4288
2023-12-02,52.4288
2023-12-03,52.4288
2023-12-04,52.4288
2023-12-05,52.4288
2023-12-06,52.4288
2023-12-07,52.4288
2023-12-08,52.4288
2023-12-09,52.4288
2023-12-10,52.4288
2023-12-11,52.4288
2023-12-12,52.4288
2023-12-13,52.4288
2023-12-14,52.4288
2023-12-15,52.4288
2023-12-16,52.4288
2023-12-17,52.4288
2023-12-18,52.4288
2023-12-19,52.4288
2023-12-20,52.4288
2023-12-21,52.4288
2023-12-22,52.4288
2023-12-23,52.4288
2023-12-24,52.4288
2023-12-25,52.4288
2023-12-26,52.4288
2023-12-27,52.4288
2023-12-28,52.4288
2023-12-29,52.4288
2023-12-30,52.4288
2023-12-31,52.4288
2024-01-01,52.4288
2024-01-02,52.4288
2024-01-03,52.4288
2024-01-04,52.4288
2024-01-05,52.4288
2024-01-06,52.4288
2024-01-07,52.4288
2024-01-08,52.4288
2024-01-09,52.4288
2024-01-10,52.4288
2024-01-11,52.4288
2024-01-12,52.4288
2024-01-13,52.4288
2024-01-14,52.4288
2024-01-15,52.4288
2024-01-16,52.4288
2024-01-17,52.4288
2024-01-18,52.4288
2024-01-19,52.4288
2024-01-20,52.4288
2024-01-21,52.4288
2024-01-22,52.4288
2024-01-23,52.4288
2024-01-24,52.4288
2024-01-25,52.4288
2024-01-26,52.4288
2024-01-27,52.4288
2024-01-28,52.4288
2024-01-29,52.4288
2024-01-30,52.4288
2024-01-31,52.4288
2024-02-01,52.4288
2024-02-02,52.4288
2024-02-03,52.4288
2024-02-04,52.4288
2024-02-05,52.4288
2024-02-06,52.4288
2024-02-07,52.4288
2024-02-08,52.4288
2024-02-09,52.4288
2024-02-10,52.4288
2024-02-11,52.4288
2024-02-12,52.4288
2024-02-13,52.4288
2024-02-14,52.4288
2024-02-15,52.4288
2024-02-16,52.4288
2024-02-17,52.4288
2024-02-18,52.4288
2024-02-19,52.4288
2024-02-20,52.4288
2024-02-21,52.4288
2024-02-22,52.4288
2024-02-23,52.4288
2024-02-24,52.4288
2024-02-25,52.4288
2024-02-26,52.4288
2024-02-27,52.4288
2024-02-28,52.4288
2024-02-29,52.4288
2024-03-01,52.4288
2024-03-02,52.4288
2024-03-03,52.4288
2024-03-04,52.4288
2024-03-05,52.4288
2024-03-06,52.4288
2024-03-07,52.4288
2024-03-08,52.4288
2024-03-09,52.4288
2024-03-10,52.4288
2024-03-11,52.4288
2024-03-12,52.4288
2024-03-13,52.4288
2024-03-14,52.4288
2024-03-15,52.4288
2024-03-16,52.4288
2024-03-17,52.4288
2024-03-18,52.4288
2024-03-19,52.4288
2024-03-20,52.4288
2024-03-21,52.4288
2024-03-22,52.4288
2024-03-23,52.4288
2024-03-24,52.4288
2024-03-25,52.4288
2024-03-26,52.4288
2024-03-27,52.4288
2024-03-28,52.4288
2024-03-29,52.4288
2024-03-30,52.4288
2024-03-31,52.4288
2024-04-01,52.4288
2024-04-02,52.4288
2024-04-03,52.4288
2024-04-04,52.4288
2024-04-05,52.4288
2024-04-06,52.4288
2024-04-07,52.4288
2024-04-08,52.4288
