,POOL US Equity
2021-05-28,32.5132
2021-05-29,32.5132
2021-05-30,32.5132
2021-05-31,32.5132
2021-06-01,32.6701
2021-06-02,32.8032
2021-06-03,32.6463
2021-06-04,32.6204
2021-06-05,32.6204
2021-06-06,32.6204
2021-06-07,32.4413
2021-06-08,32.7615
2021-06-09,32.3025
2021-06-10,31.9701
2021-06-11,32.1586
2021-06-12,32.1586
2021-06-13,32.1586
2021-06-14,32.1111
2021-06-15,32.3593
2021-06-16,32.2233
2021-06-17,32.5118
2021-06-18,32.9068
2021-06-19,32.9068
2021-06-20,32.9068
2021-06-21,33.6895
2021-06-22,34.183
2021-06-23,33.8334
2021-06-24,34.1305
2021-06-25,33.896
2021-06-26,33.896
2021-06-27,33.896
2021-06-28,33.9514
2021-06-29,34.5629
2021-06-30,27.5042
2021-07-01,27.7012
2021-07-02,27.979
2021-07-03,27.979
2021-07-04,27.979
2021-07-05,27.979
2021-07-06,27.8453
2021-07-07,28.1818
2021-07-08,28.0917
2021-07-09,28.5258
2021-07-10,28.5258
2021-07-11,28.5258
2021-07-12,28.4833
2021-07-13,28.2143
2021-07-14,28.0917
2021-07-15,27.5716
2021-07-16,27.5176
2021-07-17,27.5176
2021-07-18,27.5176
2021-07-19,27.2056
2021-07-20,27.1469
2021-07-21,27.4479
2021-07-22,27.0312
2021-07-23,27.7198
2021-07-24,27.7198
2021-07-25,27.7198
2021-07-26,27.9865
2021-07-27,28.2718
2021-07-28,28.0255
2021-07-29,28.6128
2021-07-30,28.614
2021-07-31,28.614
2021-08-01,28.614
2021-08-02,28.5379
2021-08-03,28.7662
2021-08-04,29.1456
2021-08-05,29.1363
2021-08-06,28.804
2021-08-07,28.804
2021-08-08,28.804
2021-08-09,29.0544
2021-08-10,28.9835
2021-08-11,28.9248
2021-08-12,29.0154
2021-08-13,29.0433
2021-08-14,29.0433
2021-08-15,29.0433
2021-08-16,29.5192
2021-08-17,28.74
2021-08-18,28.5454
2021-08-19,28.9945
2021-08-20,29.1142
2021-08-21,29.1142
2021-08-22,29.1142
2021-08-23,28.4443
2021-08-24,28.6006
2021-08-25,29.0323
2021-08-26,28.5936
2021-08-27,28.7935
2021-08-28,28.7935
2021-08-29,28.7935
2021-08-30,29.4047
2021-08-31,29.5715
2021-09-01,29.3931
2021-09-02,29.7434
2021-09-03,29.7219
2021-09-04,29.7219
2021-09-05,29.7219
2021-09-06,29.7219
2021-09-07,29.3826
2021-09-08,29.751
2021-09-09,29.4169
2021-09-10,29.5209
2021-09-11,29.5209
2021-09-12,29.5209
2021-09-13,28.6779
2021-09-14,28.4315
2021-09-15,28.575
2021-09-16,28.1997
2021-09-17,27.8133
2021-09-18,27.8133
2021-09-19,27.8133
2021-09-20,27.725
2021-09-21,27.5629
2021-09-22,27.3462
2021-09-23,27.9487
2021-09-24,27.8976
2021-09-25,27.8976
2021-09-26,27.8976
2021-09-27,27.3323
2021-09-28,26.6537
2021-09-29,26.8134
2021-09-30,23.0009
2021-10-01,23.1548
2021-10-02,23.1548
2021-10-03,23.1548
2021-10-04,23.0786
2021-10-05,23.3097
2021-10-06,23.3375
2021-10-07,23.9339
2021-10-08,23.6247
2021-10-09,23.6247
2021-10-10,23.6247
2021-10-11,23.5727
2021-10-12,23.3329
2021-10-13,23.3076
2021-10-14,23.9509
2021-10-15,23.9689
2021-10-16,23.9689
2021-10-17,23.9689
2021-10-18,24.3415
2021-10-19,24.5499
2021-10-20,24.5154
2021-10-21,26.3418
2021-10-22,26.5348
2021-10-23,26.5348
2021-10-24,26.5348
2021-10-25,26.8199
2021-10-26,26.5626
2021-10-27,26.365
2021-10-28,26.7096
2021-10-29,27.1479
2021-10-30,27.1479
2021-10-31,27.1479
2021-11-01,27.1371
2021-11-02,27.1608
2021-11-03,27.2133
2021-11-04,27.5086
2021-11-05,27.2925
2021-11-06,27.2925
2021-11-07,27.2925
2021-11-08,27.4268
2021-11-09,27.7215
2021-11-10,27.7323
2021-11-11,29.1419
2021-11-12,30.035
2021-11-13,30.035
2021-11-14,30.035
2021-11-15,29.963
2021-11-16,30.161
2021-11-17,30.1235
2021-11-18,30.373
2021-11-19,30.3293
2021-11-20,30.3293
2021-11-21,30.3293
2021-11-22,29.4146
2021-11-23,29.5355
2021-11-24,29.8899
2021-11-25,29.8899
2021-11-26,29.413
2021-11-27,29.413
2021-11-28,29.413
2021-11-29,29.4599
2021-11-30,29.1522
2021-12-01,29.0545
2021-12-02,29.2849
2021-12-03,28.6748
2021-12-04,28.6748
2021-12-05,28.6748
2021-12-06,28.8348
2021-12-07,29.6178
2021-12-08,29.7001
2021-12-09,28.9089
2021-12-10,29.5921
2021-12-11,29.5921
2021-12-12,29.5921
2021-12-13,29.5679
2021-12-14,29.3878
2021-12-15,29.8431
2021-12-16,29.0205
2021-12-17,28.4587
2021-12-18,28.4587
2021-12-19,28.4587
2021-12-20,28.3368
2021-12-21,28.5009
2021-12-22,28.8955
2021-12-23,28.9223
2021-12-24,28.9223
2021-12-25,28.9223
2021-12-26,28.9223
2021-12-27,29.5015
2021-12-28,29.517
2021-12-29,29.8472
2021-12-30,29.4964
2021-12-31,28.931
2022-01-01,28.931
2022-01-02,28.931
2022-01-03,28.1728
2022-01-04,28.1555
2022-01-05,27.1682
2022-01-06,26.7417
2022-01-07,25.9065
2022-01-08,25.9065
2022-01-09,25.9065
2022-01-10,25.5763
2022-01-11,25.8531
2022-01-12,26.3705
2022-01-13,26.1019
2022-01-14,25.4699
2022-01-15,25.4699
2022-01-16,25.4699
2022-01-17,25.4699
2022-01-18,25.4608
2022-01-19,25.3043
2022-01-20,24.6193
2022-01-21,24.3522
2022-01-22,24.3522
2022-01-23,24.3522
2022-01-24,24.6766
2022-01-25,23.8279
2022-01-26,23.4077
2022-01-27,23.4313
2022-01-28,23.8149
2022-01-29,23.8149
2022-01-30,23.8149
2022-01-31,24.6106
2022-02-01,24.4893
2022-02-02,24.3709
2022-02-03,23.7345
2022-02-04,23.2806
2022-02-05,23.2806
2022-02-06,23.2806
2022-02-07,23.3037
2022-02-08,23.4515
2022-02-09,24.071
2022-02-10,23.5242
2022-02-11,23.181
2022-02-12,23.181
2022-02-13,23.181
2022-02-14,23.3923
2022-02-15,23.8077
2022-02-16,23.8371
2022-02-17,23.1506
2022-02-18,23.5795
2022-02-19,23.5795
2022-02-20,23.5795
2022-02-21,23.5795
2022-02-22,22.3901
2022-02-23,21.6825
2022-02-24,22.6765
2022-02-25,23.3609
2022-02-26,23.3609
2022-02-27,23.3609
2022-02-28,23.8042
2022-03-01,23.9937
2022-03-02,24.6193
2022-03-03,24.3285
2022-03-04,24.1529
2022-03-05,24.1529
2022-03-06,24.1529
2022-03-07,23.4651
2022-03-08,22.7633
2022-03-09,23.7154
2022-03-10,23.4907
2022-03-11,23.0093
2022-03-12,23.0093
2022-03-13,23.0093
2022-03-14,22.9601
2022-03-15,23.5259
2022-03-16,24.2446
2022-03-17,24.6034
2022-03-18,25.1948
2022-03-19,25.1948
2022-03-20,25.1948
2022-03-21,24.6357
2022-03-22,24.6869
2022-03-23,23.8789
2022-03-24,23.4154
2022-03-25,22.4855
2022-03-26,22.4855
2022-03-27,22.4855
2022-03-28,22.9201
2022-03-29,23.6069
2022-03-30,23.3404
2022-03-31,19.905
2022-04-01,19.9981
2022-04-02,19.9981
2022-04-03,19.9981
2022-04-04,20.2419
2022-04-05,20.3615
2022-04-06,19.7794
2022-04-07,20.0258
2022-04-08,19.8725
2022-04-09,19.8725
2022-04-10,19.8725
2022-04-11,19.5714
2022-04-12,19.3976
2022-04-13,19.8447
2022-04-14,19.5295
2022-04-15,19.5295
2022-04-16,19.5295
2022-04-17,19.5295
2022-04-18,19.3771
2022-04-19,20.2014
2022-04-20,20.2881
2022-04-21,20.0903
2022-04-22,19.6013
2022-04-23,19.6013
2022-04-24,19.6013
2022-04-25,20.1095
2022-04-26,19.5902
2022-04-27,19.1404
2022-04-28,19.6602
2022-04-29,19.1296
2022-04-30,19.1296
2022-05-01,19.1296
2022-05-02,19.4222
2022-05-03,19.1697
2022-05-04,19.6286
2022-05-05,18.9308
2022-05-06,18.6638
2022-05-07,18.6638
2022-05-08,18.6638
2022-05-09,18.9001
2022-05-10,18.7337
2022-05-11,18.114
2022-05-12,19.0669
2022-05-13,19.3829
2022-05-14,19.3829
2022-05-15,19.3829
2022-05-16,18.9572
2022-05-17,19.1291
2022-05-18,18.3656
2022-05-19,18.6279
2022-05-20,19.1449
2022-05-21,19.1449
2022-05-22,19.1449
2022-05-23,19.11
2022-05-24,18.4462
2022-05-25,18.6292
2022-05-26,18.9436
2022-05-27,19.1628
2022-05-28,19.1628
2022-05-29,19.1628
2022-05-30,19.1628
2022-05-31,18.848
2022-06-01,18.61
2022-06-02,19.5258
2022-06-03,19.217
2022-06-04,19.217
2022-06-05,19.217
2022-06-06,19.4021
2022-06-07,19.3676
2022-06-08,19.2
2022-06-09,19.606
2022-06-10,18.2684
2022-06-11,18.2684
2022-06-12,18.2684
2022-06-13,17.5791
2022-06-14,16.7503
2022-06-15,16.9371
2022-06-16,16.014
2022-06-17,16.046
2022-06-18,16.046
2022-06-19,16.046
2022-06-20,16.046
2022-06-21,16.0388
2022-06-22,16.1676
2022-06-23,16.9034
2022-06-24,17.0702
2022-06-25,17.0702
2022-06-26,17.0702
2022-06-27,17.048
2022-06-28,16.9055
2022-06-29,16.7733
2022-06-30,15.5352
2022-07-01,15.5623
2022-07-02,15.5623
2022-07-03,15.5623
2022-07-04,15.5623
2022-07-05,16.015
2022-07-06,16.38
2022-07-07,16.9655
2022-07-08,16.5954
2022-07-09,16.5954
2022-07-10,16.5954
2022-07-11,16.3152
2022-07-12,16.4197
2022-07-13,16.191
2022-07-14,16.2338
2022-07-15,16.424
2022-07-16,16.424
2022-07-17,16.424
2022-07-18,16.3792
2022-07-19,16.9207
2022-07-20,17.3239
2022-07-21,15.745
2022-07-22,16.002
2022-07-23,16.002
2022-07-24,16.002
2022-07-25,15.6833
2022-07-26,15.2176
2022-07-27,15.6876
2022-07-28,15.705
2022-07-29,15.62
2022-07-30,15.62
2022-07-31,15.62
2022-08-01,15.8381
2022-08-02,15.7065
2022-08-03,15.83
2022-08-04,16.1254
2022-08-05,16.2388
2022-08-06,16.2388
2022-08-07,16.2388
2022-08-08,16.5505
2022-08-09,16.0932
2022-08-10,16.582
2022-08-11,16.3036
2022-08-12,16.827
2022-08-13,16.827
2022-08-14,16.827
2022-08-15,16.8289
2022-08-16,16.9776
2022-08-17,16.7431
2022-08-18,16.9295
2022-08-19,16.5008
2022-08-20,16.5008
2022-08-21,16.5008
2022-08-22,16.2745
2022-08-23,15.7337
2022-08-24,15.856
2022-08-25,16.1037
2022-08-26,15.4278
2022-08-27,15.4278
2022-08-28,15.4278
2022-08-29,15.0962
2022-08-30,15.0566
2022-08-31,14.9013
2022-09-01,14.8113
2022-09-02,14.9289
2022-09-03,14.9289
2022-09-04,14.9289
2022-09-05,14.9289
2022-09-06,14.7569
2022-09-07,15.1479
2022-09-08,15.4456
2022-09-09,15.5524
2022-09-10,15.5524
2022-09-11,15.5524
2022-09-12,15.6079
2022-09-13,14.7461
2022-09-14,14.5519
2022-09-15,14.4836
2022-09-16,14.6078
2022-09-17,14.6078
2022-09-18,14.6078
2022-09-19,14.8734
2022-09-20,14.4269
2022-09-21,14.3252
2022-09-22,13.9603
2022-09-23,13.8659
2022-09-24,13.8659
2022-09-25,13.8659
2022-09-26,13.843
2022-09-27,14.0659
2022-09-28,14.5112
2022-09-29,13.9925
2022-09-30,13.6868
2022-10-01,13.6868
2022-10-02,13.6868
2022-10-03,14.0477
2022-10-04,14.2392
2022-10-05,14.1654
2022-10-06,14.0901
2022-10-07,13.8151
2022-10-08,13.8151
2022-10-09,13.8151
2022-10-10,13.8586
2022-10-11,13.7326
2022-10-12,13.6455
2022-10-13,13.8192
2022-10-14,13.2638
2022-10-15,13.2638
2022-10-16,13.2638
2022-10-17,13.6966
2022-10-18,13.7129
2022-10-19,12.9267
2022-10-20,12.3894
2022-10-21,12.4238
2022-10-22,12.4238
2022-10-23,12.4238
2022-10-24,12.7265
2022-10-25,12.9426
2022-10-26,13.2203
2022-10-27,13.0008
2022-10-28,13.5435
2022-10-29,13.5435
2022-10-30,13.5435
2022-10-31,13.0008
2022-11-01,13.0568
2022-11-02,12.6676
2022-11-03,12.5295
2022-11-04,12.5676
2022-11-05,12.5676
2022-11-06,12.5676
2022-11-07,12.9982
2022-11-08,13.1337
2022-11-09,12.8579
2022-11-10,14.31
2022-11-11,14.7597
2022-11-12,14.7597
2022-11-13,14.7597
2022-11-14,14.369
2022-11-15,14.569
2022-11-16,14.2406
2022-11-17,13.5744
2022-11-18,13.6633
2022-11-19,13.6633
2022-11-20,13.6633
2022-11-21,13.5983
2022-11-22,13.8293
2022-11-23,14.0518
2022-11-24,14.0518
2022-11-25,13.9185
2022-11-26,13.9185
2022-11-27,13.9185
2022-11-28,13.4114
2022-11-29,13.6174
2022-11-30,13.9405
2022-12-01,14.266
2022-12-02,13.9786
2022-12-03,13.9786
2022-12-04,13.9786
2022-12-05,13.5935
2022-12-06,13.5144
2022-12-07,13.6297
2022-12-08,13.9338
2022-12-09,14.0003
2022-12-10,14.0003
2022-12-11,14.0003
2022-12-12,14.0044
2022-12-13,14.1667
2022-12-14,14.1421
2022-12-15,13.5909
2022-12-16,13.3289
2022-12-17,13.3289
2022-12-18,13.3289
2022-12-19,13.1468
2022-12-20,12.9837
2022-12-21,13.2789
2022-12-22,13.0326
2022-12-23,13.052
2022-12-24,13.052
2022-12-25,13.052
2022-12-26,13.052
2022-12-27,13.0673
2022-12-28,12.7116
2022-12-29,13.1012
2022-12-30,13.0841
2022-12-31,13.0841
2023-01-01,13.0841
2023-01-02,13.0841
2023-01-03,13.027
2023-01-04,13.164
2023-01-05,13.1096
2023-01-06,13.5782
2023-01-07,13.5782
2023-01-08,13.5782
2023-01-09,13.6734
2023-01-10,13.9494
2023-01-11,14.6251
2023-01-12,14.7766
2023-01-13,14.8642
2023-01-14,14.8642
2023-01-15,14.8642
2023-01-16,14.8642
2023-01-17,15.0499
2023-01-18,15.2662
2023-01-19,14.7001
2023-01-20,15.0031
2023-01-21,15.0031
2023-01-22,15.0031
2023-01-23,15.2521
2023-01-24,15.4417
2023-01-25,15.4127
2023-01-26,15.4474
2023-01-27,16.0177
2023-01-28,16.0177
2023-01-29,16.0177
2023-01-30,15.9069
2023-01-31,16.2545
2023-02-01,16.7315
2023-02-02,17.6463
2023-02-03,16.9382
2023-02-04,16.9382
2023-02-05,16.9382
2023-02-06,16.4992
2023-02-07,16.4912
2023-02-08,16.2362
2023-02-09,15.9248
2023-02-10,15.6313
2023-02-11,15.6313
2023-02-12,15.6313
2023-02-13,15.8448
2023-02-14,15.8631
2023-02-15,16.2149
2023-02-16,16.4102
2023-02-17,15.9107
2023-02-18,15.9107
2023-02-19,15.9107
2023-02-20,15.9107
2023-02-21,15.1862
2023-02-22,15.1916
2023-02-23,15.3012
2023-02-24,15.1566
2023-02-25,15.1566
2023-02-26,15.1566
2023-02-27,15.1483
2023-02-28,15.1776
2023-03-01,14.8608
2023-03-02,15.0228
2023-03-03,15.3564
2023-03-04,15.3564
2023-03-05,15.3564
2023-03-06,15.1913
2023-03-07,15.1029
2023-03-08,15.1666
2023-03-09,14.8795
2023-03-10,14.8555
2023-03-11,14.8555
2023-03-12,14.8555
2023-03-13,14.7739
2023-03-14,14.9405
2023-03-15,14.7633
2023-03-16,14.8974
2023-03-17,14.6047
2023-03-18,14.6047
2023-03-19,14.6047
2023-03-20,14.6474
