,DECK US Equity
2023-03-19,15.9344
2023-03-20,16.0717
2023-03-21,17.0943
2023-03-22,16.8178
2023-03-23,17.1934
2023-03-24,17.2148
2023-03-25,17.2148
2023-03-26,17.2148
2023-03-27,17.441
2023-03-28,17.5874
2023-03-29,17.5916
2023-03-30,17.4334
2023-03-31,17.0272
2023-04-01,17.0272
2023-04-02,17.0272
2023-04-03,17.1883
2023-04-04,17.2577
2023-04-05,17.0122
2023-04-06,16.8996
2023-04-07,16.8996
2023-04-08,16.8996
2023-04-09,16.8996
2023-04-10,17.3708
2023-04-11,17.3373
2023-04-12,17.3591
2023-04-13,17.5747
2023-04-14,17.7334
2023-04-15,17.7334
2023-04-16,17.7334
2023-04-17,17.7682
2023-04-18,18.1534
2023-04-19,18.2847
2023-04-20,18.2414
2023-04-21,18.5265
2023-04-22,18.5265
2023-04-23,18.5265
2023-04-24,18.6545
2023-04-25,18.1062
2023-04-26,18.1982
2023-04-27,18.069
2023-04-28,18.2301
2023-04-29,18.2301
2023-04-30,18.2301
2023-05-01,18.4975
2023-05-02,18.4555
2023-05-03,18.4551
2023-05-04,18.2071
2023-05-05,18.4684
2023-05-06,18.4684
2023-05-07,18.4684
2023-05-08,18.8488
2023-05-09,18.9396
2023-05-10,18.8924
2023-05-11,18.6784
2023-05-12,18.684
2023-05-13,18.684
2023-05-14,18.684
2023-05-15,18.722
2023-05-16,17.9874
2023-05-17,17.8679
2023-05-18,17.9543
2023-05-19,17.2388
2023-05-20,17.2388
2023-05-21,17.2388
2023-05-22,17.2957
2023-05-23,16.9965
2023-05-24,16.6548
2023-05-25,17.0457
2023-05-26,17.5162
2023-05-27,17.5162
2023-05-28,17.5162
2023-05-29,17.5162
2023-05-30,18.4756
2023-05-31,17.9098
2023-06-01,17.5094
2023-06-02,17.9811
2023-06-03,17.9811
2023-06-04,17.9811
2023-06-05,18.341
2023-06-06,18.5726
2023-06-07,18.8367
2023-06-08,18.5502
2023-06-09,18.444
2023-06-10,18.444
2023-06-11,18.444
2023-06-12,18.9473
2023-06-13,18.5398
2023-06-14,19.1814
2023-06-15,19.3934
2023-06-16,19.4214
2023-06-17,19.4214
2023-06-18,19.4214
2023-06-19,19.4214
2023-06-20,19.2463
2023-06-21,19.3181
2023-06-22,19.0539
2023-06-23,19.1569
2023-06-24,19.1569
2023-06-25,19.1569
2023-06-26,19.29
2023-06-27,19.3942
2023-06-28,19.718
2023-06-29,19.4715
2023-06-30,19.5118
2023-07-01,19.5118
2023-07-02,19.5118
2023-07-03,19.6608
2023-07-04,19.6608
2023-07-05,19.7835
2023-07-06,19.602
2023-07-07,19.493
2023-07-08,19.493
2023-07-09,19.493
2023-07-10,20.029
2023-07-11,20.4435
2023-07-12,20.518
2023-07-13,19.9717
2023-07-14,20.1321
2023-07-15,20.1321
2023-07-16,20.1321
2023-07-17,20.2878
2023-07-18,20.2572
2023-07-19,20.1415
2023-07-20,19.8165
2023-07-21,19.8996
2023-07-22,19.8996
2023-07-23,19.8996
2023-07-24,20.3461
2023-07-25,20.5764
2023-07-26,20.6802
2023-07-27,19.8584
2023-07-28,19.7424
2023-07-29,19.7424
2023-07-30,19.7424
2023-07-31,20.1197
2023-08-01,20.0676
2023-08-02,20.0112
2023-08-03,20.576
2023-08-04,20.4636
2023-08-05,20.4636
2023-08-06,20.4636
2023-08-07,20.976
2023-08-08,20.958
2023-08-09,20.5639
2023-08-10,20.737
2023-08-11,20.4538
2023-08-12,20.4538
2023-08-13,20.4538
2023-08-14,20.6916
2023-08-15,20.5521
2023-08-16,20.6285
2023-08-17,20.2916
2023-08-18,20.6524
2023-08-19,20.6524
2023-08-20,20.6524
2023-08-21,20.7762
2023-08-22,20.5772
2023-08-23,20.3755
2023-08-24,19.2614
2023-08-25,19.2512
2023-08-26,19.2512
2023-08-27,19.2512
2023-08-28,19.0463
2023-08-29,19.4999
2023-08-30,19.1474
2023-08-31,19.5477
2023-09-01,19.6911
2023-09-02,19.6911
2023-09-03,19.6911
2023-09-04,19.6911
2023-09-05,19.353
2023-09-06,19.4196
2023-09-07,19.337
2023-09-08,19.4753
2023-09-09,19.4753
2023-09-10,19.4753
2023-09-11,19.8674
2023-09-12,20.0033
2023-09-13,19.7373
2023-09-14,19.8541
2023-09-15,19.3045
2023-09-16,19.3045
2023-09-17,19.3045
2023-09-18,19.4369
2023-09-19,19.6414
2023-09-20,19.3358
2023-09-21,18.6111
2023-09-22,18.8222
2023-09-23,18.8222
2023-09-24,18.8222
2023-09-25,18.8626
2023-09-26,18.4971
2023-09-27,18.4697
2023-09-28,18.7086
2023-09-29,16.8385
2023-09-30,16.8385
2023-10-01,16.8385
2023-10-02,16.9569
2023-10-03,16.6343
2023-10-04,16.7287
2023-10-05,16.2385
2023-10-06,16.1882
2023-10-07,16.1882
2023-10-08,16.1882
2023-10-09,16.3404
2023-10-10,16.649
2023-10-11,16.6668
2023-10-12,16.2669
2023-10-13,16.0975
2023-10-14,16.0975
2023-10-15,16.0975
2023-10-16,16.3989
2023-10-17,17.0034
2023-10-18,16.7656
2023-10-19,16.6603
2023-10-20,16.274
2023-10-21,16.274
2023-10-22,16.274
2023-10-23,16.1666
2023-10-24,16.2231
2023-10-25,16.0965
2023-10-26,15.829
2023-10-27,18.9691
2023-10-28,18.9691
2023-10-29,18.9691
2023-10-30,19.2493
2023-10-31,19.677
2023-11-01,19.5716
2023-11-02,19.4939
2023-11-03,19.3629
2023-11-04,19.3629
2023-11-05,19.3629
2023-11-06,19.8947
2023-11-07,20.4421
2023-11-08,20.3774
2023-11-09,20.4559
2023-11-10,20.5633
2023-11-11,20.5633
2023-11-12,20.5633
2023-11-13,20.4178
2023-11-14,20.4767
2023-11-15,20.5495
2023-11-16,19.9813
2023-11-17,20.1514
2023-11-18,20.1514
2023-11-19,20.1514
2023-11-20,20.4535
2023-11-21,20.6111
2023-11-22,20.5552
2023-11-23,20.5552
2023-11-24,20.7092
2023-11-25,20.7092
2023-11-26,20.7092
2023-11-27,21.3676
2023-11-28,21.2012
2023-11-29,21.3127
2023-11-30,21.6152
2023-12-01,22.3256
2023-12-02,22.3256
2023-12-03,22.3256
2023-12-04,22.6203
2023-12-05,22.5054
2023-12-06,22.4155
2023-12-07,22.6408
2023-12-08,22.6732
2023-12-09,22.6732
2023-12-10,22.6732
2023-12-11,22.7567
2023-12-12,23.0228
2023-12-13,23.4778
2023-12-14,22.756
2023-12-15,22.9234
2023-12-16,22.9234
2023-12-17,22.9234
2023-12-18,23.0551
2023-12-19,23.3316
2023-12-20,22.8554
2023-12-21,22.9679
2023-12-22,22.6162
2023-12-23,22.6162
2023-12-24,22.6162
2023-12-25,22.6162
2023-12-26,22.4239
2023-12-27,22.4165
2023-12-28,22.0042
2023-12-29,17.7946
2023-12-30,17.7946
2023-12-31,17.7946
2024-01-01,17.7946
2024-01-02,17.9552
2024-01-03,18.0814
2024-01-04,17.9043
2024-01-05,17.3276
2024-01-06,17.3276
2024-01-07,17.3276
2024-01-08,18.2666
2024-01-09,18.6191
2024-01-10,18.5899
2024-01-11,18.8153
2024-01-12,18.9015
2024-01-13,18.9015
2024-01-14,18.9015
2024-01-15,18.9015
2024-01-16,19.3385
2024-01-17,19.4169
2024-01-18,19.7705
2024-01-19,20.1334
2024-01-20,20.1334
2024-01-21,20.1334
2024-01-22,20.6673
2024-01-23,20.2752
2024-01-24,20.1731
2024-01-25,20.4737
2024-01-26,20.6699
2024-01-27,20.6699
2024-01-28,20.6699
2024-01-29,20.8716
2024-01-30,20.8363
2024-01-31,20.2631
2024-02-01,20.8164
2024-02-02,23.9767
2024-02-03,23.9767
2024-02-04,23.9767
2024-02-05,23.0297
2024-02-06,22.2774
2024-02-07,22.5078
2024-02-08,22.4815
2024-02-09,22.851
2024-02-10,22.851
2024-02-11,22.851
2024-02-12,22.8352
2024-02-13,22.6042
2024-02-14,22.9342
2024-02-15,23.5886
2024-02-16,23.3637
2024-02-17,23.3637
2024-02-18,23.3637
2024-02-19,23.3637
2024-02-20,23.2973
2024-02-21,23.3256
2024-02-22,23.9723
2024-02-23,23.8689
2024-02-24,23.8689
2024-02-25,23.8689
2024-02-26,23.5511
2024-02-27,23.6068
2024-02-28,23.9249
2024-02-29,24.3051
2024-03-01,24.5274
2024-03-02,24.5274
2024-03-03,24.5274
2024-03-04,25.1997
2024-03-05,24.6304
2024-03-06,24.7785
2024-03-07,24.8039
2024-03-08,24.7846
2024-03-09,24.7846
2024-03-10,24.7846
2024-03-11,24.4803
2024-03-12,24.8669
2024-03-13,25.2309
2024-03-14,25.3865
2024-03-15,24.7153
2024-03-16,24.7153
2024-03-17,24.7153
2024-03-18,24.6882
2024-03-19,24.6882
2024-03-20,24.8706
2024-03-21,25.9607
2024-03-22,25.0802
2024-03-23,25.0802
2024-03-24,25.0802
2024-03-25,25.3732
2024-03-26,25.5135
2024-03-27,25.5265
2024-03-28,25.6235
2024-03-29,25.6235
2024-03-30,25.6235
2024-03-31,25.6235
2024-04-01,25.3129
2024-04-02,24.5277
2024-04-03,24.4532
2024-04-04,23.7921
2024-04-05,23.8519
2024-04-06,23.8519
2024-04-07,23.8519
2024-04-08,24.1102
