,TRN US Equity
2020-08-04,18.9446
2020-08-05,18.9446
2020-08-06,18.9446
2020-08-07,18.9446
2020-08-08,18.9446
2020-08-09,18.9446
2020-08-10,18.9446
2020-08-11,18.9446
2020-08-12,18.9446
2020-08-13,18.9446
2020-08-14,18.9446
2020-08-15,18.9446
2020-08-16,18.9446
2020-08-17,18.9446
2020-08-18,18.9446
2020-08-19,18.9446
2020-08-20,18.9446
2020-08-21,18.9446
2020-08-22,18.9446
2020-08-23,18.9446
2020-08-24,18.9446
2020-08-25,18.9446
2020-08-26,18.9446
2020-08-27,18.9446
2020-08-28,18.9446
2020-08-29,18.9446
2020-08-30,18.9446
2020-08-31,18.9446
2020-09-01,18.9446
2020-09-02,18.9446
2020-09-03,18.9446
2020-09-04,18.9446
2020-09-05,18.9446
2020-09-06,18.9446
2020-09-07,18.9446
2020-09-08,18.9446
2020-09-09,18.9446
2020-09-10,18.9446
2020-09-11,18.9446
2020-09-12,18.9446
2020-09-13,18.9446
2020-09-14,18.9446
2020-09-15,18.9446
2020-09-16,18.9446
2020-09-17,18.9446
2020-09-18,18.9446
2020-09-19,18.9446
2020-09-20,18.9446
2020-09-21,18.9446
2020-09-22,18.9446
2020-09-23,18.9446
2020-09-24,18.9446
2020-09-25,18.9446
2020-09-26,18.9446
2020-09-27,18.9446
2020-09-28,18.9446
2020-09-29,18.9446
2020-09-30,18.9446
2020-10-01,18.9446
2020-10-02,18.9446
2020-10-03,18.9446
2020-10-04,18.9446
2020-10-05,18.9446
2020-10-06,18.9446
2020-10-07,18.9446
2020-10-08,18.9446
2020-10-09,18.9446
2020-10-10,18.9446
2020-10-11,18.9446
2020-10-12,18.9446
2020-10-13,18.9446
2020-10-14,18.9446
2020-10-15,18.9446
2020-10-16,18.9446
2020-10-17,18.9446
2020-10-18,18.9446
2020-10-19,18.9446
2020-10-20,18.9446
2020-10-21,18.9446
2020-10-22,18.9446
2020-10-23,18.9446
2020-10-24,18.9446
2020-10-25,18.9446
2020-10-26,18.9446
2020-10-27,18.9446
2020-10-28,18.9446
2020-10-29,18.9446
2020-10-30,18.9446
2020-10-31,18.9446
2020-11-01,18.9446
2020-11-02,18.9446
2020-11-03,18.9446
2020-11-04,18.9446
2020-11-05,18.9446
2020-11-06,18.9446
2020-11-07,18.9446
2020-11-08,18.9446
2020-11-09,18.9446
2020-11-10,18.9446
2020-11-11,18.9446
2020-11-12,18.9446
2020-11-13,18.9446
2020-11-14,18.9446
2020-11-15,18.9446
2020-11-16,18.9446
2020-11-17,18.9446
2020-11-18,18.9446
2020-11-19,18.9446
2020-11-20,18.9446
2020-11-21,18.9446
2020-11-22,18.9446
2020-11-23,18.9446
2020-11-24,18.9446
2020-11-25,18.9446
2020-11-26,18.9446
2020-11-27,18.9446
2020-11-28,18.9446
2020-11-29,18.9446
2020-11-30,18.9446
2020-12-01,18.9446
2020-12-02,18.9446
2020-12-03,18.9446
2020-12-04,18.9446
2020-12-05,18.9446
2020-12-06,18.9446
2020-12-07,18.9446
2020-12-08,18.9446
2020-12-09,18.9446
2020-12-10,18.9446
2020-12-11,18.9446
2020-12-12,18.9446
2020-12-13,18.9446
2020-12-14,18.9446
2020-12-15,18.9446
2020-12-16,18.9446
2020-12-17,18.9446
2020-12-18,18.9446
2020-12-19,18.9446
2020-12-20,18.9446
2020-12-21,18.9446
2020-12-22,18.9446
2020-12-23,18.9446
2020-12-24,18.9446
2020-12-25,18.9446
2020-12-26,18.9446
2020-12-27,18.9446
2020-12-28,18.9446
2020-12-29,18.9446
2020-12-30,18.9446
2020-12-31,18.9446
2021-01-01,18.9446
2021-01-02,18.9446
2021-01-03,18.9446
2021-01-04,18.9446
2021-01-05,18.9446
2021-01-06,18.9446
2021-01-07,18.9446
2021-01-08,18.9446
2021-01-09,18.9446
2021-01-10,18.9446
2021-01-11,18.9446
2021-01-12,18.9446
2021-01-13,18.9446
2021-01-14,18.9446
2021-01-15,18.9446
2021-01-16,18.9446
2021-01-17,18.9446
2021-01-18,18.9446
2021-01-19,18.9446
2021-01-20,18.9446
2021-01-21,18.9446
2021-01-22,18.9446
2021-01-23,18.9446
2021-01-24,18.9446
2021-01-25,18.9446
2021-01-26,18.9446
2021-01-27,18.9446
2021-01-28,18.9446
2021-01-29,18.9446
2021-01-30,18.9446
2021-01-31,18.9446
2021-02-01,18.9446
2021-02-02,18.9446
2021-02-03,18.9446
2021-02-04,18.9446
2021-02-05,18.9446
2021-02-06,18.9446
2021-02-07,18.9446
2021-02-08,18.9446
2021-02-09,18.9446
2021-02-10,18.9446
2021-02-11,18.9446
2021-02-12,18.9446
2021-02-13,18.9446
2021-02-14,18.9446
2021-02-15,18.9446
2021-02-16,18.9446
2021-02-17,18.9446
2021-02-18,18.9446
2021-02-19,18.9446
2021-02-20,18.9446
2021-02-21,18.9446
2021-02-22,18.9446
2021-02-23,18.9446
2021-02-24,18.9446
2021-02-25,18.9446
2021-02-26,18.9446
2021-02-27,18.9446
2021-02-28,18.9446
2021-03-01,18.9446
2021-03-02,18.9446
2021-03-03,18.9446
2021-03-04,18.9446
2021-03-05,18.9446
2021-03-06,18.9446
2021-03-07,18.9446
2021-03-08,18.9446
2021-03-09,18.9446
2021-03-10,18.9446
2021-03-11,18.9446
2021-03-12,18.9446
2021-03-13,18.9446
2021-03-14,18.9446
2021-03-15,18.9446
2021-03-16,18.9446
2021-03-17,18.9446
2021-03-18,18.9446
2021-03-19,18.9446
2021-03-20,18.9446
2021-03-21,18.9446
2021-03-22,18.9446
2021-03-23,18.9446
2021-03-24,18.9446
2021-03-25,18.9446
2021-03-26,18.9446
2021-03-27,18.9446
2021-03-28,18.9446
2021-03-29,18.9446
2021-03-30,18.9446
2021-03-31,18.9446
2021-04-01,18.9446
2021-04-02,18.9446
2021-04-03,18.9446
2021-04-04,18.9446
2021-04-05,18.9446
2021-04-06,18.9446
2021-04-07,18.9446
2021-04-08,18.9446
2021-04-09,18.9446
2021-04-10,18.9446
2021-04-11,18.9446
2021-04-12,18.9446
2021-04-13,18.9446
2021-04-14,18.9446
2021-04-15,18.9446
2021-04-16,18.9446
2021-04-17,18.9446
2021-04-18,18.9446
2021-04-19,18.9446
2021-04-20,18.9446
2021-04-21,18.9446
2021-04-22,18.9446
2021-04-23,18.9446
2021-04-24,18.9446
2021-04-25,18.9446
2021-04-26,18.9446
2021-04-27,18.9446
2021-04-28,18.9446
2021-04-29,18.9446
2021-04-30,18.9446
2021-05-01,18.9446
2021-05-02,18.9446
2021-05-03,18.9446
2021-05-04,18.9446
2021-05-05,18.9446
2021-05-06,18.9446
2021-05-07,18.9446
2021-05-08,18.9446
2021-05-09,18.9446
2021-05-10,18.9446
2021-05-11,18.9446
2021-05-12,18.9446
2021-05-13,18.9446
2021-05-14,18.9446
2021-05-15,18.9446
2021-05-16,18.9446
2021-05-17,18.9446
2021-05-18,18.9446
2021-05-19,18.9446
2021-05-20,18.9446
2021-05-21,18.9446
2021-05-22,18.9446
2021-05-23,18.9446
2021-05-24,18.9446
2021-05-25,18.9446
2021-05-26,18.9446
2021-05-27,18.9446
2021-05-28,18.9446
2021-05-29,18.9446
2021-05-30,18.9446
2021-05-31,18.9446
2021-06-01,18.9446
2021-06-02,18.9446
2021-06-03,18.9446
2021-06-04,18.9446
2021-06-05,18.9446
2021-06-06,18.9446
2021-06-07,18.9446
2021-06-08,18.9446
2021-06-09,18.9446
2021-06-10,18.9446
2021-06-11,18.9446
2021-06-12,18.9446
2021-06-13,18.9446
2021-06-14,18.9446
2021-06-15,18.9446
2021-06-16,18.9446
2021-06-17,18.9446
2021-06-18,18.9446
2021-06-19,18.9446
2021-06-20,18.9446
2021-06-21,18.9446
2021-06-22,18.9446
2021-06-23,18.9446
2021-06-24,18.9446
2021-06-25,18.9446
2021-06-26,18.9446
2021-06-27,18.9446
2021-06-28,18.9446
2021-06-29,18.9446
2021-06-30,36.8952
2021-07-01,37.1414
2021-07-02,36.9047
2021-07-03,36.9047
2021-07-04,36.9047
2021-07-05,36.9047
2021-07-06,36.5449
2021-07-07,36.4834
2021-07-08,36.2467
2021-07-09,36.8384
2021-07-10,36.8384
2021-07-11,36.8384
2021-07-12,37.1319
2021-07-13,37.0089
2021-07-14,36.8006
2021-07-15,36.7011
2021-07-16,36.455
2021-07-17,36.455
2021-07-18,36.455
2021-07-19,36.0289
2021-07-20,36.4455
2021-07-21,36.7059
2021-07-22,36.4218
2021-07-23,36.6112
2021-07-24,36.6112
2021-07-25,36.6112
2021-07-26,36.9663
2021-07-27,35.5554
2021-07-28,35.693
2021-07-29,35.8091
2021-07-30,35.822
2021-07-31,35.822
2021-08-01,35.822
2021-08-02,35.7661
2021-08-03,36.1574
2021-08-04,35.8865
2021-08-05,35.9983
2021-08-06,36.1488
2021-08-07,36.1488
2021-08-08,36.1488
2021-08-09,36.1101
2021-08-10,36.4369
2021-08-11,36.8841
2021-08-12,36.8841
2021-08-13,36.7895
2021-08-14,36.7895
2021-08-15,36.7895
2021-08-16,36.5616
2021-08-17,36.4842
2021-08-18,36.1058
2021-08-19,36.0413
2021-08-20,36.2262
2021-08-21,36.2262
2021-08-22,36.2262
2021-08-23,36.5143
2021-08-24,36.5659
2021-08-25,36.6476
2021-08-26,36.6347
2021-08-27,37.0002
2021-08-28,37.0002
2021-08-29,37.0002
2021-08-30,36.7766
2021-08-31,36.6476
2021-09-01,36.467
2021-09-02,36.6949
2021-09-03,36.4412
2021-09-04,36.4412
2021-09-05,36.4412
2021-09-06,36.4412
2021-09-07,36.2649
2021-09-08,36.1746
2021-09-09,36.5272
2021-09-10,36.3939
2021-09-11,36.3939
2021-09-12,36.3939
2021-09-13,36.3595
2021-09-14,35.9338
2021-09-15,36.0026
2021-09-16,35.7747
2021-09-17,35.6973
2021-09-18,35.6973
2021-09-19,35.6973
2021-09-20,35.5898
2021-09-21,35.6113
2021-09-22,35.7833
2021-09-23,35.994
2021-09-24,35.9596
2021-09-25,35.9596
2021-09-26,35.9596
2021-09-27,36.3122
2021-09-28,36.2047
2021-09-29,36.1746
2021-09-30,33.9774
2021-10-01,34.2672
2021-10-02,34.2672
2021-10-03,34.2672
2021-10-04,34.4015
2021-10-05,34.3889
2021-10-06,34.4141
2021-10-07,34.4813
2021-10-08,34.4981
2021-10-09,34.4981
2021-10-10,34.4981
2021-10-11,34.6199
2021-10-12,34.6451
2021-10-13,34.6325
2021-10-14,34.6997
2021-10-15,34.8593
2021-10-16,34.8593
2021-10-17,34.8593
2021-10-18,34.7669
2021-10-19,34.6367
2021-10-20,34.9685
2021-10-21,34.6535
2021-10-22,35.0273
2021-10-23,35.0273
2021-10-24,35.0273
2021-10-25,35.1029
2021-10-26,34.4717
2021-10-27,34.0888
2021-10-28,34.2247
2021-10-29,34.1176
2021-10-30,34.1176
2021-10-31,34.1176
2021-11-01,34.5088
2021-11-02,34.4717
2021-11-03,34.5664
2021-11-04,34.4594
2021-11-05,34.9206
2021-11-06,34.9206
2021-11-07,34.9206
2021-11-08,35.0112
2021-11-09,34.4882
2021-11-10,34.2288
2021-11-11,34.1794
2021-11-12,34.4429
2021-11-13,34.4429
2021-11-14,34.4429
2021-11-15,34.2617
2021-11-16,34.0105
2021-11-17,34.2
2021-11-18,34.0805
2021-11-19,33.9941
2021-11-20,33.9941
2021-11-21,33.9941
2021-11-22,34.5664
2021-11-23,34.48
2021-11-24,34.4223
2021-11-25,34.4223
2021-11-26,34.0435
2021-11-27,34.0435
2021-11-28,34.0435
2021-11-29,34.0352
2021-11-30,33.4793
2021-12-01,33.0964
2021-12-02,33.4382
2021-12-03,33.3723
2021-12-04,33.3723
2021-12-05,33.3723
2021-12-06,33.8664
2021-12-07,34.0105
2021-12-08,34.2164
2021-12-09,34.1917
2021-12-10,34.2123
2021-12-11,34.2123
2021-12-12,34.2123
2021-12-13,34.2453
2021-12-14,34.3935
2021-12-15,34.5006
2021-12-16,34.3688
2021-12-17,34.4306
2021-12-18,34.4306
2021-12-19,34.4306
2021-12-20,34.2782
2021-12-21,34.5541
2021-12-22,34.6282
2021-12-23,34.7106
2021-12-24,34.7106
2021-12-25,34.7106
2021-12-26,34.7106
2021-12-27,34.7353
2021-12-28,34.6859
2021-12-29,34.7394
2021-12-30,34.7229
2021-12-31,31.3267
2022-01-01,31.3267
2022-01-02,31.3267
2022-01-03,31.4147
2022-01-04,31.7448
2022-01-05,31.6054
2022-01-06,31.6898
2022-01-07,31.6824
2022-01-08,31.6824
2022-01-09,31.6824
2022-01-10,31.5174
2022-01-11,31.5724
2022-01-12,31.4697
2022-01-13,31.4881
2022-01-14,31.5651
2022-01-15,31.5651
2022-01-16,31.5651
2022-01-17,31.5651
2022-01-18,31.3524
2022-01-19,31.1213
2022-01-20,30.6996
2022-01-21,30.3621
2022-01-22,30.3621
2022-01-23,30.3621
2022-01-24,30.6335
2022-01-25,30.7069
2022-01-26,30.8022
2022-01-27,30.5639
2022-01-28,30.7289
2022-01-29,30.7289
2022-01-30,30.7289
2022-01-31,30.7876
2022-02-01,31.0296
2022-02-02,30.9746
2022-02-03,30.9306
2022-02-04,30.8646
2022-02-05,30.8646
2022-02-06,30.8646
2022-02-07,30.9636
2022-02-08,31.2313
2022-02-09,31.2937
2022-02-10,31.202
2022-02-11,31.2864
2022-02-12,31.2864
2022-02-13,31.2864
2022-02-14,31.2937
2022-02-15,31.4367
2022-02-16,31.7191
2022-02-17,29.5142
2022-02-18,29.4954
2022-02-19,29.4954
2022-02-20,29.4954
2022-02-21,29.4954
2022-02-22,29.5299
2022-02-23,29.2474
2022-02-24,29.1626
2022-02-25,29.307
2022-02-26,29.307
2022-02-27,29.307
2022-02-28,29.3102
2022-03-01,29.1093
2022-03-02,29.5268
2022-03-03,29.5864
2022-03-04,29.7905
2022-03-05,29.7905
2022-03-06,29.7905
2022-03-07,29.9254
2022-03-08,30.1295
2022-03-09,30.2017
2022-03-10,30.3241
2022-03-11,30.4936
2022-03-12,30.4936
2022-03-13,30.4936
2022-03-14,30.3618
2022-03-15,30.4402
2022-03-16,30.5281
2022-03-17,30.7228
2022-03-18,31.021
2022-03-19,31.021
2022-03-20,31.021
2022-03-21,31.0304
2022-03-22,31.0335
2022-03-23,30.9519
2022-03-24,31.156
2022-03-25,31.338
2022-03-26,31.338
2022-03-27,31.338
2022-03-28,31.1811
2022-03-29,31.1685
2022-03-30,31.1465
2022-03-31,32.0024
2022-04-01,31.8967
2022-04-02,31.8967
2022-04-03,31.8967
2022-04-04,31.7974
2022-04-05,31.3328
2022-04-06,31.2142
2022-04-07,31.1758
2022-04-08,31.0155
2022-04-09,31.0155
2022-04-10,31.0155
2022-04-11,31.0252
2022-04-12,31.1117
2022-04-13,31.1469
2022-04-14,31.1629
2022-04-15,31.1629
2022-04-16,31.1629
2022-04-17,31.1629
2022-04-18,31.1822
2022-04-19,31.3392
2022-04-20,31.3231
2022-04-21,31.1982
2022-04-22,30.9354
2022-04-23,30.9354
2022-04-24,30.9354
2022-04-25,30.9899
2022-04-26,30.8105
2022-04-27,30.0126
2022-04-28,30.1248
2022-04-29,29.8812
2022-04-30,29.8812
2022-05-01,29.8812
2022-05-02,29.7242
2022-05-03,29.9261
2022-05-04,30.128
2022-05-05,29.846
2022-05-06,29.6025
2022-05-07,29.6025
2022-05-08,29.6025
2022-05-09,29.2051
2022-05-10,29.0289
2022-05-11,28.7213
2022-05-12,28.7085
2022-05-13,28.8687
2022-05-14,28.8687
2022-05-15,28.8687
2022-05-16,28.8879
2022-05-17,29.1411
2022-05-18,28.9648
2022-05-19,28.8014
2022-05-20,28.6668
2022-05-21,28.6668
2022-05-22,28.6668
2022-05-23,28.8014
2022-05-24,28.6092
2022-05-25,28.6412
2022-05-26,28.7694
2022-05-27,29.0001
2022-05-28,29.0001
2022-05-29,29.0001
2022-05-30,29.0001
2022-05-31,28.9584
2022-06-01,28.8399
2022-06-02,29.1186
2022-06-03,29.1507
2022-06-04,29.1507
2022-06-05,29.1507
2022-06-06,29.5736
2022-06-07,29.6025
2022-06-08,29.4294
2022-06-09,29.1795
2022-06-10,28.8623
2022-06-11,28.8623
2022-06-12,28.8623
2022-06-13,28.6412
2022-06-14,28.5963
2022-06-15,28.6636
2022-06-16,28.167
2022-06-17,28.3528
2022-06-18,28.3528
2022-06-19,28.3528
2022-06-20,28.3528
2022-06-21,28.6572
2022-06-22,28.6412
2022-06-23,28.6316
2022-06-24,28.8463
2022-06-25,28.8463
2022-06-26,28.8463
2022-06-27,29.0033
2022-06-28,28.811
2022-06-29,28.7021
2022-06-30,28.6239
2022-07-01,28.6814
2022-07-02,28.6814
2022-07-03,28.6814
2022-07-04,28.6814
2022-07-05,28.2999
2022-07-06,28.0123
2022-07-07,28.1909
2022-07-08,28.0729
2022-07-09,28.0729
2022-07-10,28.0729
2022-07-11,27.9669
2022-07-12,27.976
2022-07-13,27.8943
2022-07-14,27.8428
2022-07-15,28.0184
2022-07-16,28.0184
2022-07-17,28.0184
2022-07-18,28.082
2022-07-19,28.5421
2022-07-20,28.6753
2022-07-21,28.6269
2022-07-22,28.4906
2022-07-23,28.4906
2022-07-24,28.4906
2022-07-25,28.6662
2022-07-26,28.5694
2022-07-27,28.718
2022-07-28,28.8819
2022-07-29,29.0219
2022-07-30,29.0219
2022-07-31,29.0219
2022-08-01,29.004
2022-08-02,28.9057
2022-08-03,28.9742
2022-08-04,28.867
2022-08-05,29.0874
2022-08-06,29.0874
2022-08-07,29.0874
2022-08-08,29.1559
2022-08-09,29.1112
2022-08-10,29.3346
2022-08-11,29.43
2022-08-12,29.6623
2022-08-13,29.6623
2022-08-14,29.6623
2022-08-15,29.5998
2022-08-16,29.6236
2022-08-17,29.4359
2022-08-18,29.4598
2022-08-19,29.3108
2022-08-20,29.3108
2022-08-21,29.3108
2022-08-22,29.1142
2022-08-23,29.144
2022-08-24,29.2036
2022-08-25,29.3466
2022-08-26,28.9742
2022-08-27,28.9742
2022-08-28,28.9742
2022-08-29,28.867
2022-08-30,28.7478
2022-08-31,28.5542
2022-09-01,28.4857
2022-09-02,28.292
2022-09-03,28.292
2022-09-04,28.292
2022-09-05,28.292
2022-09-06,28.3129
2022-09-07,28.4827
2022-09-08,28.432
2022-09-09,28.5184
2022-09-10,28.5184
2022-09-11,28.5184
2022-09-12,28.7061
2022-09-13,28.444
2022-09-14,28.3635
2022-09-15,28.2563
2022-09-16,28.1193
2022-09-17,28.1193
2022-09-18,28.1193
2022-09-19,28.2563
2022-09-20,28.2444
2022-09-21,28.3159
2022-09-22,28.1848
2022-09-23,27.9048
2022-09-24,27.9048
2022-09-25,27.9048
2022-09-26,27.9137
2022-09-27,27.9227
2022-09-28,28.1222
2022-09-29,27.8065
2022-09-30,26.0731
2022-10-01,26.0731
2022-10-02,26.0731
2022-10-03,26.4949
2022-10-04,26.6789
2022-10-05,26.7355
2022-10-06,26.7695
2022-10-07,26.6534
2022-10-08,26.6534
2022-10-09,26.6534
2022-10-10,26.6279
2022-10-11,26.5119
2022-10-12,26.4015
2022-10-13,26.4836
2022-10-14,26.2713
2022-10-15,26.2713
2022-10-16,26.2713
2022-10-17,26.5855
2022-10-18,26.7497
2022-10-19,26.6534
2022-10-20,26.4496
2022-10-21,26.6336
2022-10-22,26.6336
2022-10-23,26.6336
2022-10-24,26.6619
2022-10-25,26.9361
2022-10-26,27.1019
2022-10-27,27.5936
2022-10-28,27.9365
2022-10-29,27.9365
2022-10-30,27.9365
2022-10-31,28.046
2022-11-01,28.136
2022-11-02,27.7903
2022-11-03,28.0236
2022-11-04,28.3832
2022-11-05,28.3832
2022-11-06,28.3832
2022-11-07,28.2905
2022-11-08,28.2399
2022-11-09,27.9308
2022-11-10,28.3664
2022-11-11,28.4226
2022-11-12,28.4226
2022-11-13,28.4226
2022-11-14,28.5153
2022-11-15,28.431
2022-11-16,28.3973
2022-11-17,28.4198
2022-11-18,28.3467
2022-11-19,28.3467
2022-11-20,28.3467
2022-11-21,28.5041
2022-11-22,28.6249
2022-11-23,28.5968
2022-11-24,28.5968
2022-11-25,28.6052
2022-11-26,28.6052
2022-11-27,28.6052
2022-11-28,28.4479
2022-11-29,28.4591
2022-11-30,28.6361
2022-12-01,28.816
2022-12-02,28.9031
2022-12-03,28.9031
2022-12-04,28.9031
2022-12-05,28.594
2022-12-06,28.3383
2022-12-07,28.2849
2022-12-08,28.2849
2022-12-09,28.372
2022-12-10,28.372
2022-12-11,28.372
2022-12-12,28.5715
2022-12-13,28.667
2022-12-14,28.5378
2022-12-15,28.2174
2022-12-16,28.1247
2022-12-17,28.1247
2022-12-18,28.1247
2022-12-19,28.4057
2022-12-20,28.4394
2022-12-21,28.6165
2022-12-22,28.3889
2022-12-23,28.4394
2022-12-24,28.4394
2022-12-25,28.4394
2022-12-26,28.4394
2022-12-27,28.4198
2022-12-28,28.2034
2022-12-29,28.4141
2022-12-30,24.8715
2022-12-31,24.8715
2023-01-01,24.8715
2023-01-02,24.8715
2023-01-03,24.9203
2023-01-04,24.9593
2023-01-05,24.8545
2023-01-06,24.2111
2023-01-07,24.2111
2023-01-08,24.2111
2023-01-09,24.155
2023-01-10,24.328
2023-01-11,24.4255
2023-01-12,24.5011
2023-01-13,24.5157
2023-01-14,24.5157
2023-01-15,24.5157
2023-01-16,24.5157
2023-01-17,24.4499
2023-01-18,24.4158
2023-01-19,24.3012
2023-01-20,24.3402
2023-01-21,24.3402
2023-01-22,24.3402
2023-01-23,24.3305
2023-01-24,24.3939
2023-01-25,24.4792
2023-01-26,24.5498
2023-01-27,24.5645
2023-01-28,24.5645
2023-01-29,24.5645
2023-01-30,24.4377
2023-01-31,24.6766
2023-02-01,24.5913
2023-02-02,24.6351
2023-02-03,24.6693
2023-02-04,24.6693
2023-02-05,24.6693
2023-02-06,24.5206
2023-02-07,24.5815
2023-02-08,24.4036
2023-02-09,24.2744
2023-02-10,24.3305
2023-02-11,24.3305
2023-02-12,24.3305
2023-02-13,24.4402
2023-02-14,24.3378
2023-02-15,24.3597
2023-02-16,24.428
2023-02-17,24.5815
2023-02-18,24.5815
2023-02-19,24.5815
2023-02-20,24.5815
2023-02-21,23.9993
2023-02-22,23.8948
2023-02-23,24.128
2023-02-24,24.179
2023-02-25,24.179
2023-02-26,24.179
2023-02-27,24.3126
2023-02-28,24.4438
2023-03-01,24.4462
2023-03-02,24.4292
2023-03-03,24.4802
2023-03-04,24.4802
2023-03-05,24.4802
2023-03-06,24.2713
2023-03-07,23.9507
2023-03-08,24.0503
2023-03-09,23.9337
2023-03-10,23.7394
2023-03-11,23.7394
2023-03-12,23.7394
2023-03-13,23.3046
2023-03-14,23.3265
