,TAP US Equity
2020-04-19,42.1659
2020-04-20,41.7598
2020-04-21,41.1255
2020-04-22,41.3254
2020-04-23,41.2205
2020-04-24,41.7498
2020-04-25,41.7498
2020-04-26,41.7498
2020-04-27,42.4616
2020-04-28,42.8494
2020-04-29,43.1825
2020-04-30,40.8284
2020-05-01,39.8747
2020-05-02,39.8747
2020-05-03,39.8747
2020-05-04,39.5416
2020-05-05,39.1966
2020-05-06,39.2413
2020-05-07,39.2048
2020-05-08,39.7959
2020-05-09,39.7959
2020-05-10,39.7959
2020-05-11,39.6367
2020-05-12,39.2489
2020-05-13,38.5781
2020-05-14,38.6746
2020-05-15,38.702
2020-05-16,38.702
2020-05-17,38.702
2020-05-18,39.6098
2020-05-19,39.2813
2020-05-20,39.3087
2020-05-21,38.8067
2020-05-22,38.825
2020-05-23,38.825
2020-05-24,38.825
2020-05-25,38.825
2020-05-26,38.7681
2020-05-27,40.1416
2020-05-28,39.5073
2020-05-29,39.3293
2020-05-30,39.3293
2020-05-31,39.3293
2020-06-01,39.3339
2020-06-02,39.9499
2020-06-03,40.6643
2020-06-04,41.472
2020-06-05,41.513
2020-06-06,41.513
2020-06-07,41.513
2020-06-08,41.9171
2020-06-09,41.1779
2020-06-10,39.9947
2020-06-11,38.6791
2020-06-12,39.3635
2020-06-13,39.3635
2020-06-14,39.3635
2020-06-15,39.4593
2020-06-16,40.1621
2020-06-17,39.6921
2020-06-18,39.8335
2020-06-19,39.3544
2020-06-20,39.3544
2020-06-21,39.3544
2020-06-22,39.3935
2020-06-23,39.4026
2020-06-24,38.7318
2020-06-25,38.312
2020-06-26,37.7873
2020-06-27,37.7873
2020-06-28,37.7873
2020-06-29,38.1032
2020-06-30,36.4854
2020-07-01,36.8126
2020-07-02,36.9435
2020-07-03,36.9435
2020-07-04,36.9435
2020-07-05,36.9435
2020-07-06,37.0931
2020-07-07,36.5973
2020-07-08,36.6347
2020-07-09,35.9382
2020-07-10,36.5973
2020-07-11,36.5973
2020-07-12,36.5973
2020-07-13,36.4383
2020-07-14,36.7936
2020-07-15,37.1161
2020-07-16,37.2563
2020-07-17,37.261
2020-07-18,37.261
2020-07-19,37.261
2020-07-20,36.7562
2020-07-21,37.1535
2020-07-22,37.1301
2020-07-23,37.4807
2020-07-24,37.4527
2020-07-25,37.4527
2020-07-26,37.4527
2020-07-27,37.2937
2020-07-28,37.3732
2020-07-29,37.5648
2020-07-30,37.9049
2020-07-31,37.9423
2020-08-01,37.9423
2020-08-02,37.9423
2020-08-03,37.6103
2020-08-04,37.5822
2020-08-05,37.4793
2020-08-06,37.498
2020-08-07,37.8254
2020-08-08,37.8254
2020-08-09,37.8254
2020-08-10,38.12
2020-08-11,38.265
2020-08-12,38.3679
2020-08-13,38.0779
2020-08-14,38.0171
2020-08-15,38.0171
2020-08-16,38.0171
2020-08-17,38.0452
2020-08-18,38.0545
2020-08-19,38.0966
2020-08-20,37.774
2020-08-21,37.4737
2020-08-22,37.4737
2020-08-23,37.4737
2020-08-24,37.9564
2020-08-25,37.9759
2020-08-26,37.8545
2020-08-27,37.8872
2020-08-28,38.0369
2020-08-29,38.0369
2020-08-30,38.0369
2020-08-31,37.9199
2020-09-01,37.6253
2020-09-02,38.0509
2020-09-03,38.0883
2020-09-04,38.2379
2020-09-05,38.2379
2020-09-06,38.2379
2020-09-07,38.2379
2020-09-08,37.9761
2020-09-09,37.8638
2020-09-10,36.9659
2020-09-11,36.7274
2020-09-12,36.7274
2020-09-13,36.7274
2020-09-14,36.69
2020-09-15,36.3533
2020-09-16,36.4796
2020-09-17,36.7134
2020-09-18,36.3627
2020-09-19,36.3627
2020-09-20,36.3627
2020-09-21,36.026
2020-09-22,36.0914
2020-09-23,35.7875
2020-09-24,35.7734
2020-09-25,35.5864
2020-09-26,35.5864
2020-09-27,35.5864
2020-09-28,36.0213
2020-09-29,35.9979
2020-09-30,13.1182
2020-10-01,12.983
2020-10-02,13.2014
2020-10-03,13.2014
2020-10-04,13.2014
2020-10-05,13.3591
2020-10-06,13.3539
2020-10-07,13.4857
2020-10-08,13.6798
2020-10-09,13.5602
2020-10-10,13.5602
2020-10-11,13.5602
2020-10-12,13.4805
2020-10-13,13.4267
2020-10-14,13.4371
2020-10-15,13.4621
2020-10-16,13.4326
2020-10-17,13.4326
2020-10-18,13.4326
2020-10-19,13.3148
2020-10-20,13.3113
2020-10-21,13.2382
2020-10-22,13.3612
2020-10-23,13.4271
2020-10-24,13.4271
2020-10-25,13.4271
2020-10-26,13.264
2020-10-27,13.0786
2020-10-28,12.9226
2020-10-29,12.9877
2020-10-30,13.3165
2020-10-31,13.3165
2020-11-01,13.3165
2020-11-02,13.717
2020-11-03,13.9147
2020-11-04,13.7052
2020-11-05,13.8731
2020-11-06,13.8853
2020-11-07,13.8853
2020-11-08,13.8853
2020-11-09,14.382
2020-11-10,14.6689
2020-11-11,14.5937
2020-11-12,14.5639
2020-11-13,14.9032
2020-11-14,14.9032
2020-11-15,14.9032
2020-11-16,15.0317
2020-11-17,15.069
2020-11-18,14.7944
2020-11-19,14.8783
2020-11-20,14.8578
2020-11-21,14.8578
2020-11-22,14.8578
2020-11-23,14.9575
2020-11-24,15.5105
2020-11-25,15.3677
2020-11-26,15.3677
2020-11-27,15.4201
2020-11-28,15.4201
2020-11-29,15.4201
2020-11-30,15.2802
2020-12-01,15.3239
2020-12-02,15.156
2020-12-03,15.3974
2020-12-04,15.5496
2020-12-05,15.5496
2020-12-06,15.5496
2020-12-07,15.5706
2020-12-08,15.6178
2020-12-09,15.644
2020-12-10,15.6668
2020-12-11,15.5076
2020-12-12,15.5076
2020-12-13,15.5076
2020-12-14,15.2662
2020-12-15,15.2855
2020-12-16,15.3274
2020-12-17,15.275
2020-12-18,15.1945
2020-12-19,15.1945
2020-12-20,15.1945
2020-12-21,15.0319
2020-12-22,15.0039
2020-12-23,15.1379
2020-12-24,15.1519
2020-12-25,15.1519
2020-12-26,15.1519
2020-12-27,15.1519
2020-12-28,15.2646
2020-12-29,15.2719
2020-12-30,15.214
2020-12-31,15.214
2021-01-01,15.214
2021-01-02,15.214
2021-01-03,15.214
2021-01-04,15.214
2021-01-05,15.214
2021-01-06,15.214
2021-01-07,15.214
2021-01-08,15.214
2021-01-09,15.214
2021-01-10,15.214
2021-01-11,15.214
2021-01-12,15.214
2021-01-13,15.214
2021-01-14,15.214
2021-01-15,15.214
2021-01-16,15.214
2021-01-17,15.214
2021-01-18,15.214
2021-01-19,15.214
2021-01-20,15.214
2021-01-21,15.214
2021-01-22,15.214
2021-01-23,15.214
2021-01-24,15.214
2021-01-25,15.214
2021-01-26,15.214
2021-01-27,15.214
2021-01-28,15.214
2021-01-29,15.214
2021-01-30,15.214
2021-01-31,15.214
2021-02-01,15.214
2021-02-02,15.214
2021-02-03,15.214
2021-02-04,15.214
2021-02-05,15.214
2021-02-06,15.214
2021-02-07,15.214
2021-02-08,15.214
2021-02-09,15.214
2021-02-10,15.214
2021-02-11,15.214
2021-02-12,15.214
2021-02-13,15.214
2021-02-14,15.214
2021-02-15,15.214
2021-02-16,15.214
2021-02-17,15.214
2021-02-18,15.214
2021-02-19,15.214
2021-02-20,15.214
2021-02-21,15.214
2021-02-22,15.214
2021-02-23,15.214
2021-02-24,15.214
2021-02-25,15.214
2021-02-26,15.214
2021-02-27,15.214
2021-02-28,15.214
2021-03-01,15.214
2021-03-02,15.214
2021-03-03,15.214
2021-03-04,15.214
2021-03-05,15.214
2021-03-06,15.214
2021-03-07,15.214
2021-03-08,15.214
2021-03-09,15.214
2021-03-10,15.214
2021-03-11,15.214
2021-03-12,15.214
2021-03-13,15.214
2021-03-14,15.214
2021-03-15,15.214
2021-03-16,15.214
2021-03-17,15.214
2021-03-18,15.214
2021-03-19,15.214
2021-03-20,15.214
2021-03-21,15.214
2021-03-22,15.214
2021-03-23,15.214
2021-03-24,15.214
2021-03-25,15.214
2021-03-26,15.214
2021-03-27,15.214
2021-03-28,15.214
2021-03-29,15.214
2021-03-30,15.214
2021-03-31,15.214
2021-04-01,15.214
2021-04-02,15.214
2021-04-03,15.214
2021-04-04,15.214
2021-04-05,15.214
2021-04-06,15.214
2021-04-07,15.214
2021-04-08,15.214
2021-04-09,15.214
2021-04-10,15.214
2021-04-11,15.214
2021-04-12,15.214
2021-04-13,15.214
2021-04-14,15.214
2021-04-15,15.214
2021-04-16,15.214
2021-04-17,15.214
2021-04-18,15.214
2021-04-19,15.214
2021-04-20,15.214
2021-04-21,15.214
2021-04-22,15.214
2021-04-23,15.214
2021-04-24,15.214
2021-04-25,15.214
2021-04-26,15.214
2021-04-27,15.214
2021-04-28,15.214
2021-04-29,15.214
2021-04-30,15.214
2021-05-01,15.214
2021-05-02,15.214
2021-05-03,15.214
2021-05-04,15.214
2021-05-05,15.214
2021-05-06,15.214
2021-05-07,15.214
2021-05-08,15.214
2021-05-09,15.214
2021-05-10,15.214
2021-05-11,15.214
2021-05-12,15.214
2021-05-13,15.214
2021-05-14,15.214
2021-05-15,15.214
2021-05-16,15.214
2021-05-17,15.214
2021-05-18,15.214
2021-05-19,15.214
2021-05-20,15.214
2021-05-21,15.214
2021-05-22,15.214
2021-05-23,15.214
2021-05-24,15.214
2021-05-25,15.214
2021-05-26,15.214
2021-05-27,15.214
2021-05-28,15.214
2021-05-29,15.214
2021-05-30,15.214
2021-05-31,15.214
2021-06-01,15.214
2021-06-02,15.214
2021-06-03,15.214
2021-06-04,15.214
2021-06-05,15.214
2021-06-06,15.214
2021-06-07,15.214
2021-06-08,15.214
2021-06-09,15.214
2021-06-10,15.214
2021-06-11,15.214
2021-06-12,15.214
2021-06-13,15.214
2021-06-14,15.214
2021-06-15,15.214
2021-06-16,15.214
2021-06-17,15.214
2021-06-18,15.214
2021-06-19,15.214
2021-06-20,15.214
2021-06-21,15.214
2021-06-22,15.214
2021-06-23,15.214
2021-06-24,15.214
2021-06-25,15.214
2021-06-26,15.214
2021-06-27,15.214
2021-06-28,15.214
2021-06-29,15.214
2021-06-30,15.214
2021-07-01,15.214
2021-07-02,15.214
2021-07-03,15.214
2021-07-04,15.214
2021-07-05,15.214
2021-07-06,15.214
2021-07-07,15.214
2021-07-08,15.214
2021-07-09,15.214
2021-07-10,15.214
2021-07-11,15.214
2021-07-12,15.214
2021-07-13,15.214
2021-07-14,15.214
2021-07-15,15.214
2021-07-16,15.214
2021-07-17,15.214
2021-07-18,15.214
2021-07-19,15.214
2021-07-20,15.214
2021-07-21,15.214
2021-07-22,15.214
2021-07-23,15.214
2021-07-24,15.214
2021-07-25,15.214
2021-07-26,15.214
2021-07-27,15.214
2021-07-28,15.214
2021-07-29,15.214
2021-07-30,15.214
2021-07-31,15.214
2021-08-01,15.214
2021-08-02,15.214
2021-08-03,15.214
2021-08-04,15.214
2021-08-05,15.214
2021-08-06,15.214
2021-08-07,15.214
2021-08-08,15.214
2021-08-09,15.214
2021-08-10,15.214
2021-08-11,15.214
2021-08-12,15.214
2021-08-13,15.214
2021-08-14,15.214
2021-08-15,15.214
2021-08-16,15.214
2021-08-17,15.214
2021-08-18,15.214
2021-08-19,15.214
2021-08-20,15.214
2021-08-21,15.214
2021-08-22,15.214
2021-08-23,15.214
2021-08-24,15.214
2021-08-25,15.214
2021-08-26,15.214
2021-08-27,15.214
2021-08-28,15.214
2021-08-29,15.214
2021-08-30,15.214
2021-08-31,15.214
2021-09-01,15.214
2021-09-02,15.214
2021-09-03,15.214
2021-09-04,15.214
2021-09-05,15.214
2021-09-06,15.214
2021-09-07,15.214
2021-09-08,15.214
2021-09-09,15.214
2021-09-10,15.214
2021-09-11,15.214
2021-09-12,15.214
2021-09-13,15.214
2021-09-14,15.214
2021-09-15,15.214
2021-09-16,15.214
2021-09-17,15.214
2021-09-18,15.214
2021-09-19,15.214
2021-09-20,15.214
2021-09-21,15.214
2021-09-22,15.214
2021-09-23,15.214
2021-09-24,15.214
2021-09-25,15.214
2021-09-26,15.214
2021-09-27,15.214
2021-09-28,15.214
2021-09-29,15.214
2021-09-30,2557.6598
2021-10-01,2580.8856
2021-10-02,2580.8856
2021-10-03,2580.8856
2021-10-04,2595.7501
2021-10-05,2615.5694
2021-10-06,2586.7694
2021-10-07,2582.7436
2021-10-08,2569.7372
2021-10-09,2569.7372
2021-10-10,2569.7372
2021-10-11,2541.2469
2021-10-12,2542.3325
2021-10-13,2544.0547
2021-10-14,2565.7541
2021-10-15,2546.3403
2021-10-16,2546.3403
2021-10-17,2546.3403
2021-10-18,2526.2113
2021-10-19,2523.6111
2021-10-20,2529.7233
2021-10-21,2506.1209
2021-10-22,2505.3871
2021-10-23,2505.3871
2021-10-24,2505.3871
2021-10-25,2479.3804
2021-10-26,2474.2911
2021-10-27,2473.7725
2021-10-28,2481.2914
2021-10-29,2488.4144
2021-10-30,2488.4144
2021-10-31,2488.4144
2021-11-01,2523.4438
2021-11-02,2538.1747
2021-11-03,2576.577
2021-11-04,2553.0095
2021-11-05,2565.3974
2021-11-06,2565.3974
2021-11-07,2565.3974
2021-11-08,2549.2932
2021-11-09,2537.8244
2021-11-10,2548.6637
2021-11-11,2588.9242
2021-11-12,2596.9763
2021-11-13,2596.9763
2021-11-14,2596.9763
2021-11-15,2646.8374
2021-11-16,2616.4872
2021-11-17,2600.4806
2021-11-18,2564.2361
2021-11-19,2542.7996
2021-11-20,2542.7996
2021-11-21,2542.7996
2021-11-22,2591.9605
2021-11-23,2596.7605
2021-11-24,2585.7397
2021-11-25,2585.7397
2021-11-26,2530.0883
2021-11-27,2530.0883
2021-11-28,2530.0883
2021-11-29,2527.3823
2021-11-30,2495.4502
2021-12-01,2483.2544
2021-12-02,2529.765
2021-12-03,2537.703
2021-12-04,2537.703
2021-12-05,2537.703
2021-12-06,2574.1464
2021-12-07,2569.501
2021-12-08,2551.5386
2021-12-09,2539.7638
2021-12-10,2560.2038
2021-12-11,2560.2038
2021-12-12,2560.2038
2021-12-13,2550.8723
2021-12-14,2541.985
2021-12-15,2512.5638
2021-12-16,2515.0414
2021-12-17,2506.2823
2021-12-18,2506.2823
2021-12-19,2506.2823
2021-12-20,2464.1637
2021-12-21,2503.6233
2021-12-22,2507.3396
2021-12-23,2536.1414
2021-12-24,2536.1414
2021-12-25,2536.1414
2021-12-26,2536.1414
2021-12-27,2536.9491
2021-12-28,2542.4229
2021-12-29,2547.9974
2021-12-30,2543.621
2021-12-31,11.738
2022-01-01,11.738
2022-01-02,11.738
2022-01-03,11.8742
2022-01-04,12.1019
2022-01-05,12.1746
2022-01-06,12.2274
2022-01-07,12.3374
2022-01-08,12.3374
2022-01-09,12.3374
2022-01-10,12.1572
2022-01-11,12.1388
2022-01-12,12.0451
2022-01-13,12.302
2022-01-14,12.5032
2022-01-15,12.5032
2022-01-16,12.5032
2022-01-17,12.5032
2022-01-18,12.5026
2022-01-19,12.3014
2022-01-20,12.163
2022-01-21,12.056
2022-01-22,12.056
2022-01-23,12.056
2022-01-24,12.2454
2022-01-25,12.3082
2022-01-26,12.0167
2022-01-27,11.9853
2022-01-28,12.0065
2022-01-29,12.0065
2022-01-30,12.0065
2022-01-31,11.9326
2022-02-01,12.0119
2022-02-02,12.0853
2022-02-03,12.0983
2022-02-04,11.9516
2022-02-05,11.9516
2022-02-06,11.9516
2022-02-07,11.9196
2022-02-08,12.0761
2022-02-09,12.176
2022-02-10,12.1817
2022-02-11,12.2616
2022-02-12,12.2616
2022-02-13,12.2616
2022-02-14,12.2074
2022-02-15,12.2359
2022-02-16,12.2245
2022-02-17,12.0935
2022-02-18,12.1454
2022-02-19,12.1454
2022-02-20,12.1454
2022-02-21,12.1454
2022-02-22,12.0869
2022-02-23,12.4041
2022-02-24,12.1837
2022-02-25,12.7052
2022-02-26,12.7052
2022-02-27,12.7052
2022-02-28,12.6094
2022-03-01,12.3254
2022-03-02,12.441
2022-03-03,12.4282
2022-03-04,12.3925
2022-03-05,12.3925
2022-03-06,12.3925
2022-03-07,12.4909
2022-03-08,12.5465
2022-03-09,12.6483
2022-03-10,12.3429
2022-03-11,12.4114
2022-03-12,12.4114
2022-03-13,12.4114
2022-03-14,12.41
2022-03-15,12.4053
2022-03-16,12.588
2022-03-17,12.6251
2022-03-18,12.7064
2022-03-19,12.7064
2022-03-20,12.7064
2022-03-21,12.6622
2022-03-22,12.6734
2022-03-23,12.6094
2022-03-24,12.6628
2022-03-25,12.8372
2022-03-26,12.8372
2022-03-27,12.8372
2022-03-28,12.7437
2022-03-29,12.8437
2022-03-30,12.8765
2022-03-31,12.6229
2022-04-01,12.4557
2022-04-02,12.4557
2022-04-03,12.4557
2022-04-04,12.4073
2022-04-05,12.3258
2022-04-06,12.2387
2022-04-07,12.1808
2022-04-08,12.3286
2022-04-09,12.3286
2022-04-10,12.3286
2022-04-11,12.5227
2022-04-12,12.6374
2022-04-13,12.7477
2022-04-14,12.93
2022-04-15,12.93
2022-04-16,12.93
2022-04-17,12.93
2022-04-18,12.9488
2022-04-19,12.975
2022-04-20,13.097
2022-04-21,12.9681
2022-04-22,12.678
2022-04-23,12.678
2022-04-24,12.678
2022-04-25,12.7686
2022-04-26,12.7314
2022-04-27,12.7396
2022-04-28,12.8634
2022-04-29,12.7259
2022-04-30,12.7259
2022-05-01,12.7259
2022-05-02,12.7508
2022-05-03,12.5323
2022-05-04,12.6102
2022-05-05,12.5174
2022-05-06,12.5865
2022-05-07,12.5865
2022-05-08,12.5865
2022-05-09,12.6597
2022-05-10,12.8213
2022-05-11,12.9797
2022-05-12,12.9385
2022-05-13,12.9902
2022-05-14,12.9902
2022-05-15,12.9902
2022-05-16,13.0892
2022-05-17,12.97
2022-05-18,12.4847
2022-05-19,12.2504
2022-05-20,12.3157
2022-05-21,12.3157
2022-05-22,12.3157
2022-05-23,12.4467
2022-05-24,12.6646
2022-05-25,12.7439
2022-05-26,12.7684
2022-05-27,12.8635
2022-05-28,12.8635
2022-05-29,12.8635
2022-05-30,12.8635
2022-05-31,12.9519
2022-06-01,12.7972
2022-06-02,12.6886
2022-06-03,12.6306
2022-06-04,12.6306
2022-06-05,12.6306
2022-06-06,12.6997
2022-06-07,12.7812
2022-06-08,12.6817
2022-06-09,12.4718
2022-06-10,12.4621
2022-06-11,12.4621
2022-06-12,12.4621
2022-06-13,12.2156
2022-06-14,12.3164
2022-06-15,12.3736
2022-06-16,12.1858
2022-06-17,12.1773
2022-06-18,12.1773
2022-06-19,12.1773
2022-06-20,12.1773
2022-06-21,12.447
2022-06-22,12.5121
2022-06-23,12.6613
2022-06-24,12.9334
2022-06-25,12.9334
2022-06-26,12.9334
2022-06-27,12.889
2022-06-28,12.9415
2022-06-29,12.8957
2022-06-30,17.9656
2022-07-01,18.1898
2022-07-02,18.1898
2022-07-03,18.1898
2022-07-04,18.1898
2022-07-05,18.1337
2022-07-06,18.1035
2022-07-07,17.9877
2022-07-08,18.1576
2022-07-09,18.1576
2022-07-10,18.1576
2022-07-11,18.2716
2022-07-12,18.5401
2022-07-13,18.7241
2022-07-14,18.6921
2022-07-15,18.7842
2022-07-16,18.7842
2022-07-17,18.7842
2022-07-18,18.678
2022-07-19,18.7702
2022-07-20,18.634
2022-07-21,18.4917
2022-07-22,18.638
2022-07-23,18.638
2022-07-24,18.638
2022-07-25,18.7001
2022-07-26,18.68
2022-07-27,18.8403
2022-07-28,18.8644
2022-07-29,19.0428
2022-07-30,19.0428
2022-07-31,19.0428
2022-08-01,19.0467
2022-08-02,17.7577
2022-08-03,17.9175
2022-08-04,17.6472
2022-08-05,17.8502
2022-08-06,17.8502
2022-08-07,17.8502
2022-08-08,18.0139
2022-08-09,18.1029
2022-08-10,18.218
2022-08-11,18.4142
2022-08-12,18.4017
2022-08-13,18.4017
2022-08-14,18.4017
2022-08-15,18.3477
2022-08-16,18.3517
2022-08-17,18.1917
2022-08-18,18.2817
2022-08-19,18.2921
2022-08-20,18.2921
2022-08-21,18.2921
2022-08-22,18.14
2022-08-23,18.2598
2022-08-24,18.4237
2022-08-25,18.2165
2022-08-26,17.8477
2022-08-27,17.8477
2022-08-28,17.8477
2022-08-29,17.7064
2022-08-30,17.5256
2022-08-31,17.4118
2022-09-01,17.3427
2022-09-02,17.4355
2022-09-03,17.4355
2022-09-04,17.4355
2022-09-05,17.4355
2022-09-06,17.4255
2022-09-07,17.5465
2022-09-08,17.4758
2022-09-09,17.5459
2022-09-10,17.5459
2022-09-11,17.5459
2022-09-12,17.765
2022-09-13,17.3379
2022-09-14,17.1948
2022-09-15,17.2611
2022-09-16,17.1706
2022-09-17,17.1706
2022-09-18,17.1706
2022-09-19,17.3079
2022-09-20,17.066
2022-09-21,16.9402
2022-09-22,16.8935
2022-09-23,16.5903
2022-09-24,16.5903
2022-09-25,16.5903
2022-09-26,16.5384
2022-09-27,16.5584
2022-09-28,16.7183
2022-09-29,16.6895
2022-09-30,20.3199
2022-10-01,20.3199
2022-10-02,20.3199
2022-10-03,20.4855
2022-10-04,20.687
2022-10-05,20.4551
2022-10-06,20.2962
2022-10-07,20.0573
2022-10-08,20.0573
2022-10-09,20.0573
2022-10-10,20.0897
2022-10-11,20.2332
2022-10-12,20.5072
2022-10-13,20.7519
2022-10-14,20.528
2022-10-15,20.528
2022-10-16,20.528
2022-10-17,20.6257
2022-10-18,20.6432
2022-10-19,20.3882
2022-10-20,20.3708
2022-10-21,20.5666
2022-10-22,20.5666
2022-10-23,20.5666
2022-10-24,20.7256
2022-10-25,20.917
2022-10-26,20.8037
2022-10-27,20.7768
2022-10-28,21.111
2022-10-29,21.111
2022-10-30,21.111
2022-10-31,20.9557
2022-11-01,20.5708
2022-11-02,20.7262
2022-11-03,20.7541
2022-11-04,21.179
2022-11-05,21.179
2022-11-06,21.179
2022-11-07,21.2091
2022-11-08,21.2923
2022-11-09,20.9123
2022-11-10,21.3036
2022-11-11,21.4113
2022-11-12,21.4113
2022-11-13,21.4113
2022-11-14,21.4843
2022-11-15,21.528
2022-11-16,21.5253
2022-11-17,21.7035
2022-11-18,21.8625
2022-11-19,21.8625
2022-11-20,21.8625
2022-11-21,22.0135
2022-11-22,22.1249
2022-11-23,22.2123
2022-11-24,22.2123
2022-11-25,22.2892
2022-11-26,22.2892
2022-11-27,22.2892
2022-11-28,22.1618
2022-11-29,22.1593
2022-11-30,22.2065
2022-12-01,22.1273
2022-12-02,22.2981
2022-12-03,22.2981
2022-12-04,22.2981
2022-12-05,22.0325
2022-12-06,21.7363
2022-12-07,21.669
2022-12-08,21.6022
2022-12-09,21.5632
2022-12-10,21.5632
2022-12-11,21.5632
2022-12-12,21.6739
2022-12-13,21.6448
2022-12-14,21.7405
2022-12-15,21.4525
2022-12-16,21.3552
2022-12-17,21.3552
2022-12-18,21.3552
2022-12-19,21.437
2022-12-20,21.2119
2022-12-21,21.4
2022-12-22,21.3863
2022-12-23,21.4965
2022-12-24,21.4965
2022-12-25,21.4965
2022-12-26,21.4965
2022-12-27,21.58
2022-12-28,21.3471
2022-12-29,21.3805
2022-12-30,112.5572
2022-12-31,112.5572
2023-01-01,112.5572
2023-01-02,112.5572
2023-01-03,109.8229
2023-01-04,112.3469
2023-01-05,110.0069
2023-01-06,111.7159
2023-01-07,111.7159
2023-01-08,111.7159
2023-01-09,110.8351
2023-01-10,111.7136
2023-01-11,111.7925
2023-01-12,111.4105
2023-01-13,111.3688
2023-01-14,111.3688
2023-01-15,111.3688
2023-01-16,111.3688
2023-01-17,110.9264
2023-01-18,109.0916
2023-01-19,109.7676
2023-01-20,110.1361
2023-01-21,110.1361
2023-01-22,110.1361
2023-01-23,110.2633
2023-01-24,112.0407
2023-01-25,113.9469
2023-01-26,113.5995
2023-01-27,111.5769
2023-01-28,111.5769
2023-01-29,111.5769
2023-01-30,111.4848
2023-01-31,113.2595
2023-02-01,114.2192
2023-02-02,115.3629
2023-02-03,114.6267
2023-02-04,114.6267
2023-02-05,114.6267
2023-02-06,114.5741
2023-02-07,112.8915
2023-02-08,111.7215
2023-02-09,111.4717
2023-02-10,111.7609
2023-02-11,111.7609
2023-02-12,111.7609
2023-02-13,112.4576
2023-02-14,112.037
2023-02-15,112.9046
2023-02-16,111.7083
2023-02-17,112.5234
2023-02-18,112.5234
2023-02-19,112.5234
2023-02-20,112.5234
2023-02-21,114.5864
2023-02-22,113.6932
2023-02-23,114.3894
2023-02-24,114.7572
2023-02-25,114.7572
2023-02-26,114.7572
2023-02-27,114.7178
2023-02-28,113.9822
2023-03-01,113.7983
2023-03-02,114.1004
2023-03-03,114.3369
2023-03-04,114.3369
2023-03-05,114.3369
2023-03-06,113.8509
2023-03-07,113.5225
2023-03-08,115.5059
2023-03-09,113.8114
2023-03-10,112.2113
2023-03-11,112.2113
2023-03-12,112.2113
2023-03-13,111.9092
2023-03-14,111.7733
2023-03-15,112.3186
2023-03-16,111.5568
2023-03-17,109.6111
2023-03-18,109.6111
2023-03-19,109.6111
2023-03-20,110.9522
2023-03-21,110.9575
2023-03-22,110.2595
2023-03-23,109.3881
2023-03-24,110.8604
2023-03-25,110.8604
2023-03-26,110.8604
2023-03-27,111.3601
2023-03-28,111.7804
2023-03-29,112.6822
2023-03-30,112.3406
2023-03-31,204.0225
