,TRS US Equity
2020-05-10,13.2997
2020-05-11,12.6071
2020-05-12,12.0968
2020-05-13,11.6549
2020-05-14,11.7323
2020-05-15,11.8736
2020-05-16,11.8736
2020-05-17,11.8736
2020-05-18,12.8987
2020-05-19,12.4477
2020-05-20,12.9398
2020-05-21,12.9443
2020-05-22,12.9261
2020-05-23,12.9261
2020-05-24,12.9261
2020-05-25,12.9261
2020-05-26,13.2997
2020-05-27,13.6551
2020-05-28,13.5275
2020-05-29,13.5959
2020-05-30,13.5959
2020-05-31,13.5959
2020-06-01,13.3589
2020-06-02,13.5047
2020-06-03,13.7918
2020-06-04,13.9831
2020-06-05,14.6187
2020-06-06,14.6187
2020-06-07,14.6187
2020-06-08,14.4843
2020-06-09,14.2975
2020-06-10,13.7918
2020-06-11,13.2314
2020-06-12,13.3498
2020-06-13,13.3498
2020-06-14,13.3498
2020-06-15,13.3361
2020-06-16,13.4865
2020-06-17,13.1585
2020-06-18,13.1174
2020-06-19,13.2769
2020-06-20,13.2769
2020-06-21,13.2769
2020-06-22,13.343
2020-06-23,13.1585
2020-06-24,12.8623
2020-06-25,13.1311
2020-06-26,13.1585
2020-06-27,13.1585
2020-06-28,13.1585
2020-06-29,13.6688
2020-06-30,28.4357
2020-07-01,27.944
2020-07-02,28.1047
2020-07-03,28.1047
2020-07-04,28.1047
2020-07-05,28.1047
2020-07-06,28.4924
2020-07-07,27.9818
2020-07-08,27.8305
2020-07-09,27.3294
2020-07-10,27.7833
2020-07-11,27.7833
2020-07-12,27.7833
2020-07-13,27.9724
2020-07-14,28.7004
2020-07-15,28.9652
2020-07-16,28.9368
2020-07-17,28.7288
2020-07-18,28.7288
2020-07-19,28.7288
2020-07-20,28.2844
2020-07-21,28.639
2020-07-22,28.6248
2020-07-23,29.2205
2020-07-24,28.9084
2020-07-25,28.9084
2020-07-26,28.9084
2020-07-27,29.1732
2020-07-28,29.1543
2020-07-29,29.3339
2020-07-30,29.7263
2020-07-31,28.983
2020-08-01,28.983
2020-08-02,28.983
2020-08-03,29.3695
2020-08-04,29.2109
2020-08-05,29.3596
2020-08-06,29.6768
2020-08-07,30.6481
2020-08-08,30.6481
2020-08-09,30.6481
2020-08-10,31.5005
2020-08-11,31.9961
2020-08-12,31.7582
2020-08-13,31.2428
2020-08-14,31.4906
2020-08-15,31.4906
2020-08-16,31.4906
2020-08-17,31.2924
2020-08-18,30.6481
2020-08-19,30.658
2020-08-20,30.5193
2020-08-21,30.5886
2020-08-22,30.5886
2020-08-23,30.5886
2020-08-24,31.332
2020-08-25,31.441
2020-08-26,31.1635
2020-08-27,31.3023
2020-08-28,31.3221
2020-08-29,31.3221
2020-08-30,31.3221
2020-08-31,30.8463
2020-09-01,31.3122
2020-09-02,31.6393
2020-09-03,30.8959
2020-09-04,30.8662
2020-09-05,30.8662
2020-09-06,30.8662
2020-09-07,30.8662
2020-09-08,30.2814
2020-09-09,30.1724
2020-09-10,29.3993
2020-09-11,29.092
2020-09-12,29.092
2020-09-13,29.092
2020-09-14,29.0226
2020-09-15,28.983
2020-09-16,29.3794
2020-09-17,29.3398
2020-09-18,29.3497
2020-09-19,29.3497
2020-09-20,29.3497
2020-09-21,28.3784
2020-09-22,28.7451
2020-09-23,28.4279
2020-09-24,28.3189
2020-09-25,28.4081
2020-09-26,28.4081
2020-09-27,28.4081
2020-09-28,28.7253
2020-09-29,28.3586
2020-09-30,28.3586
2020-10-01,28.3586
2020-10-02,28.3586
2020-10-03,28.3586
2020-10-04,28.3586
2020-10-05,28.3586
2020-10-06,28.3586
2020-10-07,28.3586
2020-10-08,28.3586
2020-10-09,28.3586
2020-10-10,28.3586
2020-10-11,28.3586
2020-10-12,28.3586
2020-10-13,28.3586
2020-10-14,28.3586
2020-10-15,28.3586
2020-10-16,28.3586
2020-10-17,28.3586
2020-10-18,28.3586
2020-10-19,28.3586
2020-10-20,28.3586
2020-10-21,28.3586
2020-10-22,28.3586
2020-10-23,28.3586
2020-10-24,28.3586
2020-10-25,28.3586
2020-10-26,28.3586
2020-10-27,28.3586
2020-10-28,28.3586
2020-10-29,28.3586
2020-10-30,28.3586
2020-10-31,28.3586
2020-11-01,28.3586
2020-11-02,28.3586
2020-11-03,28.3586
2020-11-04,28.3586
2020-11-05,28.3586
2020-11-06,28.3586
2020-11-07,28.3586
2020-11-08,28.3586
2020-11-09,28.3586
2020-11-10,28.3586
2020-11-11,28.3586
2020-11-12,28.3586
2020-11-13,28.3586
2020-11-14,28.3586
2020-11-15,28.3586
2020-11-16,28.3586
2020-11-17,28.3586
2020-11-18,28.3586
2020-11-19,28.3586
2020-11-20,28.3586
2020-11-21,28.3586
2020-11-22,28.3586
2020-11-23,28.3586
2020-11-24,28.3586
2020-11-25,28.3586
2020-11-26,28.3586
2020-11-27,28.3586
2020-11-28,28.3586
2020-11-29,28.3586
2020-11-30,28.3586
2020-12-01,28.3586
2020-12-02,28.3586
2020-12-03,28.3586
2020-12-04,28.3586
2020-12-05,28.3586
2020-12-06,28.3586
2020-12-07,28.3586
2020-12-08,28.3586
2020-12-09,28.3586
2020-12-10,28.3586
2020-12-11,28.3586
2020-12-12,28.3586
2020-12-13,28.3586
2020-12-14,28.3586
2020-12-15,28.3586
2020-12-16,28.3586
2020-12-17,28.3586
2020-12-18,28.3586
2020-12-19,28.3586
2020-12-20,28.3586
2020-12-21,28.3586
2020-12-22,28.3586
2020-12-23,28.3586
2020-12-24,28.3586
2020-12-25,28.3586
2020-12-26,28.3586
2020-12-27,28.3586
2020-12-28,28.3586
2020-12-29,28.3586
2020-12-30,28.3586
2020-12-31,28.3586
2021-01-01,28.3586
2021-01-02,28.3586
2021-01-03,28.3586
2021-01-04,28.3586
2021-01-05,28.3586
2021-01-06,28.3586
2021-01-07,28.3586
2021-01-08,28.3586
2021-01-09,28.3586
2021-01-10,28.3586
2021-01-11,28.3586
2021-01-12,28.3586
2021-01-13,28.3586
2021-01-14,28.3586
2021-01-15,28.3586
2021-01-16,28.3586
2021-01-17,28.3586
2021-01-18,28.3586
2021-01-19,28.3586
2021-01-20,28.3586
2021-01-21,28.3586
2021-01-22,28.3586
2021-01-23,28.3586
2021-01-24,28.3586
2021-01-25,28.3586
2021-01-26,28.3586
2021-01-27,28.3586
2021-01-28,28.3586
2021-01-29,28.3586
2021-01-30,28.3586
2021-01-31,28.3586
2021-02-01,28.3586
2021-02-02,28.3586
2021-02-03,28.3586
2021-02-04,28.3586
2021-02-05,28.3586
2021-02-06,28.3586
2021-02-07,28.3586
2021-02-08,28.3586
2021-02-09,28.3586
2021-02-10,28.3586
2021-02-11,28.3586
2021-02-12,28.3586
2021-02-13,28.3586
2021-02-14,28.3586
2021-02-15,28.3586
2021-02-16,28.3586
2021-02-17,28.3586
2021-02-18,28.3586
2021-02-19,28.3586
2021-02-20,28.3586
2021-02-21,28.3586
2021-02-22,28.3586
2021-02-23,28.3586
2021-02-24,28.3586
2021-02-25,28.3586
2021-02-26,28.3586
2021-02-27,28.3586
2021-02-28,28.3586
2021-03-01,28.3586
2021-03-02,28.3586
2021-03-03,28.3586
2021-03-04,28.3586
2021-03-05,28.3586
2021-03-06,28.3586
2021-03-07,28.3586
2021-03-08,28.3586
2021-03-09,28.3586
2021-03-10,28.3586
2021-03-11,28.3586
2021-03-12,28.3586
2021-03-13,28.3586
2021-03-14,28.3586
2021-03-15,28.3586
2021-03-16,28.3586
2021-03-17,28.3586
2021-03-18,28.3586
2021-03-19,28.3586
2021-03-20,28.3586
2021-03-21,28.3586
2021-03-22,28.3586
2021-03-23,28.3586
2021-03-24,28.3586
2021-03-25,28.3586
2021-03-26,28.3586
2021-03-27,28.3586
2021-03-28,28.3586
2021-03-29,28.3586
2021-03-30,28.3586
2021-03-31,28.3586
2021-04-01,28.3586
2021-04-02,28.3586
2021-04-03,28.3586
2021-04-04,28.3586
2021-04-05,28.3586
2021-04-06,28.3586
2021-04-07,28.3586
2021-04-08,28.3586
2021-04-09,28.3586
2021-04-10,28.3586
2021-04-11,28.3586
2021-04-12,28.3586
2021-04-13,28.3586
2021-04-14,28.3586
2021-04-15,28.3586
2021-04-16,28.3586
2021-04-17,28.3586
2021-04-18,28.3586
2021-04-19,28.3586
2021-04-20,28.3586
2021-04-21,28.3586
2021-04-22,28.3586
2021-04-23,28.3586
2021-04-24,28.3586
2021-04-25,28.3586
2021-04-26,28.3586
2021-04-27,28.3586
2021-04-28,28.3586
2021-04-29,28.3586
2021-04-30,28.3586
2021-05-01,28.3586
2021-05-02,28.3586
2021-05-03,28.3586
2021-05-04,28.3586
2021-05-05,28.3586
2021-05-06,28.3586
2021-05-07,28.3586
2021-05-08,28.3586
2021-05-09,28.3586
2021-05-10,28.3586
2021-05-11,28.3586
2021-05-12,28.3586
2021-05-13,28.3586
2021-05-14,28.3586
2021-05-15,28.3586
2021-05-16,28.3586
2021-05-17,28.3586
2021-05-18,28.3586
2021-05-19,28.3586
2021-05-20,28.3586
2021-05-21,28.3586
2021-05-22,28.3586
2021-05-23,28.3586
2021-05-24,28.3586
2021-05-25,28.3586
2021-05-26,28.3586
2021-05-27,28.3586
2021-05-28,28.3586
2021-05-29,28.3586
2021-05-30,28.3586
2021-05-31,28.3586
2021-06-01,28.3586
2021-06-02,28.3586
2021-06-03,28.3586
2021-06-04,28.3586
2021-06-05,28.3586
2021-06-06,28.3586
2021-06-07,28.3586
2021-06-08,28.3586
2021-06-09,28.3586
2021-06-10,28.3586
2021-06-11,28.3586
2021-06-12,28.3586
2021-06-13,28.3586
2021-06-14,28.3586
2021-06-15,28.3586
2021-06-16,28.3586
2021-06-17,28.3586
2021-06-18,28.3586
2021-06-19,28.3586
2021-06-20,28.3586
2021-06-21,28.3586
2021-06-22,28.3586
2021-06-23,28.3586
2021-06-24,28.3586
2021-06-25,28.3586
2021-06-26,28.3586
2021-06-27,28.3586
2021-06-28,28.3586
2021-06-29,28.3586
2021-06-30,28.3586
2021-07-01,28.3586
2021-07-02,28.3586
2021-07-03,28.3586
2021-07-04,28.3586
2021-07-05,28.3586
2021-07-06,28.3586
2021-07-07,28.3586
2021-07-08,28.3586
2021-07-09,28.3586
2021-07-10,28.3586
2021-07-11,28.3586
2021-07-12,28.3586
2021-07-13,28.3586
2021-07-14,28.3586
2021-07-15,28.3586
2021-07-16,28.3586
2021-07-17,28.3586
2021-07-18,28.3586
2021-07-19,28.3586
2021-07-20,28.3586
2021-07-21,28.3586
2021-07-22,28.3586
2021-07-23,28.3586
2021-07-24,28.3586
2021-07-25,28.3586
2021-07-26,28.3586
2021-07-27,28.3586
2021-07-28,28.3586
2021-07-29,28.3586
2021-07-30,28.3586
2021-07-31,28.3586
2021-08-01,28.3586
2021-08-02,28.3586
2021-08-03,28.3586
2021-08-04,28.3586
2021-08-05,28.3586
2021-08-06,28.3586
2021-08-07,28.3586
2021-08-08,28.3586
2021-08-09,28.3586
2021-08-10,28.3586
2021-08-11,28.3586
2021-08-12,28.3586
2021-08-13,28.3586
2021-08-14,28.3586
2021-08-15,28.3586
2021-08-16,28.3586
2021-08-17,28.3586
2021-08-18,28.3586
2021-08-19,28.3586
2021-08-20,28.3586
2021-08-21,28.3586
2021-08-22,28.3586
2021-08-23,28.3586
2021-08-24,28.3586
2021-08-25,28.3586
2021-08-26,28.3586
2021-08-27,28.3586
2021-08-28,28.3586
2021-08-29,28.3586
2021-08-30,28.3586
2021-08-31,28.3586
2021-09-01,28.3586
2021-09-02,28.3586
2021-09-03,28.3586
2021-09-04,28.3586
2021-09-05,28.3586
2021-09-06,28.3586
2021-09-07,28.3586
2021-09-08,28.3586
2021-09-09,28.3586
2021-09-10,28.3586
2021-09-11,28.3586
2021-09-12,28.3586
2021-09-13,28.3586
2021-09-14,28.3586
2021-09-15,28.3586
2021-09-16,28.3586
2021-09-17,28.3586
2021-09-18,28.3586
2021-09-19,28.3586
2021-09-20,28.3586
2021-09-21,28.3586
2021-09-22,28.3586
2021-09-23,28.3586
2021-09-24,28.3586
2021-09-25,28.3586
2021-09-26,28.3586
2021-09-27,28.3586
2021-09-28,28.3586
2021-09-29,28.3586
2021-09-30,17.2768
2021-10-01,17.3208
2021-10-02,17.3208
2021-10-03,17.3208
2021-10-04,17.1139
2021-10-05,17.4485
2021-10-06,17.2063
2021-10-07,17.5542
2021-10-08,17.5278
2021-10-09,17.5278
2021-10-10,17.5278
2021-10-11,17.3296
2021-10-12,17.4617
2021-10-13,16.9597
2021-10-14,16.973
2021-10-15,16.8673
2021-10-16,16.8673
2021-10-17,16.8673
2021-10-18,17.4925
2021-10-19,17.5718
2021-10-20,17.7611
2021-10-21,18.109
2021-10-22,18.2235
2021-10-23,18.2235
2021-10-24,18.2235
2021-10-25,18.2191
2021-10-26,18.338
2021-10-27,17.6907
2021-10-28,17.3799
2021-10-29,17.6921
2021-10-30,17.6921
2021-10-31,17.6921
2021-11-01,17.7976
2021-11-02,17.9867
2021-11-03,18.444
2021-11-04,18.7122
2021-11-05,19.2531
2021-11-06,19.2531
2021-11-07,19.2531
2021-11-08,19.2003
2021-11-09,19.297
2021-11-10,19.3586
2021-11-11,19.7411
2021-11-12,19.939
2021-11-13,19.939
2021-11-14,19.939
2021-11-15,19.6224
2021-11-16,19.6312
2021-11-17,19.4114
2021-11-18,18.8969
2021-11-19,18.6858
2021-11-20,18.6858
2021-11-21,18.6858
2021-11-22,18.8309
2021-11-23,18.9716
2021-11-24,18.9013
2021-11-25,18.9013
2021-11-26,18.5099
2021-11-27,18.5099
2021-11-28,18.5099
2021-11-29,18.1406
2021-11-30,17.591
2021-12-01,17.0633
2021-12-02,17.569
2021-12-03,17.5602
2021-12-04,17.5602
2021-12-05,17.5602
2021-12-06,18.0526
2021-12-07,18.1934
2021-12-08,18.2549
2021-12-09,18.0614
2021-12-10,18.3033
2021-12-11,18.3033
2021-12-12,18.3033
2021-12-13,17.7536
2021-12-14,17.6085
2021-12-15,17.7229
2021-12-16,17.846
2021-12-17,17.9471
2021-12-18,17.9471
2021-12-19,17.9471
2021-12-20,17.5206
2021-12-21,18.0439
2021-12-22,18.2593
2021-12-23,18.3121
2021-12-24,18.3121
2021-12-25,18.3121
2021-12-26,18.3121
2021-12-27,18.6594
2021-12-28,18.8002
2021-12-29,19.0332
2021-12-30,19.086
2021-12-31,19.5474
2022-01-01,19.5474
2022-01-02,19.5474
2022-01-03,19.4898
2022-01-04,19.4189
2022-01-05,19.2239
2022-01-06,19.2107
2022-01-07,19.0024
2022-01-08,19.0024
2022-01-09,19.0024
2022-01-10,18.9359
2022-01-11,19.1575
2022-01-12,18.8296
2022-01-13,18.9138
2022-01-14,18.8252
2022-01-15,18.8252
2022-01-16,18.8252
2022-01-17,18.8252
2022-01-18,18.8074
2022-01-19,18.6657
2022-01-20,18.4087
2022-01-21,18.196
2022-01-22,18.196
2022-01-23,18.196
2022-01-24,18.5372
2022-01-25,18.3909
2022-01-26,18.3511
2022-01-27,18.3112
2022-01-28,18.3909
2022-01-29,18.3909
2022-01-30,18.3909
2022-01-31,18.5549
2022-02-01,18.6479
2022-02-02,18.2979
2022-02-03,18.0365
2022-02-04,17.8149
2022-02-05,17.8149
2022-02-06,17.8149
2022-02-07,17.7352
2022-02-08,18.1738
2022-02-09,17.908
2022-02-10,17.6598
2022-02-11,17.4826
2022-02-12,17.4826
2022-02-13,17.4826
2022-02-14,17.3896
2022-02-15,17.6067
2022-02-16,17.5579
2022-02-17,17.5668
2022-02-18,17.6377
2022-02-19,17.6377
2022-02-20,17.6377
2022-02-21,17.6377
2022-02-22,17.4339
2022-02-23,17.2566
2022-02-24,17.2699
2022-02-25,17.713
2022-02-26,17.713
2022-02-27,17.713
2022-02-28,17.5579
2022-03-01,16.7492
2022-03-02,17.3249
2022-03-03,17.6748
2022-03-04,17.4312
2022-03-05,17.4312
2022-03-06,17.4312
2022-03-07,17.2806
2022-03-08,16.8023
2022-03-09,17.3116
2022-03-10,17.2496
2022-03-11,16.8953
2022-03-12,16.8953
2022-03-13,16.8953
2022-03-14,17.0371
2022-03-15,17.3028
2022-03-16,17.4578
2022-03-17,17.6925
2022-03-18,17.8254
2022-03-19,17.8254
2022-03-20,17.8254
2022-03-21,17.8121
2022-03-22,17.6172
2022-03-23,17.3559
2022-03-24,17.4224
2022-03-25,17.5242
2022-03-26,17.5242
2022-03-27,17.5242
2022-03-28,17.2496
2022-03-29,17.5995
2022-03-30,17.3338
2022-03-31,18.0317
2022-04-01,18.1716
2022-04-02,18.1716
2022-04-03,18.1716
2022-04-04,18.071
2022-04-05,17.7736
2022-04-06,17.6599
2022-04-07,17.5155
2022-04-08,17.4543
2022-04-09,17.4543
2022-04-10,17.4543
2022-04-11,17.4455
2022-04-12,17.5592
2022-04-13,17.7648
2022-04-14,17.6905
2022-04-15,17.6905
2022-04-16,17.6905
2022-04-17,17.6905
2022-04-18,17.8042
2022-04-19,18.3816
2022-04-20,18.3466
2022-04-21,18.1891
2022-04-22,17.7473
2022-04-23,17.7473
2022-04-24,17.7473
2022-04-25,17.7167
2022-04-26,17.1962
2022-04-27,17.3405
2022-04-28,17.4572
2022-04-29,16.8521
2022-04-30,16.8521
2022-05-01,16.8521
2022-05-02,16.5083
2022-05-03,16.5953
2022-05-04,16.5692
2022-05-05,16.0774
2022-05-06,16.1383
2022-05-07,16.1383
2022-05-08,16.1383
2022-05-09,16.0817
2022-05-10,15.8336
2022-05-11,15.8293
2022-05-12,16.0121
2022-05-13,16.3255
2022-05-14,16.3255
2022-05-15,16.3255
2022-05-16,16.3037
2022-05-17,16.4909
2022-05-18,16.0208
2022-05-19,15.7597
2022-05-20,15.677
2022-05-21,15.677
2022-05-22,15.677
2022-05-23,15.8641
2022-05-24,16.0252
2022-05-25,16.0861
2022-05-26,16.3429
2022-05-27,16.5214
2022-05-28,16.5214
2022-05-29,16.5214
2022-05-30,16.5214
2022-05-31,16.2602
2022-06-01,16.5126
2022-06-02,16.6476
2022-06-03,16.6258
2022-06-04,16.6258
2022-06-05,16.6258
2022-06-06,16.752
2022-06-07,16.9479
2022-06-08,16.5692
2022-06-09,16.5997
2022-06-10,16.3255
2022-06-11,16.3255
2022-06-12,16.3255
2022-06-13,15.6987
2022-06-14,15.5246
2022-06-15,15.5464
2022-06-16,15.1416
2022-06-17,15.233
2022-06-18,15.233
2022-06-19,15.233
2022-06-20,15.233
2022-06-21,15.4376
2022-06-22,15.2417
2022-06-23,15.4811
2022-06-24,15.751
2022-06-25,15.751
2022-06-26,15.751
2022-06-27,15.7814
2022-06-28,15.7597
2022-06-29,15.8946
2022-06-30,15.4293
2022-07-01,15.5376
2022-07-02,15.5376
2022-07-03,15.5376
2022-07-04,15.5376
2022-07-05,15.1044
2022-07-06,14.9795
2022-07-07,15.1336
2022-07-08,15.0461
2022-07-09,15.0461
2022-07-10,15.0461
2022-07-11,14.992
2022-07-12,14.9961
2022-07-13,14.8295
2022-07-14,14.7004
2022-07-15,14.9212
2022-07-16,14.9212
2022-07-17,14.9212
2022-07-18,14.7962
2022-07-19,15.1252
2022-07-20,15.1627
2022-07-21,15.3418
2022-07-22,15.4418
2022-07-23,15.4418
2022-07-24,15.4418
2022-07-25,15.4418
2022-07-26,15.4918
2022-07-27,15.6959
2022-07-28,15.8266
2022-07-29,16.0819
2022-07-30,16.0819
2022-07-31,16.0819
2022-08-01,16.2218
2022-08-02,15.7937
2022-08-03,15.8431
2022-08-04,15.7031
2022-08-05,15.6249
2022-08-06,15.6249
2022-08-07,15.6249
2022-08-08,15.6208
2022-08-09,15.6125
2022-08-10,15.7155
2022-08-11,15.8431
2022-08-12,16.0613
2022-08-13,16.0613
2022-08-14,16.0613
2022-08-15,16.1436
2022-08-16,16.2712
2022-08-17,16.2383
2022-08-18,16.3577
2022-08-19,16.2259
2022-08-20,16.2259
2022-08-21,16.2259
2022-08-22,16.0325
2022-08-23,16.0613
2022-08-24,15.9748
2022-08-25,15.9419
2022-08-26,15.4767
2022-08-27,15.4767
2022-08-28,15.4767
2022-08-29,15.345
2022-08-30,15.2132
2022-08-31,15.2256
2022-09-01,14.9621
2022-09-02,14.9333
2022-09-03,14.9333
2022-09-04,14.9333
2022-09-05,14.9333
2022-09-06,14.781
2022-09-07,14.9991
2022-09-08,14.8592
2022-09-09,15.1391
2022-09-10,15.1391
2022-09-11,15.1391
2022-09-12,15.2626
2022-09-13,14.8633
2022-09-14,14.6739
2022-09-15,14.5834
2022-09-16,14.6863
2022-09-17,14.6863
2022-09-18,14.6863
2022-09-19,14.9086
2022-09-20,14.8057
2022-09-21,14.8057
2022-09-22,14.6698
2022-09-23,14.4887
2022-09-24,14.4887
2022-09-25,14.4887
2022-09-26,14.2993
2022-09-27,14.1264
2022-09-28,14.4887
2022-09-29,14.114
2022-09-30,15.3709
2022-10-01,15.3709
2022-10-02,15.3709
2022-10-03,15.7852
2022-10-04,16.2541
2022-10-05,16.2677
2022-10-06,16.072
2022-10-07,15.7169
2022-10-08,15.7169
2022-10-09,15.7169
2022-10-10,15.8944
2022-10-11,15.9991
2022-10-12,15.7624
2022-10-13,16.122
2022-10-14,16.0674
2022-10-15,16.0674
2022-10-16,16.0674
2022-10-17,16.3542
2022-10-18,16.6228
2022-10-19,16.6046
2022-10-20,16.3451
2022-10-21,16.773
2022-10-22,16.773
2022-10-23,16.773
2022-10-24,16.8049
2022-10-25,16.9369
2022-10-26,16.9779
2022-10-27,14.2054
2022-10-28,14.6057
2022-10-29,14.6057
2022-10-30,14.6057
2022-10-31,14.351
2022-11-01,15.1469
2022-11-02,14.733
2022-11-03,14.8331
2022-11-04,15.2606
2022-11-05,15.2606
2022-11-06,15.2606
2022-11-07,15.5108
2022-11-08,15.4198
2022-11-09,15.5699
2022-11-10,16.0475
2022-11-11,16.0247
2022-11-12,16.0247
2022-11-13,16.0247
2022-11-14,15.9656
2022-11-15,16.0111
2022-11-16,15.9065
2022-11-17,16.0065
2022-11-18,16.0338
2022-11-19,16.0338
2022-11-20,16.0338
2022-11-21,16.2021
2022-11-22,16.3477
2022-11-23,16.2794
2022-11-24,16.2794
2022-11-25,16.3295
2022-11-26,16.3295
2022-11-27,16.3295
2022-11-28,16.0247
2022-11-29,16.1976
2022-11-30,16.3977
2022-12-01,16.4432
2022-12-02,16.6979
2022-12-03,16.6979
2022-12-04,16.6979
2022-12-05,16.6933
2022-12-06,16.8343
2022-12-07,16.7297
2022-12-08,16.5796
2022-12-09,16.4204
2022-12-10,16.4204
2022-12-11,16.4204
2022-12-12,16.5114
2022-12-13,16.5569
2022-12-14,16.4159
2022-12-15,16.093
2022-12-16,16.2749
2022-12-17,16.2749
2022-12-18,16.2749
2022-12-19,16.1111
2022-12-20,16.2976
2022-12-21,16.4295
2022-12-22,16.3386
2022-12-23,16.5796
2022-12-24,16.5796
2022-12-25,16.5796
2022-12-26,16.5796
2022-12-27,16.6478
2022-12-28,16.4477
2022-12-29,16.6069
2022-12-30,15.1023
2022-12-31,15.1023
2023-01-01,15.1023
2023-01-02,15.1023
2023-01-03,15.2124
2023-01-04,15.2378
2023-01-05,15.2971
2023-01-06,15.4666
2023-01-07,15.4666
2023-01-08,15.4666
2023-01-09,15.4454
2023-01-10,15.6699
2023-01-11,15.7462
2023-01-12,16.0258
2023-01-13,16.1995
2023-01-14,16.1995
2023-01-15,16.1995
2023-01-16,16.1995
2023-01-17,16.1105
2023-01-18,15.8817
2023-01-19,15.869
2023-01-20,15.9241
2023-01-21,15.9241
2023-01-22,15.9241
2023-01-23,15.8945
2023-01-24,15.7377
2023-01-25,15.8224
2023-01-26,15.9495
2023-01-27,15.9453
2023-01-28,15.9453
2023-01-29,15.9453
2023-01-30,16.1147
2023-01-31,16.3943
2023-02-01,16.6104
2023-02-02,16.6993
2023-02-03,16.6189
2023-02-04,16.6189
2023-02-05,16.6189
2023-02-06,16.4452
2023-02-07,16.4579
2023-02-08,16.3266
2023-02-09,16.1147
2023-02-10,16.1063
2023-02-11,16.1063
2023-02-12,16.1063
2023-02-13,16.2757
2023-02-14,16.2969
2023-02-15,16.5299
2023-02-16,16.4918
2023-02-17,16.5299
2023-02-18,16.5299
2023-02-19,16.5299
2023-02-20,16.5299
2023-02-21,16.2122
2023-02-22,16.1868
2023-02-23,15.7153
2023-02-24,15.6609
2023-02-25,15.6609
2023-02-26,15.6609
2023-02-27,15.7656
2023-02-28,15.9079
2023-03-01,16.0377
2023-03-02,15.933
2023-03-03,16.021
2023-03-04,16.021
2023-03-05,16.021
2023-03-06,15.7279
2023-03-07,15.686
2023-03-08,15.7823
2023-03-09,15.6525
2023-03-10,15.5018
2023-03-11,15.5018
2023-03-12,15.5018
2023-03-13,15.3008
2023-03-14,15.6441
