,LGND US Equity
2020-06-18,0.9356
2020-06-19,0.9356
2020-06-20,0.9356
2020-06-21,0.9356
2020-06-22,0.9356
2020-06-23,0.9356
2020-06-24,0.9356
2020-06-25,0.9356
2020-06-26,0.9356
2020-06-27,0.9356
2020-06-28,0.9356
2020-06-29,0.9356
2020-06-30,0.9356
2020-07-01,0.9356
2020-07-02,0.9356
2020-07-03,0.9356
2020-07-04,0.9356
2020-07-05,0.9356
2020-07-06,0.9356
2020-07-07,0.9356
2020-07-08,0.9356
2020-07-09,0.9356
2020-07-10,0.9356
2020-07-11,0.9356
2020-07-12,0.9356
2020-07-13,0.9356
2020-07-14,0.9356
2020-07-15,0.9356
2020-07-16,0.9356
2020-07-17,0.9356
2020-07-18,0.9356
2020-07-19,0.9356
2020-07-20,0.9356
2020-07-21,0.9356
2020-07-22,0.9356
2020-07-23,0.9356
2020-07-24,0.9356
2020-07-25,0.9356
2020-07-26,0.9356
2020-07-27,0.9356
2020-07-28,0.9356
2020-07-29,0.9356
2020-07-30,0.9356
2020-07-31,0.9356
2020-08-01,0.9356
2020-08-02,0.9356
2020-08-03,0.9356
2020-08-04,0.9356
2020-08-05,0.9356
2020-08-06,0.9356
2020-08-07,0.9356
2020-08-08,0.9356
2020-08-09,0.9356
2020-08-10,0.9356
2020-08-11,0.9356
2020-08-12,0.9356
2020-08-13,0.9356
2020-08-14,0.9356
2020-08-15,0.9356
2020-08-16,0.9356
2020-08-17,0.9356
2020-08-18,0.9356
2020-08-19,0.9356
2020-08-20,0.9356
2020-08-21,0.9356
2020-08-22,0.9356
2020-08-23,0.9356
2020-08-24,0.9356
2020-08-25,0.9356
2020-08-26,0.9356
2020-08-27,0.9356
2020-08-28,0.9356
2020-08-29,0.9356
2020-08-30,0.9356
2020-08-31,0.9356
2020-09-01,0.9356
2020-09-02,0.9356
2020-09-03,0.9356
2020-09-04,0.9356
2020-09-05,0.9356
2020-09-06,0.9356
2020-09-07,0.9356
2020-09-08,0.9356
2020-09-09,0.9356
2020-09-10,0.9356
2020-09-11,0.9356
2020-09-12,0.9356
2020-09-13,0.9356
2020-09-14,0.9356
2020-09-15,0.9356
2020-09-16,0.9356
2020-09-17,0.9356
2020-09-18,0.9356
2020-09-19,0.9356
2020-09-20,0.9356
2020-09-21,0.9356
2020-09-22,0.9356
2020-09-23,0.9356
2020-09-24,0.9356
2020-09-25,0.9356
2020-09-26,0.9356
2020-09-27,0.9356
2020-09-28,0.9356
2020-09-29,0.9356
2020-09-30,268.49
2020-10-01,278.8817
2020-10-02,275.093
2020-10-03,275.093
2020-10-04,275.093
2020-10-05,286.3145
2020-10-06,289.7784
2020-10-07,300.2061
2020-10-08,299.9535
2020-10-09,291.1856
2020-10-10,291.1856
2020-10-11,291.1856
2020-10-12,293.134
2020-10-13,294.2165
2020-10-14,285.4125
2020-10-15,270.4745
2020-10-16,275.6704
2020-10-17,275.6704
2020-10-18,275.6704
2020-10-19,260.0468
2020-10-20,244.6759
2020-10-21,215.1969
2020-10-22,230.3153
2020-10-23,231.3256
2020-10-24,231.3256
2020-10-25,231.3256
2020-10-26,231.0369
2020-10-27,235.5111
2020-10-28,229.1606
2020-10-29,224.2896
2020-10-30,222.2875
2020-10-31,222.2875
2020-11-01,222.2875
2020-11-02,223.9124
2020-11-03,236.2261
2020-11-04,240.7038
2020-11-05,242.5093
2020-11-06,236.5604
2020-11-07,236.5604
2020-11-08,236.5604
2020-11-09,219.8407
2020-11-10,221.5379
2020-11-11,226.6297
2020-11-12,230.9992
2020-11-13,226.6585
2020-11-14,226.6585
2020-11-15,226.6585
2020-11-16,220.4872
2020-11-17,224.7458
2020-11-18,218.6106
2020-11-19,218.8271
2020-11-20,224.8901
2020-11-21,224.8901
2020-11-22,224.8901
2020-11-23,235.8251
2020-11-24,236.7634
2020-11-25,240.0115
2020-11-26,240.0115
2020-11-27,234.6342
2020-11-28,234.6342
2020-11-29,234.6342
2020-11-30,229.0404
2020-12-01,227.272
2020-12-02,225.6841
2020-12-03,232.6854
2020-12-04,236.9439
2020-12-05,236.9439
2020-12-06,236.9439
2020-12-07,237.2687
2020-12-08,240.4084
2020-12-09,250.2608
2020-12-10,257.0094
2020-12-11,259.6079
2020-12-12,259.6079
2020-12-13,259.6079
2020-12-14,291.9076
2020-12-15,275.4871
2020-12-16,270.182
2020-12-17,287.9017
2020-12-18,282.1997
2020-12-19,282.1997
2020-12-20,282.1997
2020-12-21,283.4267
2020-12-22,296.924
2020-12-23,305.9102
2020-12-24,307.2816
2020-12-25,307.2816
2020-12-26,307.2816
2020-12-27,307.2816
2020-12-28,298.6202
2020-12-29,281.1892
2020-12-30,294.9391
2020-12-31,63.6299
2021-01-01,63.6299
2021-01-02,63.6299
2021-01-03,63.6299
2021-01-04,64.6379
2021-01-05,63.6735
2021-01-06,65.7019
2021-01-07,68.4646
2021-01-08,67.9046
2021-01-09,67.9046
2021-01-10,67.9046
2021-01-11,69.877
2021-01-12,70.4432
2021-01-13,70.941
2021-01-14,77.8352
2021-01-15,78.4948
2021-01-16,78.4948
2021-01-17,78.4948
2021-01-18,78.4948
2021-01-19,83.0743
2021-01-20,85.781
2021-01-21,85.6815
2021-01-22,90.4912
2021-01-23,90.4912
2021-01-24,90.4912
2021-01-25,98.8228
2021-01-26,99.3517
2021-01-27,103.1348
2021-01-28,120.9614
2021-01-29,117.0788
2021-01-30,117.0788
2021-01-31,117.0788
2021-02-01,113.7685
2021-02-02,111.933
2021-02-03,112.1943
2021-02-04,113.8245
2021-02-05,128.0796
2021-02-06,128.0796
2021-02-07,128.0796
2021-02-08,131.3152
2021-02-09,136.0441
2021-02-10,132.9516
2021-02-11,113.7748
2021-02-12,109.0583
2021-02-13,109.0583
2021-02-14,109.0583
2021-02-15,109.0583
2021-02-16,101.9588
2021-02-17,94.3552
2021-02-18,91.9037
2021-02-19,90.6468
2021-02-20,90.6468
2021-02-21,90.6468
2021-02-22,88.8237
2021-02-23,89.5952
2021-02-24,92.8059
2021-02-25,98.3006
2021-02-26,97.0215
2021-02-27,97.0215
2021-02-28,97.0215
2021-03-01,102.3565
2021-03-02,100.004
2021-03-03,96.7451
2021-03-04,92.8371
2021-03-05,94.5661
2021-03-06,94.5661
2021-03-07,94.5661
2021-03-08,91.3137
2021-03-09,99.6376
2021-03-10,96.2116
2021-03-11,102.4979
2021-03-12,107.6658
2021-03-13,107.6658
2021-03-14,107.6658
2021-03-15,106.6759
2021-03-16,106.2131
2021-03-17,108.4371
2021-03-18,101.3152
2021-03-19,104.5612
2021-03-20,104.5612
2021-03-21,104.5612
2021-03-22,107.518
2021-03-23,98.1528
2021-03-24,93.7177
2021-03-25,100.5503
2021-03-26,100.4025
2021-03-27,100.4025
2021-03-28,100.4025
2021-03-29,97.4779
2021-03-30,97.5936
2021-03-31,95.5984
2021-04-01,96.9325
2021-04-02,96.9325
2021-04-03,96.9325
2021-04-04,96.9325
2021-04-05,96.2624
2021-04-06,96.6533
2021-04-07,96.1817
2021-04-08,97.5779
2021-04-09,96.2127
2021-04-10,96.2127
2021-04-11,96.2127
2021-04-12,90.9135
2021-04-13,92.2166
2021-04-14,94.7173
2021-04-15,93.3832
2021-04-16,94.2209
2021-04-17,94.2209
2021-04-18,94.2209
2021-04-19,91.5961
2021-04-20,92.0677
2021-04-21,95.3812
2021-04-22,92.8247
2021-04-23,91.9492
2021-04-24,91.9492
2021-04-25,91.9492
2021-04-26,94.9286
2021-04-27,94.9721
2021-04-28,92.2415
2021-04-29,91.6693
2021-04-30,91.7439
2021-05-01,91.7439
2021-05-02,91.7439
2021-05-03,91.3334
2021-05-04,83.1169
2021-05-05,81.9848
2021-05-06,79.671
2021-05-07,82.2461
2021-05-08,82.2461
2021-05-09,82.2461
2021-05-10,79.783
2021-05-11,82.1901
2021-05-12,78.9681
2021-05-13,78.0538
2021-05-14,81.5619
2021-05-15,81.5619
2021-05-16,81.5619
2021-05-17,78.8562
2021-05-18,77.2141
2021-05-19,75.6342
2021-05-20,77.8486
2021-05-21,77.1892
2021-05-22,77.1892
2021-05-23,77.1892
2021-05-24,76.6419
2021-05-25,75.3668
2021-05-26,72.4683
2021-05-27,74.0793
2021-05-28,74.2099
2021-05-29,74.2099
2021-05-30,74.2099
2021-05-31,74.2099
2021-06-01,71.641
2021-06-02,71.5042
2021-06-03,71.3052
2021-06-04,72.7731
2021-06-05,72.7731
2021-06-06,72.7731
2021-06-07,75.3419
2021-06-08,74.7261
2021-06-09,75.2984
2021-06-10,76.1567
2021-06-11,77.8983
2021-06-12,77.8983
2021-06-13,77.8983
2021-06-14,77.5438
2021-06-15,78.0165
2021-06-16,78.8748
2021-06-17,80.492
2021-06-18,79.7519
2021-06-19,79.7519
2021-06-20,79.7519
2021-06-21,81.226
2021-06-22,81.6179
2021-06-23,80.7346
2021-06-24,85.0637
2021-06-25,87.6885
2021-06-26,87.6885
2021-06-27,87.6885
2021-06-28,86.5378
2021-06-29,85.0015
2021-06-30,33.7124
2021-07-01,34.9191
2021-07-02,34.2368
2021-07-03,34.2368
2021-07-04,34.2368
2021-07-05,34.2368
2021-07-06,33.1167
2021-07-07,33.1421
2021-07-08,32.8799
2021-07-09,33.2567
2021-07-10,33.2567
2021-07-11,33.2567
2021-07-12,32.4828
2021-07-13,31.3677
2021-07-14,30.3953
2021-07-15,29.7995
2021-07-16,29.1275
2021-07-17,29.1275
2021-07-18,29.1275
2021-07-19,31.2099
2021-07-20,31.4823
2021-07-21,31.9202
2021-07-22,31.4416
2021-07-23,31.3728
2021-07-24,31.3728
2021-07-25,31.3728
2021-07-26,31.2786
2021-07-27,30.9706
2021-07-28,31.742
2021-07-29,30.5989
2021-07-30,29.2115
2021-07-31,29.2115
2021-08-01,29.2115
2021-08-02,28.5598
2021-08-03,28.6267
2021-08-04,28.1194
2021-08-05,28.0964
2021-08-06,28.3667
2021-08-07,28.3667
2021-08-08,28.3667
2021-08-09,28.3412
2021-08-10,28.3769
2021-08-11,28.2571
2021-08-12,28.1168
2021-08-13,27.5483
2021-08-14,27.5483
2021-08-15,27.5483
2021-08-16,27.6579
2021-08-17,27.663
2021-08-18,27.1608
2021-08-19,26.4036
2021-08-20,26.8548
2021-08-21,26.8548
2021-08-22,26.8548
2021-08-23,29.9244
2021-08-24,29.7817
2021-08-25,29.2029
2021-08-26,28.6522
2021-08-27,29.463
2021-08-28,29.463
2021-08-29,29.463
2021-08-30,31.1992
2021-08-31,34.0444
2021-09-01,35.9412
2021-09-02,35.9642
2021-09-03,35.5486
2021-09-04,35.5486
2021-09-05,35.5486
2021-09-06,35.5486
2021-09-07,33.922
2021-09-08,35.1381
2021-09-09,34.9826
2021-09-10,35.1993
2021-09-11,35.1993
2021-09-12,35.1993
2021-09-13,34.2764
2021-09-14,33.9781
2021-09-15,34.952
2021-09-16,34.7302
2021-09-17,37.2134
2021-09-18,37.2134
2021-09-19,37.2134
2021-09-20,35.1636
2021-09-21,36.135
2021-09-22,36.548
2021-09-23,36.7545
2021-09-24,35.7985
2021-09-25,35.7985
2021-09-26,35.7985
2021-09-27,36.1376
2021-09-28,35.5104
2021-09-29,36.0075
2021-09-30,30.1247
2021-10-01,29.1547
2021-10-02,29.1547
2021-10-03,29.1547
2021-10-04,27.6179
2021-10-05,27.8744
2021-10-06,27.6459
2021-10-07,28.0598
2021-10-08,27.633
2021-10-09,27.633
2021-10-10,27.633
2021-10-11,27.7343
2021-10-12,27.7127
2021-10-13,27.8399
2021-10-14,28.0641
2021-10-15,28.1719
2021-10-16,28.1719
2021-10-17,28.1719
2021-10-18,27.8076
2021-10-19,28.2494
2021-10-20,28.4176
2021-10-21,28.6266
2021-10-22,29.4716
2021-10-23,29.4716
2021-10-24,29.4716
2021-10-25,29.6138
2021-10-26,30.3143
2021-10-27,30.101
2021-10-28,31.6938
2021-10-29,31.5516
2021-10-30,31.5516
2021-10-31,31.5516
2021-11-01,32.7478
2021-11-02,34.1359
2021-11-03,34.5735
2021-11-04,34.0432
2021-11-05,33.1186
2021-11-06,33.1186
2021-11-07,33.1186
2021-11-08,33.25
2021-11-09,32.9008
2021-11-10,35.9183
2021-11-11,35.1169
2021-11-12,34.9592
2021-11-13,34.9592
2021-11-14,34.9592
2021-11-15,35.5424
2021-11-16,34.9722
2021-11-17,35.0867
2021-11-18,34.8124
2021-11-19,35.0694
2021-11-20,35.0694
2021-11-21,35.0694
2021-11-22,35.86
2021-11-23,34.7584
2021-11-24,34.9506
2021-11-25,34.9506
2021-11-26,33.9743
2021-11-27,33.9743
2021-11-28,33.9743
2021-11-29,33.6265
2021-11-30,35.0694
2021-12-01,33.4062
2021-12-02,33.9894
2021-12-03,32.6502
2021-12-04,32.6502
2021-12-05,32.6502
2021-12-06,32.4234
2021-12-07,33.4235
2021-12-08,33.6438
2021-12-09,31.0411
2021-12-10,31.1901
2021-12-11,31.1901
2021-12-12,31.1901
2021-12-13,30.9806
2021-12-14,31.0216
2021-12-15,31.9547
2021-12-16,30.2872
2021-12-17,31.6372
2021-12-18,31.6372
2021-12-19,31.6372
2021-12-20,33.1881
2021-12-21,32.715
2021-12-22,33.8922
2021-12-23,34.9096
2021-12-24,34.9096
2021-12-25,34.9096
2021-12-26,34.9096
2021-12-27,34.659
2021-12-28,34.1579
2021-12-29,35.2724
2021-12-30,33.8253
2021-12-31,31.7219
2022-01-01,31.7219
2022-01-02,31.7219
2022-01-03,31.1257
2022-01-04,30.7248
2022-01-05,28.9258
2022-01-06,29.6742
2022-01-07,29.7009
2022-01-08,29.7009
2022-01-09,29.7009
2022-01-10,30.1573
2022-01-11,28.8127
2022-01-12,26.0146
2022-01-13,25.7329
2022-01-14,25.6465
2022-01-15,25.6465
2022-01-16,25.6465
2022-01-17,25.6465
2022-01-18,23.9792
2022-01-19,23.8085
2022-01-20,23.3377
2022-01-21,23.4405
2022-01-22,23.4405
2022-01-23,23.4405
2022-01-24,24.1621
2022-01-25,24.0141
2022-01-26,23.3377
2022-01-27,23.2205
2022-01-28,23.9689
2022-01-29,23.9689
2022-01-30,23.9689
2022-01-31,25.589
2022-02-01,25.1593
2022-02-02,24.8118
2022-02-03,24.5199
2022-02-04,24.4171
2022-02-05,24.4171
2022-02-06,24.4171
2022-02-07,25.4677
2022-02-08,25.3279
2022-02-09,25.6938
2022-02-10,24.5137
2022-02-11,24.7501
2022-02-12,24.7501
2022-02-13,24.7501
2022-02-14,24.6741
2022-02-15,25.3937
2022-02-16,25.1593
2022-02-17,23.0355
2022-02-18,21.0515
2022-02-19,21.0515
2022-02-20,21.0515
2022-02-21,21.0515
2022-02-22,20.1983
2022-02-23,19.4951
2022-02-24,21.2509
2022-02-25,20.741
2022-02-26,20.741
2022-02-27,20.741
2022-02-28,20.9516
2022-03-01,20.2425
2022-03-02,21.1879
2022-03-03,20.8977
2022-03-04,20.06
2022-03-05,20.06
2022-03-06,20.06
2022-03-07,20.2653
2022-03-08,20.6074
2022-03-09,21.8203
2022-03-10,22.3801
2022-03-11,21.331
2022-03-12,21.331
2022-03-13,21.331
2022-03-14,20.9764
2022-03-15,21.6378
2022-03-16,22.4609
2022-03-17,22.6434
2022-03-18,23.1742
2022-03-19,23.1742
2022-03-20,23.1742
2022-03-21,23.3462
2022-03-22,23.4872
2022-03-23,22.7367
2022-03-24,23.8687
2022-03-25,23.678
2022-03-26,23.678
2022-03-27,23.678
2022-03-28,23.7319
2022-03-29,25.0111
2022-03-30,24.0512
2022-03-31,28.0542
2022-04-01,29.1992
2022-04-02,29.1992
2022-04-03,29.1992
2022-04-04,28.9962
2022-04-05,27.9189
2022-04-06,28.43
2022-04-07,27.8412
2022-04-08,26.9242
2022-04-09,26.9242
2022-04-10,26.9242
2022-04-11,26.398
2022-04-12,26.2327
2022-04-13,27.3927
2022-04-14,26.2427
2022-04-15,26.2427
2022-04-16,26.2427
2022-04-17,26.2427
2022-04-18,25.1002
2022-04-19,25.7216
2022-04-20,25.6188
2022-04-21,24.336
2022-04-22,24.2408
2022-04-23,24.2408
2022-04-24,24.2408
2022-04-25,24.7547
2022-04-26,23.4663
2022-04-27,23.1128
2022-04-28,23.2833
2022-04-29,23.1479
2022-04-30,23.1479
2022-05-01,23.1479
2022-05-02,23.9526
2022-05-03,23.2858
2022-05-04,23.935
2022-05-05,22.6014
2022-05-06,22.0499
2022-05-07,22.0499
2022-05-08,22.0499
2022-05-09,20.235
2022-05-10,20.8843
2022-05-11,19.5933
2022-05-12,20.0295
2022-05-13,21.4182
2022-05-14,21.4182
2022-05-15,21.4182
2022-05-16,21.6112
2022-05-17,22.6791
2022-05-18,20.6687
2022-05-19,20.611
2022-05-20,20.6461
2022-05-21,20.6461
2022-05-22,20.6461
2022-05-23,20.8041
2022-05-24,20.3152
2022-05-25,20.7238
2022-05-26,21.5711
2022-05-27,22.5688
2022-05-28,22.5688
2022-05-29,22.5688
2022-05-30,22.5688
2022-05-31,22.1577
2022-06-01,21.4207
2022-06-02,21.4784
2022-06-03,21.1575
2022-06-04,21.1575
2022-06-05,21.1575
2022-06-06,20.6311
2022-06-07,21.4182
2022-06-08,20.9971
2022-06-09,20.2425
2022-06-10,19.7462
2022-06-11,19.7462
2022-06-12,19.7462
2022-06-13,18.5505
2022-06-14,18.6181
2022-06-15,19.6936
2022-06-16,18.8914
2022-06-17,19.3301
2022-06-18,19.3301
2022-06-19,19.3301
2022-06-20,19.3301
2022-06-21,20.0245
2022-06-22,20.0445
2022-06-23,21.882
2022-06-24,22.2555
2022-06-25,22.2555
2022-06-26,22.2555
2022-06-27,22.4084
2022-06-28,21.7316
2022-06-29,22.0499
2022-06-30,65.831
2022-07-01,66.9202
2022-07-02,66.9202
2022-07-03,66.9202
2022-07-04,66.9202
2022-07-05,70.8042
2022-07-06,71.1245
2022-07-07,71.3808
2022-07-08,70.4598
2022-07-09,70.4598
2022-07-10,70.4598
2022-07-11,68.746
2022-07-12,70.4998
2022-07-13,69.7551
2022-07-14,68.9222
2022-07-15,70.0834
2022-07-16,70.0834
2022-07-17,70.0834
2022-07-18,67.2485
2022-07-19,69.0824
2022-07-20,70.2436
2022-07-21,70.5719
2022-07-22,67.4727
2022-07-23,67.4727
2022-07-24,67.4727
2022-07-25,68.4978
2022-07-26,68.4497
2022-07-27,71.0604
2022-07-28,69.6269
2022-07-29,68.0814
2022-07-30,68.0814
2022-07-31,68.0814
2022-08-01,66.2154
2022-08-02,68.2575
2022-08-03,70.2516
2022-08-04,72.4859
2022-08-05,72.1656
2022-08-06,72.1656
2022-08-07,72.1656
2022-08-08,73.8633
2022-08-09,76.7226
2022-08-10,79.4488
2022-08-11,76.1452
2022-08-12,79.6653
2022-08-13,79.6653
2022-08-14,79.6653
2022-08-15,80.4271
2022-08-16,80.6275
2022-08-17,79.4087
2022-08-18,77.8852
2022-08-19,76.7306
2022-08-20,76.7306
2022-08-21,76.7306
2022-08-22,75.2953
2022-08-23,75.8405
2022-08-24,77.2438
2022-08-25,78.4064
2022-08-26,73.5473
2022-08-27,73.5473
2022-08-28,73.5473
2022-08-29,71.7913
2022-08-30,68.9928
2022-08-31,68.4636
2022-09-01,69.8107
2022-09-02,69.6664
2022-09-03,69.6664
2022-09-04,69.6664
2022-09-05,69.6664
2022-09-06,66.8279
2022-09-07,69.5381
2022-09-08,71.1738
2022-09-09,71.4384
2022-09-10,71.4384
2022-09-11,71.4384
2022-09-12,70.4682
2022-09-13,67.3491
2022-09-14,66.1543
2022-09-15,66.6515
2022-09-16,64.8233
2022-09-17,64.8233
2022-09-18,64.8233
2022-09-19,63.829
2022-09-20,62.7545
2022-09-21,61.0867
2022-09-22,59.7316
2022-09-23,59.4269
2022-09-24,59.4269
2022-09-25,59.4269
2022-09-26,56.2275
2022-09-27,58.6892
2022-09-28,62.6904
2022-09-29,62.9951
2022-09-30,81.7554
2022-10-01,81.7554
2022-10-02,81.7554
2022-10-03,82.6334
2022-10-04,89.1517
2022-10-05,89.8961
2022-10-06,91.9003
2022-10-07,89.3999
2022-10-08,89.3999
2022-10-09,89.3999
2022-10-10,87.8156
2022-10-11,88.0542
2022-10-12,86.6608
2022-10-13,88.3214
2022-10-14,84.9811
2022-10-15,84.9811
2022-10-16,84.9811
2022-10-17,89.6575
2022-10-18,88.3405
2022-10-19,85.067
2022-10-20,81.4595
2022-10-21,82.5666
2022-10-22,82.5666
2022-10-23,82.5666
2022-10-24,82.4044
2022-10-25,82.8815
2022-10-26,82.6048
2022-10-27,81.5836
2022-10-28,83.6164
2022-10-29,83.6164
2022-10-30,83.6164
2022-10-31,83.2251
2022-11-01,80.3238
2022-11-02,64.4718
2022-11-03,59.5186
2022-11-04,58.7456
2022-11-05,58.7456
2022-11-06,58.7456
2022-11-07,59.5473
2022-11-08,66.3756
2022-11-09,71.437
2022-11-10,77.9213
2022-11-11,77.3292
2022-11-12,77.3292
2022-11-13,77.3292
2022-11-14,75.8108
2022-11-15,75.0755
2022-11-16,75.658
2022-11-17,74.3975
2022-11-18,73.4425
2022-11-19,73.4425
2022-11-20,73.4425
2022-11-21,74.5407
2022-11-22,71.0741
2022-11-23,69.422
2022-11-24,69.422
2022-11-25,69.8709
2022-11-26,69.8709
2022-11-27,69.8709
2022-11-28,67.9991
2022-11-29,67.8272
2022-11-30,69.1928
2022-12-01,66.4138
2022-12-02,68.9636
2022-12-03,68.9636
2022-12-04,68.9636
2022-12-05,66.1369
2022-12-06,64.3511
2022-12-07,62.3361
2022-12-08,60.9895
2022-12-09,60.1396
2022-12-10,60.1396
2022-12-11,60.1396
2022-12-12,61.4575
2022-12-13,60.3306
2022-12-14,60.7795
2022-12-15,58.9268
2022-12-16,59.4043
2022-12-17,59.4043
2022-12-18,59.4043
2022-12-19,61.7249
2022-12-20,59.7672
2022-12-21,61.9063
2022-12-22,63.5871
2022-12-23,63.864
2022-12-24,63.864
2022-12-25,63.864
2022-12-26,63.864
2022-12-27,62.0782
2022-12-28,62.8804
2022-12-29,64.1219
2022-12-30,64.1219
2022-12-31,64.1219
2023-01-01,64.1219
2023-01-02,64.1219
2023-01-03,64.1219
2023-01-04,64.1219
2023-01-05,64.1219
2023-01-06,64.1219
2023-01-07,64.1219
2023-01-08,64.1219
2023-01-09,64.1219
2023-01-10,64.1219
2023-01-11,64.1219
2023-01-12,64.1219
2023-01-13,64.1219
2023-01-14,64.1219
2023-01-15,64.1219
2023-01-16,64.1219
2023-01-17,64.1219
2023-01-18,64.1219
2023-01-19,64.1219
2023-01-20,64.1219
2023-01-21,64.1219
2023-01-22,64.1219
2023-01-23,64.1219
2023-01-24,64.1219
2023-01-25,64.1219
2023-01-26,64.1219
2023-01-27,64.1219
2023-01-28,64.1219
2023-01-29,64.1219
2023-01-30,64.1219
2023-01-31,64.1219
2023-02-01,64.1219
2023-02-02,64.1219
2023-02-03,64.1219
2023-02-04,64.1219
2023-02-05,64.1219
2023-02-06,64.1219
2023-02-07,64.1219
2023-02-08,64.1219
2023-02-09,64.1219
2023-02-10,64.1219
2023-02-11,64.1219
2023-02-12,64.1219
2023-02-13,64.1219
2023-02-14,64.1219
2023-02-15,64.1219
2023-02-16,64.1219
2023-02-17,64.1219
2023-02-18,64.1219
2023-02-19,64.1219
2023-02-20,64.1219
2023-02-21,64.1219
2023-02-22,64.1219
2023-02-23,64.1219
2023-02-24,64.1219
2023-02-25,64.1219
2023-02-26,64.1219
2023-02-27,64.1219
2023-02-28,64.1219
2023-03-01,64.1219
2023-03-02,64.1219
2023-03-03,64.1219
2023-03-04,64.1219
2023-03-05,64.1219
2023-03-06,64.1219
2023-03-07,64.1219
2023-03-08,64.1219
2023-03-09,64.1219
2023-03-10,64.1219
2023-03-11,64.1219
2023-03-12,64.1219
2023-03-13,64.1219
2023-03-14,64.1219
