,EIX US Equity
2020-11-05,66.3875
2020-11-06,65.8224
2020-11-07,65.8224
2020-11-08,65.8224
2020-11-09,67.1232
2020-11-10,68.1682
2020-11-11,68.2641
2020-11-12,68.2055
2020-11-13,68.8825
2020-11-14,68.8825
2020-11-15,68.8825
2020-11-16,69.4743
2020-11-17,69.7035
2020-11-18,69.1384
2020-11-19,68.648
2020-11-20,68.52
2020-11-21,68.52
2020-11-22,68.52
2020-11-23,68.9305
2020-11-24,69.6236
2020-11-25,68.6959
2020-11-26,68.6959
2020-11-27,68.2055
2020-11-28,68.2055
2020-11-29,68.2055
2020-11-30,67.4431
2020-12-01,67.8323
2020-12-02,67.8856
2020-12-03,67.5391
2020-12-04,67.6937
2020-12-05,67.6937
2020-12-06,67.6937
2020-12-07,67.7523
2020-12-08,67.7257
2020-12-09,68.2695
2020-12-10,68.2535
2020-12-11,68.2108
2020-12-12,68.2108
2020-12-13,68.2108
2020-12-14,67.9229
2020-12-15,68.7226
2020-12-16,68.1575
2020-12-17,68.2641
2020-12-18,68.0722
2020-12-19,68.0722
2020-12-20,68.0722
2020-12-21,67.7203
2020-12-22,67.4218
2020-12-23,67.4111
2020-12-24,67.8856
2020-12-25,67.8856
2020-12-26,67.8856
2020-12-27,67.8856
2020-12-28,68.0242
2020-12-29,67.8803
2020-12-30,67.5871
2020-12-31,40.8704
2021-01-01,40.8704
2021-01-02,40.8704
2021-01-03,40.8704
2021-01-04,40.1457
2021-01-05,40.2452
2021-01-06,40.8082
2021-01-07,40.6309
2021-01-08,40.7086
2021-01-09,40.7086
2021-01-10,40.7086
2021-01-11,40.5127
2021-01-12,40.774
2021-01-13,40.9886
2021-01-14,40.5003
2021-01-15,40.5749
2021-01-16,40.5749
2021-01-17,40.5749
2021-01-18,40.5749
2021-01-19,40.2639
2021-01-20,40.0617
2021-01-21,39.7849
2021-01-22,39.7756
2021-01-23,39.7756
2021-01-24,39.7756
2021-01-25,39.8067
2021-01-26,39.7134
2021-01-27,39.0602
2021-01-28,39.6481
2021-01-29,39.421
2021-01-30,39.421
2021-01-31,39.421
2021-02-01,39.3744
2021-02-02,39.7351
2021-02-03,39.6605
2021-02-04,39.6481
2021-02-05,39.5734
2021-02-06,39.5734
2021-02-07,39.5734
2021-02-08,39.2873
2021-02-09,39.3028
2021-02-10,39.5361
2021-02-11,39.477
2021-02-12,39.3433
2021-02-13,39.3433
2021-02-14,39.3433
2021-02-15,39.3433
2021-02-16,39.054
2021-02-17,38.9016
2021-02-18,38.6528
2021-02-19,38.5066
2021-02-20,38.5066
2021-02-21,38.5066
2021-02-22,38.547
2021-02-23,38.7243
2021-02-24,38.8954
2021-02-25,38.6435
2021-02-26,38.1582
2021-02-27,38.1582
2021-02-28,38.1582
2021-03-01,38.4449
2021-03-02,38.4418
2021-03-03,38.7222
2021-03-04,39.1025
2021-03-05,39.3144
2021-03-06,39.3144
2021-03-07,39.3144
2021-03-08,39.2178
2021-03-09,39.2396
2021-03-10,39.4764
2021-03-11,39.2552
2021-03-12,39.4792
2021-03-13,39.4792
2021-03-14,39.4792
2021-03-15,39.9
2021-03-16,39.8969
2021-03-17,39.8906
2021-03-18,39.5852
2021-03-19,39.8688
2021-03-20,39.8688
2021-03-21,39.8688
2021-03-22,39.7784
2021-03-23,39.7379
2021-03-24,40.0122
2021-03-25,40.1338
2021-03-26,40.246
2021-03-27,40.246
2021-03-28,40.246
2021-03-29,40.1649
2021-03-30,39.8595
2021-03-31,37.7803
2021-04-01,37.6908
2021-04-02,37.6908
2021-04-03,37.6908
2021-04-04,37.6908
2021-04-05,38.1296
2021-04-06,38.248
2021-04-07,38.1729
2021-04-08,38.2797
2021-04-09,38.1008
2021-04-10,38.1008
2021-04-11,38.1008
2021-04-12,38.1383
2021-04-13,38.2913
2021-04-14,38.4876
2021-04-15,38.6002
2021-04-16,38.5771
2021-04-17,38.5771
2021-04-18,38.5771
2021-04-19,38.5078
2021-04-20,38.6233
2021-04-21,38.5165
2021-04-22,38.0344
2021-04-23,37.9506
2021-04-24,37.9506
2021-04-25,37.9506
2021-04-26,37.8583
2021-04-27,37.7558
2021-04-28,37.7269
2021-04-29,37.8598
2021-04-30,38.0301
2021-05-01,38.0301
2021-05-02,38.0301
2021-05-03,38.0099
2021-05-04,38.0763
2021-05-05,37.6807
2021-05-06,37.8742
2021-05-07,37.7789
2021-05-08,37.7789
2021-05-09,37.7789
2021-05-10,37.8973
2021-05-11,37.7933
2021-05-12,37.2678
2021-05-13,37.7038
2021-05-14,37.724
2021-05-15,37.724
2021-05-16,37.724
2021-05-17,37.545
2021-05-18,37.4844
2021-05-19,37.5075
2021-05-20,37.519
2021-05-21,37.6605
2021-05-22,37.6605
2021-05-23,37.6605
2021-05-24,37.7183
2021-05-25,36.9617
2021-05-26,37.0685
2021-05-27,36.8664
2021-05-28,36.9964
2021-05-29,36.9964
2021-05-30,36.9964
2021-05-31,36.9964
2021-06-01,36.9242
2021-06-02,37.0599
2021-06-03,37.1003
2021-06-04,37.1696
2021-06-05,37.1696
2021-06-06,37.1696
2021-06-07,37.0945
2021-06-08,37.262
2021-06-09,37.2909
2021-06-10,37.4642
2021-06-11,37.6028
2021-06-12,37.6028
2021-06-13,37.6028
2021-06-14,37.8078
2021-06-15,37.7818
2021-06-16,37.5479
2021-06-17,37.3169
2021-06-18,36.9126
2021-06-19,36.9126
2021-06-20,36.9126
2021-06-21,37.0628
2021-06-22,36.9357
2021-06-23,36.748
2021-06-24,36.826
2021-06-25,37.3227
2021-06-26,37.3227
2021-06-27,37.3227
2021-06-28,37.5046
2021-06-29,37.4439
2021-06-30,37.2874
2021-07-01,37.3118
2021-07-02,37.0786
2021-07-03,37.0786
2021-07-04,37.0786
2021-07-05,37.0786
2021-07-06,37.1654
2021-07-07,37.2413
2021-07-08,37.2061
2021-07-09,37.4122
2021-07-10,37.4122
2021-07-11,37.4122
2021-07-12,37.3905
2021-07-13,37.1491
2021-07-14,37.1301
2021-07-15,37.244
2021-07-16,37.3335
2021-07-17,37.3335
2021-07-18,37.3335
2021-07-19,36.8453
2021-07-20,37.0243
2021-07-21,36.848
2021-07-22,36.7667
2021-07-23,36.8562
2021-07-24,36.8562
2021-07-25,36.8562
2021-07-26,36.6555
2021-07-27,37.1057
2021-07-28,37.0162
2021-07-29,37.1352
2021-07-30,36.3974
2021-07-31,36.3974
2021-08-01,36.3974
2021-08-02,36.5602
2021-08-03,36.6389
2021-08-04,36.4951
2021-08-05,36.5955
2021-08-06,36.5521
2021-08-07,36.5521
2021-08-08,36.5521
2021-08-09,36.6525
2021-08-10,36.7719
2021-08-11,37.1139
2021-08-12,37.084
2021-08-13,37.0759
2021-08-14,37.0759
2021-08-15,37.0759
2021-08-16,37.1519
2021-08-17,37.236
2021-08-18,37.502
2021-08-19,37.4016
2021-08-20,37.7626
2021-08-21,37.7626
2021-08-22,37.7626
2021-08-23,37.6621
2021-08-24,37.6051
2021-08-25,37.4504
2021-08-26,37.255
2021-08-27,37.2197
2021-08-28,37.2197
2021-08-29,37.2197
2021-08-30,37.2197
2021-08-31,37.3039
2021-09-01,37.4124
2021-09-02,37.654
2021-09-03,37.5237
2021-09-04,37.5237
2021-09-05,37.5237
2021-09-06,37.5237
2021-09-07,37.5183
2021-09-08,37.6431
2021-09-09,37.5264
2021-09-10,37.3826
2021-09-11,37.3826
2021-09-12,37.3826
2021-09-13,37.635
2021-09-14,37.4776
2021-09-15,37.6296
2021-09-16,37.2225
2021-09-17,37.2795
2021-09-18,37.2795
2021-09-19,37.2795
2021-09-20,37.236
2021-09-21,37.2713
2021-09-22,37.4423
2021-09-23,37.2415
2021-09-24,37.2306
2021-09-25,37.2306
2021-09-26,37.2306
2021-09-27,37.2659
2021-09-28,37.1085
2021-09-29,36.9212
2021-09-30,31.7371
2021-10-01,31.6382
2021-10-02,31.6382
2021-10-03,31.6382
2021-10-04,31.912
2021-10-05,31.7854
2021-10-06,31.9994
2021-10-07,32.1168
2021-10-08,32.1214
2021-10-09,32.1214
2021-10-10,32.1214
2021-10-11,31.8798
2021-10-12,31.7509
2021-10-13,31.9557
2021-10-14,31.9971
2021-10-15,32.1697
2021-10-16,32.1697
2021-10-17,32.1697
2021-10-18,32.126
2021-10-19,32.2089
2021-10-20,32.5379
2021-10-21,32.6185
2021-10-22,32.8831
2021-10-23,32.8831
2021-10-24,32.8831
2021-10-25,33.0327
2021-10-26,33.1179
2021-10-27,33.2881
2021-10-28,33.4239
2021-10-29,33.4538
2021-10-30,33.4538
2021-10-31,33.4538
2021-11-01,33.539
2021-11-02,33.602
2021-11-03,33.4317
2021-11-04,33.4869
2021-11-05,33.7195
2021-11-06,33.7195
2021-11-07,33.7195
2021-11-08,33.7241
2021-11-09,33.8461
2021-11-10,34.0441
2021-11-11,33.9889
2021-11-12,33.7632
2021-11-13,33.7632
2021-11-14,33.7632
2021-11-15,33.8415
2021-11-16,33.655
2021-11-17,33.8139
2021-11-18,33.8461
2021-11-19,33.9152
2021-11-20,33.9152
2021-11-21,33.9152
2021-11-22,33.9129
2021-11-23,34.0579
2021-11-24,34.203
2021-11-25,34.203
2021-11-26,33.9244
2021-11-27,33.9244
2021-11-28,33.9244
2021-11-29,34.1846
2021-11-30,34.0027
2021-12-01,34.081
2021-12-02,34.051
2021-12-03,34.3089
2021-12-04,34.3089
2021-12-05,34.3089
2021-12-06,34.6704
2021-12-07,34.4586
2021-12-08,34.3688
2021-12-09,34.2859
2021-12-10,34.4125
2021-12-11,34.4125
2021-12-12,34.4125
2021-12-13,34.3711
2021-12-14,34.249
2021-12-15,34.4678
2021-12-16,34.6197
2021-12-17,34.3296
2021-12-18,34.3296
2021-12-19,34.3296
2021-12-20,34.4309
2021-12-21,34.454
2021-12-22,34.5415
2021-12-23,34.553
2021-12-24,34.553
2021-12-25,34.553
2021-12-26,34.553
2021-12-27,34.5415
2021-12-28,34.675
2021-12-29,34.7303
2021-12-30,34.5438
2021-12-31,39.9118
2022-01-01,39.9118
2022-01-02,39.9118
2022-01-03,39.7215
2022-01-04,39.5054
2022-01-05,39.1273
2022-01-06,38.9781
2022-01-07,39.0759
2022-01-08,39.0759
2022-01-09,39.0759
2022-01-10,39.2405
2022-01-11,38.9112
2022-01-12,38.9292
2022-01-13,38.8366
2022-01-14,38.7543
2022-01-15,38.7543
2022-01-16,38.7543
2022-01-17,38.7543
2022-01-18,38.7543
2022-01-19,38.69
2022-01-20,38.6592
2022-01-21,38.5563
2022-01-22,38.5563
2022-01-23,38.5563
2022-01-24,38.3737
2022-01-25,38.245
2022-01-26,38.3325
2022-01-27,38.1756
2022-01-28,38.3094
2022-01-29,38.3094
2022-01-30,38.3094
2022-01-31,38.5074
2022-02-01,38.2193
2022-02-02,38.2811
2022-02-03,38.1473
2022-02-04,38.0881
2022-02-05,38.0881
2022-02-06,38.0881
2022-02-07,38.191
2022-02-08,38.1859
2022-02-09,38.245
2022-02-10,37.9364
2022-02-11,37.8541
2022-02-12,37.8541
2022-02-13,37.8541
2022-02-14,37.8052
2022-02-15,37.7486
2022-02-16,37.7692
2022-02-17,37.8541
2022-02-18,37.7743
2022-02-19,37.7743
2022-02-20,37.7743
2022-02-21,37.7743
2022-02-22,37.8104
2022-02-23,37.5377
2022-02-24,37.5737
2022-02-25,38.4275
2022-02-26,38.4275
2022-02-27,38.4275
2022-02-28,38.7033
2022-03-01,38.7626
2022-03-02,38.9791
2022-03-03,39.175
2022-03-04,39.2626
2022-03-05,39.2626
2022-03-06,39.2626
2022-03-07,39.4173
2022-03-08,39.1544
2022-03-09,39.2317
2022-03-10,39.3065
2022-03-11,39.0564
2022-03-12,39.0564
2022-03-13,39.0564
2022-03-14,39.0126
2022-03-15,39.4018
2022-03-16,39.4482
2022-03-17,39.4173
2022-03-18,39.0204
2022-03-19,39.0204
2022-03-20,39.0204
2022-03-21,39.2284
2022-03-22,39.3573
2022-03-23,39.5274
2022-03-24,39.6203
2022-03-25,40.0921
2022-03-26,40.0921
2022-03-27,40.0921
2022-03-28,40.2003
2022-03-29,40.3344
2022-03-30,40.2648
2022-03-31,45.1856
2022-04-01,45.4538
2022-04-02,45.4538
2022-04-03,45.4538
2022-04-04,45.3853
2022-04-05,45.2398
2022-04-06,45.5964
2022-04-07,45.3539
2022-04-08,45.7133
2022-04-09,45.7133
2022-04-10,45.7133
2022-04-11,45.3853
2022-04-12,45.6934
2022-04-13,45.8588
2022-04-14,45.6819
2022-04-15,45.6819
2022-04-16,45.6819
2022-04-17,45.6819
2022-04-18,45.6563
2022-04-19,45.6734
2022-04-20,45.9415
2022-04-21,45.9301
2022-04-22,45.6192
2022-04-23,45.6192
2022-04-24,45.6192
2022-04-25,45.5194
2022-04-26,45.2227
2022-04-27,45.2741
2022-04-28,45.3853
2022-04-29,44.812
2022-04-30,44.812
2022-05-01,44.812
2022-05-02,44.561
2022-05-03,44.7271
2022-05-04,45.2811
2022-05-05,44.8413
2022-05-06,45.264
2022-05-07,45.264
2022-05-08,45.264
2022-05-09,45.1954
2022-05-10,44.4616
2022-05-11,44.7271
2022-05-12,43.7106
2022-05-13,43.8819
2022-05-14,43.8819
2022-05-15,43.8819
2022-05-16,44.2046
2022-05-17,44.2246
2022-05-18,43.9876
2022-05-19,43.9933
2022-05-20,43.9933
2022-05-21,43.9933
2022-05-22,43.9933
2022-05-23,44.1646
2022-05-24,44.63
2022-05-25,44.7271
2022-05-26,44.9013
2022-05-27,45.1954
2022-05-28,45.1954
2022-05-29,45.1954
2022-05-30,45.1954
2022-05-31,45.1526
2022-06-01,45.1012
2022-06-02,45.2811
2022-06-03,45.1155
2022-06-04,45.1155
2022-06-05,45.1155
2022-06-06,45.007
2022-06-07,45.244
2022-06-08,44.9299
2022-06-09,44.2474
2022-06-10,44.3159
2022-06-11,44.3159
2022-06-12,44.3159
2022-06-13,43.0025
2022-06-14,42.6027
2022-06-15,42.6455
2022-06-16,42.4171
2022-06-17,42.0145
2022-06-18,42.0145
2022-06-19,42.0145
2022-06-20,42.0145
2022-06-21,42.4028
2022-06-22,42.3571
2022-06-23,42.5284
2022-06-24,43.1195
2022-06-25,43.1195
2022-06-26,43.1195
2022-06-27,43.2566
2022-06-28,43.0053
2022-06-29,43.1395
2022-06-30,46.9833
2022-07-01,47.1384
2022-07-02,47.1384
2022-07-03,47.1384
2022-07-04,47.1384
2022-07-05,46.5122
2022-07-06,46.6824
2022-07-07,46.8253
2022-07-08,46.7493
2022-07-09,46.7493
2022-07-10,46.7493
2022-07-11,46.7584
2022-07-12,46.6915
2022-07-13,46.6672
2022-07-14,46.3906
2022-07-15,46.4726
2022-07-16,46.4726
2022-07-17,46.4726
2022-07-18,46.2963
2022-07-19,46.497
2022-07-20,46.2598
2022-07-21,46.2294
2022-07-22,46.4027
2022-07-23,46.4027
2022-07-24,46.4027
2022-07-25,46.8344
2022-07-26,46.9773
2022-07-27,47.0289
2022-07-28,47.6794
2022-07-29,48.3729
2022-07-30,48.3729
2022-07-31,48.3729
2022-08-01,48.1357
2022-08-02,48.6315
2022-08-03,48.8383
2022-08-04,48.7318
2022-08-05,48.522
2022-08-06,48.522
2022-08-07,48.522
2022-08-08,48.3516
2022-08-09,48.4763
2022-08-10,48.4763
2022-08-11,48.7471
2022-08-12,49.2794
2022-08-13,49.2794
2022-08-14,49.2794
2022-08-15,49.4771
2022-08-16,49.6018
2022-08-17,49.6778
2022-08-18,49.5957
2022-08-19,49.5197
2022-08-20,49.5197
2022-08-21,49.5197
2022-08-22,49.1212
2022-08-23,48.8566
2022-08-24,48.7957
2022-08-25,49.0786
2022-08-26,48.8292
2022-08-27,48.8292
2022-08-28,48.8292
2022-08-29,48.9448
2022-08-30,48.6923
2022-08-31,48.3729
2022-09-01,48.525
2022-09-02,48.4307
2022-09-03,48.4307
2022-09-04,48.4307
2022-09-05,48.4307
2022-09-06,47.795
2022-09-07,48.452
2022-09-08,48.6041
2022-09-09,48.7775
2022-09-10,48.7775
2022-09-11,48.7775
2022-09-12,49.3919
2022-09-13,48.7166
2022-09-14,48.8961
2022-09-15,48.5341
2022-09-16,48.2969
2022-09-17,48.2969
2022-09-18,48.2969
2022-09-19,48.5554
2022-09-20,48.3547
2022-09-21,47.8984
2022-09-22,47.7737
2022-09-23,47.4878
2022-09-24,47.4878
2022-09-25,47.4878
2022-09-26,46.9737
2022-09-27,46.4262
2022-09-28,46.408
2022-09-29,45.2369
2022-09-30,42.667
2022-10-01,42.667
2022-10-02,42.667
2022-10-03,43.4709
2022-10-04,43.8786
2022-10-05,43.6676
2022-10-06,43.2571
2022-10-07,43.2514
2022-10-08,43.2514
2022-10-09,43.2514
2022-10-10,43.029
2022-10-11,42.9178
2022-10-12,42.3762
2022-10-13,42.7582
2022-10-14,42.2251
2022-10-15,42.2251
2022-10-16,42.2251
2022-10-17,42.8209
2022-10-18,42.9064
2022-10-19,42.7126
2022-10-20,42.1995
2022-10-21,42.399
2022-10-22,42.399
2022-10-23,42.399
2022-10-24,42.4361
2022-10-25,42.744
2022-10-26,42.7525
2022-10-27,43.1801
2022-10-28,43.7075
2022-10-29,43.7075
2022-10-30,43.7075
2022-10-31,43.6533
2022-11-01,43.7873
2022-11-02,43.3079
2022-11-03,43.2194
2022-11-04,43.3849
2022-11-05,43.3849
2022-11-06,43.3849
2022-11-07,43.0196
2022-11-08,43.0938
2022-11-09,42.894
2022-11-10,43.7446
2022-11-11,43.6247
2022-11-12,43.6247
2022-11-13,43.6247
2022-11-14,43.639
2022-11-15,43.853
2022-11-16,43.9558
2022-11-17,43.6161
2022-11-18,44.1527
2022-11-19,44.1527
2022-11-20,44.1527
2022-11-21,44.2212
2022-11-22,44.3553
2022-11-23,44.7264
2022-11-24,44.7264
2022-11-25,44.8691
2022-11-26,44.8691
2022-11-27,44.8691
2022-11-28,44.6293
2022-11-29,44.6636
2022-11-30,45.5626
2022-12-01,45.2372
2022-12-02,45.1944
2022-12-03,45.1944
2022-12-04,45.1944
2022-12-05,45.1231
2022-12-06,45.3799
2022-12-07,45.1944
2022-12-08,45.203
2022-12-09,45.3143
2022-12-10,45.3143
2022-12-11,45.3143
2022-12-12,45.7795
2022-12-13,45.9079
2022-12-14,45.8452
2022-12-15,45.5826
2022-12-16,45.1174
2022-12-17,45.1174
2022-12-18,45.1174
2022-12-19,45.0746
2022-12-20,45.0546
2022-12-21,45.1516
2022-12-22,44.9461
2022-12-23,45.1402
2022-12-24,45.1402
2022-12-25,45.1402
2022-12-26,45.1402
2022-12-27,45.3229
2022-12-28,45.0945
2022-12-29,44.9176
2022-12-30,40.7535
2022-12-31,40.7535
2023-01-01,40.7535
2023-01-02,40.7535
2023-01-03,40.9236
2023-01-04,41.4677
2023-01-05,41.0809
2023-01-06,41.5915
2023-01-07,41.5915
2023-01-08,41.5915
2023-01-09,41.8287
2023-01-10,41.9344
2023-01-11,42.249
2023-01-12,41.9989
2023-01-13,41.9344
2023-01-14,41.9344
2023-01-15,41.9344
2023-01-16,41.9344
2023-01-17,42.0633
2023-01-18,41.5708
2023-01-19,41.282
2023-01-20,41.5554
2023-01-21,41.5554
2023-01-22,41.5554
2023-01-23,41.6327
2023-01-24,41.8364
2023-01-25,41.7616
2023-01-26,41.9782
2023-01-27,42.0736
2023-01-28,42.0736
2023-01-29,42.0736
2023-01-30,41.9189
2023-01-31,42.1149
2023-02-01,41.8493
2023-02-02,42.0736
2023-02-03,41.5915
2023-02-04,41.5915
2023-02-05,41.5915
2023-02-06,41.8338
2023-02-07,41.7049
2023-02-08,41.576
2023-02-09,41.3181
2023-02-10,41.6276
2023-02-11,41.6276
2023-02-12,41.6276
2023-02-13,41.888
2023-02-14,41.7642
2023-02-15,41.8055
2023-02-16,41.6817
2023-02-17,41.7771
2023-02-18,41.7771
2023-02-19,41.7771
2023-02-20,41.7771
2023-02-21,41.5502
2023-02-22,41.4187
2023-02-23,41.3618
2023-02-24,42.0773
2023-02-25,42.0773
2023-02-26,42.0773
2023-02-27,41.9482
2023-02-28,41.4522
2023-03-01,41.0337
2023-03-02,41.2843
2023-03-03,41.7338
2023-03-04,41.7338
2023-03-05,41.7338
2023-03-06,42.0231
2023-03-07,41.757
2023-03-08,41.9895
2023-03-09,41.6563
2023-03-10,41.4574
2023-03-11,41.4574
2023-03-12,41.4574
2023-03-13,41.757
2023-03-14,41.9921
2023-03-15,41.9456
2023-03-16,42.1677
2023-03-17,41.8526
2023-03-18,41.8526
