,AIN US Equity
2020-07-30,9.3419
2020-07-31,9.3268
2020-08-01,9.3268
2020-08-02,9.3268
2020-08-03,9.4583
2020-08-04,9.524
2020-08-05,9.8949
2020-08-06,9.9034
2020-08-07,10.072
2020-08-08,10.072
2020-08-09,10.072
2020-08-10,10.2878
2020-08-11,10.2911
2020-08-12,10.2608
2020-08-13,10.1377
2020-08-14,10.2068
2020-08-15,10.2068
2020-08-16,10.2068
2020-08-17,9.9843
2020-08-18,9.7938
2020-08-19,9.9287
2020-08-20,9.7179
2020-08-21,9.6353
2020-08-22,9.6353
2020-08-23,9.6353
2020-08-24,9.7887
2020-08-25,9.809
2020-08-26,9.8528
2020-08-27,10.0298
2020-08-28,10.131
2020-08-29,10.131
2020-08-30,10.131
2020-08-31,9.9708
2020-09-01,10.0922
2020-09-02,10.2844
2020-09-03,10.0315
2020-09-04,9.8444
2020-09-05,9.8444
2020-09-06,9.8444
2020-09-07,9.8444
2020-09-08,9.7735
2020-09-09,9.7348
2020-09-10,9.7398
2020-09-11,9.8865
2020-09-12,9.8865
2020-09-13,9.8865
2020-09-14,10.0871
2020-09-15,9.9894
2020-09-16,10.2338
2020-09-17,10.2911
2020-09-18,10.4092
2020-09-19,10.4092
2020-09-20,10.4092
2020-09-21,9.7483
2020-09-22,9.7398
2020-09-23,9.61
2020-09-24,9.5662
2020-09-25,9.5729
2020-09-26,9.5729
2020-09-27,9.5729
2020-09-28,9.7904
2020-09-29,9.6555
2020-09-30,10.3331
2020-10-01,10.5254
2020-10-02,10.629
2020-10-03,10.629
2020-10-04,10.629
2020-10-05,10.7584
2020-10-06,10.8546
2020-10-07,11.0636
2020-10-08,11.0617
2020-10-09,11.3002
2020-10-10,11.3002
2020-10-11,11.3002
2020-10-12,11.4371
2020-10-13,11.3483
2020-10-14,11.3557
2020-10-15,11.3742
2020-10-16,11.6017
2020-10-17,11.6017
2020-10-18,11.6017
2020-10-19,11.2744
2020-10-20,11.3261
2020-10-21,11.1819
2020-10-22,11.426
2020-10-23,11.2466
2020-10-24,11.2466
2020-10-25,11.2466
2020-10-26,10.9877
2020-10-27,10.862
2020-10-28,10.6161
2020-10-29,10.3313
2020-10-30,10.5976
2020-10-31,10.5976
2020-11-01,10.5976
2020-11-02,10.9859
2020-11-03,11.1357
2020-11-04,10.8823
2020-11-05,11.2022
2020-11-06,11.1837
2020-11-07,11.1837
2020-11-08,11.1837
2020-11-09,12.1749
2020-11-10,12.9645
2020-11-11,12.9072
2020-11-12,12.5651
2020-11-13,13.007
2020-11-14,13.007
2020-11-15,13.007
2020-11-16,13.4323
2020-11-17,13.4823
2020-11-18,13.8114
2020-11-19,13.8336
2020-11-20,13.8317
2020-11-21,13.8317
2020-11-22,13.8317
2020-11-23,14.1812
2020-11-24,14.6176
2020-11-25,14.3735
2020-11-26,14.3735
2020-11-27,14.2626
2020-11-28,14.2626
2020-11-29,14.2626
2020-11-30,13.8502
2020-12-01,14.0296
2020-12-02,14.196
2020-12-03,14.161
2020-12-04,14.5294
2020-12-05,14.5294
2020-12-06,14.5294
2020-12-07,14.4591
2020-12-08,14.6349
2020-12-09,14.5739
2020-12-10,14.3943
2020-12-11,14.3721
2020-12-12,14.3721
2020-12-13,14.3721
2020-12-14,14.211
2020-12-15,14.7275
2020-12-16,14.4498
2020-12-17,14.6942
2020-12-18,14.8775
2020-12-19,14.8775
2020-12-20,14.8775
2020-12-21,14.5868
2020-12-22,14.5109
2020-12-23,14.8053
2020-12-24,14.709
2020-12-25,14.709
2020-12-26,14.709
2020-12-27,14.709
2020-12-28,14.7368
2020-12-29,14.535
2020-12-30,14.7164
2020-12-31,15.4761
2021-01-01,15.4761
2021-01-02,15.4761
2021-01-03,15.4761
2021-01-04,15.001
2021-01-05,15.406
2021-01-06,16.1653
2021-01-07,16.1868
2021-01-08,16.0154
2021-01-09,16.0154
2021-01-10,16.0154
2021-01-11,16.1712
2021-01-12,16.4516
2021-01-13,15.9882
2021-01-14,16.3698
2021-01-15,15.9843
2021-01-16,15.9843
2021-01-17,15.9843
2021-01-18,15.9843
2021-01-19,16.1965
2021-01-20,16.3951
2021-01-21,16.0407
2021-01-22,16.1186
2021-01-23,16.1186
2021-01-24,16.1186
2021-01-25,16.0563
2021-01-26,15.5442
2021-01-27,15.1606
2021-01-28,15.3748
2021-01-29,14.7167
2021-01-30,14.7167
2021-01-31,14.7167
2021-02-01,15.1237
2021-02-02,15.2093
2021-02-03,15.1529
2021-02-04,15.5248
2021-02-05,15.737
2021-02-06,15.737
2021-02-07,15.737
2021-02-08,15.7954
2021-02-09,15.8966
2021-02-10,15.8538
2021-02-11,15.1668
2021-02-12,15.5193
2021-02-13,15.5193
2021-02-14,15.5193
2021-02-15,15.5193
2021-02-16,16.0665
2021-02-17,16.306
2021-02-18,16.8513
2021-02-19,16.7208
2021-02-20,16.7208
2021-02-21,16.7208
2021-02-22,17.1921
2021-02-23,17.4044
2021-02-24,17.4414
2021-02-25,16.7646
2021-02-26,16.5546
2021-02-27,16.5546
2021-02-28,16.5546
2021-03-01,17.5173
2021-03-02,17.5017
2021-03-03,17.881
2021-03-04,18.0268
2021-03-05,18.2641
2021-03-06,18.2641
2021-03-07,18.2641
2021-03-08,18.0268
2021-03-09,17.8421
2021-03-10,18.2972
2021-03-11,17.9452
2021-03-12,17.9063
2021-03-13,17.9063
2021-03-14,17.9063
2021-03-15,17.7896
2021-03-16,17.5504
2021-03-17,18.1688
2021-03-18,18.0288
2021-03-19,17.7546
2021-03-20,17.7546
2021-03-21,17.7546
2021-03-22,17.4414
2021-03-23,16.8444
2021-03-24,16.7997
2021-03-25,17.3442
2021-03-26,17.3773
2021-03-27,17.3773
2021-03-28,17.3773
2021-03-29,17.0175
2021-03-30,17.1244
2021-03-31,16.9089
2021-04-01,17.11
2021-04-02,17.11
2021-04-03,17.11
2021-04-04,17.11
2021-04-05,17.4754
2021-04-06,17.5331
2021-04-07,17.1908
2021-04-08,17.3774
2021-04-09,17.5562
2021-04-10,17.5562
2021-04-11,17.5562
2021-04-12,17.5774
2021-04-13,17.3004
2021-04-14,17.5543
2021-04-15,17.5985
2021-04-16,17.8101
2021-04-17,17.8101
2021-04-18,17.8101
2021-04-19,17.762
2021-04-20,17.2697
2021-04-21,17.5754
2021-04-22,17.4216
2021-04-23,17.7966
2021-04-24,17.7966
2021-04-25,17.7966
2021-04-26,18.0082
2021-04-27,18.1371
2021-04-28,18.2273
2021-04-29,18.2427
2021-04-30,18.0162
2021-05-01,18.0162
2021-05-02,18.0162
2021-05-03,18.4154
2021-05-04,18.2235
2021-05-05,18.1755
2021-05-06,18.2427
2021-05-07,18.1467
2021-05-08,18.1467
2021-05-09,18.1467
2021-05-10,17.7571
2021-05-11,17.1622
2021-05-12,16.5884
2021-05-13,17.1084
2021-05-14,17.452
2021-05-15,17.452
2021-05-16,17.452
2021-05-17,17.3848
2021-05-18,16.8877
2021-05-19,16.7707
2021-05-20,16.7208
2021-05-21,16.8935
2021-05-22,16.8935
2021-05-23,16.8935
2021-05-24,16.9914
2021-05-25,16.7649
2021-05-26,17.3272
2021-05-27,17.7763
2021-05-28,18.0373
2021-05-29,18.0373
2021-05-30,18.0373
2021-05-31,18.0373
2021-06-01,18.0124
2021-06-02,17.7245
2021-06-03,17.7936
2021-06-04,17.7379
2021-06-05,17.7379
2021-06-06,17.7379
2021-06-07,17.7494
2021-06-08,17.9433
2021-06-09,17.6957
2021-06-10,17.759
2021-06-11,17.9222
2021-06-12,17.9222
2021-06-13,17.9222
2021-06-14,17.8281
2021-06-15,18.0316
2021-06-16,18.0795
2021-06-17,17.7514
2021-06-18,17.713
2021-06-19,17.713
2021-06-20,17.713
2021-06-21,18.1928
2021-06-22,18.1812
2021-06-23,18.1122
2021-06-24,18.5958
2021-06-25,18.5939
2021-06-26,18.5939
2021-06-27,18.5939
2021-06-28,18.1314
2021-06-29,17.949
2021-06-30,18.0232
2021-07-01,17.949
2021-07-02,17.9334
2021-07-03,17.9334
2021-07-04,17.9334
2021-07-05,17.9334
2021-07-06,17.6037
2021-07-07,17.7968
2021-07-08,17.5139
2021-07-09,17.8866
2021-07-10,17.8866
2021-07-11,17.8866
2021-07-12,17.7559
2021-07-13,17.2915
2021-07-14,17.0203
2021-07-15,16.8408
2021-07-16,16.6086
2021-07-17,16.6086
2021-07-18,16.6086
2021-07-19,16.0115
2021-07-20,16.5657
2021-07-21,16.8642
2021-07-22,16.4447
2021-07-23,16.5383
2021-07-24,16.5383
2021-07-25,16.5383
2021-07-26,16.5481
2021-07-27,17.3664
2021-07-28,17.0281
2021-07-29,17.3149
2021-07-30,17.4554
2021-07-31,17.4554
2021-08-01,17.4554
2021-08-02,17.2056
2021-08-03,17.3149
2021-08-04,16.6964
2021-08-05,16.8505
2021-08-06,15.692
2021-08-07,15.692
2021-08-08,15.692
2021-08-09,15.5101
2021-08-10,15.8054
2021-08-11,15.8837
2021-08-12,15.78
2021-08-13,15.6998
2021-08-14,15.6998
2021-08-15,15.6998
2021-08-16,15.5746
2021-08-17,15.3027
2021-08-18,15.3477
2021-08-19,15.3262
2021-08-20,15.6294
2021-08-21,15.6294
2021-08-22,15.6294
2021-08-23,15.737
2021-08-24,15.7741
2021-08-25,15.9834
2021-08-26,15.737
2021-08-27,16.1771
2021-08-28,16.1771
2021-08-29,16.1771
2021-08-30,15.8974
2021-08-31,15.9287
2021-09-01,15.7996
2021-09-02,15.9071
2021-09-03,15.7507
2021-09-04,15.7507
2021-09-05,15.7507
2021-09-06,15.7507
2021-09-07,16.093
2021-09-08,15.9267
2021-09-09,15.915
2021-09-10,15.6802
2021-09-11,15.6802
2021-09-12,15.6802
2021-09-13,16.046
2021-09-14,15.8406
2021-09-15,15.9639
2021-09-16,15.5805
2021-09-17,15.7996
2021-09-18,15.7996
2021-09-19,15.7996
2021-09-20,15.6881
2021-09-21,15.3086
2021-09-22,15.5883
2021-09-23,15.9736
2021-09-24,15.9326
2021-09-25,15.9326
2021-09-26,15.9326
2021-09-27,16.181
2021-09-28,15.7409
2021-09-29,15.9932
2021-09-30,14.9285
2021-10-01,15.3899
2021-10-02,15.3899
2021-10-03,15.3899
2021-10-04,15.4674
2021-10-05,15.6017
2021-10-06,15.4599
2021-10-07,15.8059
2021-10-08,15.7454
2021-10-09,15.7454
2021-10-10,15.7454
2021-10-11,15.4977
2021-10-12,15.6622
2021-10-13,15.6149
2021-10-14,15.8531
2021-10-15,15.5733
2021-10-16,15.5733
2021-10-17,15.5733
2021-10-18,15.596
2021-10-19,15.6206
2021-10-20,15.8002
2021-10-21,15.8494
2021-10-22,15.734
2021-10-23,15.734
2021-10-24,15.734
2021-10-25,15.7605
2021-10-26,16.0122
2021-10-27,15.3996
2021-10-28,15.5357
2021-10-29,15.6435
2021-10-30,15.6435
2021-10-31,15.6435
2021-11-01,16.0878
2021-11-02,15.7985
2021-11-03,15.9876
2021-11-04,16.2523
2021-11-05,17.0843
2021-11-06,17.0843
2021-11-07,17.0843
2021-11-08,17.1372
2021-11-09,16.9878
2021-11-10,17.0786
2021-11-11,17.0389
2021-11-12,17.0389
2021-11-13,17.0389
2021-11-14,17.0389
2021-11-15,17.0483
2021-11-16,16.9746
2021-11-17,16.8498
2021-11-18,16.95
2021-11-19,16.8139
2021-11-20,16.8139
2021-11-21,16.8139
2021-11-22,16.8838
2021-11-23,16.9708
2021-11-24,16.9859
2021-11-25,16.9859
2021-11-26,16.0273
2021-11-27,16.0273
2021-11-28,16.0273
2021-11-29,15.9384
2021-11-30,15.6964
2021-12-01,15.4128
2021-12-02,16.1918
2021-12-03,16.05
2021-12-04,16.05
2021-12-05,16.05
2021-12-06,16.3601
2021-12-07,16.7534
2021-12-08,16.7817
2021-12-09,16.7326
2021-12-10,16.8782
2021-12-11,16.8782
2021-12-12,16.8782
2021-12-13,16.5548
2021-12-14,16.4282
2021-12-15,16.6929
2021-12-16,16.1559
2021-12-17,16.1162
2021-12-18,16.1162
2021-12-19,16.1162
2021-12-20,16.1918
2021-12-21,17.0389
2021-12-22,17.1145
2021-12-23,17.1334
2021-12-24,17.1334
2021-12-25,17.1334
2021-12-26,17.1334
2021-12-27,17.2998
2021-12-28,17.3963
2021-12-29,17.2488
2021-12-30,16.9765
2021-12-31,16.5527
2022-01-01,16.5527
2022-01-02,16.5527
2022-01-03,16.7419
2022-01-04,16.7219
2022-01-05,16.3945
2022-01-06,16.56
2022-01-07,16.7219
2022-01-08,16.7219
2022-01-09,16.7219
2022-01-10,16.6855
2022-01-11,16.409
2022-01-12,16.349
2022-01-13,16.5473
2022-01-14,16.6346
2022-01-15,16.6346
2022-01-16,16.6346
2022-01-17,16.6346
2022-01-18,16.2508
2022-01-19,15.9907
2022-01-20,15.7815
2022-01-21,15.6305
2022-01-22,15.6305
2022-01-23,15.6305
2022-01-24,15.8269
2022-01-25,15.6287
2022-01-26,15.3995
2022-01-27,15.1684
2022-01-28,15.3194
2022-01-29,15.3194
2022-01-30,15.3194
2022-01-31,15.6905
2022-02-01,15.9197
2022-02-02,15.9361
2022-02-03,15.8197
2022-02-04,15.8997
2022-02-05,15.8997
2022-02-06,15.8997
2022-02-07,16.0416
2022-02-08,16.3836
2022-02-09,16.56
2022-02-10,16.4582
2022-02-11,16.4472
2022-02-12,16.4472
2022-02-13,16.4472
2022-02-14,16.5909
2022-02-15,16.9158
2022-02-16,16.5407
2022-02-17,16.4199
2022-02-18,16.4362
2022-02-19,16.4362
2022-02-20,16.4362
2022-02-21,16.4362
2022-02-22,15.8844
2022-02-23,15.733
2022-02-24,15.7871
2022-02-25,15.8554
2022-02-26,15.8554
2022-02-27,15.8554
2022-02-28,16.1811
2022-03-01,15.3811
2022-03-02,15.995
2022-03-03,15.9109
2022-03-04,15.7534
2022-03-05,15.7534
2022-03-06,15.7534
2022-03-07,15.3864
2022-03-08,15.2826
2022-03-09,15.4938
2022-03-10,15.365
2022-03-11,15.5135
2022-03-12,15.5135
2022-03-13,15.5135
2022-03-14,15.6835
2022-03-15,15.739
2022-03-16,16.0111
2022-03-17,16.029
2022-03-18,16.0326
2022-03-19,16.0326
2022-03-20,16.0326
2022-03-21,15.9771
2022-03-22,15.9896
2022-03-23,15.6782
2022-03-24,15.9287
2022-03-25,16.1185
2022-03-26,16.1185
2022-03-27,16.1185
2022-03-28,15.7337
2022-03-29,15.8554
2022-03-30,15.7211
2022-03-31,16.0624
2022-04-01,16.3337
2022-04-02,16.3337
2022-04-03,16.3337
2022-04-04,16.3337
2022-04-05,15.7819
2022-04-06,15.6089
2022-04-07,15.5925
2022-04-08,15.3387
2022-04-09,15.3387
2022-04-10,15.3387
2022-04-11,15.3441
2022-04-12,15.4602
2022-04-13,15.5708
2022-04-14,15.5291
2022-04-15,15.5291
2022-04-16,15.5291
2022-04-17,15.5291
2022-04-18,15.6687
2022-04-19,16.044
2022-04-20,16.0331
2022-04-21,16.0785
2022-04-22,15.7757
2022-04-23,15.7757
2022-04-24,15.7757
2022-04-25,15.8156
2022-04-26,14.5151
2022-04-27,14.4664
2022-04-28,15.1741
2022-04-29,14.7905
2022-04-30,14.7905
2022-05-01,14.7905
2022-05-02,14.8212
2022-05-03,15.0174
2022-05-04,15.5414
2022-05-05,15.0102
2022-05-06,14.9346
2022-05-07,14.9346
2022-05-08,14.9346
2022-05-09,14.8572
2022-05-10,14.8806
2022-05-11,14.8986
2022-05-12,14.9742
2022-05-13,15.4279
2022-05-14,15.4279
2022-05-15,15.4279
2022-05-16,15.4766
2022-05-17,15.9465
2022-05-18,15.8439
2022-05-19,15.6188
2022-05-20,15.4297
2022-05-21,15.4297
2022-05-22,15.4297
2022-05-23,15.6476
2022-05-24,15.4063
2022-05-25,15.4982
2022-05-26,15.8151
2022-05-27,16.2202
2022-05-28,16.2202
2022-05-29,16.2202
2022-05-30,16.2202
2022-05-31,15.9033
2022-06-01,15.7971
2022-06-02,16.1374
2022-06-03,15.9033
2022-06-04,15.9033
2022-06-05,15.9033
2022-06-06,16.2598
2022-06-07,16.5353
2022-06-08,16.1446
2022-06-09,15.9285
2022-06-10,15.4027
2022-06-11,15.4027
2022-06-12,15.4027
2022-06-13,14.9112
2022-06-14,14.9742
2022-06-15,15.0984
2022-06-16,14.38
2022-06-17,14.4574
2022-06-18,14.4574
2022-06-19,14.4574
2022-06-20,14.4574
2022-06-21,14.7689
2022-06-22,14.6555
2022-06-23,14.6069
2022-06-24,14.9832
2022-06-25,14.9832
2022-06-26,14.9832
2022-06-27,15.1435
2022-06-28,14.8338
2022-06-29,14.7995
2022-06-30,15.0837
2022-07-01,15.3203
2022-07-02,15.3203
2022-07-03,15.3203
2022-07-04,15.3203
2022-07-05,15.1357
2022-07-06,15.1536
2022-07-07,15.3741
2022-07-08,15.1823
2022-07-09,15.1823
2022-07-10,15.1823
2022-07-11,15.098
2022-07-12,15.0675
2022-07-13,14.9546
2022-07-14,14.9653
2022-07-15,15.1912
2022-07-16,15.1912
2022-07-17,15.1912
2022-07-18,15.0604
2022-07-19,15.6771
2022-07-20,15.6717
2022-07-21,15.713
2022-07-22,15.5408
2022-07-23,15.5408
2022-07-24,15.5408
2022-07-25,15.6968
2022-07-26,16.1221
2022-07-27,16.4744
2022-07-28,16.7558
2022-07-29,17.1134
2022-07-30,17.1134
2022-07-31,17.1134
2022-08-01,17.1169
2022-08-02,16.8797
2022-08-03,17.1364
2022-08-04,17.078
2022-08-05,16.9647
2022-08-06,16.9647
2022-08-07,16.9647
2022-08-08,17.0567
2022-08-09,17.17
2022-08-10,17.7081
2022-08-11,17.586
2022-08-12,18.0374
2022-08-13,18.0374
2022-08-14,18.0374
2022-08-15,18.1631
2022-08-16,17.9365
2022-08-17,17.6958
2022-08-18,17.871
2022-08-19,17.6303
2022-08-20,17.6303
2022-08-21,17.6303
2022-08-22,17.2143
2022-08-23,17.2709
2022-08-24,17.3789
2022-08-25,17.5772
2022-08-26,17.0284
2022-08-27,17.0284
2022-08-28,17.0284
2022-08-29,17.0408
2022-08-30,16.8001
2022-08-31,16.5682
2022-09-01,16.3151
2022-09-02,16.1451
2022-09-03,16.1451
2022-09-04,16.1451
2022-09-05,16.1451
2022-09-06,15.9239
2022-09-07,16.1274
2022-09-08,16.1894
2022-09-09,16.1823
2022-09-10,16.1823
2022-09-11,16.1823
2022-09-12,16.5894
2022-09-13,15.8354
2022-09-14,15.9009
2022-09-15,15.8708
2022-09-16,15.7044
2022-09-17,15.7044
2022-09-18,15.7044
2022-09-19,15.8566
2022-09-20,15.6778
2022-09-21,15.5504
2022-09-22,15.2672
2022-09-23,14.8742
2022-09-24,14.8742
2022-09-25,14.8742
2022-09-26,14.6759
2022-09-27,14.7273
2022-09-28,15.0335
2022-09-29,14.9892
2022-09-30,14.2076
2022-10-01,14.2076
2022-10-02,14.2076
2022-10-03,14.677
2022-10-04,15.0118
2022-10-05,14.9428
2022-10-06,14.9899
2022-10-07,14.968
2022-10-08,14.968
2022-10-09,14.968
2022-10-10,15.2826
2022-10-11,15.4744
2022-10-12,14.7089
2022-10-13,14.963
2022-10-14,14.9613
2022-10-15,14.9613
2022-10-16,14.9613
2022-10-17,15.3297
2022-10-18,15.6763
2022-10-19,15.5973
2022-10-20,15.1699
2022-10-21,15.5804
2022-10-22,15.5804
2022-10-23,15.5804
2022-10-24,15.7504
2022-10-25,15.7335
2022-10-26,15.8664
2022-10-27,16.0868
2022-10-28,16.2063
2022-10-29,16.2063
2022-10-30,16.2063
2022-10-31,16.3594
2022-11-01,16.8456
2022-11-02,16.5545
2022-11-03,16.6673
2022-11-04,17.0879
2022-11-05,17.0879
2022-11-06,17.0879
2022-11-07,17.3419
2022-11-08,17.7255
2022-11-09,17.5068
2022-11-10,18.3699
2022-11-11,17.956
2022-11-12,17.956
2022-11-13,17.956
2022-11-14,18.1276
2022-11-15,18.4994
2022-11-16,18.1848
2022-11-17,17.9257
2022-11-18,18.0704
2022-11-19,18.0704
2022-11-20,18.0704
2022-11-21,17.9156
2022-11-22,18.1613
2022-11-23,18.1041
2022-11-24,18.1041
2022-11-25,18.2168
2022-11-26,18.2168
2022-11-27,18.2168
2022-11-28,17.8433
2022-11-29,17.6582
2022-11-30,17.9997
2022-12-01,18.0721
2022-12-02,18.4826
2022-12-03,18.4826
2022-12-04,18.4826
2022-12-05,18.2891
2022-12-06,18.1697
2022-12-07,18.136
2022-12-08,18.1882
2022-12-09,17.9173
2022-12-10,17.9173
2022-12-11,17.9173
2022-12-12,18.4187
2022-12-13,18.4355
2022-12-14,18.2874
2022-12-15,17.7036
2022-12-16,17.5573
2022-12-17,17.5573
2022-12-18,17.5573
2022-12-19,17.3958
2022-12-20,17.4849
2022-12-21,17.6498
2022-12-22,17.4933
2022-12-23,17.5505
2022-12-24,17.5505
2022-12-25,17.5505
2022-12-26,17.5505
2022-12-27,17.5438
2022-12-28,17.204
2022-12-29,17.6969
2022-12-30,18.0861
2022-12-31,18.0861
2023-01-01,18.0861
2023-01-02,18.0861
2023-01-03,18.2253
2023-01-04,18.3936
2023-01-05,18.239
2023-01-06,18.5569
2023-01-07,18.5569
2023-01-08,18.5569
2023-01-09,18.5311
2023-01-10,18.775
2023-01-11,19.0654
2023-01-12,19.7011
2023-01-13,19.9244
2023-01-14,19.9244
2023-01-15,19.9244
2023-01-16,19.9244
2023-01-17,19.6392
2023-01-18,19.2836
2023-01-19,19.1307
2023-01-20,19.7079
2023-01-21,19.7079
2023-01-22,19.7079
2023-01-23,19.8419
2023-01-24,19.854
2023-01-25,19.6856
2023-01-26,19.7371
2023-01-27,19.6908
2023-01-28,19.6908
2023-01-29,19.6908
2023-01-30,19.7612
2023-01-31,20.4158
2023-02-01,20.5429
2023-02-02,20.6632
2023-02-03,20.6855
2023-02-04,20.6855
2023-02-05,20.6855
2023-02-06,20.524
2023-02-07,20.4106
2023-02-08,20.1203
2023-02-09,19.7011
2023-02-10,19.8162
2023-02-11,19.8162
2023-02-12,19.8162
2023-02-13,20.0169
2023-02-14,19.1095
2023-02-15,18.7967
2023-02-16,18.9531
2023-02-17,18.9411
2023-02-18,18.9411
2023-02-19,18.9411
2023-02-20,18.9411
2023-02-21,18.3877
2023-02-22,18.5887
2023-02-23,18.7125
2023-02-24,18.5569
2023-02-25,18.5569
2023-02-26,18.5569
2023-02-27,18.6531
2023-02-28,18.4864
2023-03-01,18.4555
2023-03-02,18.2184
2023-03-03,18.2528
2023-03-04,18.2528
2023-03-05,18.2528
2023-03-06,17.8404
2023-03-07,17.77
2023-03-08,17.7047
2023-03-09,17.6257
2023-03-10,17.1206
2023-03-11,17.1206
2023-03-12,17.1206
2023-03-13,16.588
2023-03-14,16.9591
2023-03-15,16.4987
2023-03-16,16.71
2023-03-17,16.4299
2023-03-18,16.4299
2023-03-19,16.4299
