,GEF/B US Equity
2023-03-18,7.5302
2023-03-19,7.5302
2023-03-20,7.6711
2023-03-21,7.6801
2023-03-22,7.6534
2023-03-23,7.6387
2023-03-24,7.6973
2023-03-25,7.6973
2023-03-26,7.6973
2023-03-27,7.7525
2023-03-28,7.7846
2023-03-29,7.8238
2023-03-30,7.8321
2023-03-31,7.9086
2023-04-01,7.9086
2023-04-02,7.9086
2023-04-03,7.903
2023-04-04,7.8277
2023-04-05,7.8208
2023-04-06,7.7806
2023-04-07,7.7806
2023-04-08,7.7806
2023-04-09,7.7806
2023-04-10,7.8398
2023-04-11,7.9461
2023-04-12,7.9512
2023-04-13,7.9483
2023-04-14,7.9242
2023-04-15,7.9242
2023-04-16,7.9242
2023-04-17,7.9324
2023-04-18,7.9397
2023-04-19,7.9382
2023-04-20,8.0303
2023-04-21,8.0388
2023-04-22,8.0388
2023-04-23,8.0388
2023-04-24,8.0399
2023-04-25,7.9493
2023-04-26,7.8455
2023-04-27,7.9088
2023-04-28,8.2367
2023-04-29,8.2367
2023-04-30,8.2367
2023-05-01,8.2718
2023-05-02,8.2187
2023-05-03,8.2139
2023-05-04,8.1085
2023-05-05,8.2288
2023-05-06,8.2288
2023-05-07,8.2288
2023-05-08,8.2153
2023-05-09,8.1368
2023-05-10,8.1417
2023-05-11,8.1021
2023-05-12,8.179
2023-05-13,8.179
2023-05-14,8.179
2023-05-15,8.1729
2023-05-16,8.0426
2023-05-17,8.0678
2023-05-18,8.0716
2023-05-19,8.0504
2023-05-20,8.0504
2023-05-21,8.0504
2023-05-22,8.0828
2023-05-23,8.1078
2023-05-24,8.015
2023-05-25,7.949
2023-05-26,7.9295
2023-05-27,7.9295
2023-05-28,7.9295
2023-05-29,7.9295
2023-05-30,7.8986
2023-05-31,7.8699
2023-06-01,7.8409
2023-06-02,7.9773
2023-06-03,7.9773
2023-06-04,7.9773
2023-06-05,7.9727
2023-06-06,8.0098
2023-06-07,8.1407
2023-06-08,8.4756
2023-06-09,8.5661
2023-06-10,8.5661
2023-06-11,8.5661
2023-06-12,8.5988
2023-06-13,8.5627
2023-06-14,8.4724
2023-06-15,8.4778
2023-06-16,8.4783
2023-06-17,8.4783
2023-06-18,8.4783
2023-06-19,8.4783
2023-06-20,8.3691
2023-06-21,8.2899
2023-06-22,8.2436
2023-06-23,8.2118
2023-06-24,8.2118
2023-06-25,8.2118
2023-06-26,8.2315
2023-06-27,8.3168
2023-06-28,8.2661
2023-06-29,8.342
2023-06-30,8.3465
2023-07-01,8.3465
2023-07-02,8.3465
2023-07-03,8.4313
2023-07-04,8.4313
2023-07-05,8.3065
2023-07-06,8.2458
2023-07-07,8.2487
2023-07-08,8.2487
2023-07-09,8.2487
2023-07-10,8.3751
2023-07-11,8.4188
2023-07-12,8.4794
2023-07-13,8.5192
2023-07-14,8.5147
2023-07-15,8.5147
2023-07-16,8.5147
2023-07-17,8.4861
2023-07-18,8.5664
2023-07-19,8.5817
2023-07-20,8.5565
2023-07-21,8.4653
2023-07-22,8.4653
2023-07-23,8.4653
2023-07-24,8.4898
2023-07-25,8.5661
2023-07-26,8.5197
2023-07-27,8.5734
2023-07-28,8.5811
2023-07-29,8.5811
2023-07-30,8.5811
2023-07-31,9.061
2023-08-01,9.1094
2023-08-02,9.0547
2023-08-03,9.1163
2023-08-04,9.0935
2023-08-05,9.0935
2023-08-06,9.0935
2023-08-07,9.1206
2023-08-08,8.9937
2023-08-09,9.0167
2023-08-10,9.0266
2023-08-11,8.9683
2023-08-12,8.9683
2023-08-13,8.9683
2023-08-14,8.8818
2023-08-15,8.8512
2023-08-16,8.7829
2023-08-17,8.7607
2023-08-18,8.7429
2023-08-19,8.7429
2023-08-20,8.7429
2023-08-21,8.6953
2023-08-22,8.6561
2023-08-23,8.6583
2023-08-24,8.7348
2023-08-25,8.8438
2023-08-26,8.8438
2023-08-27,8.8438
2023-08-28,8.8652
2023-08-29,8.952
2023-08-30,8.9487
2023-08-31,8.8602
2023-09-01,8.8938
2023-09-02,8.8938
2023-09-03,8.8938
2023-09-04,8.8938
2023-09-05,8.7117
2023-09-06,8.6672
2023-09-07,8.6016
2023-09-08,8.6094
2023-09-09,8.6094
2023-09-10,8.6094
2023-09-11,8.5805
2023-09-12,8.5996
2023-09-13,8.5345
2023-09-14,8.5451
2023-09-15,8.4603
2023-09-16,8.4603
2023-09-17,8.4603
2023-09-18,8.4819
2023-09-19,8.4753
2023-09-20,8.4643
2023-09-21,8.4362
2023-09-22,8.3875
2023-09-23,8.3875
2023-09-24,8.3875
2023-09-25,8.3845
2023-09-26,8.3221
2023-09-27,8.4162
2023-09-28,8.4678
2023-09-29,8.3773
2023-09-30,8.3773
2023-10-01,8.3773
2023-10-02,8.4431
2023-10-03,8.3558
2023-10-04,8.3388
2023-10-05,8.3277
2023-10-06,8.3055
2023-10-07,8.3055
2023-10-08,8.3055
2023-10-09,8.3567
2023-10-10,8.3276
2023-10-11,8.32
2023-10-12,8.2413
2023-10-13,8.2076
2023-10-14,8.2076
2023-10-15,8.2076
2023-10-16,8.2912
2023-10-17,8.3011
2023-10-18,8.2023
2023-10-19,8.1574
2023-10-20,8.136
2023-10-21,8.136
2023-10-22,8.136
2023-10-23,8.0851
2023-10-24,8.1147
2023-10-25,8.1064
2023-10-26,8.206
2023-10-27,8.1543
2023-10-28,8.1543
2023-10-29,8.1543
2023-10-30,8.1839
2023-10-31,8.8801
2023-11-01,8.8662
2023-11-02,8.9588
2023-11-03,9.0682
2023-11-04,9.0682
2023-11-05,9.0682
2023-11-06,9.015
2023-11-07,8.9631
2023-11-08,8.9176
2023-11-09,8.9367
2023-11-10,8.9921
2023-11-11,8.9921
2023-11-12,8.9921
2023-11-13,8.9638
2023-11-14,9.2136
2023-11-15,9.2263
2023-11-16,9.1605
2023-11-17,9.2378
2023-11-18,9.2378
2023-11-19,9.2378
2023-11-20,9.1722
2023-11-21,9.1153
2023-11-22,9.1212
2023-11-23,9.1212
2023-11-24,9.1463
2023-11-25,9.1463
2023-11-26,9.1463
2023-11-27,9.157
2023-11-28,9.1388
2023-11-29,9.2503
2023-11-30,9.3378
2023-12-01,9.3781
2023-12-02,9.3781
2023-12-03,9.3781
2023-12-04,9.3934
2023-12-05,9.3638
2023-12-06,9.3185
2023-12-07,9.1552
2023-12-08,8.9273
2023-12-09,8.9273
2023-12-10,8.9273
2023-12-11,8.8681
2023-12-12,8.8001
2023-12-13,9.0473
2023-12-14,9.0908
2023-12-15,8.9508
2023-12-16,8.9508
2023-12-17,8.9508
2023-12-18,8.9844
2023-12-19,9.13
2023-12-20,9.1129
2023-12-21,9.093
2023-12-22,9.0898
2023-12-23,9.0898
2023-12-24,9.0898
2023-12-25,9.0898
2023-12-26,9.1357
2023-12-27,9.1051
2023-12-28,9.0939
2023-12-29,9.0338
2023-12-30,9.0338
2023-12-31,9.0338
2024-01-01,9.0338
2024-01-02,9.0477
2024-01-03,8.9271
2024-01-04,8.9159
2024-01-05,8.903
2024-01-06,8.903
2024-01-07,8.903
2024-01-08,8.9248
2024-01-09,8.8578
2024-01-10,8.8632
2024-01-11,8.9824
2024-01-12,8.8964
2024-01-13,8.8964
2024-01-14,8.8964
2024-01-15,8.8964
2024-01-16,8.8512
2024-01-17,8.8385
2024-01-18,8.8689
2024-01-19,8.8702
2024-01-20,8.8702
2024-01-21,8.8702
2024-01-22,8.9592
2024-01-23,8.9077
2024-01-24,8.8597
2024-01-25,8.9375
2024-01-26,8.9494
2024-01-27,8.9494
2024-01-28,8.9494
2024-01-29,8.8898
2024-01-30,8.8962
2024-01-31,10.6469
2024-02-01,10.6584
2024-02-02,10.6319
2024-02-03,10.6319
2024-02-04,10.6319
2024-02-05,10.5993
2024-02-06,10.5945
2024-02-07,10.5901
2024-02-08,10.6474
2024-02-09,10.6959
2024-02-10,10.6959
2024-02-11,10.6959
2024-02-12,10.7669
2024-02-13,10.5346
2024-02-14,10.6126
2024-02-15,10.6449
2024-02-16,10.5888
2024-02-17,10.5888
2024-02-18,10.5888
2024-02-19,10.5888
2024-02-20,10.5946
2024-02-21,10.6273
2024-02-22,10.6656
2024-02-23,10.6843
2024-02-24,10.6843
2024-02-25,10.6843
2024-02-26,10.6205
2024-02-27,10.5868
2024-02-28,10.5061
2024-02-29,10.8316
2024-03-01,10.7727
2024-03-02,10.7727
2024-03-03,10.7727
2024-03-04,10.7302
2024-03-05,10.6793
2024-03-06,10.7844
2024-03-07,10.8344
2024-03-08,10.9638
2024-03-09,10.9638
2024-03-10,10.9638
2024-03-11,10.995
2024-03-12,10.9005
2024-03-13,10.8717
2024-03-14,10.8309
2024-03-15,10.8424
2024-03-16,10.8424
2024-03-17,10.8424
2024-03-18,10.749
2024-03-19,10.8532
2024-03-20,10.9413
2024-03-21,11.0679
2024-03-22,11.0361
2024-03-23,11.0361
2024-03-24,11.0361
2024-03-25,11.1431
2024-03-26,11.114
2024-03-27,11.2484
2024-03-28,11.2866
2024-03-29,11.2866
2024-03-30,11.2866
2024-03-31,11.2866
2024-04-01,11.2273
2024-04-02,11.2287
2024-04-03,11.2486
2024-04-04,11.1404
2024-04-05,11.0226
2024-04-06,11.0226
2024-04-07,11.0226
2024-04-08,11.0667
