,FCN US Equity
2020-06-12,13.9643
2020-06-13,13.9643
2020-06-14,13.9643
2020-06-15,13.7795
2020-06-16,13.7697
2020-06-17,14.0304
2020-06-18,14.0917
2020-06-19,13.7525
2020-06-20,13.7525
2020-06-21,13.7525
2020-06-22,13.9839
2020-06-23,13.8346
2020-06-24,13.4856
2020-06-25,13.8664
2020-06-26,14.7748
2020-06-27,14.7748
2020-06-28,14.7748
2020-06-29,14.6744
2020-06-30,15.9142
2020-07-01,16.024
2020-07-02,16.3799
2020-07-03,16.3799
2020-07-04,16.3799
2020-07-05,16.3799
2020-07-06,15.9883
2020-07-07,15.5795
2020-07-08,15.647
2020-07-09,15.8335
2020-07-10,15.4843
2020-07-11,15.4843
2020-07-12,15.4843
2020-07-13,15.2514
2020-07-14,15.3281
2020-07-15,15.6946
2020-07-16,15.7885
2020-07-17,15.8494
2020-07-18,15.8494
2020-07-19,15.8494
2020-07-20,16.1061
2020-07-21,15.9711
2020-07-22,15.8587
2020-07-23,15.6047
2020-07-24,15.6787
2020-07-25,15.6787
2020-07-26,15.6787
2020-07-27,15.7766
2020-07-28,15.3176
2020-07-29,15.4313
2020-07-30,16.6286
2020-07-31,16.3467
2020-08-01,16.3467
2020-08-02,16.3467
2020-08-03,16.5947
2020-08-04,16.7291
2020-08-05,16.5086
2020-08-06,16.1092
2020-08-07,16.0231
2020-08-08,16.0231
2020-08-09,16.0231
2020-08-10,16.1431
2020-08-11,16.5255
2020-08-12,16.4981
2020-08-13,16.3702
2020-08-14,16.2319
2020-08-15,16.2319
2020-08-16,16.2319
2020-08-17,16.0401
2020-08-18,16.0374
2020-08-19,16.0648
2020-08-20,16.1523
2020-08-21,15.9069
2020-08-22,15.9069
2020-08-23,15.9069
2020-08-24,16.0139
2020-08-25,15.9631
2020-08-26,15.9878
2020-08-27,15.9604
2020-08-28,16.027
2020-08-29,16.027
2020-08-30,16.027
2020-08-31,15.736
2020-09-01,15.8078
2020-09-02,15.9409
2020-09-03,15.7477
2020-09-04,15.4972
2020-09-05,15.4972
2020-09-06,15.4972
2020-09-07,15.4972
2020-09-08,15.1187
2020-09-09,15.3327
2020-09-10,14.9764
2020-09-11,14.9621
2020-09-12,14.9621
2020-09-13,14.9621
2020-09-14,14.8407
2020-09-15,14.6854
2020-09-16,14.6802
2020-09-17,14.5915
2020-09-18,14.6267
2020-09-19,14.6267
2020-09-20,14.6267
2020-09-21,14.8786
2020-09-22,14.8316
2020-09-23,14.4492
2020-09-24,14.6606
2020-09-25,14.7676
2020-09-26,14.7676
2020-09-27,14.7676
2020-09-28,14.9738
2020-09-29,14.7233
2020-09-30,15.0616
2020-10-01,15.1803
2020-10-02,15.3354
2020-10-03,15.3354
2020-10-04,15.3354
2020-10-05,15.6767
2020-10-06,15.7752
2020-10-07,15.8427
2020-10-08,15.8413
2020-10-09,15.898
2020-10-10,15.898
2020-10-11,15.898
2020-10-12,16.246
2020-10-13,16.1826
2020-10-14,16.0693
2020-10-15,16.1462
2020-10-16,16.2245
2020-10-17,16.2245
2020-10-18,16.2245
2020-10-19,16.0693
2020-10-20,15.7293
2020-10-21,15.7253
2020-10-22,15.5526
2020-10-23,15.4123
2020-10-24,15.4123
2020-10-25,15.4123
2020-10-26,15.3732
2020-10-27,15.5148
2020-10-28,15.5985
2020-10-29,13.5191
2020-10-30,13.7097
2020-10-31,13.7097
2020-11-01,13.7097
2020-11-02,13.8464
2020-11-03,13.8714
2020-11-04,13.9227
2020-11-05,14.1383
2020-11-06,14.0252
2020-11-07,14.0252
2020-11-08,14.0252
2020-11-09,14.2435
2020-11-10,14.1685
2020-11-11,14.3789
2020-11-12,14.5025
2020-11-13,14.6681
2020-11-14,14.6681
2020-11-15,14.6681
2020-11-16,14.7233
2020-11-17,14.6642
2020-11-18,14.5997
2020-11-19,14.6221
2020-11-20,14.5853
2020-11-21,14.5853
2020-11-22,14.5853
2020-11-23,14.6563
2020-11-24,14.467
2020-11-25,14.392
2020-11-26,14.392
2020-11-27,14.5485
2020-11-28,14.5485
2020-11-29,14.5485
2020-11-30,14.5721
2020-12-01,14.6142
2020-12-02,14.4998
2020-12-03,14.3131
2020-12-04,15.194
2020-12-05,15.194
2020-12-06,15.194
2020-12-07,14.8272
2020-12-08,14.9508
2020-12-09,15.0086
2020-12-10,14.956
2020-12-11,15.2229
2020-12-12,15.2229
2020-12-13,15.2229
2020-12-14,15.1874
2020-12-15,15.3333
2020-12-16,15.1243
2020-12-17,15.1111
2020-12-18,15.3912
2020-12-19,15.3912
2020-12-20,15.3912
2020-12-21,15.2466
2020-12-22,15.3333
2020-12-23,15.2229
2020-12-24,15.3649
2020-12-25,15.3649
2020-12-26,15.3649
2020-12-27,15.3649
2020-12-28,15.424
2020-12-29,15.3149
2020-12-30,15.3149
2020-12-31,14.1715
2021-01-01,14.1715
2021-01-02,14.1715
2021-01-03,14.1715
2021-01-04,14.0554
2021-01-05,14.1533
2021-01-06,14.3129
2021-01-07,14.3045
2021-01-08,14.221
2021-01-09,14.221
2021-01-10,14.221
2021-01-11,14.1993
2021-01-12,14.4665
2021-01-13,14.4097
2021-01-14,14.4955
2021-01-15,14.5608
2021-01-16,14.5608
2021-01-17,14.5608
2021-01-18,14.5608
2021-01-19,14.6575
2021-01-20,14.7724
2021-01-21,14.6575
2021-01-22,14.7398
2021-01-23,14.7398
2021-01-24,14.7398
2021-01-25,15.0106
2021-01-26,15.163
2021-01-27,14.3275
2021-01-28,14.4931
2021-01-29,13.9599
2021-01-30,13.9599
2021-01-31,13.9599
2021-02-01,14.0675
2021-02-02,13.9756
2021-02-03,14.0131
2021-02-04,14.1183
2021-02-05,13.7749
2021-02-06,13.7749
2021-02-07,13.7749
2021-02-08,13.4484
2021-02-09,13.498
2021-02-10,13.5899
2021-02-11,13.4049
2021-02-12,13.5391
2021-02-13,13.5391
2021-02-14,13.5391
2021-02-15,13.5391
2021-02-16,13.6032
2021-02-17,13.6697
2021-02-18,13.8861
2021-02-19,13.8607
2021-02-20,13.8607
2021-02-21,13.8607
2021-02-22,13.8547
2021-02-23,14.007
2021-02-24,13.9575
2021-02-25,14.1975
2021-02-26,13.9618
2021-02-27,13.9618
2021-02-28,13.9618
2021-03-01,14.0489
2021-03-02,14.1754
2021-03-03,14.5876
2021-03-04,14.4993
2021-03-05,14.7524
2021-03-06,14.7524
2021-03-07,14.7524
2021-03-08,14.9858
2021-03-09,15.0589
2021-03-10,15.2621
2021-03-11,15.305
2021-03-12,15.2655
2021-03-13,15.2655
2021-03-14,15.2655
2021-03-15,15.3631
2021-03-16,15.6579
2021-03-17,15.6034
2021-03-18,15.9308
2021-03-19,16.3371
2021-03-20,16.3371
2021-03-21,16.3371
2021-03-22,16.5855
2021-03-23,16.7133
2021-03-24,16.6807
2021-03-25,16.6831
2021-03-26,16.8735
2021-03-27,16.8735
2021-03-28,16.8735
2021-03-29,16.9617
2021-03-30,16.9373
2021-03-31,16.7532
2021-04-01,16.9798
2021-04-02,16.9798
2021-04-03,16.9798
2021-04-04,16.9798
2021-04-05,17.3384
2021-04-06,17.2438
2021-04-07,16.9611
2021-04-08,17.0271
2021-04-09,17.1833
2021-04-10,17.1833
2021-04-11,17.1833
2021-04-12,17.3615
2021-04-13,17.3494
2021-04-14,17.4165
2021-04-15,17.4561
2021-04-16,17.3967
2021-04-17,17.3967
2021-04-18,17.3967
2021-04-19,17.3221
2021-04-20,17.3628
2021-04-21,17.2969
2021-04-22,17.1649
2021-04-23,17.1836
2021-04-24,17.1836
2021-04-25,17.1836
2021-04-26,16.8879
2021-04-27,16.9956
2021-04-28,16.9066
2021-04-29,16.7389
2021-04-30,16.6059
2021-05-01,16.6059
2021-05-02,16.6059
2021-05-03,16.8456
2021-05-04,16.9797
2021-05-05,17.1996
2021-05-06,17.226
2021-05-07,17.149
2021-05-08,17.149
2021-05-09,17.149
2021-05-10,17.1127
2021-05-11,16.9412
2021-05-12,16.7642
2021-05-13,17.0577
2021-05-14,16.9929
2021-05-15,16.9929
2021-05-16,16.9929
2021-05-17,16.9874
2021-05-18,16.7719
2021-05-19,16.7224
2021-05-20,16.5476
2021-05-21,16.4959
2021-05-22,16.4959
2021-05-23,16.4959
2021-05-24,16.4036
2021-05-25,16.3893
2021-05-26,16.408
2021-05-27,16.4223
2021-05-28,16.463
2021-05-29,16.463
2021-05-30,16.463
2021-05-31,16.463
2021-06-01,16.4498
2021-06-02,16.2112
2021-06-03,16.4421
2021-06-04,16.4904
2021-06-05,16.4904
2021-06-06,16.4904
2021-06-07,16.5047
2021-06-08,16.7191
2021-06-09,16.5333
2021-06-10,16.8697
2021-06-11,16.8412
2021-06-12,16.8412
2021-06-13,16.8412
2021-06-14,16.8137
2021-06-15,16.8247
2021-06-16,16.7356
2021-06-17,16.6762
2021-06-18,16.3893
2021-06-19,16.3893
2021-06-20,16.3893
2021-06-21,16.4454
2021-06-22,16.2827
2021-06-23,16.1441
2021-06-24,16.2409
2021-06-25,16.5344
2021-06-26,16.5344
2021-06-27,16.5344
2021-06-28,16.3101
2021-06-29,16.3486
2021-06-30,15.3772
2021-07-01,15.4238
2021-07-02,15.4632
2021-07-03,15.4632
2021-07-04,15.4632
2021-07-05,15.4632
2021-07-06,15.4311
2021-07-07,15.5389
2021-07-08,15.3844
2021-07-09,15.3564
2021-07-10,15.3564
2021-07-11,15.3564
2021-07-12,15.287
2021-07-13,15.26
2021-07-14,15.2807
2021-07-15,15.1397
2021-07-16,15.1739
2021-07-17,15.1739
2021-07-18,15.1739
2021-07-19,15.2693
2021-07-20,15.3927
2021-07-21,15.3181
2021-07-22,15.1999
2021-07-23,15.5109
2021-07-24,15.5109
2021-07-25,15.5109
2021-07-26,15.5265
2021-07-27,15.5607
2021-07-28,15.7598
2021-07-29,16.0385
2021-07-30,16.3449
2021-07-31,16.3449
2021-08-01,16.3449
2021-08-02,16.1424
2021-08-03,16.2961
2021-08-04,16.2151
2021-08-05,16.184
2021-08-06,16.213
2021-08-07,16.213
2021-08-08,16.213
2021-08-09,16.1133
2021-08-10,16.0354
2021-08-11,16.2245
2021-08-12,16.2265
2021-08-13,16.1435
2021-08-14,16.1435
2021-08-15,16.1435
2021-08-16,16.2151
2021-08-17,16.3231
2021-08-18,16.1185
2021-08-19,16.2598
2021-08-20,16.0728
2021-08-21,16.0728
2021-08-22,16.0728
2021-08-23,15.9201
2021-08-24,15.9939
2021-08-25,16.077
2021-08-26,15.8339
2021-08-27,15.702
2021-08-28,15.702
2021-08-29,15.702
2021-08-30,15.8516
2021-08-31,15.7228
2021-09-01,15.8142
2021-09-02,15.6273
2021-09-03,15.6491
2021-09-04,15.6491
2021-09-05,15.6491
2021-09-06,15.6491
2021-09-07,15.4195
2021-09-08,15.4756
2021-09-09,15.4767
2021-09-10,15.2263
2021-09-11,15.2263
2021-09-12,15.2263
2021-09-13,15.1765
2021-09-14,15.1048
2021-09-15,15.2824
2021-09-16,15.3977
2021-09-17,15.3084
2021-09-18,15.3084
2021-09-19,15.3084
2021-09-20,15.1204
2021-09-21,15.0861
2021-09-22,15.0602
2021-09-23,15.1931
2021-09-24,15.1433
2021-09-25,15.1433
2021-09-26,15.1433
2021-09-27,15.2731
2021-09-28,15.0394
2021-09-29,15.3074
2021-09-30,14.0327
2021-10-01,14.1119
2021-10-02,14.1119
2021-10-03,14.1119
2021-10-04,14.3474
2021-10-05,14.3841
2021-10-06,14.4009
2021-10-07,14.5949
2021-10-08,14.6404
2021-10-09,14.6404
2021-10-10,14.6404
2021-10-11,14.5187
2021-10-12,14.5939
2021-10-13,14.785
2021-10-14,14.8117
2021-10-15,14.9206
2021-10-16,14.9206
2021-10-17,14.9206
2021-10-18,15.0532
2021-10-19,15.0374
2021-10-20,14.972
2021-10-21,14.7879
2021-10-22,14.8048
2021-10-23,14.8048
2021-10-24,14.8048
2021-10-25,14.9998
2021-10-26,15.1492
2021-10-27,14.7978
2021-10-28,14.9673
2021-10-29,14.9495
2021-10-30,14.9495
2021-10-31,14.9495
2021-11-01,15.2653
2021-11-02,15.2257
2021-11-03,15.2515
2021-11-04,15.2832
2021-11-05,15.0
2021-11-06,15.0
2021-11-07,15.0
2021-11-08,14.8772
2021-11-09,14.8376
2021-11-10,14.8693
2021-11-11,15.0921
2021-11-12,15.2059
2021-11-13,15.2059
2021-11-14,15.2059
2021-11-15,15.2554
2021-11-16,15.3535
2021-11-17,15.5475
2021-11-18,15.6911
2021-11-19,15.7634
2021-11-20,15.7634
2021-11-21,15.7634
2021-11-22,15.9297
2021-11-23,15.9565
2021-11-24,15.5297
2021-11-25,15.5297
2021-11-26,15.2069
2021-11-27,15.2069
2021-11-28,15.2069
2021-11-29,15.2653
2021-11-30,15.1643
2021-12-01,14.8138
2021-12-02,15.1346
2021-12-03,15.0693
2021-12-04,15.0693
2021-12-05,15.0693
2021-12-06,15.1475
2021-12-07,15.1822
2021-12-08,15.2624
2021-12-09,15.1713
2021-12-10,15.0584
2021-12-11,15.0584
2021-12-12,15.0584
2021-12-13,15.195
2021-12-14,15.1337
2021-12-15,14.897
2021-12-16,15.1891
2021-12-17,15.2178
2021-12-18,15.2178
2021-12-19,15.2178
2021-12-20,15.1346
2021-12-21,15.3822
2021-12-22,15.5911
2021-12-23,15.6307
2021-12-24,15.6307
2021-12-25,15.6307
2021-12-26,15.6307
2021-12-27,15.9258
2021-12-28,15.8792
2021-12-29,16.0495
2021-12-30,15.9386
2021-12-31,16.3433
2022-01-01,16.3433
2022-01-02,16.3433
2022-01-03,16.4043
2022-01-04,16.5367
2022-01-05,16.4295
2022-01-06,16.4989
2022-01-07,15.8376
2022-01-08,15.8376
2022-01-09,15.8376
2022-01-10,15.8733
2022-01-11,16.1572
2022-01-12,16.1225
2022-01-13,16.0058
2022-01-14,16.1204
2022-01-15,16.1204
2022-01-16,16.1204
2022-01-17,16.1204
2022-01-18,15.989
2022-01-19,16.1646
2022-01-20,16.01
2022-01-21,15.8607
2022-01-22,15.8607
2022-01-23,15.8607
2022-01-24,16.2497
2022-01-25,15.3613
2022-01-26,15.3119
2022-01-27,15.2719
2022-01-28,15.416
2022-01-29,15.416
2022-01-30,15.416
2022-01-31,15.5432
2022-02-01,15.4486
2022-02-02,15.3676
2022-02-03,15.4297
2022-02-04,15.7009
2022-02-05,15.7009
2022-02-06,15.7009
2022-02-07,15.6631
2022-02-08,15.9785
2022-02-09,16.2539
2022-02-10,16.0479
2022-02-11,15.8944
2022-02-12,15.8944
2022-02-13,15.8944
2022-02-14,15.7209
2022-02-15,15.5895
2022-02-16,15.4717
2022-02-17,15.3014
2022-02-18,15.211
2022-02-19,15.211
2022-02-20,15.211
2022-02-21,15.211
2022-02-22,15.1405
2022-02-23,14.6495
2022-02-24,15.1724
2022-02-25,15.5442
2022-02-26,15.5442
2022-02-27,15.5442
2022-02-28,15.5895
2022-03-01,15.6769
2022-03-02,16.0465
2022-03-03,15.9496
2022-03-04,15.9802
2022-03-05,15.9802
2022-03-06,15.9802
2022-03-07,15.8306
2022-03-08,15.4905
2022-03-09,15.5589
2022-03-10,15.5199
2022-03-11,15.5242
2022-03-12,15.5242
2022-03-13,15.5242
2022-03-14,15.7801
2022-03-15,16.2393
2022-03-16,16.3993
2022-03-17,16.5678
2022-03-18,16.5552
2022-03-19,16.5552
2022-03-20,16.5552
2022-03-21,16.6184
2022-03-22,16.5478
2022-03-23,15.9359
2022-03-24,16.1076
2022-03-25,16.1761
2022-03-26,16.1761
2022-03-27,16.1761
2022-03-28,16.4899
2022-03-29,16.7142
2022-03-30,16.8627
2022-03-31,18.0496
2022-04-01,18.299
2022-04-02,18.299
2022-04-03,18.299
2022-04-04,18.016
2022-04-05,18.2361
2022-04-06,18.5897
2022-04-07,18.3522
2022-04-08,18.4151
2022-04-09,18.4151
2022-04-10,18.4151
2022-04-11,18.5311
2022-04-12,18.7307
2022-04-13,18.6548
2022-04-14,18.6711
2022-04-15,18.6711
2022-04-16,18.6711
2022-04-17,18.6711
2022-04-18,18.5028
2022-04-19,18.7844
2022-04-20,19.1432
2022-04-21,19.4031
2022-04-22,19.1878
2022-04-23,19.1878
2022-04-24,19.1878
2022-04-25,18.5311
2022-04-26,18.2669
2022-04-27,18.1842
2022-04-28,17.9299
2022-04-29,18.1639
2022-04-30,18.1639
2022-05-01,18.1639
2022-05-02,17.9528
2022-05-03,17.8787
2022-05-04,18.7942
2022-05-05,18.7713
2022-05-06,19.0434
2022-05-07,19.0434
2022-05-08,19.0434
2022-05-09,19.1969
2022-05-10,19.0793
2022-05-11,19.0195
2022-05-12,18.8595
2022-05-13,19.038
2022-05-14,19.038
2022-05-15,19.038
2022-05-16,19.42
2022-05-17,19.2143
2022-05-18,18.7038
2022-05-19,18.522
2022-05-20,18.6254
2022-05-21,18.6254
2022-05-22,18.6254
2022-05-23,18.6233
2022-05-24,18.9074
2022-05-25,18.8083
2022-05-26,18.9574
2022-05-27,19.1838
2022-05-28,19.1838
2022-05-29,19.1838
2022-05-30,19.1838
2022-05-31,19.284
2022-06-01,19.2328
2022-06-02,19.4668
2022-06-03,19.1468
2022-06-04,19.1468
2022-06-05,19.1468
2022-06-06,19.5594
2022-06-07,19.7934
2022-06-08,19.4625
2022-06-09,19.0325
2022-06-10,18.8747
2022-06-11,18.8747
2022-06-12,18.8747
2022-06-13,18.718
2022-06-14,18.6429
2022-06-15,18.7256
2022-06-16,18.7343
2022-06-17,18.8508
2022-06-18,18.8508
2022-06-19,18.8508
2022-06-20,18.8508
2022-06-21,19.3961
2022-06-22,19.3939
2022-06-23,19.8783
2022-06-24,20.3311
2022-06-25,20.3311
2022-06-26,20.3311
2022-06-27,19.9741
2022-06-28,19.7422
2022-06-29,20.2473
2022-06-30,22.0159
2022-07-01,22.3499
2022-07-02,22.3499
2022-07-03,22.3499
2022-07-04,22.3499
2022-07-05,22.1481
2022-07-06,22.5563
2022-07-07,22.8033
2022-07-08,22.9263
2022-07-09,22.9263
2022-07-10,22.9263
2022-07-11,22.9309
2022-07-12,22.7013
2022-07-13,22.6595
2022-07-14,22.7117
2022-07-15,22.801
2022-07-16,22.801
2022-07-17,22.801
2022-07-18,22.6839
2022-07-19,22.7732
2022-07-20,22.7987
2022-07-21,22.4137
2022-07-22,22.1551
2022-07-23,22.1551
2022-07-24,22.1551
2022-07-25,22.3394
2022-07-26,22.496
2022-07-27,22.1527
2022-07-28,20.2802
2022-07-29,20.049
2022-07-30,20.049
2022-07-31,20.049
2022-08-01,19.7724
2022-08-02,19.8084
2022-08-03,19.619
2022-08-04,19.5958
2022-08-05,19.7492
2022-08-06,19.7492
2022-08-07,19.7492
2022-08-08,19.6051
2022-08-09,19.8282
2022-08-10,19.8677
2022-08-11,19.9432
2022-08-12,20.1141
2022-08-13,20.1141
2022-08-14,20.1141
2022-08-15,20.472
2022-08-16,20.3918
2022-08-17,20.6777
2022-08-18,20.6625
2022-08-19,20.931
2022-08-20,20.931
2022-08-21,20.931
2022-08-22,20.8578
2022-08-23,20.0432
2022-08-24,20.1257
2022-08-25,19.9374
2022-08-26,19.848
2022-08-27,19.848
2022-08-28,19.848
2022-08-29,19.6295
2022-08-30,19.3576
2022-08-31,19.705
2022-09-01,19.7271
2022-09-02,19.1984
2022-09-03,19.1984
2022-09-04,19.1984
2022-09-05,19.1984
2022-09-06,19.3982
2022-09-07,19.4064
2022-09-08,19.4517
2022-09-09,19.5144
2022-09-10,19.5144
2022-09-11,19.5144
2022-09-12,19.504
2022-09-13,19.282
2022-09-14,19.16
2022-09-15,18.8881
2022-09-16,19.0508
2022-09-17,19.0508
2022-09-18,19.0508
2022-09-19,19.2995
2022-09-20,19.2878
2022-09-21,19.3053
2022-09-22,19.3262
2022-09-23,19.5865
2022-09-24,19.5865
2022-09-25,19.5865
2022-09-26,19.6283
2022-09-27,19.805
2022-09-28,20.178
2022-09-29,20.2256
2022-09-30,20.1116
2022-10-01,20.1116
2022-10-02,20.1116
2022-10-03,20.2527
2022-10-04,20.803
2022-10-05,21.021
2022-10-06,20.8054
2022-10-07,20.9254
2022-10-08,20.9254
2022-10-09,20.9254
2022-10-10,21.1225
2022-10-11,21.6192
2022-10-12,20.9919
2022-10-13,21.6984
2022-10-14,21.7731
2022-10-15,21.7731
2022-10-16,21.7731
2022-10-17,21.6705
2022-10-18,22.1193
2022-10-19,22.2417
2022-10-20,22.0435
2022-10-21,22.4551
2022-10-22,22.4551
2022-10-23,22.4551
2022-10-24,22.3933
2022-10-25,21.6308
2022-10-26,21.3358
2022-10-27,17.4356
2022-10-28,18.6824
2022-10-29,18.6824
2022-10-30,18.6824
2022-10-31,18.8753
2022-11-01,18.6185
2022-11-02,19.0449
2022-11-03,19.1228
2022-11-04,19.3307
2022-11-05,19.3307
2022-11-06,19.3307
2022-11-07,19.935
2022-11-08,19.3726
2022-11-09,19.7305
2022-11-10,20.0883
2022-11-11,19.4702
2022-11-12,19.4702
2022-11-13,19.4702
2022-11-14,20.1232
2022-11-15,20.0639
2022-11-16,20.3254
2022-11-17,20.8308
2022-11-18,20.4032
2022-11-19,20.4032
2022-11-20,20.4032
2022-11-21,20.5868
2022-11-22,20.7786
2022-11-23,20.9284
2022-11-24,20.9284
2022-11-25,20.9343
2022-11-26,20.9343
2022-11-27,20.9343
2022-11-28,20.9842
2022-11-29,20.6101
2022-11-30,20.8727
2022-12-01,20.3672
2022-12-02,20.7135
2022-12-03,20.7135
2022-12-04,20.7135
2022-12-05,20.5287
2022-12-06,19.9849
2022-12-07,20.3788
2022-12-08,19.8501
2022-12-09,19.6154
2022-12-10,19.6154
2022-12-11,19.6154
2022-12-12,19.6015
2022-12-13,19.1913
2022-12-14,19.34
2022-12-15,19.0832
2022-12-16,18.7474
2022-12-17,18.7474
2022-12-18,18.7474
2022-12-19,18.8869
2022-12-20,18.7335
2022-12-21,18.809
2022-12-22,18.8532
2022-12-23,19.0217
2022-12-24,19.0217
2022-12-25,19.0217
2022-12-26,19.0217
2022-12-27,19.3284
2022-12-28,19.2355
2022-12-29,19.3052
2022-12-30,17.4438
2022-12-31,17.4438
2023-01-01,17.4438
2023-01-02,17.4438
2023-01-03,17.7785
2023-01-04,17.771
2023-01-05,17.602
2023-01-06,17.8024
2023-01-07,17.8024
2023-01-08,17.8024
2023-01-09,17.2196
2023-01-10,17.6962
2023-01-11,17.4666
2023-01-12,17.6518
2023-01-13,17.8338
2023-01-14,17.8338
2023-01-15,17.8338
2023-01-16,17.8338
2023-01-17,17.9302
2023-01-18,17.0474
2023-01-19,17.2109
2023-01-20,17.524
2023-01-21,17.524
2023-01-22,17.524
2023-01-23,17.7233
2023-01-24,17.8793
2023-01-25,17.7016
2023-01-26,17.6821
2023-01-27,17.3832
2023-01-28,17.3832
2023-01-29,17.3832
2023-01-30,17.1871
2023-01-31,17.5218
2023-02-01,17.7699
2023-02-02,17.6865
2023-02-03,18.0754
2023-02-04,18.0754
2023-02-05,18.0754
2023-02-06,18.1544
2023-02-07,18.1696
2023-02-08,18.0732
2023-02-09,17.7471
2023-02-10,17.9313
2023-02-11,17.9313
2023-02-12,17.9313
2023-02-13,17.8901
2023-02-14,17.6995
2023-02-15,17.6388
2023-02-16,17.8121
2023-02-17,18.0212
2023-02-18,18.0212
2023-02-19,18.0212
2023-02-20,18.0212
2023-02-21,18.084
2023-02-22,17.9854
2023-02-23,19.5597
2023-02-24,19.8533
2023-02-25,19.8533
2023-02-26,19.8533
2023-02-27,19.912
2023-02-28,19.8544
2023-03-01,19.8319
2023-03-02,19.8106
2023-03-03,19.864
2023-03-04,19.864
2023-03-05,19.864
2023-03-06,19.7519
2023-03-07,19.6291
2023-03-08,19.5309
2023-03-09,19.4519
2023-03-10,20.1607
2023-03-11,20.1607
2023-03-12,20.1607
2023-03-13,21.0852
2023-03-14,21.1813
2023-03-15,21.1803
2023-03-16,21.381
2023-03-17,21.16
2023-03-18,21.16
2023-03-19,21.16
