,DHI US Equity
2021-08-29,8.0453
2021-08-30,7.9786
2021-08-31,7.9425
2021-09-01,8.0491
2021-09-02,8.0215
2021-09-03,7.8919
2021-09-04,7.8919
2021-09-05,7.8919
2021-09-06,7.8919
2021-09-07,7.8021
2021-09-08,7.6187
2021-09-09,7.5298
2021-09-10,7.4799
2021-09-11,7.4799
2021-09-12,7.4799
2021-09-13,7.4346
2021-09-14,7.3487
2021-09-15,7.407
2021-09-16,7.5344
2021-09-17,7.5727
2021-09-18,7.5727
2021-09-19,7.5727
2021-09-20,7.364
2021-09-21,7.3525
2021-09-22,7.394
2021-09-23,7.3057
2021-09-24,7.2843
2021-09-25,7.2843
2021-09-26,7.2843
2021-09-27,7.3065
2021-09-28,7.1346
2021-09-29,7.2413
2021-09-30,6.1217
2021-10-01,6.1069
2021-10-02,6.1069
2021-10-03,6.1069
2021-10-04,6.0572
2021-10-05,6.0538
2021-10-06,6.07
2021-10-07,6.1432
2021-10-08,6.0841
2021-10-09,6.0841
2021-10-10,6.0841
2021-10-11,6.076
2021-10-12,6.1049
2021-10-13,6.1794
2021-10-14,6.3547
2021-10-15,6.3286
2021-10-16,6.3286
2021-10-17,6.3286
2021-10-18,6.4212
2021-10-19,6.4118
2021-10-20,6.4945
2021-10-21,6.4743
2021-10-22,6.432
2021-10-23,6.432
2021-10-24,6.432
2021-10-25,6.4306
2021-10-26,6.4394
2021-10-27,6.3769
2021-10-28,6.4837
2021-10-29,6.4777
2021-10-30,6.4777
2021-10-31,6.4777
2021-11-01,6.5468
2021-11-02,6.4259
2021-11-03,6.4468
2021-11-04,6.5368
2021-11-05,6.6946
2021-11-06,6.6946
2021-11-07,6.6946
2021-11-08,6.7094
2021-11-09,7.0318
2021-11-10,6.8251
2021-11-11,6.9145
2021-11-12,7.01
2021-11-13,7.01
2021-11-14,7.01
2021-11-15,6.9773
2021-11-16,7.0981
2021-11-17,7.2603
2021-11-18,7.2902
2021-11-19,7.3122
2021-11-20,7.3122
2021-11-21,7.3122
2021-11-22,7.1785
2021-11-23,7.2841
2021-11-24,7.24
2021-11-25,7.24
2021-11-26,7.0836
2021-11-27,7.0836
2021-11-28,7.0836
2021-11-29,7.0842
2021-11-30,7.0134
2021-12-01,7.0174
2021-12-02,7.353
2021-12-03,7.337
2021-12-04,7.337
2021-12-05,7.337
2021-12-06,7.5489
2021-12-07,7.579
2021-12-08,7.6338
2021-12-09,7.6325
2021-12-10,7.8123
2021-12-11,7.8123
2021-12-12,7.8123
2021-12-13,7.7033
2021-12-14,7.484
2021-12-15,7.6599
2021-12-16,7.466
2021-12-17,7.369
2021-12-18,7.369
2021-12-19,7.369
2021-12-20,7.2594
2021-12-21,7.3937
2021-12-22,7.5333
2021-12-23,7.4892
2021-12-24,7.4892
2021-12-25,7.4892
2021-12-26,7.4892
2021-12-27,7.5754
2021-12-28,7.6248
2021-12-29,7.719
2021-12-30,7.6622
2021-12-31,7.2275
2022-01-01,7.2275
2022-01-02,7.2275
2022-01-03,7.0311
2022-01-04,7.0594
2022-01-05,6.8963
2022-01-06,6.7996
2022-01-07,6.4142
2022-01-08,6.4142
2022-01-09,6.4142
2022-01-10,6.4438
2022-01-11,6.6291
2022-01-12,6.6722
2022-01-13,6.6925
2022-01-14,6.6168
2022-01-15,6.6168
2022-01-16,6.6168
2022-01-17,6.6168
2022-01-18,6.3022
2022-01-19,6.112
2022-01-20,5.9907
2022-01-21,5.9605
2022-01-22,5.9605
2022-01-23,5.9605
2022-01-24,6.1588
2022-01-25,6.0578
2022-01-26,5.8362
2022-01-27,5.7235
2022-01-28,5.8485
2022-01-29,5.8485
2022-01-30,5.8485
2022-01-31,6.0436
2022-02-01,6.0578
2022-02-02,6.1154
2022-02-03,5.9518
2022-02-04,5.697
2022-02-05,5.697
2022-02-06,5.697
2022-02-07,5.7779
2022-02-08,5.8704
2022-02-09,5.9867
2022-02-10,5.7589
2022-02-11,5.7105
2022-02-12,5.7105
2022-02-13,5.7105
2022-02-14,5.6315
2022-02-15,5.7454
2022-02-16,5.7754
2022-02-17,5.6193
2022-02-18,5.6615
2022-02-19,5.6615
2022-02-20,5.6615
2022-02-21,5.6615
2022-02-22,5.4753
2022-02-23,5.3375
2022-02-24,5.5923
2022-02-25,5.8195
2022-02-26,5.8195
2022-02-27,5.8195
2022-02-28,5.7816
2022-03-01,5.8079
2022-03-02,5.9151
2022-03-03,5.8495
2022-03-04,5.7816
2022-03-05,5.7816
2022-03-06,5.7816
2022-03-07,5.4563
2022-03-08,5.4729
2022-03-09,5.6131
2022-03-10,5.5978
2022-03-11,5.5096
2022-03-12,5.5096
2022-03-13,5.5096
2022-03-14,5.2904
2022-03-15,5.4759
2022-03-16,5.5574
2022-03-17,5.6468
2022-03-18,5.8024
2022-03-19,5.8024
2022-03-20,5.8024
2022-03-21,5.6297
2022-03-22,5.6217
2022-03-23,5.3614
2022-03-24,5.3792
2022-03-25,5.3136
2022-03-26,5.3136
2022-03-27,5.3136
2022-03-28,5.3449
2022-03-29,5.5004
2022-03-30,5.3828
2022-03-31,4.7332
2022-04-01,4.8244
2022-04-02,4.8244
2022-04-03,4.8244
2022-04-04,4.8506
2022-04-05,4.708
2022-04-06,4.5485
2022-04-07,4.508
2022-04-08,4.5321
2022-04-09,4.5321
2022-04-10,4.5321
2022-04-11,4.6053
2022-04-12,4.5774
2022-04-13,4.7107
2022-04-14,4.6239
2022-04-15,4.6239
2022-04-16,4.6239
2022-04-17,4.6239
2022-04-18,4.5605
2022-04-19,4.7118
2022-04-20,4.7375
2022-04-21,4.6648
2022-04-22,4.5605
2022-04-23,4.5605
2022-04-24,4.5605
2022-04-25,4.7157
2022-04-26,4.6075
2022-04-27,4.4665
2022-04-28,4.6168
2022-04-29,4.4393
2022-04-30,4.4393
2022-05-01,4.4393
2022-05-02,4.5028
2022-05-03,4.555
2022-05-04,4.7639
2022-05-05,4.524
2022-05-06,4.4627
2022-05-07,4.4627
2022-05-08,4.4627
2022-05-09,4.4578
2022-05-10,4.3644
2022-05-11,4.1826
2022-05-12,4.3291
2022-05-13,4.3818
2022-05-14,4.3818
2022-05-15,4.3818
2022-05-16,4.3731
2022-05-17,4.4866
2022-05-18,4.2287
2022-05-19,4.2727
2022-05-20,4.3937
2022-05-21,4.3937
2022-05-22,4.3937
2022-05-23,4.3226
2022-05-24,4.2244
2022-05-25,4.4073
2022-05-26,4.6168
2022-05-27,4.7211
2022-05-28,4.7211
2022-05-29,4.7211
2022-05-30,4.7211
2022-05-31,4.7411
2022-06-01,4.7368
2022-06-02,4.8025
2022-06-03,4.7873
2022-06-04,4.7873
2022-06-05,4.7873
2022-06-06,4.7656
2022-06-07,4.7596
2022-06-08,4.6244
2022-06-09,4.6489
2022-06-10,4.4828
2022-06-11,4.4828
2022-06-12,4.4828
2022-06-13,4.2716
2022-06-14,4.2293
2022-06-15,4.2141
2022-06-16,3.9893
2022-06-17,3.9492
2022-06-18,3.9492
2022-06-19,3.9492
2022-06-20,3.9492
2022-06-21,3.9893
2022-06-22,4.1402
2022-06-23,4.3205
2022-06-24,4.3362
2022-06-25,4.3362
2022-06-26,4.3362
2022-06-27,4.3514
2022-06-28,4.2379
2022-06-29,4.245
2022-06-30,3.8741
2022-07-01,4.0638
2022-07-02,4.0638
2022-07-03,4.0638
2022-07-04,4.0638
2022-07-05,4.1811
2022-07-06,4.1587
2022-07-07,4.1952
2022-07-08,4.2229
2022-07-09,4.2229
2022-07-10,4.2229
2022-07-11,4.2185
2022-07-12,4.2735
2022-07-13,4.2423
2022-07-14,4.1879
2022-07-15,4.2277
2022-07-16,4.2277
2022-07-17,4.2277
2022-07-18,4.1845
2022-07-19,4.2676
2022-07-20,4.2093
2022-07-21,4.2943
2022-07-22,4.3703
2022-07-23,4.3703
2022-07-24,4.3703
2022-07-25,4.2728
2022-07-26,4.2666
2022-07-27,4.3924
2022-07-28,4.4144
2022-07-29,4.401
2022-07-30,4.401
2022-07-31,4.401
2022-08-01,4.4106
2022-08-02,4.2152
2022-08-03,4.2181
2022-08-04,4.3371
2022-08-05,4.3203
2022-08-06,4.3203
2022-08-07,4.3203
2022-08-08,4.364
2022-08-09,4.2517
2022-08-10,4.4197
2022-08-11,4.4332
2022-08-12,4.4821
2022-08-13,4.4821
2022-08-14,4.4821
2022-08-15,4.4389
2022-08-16,4.4288
2022-08-17,4.328
2022-08-18,4.3434
2022-08-19,4.2209
2022-08-20,4.2209
2022-08-21,4.2209
2022-08-22,4.1451
2022-08-23,4.1528
2022-08-24,4.2402
2022-08-25,4.3328
2022-08-26,4.1504
2022-08-27,4.1504
2022-08-28,4.1504
2022-08-29,4.1196
2022-08-30,4.1081
2022-08-31,4.0707
2022-09-01,4.0793
2022-09-02,4.0817
2022-09-03,4.0817
2022-09-04,4.0817
2022-09-05,4.0817
2022-09-06,4.015
2022-09-07,4.0678
2022-09-08,4.1148
2022-09-09,4.1753
2022-09-10,4.1753
2022-09-11,4.1753
2022-09-12,4.2104
2022-09-13,3.978
2022-09-14,3.9674
2022-09-15,3.9972
2022-09-16,4.0692
2022-09-17,4.0692
2022-09-18,4.0692
2022-09-19,4.1638
2022-09-20,4.1081
2022-09-21,4.0798
2022-09-22,4.0611
2022-09-23,4.0836
2022-09-24,4.0836
2022-09-25,4.0836
2022-09-26,3.9309
2022-09-27,3.8964
2022-09-28,4.0793
2022-09-29,3.9367
2022-09-30,3.6149
2022-10-01,3.6149
2022-10-02,3.6149
2022-10-03,3.7705
2022-10-04,3.9105
2022-10-05,3.8655
2022-10-06,3.9109
2022-10-07,3.8242
2022-10-08,3.8242
2022-10-09,3.8242
2022-10-10,3.838
2022-10-11,3.8604
2022-10-12,3.7939
2022-10-13,3.7664
2022-10-14,3.6746
2022-10-15,3.6746
2022-10-16,3.6746
2022-10-17,3.7351
2022-10-18,3.8448
2022-10-19,3.6351
2022-10-20,3.6052
2022-10-21,3.725
2022-10-22,3.725
2022-10-23,3.725
2022-10-24,3.7902
2022-10-25,3.9848
2022-10-26,3.9802
2022-10-27,4.0018
2022-10-28,4.1028
2022-10-29,4.1028
2022-10-30,4.1028
2022-10-31,4.0523
2022-11-01,4.0748
2022-11-02,3.9738
2022-11-03,3.9031
2022-11-04,3.9743
2022-11-05,3.9743
2022-11-06,3.9743
2022-11-07,3.972
2022-11-08,3.8861
2022-11-09,3.951
2022-11-10,4.3363
2022-11-11,4.3818
2022-11-12,4.3818
2022-11-13,4.3818
2022-11-14,4.2259
2022-11-15,4.3477
2022-11-16,4.3
2022-11-17,4.2305
2022-11-18,4.2256
2022-11-19,4.2256
2022-11-20,4.2256
2022-11-21,4.191
2022-11-22,4.2833
2022-11-23,4.367
2022-11-24,4.367
2022-11-25,4.3393
2022-11-26,4.3393
2022-11-27,4.3393
2022-11-28,4.3129
2022-11-29,4.3543
2022-11-30,4.4352
2022-12-01,4.4671
2022-12-02,4.4502
2022-12-03,4.4502
2022-12-04,4.4502
2022-12-05,4.377
2022-12-06,4.3402
2022-12-07,4.4475
2022-12-08,4.4321
2022-12-09,4.4052
2022-12-10,4.4052
2022-12-11,4.4052
2022-12-12,4.4443
2022-12-13,4.4939
2022-12-14,4.5013
2022-12-15,4.6401
2022-12-16,4.5914
2022-12-17,4.5914
2022-12-18,4.5914
2022-12-19,4.5327
2022-12-20,4.5127
2022-12-21,4.6083
2022-12-22,4.6356
2022-12-23,4.5823
2022-12-24,4.5823
2022-12-25,4.5823
2022-12-26,4.5823
2022-12-27,4.5864
2022-12-28,4.5181
2022-12-29,4.5923
2022-12-30,4.6814
2022-12-31,4.6814
2023-01-01,4.6814
2023-01-02,4.6814
2023-01-03,4.7539
2023-01-04,4.7991
2023-01-05,4.8306
2023-01-06,4.8904
2023-01-07,4.8904
2023-01-08,4.8904
2023-01-09,4.8523
2023-01-10,4.8904
2023-01-11,4.9865
2023-01-12,4.985
2023-01-13,4.9554
2023-01-14,4.9554
2023-01-15,4.9554
2023-01-16,4.9554
2023-01-17,4.9742
2023-01-18,4.9436
2023-01-19,4.817
2023-01-20,4.9328
2023-01-21,4.9328
2023-01-22,4.9328
2023-01-23,4.9893
2023-01-24,5.0346
2023-01-25,4.9648
2023-01-26,5.0272
2023-01-27,5.0136
2023-01-28,5.0136
2023-01-29,5.0136
2023-01-30,4.9343
2023-01-31,5.1154
2023-02-01,5.1722
2023-02-02,5.3148
2023-02-03,5.152
2023-02-04,5.152
2023-02-05,5.152
2023-02-06,5.0915
2023-02-07,5.1511
2023-02-08,5.0554
2023-02-09,5.0694
2023-02-10,5.1107
2023-02-11,5.1107
2023-02-12,5.1107
2023-02-13,5.2013
2023-02-14,5.1379
2023-02-15,5.1412
2023-02-16,5.0432
2023-02-17,4.9132
2023-02-18,4.9132
2023-02-19,4.9132
2023-02-20,4.9132
2023-02-21,4.7199
2023-02-22,4.7612
2023-02-23,4.8137
2023-02-24,4.7621
2023-02-25,4.7621
2023-02-26,4.7621
2023-02-27,4.7776
2023-02-28,4.824
2023-03-01,4.7494
2023-03-02,4.7447
2023-03-03,4.8381
2023-03-04,4.8381
2023-03-05,4.8381
2023-03-06,4.7762
2023-03-07,4.7626
2023-03-08,4.8855
2023-03-09,4.9395
2023-03-10,4.9
2023-03-11,4.9
2023-03-12,4.9
2023-03-13,4.97
2023-03-14,5.0605
2023-03-15,5.0023
2023-03-16,5.0868
2023-03-17,5.0568
2023-03-18,5.0568
