,HGV US Equity
2023-04-08,11.8288
2023-04-09,11.8288
2023-04-10,11.8147
2023-04-11,12.0462
2023-04-12,12.0427
2023-04-13,12.204
2023-04-14,12.3232
2023-04-15,12.3232
2023-04-16,12.3232
2023-04-17,12.1672
2023-04-18,12.2548
2023-04-19,12.2513
2023-04-20,12.2022
2023-04-21,12.1637
2023-04-22,12.1637
2023-04-23,12.1637
2023-04-24,12.2268
2023-04-25,12.0427
2023-04-26,11.8358
2023-04-27,11.5886
2023-04-28,11.5555
2023-04-29,11.5555
2023-04-30,11.5555
2023-05-01,11.7015
2023-05-02,11.7537
2023-05-03,11.5208
2023-05-04,11.2149
2023-05-05,11.3296
2023-05-06,11.3296
2023-05-07,11.3296
2023-05-08,11.4843
2023-05-09,11.559
2023-05-10,11.3487
2023-05-11,11.3122
2023-05-12,11.2253
2023-05-13,11.2253
2023-05-14,11.2253
2023-05-15,11.3331
2023-05-16,11.4878
2023-05-17,11.7867
2023-05-18,11.9918
2023-05-19,11.9188
2023-05-20,11.9188
2023-05-21,11.9188
2023-05-22,11.9918
2023-05-23,11.8875
2023-05-24,11.8666
2023-05-25,11.964
2023-05-26,11.957
2023-05-27,11.957
2023-05-28,11.957
2023-05-29,11.957
2023-05-30,11.7902
2023-05-31,11.5469
2023-06-01,11.7763
2023-06-02,12.2212
2023-06-03,12.2212
2023-06-04,12.2212
2023-06-05,12.1065
2023-06-06,12.2803
2023-06-07,12.2698
2023-06-08,12.2942
2023-06-09,12.1117
2023-06-10,12.1117
2023-06-11,12.1117
2023-06-12,12.3046
2023-06-13,12.3342
2023-06-14,12.1725
2023-06-15,12.1864
2023-06-16,12.0491
2023-06-17,12.0491
2023-06-18,12.0491
2023-06-19,12.0491
2023-06-20,11.9796
2023-06-21,12.0317
2023-06-22,11.9779
2023-06-23,11.8475
2023-06-24,11.8475
2023-06-25,11.8475
2023-06-26,11.7102
2023-06-27,11.9275
2023-06-28,11.8858
2023-06-29,12.0126
2023-06-30,12.0914
2023-07-01,12.0914
2023-07-02,12.0914
2023-07-03,12.1997
2023-07-04,12.1997
2023-07-05,12.0089
2023-07-06,11.9263
2023-07-07,12.155
2023-07-08,12.155
2023-07-09,12.155
2023-07-10,12.2599
2023-07-11,12.4008
2023-07-12,12.4335
2023-07-13,12.3922
2023-07-14,12.2066
2023-07-15,12.2066
2023-07-16,12.2066
2023-07-17,12.2238
2023-07-18,12.4662
2023-07-19,12.4421
2023-07-20,12.394
2023-07-21,12.3871
2023-07-22,12.3871
2023-07-23,12.3871
2023-07-24,12.2908
2023-07-25,12.2719
2023-07-26,12.1223
2023-07-27,12.0621
2023-07-28,12.1722
2023-07-29,12.1722
2023-07-30,12.1722
2023-07-31,12.2736
2023-08-01,12.2822
2023-08-02,12.1378
2023-08-03,11.7771
2023-08-04,11.8247
2023-08-05,11.8247
2023-08-06,11.8247
2023-08-07,12.0284
2023-08-08,12.1558
2023-08-09,12.2492
2023-08-10,12.1728
2023-08-11,12.0386
2023-08-12,12.0386
2023-08-13,12.0386
2023-08-14,11.9707
2023-08-15,11.845
2023-08-16,11.6939
2023-08-17,11.5886
2023-08-18,11.6429
2023-08-19,11.6429
2023-08-20,11.6429
2023-08-21,11.5241
2023-08-22,11.5988
2023-08-23,11.6294
2023-08-24,11.575
2023-08-25,11.5563
2023-08-26,11.5563
2023-08-27,11.5563
2023-08-28,11.682
2023-08-29,11.8756
2023-08-30,11.8688
2023-08-31,11.7041
2023-09-01,11.8654
2023-09-02,11.8654
2023-09-03,11.8654
2023-09-04,11.8654
2023-09-05,11.3933
2023-09-06,11.5054
2023-09-07,11.3491
2023-09-08,11.3797
2023-09-09,11.3797
2023-09-10,11.3797
2023-09-11,11.3016
2023-09-12,11.3678
2023-09-13,11.271
2023-09-14,11.5054
2023-09-15,11.4222
2023-09-16,11.4222
2023-09-17,11.4222
2023-09-18,11.3967
2023-09-19,11.2608
2023-09-20,11.2473
2023-09-21,11.0944
2023-09-22,11.035
2023-09-23,11.035
2023-09-24,11.035
2023-09-25,11.0112
2023-09-26,10.9331
2023-09-27,10.9365
2023-09-28,11.1488
2023-09-29,11.9491
2023-09-30,11.9491
2023-10-01,11.9491
2023-10-02,11.8932
2023-10-03,11.5785
2023-10-04,11.653
2023-10-05,11.4109
2023-10-06,11.4165
2023-10-07,11.4165
2023-10-08,11.4165
2023-10-09,11.3551
2023-10-10,11.6027
2023-10-11,11.5134
2023-10-12,11.3588
2023-10-13,11.2415
2023-10-14,11.2415
2023-10-15,11.2415
2023-10-16,11.4389
2023-10-17,11.5618
2023-10-18,11.3756
2023-10-19,11.316
2023-10-20,11.2303
2023-10-21,11.2303
2023-10-22,11.2303
2023-10-23,11.1558
2023-10-24,11.2192
2023-10-25,11.0181
2023-10-26,11.005
2023-10-27,11.0255
2023-10-28,11.0255
2023-10-29,11.0255
2023-10-30,11.0925
2023-10-31,11.0646
2023-11-01,10.9622
2023-11-02,11.0199
2023-11-03,11.3067
2023-11-04,11.3067
2023-11-05,11.3067
2023-11-06,10.6285
2023-11-07,10.7053
2023-11-08,10.6102
2023-11-09,10.4787
2023-11-10,10.5152
2023-11-11,10.5152
2023-11-12,10.5152
2023-11-13,10.4915
2023-11-14,10.9154
2023-11-15,11.0798
2023-11-16,10.824
2023-11-17,10.8916
2023-11-18,10.8916
2023-11-19,10.8916
2023-11-20,10.9647
2023-11-21,10.7601
2023-11-22,10.9044
2023-11-23,10.9044
2023-11-24,10.866
2023-11-25,10.866
2023-11-26,10.866
2023-11-27,10.8076
2023-11-28,10.7235
2023-11-29,10.7199
2023-11-30,10.6303
2023-12-01,11.0542
2023-12-02,11.0542
2023-12-03,11.0542
2023-12-04,11.226
2023-12-05,10.9866
2023-12-06,11.12
2023-12-07,11.4507
2023-12-08,11.6316
2023-12-09,11.6316
2023-12-10,11.6316
2023-12-11,11.754
2023-12-12,11.6682
2023-12-13,11.8454
2023-12-14,12.2401
2023-12-15,12.0445
2023-12-16,12.0445
2023-12-17,12.0445
2023-12-18,12.0062
2023-12-19,12.0098
2023-12-20,11.8326
2023-12-21,12.0299
2023-12-22,12.0336
2023-12-23,12.0336
2023-12-24,12.0336
2023-12-25,12.0336
2023-12-26,11.9733
2023-12-27,11.8472
2023-12-28,11.7796
2023-12-29,11.2183
2023-12-30,11.2183
2023-12-31,11.2183
2024-01-01,11.2183
2024-01-02,11.4455
2024-01-03,11.1936
2024-01-04,11.2588
2024-01-05,11.2676
2024-01-06,11.2676
2024-01-07,11.2676
2024-01-08,11.4332
2024-01-09,11.3275
2024-01-10,11.4332
2024-01-11,11.3257
2024-01-12,11.2588
2024-01-13,11.2588
2024-01-14,11.2588
2024-01-15,11.2588
2024-01-16,11.3715
2024-01-17,11.4032
2024-01-18,11.449
2024-01-19,11.4843
2024-01-20,11.4843
2024-01-21,11.4843
2024-01-22,11.5406
2024-01-23,11.5353
2024-01-24,11.5177
2024-01-25,11.7203
2024-01-26,11.7009
2024-01-27,11.7009
2024-01-28,11.7009
2024-01-29,11.7749
2024-01-30,11.6499
2024-01-31,11.486
2024-02-01,11.5582
2024-02-02,11.5406
2024-02-03,11.5406
2024-02-04,11.5406
2024-02-05,11.4085
2024-02-06,11.5547
2024-02-07,11.5494
2024-02-08,11.5776
2024-02-09,11.6692
2024-02-10,11.6692
2024-02-11,11.6692
2024-02-12,11.9158
2024-02-13,11.4931
2024-02-14,11.745
2024-02-15,11.9352
2024-02-16,11.9158
2024-02-17,11.9158
2024-02-18,11.9158
2024-02-19,11.9158
2024-02-20,11.863
2024-02-21,12.0145
2024-02-22,12.2805
2024-02-23,12.3897
2024-02-24,12.3897
2024-02-25,12.3897
2024-02-26,12.5412
2024-02-27,12.6381
2024-02-28,12.7086
2024-02-29,11.7899
2024-03-01,11.8325
2024-03-02,11.8325
2024-03-03,11.8325
2024-03-04,11.6944
2024-03-05,11.6944
2024-03-06,11.9876
2024-03-07,11.7984
2024-03-08,11.7626
2024-03-09,11.7626
2024-03-10,11.7626
2024-03-11,11.9586
2024-03-12,11.9245
2024-03-13,11.9961
2024-03-14,11.7217
2024-03-15,11.8564
2024-03-16,11.8564
2024-03-17,11.8564
2024-03-18,11.8189
2024-03-19,11.7885
2024-03-20,11.9953
2024-03-21,11.9953
2024-03-22,11.968
2024-03-23,11.968
2024-03-24,11.968
2024-03-25,11.9645
2024-03-26,12.2396
2024-03-27,12.2995
2024-03-28,12.2072
2024-03-29,12.2072
2024-03-30,12.2072
2024-03-31,12.2072
2024-04-01,12.1286
2024-04-02,12.0141
2024-04-03,12.0363
2024-04-04,11.862
2024-04-05,11.8654
2024-04-06,11.8654
2024-04-07,11.8654
2024-04-08,11.9953
