,BLKB US Equity
2023-04-09,333.5
2023-04-10,333.5
2023-04-11,333.5
2023-04-12,333.5
2023-04-13,333.5
2023-04-14,333.5
2023-04-15,333.5
2023-04-16,333.5
2023-04-17,333.5
2023-04-18,333.5
2023-04-19,333.5
2023-04-20,333.5
2023-04-21,333.5
2023-04-22,333.5
2023-04-23,333.5
2023-04-24,333.5
2023-04-25,333.5
2023-04-26,333.5
2023-04-27,333.5
2023-04-28,333.5
2023-04-29,333.5
2023-04-30,333.5
2023-05-01,333.5
2023-05-02,333.5
2023-05-03,333.5
2023-05-04,333.5
2023-05-05,333.5
2023-05-06,333.5
2023-05-07,333.5
2023-05-08,333.5
2023-05-09,333.5
2023-05-10,333.5
2023-05-11,333.5
2023-05-12,333.5
2023-05-13,333.5
2023-05-14,333.5
2023-05-15,333.5
2023-05-16,333.5
2023-05-17,333.5
2023-05-18,333.5
2023-05-19,333.5
2023-05-20,333.5
2023-05-21,333.5
2023-05-22,333.5
2023-05-23,333.5
2023-05-24,333.5
2023-05-25,333.5
2023-05-26,333.5
2023-05-27,333.5
2023-05-28,333.5
2023-05-29,333.5
2023-05-30,333.5
2023-05-31,333.5
2023-06-01,333.5
2023-06-02,333.5
2023-06-03,333.5
2023-06-04,333.5
2023-06-05,333.5
2023-06-06,333.5
2023-06-07,333.5
2023-06-08,333.5
2023-06-09,333.5
2023-06-10,333.5
2023-06-11,333.5
2023-06-12,333.5
2023-06-13,333.5
2023-06-14,333.5
2023-06-15,333.5
2023-06-16,333.5
2023-06-17,333.5
2023-06-18,333.5
2023-06-19,333.5
2023-06-20,333.5
2023-06-21,333.5
2023-06-22,333.5
2023-06-23,333.5
2023-06-24,333.5
2023-06-25,333.5
2023-06-26,333.5
2023-06-27,333.5
2023-06-28,333.5
2023-06-29,333.5
2023-06-30,333.5
2023-07-01,333.5
2023-07-02,333.5
2023-07-03,333.5
2023-07-04,333.5
2023-07-05,333.5
2023-07-06,333.5
2023-07-07,333.5
2023-07-08,333.5
2023-07-09,333.5
2023-07-10,333.5
2023-07-11,333.5
2023-07-12,333.5
2023-07-13,333.5
2023-07-14,333.5
2023-07-15,333.5
2023-07-16,333.5
2023-07-17,333.5
2023-07-18,333.5
2023-07-19,333.5
2023-07-20,333.5
2023-07-21,333.5
2023-07-22,333.5
2023-07-23,333.5
2023-07-24,333.5
2023-07-25,333.5
2023-07-26,333.5
2023-07-27,333.5
2023-07-28,333.5
2023-07-29,333.5
2023-07-30,333.5
2023-07-31,333.5
2023-08-01,333.5
2023-08-02,333.5
2023-08-03,333.5
2023-08-04,333.5
2023-08-05,333.5
2023-08-06,333.5
2023-08-07,333.5
2023-08-08,333.5
2023-08-09,333.5
2023-08-10,333.5
2023-08-11,333.5
2023-08-12,333.5
2023-08-13,333.5
2023-08-14,333.5
2023-08-15,333.5
2023-08-16,333.5
2023-08-17,333.5
2023-08-18,333.5
2023-08-19,333.5
2023-08-20,333.5
2023-08-21,333.5
2023-08-22,333.5
2023-08-23,333.5
2023-08-24,333.5
2023-08-25,333.5
2023-08-26,333.5
2023-08-27,333.5
2023-08-28,333.5
2023-08-29,333.5
2023-08-30,333.5
2023-08-31,333.5
2023-09-01,333.5
2023-09-02,333.5
2023-09-03,333.5
2023-09-04,333.5
2023-09-05,333.5
2023-09-06,333.5
2023-09-07,333.5
2023-09-08,333.5
2023-09-09,333.5
2023-09-10,333.5
2023-09-11,333.5
2023-09-12,333.5
2023-09-13,333.5
2023-09-14,333.5
2023-09-15,333.5
2023-09-16,333.5
2023-09-17,333.5
2023-09-18,333.5
2023-09-19,333.5
2023-09-20,333.5
2023-09-21,333.5
2023-09-22,333.5
2023-09-23,333.5
2023-09-24,333.5
2023-09-25,333.5
2023-09-26,333.5
2023-09-27,333.5
2023-09-28,333.5
2023-09-29,333.5
2023-09-30,333.5
2023-10-01,333.5
2023-10-02,333.5
2023-10-03,333.5
2023-10-04,333.5
2023-10-05,333.5
2023-10-06,333.5
2023-10-07,333.5
2023-10-08,333.5
2023-10-09,333.5
2023-10-10,333.5
2023-10-11,333.5
2023-10-12,333.5
2023-10-13,333.5
2023-10-14,333.5
2023-10-15,333.5
2023-10-16,333.5
2023-10-17,333.5
2023-10-18,333.5
2023-10-19,333.5
2023-10-20,333.5
2023-10-21,333.5
2023-10-22,333.5
2023-10-23,333.5
2023-10-24,333.5
2023-10-25,333.5
2023-10-26,333.5
2023-10-27,333.5
2023-10-28,333.5
2023-10-29,333.5
2023-10-30,333.5
2023-10-31,333.5
2023-11-01,333.5
2023-11-02,333.5
2023-11-03,333.5
2023-11-04,333.5
2023-11-05,333.5
2023-11-06,333.5
2023-11-07,333.5
2023-11-08,333.5
2023-11-09,333.5
2023-11-10,333.5
2023-11-11,333.5
2023-11-12,333.5
2023-11-13,333.5
2023-11-14,333.5
2023-11-15,333.5
2023-11-16,333.5
2023-11-17,333.5
2023-11-18,333.5
2023-11-19,333.5
2023-11-20,333.5
2023-11-21,333.5
2023-11-22,333.5
2023-11-23,333.5
2023-11-24,333.5
2023-11-25,333.5
2023-11-26,333.5
2023-11-27,333.5
2023-11-28,333.5
2023-11-29,333.5
2023-11-30,333.5
2023-12-01,333.5
2023-12-02,333.5
2023-12-03,333.5
2023-12-04,333.5
2023-12-05,333.5
2023-12-06,333.5
2023-12-07,333.5
2023-12-08,333.5
2023-12-09,333.5
2023-12-10,333.5
2023-12-11,333.5
2023-12-12,333.5
2023-12-13,333.5
2023-12-14,333.5
2023-12-15,333.5
2023-12-16,333.5
2023-12-17,333.5
2023-12-18,333.5
2023-12-19,333.5
2023-12-20,333.5
2023-12-21,333.5
2023-12-22,333.5
2023-12-23,333.5
2023-12-24,333.5
2023-12-25,333.5
2023-12-26,333.5
2023-12-27,333.5
2023-12-28,333.5
2023-12-29,122.2284
2023-12-30,122.2284
2023-12-31,122.2284
2024-01-01,122.2284
2024-01-02,120.8672
2024-01-03,118.8675
2024-01-04,118.3134
2024-01-05,116.2414
2024-01-06,116.2414
2024-01-07,116.2414
2024-01-08,117.2774
2024-01-09,115.6994
2024-01-10,117.4822
2024-01-11,117.2413
2024-01-12,116.916
2024-01-13,116.916
2024-01-14,116.916
2024-01-15,116.916
2024-01-16,115.097
2024-01-17,115.2175
2024-01-18,115.9644
2024-01-19,116.3378
2024-01-20,116.3378
2024-01-21,116.3378
2024-01-22,117.2413
2024-01-23,119.2771
2024-01-24,118.0484
2024-01-25,119.0241
2024-01-26,118.4338
2024-01-27,118.4338
2024-01-28,118.4338
2024-01-29,119.1566
2024-01-30,118.5302
2024-01-31,115.2657
2024-02-01,116.8919
2024-02-02,114.567
2024-02-03,114.567
2024-02-04,114.567
2024-02-05,113.2178
2024-02-06,114.2659
2024-02-07,114.049
2024-02-08,114.9645
2024-02-09,116.6269
2024-02-10,116.6269
2024-02-11,116.6269
2024-02-12,116.9297
2024-02-13,102.2113
2024-02-14,103.6868
2024-02-15,104.4905
2024-02-16,100.7239
2024-02-17,100.7239
2024-02-18,100.7239
2024-02-19,100.7239
2024-02-20,100.544
2024-02-21,98.8053
2024-02-22,98.7454
2024-02-23,99.8579
2024-02-24,99.8579
2024-02-25,99.8579
2024-02-26,100.1928
2024-02-27,98.4344
2024-02-28,98.3507
2024-02-29,100.5397
2024-03-01,101.9572
2024-03-02,101.9572
2024-03-03,101.9572
2024-03-04,104.4871
2024-03-05,103.7216
2024-03-06,104.9536
2024-03-07,105.8867
2024-03-08,105.2646
2024-03-09,105.2646
2024-03-10,105.2646
2024-03-11,106.401
2024-03-12,106.8556
2024-03-13,106.0422
2024-03-14,104.7503
2024-03-15,102.645
2024-03-16,102.645
2024-03-17,102.645
2024-03-18,102.1306
2024-03-19,102.7885
2024-03-20,103.4225
2024-03-21,103.5063
2024-03-22,103.4345
2024-03-23,103.4345
2024-03-24,103.4345
2024-03-25,102.1187
2024-03-26,102.3699
2024-03-27,105.0015
2024-03-28,106.4728
2024-03-29,106.4728
2024-03-30,106.4728
2024-03-31,106.4728
2024-04-01,104.7874
2024-04-02,100.6864
2024-04-03,100.5824
2024-04-04,99.589
2024-04-05,100.9752
2024-04-06,100.9752
2024-04-07,100.9752
2024-04-08,102.6041
