,K US Equity
2020-10-14,17.8955
2020-10-15,17.9508
2020-10-16,17.9429
2020-10-17,17.9429
2020-10-18,17.9429
2020-10-19,17.8619
2020-10-20,17.775
2020-10-21,17.7197
2020-10-22,17.7967
2020-10-23,17.8757
2020-10-24,17.8757
2020-10-25,17.8757
2020-10-26,17.6664
2020-10-27,17.5143
2020-10-28,17.2298
2020-10-29,17.1488
2020-10-30,17.14
2020-10-31,17.14
2020-11-01,17.14
2020-11-02,17.3479
2020-11-03,17.435
2020-11-04,17.2767
2020-11-05,17.4192
2020-11-06,17.4291
2020-11-07,17.4291
2020-11-08,17.4291
2020-11-09,17.1539
2020-11-10,17.3974
2020-11-11,17.6766
2020-11-12,17.5776
2020-11-13,17.7083
2020-11-14,17.7083
2020-11-15,17.7083
2020-11-16,17.8706
2020-11-17,17.8192
2020-11-18,17.5618
2020-11-19,17.5994
2020-11-20,17.5598
2020-11-21,17.5598
2020-11-22,17.5598
2020-11-23,17.2945
2020-11-24,17.0569
2020-11-25,17.2133
2020-11-26,17.2133
2020-11-27,17.2569
2020-11-28,17.2569
2020-11-29,17.2569
2020-11-30,17.342
2020-12-01,17.2965
2020-12-02,17.1064
2020-12-03,17.1618
2020-12-04,17.0371
2020-12-05,17.0371
2020-12-06,17.0371
2020-12-07,16.9539
2020-12-08,17.0727
2020-12-09,16.9638
2020-12-10,16.9599
2020-12-11,16.9856
2020-12-12,16.9856
2020-12-13,16.9856
2020-12-14,16.948
2020-12-15,16.8134
2020-12-16,16.8648
2020-12-17,17.0589
2020-12-18,16.9797
2020-12-19,16.9797
2020-12-20,16.9797
2020-12-21,16.8708
2020-12-22,16.8035
2020-12-23,16.8866
2020-12-24,16.9203
2020-12-25,16.9203
2020-12-26,16.9203
2020-12-27,16.9203
2020-12-28,17.0311
2020-12-29,17.0212
2020-12-30,16.8708
2020-12-31,16.8031
2021-01-01,16.8031
2021-01-02,16.8031
2021-01-03,16.8031
2021-01-04,16.6509
2021-01-05,16.7192
2021-01-06,16.6255
2021-01-07,16.5416
2021-01-08,16.4069
2021-01-09,16.4069
2021-01-10,16.4069
2021-01-11,16.2449
2021-01-12,16.0868
2021-01-13,16.2
2021-01-14,16.1824
2021-01-15,16.1785
2021-01-16,16.1785
2021-01-17,16.1785
2021-01-18,16.1785
2021-01-19,16.0673
2021-01-20,15.9072
2021-01-21,15.956
2021-01-22,16.036
2021-01-23,16.036
2021-01-24,16.036
2021-01-25,16.3366
2021-01-26,16.5474
2021-01-27,16.8285
2021-01-28,16.401
2021-01-29,16.161
2021-01-30,16.161
2021-01-31,16.161
2021-02-01,16.1375
2021-02-02,16.0653
2021-02-03,15.9794
2021-02-04,15.9521
2021-02-05,15.9833
2021-02-06,15.9833
2021-02-07,15.9833
2021-02-08,15.9267
2021-02-09,15.9072
2021-02-10,15.999
2021-02-11,15.7823
2021-02-12,15.8565
2021-02-13,15.8565
2021-02-14,15.8565
2021-02-15,15.8565
2021-02-16,15.755
2021-02-17,15.9833
2021-02-18,16.2761
2021-02-19,15.9599
2021-02-20,15.9599
2021-02-21,15.9599
2021-02-22,16.2234
2021-02-23,16.2353
2021-02-24,16.1044
2021-02-25,16.1298
2021-02-26,15.9287
2021-02-27,15.9287
2021-02-28,15.9287
2021-03-01,15.7724
2021-03-02,15.8349
2021-03-03,15.8544
2021-03-04,15.9267
2021-03-05,16.2275
2021-03-06,16.2275
2021-03-07,16.2275
2021-03-08,16.2548
2021-03-09,16.1787
2021-03-10,16.2013
2021-03-11,16.1104
2021-03-12,16.3771
2021-03-13,16.3771
2021-03-14,16.3771
2021-03-15,16.2573
2021-03-16,16.323
2021-03-17,16.3269
2021-03-18,16.3752
2021-03-19,16.41
2021-03-20,16.41
2021-03-21,16.41
2021-03-22,16.7154
2021-03-23,16.754
2021-03-24,16.5453
2021-03-25,16.7811
2021-03-26,16.9705
2021-03-27,16.9705
2021-03-28,16.9705
2021-03-29,17.2102
2021-03-30,16.9802
2021-03-31,16.8913
2021-04-01,16.9076
2021-04-02,16.9076
2021-04-03,16.9076
2021-04-04,16.9076
2021-04-05,16.9652
2021-04-06,17.0381
2021-04-07,16.9709
2021-04-08,17.0074
2021-04-09,16.7772
2021-04-10,16.7772
2021-04-11,16.7772
2021-04-12,16.921
2021-04-13,16.8577
2021-04-14,16.7618
2021-04-15,16.8366
2021-04-16,16.9095
2021-04-17,16.9095
2021-04-18,16.9095
2021-04-19,16.9767
2021-04-20,17.0765
2021-04-21,17.1378
2021-04-22,17.0285
2021-04-23,16.8961
2021-04-24,16.8961
2021-04-25,16.8961
2021-04-26,16.7349
2021-04-27,16.6755
2021-04-28,16.662
2021-04-29,16.7906
2021-04-30,16.7311
2021-05-01,16.7311
2021-05-02,16.7311
2021-05-03,16.8213
2021-05-04,16.7426
2021-05-05,16.8558
2021-05-06,17.7115
2021-05-07,17.6055
2021-05-08,17.6055
2021-05-09,17.6055
2021-05-10,17.8474
2021-05-11,17.6439
2021-05-12,17.5038
2021-05-13,17.7476
2021-05-14,17.5268
2021-05-15,17.5268
2021-05-16,17.5268
2021-05-17,17.4846
2021-05-18,17.4309
2021-05-19,17.4309
2021-05-20,17.4846
2021-05-21,17.5192
2021-05-22,17.5192
2021-05-23,17.5192
2021-05-24,17.4424
2021-05-25,17.4693
2021-05-26,17.4405
2021-05-27,17.3349
2021-05-28,17.3253
2021-05-29,17.3253
2021-05-30,17.3253
2021-05-31,17.3253
2021-06-01,17.3196
2021-06-02,17.5077
2021-06-03,17.5633
2021-06-04,17.5441
2021-06-05,17.5441
2021-06-06,17.5441
2021-06-07,17.5019
2021-06-08,17.4194
2021-06-09,17.1929
2021-06-10,17.2888
2021-06-11,17.262
2021-06-12,17.262
2021-06-13,17.262
2021-06-14,17.3061
2021-06-15,17.2063
2021-06-16,17.189
2021-06-17,17.1411
2021-06-18,16.9606
2021-06-19,16.9606
2021-06-20,16.9606
2021-06-21,17.072
2021-06-22,17.024
2021-06-23,16.8608
2021-06-24,16.9318
2021-06-25,17.0259
2021-06-26,17.0259
2021-06-27,17.0259
2021-06-28,17.118
2021-06-29,17.0259
2021-06-30,17.1027
2021-07-01,17.0336
2021-07-02,17.0218
2021-07-03,17.0218
2021-07-04,17.0218
2021-07-05,17.0218
2021-07-06,16.966
2021-07-07,17.0506
2021-07-08,17.0179
2021-07-09,17.0717
2021-07-10,17.0717
2021-07-11,17.0717
2021-07-12,16.9737
2021-07-13,16.8565
2021-07-14,16.8661
2021-07-15,16.9968
2021-07-16,17.0679
2021-07-17,17.0679
2021-07-18,17.0679
2021-07-19,17.1736
2021-07-20,17.0948
2021-07-21,16.8853
2021-07-22,16.7816
2021-07-23,16.9084
2021-07-24,16.9084
2021-07-25,16.9084
2021-07-26,16.8738
2021-07-27,16.9622
2021-07-28,16.8162
2021-07-29,16.8373
2021-07-30,16.8949
2021-07-31,16.8949
2021-08-01,16.8949
2021-08-02,16.9065
2021-08-03,16.943
2021-08-04,16.6375
2021-08-05,16.7316
2021-08-06,16.8817
2021-08-07,16.8817
2021-08-08,16.8817
2021-08-09,16.9452
2021-08-10,17.0683
2021-08-11,17.1202
2021-08-12,17.1106
2021-08-13,17.3338
2021-08-14,17.3338
2021-08-15,17.3338
2021-08-16,17.4203
2021-08-17,17.6069
2021-08-18,17.3203
2021-08-19,17.4607
2021-08-20,17.4473
2021-08-21,17.4473
2021-08-22,17.4473
2021-08-23,17.3645
2021-08-24,17.2222
2021-08-25,17.0279
2021-08-26,16.8817
2021-08-27,16.8932
2021-08-28,16.8932
2021-08-29,16.8932
2021-08-30,16.8702
2021-08-31,16.8663
2021-09-01,16.8952
2021-09-02,16.9279
2021-09-03,16.924
2021-09-04,16.924
2021-09-05,16.924
2021-09-06,16.924
2021-09-07,16.597
2021-09-08,16.849
2021-09-09,16.8394
2021-09-10,16.7894
2021-09-11,16.7894
2021-09-12,16.7894
2021-09-13,16.9163
2021-09-14,16.9702
2021-09-15,17.0087
2021-09-16,16.9433
2021-09-17,16.9471
2021-09-18,16.9471
2021-09-19,16.9471
2021-09-20,16.9144
2021-09-21,16.7971
2021-09-22,16.8817
2021-09-23,16.8682
2021-09-24,16.9894
2021-09-25,16.9894
2021-09-26,16.9894
2021-09-27,17.0317
2021-09-28,17.0317
2021-09-29,17.2818
2021-09-30,17.0164
2021-10-01,16.6045
2021-10-02,16.6045
2021-10-03,16.6045
2021-10-04,16.7289
2021-10-05,16.6328
2021-10-06,16.7044
2021-10-07,16.4612
2021-10-08,16.382
2021-10-09,16.382
2021-10-10,16.382
2021-10-11,16.3952
2021-10-12,16.3198
2021-10-13,16.1935
2021-10-14,16.2821
2021-10-15,16.2123
2021-10-16,16.2123
2021-10-17,16.2123
2021-10-18,16.1539
2021-10-19,16.1577
2021-10-20,16.2538
2021-10-21,16.1916
2021-10-22,16.2746
2021-10-23,16.2746
2021-10-24,16.2746
2021-10-25,16.201
2021-10-26,16.1765
2021-10-27,16.12
2021-10-28,16.1935
2021-10-29,16.12
2021-10-30,16.12
2021-10-31,16.12
2021-11-01,16.2821
2021-11-02,16.3519
2021-11-03,16.5046
2021-11-04,16.4235
2021-11-05,16.366
2021-11-06,16.366
2021-11-07,16.366
2021-11-08,16.3075
2021-11-09,16.4376
2021-11-10,16.5471
2021-11-11,16.498
2021-11-12,16.4905
2021-11-13,16.4905
2021-11-14,16.4905
2021-11-15,16.6207
2021-11-16,16.515
2021-11-17,16.4414
2021-11-18,16.3377
2021-11-19,16.2471
2021-11-20,16.2471
2021-11-21,16.2471
2021-11-22,16.3339
2021-11-23,16.5207
2021-11-24,16.4867
2021-11-25,16.4867
2021-11-26,16.5697
2021-11-27,16.5697
2021-11-28,16.5697
2021-11-29,16.6131
2021-11-30,16.1056
2021-12-01,16.0773
2021-12-02,16.2471
2021-12-03,16.449
2021-12-04,16.449
2021-12-05,16.449
2021-12-06,16.5584
2021-12-07,16.4641
2021-12-08,16.2641
2021-12-09,16.266
2021-12-10,16.3773
2021-12-11,16.3773
2021-12-12,16.3773
2021-12-13,16.5395
2021-12-14,16.5188
2021-12-15,16.5433
2021-12-16,16.9735
2021-12-17,16.7225
2021-12-18,16.7225
2021-12-19,16.7225
2021-12-20,16.7075
2021-12-21,16.3829
2021-12-22,16.4075
2021-12-23,16.4244
2021-12-24,16.4244
2021-12-25,16.4244
2021-12-26,16.4244
2021-12-27,16.498
2021-12-28,16.6282
2021-12-29,16.6169
2021-12-30,16.6244
2021-12-31,17.0737
2022-01-01,17.0737
2022-01-02,17.0737
2022-01-03,17.1243
2022-01-04,17.247
2022-01-05,17.3171
2022-01-06,17.3736
2022-01-07,17.4982
2022-01-08,17.4982
2022-01-09,17.4982
2022-01-10,17.5721
2022-01-11,17.4943
2022-01-12,17.4553
2022-01-13,17.5449
2022-01-14,17.6792
2022-01-15,17.6792
2022-01-16,17.6792
2022-01-17,17.6792
2022-01-18,17.5741
2022-01-19,17.4982
2022-01-20,17.4067
2022-01-21,17.5001
2022-01-22,17.5001
2022-01-23,17.5001
2022-01-24,17.4203
2022-01-25,17.4183
2022-01-26,17.1477
2022-01-27,17.2197
2022-01-28,17.2373
2022-01-29,17.2373
2022-01-30,17.2373
2022-01-31,16.7972
2022-02-01,16.842
2022-02-02,16.8732
2022-02-03,16.8887
2022-02-04,16.5207
2022-02-05,16.5207
2022-02-06,16.5207
2022-02-07,16.5577
2022-02-08,16.5441
2022-02-09,16.5363
2022-02-10,16.9102
2022-02-11,16.9627
2022-02-12,16.9627
2022-02-13,16.9627
2022-02-14,17.138
2022-02-15,17.1068
2022-02-16,17.0542
2022-02-17,17.1555
2022-02-18,17.395
2022-02-19,17.395
2022-02-20,17.395
2022-02-21,17.395
2022-02-22,17.4255
2022-02-23,17.4938
2022-02-24,16.9711
2022-02-25,17.3397
2022-02-26,17.3397
2022-02-27,17.3397
2022-02-28,17.0004
2022-03-01,16.8834
2022-03-02,16.938
2022-03-03,17.0984
2022-03-04,17.1411
2022-03-05,17.1411
2022-03-06,17.1411
2022-03-07,17.3333
2022-03-08,16.6906
2022-03-09,16.6052
2022-03-10,16.3761
2022-03-11,16.1509
2022-03-12,16.1509
2022-03-13,16.1509
2022-03-14,16.2286
2022-03-15,16.4363
2022-03-16,16.3664
2022-03-17,16.3819
2022-03-18,16.3276
2022-03-19,16.3276
2022-03-20,16.3276
2022-03-21,16.3645
2022-03-22,16.3897
2022-03-23,16.4868
2022-03-24,16.5275
2022-03-25,16.7275
2022-03-26,16.7275
2022-03-27,16.7275
2022-03-28,16.7547
2022-03-29,16.9275
2022-03-30,16.9702
2022-03-31,17.0518
2022-04-01,16.9497
2022-04-02,16.9497
2022-04-03,16.9497
2022-04-04,16.8929
2022-04-05,16.9838
2022-04-06,17.1277
2022-04-07,17.2393
2022-04-08,17.3188
2022-04-09,17.3188
2022-04-10,17.3188
2022-04-11,17.3756
2022-04-12,17.3927
2022-04-13,17.3946
2022-04-14,17.3794
2022-04-15,17.3794
2022-04-16,17.3794
2022-04-17,17.3794
2022-04-18,17.3302
2022-04-19,17.4589
2022-04-20,17.582
2022-04-21,17.7277
2022-04-22,17.6539
2022-04-23,17.6539
2022-04-24,17.6539
2022-04-25,17.6406
2022-04-26,17.4514
2022-04-27,17.5933
2022-04-28,17.6955
2022-04-29,17.4968
2022-04-30,17.4968
2022-05-01,17.4968
2022-05-02,17.2829
2022-05-03,17.2072
2022-05-04,17.3737
2022-05-05,17.735
2022-05-06,18.205
2022-05-07,18.205
2022-05-08,18.205
2022-05-09,18.5435
2022-05-10,18.2427
2022-05-11,18.1392
2022-05-12,18.2408
2022-05-13,18.2577
2022-05-14,18.2577
2022-05-15,18.2577
2022-05-16,18.2859
2022-05-17,18.3385
2022-05-18,17.5639
2022-05-19,17.3157
2022-05-20,17.2668
2022-05-21,17.2668
2022-05-22,17.2668
2022-05-23,17.4041
2022-05-24,17.7764
2022-05-25,17.7162
2022-05-26,17.6692
2022-05-27,17.656
2022-05-28,17.656
2022-05-29,17.656
2022-05-30,17.656
2022-05-31,17.6429
2022-06-01,17.5037
2022-06-02,17.3496
2022-06-03,17.2706
2022-06-04,17.2706
2022-06-05,17.2706
2022-06-06,17.4003
2022-06-07,17.5056
2022-06-08,17.4962
2022-06-09,17.4398
2022-06-10,17.6128
2022-06-11,17.6128
2022-06-12,17.6128
2022-06-13,17.4774
2022-06-14,17.3796
2022-06-15,17.2781
2022-06-16,17.2537
2022-06-17,17.2292
2022-06-18,17.2292
2022-06-19,17.2292
2022-06-20,17.2292
2022-06-21,17.4774
2022-06-22,17.3007
2022-06-23,17.5639
2022-06-24,17.8271
2022-06-25,17.8271
2022-06-26,17.8271
2022-06-27,17.8723
2022-06-28,17.8553
2022-06-29,17.9963
2022-06-30,17.9437
2022-07-01,18.7597
2022-07-02,18.7597
2022-07-03,18.7597
2022-07-04,18.7597
2022-07-05,18.8566
2022-07-06,18.9515
2022-07-07,18.9693
2022-07-08,18.906
2022-07-09,18.906
2022-07-10,18.906
2022-07-11,18.9535
2022-07-12,18.999
2022-07-13,19.1771
2022-07-14,18.9733
2022-07-15,18.8922
2022-07-16,18.8922
2022-07-17,18.8922
2022-07-18,18.7458
2022-07-19,18.7933
2022-07-20,18.5084
2022-07-21,18.455
2022-07-22,18.6331
2022-07-23,18.6331
2022-07-24,18.6331
2022-07-25,18.823
2022-07-26,18.9832
2022-07-27,18.8447
2022-07-28,19.0524
2022-07-29,19.183
2022-07-30,19.183
2022-07-31,19.183
2022-08-01,19.3452
2022-08-02,19.1731
2022-08-03,19.1909
2022-08-04,19.26
2022-08-05,19.503
2022-08-06,19.503
2022-08-07,19.503
2022-08-08,19.4313
2022-08-09,19.5348
2022-08-10,19.5966
2022-08-11,19.5727
2022-08-12,19.6185
2022-08-13,19.6185
2022-08-14,19.6185
2022-08-15,19.6643
2022-08-16,19.6742
2022-08-17,19.6404
2022-08-18,19.6762
2022-08-19,19.8276
2022-08-20,19.8276
2022-08-21,19.8276
2022-08-22,19.6185
2022-08-23,19.732
2022-08-24,19.7141
2022-08-25,19.6623
2022-08-26,19.266
2022-08-27,19.266
2022-08-28,19.266
2022-08-29,19.3377
2022-08-30,19.1366
2022-08-31,19.045
2022-09-01,19.1645
2022-09-02,19.037
2022-09-03,19.037
2022-09-04,19.037
2022-09-05,19.037
2022-09-06,18.9514
2022-09-07,19.1306
2022-09-08,18.8478
2022-09-09,18.9096
2022-09-10,18.9096
2022-09-11,18.9096
2022-09-12,19.0251
2022-09-13,18.6627
2022-09-14,18.6009
2022-09-15,18.5671
2022-09-16,18.7144
2022-09-17,18.7144
2022-09-18,18.7144
2022-09-19,18.7941
2022-09-20,18.7921
2022-09-21,19.0788
2022-09-22,19.2182
2022-09-23,19.1047
2022-09-24,19.1047
2022-09-25,19.1047
2022-09-26,19.0828
2022-09-27,18.8976
2022-09-28,19.045
2022-09-29,18.802
2022-09-30,19.0609
2022-10-01,19.0609
2022-10-02,19.0609
2022-10-03,19.3553
2022-10-04,19.5746
2022-10-05,19.5265
2022-10-06,19.1403
2022-10-07,19.0589
2022-10-08,19.0589
2022-10-09,19.0589
2022-10-10,19.3094
2022-10-11,19.5412
2022-10-12,19.5558
2022-10-13,19.7896
2022-10-14,19.5453
2022-10-15,19.5453
2022-10-16,19.5453
2022-10-17,19.5954
2022-10-18,19.8606
2022-10-19,19.8794
2022-10-20,19.4994
2022-10-21,19.5996
2022-10-22,19.5996
2022-10-23,19.5996
2022-10-24,19.7917
2022-10-25,19.9859
2022-10-26,19.9358
2022-10-27,20.2322
2022-10-28,20.5496
2022-10-29,20.5496
2022-10-30,20.5496
2022-10-31,20.5559
2022-11-01,20.3826
2022-11-02,20.3471
2022-11-03,19.0795
2022-11-04,19.1528
2022-11-05,19.1528
2022-11-06,19.1528
2022-11-07,19.4524
2022-11-08,19.4796
2022-11-09,19.3916
2022-11-10,19.3958
2022-11-11,18.9684
2022-11-12,18.9684
2022-11-13,18.9684
2022-11-14,19.048
2022-11-15,19.0459
2022-11-16,19.2617
2022-11-17,19.1884
2022-11-18,19.3099
2022-11-19,19.3099
2022-11-20,19.3099
2022-11-21,19.5613
2022-11-22,19.6074
2022-11-23,19.708
2022-11-24,19.708
2022-11-25,19.7687
2022-11-26,19.7687
2022-11-27,19.7687
2022-11-28,19.752
2022-11-29,19.6849
2022-11-30,19.8002
2022-12-01,19.8525
2022-12-02,19.9845
2022-12-03,19.9845
2022-12-04,19.9845
2022-12-05,19.884
2022-12-06,19.8253
2022-12-07,19.9971
2022-12-08,19.907
2022-12-09,19.6724
2022-12-10,19.6724
2022-12-11,19.6724
2022-12-12,20.0285
2022-12-13,19.9489
2022-12-14,19.9615
2022-12-15,19.708
2022-12-16,19.4524
2022-12-17,19.4524
2022-12-18,19.4524
2022-12-19,19.4985
2022-12-20,19.3874
2022-12-21,19.5613
2022-12-22,19.532
2022-12-23,19.6388
2022-12-24,19.6388
2022-12-25,19.6388
2022-12-26,19.6388
2022-12-27,19.7415
2022-12-28,19.5425
2022-12-29,19.4901
2022-12-30,20.3076
2022-12-31,20.3076
2023-01-01,20.3076
2023-01-02,20.3076
2023-01-03,20.3141
2023-01-04,20.1958
2023-01-05,20.1804
2023-01-06,20.5728
2023-01-07,20.5728
2023-01-08,20.5728
2023-01-09,20.3382
2023-01-10,20.2002
2023-01-11,20.2155
2023-01-12,20.0884
2023-01-13,20.0358
2023-01-14,20.0358
2023-01-15,20.0358
2023-01-16,20.0358
2023-01-17,19.9744
2023-01-18,19.4505
2023-01-19,19.4461
2023-01-20,19.4878
2023-01-21,19.4878
2023-01-22,19.4878
2023-01-23,19.4418
2023-01-24,19.525
2023-01-25,19.6018
2023-01-26,19.4922
2023-01-27,19.5097
2023-01-28,19.5097
2023-01-29,19.5097
2023-01-30,19.6171
2023-01-31,19.7245
2023-02-01,19.6544
2023-02-02,19.5163
2023-02-03,19.5119
2023-02-04,19.5119
2023-02-05,19.5119
2023-02-06,19.8188
2023-02-07,19.5974
2023-02-08,19.422
2023-02-09,19.4067
2023-02-10,19.5294
2023-02-11,19.5294
2023-02-12,19.5294
2023-02-13,19.6807
2023-02-14,19.422
2023-02-15,19.4176
2023-02-16,19.3431
2023-02-17,19.6807
2023-02-18,19.6807
2023-02-19,19.6807
2023-02-20,19.6807
2023-02-21,19.8211
2023-02-22,19.6653
2023-02-23,19.6675
2023-02-24,19.5511
2023-02-25,19.5511
2023-02-26,19.5511
2023-02-27,19.5138
2023-02-28,19.1691
2023-03-01,19.0198
2023-03-02,19.0988
2023-03-03,19.0725
2023-03-04,19.0725
2023-03-05,19.0725
2023-03-06,19.0197
2023-03-07,18.8965
2023-03-08,18.9361
2023-03-09,18.804
2023-03-10,18.7534
2023-03-11,18.7534
2023-03-12,18.7534
2023-03-13,18.8348
2023-03-14,18.9207
2023-03-15,19.0549
2023-03-16,18.9911
2023-03-17,18.9405
2023-03-18,18.9405
2023-03-19,18.9405
2023-03-20,19.0021
