,VECO US Equity
2023-06-15,23.7168
2023-06-16,23.8099
2023-06-17,23.8099
2023-06-18,23.8099
2023-06-19,23.8099
2023-06-20,24.1356
2023-06-21,23.8657
2023-06-22,23.8843
2023-06-23,23.2328
2023-06-24,23.2328
2023-06-25,23.2328
2023-06-26,23.3259
2023-06-27,24.2287
2023-06-28,23.9867
2023-06-29,24.5079
2023-06-30,23.9749
2023-07-01,23.9749
2023-07-02,23.9749
2023-07-03,24.0849
2023-07-04,24.0849
2023-07-05,23.2048
2023-07-06,22.7648
2023-07-07,22.6456
2023-07-08,22.6456
2023-07-09,22.6456
2023-07-10,22.8748
2023-07-11,22.5631
2023-07-12,22.5814
2023-07-13,24.0208
2023-07-14,24.0024
2023-07-15,24.0024
2023-07-16,24.0024
2023-07-17,24.9192
2023-07-18,25.1117
2023-07-19,24.7633
2023-07-20,24.0391
2023-07-21,24.635
2023-07-22,24.635
2023-07-23,24.635
2023-07-24,24.5525
2023-07-25,24.7908
2023-07-26,24.69
2023-07-27,25.1667
2023-07-28,25.6709
2023-07-29,25.6709
2023-07-30,25.6709
2023-07-31,26.2485
2023-08-01,26.7435
2023-08-02,26.5418
2023-08-03,26.881
2023-08-04,26.3035
2023-08-05,26.3035
2023-08-06,26.3035
2023-08-07,28.602
2023-08-08,30.5306
2023-08-09,31.0702
2023-08-10,30.7904
2023-08-11,30.3907
2023-08-12,30.3907
2023-08-13,30.3907
2023-08-14,30.8603
2023-08-15,30.0909
2023-08-16,29.1416
2023-08-17,28.4821
2023-08-18,28.6619
2023-08-19,28.6619
2023-08-20,28.6619
2023-08-21,29.0217
2023-08-22,28.7719
2023-08-23,29.0716
2023-08-24,28.3122
2023-08-25,28.4821
2023-08-26,28.4821
2023-08-27,28.4821
2023-08-28,28.3222
2023-08-29,28.9817
2023-08-30,29.5313
2023-08-31,29.6013
2023-09-01,30.3907
2023-09-02,30.3907
2023-09-03,30.3907
2023-09-04,30.3907
2023-09-05,29.1316
2023-09-06,29.2915
2023-09-07,29.0916
2023-09-08,28.622
2023-09-09,28.622
2023-09-10,28.622
2023-09-11,28.3722
2023-09-12,27.9625
2023-09-13,28.4321
2023-09-14,28.7819
2023-09-15,27.0631
2023-09-16,27.0631
2023-09-17,27.0631
2023-09-18,27.3029
2023-09-19,27.2929
2023-09-20,26.9632
2023-09-21,26.6734
2023-09-22,26.8633
2023-09-23,26.8633
2023-09-24,26.8633
2023-09-25,27.3429
2023-09-26,26.9932
2023-09-27,27.7426
2023-09-28,28.582
2023-09-29,26.3186
2023-09-30,26.3186
2023-10-01,26.3186
2023-10-02,25.673
2023-10-03,25.1566
2023-10-04,25.3503
2023-10-05,25.2765
2023-10-06,25.6085
2023-10-07,25.6085
2023-10-08,25.6085
2023-10-09,25.5439
2023-10-10,25.8022
2023-10-11,25.9313
2023-10-12,26.6045
2023-10-13,25.8114
2023-10-14,25.8114
2023-10-15,25.8114
2023-10-16,25.2211
2023-10-17,25.258
2023-10-18,24.9998
2023-10-19,24.2159
2023-10-20,23.5242
2023-10-21,23.5242
2023-10-22,23.5242
2023-10-23,23.3766
2023-10-24,23.6164
2023-10-25,23.1645
2023-10-26,22.934
2023-10-27,22.6757
2023-10-28,22.6757
2023-10-29,22.6757
2023-10-30,22.3806
2023-10-31,22.4728
2023-11-01,22.8233
2023-11-02,23.3305
2023-11-03,23.7455
2023-11-04,23.7455
2023-11-05,23.7455
2023-11-06,23.3198
2023-11-07,25.284
2023-11-08,24.7768
2023-11-09,25.118
2023-11-10,26.0126
2023-11-11,26.0126
2023-11-12,26.0126
2023-11-13,25.8834
2023-11-14,26.3261
2023-11-15,26.1785
2023-11-16,26.2892
2023-11-17,26.5751
2023-11-18,26.5751
2023-11-19,26.5751
2023-11-20,27.3128
2023-11-21,27.0085
2023-11-22,27.2022
2023-11-23,27.2022
2023-11-24,27.1376
2023-11-25,27.1376
2023-11-26,27.1376
2023-11-27,27.4235
2023-11-28,26.9347
2023-11-29,26.7595
2023-11-30,26.7042
2023-12-01,26.8333
2023-12-02,26.8333
2023-12-03,26.8333
2023-12-04,26.3814
2023-12-05,26.0126
2023-12-06,26.0126
2023-12-07,26.363
2023-12-08,26.5935
2023-12-09,26.5935
2023-12-10,26.5935
2023-12-11,27.1837
2023-12-12,27.7739
2023-12-13,27.8108
2023-12-14,28.8068
2023-12-15,28.899
2023-12-16,28.899
2023-12-17,28.899
2023-12-18,28.9451
2023-12-19,29.2494
2023-12-20,28.2535
2023-12-21,28.9543
2023-12-22,29.3509
2023-12-23,29.3509
2023-12-24,29.3509
2023-12-25,29.3509
2023-12-26,29.5814
2023-12-27,29.4707
2023-12-28,29.2771
2023-12-29,24.3833
2023-12-30,24.3833
2023-12-31,24.3833
2024-01-01,24.3833
2024-01-02,23.9994
2024-01-03,22.9103
2024-01-04,22.5733
2024-01-05,22.4401
2024-01-06,22.4401
2024-01-07,22.4401
2024-01-08,22.6674
2024-01-09,22.3383
2024-01-10,22.1267
2024-01-11,22.0875
2024-01-12,22.2834
2024-01-13,22.2834
2024-01-14,22.2834
2024-01-15,22.2834
2024-01-16,23.4196
2024-01-17,23.6468
2024-01-18,24.8456
2024-01-19,25.5664
2024-01-20,25.5664
2024-01-21,25.5664
2024-01-22,26.2168
2024-01-23,25.872
2024-01-24,26.1541
2024-01-25,26.0914
2024-01-26,25.4959
2024-01-27,25.4959
2024-01-28,25.4959
2024-01-29,25.6526
2024-01-30,25.5351
2024-01-31,25.0493
2024-02-01,25.4019
2024-02-02,25.5586
2024-02-03,25.5586
2024-02-04,25.5586
2024-02-05,25.7075
2024-02-06,24.9083
2024-02-07,24.9474
2024-02-08,25.7075
2024-02-09,26.8201
2024-02-10,26.8201
2024-02-11,26.8201
2024-02-12,27.2589
2024-02-13,26.8436
2024-02-14,27.729
2024-02-15,27.8622
2024-02-16,27.8747
2024-02-17,27.8747
2024-02-18,27.8747
2024-02-19,27.8747
2024-02-20,26.5577
2024-02-21,26.6048
2024-02-22,27.5297
2024-02-23,27.5454
2024-02-24,27.5454
2024-02-25,27.5454
2024-02-26,28.0001
2024-02-27,27.8433
2024-02-28,27.4749
2024-02-29,28.4547
2024-03-01,28.9956
2024-03-02,28.9956
2024-03-03,28.9956
2024-03-04,28.9878
2024-03-05,28.2823
2024-03-06,28.5253
2024-03-07,28.9329
2024-03-08,28.1568
2024-03-09,28.1568
2024-03-10,28.1568
2024-03-11,27.2789
2024-03-12,27.5846
2024-03-13,27.1143
2024-03-14,26.691
2024-03-15,26.5185
2024-03-16,26.5185
2024-03-17,26.5185
2024-03-18,26.8713
2024-03-19,26.5969
2024-03-20,27.2632
2024-03-21,27.6552
2024-03-22,27.6677
2024-03-23,27.6677
2024-03-24,27.6677
2024-03-25,27.4719
2024-03-26,27.0255
2024-03-27,27.3701
2024-03-28,27.6129
2024-03-29,27.6129
2024-03-30,27.6129
2024-03-31,27.6129
2024-04-01,28.0279
2024-04-02,27.2605
2024-04-03,27.7225
2024-04-04,27.0333
2024-04-05,27.3231
2024-04-06,27.3231
2024-04-07,27.3231
2024-04-08,27.9731
