,EOG US Equity
2020-06-25,11.1681
2020-06-26,10.77
2020-06-27,10.77
2020-06-28,10.77
2020-06-29,10.9498
2020-06-30,49.8975
2020-07-01,49.1944
2020-07-02,49.7744
2020-07-03,49.7744
2020-07-04,49.7744
2020-07-05,49.7744
2020-07-06,49.6778
2020-07-07,47.6565
2020-07-08,47.0676
2020-07-09,44.3433
2020-07-10,45.2748
2020-07-11,45.2748
2020-07-12,45.2748
2020-07-13,44.8793
2020-07-14,46.927
2020-07-15,47.0852
2020-07-16,47.4016
2020-07-17,46.8216
2020-07-18,46.8216
2020-07-19,46.8216
2020-07-20,47.2961
2020-07-21,49.6866
2020-07-22,49.4844
2020-07-23,48.3068
2020-07-24,48.4738
2020-07-25,48.4738
2020-07-26,48.4738
2020-07-27,48.0519
2020-07-28,46.9182
2020-07-29,47.9992
2020-07-30,46.3118
2020-07-31,46.5491
2020-08-01,46.5491
2020-08-02,46.5491
2020-08-03,46.1273
2020-08-04,47.964
2020-08-05,49.9766
2020-08-06,50.1148
2020-08-07,48.2862
2020-08-08,48.2862
2020-08-09,48.2862
2020-08-10,49.7368
2020-08-11,48.8225
2020-08-12,48.5324
2020-08-13,47.0642
2020-08-14,47.5477
2020-08-15,47.5477
2020-08-16,47.5477
2020-08-17,46.2906
2020-08-18,46.1235
2020-08-19,45.473
2020-08-20,44.1455
2020-08-21,43.5213
2020-08-22,43.5213
2020-08-23,43.5213
2020-08-24,44.3477
2020-08-25,44.3917
2020-08-26,43.407
2020-08-27,44.8928
2020-08-28,46.0005
2020-08-29,46.0005
2020-08-30,46.0005
2020-08-31,45.2356
2020-09-01,45.1213
2020-09-02,43.7938
2020-09-03,43.2927
2020-09-04,43.3015
2020-09-05,43.3015
2020-09-06,43.3015
2020-09-07,43.3015
2020-09-08,41.2707
2020-09-09,42.1762
2020-09-10,38.7828
2020-09-11,39.7059
2020-09-12,39.7059
2020-09-13,39.7059
2020-09-14,39.8114
2020-09-15,39.3015
2020-09-16,41.2971
2020-09-17,41.5872
2020-09-18,41.1652
2020-09-19,41.1652
2020-09-20,41.1652
2020-09-21,39.4949
2020-09-22,39.1784
2020-09-23,37.3586
2020-09-24,37.596
2020-09-25,38.2993
2020-09-26,38.2993
2020-09-27,38.2993
2020-09-28,38.2905
2020-09-29,37.1916
2020-09-30,37.1916
2020-10-01,37.1916
2020-10-02,37.1916
2020-10-03,37.1916
2020-10-04,37.1916
2020-10-05,37.1916
2020-10-06,37.1916
2020-10-07,37.1916
2020-10-08,37.1916
2020-10-09,37.1916
2020-10-10,37.1916
2020-10-11,37.1916
2020-10-12,37.1916
2020-10-13,37.1916
2020-10-14,37.1916
2020-10-15,37.1916
2020-10-16,37.1916
2020-10-17,37.1916
2020-10-18,37.1916
2020-10-19,37.1916
2020-10-20,37.1916
2020-10-21,37.1916
2020-10-22,37.1916
2020-10-23,37.1916
2020-10-24,37.1916
2020-10-25,37.1916
2020-10-26,37.1916
2020-10-27,37.1916
2020-10-28,37.1916
2020-10-29,37.1916
2020-10-30,37.1916
2020-10-31,37.1916
2020-11-01,37.1916
2020-11-02,37.1916
2020-11-03,37.1916
2020-11-04,37.1916
2020-11-05,37.1916
2020-11-06,37.1916
2020-11-07,37.1916
2020-11-08,37.1916
2020-11-09,37.1916
2020-11-10,37.1916
2020-11-11,37.1916
2020-11-12,37.1916
2020-11-13,37.1916
2020-11-14,37.1916
2020-11-15,37.1916
2020-11-16,37.1916
2020-11-17,37.1916
2020-11-18,37.1916
2020-11-19,37.1916
2020-11-20,37.1916
2020-11-21,37.1916
2020-11-22,37.1916
2020-11-23,37.1916
2020-11-24,37.1916
2020-11-25,37.1916
2020-11-26,37.1916
2020-11-27,37.1916
2020-11-28,37.1916
2020-11-29,37.1916
2020-11-30,37.1916
2020-12-01,37.1916
2020-12-02,37.1916
2020-12-03,37.1916
2020-12-04,37.1916
2020-12-05,37.1916
2020-12-06,37.1916
2020-12-07,37.1916
2020-12-08,37.1916
2020-12-09,37.1916
2020-12-10,37.1916
2020-12-11,37.1916
2020-12-12,37.1916
2020-12-13,37.1916
2020-12-14,37.1916
2020-12-15,37.1916
2020-12-16,37.1916
2020-12-17,37.1916
2020-12-18,37.1916
2020-12-19,37.1916
2020-12-20,37.1916
2020-12-21,37.1916
2020-12-22,37.1916
2020-12-23,37.1916
2020-12-24,37.1916
2020-12-25,37.1916
2020-12-26,37.1916
2020-12-27,37.1916
2020-12-28,37.1916
2020-12-29,37.1916
2020-12-30,37.1916
2020-12-31,37.1916
2021-01-01,37.1916
2021-01-02,37.1916
2021-01-03,37.1916
2021-01-04,37.1916
2021-01-05,37.1916
2021-01-06,37.1916
2021-01-07,37.1916
2021-01-08,37.1916
2021-01-09,37.1916
2021-01-10,37.1916
2021-01-11,37.1916
2021-01-12,37.1916
2021-01-13,37.1916
2021-01-14,37.1916
2021-01-15,37.1916
2021-01-16,37.1916
2021-01-17,37.1916
2021-01-18,37.1916
2021-01-19,37.1916
2021-01-20,37.1916
2021-01-21,37.1916
2021-01-22,37.1916
2021-01-23,37.1916
2021-01-24,37.1916
2021-01-25,37.1916
2021-01-26,37.1916
2021-01-27,37.1916
2021-01-28,37.1916
2021-01-29,37.1916
2021-01-30,37.1916
2021-01-31,37.1916
2021-02-01,37.1916
2021-02-02,37.1916
2021-02-03,37.1916
2021-02-04,37.1916
2021-02-05,37.1916
2021-02-06,37.1916
2021-02-07,37.1916
2021-02-08,37.1916
2021-02-09,37.1916
2021-02-10,37.1916
2021-02-11,37.1916
2021-02-12,37.1916
2021-02-13,37.1916
2021-02-14,37.1916
2021-02-15,37.1916
2021-02-16,37.1916
2021-02-17,37.1916
2021-02-18,37.1916
2021-02-19,37.1916
2021-02-20,37.1916
2021-02-21,37.1916
2021-02-22,37.1916
2021-02-23,37.1916
2021-02-24,37.1916
2021-02-25,37.1916
2021-02-26,37.1916
2021-02-27,37.1916
2021-02-28,37.1916
2021-03-01,37.1916
2021-03-02,37.1916
2021-03-03,37.1916
2021-03-04,37.1916
2021-03-05,37.1916
2021-03-06,37.1916
2021-03-07,37.1916
2021-03-08,37.1916
2021-03-09,37.1916
2021-03-10,37.1916
2021-03-11,37.1916
2021-03-12,37.1916
2021-03-13,37.1916
2021-03-14,37.1916
2021-03-15,37.1916
2021-03-16,37.1916
2021-03-17,37.1916
2021-03-18,37.1916
2021-03-19,37.1916
2021-03-20,37.1916
2021-03-21,37.1916
2021-03-22,37.1916
2021-03-23,37.1916
2021-03-24,37.1916
2021-03-25,37.1916
2021-03-26,37.1916
2021-03-27,37.1916
2021-03-28,37.1916
2021-03-29,37.1916
2021-03-30,37.1916
2021-03-31,143.0513
2021-04-01,148.3417
2021-04-02,148.3417
2021-04-03,148.3417
2021-04-04,148.3417
2021-04-05,141.658
2021-04-06,142.6182
2021-04-07,144.501
2021-04-08,142.4111
2021-04-09,141.6204
2021-04-10,141.6204
2021-04-11,141.6204
2021-04-12,138.4762
2021-04-13,139.041
2021-04-14,146.0448
2021-04-15,143.6161
2021-04-16,139.2481
2021-04-17,139.2481
2021-04-18,139.2481
2021-04-19,140.7167
2021-04-20,135.5957
2021-04-21,136.3299
2021-04-22,135.1815
2021-04-23,136.5182
2021-04-24,136.5182
2021-04-25,136.5182
2021-04-26,137.9679
2021-04-27,141.4509
2021-04-28,147.664
2021-04-29,149.4526
2021-04-30,145.1411
2021-05-01,145.1411
2021-05-02,145.1411
2021-05-03,149.5279
2021-05-04,147.7204
2021-05-05,150.9211
2021-05-06,151.4294
2021-05-07,162.9406
2021-05-08,162.9406
2021-05-09,162.9406
2021-05-10,165.6704
2021-05-11,161.1333
2021-05-12,159.6649
2021-05-13,156.3139
2021-05-14,161.9993
2021-05-15,161.9993
2021-05-16,161.9993
2021-05-17,166.7058
2021-05-18,162.6959
2021-05-19,158.1212
2021-05-20,158.0835
2021-05-21,157.2363
2021-05-22,157.2363
2021-05-23,157.2363
2021-05-24,157.3681
2021-05-25,154.6195
2021-05-26,156.3515
2021-05-27,157.7258
2021-05-28,157.7446
2021-05-29,157.7446
2021-05-30,157.7446
2021-05-31,157.7446
2021-06-01,165.7457
2021-06-02,167.0258
2021-06-03,169.925
2021-06-04,171.1487
2021-06-05,171.1487
2021-06-06,171.1487
2021-06-07,170.3392
2021-06-08,171.0169
2021-06-09,168.0424
2021-06-10,168.7202
2021-06-11,167.3459
2021-06-12,167.3459
2021-06-13,167.3459
2021-06-14,166.254
2021-06-15,167.6471
2021-06-16,165.9716
2021-06-17,159.7967
2021-06-18,155.8056
2021-06-19,155.8056
2021-06-20,155.8056
2021-06-21,166.4987
2021-06-22,166.4234
2021-06-23,167.8354
2021-06-24,168.5696
2021-06-25,171.5064
2021-06-26,171.5064
2021-06-27,171.5064
2021-06-28,162.6959
2021-06-29,161.4533
2021-06-30,19.546
2021-07-01,20.1255
2021-07-02,20.0755
2021-07-03,20.0755
2021-07-04,20.0755
2021-07-05,20.0755
2021-07-06,19.6096
2021-07-07,19.0119
2021-07-08,18.7392
2021-07-09,19.3528
2021-07-10,19.3528
2021-07-11,19.3528
2021-07-12,19.5141
2021-07-13,19.3846
2021-07-14,18.6869
2021-07-15,17.8983
2021-07-16,17.3802
2021-07-17,17.3802
2021-07-18,17.3802
2021-07-19,16.5688
2021-07-20,16.8325
2021-07-21,17.4438
2021-07-22,17.3324
2021-07-23,17.062
2021-07-24,17.062
2021-07-25,17.062
2021-07-26,17.4392
2021-07-27,17.112
2021-07-28,17.2415
2021-07-29,17.3347
2021-07-30,17.1415
2021-07-31,17.1415
2021-08-01,17.1415
2021-08-02,16.8597
2021-08-03,17.3279
2021-08-04,16.6668
2021-08-05,16.6668
2021-08-06,16.71
2021-08-07,16.71
2021-08-08,16.71
2021-08-09,16.3576
2021-08-10,16.2098
2021-08-11,16.3758
2021-08-12,16.4508
2021-08-13,16.0438
2021-08-14,16.0438
2021-08-15,16.0438
2021-08-16,15.5709
2021-08-17,15.5823
2021-08-18,15.4436
2021-08-19,15.1935
2021-08-20,15.2412
2021-08-21,15.2412
2021-08-22,15.2412
2021-08-23,15.962
2021-08-24,16.1461
2021-08-25,16.2098
2021-08-26,15.9142
2021-08-27,16.4144
2021-08-28,16.4144
2021-08-29,16.4144
2021-08-30,15.9051
2021-08-31,15.9347
2021-09-01,15.6709
2021-09-02,16.1257
2021-09-03,16.0415
2021-09-04,16.0415
2021-09-05,16.0415
2021-09-06,16.0415
2021-09-07,15.9688
2021-09-08,15.8574
2021-09-09,15.896
2021-09-10,15.8483
2021-09-11,15.8483
2021-09-12,15.8483
2021-09-13,16.519
2021-09-14,16.3894
2021-09-15,17.7058
2021-09-16,17.4011
2021-09-17,17.4648
2021-09-18,17.4648
2021-09-19,17.4648
2021-09-20,16.8464
2021-09-21,17.001
2021-09-22,17.5444
2021-09-23,18.0605
2021-09-24,18.3401
2021-09-25,18.3401
2021-09-26,18.3401
2021-09-27,19.1836
2021-09-28,19.1655
2021-09-29,19.3564
2021-09-30,11.9224
2021-10-01,12.4482
2021-10-02,12.4482
2021-10-03,12.4482
2021-10-04,12.8079
2021-10-05,12.909
2021-10-06,12.8325
2021-10-07,12.7198
2021-10-08,13.4045
2021-10-09,13.4045
2021-10-10,13.4045
2021-10-11,13.351
2021-10-12,13.3452
2021-10-13,13.3871
2021-10-14,13.4102
2021-10-15,13.273
2021-10-16,13.273
2021-10-17,13.273
2021-10-18,13.2282
2021-10-19,13.351
2021-10-20,13.7757
2021-10-21,13.4579
2021-10-22,13.6168
2021-10-23,13.6168
2021-10-24,13.6168
2021-10-25,13.9115
2021-10-26,14.0502
2021-10-27,13.767
2021-10-28,13.8783
2021-10-29,13.6833
2021-10-30,13.6833
2021-10-31,13.6833
2021-11-01,13.8277
2021-11-02,13.7353
2021-11-03,13.4651
2021-11-04,13.4856
2021-11-05,14.0964
2021-11-06,14.0964
2021-11-07,14.0964
2021-11-08,14.3671
2021-11-09,14.3845
2021-11-10,13.9763
2021-11-11,14.0675
2021-11-12,14.0559
2021-11-13,14.0559
2021-11-14,14.0559
2021-11-15,13.8185
2021-11-16,13.6303
2021-11-17,13.3669
2021-11-18,13.3003
2021-11-19,12.73
2021-11-20,12.73
2021-11-21,12.73
2021-11-22,12.8791
2021-11-23,13.6101
2021-11-24,13.7968
2021-11-25,13.7968
2021-11-26,12.9818
2021-11-27,12.9818
2021-11-28,12.9818
2021-11-29,13.1222
2021-11-30,12.921
2021-12-01,12.6822
2021-12-02,12.8573
2021-12-03,12.7748
2021-12-04,12.7748
2021-12-05,12.7748
2021-12-06,13.0035
2021-12-07,13.4364
2021-12-08,13.3669
2021-12-09,13.1932
2021-12-10,13.309
2021-12-11,13.309
2021-12-12,13.309
2021-12-13,13.0701
2021-12-14,12.675
2021-12-15,12.604
2021-12-16,12.8038
2021-12-17,12.4868
2021-12-18,12.4868
2021-12-19,12.4868
2021-12-20,12.426
2021-12-21,12.8269
2021-12-22,12.9529
2021-12-23,12.9471
2021-12-24,12.9471
2021-12-25,12.9471
2021-12-26,12.9471
2021-12-27,13.4682
2021-12-28,13.3871
2021-12-29,13.3336
2021-12-30,13.2366
2021-12-31,8.6318
2022-01-01,8.6318
2022-01-02,8.6318
2022-01-03,8.8553
2022-01-04,9.257
2022-01-05,9.0892
2022-01-06,9.2733
2022-01-07,9.5265
2022-01-08,9.5265
2022-01-09,9.5265
2022-01-10,9.5169
2022-01-11,9.9138
2022-01-12,9.9685
2022-01-13,9.8947
2022-01-14,10.2427
2022-01-15,10.2427
2022-01-16,10.2427
2022-01-17,10.2427
2022-01-18,10.2466
2022-01-19,10.1948
2022-01-20,10.0385
2022-01-21,9.7633
2022-01-22,9.7633
2022-01-23,9.7633
2022-01-24,9.9244
2022-01-25,10.3683
2022-01-26,10.4249
2022-01-27,10.6378
2022-01-28,10.633
2022-01-29,10.633
2022-01-30,10.633
2022-01-31,10.8036
2022-02-01,10.9666
2022-02-02,10.9417
2022-02-03,10.8324
2022-02-04,11.0165
2022-02-05,11.0165
2022-02-06,11.0165
2022-02-07,11.1114
2022-02-08,10.8084
2022-02-09,10.9791
2022-02-10,10.9168
2022-02-11,11.309
2022-02-12,11.309
2022-02-13,11.309
2022-02-14,10.9887
2022-02-15,10.748
2022-02-16,10.8314
2022-02-17,10.911
2022-02-18,10.8171
2022-02-19,10.8171
2022-02-20,10.8171
2022-02-21,10.8171
2022-02-22,10.6167
2022-02-23,10.6934
2022-02-24,10.6773
2022-02-25,10.4067
2022-02-26,10.4067
2022-02-27,10.4067
2022-02-28,11.1397
2022-03-01,11.2826
2022-03-02,11.3143
2022-03-03,11.2711
2022-03-04,11.5071
2022-03-05,11.5071
2022-03-06,11.5071
2022-03-07,11.6414
2022-03-08,11.417
2022-03-09,11.0294
2022-03-10,11.615
2022-03-11,11.308
2022-03-12,11.308
2022-03-13,11.308
2022-03-14,11.2274
2022-03-15,11.0336
2022-03-16,10.9549
2022-03-17,11.4221
2022-03-18,11.2235
2022-03-19,11.2235
2022-03-20,11.2235
2022-03-21,11.8625
2022-03-22,11.7061
2022-03-23,11.967
2022-03-24,11.7234
2022-03-25,12.0591
2022-03-26,12.0591
2022-03-27,12.0591
2022-03-28,11.709
2022-03-29,11.6869
2022-03-30,11.731
2022-03-31,12.4403
2022-04-01,12.553
2022-04-02,12.553
2022-04-03,12.553
2022-04-04,12.6042
2022-04-05,12.297
2022-04-06,12.3605
2022-04-07,12.5827
2022-04-08,13.2238
2022-04-09,13.2238
2022-04-10,13.2238
2022-04-11,12.6564
2022-04-12,12.9872
2022-04-13,12.8838
2022-04-14,12.8203
2022-04-15,12.8203
2022-04-16,12.8203
2022-04-17,12.8203
2022-04-18,12.8592
2022-04-19,12.6994
2022-04-20,12.7947
2022-04-21,12.467
2022-04-22,12.1218
2022-04-23,12.1218
2022-04-24,12.1218
2022-04-25,11.6763
2022-04-26,11.6579
2022-04-27,11.7829
2022-04-28,12.2908
2022-04-29,12.1874
2022-04-30,12.1874
2022-05-01,12.1874
2022-05-02,12.1413
2022-05-03,12.597
2022-05-04,13.0077
2022-05-05,12.8764
2022-05-06,13.7782
2022-05-07,13.7782
2022-05-08,13.7782
2022-05-09,12.3149
2022-05-10,12.4809
2022-05-11,12.6582
2022-05-12,12.5783
2022-05-13,12.9646
2022-05-14,12.9646
2022-05-15,12.9646
2022-05-16,13.1777
2022-05-17,13.2863
2022-05-18,12.7904
2022-05-19,12.7002
2022-05-20,12.7361
2022-05-21,12.7361
2022-05-22,12.7361
2022-05-23,13.3529
2022-05-24,13.4738
2022-05-25,13.8653
2022-05-26,13.9319
2022-05-27,14.2526
2022-05-28,14.2526
2022-05-29,14.2526
2022-05-30,14.2526
2022-05-31,14.2639
2022-06-01,14.5682
2022-06-02,14.518
2022-06-03,14.8295
2022-06-04,14.8295
2022-06-05,14.8295
2022-06-06,14.6891
2022-06-07,15.183
2022-06-08,15.1636
2022-06-09,14.8305
2022-06-10,14.9853
2022-06-11,14.9853
2022-06-12,14.9853
2022-06-13,13.8304
2022-06-14,13.6798
2022-06-15,13.2904
2022-06-16,12.4809
2022-06-17,11.6724
2022-06-18,11.6724
2022-06-19,11.6724
2022-06-20,11.6724
2022-06-21,12.2852
2022-06-22,11.5802
2022-06-23,11.2113
2022-06-24,11.5618
2022-06-25,11.5618
2022-06-26,11.5618
2022-06-27,11.8866
2022-06-28,12.3528
2022-06-29,11.8313
2022-06-30,8.985
2022-07-01,9.0778
2022-07-02,9.0778
2022-07-03,9.0778
2022-07-04,9.0778
2022-07-05,8.543
2022-07-06,8.2355
2022-07-07,8.5627
2022-07-08,8.5981
2022-07-09,8.5981
2022-07-10,8.5981
2022-07-11,8.455
2022-07-12,8.1239
2022-07-13,8.116
2022-07-14,7.7802
2022-07-15,7.9501
2022-07-16,7.9501
2022-07-17,7.9501
2022-07-18,8.127
2022-07-19,8.4487
2022-07-20,8.602
2022-07-21,8.4439
2022-07-22,8.2426
2022-07-23,8.2426
2022-07-24,8.2426
2022-07-25,8.5949
2022-07-26,8.4589
2022-07-27,8.808
2022-07-28,8.7451
2022-07-29,9.0463
2022-07-30,9.0463
2022-07-31,9.0463
2022-08-01,8.7601
2022-08-02,8.7294
2022-08-03,8.4479
2022-08-04,8.1543
2022-08-05,8.72
2022-08-06,8.72
2022-08-07,8.72
2022-08-08,8.7342
2022-08-09,8.8168
2022-08-10,8.8758
2022-08-11,9.2338
2022-08-12,9.3086
2022-08-13,9.3086
2022-08-14,9.3086
2022-08-15,9.1347
2022-08-16,9.1449
2022-08-17,9.2456
2022-08-18,9.6627
2022-08-19,9.6438
2022-08-20,9.6438
2022-08-21,9.6438
2022-08-22,9.6556
2022-08-23,9.8822
2022-08-24,10.049
2022-08-25,10.1529
2022-08-26,10.1017
2022-08-27,10.1017
2022-08-28,10.1017
2022-08-29,10.2591
2022-08-30,9.8885
2022-08-31,9.8444
2022-09-01,9.6406
2022-09-02,9.8617
2022-09-03,9.8617
2022-09-04,9.8617
2022-09-05,9.8617
2022-09-06,9.7665
2022-09-07,9.5202
2022-09-08,9.6091
2022-09-09,10.0065
2022-09-10,10.0065
2022-09-11,10.0065
2022-09-12,10.2465
2022-09-13,9.9711
2022-09-14,10.2717
2022-09-15,9.9436
2022-09-16,9.8562
2022-09-17,9.8562
2022-09-18,9.8562
2022-09-19,9.776
2022-09-20,9.713
2022-09-21,9.6036
2022-09-22,9.6123
2022-09-23,8.886
2022-09-24,8.886
2022-09-25,8.886
2022-09-26,8.576
2022-09-27,8.5973
2022-09-28,9.0914
2022-09-29,9.189
2022-09-30,6.8209
2022-10-01,6.8209
2022-10-02,6.8209
2022-10-03,7.3194
2022-10-04,7.6379
2022-10-05,7.6932
2022-10-06,7.7814
2022-10-07,7.7765
2022-10-08,7.7765
2022-10-09,7.7765
2022-10-10,7.5486
2022-10-11,7.4878
2022-10-12,7.534
2022-10-13,7.7698
2022-10-14,7.3583
2022-10-15,7.3583
2022-10-16,7.3583
2022-10-17,7.3784
2022-10-18,7.5662
2022-10-19,7.9358
2022-10-20,8.0282
2022-10-21,8.2355
2022-10-22,8.2355
2022-10-23,8.2355
2022-10-24,8.2148
2022-10-25,8.0531
2022-10-26,8.1929
2022-10-27,8.1972
2022-10-28,8.1558
2022-10-29,8.1558
2022-10-30,8.1558
2022-10-31,8.3278
2022-11-01,8.3151
2022-11-02,8.2713
2022-11-03,8.4602
2022-11-04,8.6948
2022-11-05,8.6948
2022-11-06,8.6948
2022-11-07,8.9208
2022-11-08,9.0622
2022-11-09,8.5358
2022-11-10,8.6997
2022-11-11,8.9921
2022-11-12,8.9921
2022-11-13,8.9921
2022-11-14,8.9354
2022-11-15,9.0037
2022-11-16,8.7691
2022-11-17,8.8325
2022-11-18,8.6211
2022-11-19,8.6211
2022-11-20,8.6211
2022-11-21,8.5504
2022-11-22,8.8221
2022-11-23,8.7204
2022-11-24,8.7204
2022-11-25,8.7198
2022-11-26,8.7198
2022-11-27,8.7198
2022-11-28,8.3548
2022-11-29,8.6375
2022-11-30,8.6765
2022-12-01,8.5918
2022-12-02,8.4962
2022-12-03,8.4962
2022-12-04,8.4962
2022-12-05,8.2019
2022-12-06,7.815
2022-12-07,7.7157
2022-12-08,7.6188
2022-12-09,7.4421
2022-12-10,7.4421
2022-12-11,7.4421
2022-12-12,7.5878
2022-12-13,7.7949
2022-12-14,7.7017
2022-12-15,7.7443
2022-12-16,7.6919
2022-12-17,7.6919
2022-12-18,7.6919
2022-12-19,7.6773
2022-12-20,7.7358
2022-12-21,7.9503
2022-12-22,7.7242
2022-12-23,7.9868
2022-12-24,7.9868
2022-12-25,7.9868
2022-12-26,7.9868
2022-12-27,8.0764
2022-12-28,7.7912
2022-12-29,7.8662
2022-12-30,7.6324
2022-12-31,7.6324
2023-01-01,7.6324
2023-01-02,7.6324
2023-01-03,7.3336
2023-01-04,7.3283
2023-01-05,7.3295
2023-01-06,7.5116
2023-01-07,7.5116
2023-01-08,7.5116
2023-01-09,7.5281
2023-01-10,7.5198
2023-01-11,7.4751
2023-01-12,7.6872
2023-01-13,7.6289
2023-01-14,7.6289
2023-01-15,7.6289
2023-01-16,7.6289
2023-01-17,7.6642
2023-01-18,7.5894
2023-01-19,7.7367
2023-01-20,7.8228
2023-01-21,7.8228
2023-01-22,7.8228
2023-01-23,7.9071
2023-01-24,7.8234
2023-01-25,7.8081
2023-01-26,8.0102
2023-01-27,7.9354
2023-01-28,7.9354
2023-01-29,7.9354
2023-01-30,7.7845
2023-01-31,7.7933
2023-02-01,7.501
2023-02-02,7.3513
2023-02-03,7.3436
2023-02-04,7.3436
2023-02-05,7.3436
2023-02-06,7.2971
2023-02-07,7.5299
2023-02-08,7.5806
2023-02-09,7.4933
2023-02-10,7.9047
2023-02-11,7.9047
2023-02-12,7.9047
2023-02-13,7.854
2023-02-14,7.8452
2023-02-15,7.5741
2023-02-16,7.3743
2023-02-17,6.9782
2023-02-18,6.9782
2023-02-19,6.9782
2023-02-20,6.9782
2023-02-21,7.0259
2023-02-22,6.9281
2023-02-23,7.0476
2023-02-24,6.7368
2023-02-25,6.7368
2023-02-26,6.7368
2023-02-27,6.7657
2023-02-28,6.6637
2023-03-01,6.958
2023-03-02,7.1225
2023-03-03,7.1797
2023-03-04,7.1797
2023-03-05,7.1797
2023-03-06,7.129
2023-03-07,6.9727
2023-03-08,6.9474
2023-03-09,6.7805
2023-03-10,6.6142
2023-03-11,6.6142
2023-03-12,6.6142
2023-03-13,6.4325
2023-03-14,6.4384
2023-03-15,5.9832
2023-03-16,6.1601
2023-03-17,6.0581
