,UTL US Equity
2023-03-18,18.3204
2023-03-19,18.3204
2023-03-20,18.66
2023-03-21,18.5821
2023-03-22,18.3044
2023-03-23,18.1206
2023-03-24,18.5461
2023-03-25,18.5461
2023-03-26,18.5461
2023-03-27,18.5781
2023-03-28,18.678
2023-03-29,18.7499
2023-03-30,18.8178
2023-03-31,18.4245
2023-04-01,18.4245
2023-04-02,18.4245
2023-04-03,18.4799
2023-04-04,18.5926
2023-04-05,18.9078
2023-04-06,18.967
2023-04-07,18.967
2023-04-08,18.967
2023-04-09,18.967
2023-04-10,18.7321
2023-04-11,18.6767
2023-04-12,18.8276
2023-04-13,18.7454
2023-04-14,18.5907
2023-04-15,18.5907
2023-04-16,18.5907
2023-04-17,18.6365
2023-04-18,18.5162
2023-04-19,18.6098
2023-04-20,18.7473
2023-04-21,18.7454
2023-04-22,18.7454
2023-04-23,18.7454
2023-04-24,18.7607
2023-04-25,18.8046
2023-04-26,18.711
2023-04-27,18.6576
2023-04-28,18.1476
2023-04-29,18.1476
2023-04-30,18.1476
2023-05-01,18.2049
2023-05-02,18.1239
2023-05-03,18.1067
2023-05-04,18.2195
2023-05-05,18.3666
2023-05-06,18.3666
2023-05-07,18.3666
2023-05-08,18.4144
2023-05-09,18.4201
2023-05-10,18.5691
2023-05-11,18.5347
2023-05-12,18.5385
2023-05-13,18.5385
2023-05-14,18.5385
2023-05-15,18.3647
2023-05-16,18.2653
2023-05-17,18.2481
2023-05-18,18.1851
2023-05-19,18.0685
2023-05-20,18.0685
2023-05-21,18.0685
2023-05-22,18.0169
2023-05-23,18.1048
2023-05-24,17.9023
2023-05-25,17.7839
2023-05-26,17.696
2023-05-27,17.696
2023-05-28,17.696
2023-05-29,17.696
2023-05-30,17.5049
2023-05-31,17.5966
2023-06-01,17.4591
2023-06-02,17.8049
2023-06-03,17.8049
2023-06-04,17.8049
2023-06-05,17.5718
2023-06-06,17.7093
2023-06-07,17.9845
2023-06-08,17.9119
2023-06-09,17.8087
2023-06-10,17.8087
2023-06-11,17.8087
2023-06-12,17.7437
2023-06-13,17.6597
2023-06-14,17.7151
2023-06-15,17.6769
2023-06-16,17.7628
2023-06-17,17.7628
2023-06-18,17.7628
2023-06-19,17.7628
2023-06-20,17.7609
2023-06-21,17.845
2023-06-22,17.78
2023-06-23,17.3138
2023-06-24,17.3138
2023-06-25,17.3138
2023-06-26,17.3616
2023-06-27,17.3884
2023-06-28,17.2221
2023-06-29,17.2202
2023-06-30,17.1128
2023-07-01,17.1128
2023-07-02,17.1128
2023-07-03,17.1453
2023-07-04,17.1453
2023-07-05,17.0783
2023-07-06,17.0668
2023-07-07,16.9674
2023-07-08,16.9674
2023-07-09,16.9674
2023-07-10,16.9138
2023-07-11,16.9502
2023-07-12,17.1223
2023-07-13,17.262
2023-07-14,17.3117
2023-07-15,17.3117
2023-07-16,17.3117
2023-07-17,17.2065
2023-07-18,17.1931
2023-07-19,17.2734
2023-07-20,17.5891
2023-07-21,17.6197
2023-07-22,17.6197
2023-07-23,17.6197
2023-07-24,17.6637
2023-07-25,17.5584
2023-07-26,17.5718
2023-07-27,17.3691
2023-07-28,17.3691
2023-07-29,17.3691
2023-07-30,17.3691
2023-07-31,17.3672
2023-08-01,17.0509
2023-08-02,17.0643
2023-08-03,16.8997
2023-08-04,16.9762
2023-08-05,16.9762
2023-08-06,16.9762
2023-08-07,17.093
2023-08-08,16.9954
2023-08-09,17.049
2023-08-10,16.9801
2023-08-11,16.9475
2023-08-12,16.9475
2023-08-13,16.9475
2023-08-14,16.8136
2023-08-15,16.6873
2023-08-16,16.7849
2023-08-17,16.8289
2023-08-18,16.8997
2023-08-19,16.8997
2023-08-20,16.8997
2023-08-21,16.6261
2023-08-22,16.5935
2023-08-23,16.5476
2023-08-24,16.4749
2023-08-25,16.4271
2023-08-26,16.4271
2023-08-27,16.4271
2023-08-28,16.4845
2023-08-29,16.5821
2023-08-30,16.7524
2023-08-31,16.7543
2023-09-01,16.7887
2023-09-02,16.7887
2023-09-03,16.7887
2023-09-04,16.7887
2023-09-05,16.6165
2023-09-06,16.6108
2023-09-07,16.3448
2023-09-08,16.2721
2023-09-09,16.2721
2023-09-10,16.2721
2023-09-11,16.2242
2023-09-12,16.23
2023-09-13,16.3964
2023-09-14,16.5074
2023-09-15,16.3964
2023-09-16,16.3964
2023-09-17,16.3964
2023-09-18,16.4921
2023-09-19,16.4347
2023-09-20,16.3505
2023-09-21,16.341
2023-09-22,16.2357
2023-09-23,16.2357
2023-09-24,16.2357
2023-09-25,16.1209
2023-09-26,15.8683
2023-09-27,15.809
2023-09-28,15.6865
2023-09-29,15.695
2023-09-30,15.695
2023-10-01,15.695
2023-10-02,15.6192
2023-10-03,15.7292
2023-10-04,15.8808
2023-10-05,16.0154
2023-10-06,16.0817
2023-10-07,16.0817
2023-10-08,16.0817
2023-10-09,16.258
2023-10-10,16.2599
2023-10-11,16.3622
2023-10-12,16.2713
2023-10-13,16.2125
2023-10-14,16.2125
2023-10-15,16.2125
2023-10-16,16.4362
2023-10-17,16.3964
2023-10-18,16.3774
2023-10-19,16.385
2023-10-20,16.1822
2023-10-21,16.1822
2023-10-22,16.1822
2023-10-23,16.0912
2023-10-24,16.3376
2023-10-25,16.529
2023-10-26,16.603
2023-10-27,16.2826
2023-10-28,16.2826
2023-10-29,16.2826
2023-10-30,16.3054
2023-10-31,16.2561
2023-11-01,16.2788
2023-11-02,16.493
2023-11-03,16.5935
2023-11-04,16.5935
2023-11-05,16.5935
2023-11-06,16.5897
2023-11-07,16.8148
2023-11-08,16.7162
2023-11-09,16.7181
2023-11-10,16.7446
2023-11-11,16.7446
2023-11-12,16.7446
2023-11-13,16.5512
2023-11-14,17.0082
2023-11-15,16.9285
2023-11-16,16.9172
2023-11-17,16.9873
2023-11-18,16.9873
2023-11-19,16.9873
2023-11-20,16.9304
2023-11-21,16.9153
2023-11-22,17.0499
2023-11-23,17.0499
2023-11-24,17.084
2023-11-25,17.084
2023-11-26,17.084
2023-11-27,16.9778
2023-11-28,16.8792
2023-11-29,16.7503
2023-11-30,16.792
2023-12-01,16.9551
2023-12-02,16.9551
2023-12-03,16.9551
2023-12-04,17.0954
2023-12-05,17.0954
2023-12-06,17.1769
2023-12-07,17.23
2023-12-08,17.3021
2023-12-09,17.3021
2023-12-10,17.3021
2023-12-11,17.3381
2023-12-12,17.2774
2023-12-13,17.6358
2023-12-14,17.541
2023-12-15,17.1921
2023-12-16,17.1921
2023-12-17,17.1921
2023-12-18,17.3609
2023-12-19,17.4121
2023-12-20,17.3078
2023-12-21,17.3495
2023-12-22,17.4557
2023-12-23,17.4557
2023-12-24,17.4557
2023-12-25,17.4557
2023-12-26,17.5865
2023-12-27,17.6548
2023-12-28,17.5941
2023-12-29,17.4694
2023-12-30,17.4694
2023-12-31,17.4694
2024-01-01,17.4694
2024-01-02,17.608
2024-01-03,17.6006
2024-01-04,17.5322
2024-01-05,17.3696
2024-01-06,17.3696
2024-01-07,17.3696
2024-01-08,17.4084
2024-01-09,17.3141
2024-01-10,17.1201
2024-01-11,16.8761
2024-01-12,16.9297
2024-01-13,16.9297
2024-01-14,16.9297
2024-01-15,16.9297
2024-01-16,16.6211
2024-01-17,16.6118
2024-01-18,16.7671
2024-01-19,16.7319
2024-01-20,16.7319
2024-01-21,16.7319
2024-01-22,16.8355
2024-01-23,16.7578
2024-01-24,16.6358
2024-01-25,16.7283
2024-01-26,16.8096
2024-01-27,16.8096
2024-01-28,16.8096
2024-01-29,16.8558
2024-01-30,16.8077
2024-01-31,16.536
2024-02-01,16.9537
2024-02-02,16.8096
2024-02-03,16.8096
2024-02-04,16.8096
2024-02-05,16.6321
2024-02-06,16.6081
2024-02-07,16.6673
2024-02-08,16.6358
2024-02-09,16.7301
2024-02-10,16.7301
2024-02-11,16.7301
2024-02-12,16.9741
2024-02-13,16.6124
2024-02-14,16.8388
2024-02-15,17.1914
2024-02-16,17.171
2024-02-17,17.171
2024-02-18,17.171
2024-02-19,17.171
2024-02-20,17.0429
2024-02-21,17.1301
2024-02-22,17.0819
2024-02-23,17.1357
2024-02-24,17.1357
2024-02-25,17.1357
2024-02-26,17.0708
2024-02-27,17.1079
2024-02-28,17.0429
2024-02-29,17.2099
2024-03-01,17.351
2024-03-02,17.351
2024-03-03,17.351
2024-03-04,17.4939
2024-03-05,17.5106
2024-03-06,17.3695
2024-03-07,17.5328
2024-03-08,17.453
2024-03-09,17.453
2024-03-10,17.453
2024-03-11,17.3955
2024-03-12,17.2953
2024-03-13,17.3547
2024-03-14,17.1673
2024-03-15,17.2025
2024-03-16,17.2025
2024-03-17,17.2025
2024-03-18,17.1747
2024-03-19,17.2007
2024-03-20,17.312
2024-03-21,17.4382
2024-03-22,17.2767
2024-03-23,17.2767
2024-03-24,17.2767
2024-03-25,17.1988
2024-03-26,17.1654
2024-03-27,17.3621
2024-03-28,17.4679
2024-03-29,17.4679
2024-03-30,17.4679
2024-03-31,17.4679
2024-04-01,17.3491
2024-04-02,17.3009
2024-04-03,17.2322
2024-04-04,17.1524
2024-04-05,17.1134
2024-04-06,17.1134
2024-04-07,17.1134
2024-04-08,17.1784
