,LE US Equity
2020-06-20,28.1869
2020-06-21,28.1869
2020-06-22,27.8476
2020-06-23,29.5503
2020-06-24,27.6044
2020-06-25,27.8924
2020-06-26,27.5148
2020-06-27,27.5148
2020-06-28,27.5148
2020-06-29,27.7452
2020-06-30,27.8092
2020-07-01,27.7196
2020-07-02,28.0909
2020-07-03,28.0909
2020-07-04,28.0909
2020-07-05,28.0909
2020-07-06,28.2189
2020-07-07,27.7708
2020-07-08,28.0205
2020-07-09,28.0269
2020-07-10,28.4878
2020-07-11,28.4878
2020-07-12,28.4878
2020-07-13,28.1805
2020-07-14,28.2445
2020-07-15,28.5902
2020-07-16,28.507
2020-07-17,28.5902
2020-07-18,28.5902
2020-07-19,28.5902
2020-07-20,27.4892
2020-07-21,28.0397
2020-07-22,28.1052
2020-07-23,28.2972
2020-07-24,28.0284
2020-07-25,28.0284
2020-07-26,28.0284
2020-07-27,28.0348
2020-07-28,28.0668
2020-07-29,28.5405
2020-07-30,28.4381
2020-07-31,17.3738
2020-08-01,17.3738
2020-08-02,17.3738
2020-08-03,17.4176
2020-08-04,17.549
2020-08-05,18.1184
2020-08-06,18.0308
2020-08-07,18.4425
2020-08-08,18.4425
2020-08-09,18.4425
2020-08-10,18.8893
2020-08-11,18.9331
2020-08-12,19.3273
2020-08-13,19.7916
2020-08-14,19.9055
2020-08-15,19.9055
2020-08-16,19.9055
2020-08-17,19.9493
2020-08-18,19.8704
2020-08-19,19.8179
2020-08-20,20.0106
2020-08-21,19.9493
2020-08-22,19.9493
2020-08-23,19.9493
2020-08-24,21.2983
2020-08-25,21.1844
2020-08-26,20.8077
2020-08-27,20.8077
2020-08-28,21.2633
2020-08-29,21.2633
2020-08-30,21.2633
2020-08-31,21.5436
2020-09-01,22.7612
2020-09-02,22.456
2020-09-03,21.65
2020-09-04,21.2645
2020-09-05,21.2645
2020-09-06,21.2645
2020-09-07,21.2645
2020-09-08,21.5799
2020-09-09,22.2281
2020-09-10,21.9652
2020-09-11,21.9302
2020-09-12,21.9302
2020-09-13,21.9302
2020-09-14,21.9827
2020-09-15,22.4734
2020-09-16,22.8851
2020-09-17,23.183
2020-09-18,23.3845
2020-09-19,23.3845
2020-09-20,23.3845
2020-09-21,22.8238
2020-09-22,23.3319
2020-09-23,22.78
2020-09-24,22.561
2020-09-25,22.4909
2020-09-26,22.4909
2020-09-27,22.4909
2020-09-28,22.4996
2020-09-29,21.4659
2020-09-30,21.2381
2020-10-01,20.9928
2020-10-02,20.8088
2020-10-03,20.8088
2020-10-04,20.8088
2020-10-05,21.0979
2020-10-06,20.7825
2020-10-07,21.8513
2020-10-08,22.0704
2020-10-09,21.8601
2020-10-10,21.8601
2020-10-11,21.8601
2020-10-12,21.79
2020-10-13,21.8732
2020-10-14,21.8163
2020-10-15,22.2281
2020-10-16,22.1842
2020-10-17,22.1842
2020-10-18,22.1842
2020-10-19,22.3113
2020-10-20,22.4033
2020-10-21,22.0704
2020-10-22,22.4996
2020-10-23,23.4195
2020-10-24,23.4195
2020-10-25,23.4195
2020-10-26,23.0779
2020-10-27,23.7086
2020-10-28,23.402
2020-10-29,24.0766
2020-10-30,20.6515
2020-10-31,20.6515
2020-11-01,20.6515
2020-11-02,20.579
2020-11-03,21.3616
2020-11-04,21.108
2020-11-05,21.2312
2020-11-06,20.4848
2020-11-07,20.4848
2020-11-08,20.4848
2020-11-09,22.108
2020-11-10,22.6733
2020-11-11,24.9777
2020-11-12,24.956
2020-11-13,25.4053
2020-11-14,25.4053
2020-11-15,25.4053
2020-11-16,25.2169
2020-11-17,25.1589
2020-11-18,24.2603
2020-11-19,25.1082
2020-11-20,25.1154
2020-11-21,25.1154
2020-11-22,25.1154
2020-11-23,25.3256
2020-11-24,25.4705
2020-11-25,27.3837
2020-11-26,27.3837
2020-11-27,26.2387
2020-11-28,26.2387
2020-11-29,26.2387
2020-11-30,27.0938
2020-12-01,26.9199
2020-12-02,27.1807
2020-12-03,24.0086
2020-12-04,24.5666
2020-12-05,24.5666
2020-12-06,24.5666
2020-12-07,23.8491
2020-12-08,23.9433
2020-12-09,23.5375
2020-12-10,22.3706
2020-12-11,22.2112
2020-12-12,22.2112
2020-12-13,22.2112
2020-12-14,22.3561
2020-12-15,22.8055
2020-12-16,22.7837
2020-12-17,23.407
2020-12-18,23.0374
2020-12-19,23.0374
2020-12-20,23.0374
2020-12-21,23.8636
2020-12-22,22.8997
2020-12-23,22.9287
2020-12-24,23.349
2020-12-25,23.349
2020-12-26,23.349
2020-12-27,23.349
2020-12-28,23.4143
2020-12-29,24.4869
2020-12-30,24.5231
2020-12-31,24.6536
2021-01-01,24.6536
2021-01-02,24.6536
2021-01-03,24.6536
2021-01-04,24.2332
2021-01-05,24.8203
2021-01-06,25.6465
2021-01-07,25.1537
2021-01-08,25.2841
2021-01-09,25.2841
2021-01-10,25.2841
2021-01-11,26.3061
2021-01-12,28.2194
2021-01-13,27.8136
2021-01-14,29.8646
2021-01-15,29.3356
2021-01-16,29.3356
2021-01-17,29.3356
2021-01-18,29.3356
2021-01-19,30.5024
2021-01-20,30.0096
2021-01-21,29.9009
2021-01-22,30.7561
2021-01-23,30.7561
2021-01-24,30.7561
2021-01-25,31.2779
2021-01-26,30.7561
2021-01-27,29.2776
2021-01-28,29.6835
2021-01-29,29.0145
2021-01-30,29.0145
2021-01-31,29.0145
2021-02-01,28.2457
2021-02-02,29.3394
2021-02-03,32.0024
2021-02-04,32.8266
2021-02-05,31.8597
2021-02-06,31.8597
2021-02-07,31.8597
2021-02-08,31.5427
2021-02-09,30.4807
2021-02-10,31.2178
2021-02-11,31.7012
2021-02-12,31.7567
2021-02-13,31.7567
2021-02-14,31.7567
2021-02-15,31.7567
2021-02-16,31.7488
2021-02-17,31.8201
2021-02-18,31.9469
2021-02-19,32.3987
2021-02-20,32.3987
2021-02-21,32.3987
2021-02-22,31.9311
2021-02-23,30.6075
2021-02-24,32.0579
2021-02-25,31.4238
2021-02-26,33.318
2021-02-27,33.318
2021-02-28,33.318
2021-03-01,33.6667
2021-03-02,32.898
2021-03-03,33.4369
2021-03-04,31.5982
2021-03-05,30.9087
2021-03-06,30.9087
2021-03-07,30.9087
2021-03-08,30.8056
2021-03-09,32.3194
2021-03-10,33.849
2021-03-11,35.4975
2021-03-12,35.2598
2021-03-13,35.2598
2021-03-14,35.2598
2021-03-15,35.5926
2021-03-16,35.0299
2021-03-17,37.7404
2021-03-18,32.1261
2021-03-19,30.8736
2021-03-20,30.8736
2021-03-21,30.8736
2021-03-22,28.8047
2021-03-23,27.3778
2021-03-24,26.8229
2021-03-25,27.3406
2021-03-26,27.1581
2021-03-27,27.1581
2021-03-28,27.1581
2021-03-29,25.8251
2021-03-30,26.8725
2021-03-31,26.8821
2021-04-01,26.7309
2021-04-02,26.7309
2021-04-03,26.7309
2021-04-04,26.7309
2021-04-05,26.3567
2021-04-06,26.7149
2021-04-07,26.4523
2021-04-08,26.5398
2021-04-09,27.1926
2021-04-10,27.1926
2021-04-11,27.1926
2021-04-12,26.4761
2021-04-13,25.8791
2021-04-14,26.3726
2021-04-15,26.2294
2021-04-16,25.9189
2021-04-17,25.9189
2021-04-18,25.9189
2021-04-19,26.1577
2021-04-20,25.1069
2021-04-21,26.0622
2021-04-22,26.2373
2021-04-23,27.4553
2021-04-24,27.4553
2021-04-25,27.4553
2021-04-26,26.1418
2021-04-27,25.6482
2021-04-28,26.1498
2021-04-29,25.5686
2021-04-30,14.1092
2021-05-01,14.1092
2021-05-02,14.1092
2021-05-03,14.5601
2021-05-04,14.2694
2021-05-05,14.2946
2021-05-06,14.6612
2021-05-07,14.6275
2021-05-08,14.6275
2021-05-09,14.6275
2021-05-10,13.7763
2021-05-11,13.9449
2021-05-12,13.2412
2021-05-13,13.3718
2021-05-14,13.848
2021-05-15,13.848
2021-05-16,13.848
2021-05-17,14.3831
2021-05-18,14.4843
2021-05-19,14.2314
2021-05-20,14.2904
2021-05-21,14.3578
2021-05-22,14.3578
2021-05-23,14.3578
2021-05-24,14.598
2021-05-25,14.6865
2021-05-26,14.8256
2021-05-27,14.9141
2021-05-28,15.1922
2021-05-29,15.1922
2021-05-30,15.1922
2021-05-31,15.1922
2021-06-01,17.0505
2021-06-02,17.9662
2021-06-03,18.8106
2021-06-04,19.2943
2021-06-05,19.2943
2021-06-06,19.2943
2021-06-07,19.0567
2021-06-08,19.9902
2021-06-09,19.2858
2021-06-10,18.9124
2021-06-11,19.0567
2021-06-12,19.0567
2021-06-13,19.0567
2021-06-14,18.9591
2021-06-15,18.3014
2021-06-16,18.6451
2021-06-17,17.8898
2021-06-18,17.4867
2021-06-19,17.4867
2021-06-20,17.4867
2021-06-21,17.894
2021-06-22,18.365
2021-06-23,18.7384
2021-06-24,19.0567
2021-06-25,19.1713
2021-06-26,19.1713
2021-06-27,19.1713
2021-06-28,18.3014
2021-06-29,18.9421
2021-06-30,21.8191
2021-07-01,21.7724
2021-07-02,21.4796
2021-07-03,21.4796
2021-07-04,21.4796
2021-07-05,21.4796
2021-07-06,21.0595
2021-07-07,20.9704
2021-07-08,20.7879
2021-07-09,22.0185
2021-07-10,22.0185
2021-07-11,22.0185
2021-07-12,21.8954
2021-07-13,20.9874
2021-07-14,20.5333
2021-07-15,20.2151
2021-07-16,19.8459
2021-07-17,19.8459
2021-07-18,19.8459
2021-07-19,19.5404
2021-07-20,20.0708
2021-07-21,22.6677
2021-07-22,22.7144
2021-07-23,22.1118
2021-07-24,22.1118
2021-07-25,22.1118
2021-07-26,21.522
2021-07-27,21.0383
2021-07-28,21.2462
2021-07-29,21.068
2021-07-30,15.785
2021-07-31,15.785
2021-08-01,15.785
2021-08-02,16.4319
2021-08-03,16.469
2021-08-04,15.3975
2021-08-05,15.8726
2021-08-06,16.095
2021-08-07,16.095
2021-08-08,16.095
2021-08-09,15.8018
2021-08-10,15.6233
2021-08-11,15.8086
2021-08-12,16.2533
2021-08-13,17.1631
2021-08-14,17.1631
2021-08-15,17.1631
2021-08-16,17.0721
2021-08-17,14.8584
2021-08-18,14.7169
2021-08-19,14.6832
2021-08-20,15.01
2021-08-21,15.01
2021-08-22,15.01
2021-08-23,15.1583
2021-08-24,15.6603
2021-08-25,14.6731
2021-08-26,14.5214
2021-08-27,15.0841
2021-08-28,15.0841
2021-08-29,15.0841
2021-08-30,14.8853
2021-08-31,14.2755
2021-09-01,14.4035
2021-09-02,13.3492
2021-09-03,12.3889
2021-09-04,12.3889
2021-09-05,12.3889
2021-09-06,12.3889
2021-09-07,12.0789
2021-09-08,11.7116
2021-09-09,11.6947
2021-09-10,11.4083
2021-09-11,11.4083
2021-09-12,11.4083
2021-09-13,11.1657
2021-09-14,10.9332
2021-09-15,11.2264
2021-09-16,11.1657
2021-09-17,11.2163
2021-09-18,11.2163
2021-09-19,11.2163
2021-09-20,10.9635
2021-09-21,10.9871
2021-09-22,11.1657
2021-09-23,11.4218
2021-09-24,11.4622
2021-09-25,11.4622
2021-09-26,11.4622
2021-09-27,11.2466
2021-09-28,11.2398
2021-09-29,11.2297
2021-09-30,10.8018
2021-10-01,10.7748
2021-10-02,10.7748
2021-10-03,10.7748
2021-10-04,10.7445
2021-10-05,10.8759
2021-10-06,10.5457
2021-10-07,10.7041
2021-10-08,10.5322
2021-10-09,10.5322
2021-10-10,10.5322
2021-10-11,10.2627
2021-10-12,10.3772
2021-10-13,10.3873
2021-10-14,10.384
2021-10-15,10.2997
2021-10-16,10.2997
2021-10-17,10.2997
2021-10-18,10.4884
2021-10-19,10.5525
2021-10-20,10.8422
2021-10-21,11.1893
2021-10-22,11.287
2021-10-23,11.287
2021-10-24,11.287
2021-10-25,11.6375
2021-10-26,11.3814
2021-10-27,11.3039
2021-10-28,11.7689
2021-10-29,12.0548
2021-10-30,12.0548
2021-10-31,12.0548
2021-11-01,12.0281
2021-11-02,11.734
2021-11-03,12.2454
2021-11-04,12.232
2021-11-05,12.4091
2021-11-06,12.4091
2021-11-07,12.4091
2021-11-08,12.3222
2021-11-09,12.1417
2021-11-10,12.3958
2021-11-11,12.593
2021-11-12,12.7333
2021-11-13,12.7333
2021-11-14,12.7333
2021-11-15,12.7367
2021-11-16,13.1645
2021-11-17,12.6264
2021-11-18,12.9874
2021-11-19,12.5395
2021-11-20,12.5395
2021-11-21,12.5395
2021-11-22,12.837
2021-11-23,12.0816
2021-11-24,11.9178
2021-11-25,11.9178
2021-11-26,11.5134
2021-11-27,11.5134
2021-11-28,11.5134
2021-11-29,11.2794
2021-11-30,10.9619
2021-12-01,10.6042
2021-12-02,9.8761
2021-12-03,10.2705
2021-12-04,10.2705
2021-12-05,10.2705
2021-12-06,9.9964
2021-12-07,10.0766
2021-12-08,9.9195
2021-12-09,9.5552
2021-12-10,9.4616
2021-12-11,9.4616
2021-12-12,9.4616
2021-12-13,9.3178
2021-12-14,9.3212
2021-12-15,9.4683
2021-12-16,9.1908
2021-12-17,9.5251
2021-12-18,9.5251
2021-12-19,9.5251
2021-12-20,9.3078
2021-12-21,9.5184
2021-12-22,9.6555
2021-12-23,9.6421
2021-12-24,9.6421
2021-12-25,9.6421
2021-12-26,9.6421
2021-12-27,9.8126
2021-12-28,9.7958
2021-12-29,9.739
2021-12-30,9.9195
2021-12-31,9.8326
2022-01-01,9.8326
2022-01-02,9.8326
2022-01-03,9.8527
2022-01-04,9.8961
2022-01-05,9.7992
2022-01-06,9.963
2022-01-07,9.7424
2022-01-08,9.7424
2022-01-09,9.7424
2022-01-10,9.5752
2022-01-11,9.8293
2022-01-12,9.6621
2022-01-13,9.7858
2022-01-14,9.6387
2022-01-15,9.6387
2022-01-16,9.6387
2022-01-17,9.6387
2022-01-18,9.4549
2022-01-19,9.4582
2022-01-20,9.2042
2022-01-21,8.9869
2022-01-22,8.9869
2022-01-23,8.9869
2022-01-24,9.4181
2022-01-25,9.5719
2022-01-26,9.3713
2022-01-27,9.2945
2022-01-28,10.6567
2022-01-29,10.6567
2022-01-30,10.6567
2022-01-31,10.7394
2022-02-01,10.8221
2022-02-02,10.4666
2022-02-03,10.2847
2022-02-04,10.3095
2022-02-05,10.3095
2022-02-06,10.3095
2022-02-07,10.2806
2022-02-08,10.5699
2022-02-09,10.5989
2022-02-10,10.5286
2022-02-11,10.45
2022-02-12,10.45
2022-02-13,10.45
2022-02-14,10.3095
2022-02-15,10.6815
2022-02-16,10.5369
2022-02-17,10.5658
2022-02-18,10.4046
2022-02-19,10.4046
2022-02-20,10.4046
2022-02-21,10.4046
2022-02-22,10.2475
2022-02-23,10.0366
2022-02-24,10.3302
2022-02-25,10.2723
2022-02-26,10.2723
2022-02-27,10.2723
2022-02-28,10.1731
2022-03-01,9.8506
2022-03-02,10.3136
2022-03-03,10.1979
2022-03-04,10.1069
2022-03-05,10.1069
2022-03-06,10.1069
2022-03-07,9.6398
2022-03-08,9.7762
2022-03-09,10.0573
2022-03-10,10.1235
2022-03-11,9.5819
2022-03-12,9.5819
2022-03-13,9.5819
2022-03-14,9.4992
2022-03-15,9.6687
2022-03-16,10.5499
2022-03-17,11.4264
2022-03-18,11.6992
2022-03-19,11.6992
2022-03-20,11.6992
2022-03-21,10.86
2022-03-22,10.7525
2022-03-23,10.5044
2022-03-24,10.7784
2022-03-25,10.3756
2022-03-26,10.3756
2022-03-27,10.3756
2022-03-28,10.413
2022-03-29,11.1107
2022-03-30,10.4213
2022-03-31,10.2476
2022-04-01,10.3774
2022-04-02,10.3774
2022-04-03,10.3774
2022-04-04,10.2895
2022-04-05,10.1722
2022-04-06,9.8581
2022-04-07,9.7953
2022-04-08,9.8163
2022-04-09,9.8163
2022-04-10,9.8163
2022-04-11,9.7535
2022-04-12,9.7367
2022-04-13,10.1429
2022-04-14,10.0634
2022-04-15,10.0634
2022-04-16,10.0634
2022-04-17,10.0634
2022-04-18,10.0801
2022-04-19,10.3272
2022-04-20,10.1094
2022-04-21,9.8623
2022-04-22,9.2384
2022-04-23,9.2384
2022-04-24,9.2384
2022-04-25,9.588
2022-04-26,9.4436
2022-04-27,9.364
2022-04-28,9.4017
2022-04-29,11.9373
2022-04-30,11.9373
2022-05-01,11.9373
2022-05-02,12.1792
2022-05-03,12.0489
2022-05-04,12.1047
2022-05-05,11.8349
2022-05-06,11.6581
2022-05-07,11.6581
2022-05-08,11.6581
2022-05-09,11.4069
2022-05-10,11.351
2022-05-11,11.1138
2022-05-12,11.1975
2022-05-13,11.472
2022-05-14,11.472
2022-05-15,11.472
2022-05-16,11.4394
2022-05-17,11.6628
2022-05-18,11.016
2022-05-19,10.7881
2022-05-20,10.709
2022-05-21,10.709
2022-05-22,10.709
2022-05-23,10.5089
2022-05-24,10.3321
2022-05-25,10.695
2022-05-26,10.8113
2022-05-27,10.937
2022-05-28,10.937
2022-05-29,10.937
2022-05-30,10.937
2022-05-31,10.8113
2022-06-01,10.5973
2022-06-02,11.2628
2022-06-03,10.9325
2022-06-04,10.9325
2022-06-05,10.9325
2022-06-06,10.6161
2022-06-07,10.4765
2022-06-08,10.4579
2022-06-09,10.3881
2022-06-10,10.2765
2022-06-11,10.2765
2022-06-12,10.2765
2022-06-13,10.1648
2022-06-14,10.323
2022-06-15,10.5835
2022-06-16,10.2346
2022-06-17,10.3509
2022-06-18,10.3509
2022-06-19,10.3509
2022-06-20,10.3509
2022-06-21,10.3835
2022-06-22,10.4998
2022-06-23,10.7743
2022-06-24,10.7743
2022-06-25,10.7743
2022-06-26,10.7743
2022-06-27,10.6999
2022-06-28,11.0348
2022-06-29,10.6905
2022-06-30,10.3556
2022-07-01,10.7557
2022-07-02,10.7557
2022-07-03,10.7557
2022-07-04,10.7557
2022-07-05,10.8953
2022-07-06,10.4067
2022-07-07,10.4719
2022-07-08,10.6487
2022-07-09,10.6487
2022-07-10,10.6487
2022-07-11,10.4858
2022-07-12,10.6021
2022-07-13,10.765
2022-07-14,10.8534
2022-07-15,10.9837
2022-07-16,10.9837
2022-07-17,10.9837
2022-07-18,11.1605
2022-07-19,11.5048
2022-07-20,11.5699
2022-07-21,11.6397
2022-07-22,11.4908
2022-07-23,11.4908
2022-07-24,11.4908
2022-07-25,11.3512
2022-07-26,11.1372
2022-07-27,11.3001
2022-07-28,11.3512
2022-07-29,17.8068
2022-07-30,17.8068
2022-07-31,17.8068
2022-08-01,18.2063
2022-08-02,18.4023
2022-08-03,19.0923
2022-08-04,19.3029
2022-08-05,19.1504
2022-08-06,19.1504
2022-08-07,19.1504
2022-08-08,19.7314
2022-08-09,19.3174
2022-08-10,19.4699
2022-08-11,20.0582
2022-08-12,20.2543
2022-08-13,20.2543
2022-08-14,20.2543
2022-08-15,20.5956
2022-08-16,21.5615
2022-08-17,21.2492
2022-08-18,21.0749
2022-08-19,20.552
2022-08-20,20.552
2022-08-21,20.552
2022-08-22,20.2107
2022-08-23,19.8766
2022-08-24,19.6224
2022-08-25,19.9783
2022-08-26,19.194
2022-08-27,19.194
2022-08-28,19.194
2022-08-29,19.1794
2022-08-30,19.4554
2022-08-31,18.5839
2022-09-01,16.9681
2022-09-02,16.3276
2022-09-03,16.3276
2022-09-04,16.3276
2022-09-05,16.3276
2022-09-06,15.9533
2022-09-07,16.162
2022-09-08,15.8957
2022-09-09,16.1044
2022-09-10,16.1044
2022-09-11,16.1044
2022-09-12,15.9605
2022-09-13,15.104
2022-09-14,14.7873
2022-09-15,14.6074
2022-09-16,14.4058
2022-09-17,14.4058
2022-09-18,14.4058
2022-09-19,14.5642
2022-09-20,14.4706
2022-09-21,14.6146
2022-09-22,14.3627
2022-09-23,14.3843
2022-09-24,14.3843
2022-09-25,14.3843
2022-09-26,14.3195
2022-09-27,14.5498
2022-09-28,14.665
2022-09-29,14.5138
2022-09-30,14.1036
2022-10-01,14.1036
2022-10-02,14.1036
2022-10-03,14.2907
2022-10-04,14.6146
2022-10-05,14.8233
2022-10-06,14.8449
2022-10-07,14.7945
2022-10-08,14.7945
2022-10-09,14.7945
2022-10-10,15.1616
2022-10-11,14.9457
2022-10-12,15.0176
2022-10-13,14.9888
2022-10-14,14.3627
2022-10-15,14.3627
2022-10-16,14.3627
2022-10-17,14.6218
2022-10-18,14.7873
2022-10-19,14.4706
2022-10-20,14.8089
2022-10-21,15.1328
2022-10-22,15.1328
2022-10-23,15.1328
2022-10-24,15.3919
2022-10-25,15.9533
2022-10-26,15.9317
2022-10-27,15.8381
2022-10-28,25.8695
2022-10-29,25.8695
2022-10-30,25.8695
2022-10-31,25.8242
2022-11-01,26.1975
2022-11-02,25.6206
2022-11-03,25.5641
2022-11-04,26.3558
2022-11-05,26.3558
2022-11-06,26.3558
2022-11-07,26.7065
2022-11-08,26.435
2022-11-09,25.2134
2022-11-10,25.8355
2022-11-11,26.3898
2022-11-12,26.3898
2022-11-13,26.3898
2022-11-14,26.1522
2022-11-15,26.6386
2022-11-16,24.8288
2022-11-17,25.27
2022-11-18,25.8242
2022-11-19,25.8242
2022-11-20,25.8242
2022-11-21,26.0844
2022-11-22,26.2088
2022-11-23,26.3671
2022-11-24,26.3671
2022-11-25,26.5934
2022-11-26,26.5934
2022-11-27,26.5934
2022-11-28,26.5707
2022-11-29,26.6952
2022-11-30,27.0458
2022-12-01,23.0447
2022-12-02,22.6502
2022-12-03,22.6502
2022-12-04,22.6502
2022-12-05,22.9207
2022-12-06,23.2589
2022-12-07,23.7662
2022-12-08,24.048
2022-12-09,23.1913
2022-12-10,23.1913
2022-12-11,23.1913
2022-12-12,22.4811
2022-12-13,22.4585
2022-12-14,22.5374
2022-12-15,22.312
2022-12-16,22.3007
2022-12-17,22.3007
2022-12-18,22.3007
2022-12-19,22.1654
2022-12-20,22.1542
2022-12-21,22.4134
2022-12-22,22.1542
2022-12-23,22.0978
2022-12-24,22.0978
2022-12-25,22.0978
2022-12-26,22.0978
2022-12-27,22.1316
2022-12-28,21.7483
2022-12-29,21.7596
2022-12-30,22.5262
2022-12-31,22.5262
2023-01-01,22.5262
2023-01-02,22.5262
2023-01-03,23.1462
2023-01-04,23.7324
2023-01-05,23.2138
2023-01-06,23.4674
2023-01-07,23.4674
2023-01-08,23.4674
2023-01-09,23.4054
2023-01-10,24.0254
2023-01-11,24.2171
2023-01-12,23.552
2023-01-13,23.3153
2023-01-14,23.3153
2023-01-15,23.3153
2023-01-16,23.3153
2023-01-17,23.1913
2023-01-18,23.0222
2023-01-19,22.8531
2023-01-20,22.9094
2023-01-21,22.9094
2023-01-22,22.9094
2023-01-23,23.2814
2023-01-24,23.4054
2023-01-25,23.8676
2023-01-26,23.7774
2023-01-27,25.5423
2023-01-28,25.5423
2023-01-29,25.5423
2023-01-30,25.2753
2023-01-31,25.569
2023-02-01,25.956
2023-02-02,26.0628
2023-02-03,26.1162
2023-02-04,26.1162
2023-02-05,26.1162
2023-02-06,25.6757
2023-02-07,25.5156
2023-02-08,24.8482
2023-02-09,24.6213
2023-02-10,24.9416
2023-02-11,24.9416
2023-02-12,24.9416
2023-02-13,25.0217
2023-02-14,24.8482
2023-02-15,25.3421
2023-02-16,24.9416
2023-02-17,24.6881
2023-02-18,24.6881
2023-02-19,24.6881
2023-02-20,24.6881
2023-02-21,24.2609
2023-02-22,24.5412
2023-02-23,24.7681
2023-02-24,24.1675
2023-02-25,24.1675
2023-02-26,24.1675
2023-02-27,23.9673
2023-02-28,23.6603
2023-03-01,23.9273
2023-03-02,24.3544
2023-03-03,23.9406
2023-03-04,23.9406
2023-03-05,23.9406
2023-03-06,23.073
2023-03-07,23.0997
2023-03-08,23.2733
2023-03-09,22.9129
2023-03-10,22.5392
2023-03-11,22.5392
2023-03-12,22.5392
2023-03-13,22.2722
2023-03-14,22.5925
2023-03-15,22.7394
2023-03-16,24.2876
2023-03-17,24.9565
