,BIG US Equity
2020-07-21,7.8437
2020-07-22,7.9695
2020-07-23,7.9
2020-07-24,7.9746
2020-07-25,7.9746
2020-07-26,7.9746
2020-07-27,7.8816
2020-07-28,7.7834
2020-07-29,7.7762
2020-07-30,7.6985
2020-07-31,2.4168
2020-08-01,2.4168
2020-08-02,2.4168
2020-08-03,2.4821
2020-08-04,2.5563
2020-08-05,2.6508
2020-08-06,2.6352
2020-08-07,2.6616
2020-08-08,2.6616
2020-08-09,2.6616
2020-08-10,2.775
2020-08-11,2.7398
2020-08-12,2.852
2020-08-13,2.846
2020-08-14,2.846
2020-08-15,2.846
2020-08-16,2.846
2020-08-17,2.8532
2020-08-18,2.7686
2020-08-19,2.7991
2020-08-20,2.8087
2020-08-21,2.9033
2020-08-22,2.9033
2020-08-23,2.9033
2020-08-24,2.9902
2020-08-25,3.0171
2020-08-26,3.0728
2020-08-27,3.0724
2020-08-28,2.8424
2020-08-29,2.8424
2020-08-30,2.8424
2020-08-31,2.7298
2020-09-01,2.7706
2020-09-02,2.7807
2020-09-03,2.6524
2020-09-04,2.6212
2020-09-05,2.6212
2020-09-06,2.6212
2020-09-07,2.6212
2020-09-08,2.5767
2020-09-09,2.7098
2020-09-10,2.7194
2020-09-11,2.7382
2020-09-12,2.7382
2020-09-13,2.7382
2020-09-14,2.7378
2020-09-15,2.7547
2020-09-16,2.7146
2020-09-17,2.656
2020-09-18,2.6356
2020-09-19,2.6356
2020-09-20,2.6356
2020-09-21,2.6857
2020-09-22,2.6721
2020-09-23,2.6159
2020-09-24,2.6717
2020-09-25,2.7062
2020-09-26,2.7062
2020-09-27,2.7062
2020-09-28,2.7555
2020-09-29,2.7278
2020-09-30,2.6288
2020-10-01,2.6444
2020-10-02,2.6673
2020-10-03,2.6673
2020-10-04,2.6673
2020-10-05,2.7178
2020-10-06,2.7021
2020-10-07,2.8172
2020-10-08,2.877
2020-10-09,2.8621
2020-10-10,2.8621
2020-10-11,2.8621
2020-10-12,2.8714
2020-10-13,2.9131
2020-10-14,2.9026
2020-10-15,2.9732
2020-10-16,2.9916
2020-10-17,2.9916
2020-10-18,2.9916
2020-10-19,2.9552
2020-10-20,2.9716
2020-10-21,2.9303
2020-10-22,2.8894
2020-10-23,2.8373
2020-10-24,2.8373
2020-10-25,2.8373
2020-10-26,2.8557
2020-10-27,2.9604
2020-10-28,2.9431
2020-10-29,2.8557
2020-10-30,3.6033
2020-10-31,3.6033
2020-11-01,3.6033
2020-11-02,3.5871
2020-11-03,3.6439
2020-11-04,3.6494
2020-11-05,3.7154
2020-11-06,3.7647
2020-11-07,3.7647
2020-11-08,3.7647
2020-11-09,3.4815
2020-11-10,3.5562
2020-11-11,3.6508
2020-11-12,3.6088
2020-11-13,3.5968
2020-11-14,3.5968
2020-11-15,3.5968
2020-11-16,3.6545
2020-11-17,3.6586
2020-11-18,3.6471
2020-11-19,3.702
2020-11-20,3.69
2020-11-21,3.69
2020-11-22,3.69
2020-11-23,3.7652
2020-11-24,3.7915
2020-11-25,3.8085
2020-11-26,3.8085
2020-11-27,3.8219
2020-11-28,3.8219
2020-11-29,3.8219
2020-11-30,3.791
2020-12-01,3.9483
2020-12-02,3.827
2020-12-03,3.8454
2020-12-04,3.5747
2020-12-05,3.5747
2020-12-06,3.5747
2020-12-07,3.4907
2020-12-08,3.5221
2020-12-09,3.4396
2020-12-10,3.4357
2020-12-11,3.3725
2020-12-12,3.3725
2020-12-13,3.3725
2020-12-14,3.3515
2020-12-15,3.3969
2020-12-16,3.4318
2020-12-17,3.4588
2020-12-18,3.3537
2020-12-19,3.3537
2020-12-20,3.3537
2020-12-21,3.3576
2020-12-22,3.3332
2020-12-23,3.3611
2020-12-24,3.3306
2020-12-25,3.3306
2020-12-26,3.3306
2020-12-27,3.3306
2020-12-28,3.3563
2020-12-29,3.3515
2020-12-30,3.3162
2020-12-31,3.2796
2021-01-01,3.2796
2021-01-02,3.2796
2021-01-03,3.2796
2021-01-04,3.2521
2021-01-05,3.2953
2021-01-06,3.3934
2021-01-07,3.382
2021-01-08,3.3472
2021-01-09,3.3472
2021-01-10,3.3472
2021-01-11,3.4248
2021-01-12,3.536
2021-01-13,3.5089
2021-01-14,3.6829
2021-01-15,3.679
2021-01-16,3.679
2021-01-17,3.679
2021-01-18,3.679
2021-01-19,3.6812
2021-01-20,3.5713
2021-01-21,3.5329
2021-01-22,3.6236
2021-01-23,3.6236
2021-01-24,3.6236
2021-01-25,3.6415
2021-01-26,3.774
2021-01-27,4.244
2021-01-28,4.0291
2021-01-29,3.9541
2021-01-30,3.9541
2021-01-31,3.9541
2021-02-01,3.7795
2021-02-02,3.6001
2021-02-03,3.6461
2021-02-04,3.7448
2021-02-05,3.7782
2021-02-06,3.7782
2021-02-07,3.7782
2021-02-08,3.9688
2021-02-09,3.9797
2021-02-10,4.0321
2021-02-11,4.1326
2021-02-12,4.2006
2021-02-13,4.2006
2021-02-14,4.2006
2021-02-15,4.2006
2021-02-16,4.2327
2021-02-17,4.143
2021-02-18,4.0628
2021-02-19,4.1452
2021-02-20,4.1452
2021-02-21,4.1452
2021-02-22,4.1131
2021-02-23,4.1824
2021-02-24,4.1556
2021-02-25,4.0802
2021-02-26,4.1213
2021-02-27,4.1213
2021-02-28,4.1213
2021-03-01,4.0763
2021-03-02,4.0264
2021-03-03,4.0637
2021-03-04,3.9979
2021-03-05,4.0568
2021-03-06,4.0568
2021-03-07,4.0568
2021-03-08,4.2405
2021-03-09,4.2015
2021-03-10,4.1647
2021-03-11,4.2513
2021-03-12,4.3436
2021-03-13,4.3436
2021-03-14,4.3436
2021-03-15,4.4116
2021-03-16,4.2613
2021-03-17,4.2972
2021-03-18,4.3016
2021-03-19,4.4289
2021-03-20,4.4289
2021-03-21,4.4289
2021-03-22,4.4354
2021-03-23,4.2972
2021-03-24,4.1244
2021-03-25,4.3206
2021-03-26,4.4025
2021-03-27,4.4025
2021-03-28,4.4025
2021-03-29,4.2907
2021-03-30,4.1781
2021-03-31,4.1638
2021-04-01,4.1867
2021-04-02,4.1867
2021-04-03,4.1867
2021-04-04,4.1867
2021-04-05,4.2526
2021-04-06,4.1838
2021-04-07,4.0602
2021-04-08,4.1134
2021-04-09,4.1249
2021-04-10,4.1249
2021-04-11,4.1249
2021-04-12,4.1462
2021-04-13,4.1256
2021-04-14,4.1576
2021-04-15,4.1301
2021-04-16,4.1756
2021-04-17,4.1756
2021-04-18,4.1756
2021-04-19,4.0588
2021-04-20,3.9641
2021-04-21,4.0473
2021-04-22,4.0547
2021-04-23,4.0723
2021-04-24,4.0723
2021-04-25,4.0723
2021-04-26,4.1547
2021-04-27,4.2149
2021-04-28,4.1977
2021-04-29,4.2563
2021-04-30,3.9116
2021-05-01,3.9116
2021-05-02,3.9116
2021-05-03,3.9784
2021-05-04,3.9062
2021-05-05,3.9074
2021-05-06,3.9465
2021-05-07,3.9202
2021-05-08,3.9202
2021-05-09,3.9202
2021-05-10,3.8868
2021-05-11,3.8294
2021-05-12,3.7044
2021-05-13,3.7723
2021-05-14,3.8623
2021-05-15,3.8623
2021-05-16,3.8623
2021-05-17,3.8817
2021-05-18,3.8235
2021-05-19,3.6912
2021-05-20,3.7378
2021-05-21,3.7273
2021-05-22,3.7273
2021-05-23,3.7273
2021-05-24,3.706
2021-05-25,3.6839
2021-05-26,3.7847
2021-05-27,3.7409
2021-05-28,3.6012
2021-05-29,3.6012
2021-05-30,3.6012
2021-05-31,3.6012
2021-06-01,3.6439
2021-06-02,3.7184
2021-06-03,3.7568
2021-06-04,3.751
2021-06-05,3.751
2021-06-06,3.751
2021-06-07,3.8623
2021-06-08,4.0424
2021-06-09,3.935
2021-06-10,3.7558
2021-06-11,3.8711
2021-06-12,3.8711
2021-06-13,3.8711
2021-06-14,3.7715
2021-06-15,3.7244
2021-06-16,3.7351
2021-06-17,3.7378
2021-06-18,3.6934
2021-06-19,3.6934
2021-06-20,3.6934
2021-06-21,3.7374
2021-06-22,3.8787
2021-06-23,3.7807
2021-06-24,3.7493
2021-06-25,3.7455
2021-06-26,3.7455
2021-06-27,3.7455
2021-06-28,3.7516
2021-06-29,3.7263
2021-06-30,3.7642
2021-07-01,3.7458
2021-07-02,3.6934
2021-07-03,3.6934
2021-07-04,3.6934
2021-07-05,3.6934
2021-07-06,3.6436
2021-07-07,3.5996
2021-07-08,3.5889
2021-07-09,3.6861
2021-07-10,3.6861
2021-07-11,3.6861
2021-07-12,3.5873
2021-07-13,3.5762
2021-07-14,3.5353
2021-07-15,3.533
2021-07-16,3.4828
2021-07-17,3.4828
2021-07-18,3.4828
2021-07-19,3.4797
2021-07-20,3.5582
2021-07-21,3.6229
2021-07-22,3.5529
2021-07-23,3.5594
2021-07-24,3.5594
2021-07-25,3.5594
2021-07-26,3.5892
2021-07-27,3.5349
2021-07-28,3.5176
2021-07-29,3.4816
2021-07-30,9.756
2021-07-31,9.756
2021-08-01,9.756
2021-08-02,9.5589
2021-08-03,9.6837
2021-08-04,9.4134
2021-08-05,9.5045
2021-08-06,9.4441
2021-08-07,9.4441
2021-08-08,9.4441
2021-08-09,9.4273
2021-08-10,9.6074
2021-08-11,9.8787
2021-08-12,9.8144
2021-08-13,9.7876
2021-08-14,9.7876
2021-08-15,9.7876
2021-08-16,9.7718
2021-08-17,9.5966
2021-08-18,9.5451
2021-08-19,9.4649
2021-08-20,9.6035
2021-08-21,9.6035
2021-08-22,9.6035
2021-08-23,9.6708
2021-08-24,9.7391
2021-08-25,9.7787
2021-08-26,9.4233
2021-08-27,9.1629
2021-08-28,9.1629
2021-08-29,9.1629
2021-08-30,9.1263
2021-08-31,8.8699
2021-09-01,8.8501
2021-09-02,8.7847
2021-09-03,8.7847
2021-09-04,8.7847
2021-09-05,8.7847
2021-09-06,8.7847
2021-09-07,8.6085
2021-09-08,8.3466
2021-09-09,8.3987
2021-09-10,8.3307
2021-09-11,8.3307
2021-09-12,8.3307
2021-09-13,8.3652
2021-09-14,8.2796
2021-09-15,8.4526
2021-09-16,8.461
2021-09-17,8.4889
2021-09-18,8.4889
2021-09-19,8.4889
2021-09-20,8.474
2021-09-21,8.2116
2021-09-22,8.3587
2021-09-23,8.3959
2021-09-24,8.3847
2021-09-25,8.3847
2021-09-26,8.3847
2021-09-27,8.662
2021-09-28,8.5671
2021-09-29,8.5541
2021-09-30,8.087
2021-10-01,8.0321
2021-10-02,8.0321
2021-10-03,8.0321
2021-10-04,8.0348
2021-10-05,8.0683
2021-10-06,8.1623
2021-10-07,8.3633
2021-10-08,8.4536
2021-10-09,8.4536
2021-10-10,8.4536
2021-10-11,8.2386
2021-10-12,8.3754
2021-10-13,8.3568
2021-10-14,8.367
2021-10-15,8.3754
2021-10-16,8.3754
2021-10-17,8.3754
2021-10-18,8.3307
2021-10-19,8.3633
2021-10-20,8.3112
2021-10-21,8.314
2021-10-22,8.2414
2021-10-23,8.2414
2021-10-24,8.2414
2021-10-25,8.3214
2021-10-26,8.2107
2021-10-27,8.1158
2021-10-28,8.1325
2021-10-29,10.5021
2021-10-30,10.5021
2021-10-31,10.5021
2021-11-01,10.763
2021-11-02,10.8574
2021-11-03,11.23
2021-11-04,11.2182
2021-11-05,11.2149
2021-11-06,11.2149
2021-11-07,11.2149
2021-11-08,11.0571
2021-11-09,11.0679
2021-11-10,10.9337
2021-11-11,10.9487
2021-11-12,10.9723
2021-11-13,10.9723
2021-11-14,10.9723
2021-11-15,11.026
2021-11-16,11.0979
2021-11-17,10.8285
2021-11-18,10.9412
2021-11-19,10.72
2021-11-20,10.72
2021-11-21,10.72
2021-11-22,10.9702
2021-11-23,10.8392
2021-11-24,10.5697
2021-11-25,10.5697
2021-11-26,10.6578
2021-11-27,10.6578
2021-11-28,10.6578
2021-11-29,10.4699
2021-11-30,10.4087
2021-12-01,10.3228
2021-12-02,10.4344
2021-12-03,10.6846
2021-12-04,10.6846
2021-12-05,10.6846
2021-12-06,10.4559
2021-12-07,10.5729
2021-12-08,10.2331
2021-12-09,10.2391
2021-12-10,10.2633
2021-12-11,10.2633
2021-12-12,10.2633
2021-12-13,10.1797
2021-12-14,10.0024
2021-12-15,10.0256
2021-12-16,10.0055
2021-12-17,10.0367
2021-12-18,10.0367
2021-12-19,10.0367
2021-12-20,9.933
2021-12-21,10.0669
2021-12-22,10.0971
2021-12-23,10.0055
2021-12-24,10.0055
2021-12-25,10.0055
2021-12-26,10.0055
2021-12-27,10.0417
2021-12-28,10.0901
2021-12-29,10.2371
2021-12-30,10.3348
2021-12-31,10.2885
2022-01-01,10.2885
2022-01-02,10.2885
2022-01-03,10.5131
2022-01-04,10.7104
2022-01-05,10.5594
2022-01-06,10.5664
2022-01-07,10.7538
2022-01-08,10.7538
2022-01-09,10.7538
2022-01-10,10.4184
2022-01-11,10.3499
2022-01-12,10.1465
2022-01-13,10.1414
2022-01-14,10.1233
2022-01-15,10.1233
2022-01-16,10.1233
2022-01-17,10.1233
2022-01-18,10.0175
2022-01-19,9.8655
2022-01-20,9.7537
2022-01-21,9.7597
2022-01-22,9.7597
2022-01-23,9.7597
2022-01-24,10.0538
2022-01-25,10.088
2022-01-26,9.8
2022-01-27,9.7537
2022-01-28,12.4346
2022-01-29,12.4346
2022-01-30,12.4346
2022-01-31,12.6945
2022-02-01,12.911
2022-02-02,12.7416
2022-02-03,12.6027
2022-02-04,12.4448
2022-02-05,12.4448
2022-02-06,12.4448
2022-02-07,12.3225
2022-02-08,12.3811
2022-02-09,12.148
2022-02-10,12.0677
2022-02-11,12.0766
2022-02-12,12.0766
2022-02-13,12.0766
2022-02-14,12.1773
2022-02-15,12.2448
2022-02-16,12.0639
2022-02-17,11.9964
2022-02-18,12.0308
2022-02-19,12.0308
2022-02-20,12.0308
2022-02-21,12.0308
2022-02-22,11.8155
2022-02-23,11.6728
2022-02-24,11.7837
2022-02-25,11.8958
2022-02-26,11.8958
2022-02-27,11.8958
2022-02-28,11.7837
2022-03-01,11.7174
2022-03-02,12.1072
2022-03-03,12.0524
2022-03-04,12.2028
2022-03-05,12.2028
2022-03-06,12.2028
2022-03-07,11.9696
2022-03-08,11.9607
2022-03-09,12.0359
2022-03-10,11.8283
2022-03-11,11.585
2022-03-12,11.585
2022-03-13,11.585
2022-03-14,11.4308
2022-03-15,12.0601
2022-03-16,12.0996
2022-03-17,12.1747
2022-03-18,12.334
2022-03-19,12.334
2022-03-20,12.334
2022-03-21,12.2129
2022-03-22,12.2856
2022-03-23,12.0665
2022-03-24,12.1251
2022-03-25,12.1072
2022-03-26,12.1072
2022-03-27,12.1072
2022-03-28,12.1926
2022-03-29,12.162
2022-03-30,11.7023
2022-03-31,11.4771
2022-04-01,11.4319
2022-04-02,11.4319
2022-04-03,11.4319
2022-04-04,11.6248
2022-04-05,11.4962
2022-04-06,11.4057
2022-04-07,11.4438
2022-04-08,11.5462
2022-04-09,11.5462
2022-04-10,11.5462
2022-04-11,11.5796
2022-04-12,11.5379
2022-04-13,11.6618
2022-04-14,11.7571
2022-04-15,11.7571
2022-04-16,11.7571
2022-04-17,11.7571
2022-04-18,11.7487
2022-04-19,11.9465
2022-04-20,11.9465
2022-04-21,11.869
2022-04-22,11.5129
2022-04-23,11.5129
2022-04-24,11.5129
2022-04-25,11.5629
2022-04-26,11.3247
2022-04-27,11.2294
2022-04-28,11.2818
2022-04-29,28.0063
2022-04-30,28.0063
2022-05-01,28.0063
2022-05-02,28.4747
2022-05-03,28.4388
2022-05-04,28.5876
2022-05-05,28.2074
2022-05-06,28.0311
2022-05-07,28.0311
2022-05-08,28.0311
2022-05-09,28.9265
2022-05-10,28.4278
2022-05-11,28.0256
2022-05-12,28.6923
2022-05-13,28.7226
2022-05-14,28.7226
2022-05-15,28.7226
2022-05-16,28.4857
2022-05-17,28.5463
2022-05-18,27.4829
2022-05-19,27.5683
2022-05-20,27.0807
2022-05-21,27.0807
2022-05-22,27.0807
2022-05-23,26.9567
2022-05-24,26.7198
2022-05-25,27.7391
2022-05-26,27.9375
2022-05-27,26.9154
2022-05-28,26.9154
2022-05-29,26.9154
2022-05-30,26.9154
2022-05-31,26.2404
2022-06-01,25.728
2022-06-02,26.0421
2022-06-03,26.0806
2022-06-04,26.0806
2022-06-05,26.0806
2022-06-06,26.0531
2022-06-07,26.1605
2022-06-08,26.4594
2022-06-09,26.4064
2022-06-10,26.1051
2022-06-11,26.1051
2022-06-12,26.1051
2022-06-13,25.9572
2022-06-14,25.8484
2022-06-15,25.8205
2022-06-16,25.5248
2022-06-17,25.469
2022-06-18,25.469
2022-06-19,25.469
2022-06-20,25.469
2022-06-21,25.3742
2022-06-22,25.4021
2022-06-23,25.536
2022-06-24,25.96
2022-06-25,25.96
2022-06-26,25.96
2022-06-27,25.7982
2022-06-28,25.7062
2022-06-29,25.5388
2022-06-30,25.3435
2022-07-01,25.1901
2022-07-02,25.1901
2022-07-03,25.1901
2022-07-04,25.1901
2022-07-05,25.3351
2022-07-06,25.0952
2022-07-07,25.4635
2022-07-08,25.8791
2022-07-09,25.8791
2022-07-10,25.8791
2022-07-11,25.9042
2022-07-12,25.9182
2022-07-13,25.868
2022-07-14,25.6197
2022-07-15,25.681
2022-07-16,25.681
2022-07-17,25.681
2022-07-18,25.7173
2022-07-19,25.7815
2022-07-20,25.7982
2022-07-21,25.5695
2022-07-22,25.4718
2022-07-23,25.4718
2022-07-24,25.4718
2022-07-25,25.2654
2022-07-26,24.6824
2022-07-27,24.9362
2022-07-28,24.9808
2022-07-29,24.9808
2022-07-30,24.9808
2022-07-31,24.9808
2022-08-01,24.9808
2022-08-02,24.9808
2022-08-03,24.9808
2022-08-04,24.9808
2022-08-05,24.9808
2022-08-06,24.9808
2022-08-07,24.9808
2022-08-08,24.9808
2022-08-09,24.9808
2022-08-10,24.9808
2022-08-11,24.9808
2022-08-12,24.9808
2022-08-13,24.9808
2022-08-14,24.9808
2022-08-15,24.9808
2022-08-16,24.9808
2022-08-17,24.9808
2022-08-18,24.9808
2022-08-19,24.9808
2022-08-20,24.9808
2022-08-21,24.9808
2022-08-22,24.9808
2022-08-23,24.9808
2022-08-24,24.9808
2022-08-25,24.9808
2022-08-26,24.9808
2022-08-27,24.9808
2022-08-28,24.9808
2022-08-29,24.9808
2022-08-30,24.9808
2022-08-31,24.9808
2022-09-01,24.9808
2022-09-02,24.9808
2022-09-03,24.9808
2022-09-04,24.9808
2022-09-05,24.9808
2022-09-06,24.9808
2022-09-07,24.9808
2022-09-08,24.9808
2022-09-09,24.9808
2022-09-10,24.9808
2022-09-11,24.9808
2022-09-12,24.9808
2022-09-13,24.9808
2022-09-14,24.9808
2022-09-15,24.9808
2022-09-16,24.9808
2022-09-17,24.9808
2022-09-18,24.9808
2022-09-19,24.9808
2022-09-20,24.9808
2022-09-21,24.9808
2022-09-22,24.9808
2022-09-23,24.9808
2022-09-24,24.9808
2022-09-25,24.9808
2022-09-26,24.9808
2022-09-27,24.9808
2022-09-28,24.9808
2022-09-29,24.9808
2022-09-30,24.9808
2022-10-01,24.9808
2022-10-02,24.9808
2022-10-03,24.9808
2022-10-04,24.9808
2022-10-05,24.9808
2022-10-06,24.9808
2022-10-07,24.9808
2022-10-08,24.9808
2022-10-09,24.9808
2022-10-10,24.9808
2022-10-11,24.9808
2022-10-12,24.9808
2022-10-13,24.9808
2022-10-14,24.9808
2022-10-15,24.9808
2022-10-16,24.9808
2022-10-17,24.9808
2022-10-18,24.9808
2022-10-19,24.9808
2022-10-20,24.9808
2022-10-21,24.9808
2022-10-22,24.9808
2022-10-23,24.9808
2022-10-24,24.9808
2022-10-25,24.9808
2022-10-26,24.9808
2022-10-27,24.9808
2022-10-28,24.9808
2022-10-29,24.9808
2022-10-30,24.9808
2022-10-31,24.9808
2022-11-01,24.9808
2022-11-02,24.9808
2022-11-03,24.9808
2022-11-04,24.9808
2022-11-05,24.9808
2022-11-06,24.9808
2022-11-07,24.9808
2022-11-08,24.9808
2022-11-09,24.9808
2022-11-10,24.9808
2022-11-11,24.9808
2022-11-12,24.9808
2022-11-13,24.9808
2022-11-14,24.9808
2022-11-15,24.9808
2022-11-16,24.9808
2022-11-17,24.9808
2022-11-18,24.9808
2022-11-19,24.9808
2022-11-20,24.9808
2022-11-21,24.9808
2022-11-22,24.9808
2022-11-23,24.9808
2022-11-24,24.9808
2022-11-25,24.9808
2022-11-26,24.9808
2022-11-27,24.9808
2022-11-28,24.9808
2022-11-29,24.9808
2022-11-30,24.9808
2022-12-01,24.9808
2022-12-02,24.9808
2022-12-03,24.9808
2022-12-04,24.9808
2022-12-05,24.9808
2022-12-06,24.9808
2022-12-07,24.9808
2022-12-08,24.9808
2022-12-09,24.9808
2022-12-10,24.9808
2022-12-11,24.9808
2022-12-12,24.9808
2022-12-13,24.9808
2022-12-14,24.9808
2022-12-15,24.9808
2022-12-16,24.9808
2022-12-17,24.9808
2022-12-18,24.9808
2022-12-19,24.9808
2022-12-20,24.9808
2022-12-21,24.9808
2022-12-22,24.9808
2022-12-23,24.9808
2022-12-24,24.9808
2022-12-25,24.9808
2022-12-26,24.9808
2022-12-27,24.9808
2022-12-28,24.9808
2022-12-29,24.9808
2022-12-30,24.9808
2022-12-31,24.9808
2023-01-01,24.9808
2023-01-02,24.9808
2023-01-03,24.9808
2023-01-04,24.9808
2023-01-05,24.9808
2023-01-06,24.9808
2023-01-07,24.9808
2023-01-08,24.9808
2023-01-09,24.9808
2023-01-10,24.9808
2023-01-11,24.9808
2023-01-12,24.9808
2023-01-13,24.9808
2023-01-14,24.9808
2023-01-15,24.9808
2023-01-16,24.9808
2023-01-17,24.9808
2023-01-18,24.9808
2023-01-19,24.9808
2023-01-20,24.9808
2023-01-21,24.9808
2023-01-22,24.9808
2023-01-23,24.9808
2023-01-24,24.9808
2023-01-25,24.9808
2023-01-26,24.9808
2023-01-27,24.9808
2023-01-28,24.9808
2023-01-29,24.9808
2023-01-30,24.9808
2023-01-31,24.9808
2023-02-01,24.9808
2023-02-02,24.9808
2023-02-03,24.9808
2023-02-04,24.9808
2023-02-05,24.9808
2023-02-06,24.9808
2023-02-07,24.9808
2023-02-08,24.9808
2023-02-09,24.9808
2023-02-10,24.9808
2023-02-11,24.9808
2023-02-12,24.9808
2023-02-13,24.9808
2023-02-14,24.9808
2023-02-15,24.9808
2023-02-16,24.9808
2023-02-17,24.9808
2023-02-18,24.9808
2023-02-19,24.9808
2023-02-20,24.9808
2023-02-21,24.9808
2023-02-22,24.9808
2023-02-23,24.9808
2023-02-24,24.9808
2023-02-25,24.9808
2023-02-26,24.9808
2023-02-27,24.9808
2023-02-28,24.9808
2023-03-01,24.9808
2023-03-02,24.9808
2023-03-03,24.9808
2023-03-04,24.9808
2023-03-05,24.9808
2023-03-06,24.9808
2023-03-07,24.9808
2023-03-08,24.9808
2023-03-09,24.9808
2023-03-10,24.9808
2023-03-11,24.9808
2023-03-12,24.9808
2023-03-13,24.9808
2023-03-14,24.9808
2023-03-15,24.9808
2023-03-16,24.9808
