,VSH US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-14,4.5163
2023-03-15,4.3538
2023-03-16,4.435
2023-03-17,4.2951
2023-03-18,4.2951
2023-03-19,4.2951
2023-03-20,4.4102
2023-03-21,4.4215
2023-03-22,4.3831
2023-03-23,4.4283
2023-03-24,4.4463
2023-03-25,4.4463
2023-03-26,4.4463
2023-03-27,4.5028
2023-03-28,4.4757
2023-03-29,4.5276
2023-03-30,4.5818
2023-03-31,4.4843
2023-04-01,4.4843
2023-04-02,4.4843
2023-04-03,4.4202
2023-04-04,4.2719
2023-04-05,4.229
2023-04-06,4.1981
2023-04-07,4.1981
2023-04-08,4.1981
2023-04-09,4.1981
2023-04-10,4.2886
2023-04-11,4.2555
2023-04-12,4.2312
2023-04-13,4.2996
2023-04-14,4.2555
2023-04-15,4.2555
2023-04-16,4.2555
2023-04-17,4.2731
2023-04-18,4.2312
2023-04-19,4.1738
2023-04-20,4.1672
2023-04-21,4.1694
2023-04-22,4.1694
2023-04-23,4.1694
2023-04-24,4.1142
2023-04-25,4.0855
2023-04-26,4.0855
2023-04-27,4.1628
2023-04-28,4.1782
2023-04-29,4.1782
2023-04-30,4.1782
2023-05-01,4.1827
2023-05-02,4.1473
2023-05-03,4.1672
2023-05-04,4.1209
2023-05-05,4.2334
2023-05-06,4.2334
2023-05-07,4.2334
2023-05-08,4.2246
2023-05-09,4.1473
2023-05-10,4.9143
2023-05-11,4.8461
2023-05-12,4.7822
2023-05-13,4.7822
2023-05-14,4.7822
2023-05-15,4.8262
2023-05-16,4.8416
2023-05-17,4.9715
2023-05-18,5.0661
2023-05-19,5.0639
2023-05-20,5.0639
2023-05-21,5.0639
2023-05-22,5.0859
2023-05-23,5.0859
2023-05-24,5.0133
2023-05-25,5.1937
2023-05-26,5.3125
2023-05-27,5.3125
2023-05-28,5.3125
2023-05-29,5.3125
2023-05-30,5.2399
2023-05-31,5.1519
2023-06-01,5.1915
2023-06-02,5.3235
2023-06-03,5.3235
2023-06-04,5.3235
2023-06-05,5.1717
2023-06-06,5.3015
2023-06-07,5.4687
2023-06-08,5.5127
2023-06-09,5.4863
2023-06-10,5.4863
2023-06-11,5.4863
2023-06-12,5.5479
2023-06-13,5.6073
2023-06-14,5.6007
2023-06-15,5.5765
2023-06-16,5.5919
2023-06-17,5.5919
2023-06-18,5.5919
2023-06-19,5.5919
2023-06-20,5.6447
2023-06-21,5.6183
2023-06-22,5.6293
2023-06-23,5.5919
2023-06-24,5.5919
2023-06-25,5.5919
2023-06-26,5.6535
2023-06-27,5.7503
2023-06-28,5.7459
2023-06-29,5.8691
2023-06-30,6.1043
2023-07-01,6.1043
2023-07-02,6.1043
2023-07-03,6.1517
2023-07-04,6.1517
2023-07-05,6.0501
2023-07-06,5.9396
2023-07-07,5.9035
2023-07-08,5.9035
2023-07-09,5.9035
2023-07-10,5.9464
2023-07-11,5.9734
2023-07-12,6.0569
2023-07-13,6.1968
2023-07-14,6.0975
2023-07-15,6.0975
2023-07-16,6.0975
2023-07-17,6.1246
2023-07-18,6.2374
2023-07-19,6.1065
2023-07-20,5.9148
2023-07-21,5.8787
2023-07-22,5.8787
2023-07-23,5.8787
2023-07-24,5.8291
2023-07-25,5.8674
2023-07-26,5.7433
2023-07-27,5.802
2023-07-28,5.7884
2023-07-29,5.7884
2023-07-30,5.7884
2023-07-31,5.8223
2023-08-01,5.8336
2023-08-02,5.6802
2023-08-03,5.6802
2023-08-04,5.5832
2023-08-05,5.5832
2023-08-06,5.5832
2023-08-07,5.5899
2023-08-08,5.511
2023-08-09,5.535
2023-08-10,5.416
2023-08-11,5.4452
2023-08-12,5.4452
2023-08-13,5.4452
2023-08-14,5.4968
2023-08-15,5.535
2023-08-16,5.416
2023-08-17,5.3329
2023-08-18,5.4025
2023-08-19,5.4025
2023-08-20,5.4025
2023-08-21,5.4429
2023-08-22,5.4654
2023-08-23,5.6001
2023-08-24,5.4968
2023-08-25,5.5013
2023-08-26,5.5013
2023-08-27,5.5013
2023-08-28,5.5867
2023-08-29,5.6563
2023-08-30,5.5844
2023-08-31,5.6338
2023-09-01,5.6675
2023-09-02,5.6675
2023-09-03,5.6675
2023-09-04,5.6675
2023-09-05,5.4295
2023-09-06,5.3913
2023-09-07,5.1151
2023-09-08,4.9893
2023-09-09,4.9893
2023-09-10,4.9893
2023-09-11,5.0949
2023-09-12,5.0769
2023-09-13,5.0702
2023-09-14,5.1106
2023-09-15,5.0859
2023-09-16,5.0859
2023-09-17,5.0859
2023-09-18,5.0792
2023-09-19,5.1196
2023-09-20,4.9803
2023-09-21,4.9512
2023-09-22,4.9646
2023-09-23,4.9646
2023-09-24,4.9646
2023-09-25,4.9803
2023-09-26,4.904
2023-09-27,4.904
2023-09-28,5.0006
2023-09-29,5.8259
2023-09-30,5.8259
2023-10-01,5.8259
2023-10-02,5.8763
2023-10-03,5.6494
2023-10-04,5.7502
2023-10-05,5.6872
2023-10-06,5.6973
2023-10-07,5.6973
2023-10-08,5.6973
2023-10-09,5.6721
2023-10-10,5.7578
2023-10-11,5.7906
2023-10-12,5.6847
2023-10-13,5.5612
2023-10-14,5.5612
2023-10-15,5.5612
2023-10-16,5.6041
2023-10-17,5.6192
2023-10-18,5.5385
2023-10-19,5.4553
2023-10-20,5.3923
2023-10-21,5.3923
2023-10-22,5.3923
2023-10-23,5.3419
2023-10-24,5.357
2023-10-25,5.2613
2023-10-26,5.3117
2023-10-27,5.2915
2023-10-28,5.2915
2023-10-29,5.2915
2023-10-30,5.1983
2023-10-31,5.2008
2023-11-01,5.2461
2023-11-02,5.41
2023-11-03,5.5486
2023-11-04,5.5486
2023-11-05,5.5486
2023-11-06,5.3999
2023-11-07,5.3848
2023-11-08,5.1923
2023-11-09,4.939
2023-11-10,5.0795
2023-11-11,5.0795
2023-11-12,5.0795
2023-11-13,4.9641
2023-11-14,5.2174
2023-11-15,5.2901
2023-11-16,5.1948
2023-11-17,5.2349
2023-11-18,5.2349
2023-11-19,5.2349
2023-11-20,5.2926
2023-11-21,5.1798
2023-11-22,5.1772
2023-11-23,5.1772
2023-11-24,5.1873
2023-11-25,5.1873
2023-11-26,5.1873
2023-11-27,5.26
2023-11-28,5.1998
2023-11-29,5.2224
2023-11-30,5.1697
2023-12-01,5.255
2023-12-02,5.255
2023-12-03,5.255
2023-12-04,5.2851
2023-12-05,5.1898
2023-12-06,5.2048
2023-12-07,5.3277
2023-12-08,5.3954
2023-12-09,5.3954
2023-12-10,5.3954
2023-12-11,5.4757
2023-12-12,5.4205
2023-12-13,5.4932
2023-12-14,5.744
2023-12-15,5.6587
2023-12-16,5.6587
2023-12-17,5.6587
2023-12-18,5.6086
2023-12-19,5.6587
2023-12-20,5.5484
2023-12-21,5.6086
2023-12-22,5.7039
2023-12-23,5.7039
2023-12-24,5.7039
2023-12-25,5.7039
2023-12-26,5.7139
2023-12-27,5.6637
2023-12-28,5.6311
2023-12-29,6.5942
2023-12-30,6.5942
2023-12-31,6.5942
2024-01-01,6.5942
2024-01-02,6.4655
2024-01-03,6.3479
2024-01-04,6.2304
2024-01-05,6.1772
2024-01-06,6.1772
2024-01-07,6.1772
2024-01-08,6.2863
2024-01-09,6.124
2024-01-10,6.152
2024-01-11,6.2108
2024-01-12,6.1576
2024-01-13,6.1576
2024-01-14,6.1576
2024-01-15,6.1576
2024-01-16,6.124
2024-01-17,5.9673
2024-01-18,6.1016
2024-01-19,6.1296
2024-01-20,6.1296
2024-01-21,6.1296
2024-01-22,6.2304
2024-01-23,6.2584
2024-01-24,6.1912
2024-01-25,6.11
2024-01-26,6.0793
2024-01-27,6.0793
2024-01-28,6.0793
2024-01-29,6.1352
2024-01-30,6.1324
2024-01-31,5.9673
2024-02-01,6.0401
2024-02-02,6.0205
2024-02-03,6.0205
2024-02-04,6.0205
2024-02-05,5.9449
2024-02-06,5.9253
2024-02-07,5.8162
2024-02-08,6.0009
2024-02-09,6.1268
2024-02-10,6.1268
2024-02-11,6.1268
2024-02-12,6.1912
2024-02-13,5.805
2024-02-14,5.9505
2024-02-15,6.1268
2024-02-16,6.0838
2024-02-17,6.0838
2024-02-18,6.0838
2024-02-19,6.0838
2024-02-20,5.9614
2024-02-21,5.8446
2024-02-22,5.8724
2024-02-23,5.9252
2024-02-24,5.9252
2024-02-25,5.9252
2024-02-26,5.9586
2024-02-27,5.9391
2024-02-28,5.9697
2024-02-29,5.9364
2024-03-01,6.1422
2024-03-02,6.1422
2024-03-03,6.1422
2024-03-04,6.2424
2024-03-05,6.2424
2024-03-06,6.2952
2024-03-07,6.412
2024-03-08,6.3453
2024-03-09,6.3453
2024-03-10,6.3453
2024-03-11,6.3342
2024-03-12,6.3508
2024-03-13,6.1784
2024-03-14,6.0476
2024-03-15,6.056
2024-03-16,6.056
2024-03-17,6.056
2024-03-18,5.8446
2024-03-19,5.864
2024-03-20,5.9141
2024-03-21,6.081
2024-03-22,6.0087
2024-03-23,6.0087
2024-03-24,6.0087
2024-03-25,6.1478
2024-03-26,6.0476
2024-03-27,6.2507
2024-03-28,6.1951
2024-03-29,6.1951
2024-03-30,6.1951
2024-03-31,6.1951
2024-04-01,6.1528
2024-04-02,6.0026
2024-04-03,6.061
2024-04-04,5.9664
2024-04-05,5.9775
2024-04-06,5.9775
2024-04-07,5.9775
2024-04-08,6.0137
