,CVI US Equity
2023-03-15,4.3941
2023-03-16,4.5371
2023-03-17,4.5475
2023-03-18,4.5475
2023-03-19,4.5475
2023-03-20,4.6258
2023-03-21,4.6686
2023-03-22,4.676
2023-03-23,4.5747
2023-03-24,4.5235
2023-03-25,4.5235
2023-03-26,4.5235
2023-03-27,4.7021
2023-03-28,4.8127
2023-03-29,4.8889
2023-03-30,4.8451
2023-03-31,4.2698
2023-04-01,4.2698
2023-04-02,4.2698
2023-04-03,4.3223
2023-04-04,4.0197
2023-04-05,4.1405
2023-04-06,4.0778
2023-04-07,4.0778
2023-04-08,4.0778
2023-04-09,4.0778
2023-04-10,4.1415
2023-04-11,4.2146
2023-04-12,4.1162
2023-04-13,4.0094
2023-04-14,3.9419
2023-04-15,3.9419
2023-04-16,3.9419
2023-04-17,3.8707
2023-04-18,3.8463
2023-04-19,3.8389
2023-04-20,3.8117
2023-04-21,3.7367
2023-04-22,3.7367
2023-04-23,3.7367
2023-04-24,3.7826
2023-04-25,3.6702
2023-04-26,3.6571
2023-04-27,3.6515
2023-04-28,3.6665
2023-04-29,3.6665
2023-04-30,3.6665
2023-05-01,3.7021
2023-05-02,3.6533
2023-05-03,3.5268
2023-05-04,3.3769
2023-05-05,3.4416
2023-05-06,3.4416
2023-05-07,3.4416
2023-05-08,3.5147
2023-05-09,3.569
2023-05-10,3.5999
2023-05-11,3.5222
2023-05-12,3.4313
2023-05-13,3.4313
2023-05-14,3.4313
2023-05-15,3.525
2023-05-16,3.4538
2023-05-17,3.5044
2023-05-18,3.554
2023-05-19,3.5334
2023-05-20,3.5334
2023-05-21,3.5334
2023-05-22,3.5803
2023-05-23,3.4903
2023-05-24,3.525
2023-05-25,3.4069
2023-05-26,3.4416
2023-05-27,3.4416
2023-05-28,3.4416
2023-05-29,3.4416
2023-05-30,3.3976
2023-05-31,3.3919
2023-06-01,3.4182
2023-06-02,3.5774
2023-06-03,3.5774
2023-06-04,3.5774
2023-06-05,3.5428
2023-06-06,3.6187
2023-06-07,3.7901
2023-06-08,3.7779
2023-06-09,3.7798
2023-06-10,3.7798
2023-06-11,3.7798
2023-06-12,3.7611
2023-06-13,3.7986
2023-06-14,3.7423
2023-06-15,3.8014
2023-06-16,3.7948
2023-06-17,3.7948
2023-06-18,3.7948
2023-06-19,3.7948
2023-06-20,3.7208
2023-06-21,3.7667
2023-06-22,3.7508
2023-06-23,3.7536
2023-06-24,3.7536
2023-06-25,3.7536
2023-06-26,3.7995
2023-06-27,3.852
2023-06-28,3.9241
2023-06-29,4.0225
2023-06-30,4.5929
2023-07-01,4.5929
2023-07-02,4.5929
2023-07-03,4.5592
2023-07-04,4.5592
2023-07-05,4.5727
2023-07-06,4.5862
2023-07-07,4.7075
2023-07-08,4.7075
2023-07-09,4.7075
2023-07-10,4.6839
2023-07-11,4.7805
2023-07-12,4.7434
2023-07-13,4.7445
2023-07-14,4.6805
2023-07-15,4.6805
2023-07-16,4.6805
2023-07-17,4.6906
2023-07-18,4.8074
2023-07-19,4.9006
2023-07-20,4.9736
2023-07-21,5.0253
2023-07-22,5.0253
2023-07-23,5.0253
2023-07-24,5.1623
2023-07-25,5.1444
2023-07-26,5.2297
2023-07-27,5.1915
2023-07-28,5.3286
2023-07-29,5.3286
2023-07-30,5.3286
2023-07-31,5.3544
2023-08-01,5.2848
2023-08-02,5.3555
2023-08-03,5.3499
2023-08-04,5.3095
2023-08-05,5.3095
2023-08-06,5.3095
2023-08-07,5.3802
2023-08-08,5.3376
2023-08-09,5.46
2023-08-10,5.4353
2023-08-11,5.3331
2023-08-12,5.3331
2023-08-13,5.3331
2023-08-14,5.2702
2023-08-15,5.1455
2023-08-16,5.1466
2023-08-17,5.1331
2023-08-18,5.1814
2023-08-19,5.1814
2023-08-20,5.1814
2023-08-21,5.1051
2023-08-22,5.123
2023-08-23,4.8703
2023-08-24,4.8445
2023-08-25,4.9265
2023-08-26,4.9265
2023-08-27,4.9265
2023-08-28,4.849
2023-08-29,4.8714
2023-08-30,4.913
2023-08-31,4.9006
2023-09-01,5.1343
2023-09-02,5.1343
2023-09-03,5.1343
2023-09-04,5.1343
2023-09-05,5.1253
2023-09-06,5.1455
2023-09-07,5.2533
2023-09-08,5.3791
2023-09-09,5.3791
2023-09-10,5.3791
2023-09-11,5.3881
2023-09-12,5.214
2023-09-13,5.1309
2023-09-14,5.1837
2023-09-15,5.1084
2023-09-16,5.1084
2023-09-17,5.1084
2023-09-18,5.1185
2023-09-19,5.0029
2023-09-20,5.0175
2023-09-21,5.0545
2023-09-22,5.0219
2023-09-23,5.0219
2023-09-24,5.0219
2023-09-25,5.0163
2023-09-26,5.0219
2023-09-27,5.1174
2023-09-28,5.2028
2023-09-29,3.5162
2023-09-30,3.5162
2023-10-01,3.5162
2023-10-02,3.465
2023-10-03,3.3789
2023-10-04,3.231
2023-10-05,3.2505
2023-10-06,3.244
2023-10-07,3.244
2023-10-08,3.244
2023-10-09,3.2741
2023-10-10,3.3415
2023-10-11,3.3586
2023-10-12,3.309
2023-10-13,3.3009
2023-10-14,3.3009
2023-10-15,3.3009
2023-10-16,3.3399
2023-10-17,3.3748
2023-10-18,3.4545
2023-10-19,3.4277
2023-10-20,3.4041
2023-10-21,3.4041
2023-10-22,3.4041
2023-10-23,3.3765
2023-10-24,3.3066
2023-10-25,3.2822
2023-10-26,3.3058
2023-10-27,3.27
2023-10-28,3.27
2023-10-29,3.27
2023-10-30,3.305
2023-10-31,3.4122
2023-11-01,3.4756
2023-11-02,3.4756
2023-11-03,3.4033
2023-11-04,3.4033
2023-11-05,3.4033
2023-11-06,3.3984
2023-11-07,3.3269
2023-11-08,3.3001
2023-11-09,3.2863
2023-11-10,3.2099
2023-11-11,3.2099
2023-11-12,3.2099
2023-11-13,3.2326
2023-11-14,3.3545
2023-11-15,3.3683
2023-11-16,3.2733
2023-11-17,3.3001
2023-11-18,3.3001
2023-11-19,3.3001
2023-11-20,3.3383
2023-11-21,3.3196
2023-11-22,3.3448
2023-11-23,3.3448
2023-11-24,3.3464
2023-11-25,3.3464
2023-11-26,3.3464
2023-11-27,3.3805
2023-11-28,3.374
2023-11-29,3.3293
2023-11-30,3.3326
2023-12-01,3.3765
2023-12-02,3.3765
2023-12-03,3.3765
2023-12-04,3.3675
2023-12-05,3.2952
2023-12-06,3.2026
2023-12-07,3.2083
2023-12-08,3.1961
2023-12-09,3.1961
2023-12-10,3.1961
2023-12-11,3.2107
2023-12-12,3.1538
2023-12-13,3.231
2023-12-14,3.3602
2023-12-15,3.3066
2023-12-16,3.3066
2023-12-17,3.3066
2023-12-18,3.3147
2023-12-19,3.3269
2023-12-20,3.3228
2023-12-21,3.2993
2023-12-22,3.3025
2023-12-23,3.3025
2023-12-24,3.3025
2023-12-25,3.3025
2023-12-26,3.3188
2023-12-27,3.2798
2023-12-28,3.2326
2023-12-29,4.3549
2023-12-30,4.3549
2023-12-31,4.3549
2024-01-01,4.3549
2024-01-02,4.4308
2024-01-03,4.4237
2024-01-04,4.43
2024-01-05,4.4344
2024-01-06,4.4344
2024-01-07,4.4344
2024-01-08,4.4764
2024-01-09,4.4594
2024-01-10,4.3415
2024-01-11,4.3558
2024-01-12,4.4032
2024-01-13,4.4032
2024-01-14,4.4032
2024-01-15,4.4032
2024-01-16,4.3397
2024-01-17,4.271
2024-01-18,4.3022
2024-01-19,4.3281
2024-01-20,4.3281
2024-01-21,4.3281
2024-01-22,4.3558
2024-01-23,4.3639
2024-01-24,4.3889
2024-01-25,4.4264
2024-01-26,4.5452
2024-01-27,4.5452
2024-01-28,4.5452
2024-01-29,4.555
2024-01-30,4.7292
2024-01-31,4.6613
2024-02-01,4.6676
2024-02-02,4.6434
2024-02-03,4.6434
2024-02-04,4.6434
2024-02-05,4.6819
2024-02-06,4.6408
2024-02-07,4.7274
2024-02-08,4.7765
2024-02-09,4.798
2024-02-10,4.798
2024-02-11,4.798
2024-02-12,4.8159
2024-02-13,4.7819
2024-02-14,4.7971
2024-02-15,4.8346
2024-02-16,4.7792
2024-02-17,4.7792
2024-02-18,4.7792
2024-02-19,4.7792
2024-02-20,4.7274
2024-02-21,4.6354
2024-02-22,4.5488
2024-02-23,4.6345
2024-02-24,4.6345
2024-02-25,4.6345
2024-02-26,4.6461
2024-02-27,4.647
2024-02-28,4.513
2024-02-29,4.6122
2024-03-01,4.5756
2024-03-02,4.5756
2024-03-03,4.5756
2024-03-04,4.5175
2024-03-05,4.5202
2024-03-06,4.5246
2024-03-07,4.6542
2024-03-08,4.6041
2024-03-09,4.6041
2024-03-10,4.6041
2024-03-11,4.5863
2024-03-12,4.555
2024-03-13,4.748
2024-03-14,4.7229
2024-03-15,4.8552
2024-03-16,4.8552
2024-03-17,4.8552
2024-03-18,4.8266
2024-03-19,4.8855
2024-03-20,4.9338
2024-03-21,4.9257
2024-03-22,4.9016
2024-03-23,4.9016
2024-03-24,4.9016
2024-03-25,4.8784
2024-03-26,4.7882
2024-03-27,4.7631
2024-03-28,4.8337
2024-03-29,4.8337
2024-03-30,4.8337
2024-03-31,4.8337
2024-04-01,4.9284
2024-04-02,4.8962
2024-04-03,5.0088
2024-04-04,4.9784
2024-04-05,5.0043
2024-04-06,5.0043
2024-04-07,5.0043
2024-04-08,4.8927
