,LH US Equity
2023-03-19,15.6587
2023-03-20,15.8864
2023-03-21,16.1058
2023-03-22,15.8641
2023-03-23,15.7331
2023-03-24,15.9435
2023-03-25,15.9435
2023-03-26,15.9435
2023-03-27,16.0202
2023-03-28,16.0706
2023-03-29,16.1344
2023-03-30,16.2955
2023-03-31,21.2398
2023-04-01,21.2398
2023-04-02,21.2398
2023-04-03,21.3166
2023-04-04,21.3259
2023-04-05,21.5689
2023-04-06,21.4377
2023-04-07,21.4377
2023-04-08,21.4377
2023-04-09,21.4377
2023-04-10,21.4377
2023-04-11,21.4793
2023-04-12,21.3029
2023-04-13,21.4083
2023-04-14,21.2348
2023-04-15,21.2348
2023-04-16,21.2348
2023-04-17,21.3875
2023-04-18,21.2993
2023-04-19,21.3739
2023-04-20,21.3918
2023-04-21,21.4965
2023-04-22,21.4965
2023-04-23,21.4965
2023-04-24,21.4614
2023-04-25,20.6649
2023-04-26,20.69
2023-04-27,20.9008
2023-04-28,21.0456
2023-04-29,21.0456
2023-04-30,21.0456
2023-05-01,21.257
2023-05-02,20.9911
2023-05-03,20.9939
2023-05-04,20.7071
2023-05-05,20.8592
2023-05-06,20.8592
2023-05-07,20.8592
2023-05-08,20.7666
2023-05-09,20.7817
2023-05-10,20.8341
2023-05-11,20.5879
2023-05-12,20.6374
2023-05-13,20.6374
2023-05-14,20.6374
2023-05-15,20.7903
2023-05-16,20.4092
2023-05-17,20.3726
2023-05-18,20.3008
2023-05-19,20.354
2023-05-20,20.354
2023-05-21,20.354
2023-05-22,20.4831
2023-05-23,20.5025
2023-05-24,20.2714
2023-05-25,20.1063
2023-05-26,20.2664
2023-05-27,20.2664
2023-05-28,20.2664
2023-05-29,20.2664
2023-05-30,20.003
2023-05-31,20.0461
2023-06-01,20.0396
2023-06-02,20.3654
2023-06-03,20.3654
2023-06-04,20.3654
2023-06-05,20.4228
2023-06-06,20.4329
2023-06-07,20.6195
2023-06-08,20.6353
2023-06-09,20.4078
2023-06-10,20.4078
2023-06-11,20.4078
2023-06-12,20.9087
2023-06-13,21.2281
2023-06-14,21.0831
2023-06-15,21.3401
2023-06-16,21.6063
2023-06-17,21.6063
2023-06-18,21.6063
2023-06-19,21.6063
2023-06-20,21.4054
2023-06-21,21.5138
2023-06-22,21.6523
2023-06-23,21.6465
2023-06-24,21.6465
2023-06-25,21.6465
2023-06-26,21.7434
2023-06-27,21.8805
2023-06-28,21.8697
2023-06-29,22.052
2023-06-30,23.9565
2023-07-01,23.9565
2023-07-02,23.9565
2023-07-03,21.2778
2023-07-04,21.2778
2023-07-05,21.3208
2023-07-06,21.3224
2023-07-07,21.2249
2023-07-08,21.2249
2023-07-09,21.2249
2023-07-10,21.4067
2023-07-11,21.5109
2023-07-12,21.6208
2023-07-13,21.5109
2023-07-14,21.596
2023-07-15,21.596
2023-07-16,21.596
2023-07-17,21.5811
2023-07-18,21.5919
2023-07-19,21.9547
2023-07-20,22.0861
2023-07-21,22.1283
2023-07-22,22.1283
2023-07-23,22.1283
2023-07-24,22.096
2023-07-25,22.3341
2023-07-26,22.0977
2023-07-27,21.8671
2023-07-28,21.7506
2023-07-29,21.7506
2023-07-30,21.7506
2023-07-31,21.6919
2023-08-01,21.6654
2023-08-02,21.7754
2023-08-03,21.8018
2023-08-04,21.7993
2023-08-05,21.7993
2023-08-06,21.7993
2023-08-07,21.7307
2023-08-08,21.6869
2023-08-09,21.8811
2023-08-10,21.6993
2023-08-11,22.0283
2023-08-12,22.0283
2023-08-13,22.0283
2023-08-14,22.0274
2023-08-15,21.8762
2023-08-16,21.7894
2023-08-17,21.6068
2023-08-18,21.7332
2023-08-19,21.7332
2023-08-20,21.7332
2023-08-21,21.8324
2023-08-22,21.7621
2023-08-23,21.7754
2023-08-24,21.5729
2023-08-25,21.5481
2023-08-26,21.5481
2023-08-27,21.5481
2023-08-28,21.5522
2023-08-29,21.477
2023-08-30,21.5621
2023-08-31,21.21
2023-09-01,21.0844
2023-09-02,21.0844
2023-09-03,21.0844
2023-09-04,21.0844
2023-09-05,20.9084
2023-09-06,20.9208
2023-09-07,20.9745
2023-09-08,20.8141
2023-09-09,20.8141
2023-09-10,20.8141
2023-09-11,20.7001
2023-09-12,20.672
2023-09-13,20.9133
2023-09-14,20.8414
2023-09-15,20.6769
2023-09-16,20.6769
2023-09-17,20.6769
2023-09-18,20.6373
2023-09-19,20.9266
2023-09-20,20.9704
2023-09-21,20.9654
2023-09-22,20.9662
2023-09-23,20.9662
2023-09-24,20.9662
2023-09-25,21.2365
2023-09-26,20.9836
2023-09-27,20.9414
2023-09-28,20.81
2023-09-29,24.66
2023-09-30,24.66
2023-10-01,24.66
2023-10-02,24.5211
2023-10-03,24.606
2023-10-04,24.6796
2023-10-05,24.6358
2023-10-06,24.6917
2023-10-07,24.6917
2023-10-08,24.6917
2023-10-09,24.7868
2023-10-10,24.8027
2023-10-11,24.5519
2023-10-12,24.3636
2023-10-13,24.7076
2023-10-14,24.7076
2023-10-15,24.7076
2023-10-16,24.6871
2023-10-17,24.8372
2023-10-18,24.7253
2023-10-19,24.509
2023-10-20,24.5491
2023-10-21,24.5491
2023-10-22,24.5491
2023-10-23,24.3691
2023-10-24,24.4363
2023-10-25,24.3468
2023-10-26,25.1141
2023-10-27,24.4652
2023-10-28,24.4652
2023-10-29,24.4652
2023-10-30,24.3906
2023-10-31,23.7593
2023-11-01,24.1363
2023-11-02,24.2444
2023-11-03,24.6965
2023-11-04,24.6965
2023-11-05,24.6965
2023-11-06,24.6357
2023-11-07,24.4061
2023-11-08,24.3052
2023-11-09,24.1658
2023-11-10,24.2105
2023-11-11,24.2105
2023-11-12,24.2105
2023-11-13,24.1774
2023-11-14,24.5017
2023-11-15,24.6697
2023-11-16,24.7421
2023-11-17,24.8305
2023-11-18,24.8305
2023-11-19,24.8305
2023-11-20,24.7751
2023-11-21,24.8886
2023-11-22,24.8198
2023-11-23,24.8198
2023-11-24,24.9198
2023-11-25,24.9198
2023-11-26,24.9198
2023-11-27,24.9234
2023-11-28,24.885
2023-11-29,25.0422
2023-11-30,25.2942
2023-12-01,25.4782
2023-12-02,25.4782
2023-12-03,25.4782
2023-12-04,25.7489
2023-12-05,25.304
2023-12-06,25.3799
2023-12-07,25.3585
2023-12-08,25.2665
2023-12-09,25.2665
2023-12-10,25.2665
2023-12-11,25.2263
2023-12-12,25.3514
2023-12-13,25.7016
2023-12-14,25.8436
2023-12-15,25.5256
2023-12-16,25.5256
2023-12-17,25.5256
2023-12-18,25.564
2023-12-19,25.9321
2023-12-20,25.5872
2023-12-21,25.7623
2023-12-22,25.9294
2023-12-23,25.9294
2023-12-24,25.9294
2023-12-25,25.9294
2023-12-26,26.0482
2023-12-27,26.1652
2023-12-28,26.201
2023-12-29,33.5638
2023-12-30,33.5638
2023-12-31,33.5638
2024-01-01,33.5638
2024-01-02,34.1711
2024-01-03,33.4958
2024-01-04,33.3253
2024-01-05,33.3483
2024-01-06,33.3483
2024-01-07,33.3483
2024-01-08,33.414
2024-01-09,33.6675
2024-01-10,33.3426
2024-01-11,33.066
2024-01-12,33.1248
2024-01-13,33.1248
2024-01-14,33.1248
2024-01-15,33.1248
2024-01-16,32.9278
2024-01-17,33.0695
2024-01-18,33.5673
2024-01-19,33.4325
2024-01-20,33.4325
2024-01-21,33.4325
2024-01-22,33.3887
2024-01-23,33.4947
2024-01-24,33.1098
2024-01-25,33.4901
2024-01-26,33.2907
2024-01-27,33.2907
2024-01-28,33.2907
2024-01-29,33.5465
2024-01-30,33.4555
2024-01-31,32.9888
2024-02-01,33.2181
2024-02-02,32.9013
2024-02-03,32.9013
2024-02-04,32.9013
2024-02-05,32.6823
2024-02-06,32.9865
2024-02-07,33.1513
2024-02-08,33.0464
2024-02-09,33.0222
2024-02-10,33.0222
2024-02-11,33.0222
2024-02-12,33.5823
2024-02-13,33.1075
2024-02-14,33.6583
2024-02-15,32.9692
2024-02-16,32.3366
2024-02-17,32.3366
2024-02-18,32.3366
2024-02-19,32.3366
2024-02-20,32.2249
2024-02-21,32.1895
2024-02-22,32.1713
2024-02-23,32.3296
2024-02-24,32.3296
2024-02-25,32.3296
2024-02-26,32.2018
2024-02-27,31.993
2024-02-28,31.8914
2024-02-29,32.009
2024-03-01,32.2567
2024-03-02,32.2567
2024-03-03,32.2567
2024-03-04,32.3822
2024-03-05,32.0455
2024-03-06,32.2338
2024-03-07,32.2977
2024-03-08,32.1996
2024-03-09,32.1996
2024-03-10,32.1996
2024-03-11,32.3171
2024-03-12,32.1265
2024-03-13,31.9998
2024-03-14,31.2305
2024-03-15,31.2533
2024-03-16,31.2533
2024-03-17,31.2533
2024-03-18,31.291
2024-03-19,31.4542
2024-03-20,31.2705
2024-03-21,31.4908
2024-03-22,31.7156
2024-03-23,31.7156
2024-03-24,31.7156
2024-03-25,31.7715
2024-03-26,31.7453
2024-03-27,32.0934
2024-03-28,32.3092
2024-03-29,32.3092
2024-03-30,32.3092
2024-03-31,32.3092
2024-04-01,32.0683
2024-04-02,31.5661
2024-04-03,31.5992
2024-04-04,31.4816
2024-04-05,31.4948
2024-04-06,31.4948
2024-04-07,31.4948
2024-04-08,31.3646
