,SNX US Equity
2023-03-21,11.207
2023-03-22,11.0961
2023-03-23,11.0751
2023-03-24,11.1196
2023-03-25,11.1196
2023-03-26,11.1196
2023-03-27,11.2288
2023-03-28,11.1633
2023-03-29,11.1787
2023-03-30,11.2685
2023-03-31,11.4596
2023-04-01,11.4596
2023-04-02,11.4596
2023-04-03,11.4122
2023-04-04,11.1995
2023-04-05,11.2345
2023-04-06,11.2077
2023-04-07,11.2077
2023-04-08,11.2077
2023-04-09,11.2077
2023-04-10,11.299
2023-04-11,11.2605
2023-04-12,11.1935
2023-04-13,11.2722
2023-04-14,11.3216
2023-04-15,11.3216
2023-04-16,11.3216
2023-04-17,11.4188
2023-04-18,11.4606
2023-04-19,11.0695
2023-04-20,11.0226
2023-04-21,10.8836
2023-04-22,10.8836
2023-04-23,10.8836
2023-04-24,10.8434
2023-04-25,10.7068
2023-04-26,10.6968
2023-04-27,10.7864
2023-04-28,10.8743
2023-04-29,10.8743
2023-04-30,10.8743
2023-05-01,10.9187
2023-05-02,10.7881
2023-05-03,10.8082
2023-05-04,10.6976
2023-05-05,10.8174
2023-05-06,10.8174
2023-05-07,10.8174
2023-05-08,10.7722
2023-05-09,10.7881
2023-05-10,10.8676
2023-05-11,10.7797
2023-05-12,10.7747
2023-05-13,10.7747
2023-05-14,10.7747
2023-05-15,10.8333
2023-05-16,10.7939
2023-05-17,10.9715
2023-05-18,11.0469
2023-05-19,10.9414
2023-05-20,10.9414
2023-05-21,10.9414
2023-05-22,11.0368
2023-05-23,10.9439
2023-05-24,10.8124
2023-05-25,10.9673
2023-05-26,11.0653
2023-05-27,11.0653
2023-05-28,11.0653
2023-05-29,11.0653
2023-05-30,11.0042
2023-05-31,10.3721
2023-06-01,10.3671
2023-06-02,10.6099
2023-06-03,10.6099
2023-06-04,10.6099
2023-06-05,10.4299
2023-06-06,10.6124
2023-06-07,10.7875
2023-06-08,10.7288
2023-06-09,10.6744
2023-06-10,10.6744
2023-06-11,10.6744
2023-06-12,10.7849
2023-06-13,10.8804
2023-06-14,10.8595
2023-06-15,10.9566
2023-06-16,10.991
2023-06-17,10.991
2023-06-18,10.991
2023-06-19,10.991
2023-06-20,10.9667
2023-06-21,10.9399
2023-06-22,10.9072
2023-06-23,10.9441
2023-06-24,10.9441
2023-06-25,10.9441
2023-06-26,11.0688
2023-06-27,10.6602
2023-06-28,10.388
2023-06-29,10.6506
2023-06-30,10.6481
2023-07-01,10.6481
2023-07-02,10.6481
2023-07-03,10.5276
2023-07-04,10.5276
2023-07-05,10.644
2023-07-06,10.6147
2023-07-07,10.7686
2023-07-08,10.7686
2023-07-09,10.7686
2023-07-10,10.9591
2023-07-11,10.9999
2023-07-12,11.0049
2023-07-13,11.1172
2023-07-14,11.0024
2023-07-15,11.0024
2023-07-16,11.0024
2023-07-17,11.0515
2023-07-18,11.1256
2023-07-19,11.1048
2023-07-20,10.9225
2023-07-21,10.97
2023-07-22,10.97
2023-07-23,10.97
2023-07-24,11.0515
2023-07-25,11.163
2023-07-26,11.138
2023-07-27,11.0523
2023-07-28,10.9675
2023-07-29,10.9675
2023-07-30,10.9675
2023-07-31,11.1006
2023-08-01,11.0898
2023-08-02,11.1622
2023-08-03,11.1048
2023-08-04,11.1572
2023-08-05,11.1572
2023-08-06,11.1572
2023-08-07,11.1172
2023-08-08,11.1638
2023-08-09,11.1547
2023-08-10,11.1073
2023-08-11,11.1322
2023-08-12,11.1322
2023-08-13,11.1322
2023-08-14,11.1247
2023-08-15,11.0357
2023-08-16,10.9866
2023-08-17,11.0174
2023-08-18,11.029
2023-08-19,11.029
2023-08-20,11.029
2023-08-21,11.0132
2023-08-22,11.0207
2023-08-23,11.1272
2023-08-24,11.1364
2023-08-25,11.163
2023-08-26,11.163
2023-08-27,11.163
2023-08-28,11.2737
2023-08-29,11.3602
2023-08-30,11.3411
2023-08-31,10.9893
2023-09-01,11.0859
2023-09-02,11.0859
2023-09-03,11.0859
2023-09-04,11.0859
2023-09-05,10.8602
2023-09-06,10.8893
2023-09-07,10.7602
2023-09-08,10.7619
2023-09-09,10.7619
2023-09-10,10.7619
2023-09-11,10.7744
2023-09-12,10.8202
2023-09-13,10.8493
2023-09-14,10.9293
2023-09-15,10.9185
2023-09-16,10.9185
2023-09-17,10.9185
2023-09-18,10.9077
2023-09-19,11.0018
2023-09-20,11.0651
2023-09-21,10.961
2023-09-22,11.0143
2023-09-23,11.0143
2023-09-24,11.0143
2023-09-25,11.0018
2023-09-26,10.4094
2023-09-27,10.6449
2023-09-28,10.8117
2023-09-29,10.6792
2023-09-30,10.6792
2023-10-01,10.6792
2023-10-02,10.5999
2023-10-03,10.4702
2023-10-04,10.5293
2023-10-05,10.4669
2023-10-06,10.5252
2023-10-07,10.5252
2023-10-08,10.5252
2023-10-09,10.6113
2023-10-10,10.6811
2023-10-11,10.4004
2023-10-12,10.279
2023-10-13,10.2913
2023-10-14,10.2913
2023-10-15,10.2913
2023-10-16,10.3611
2023-10-17,10.3808
2023-10-18,10.1256
2023-10-19,10.032
2023-10-20,10.0008
2023-10-21,10.0008
2023-10-22,10.0008
2023-10-23,9.9253
2023-10-24,10.0
2023-10-25,9.9179
2023-10-26,9.959
2023-10-27,9.9097
2023-10-28,9.9097
2023-10-29,9.9097
2023-10-30,9.9549
2023-10-31,10.0361
2023-11-01,10.1444
2023-11-02,10.2749
2023-11-03,10.3323
2023-11-04,10.3323
2023-11-05,10.3323
2023-11-06,10.375
2023-11-07,10.2831
2023-11-08,10.2134
2023-11-09,10.151
2023-11-10,10.3299
2023-11-11,10.3299
2023-11-12,10.3299
2023-11-13,10.2733
2023-11-14,10.5473
2023-11-15,10.6425
2023-11-16,10.5227
2023-11-17,10.5687
2023-11-18,10.5687
2023-11-19,10.5687
2023-11-20,10.6351
2023-11-21,10.6212
2023-11-22,10.6023
2023-11-23,10.6023
2023-11-24,10.6113
2023-11-25,10.6113
2023-11-26,10.6113
2023-11-27,10.5966
2023-11-28,10.567
2023-11-29,10.581
2023-11-30,11.7126
2023-12-01,11.7195
2023-12-02,11.7195
2023-12-03,11.7195
2023-12-04,11.7126
2023-12-05,11.6107
2023-12-06,11.5841
2023-12-07,11.7297
2023-12-08,11.8779
2023-12-09,11.8779
2023-12-10,11.8779
2023-12-11,11.9191
2023-12-12,11.9379
2023-12-13,12.1204
2023-12-14,12.4039
2023-12-15,12.3962
2023-12-16,12.3962
2023-12-17,12.3962
2023-12-18,12.3551
2023-12-19,12.4519
2023-12-20,12.3697
2023-12-21,12.4322
2023-12-22,12.4785
2023-12-23,12.4785
2023-12-24,12.4785
2023-12-25,12.4785
2023-12-26,12.5607
2023-12-27,12.5513
2023-12-28,12.577
2023-12-29,12.481
2023-12-30,12.481
2023-12-31,12.481
2024-01-01,12.481
2024-01-02,12.3543
2024-01-03,12.2943
2024-01-04,12.2934
2024-01-05,12.2232
2024-01-06,12.2232
2024-01-07,12.2232
2024-01-08,12.2523
2024-01-09,11.9153
2024-01-10,12.2986
2024-01-11,12.2009
2024-01-12,12.1487
2024-01-13,12.1487
2024-01-14,12.1487
2024-01-15,12.1487
2024-01-16,12.1435
2024-01-17,12.1461
2024-01-18,12.1846
2024-01-19,12.2215
2024-01-20,12.2215
2024-01-21,12.2215
2024-01-22,12.3388
2024-01-23,12.3594
2024-01-24,12.3345
2024-01-25,12.3388
2024-01-26,11.9634
2024-01-27,11.9634
2024-01-28,11.9634
2024-01-29,11.6543
2024-01-30,11.6659
2024-01-31,11.5254
2024-02-01,11.608
2024-02-02,11.6683
2024-02-03,11.6683
2024-02-04,11.6683
2024-02-05,11.5406
2024-02-06,11.5141
2024-02-07,11.4686
2024-02-08,11.5976
2024-02-09,11.6249
2024-02-10,11.6249
2024-02-11,11.6249
2024-02-12,11.6877
2024-02-13,11.4595
2024-02-14,11.596
2024-02-15,11.6663
2024-02-16,11.6125
2024-02-17,11.6125
2024-02-18,11.6125
2024-02-19,11.6125
2024-02-20,11.6324
2024-02-21,11.6414
2024-02-22,11.6935
2024-02-23,11.7878
2024-02-24,11.7878
2024-02-25,11.7878
2024-02-26,11.7225
2024-02-27,11.6985
2024-02-28,11.7622
2024-02-29,11.307
2024-03-01,11.4255
2024-03-02,11.4255
2024-03-03,11.4255
2024-03-04,11.4107
2024-03-05,11.3424
2024-03-06,11.4478
2024-03-07,11.3786
2024-03-08,11.3341
2024-03-09,11.3341
2024-03-10,11.3341
2024-03-11,11.3432
2024-03-12,11.2625
2024-03-13,11.3251
2024-03-14,11.2485
2024-03-15,11.2822
2024-03-16,11.2822
2024-03-17,11.2822
2024-03-18,11.2081
2024-03-19,11.2518
2024-03-20,11.3465
2024-03-21,11.3984
2024-03-22,11.4338
2024-03-23,11.4338
2024-03-24,11.4338
2024-03-25,11.4338
2024-03-26,11.9962
2024-03-27,12.0577
2024-03-28,11.825
2024-03-29,11.825
2024-03-30,11.825
2024-03-31,11.825
2024-04-01,11.7961
2024-04-02,12.0922
2024-04-03,12.2366
2024-04-04,12.2473
2024-04-05,12.2845
2024-04-06,12.2845
2024-04-07,12.2845
2024-04-08,12.2198
