,PEG US Equity
2023-03-17,35.6025
2023-03-18,35.6025
2023-03-19,35.6025
2023-03-20,35.8878
2023-03-21,35.6025
2023-03-22,35.0968
2023-03-23,34.956
2023-03-24,35.6928
2023-03-25,35.6928
2023-03-26,35.6928
2023-03-27,35.8517
2023-03-28,36.09
2023-03-29,36.6173
2023-03-30,36.8088
2023-03-31,16.3347
2023-04-01,16.3347
2023-04-02,16.3347
2023-04-03,16.1501
2023-04-04,16.1696
2023-04-05,16.4512
2023-04-06,16.4739
2023-04-07,16.4739
2023-04-08,16.4739
2023-04-09,16.4739
2023-04-10,16.461
2023-04-11,16.529
2023-04-12,16.5192
2023-04-13,16.5014
2023-04-14,16.5047
2023-04-15,16.5047
2023-04-16,16.5047
2023-04-17,16.537
2023-04-18,16.5549
2023-04-19,16.5937
2023-04-20,16.5791
2023-04-21,16.6002
2023-04-22,16.6002
2023-04-23,16.6002
2023-04-24,16.618
2023-04-25,16.5694
2023-04-26,16.3412
2023-04-27,16.4966
2023-04-28,16.4561
2023-04-29,16.4561
2023-04-30,16.4561
2023-05-01,16.4464
2023-05-02,16.393
2023-05-03,16.4617
2023-05-04,16.5103
2023-05-05,16.5605
2023-05-06,16.5605
2023-05-07,16.5605
2023-05-08,16.5071
2023-05-09,16.5427
2023-05-10,16.6123
2023-05-11,16.499
2023-05-12,16.5589
2023-05-13,16.5589
2023-05-14,16.5589
2023-05-15,16.3548
2023-05-16,16.2269
2023-05-17,16.1897
2023-05-18,16.1702
2023-05-19,16.1978
2023-05-20,16.1978
2023-05-21,16.1978
2023-05-22,16.303
2023-05-23,16.154
2023-05-24,16.0714
2023-05-25,15.9143
2023-05-26,15.8722
2023-05-27,15.8722
2023-05-28,15.8722
2023-05-29,15.8722
2023-05-30,15.856
2023-05-31,15.9014
2023-06-01,15.9257
2023-06-02,16.1103
2023-06-03,16.1103
2023-06-04,16.1103
2023-06-05,16.1621
2023-06-06,16.1961
2023-06-07,16.3824
2023-06-08,16.2884
2023-06-09,16.2771
2023-06-10,16.2771
2023-06-11,16.2771
2023-06-12,16.2577
2023-06-13,16.2609
2023-06-14,16.2544
2023-06-15,16.3079
2023-06-16,16.3532
2023-06-17,16.3532
2023-06-18,16.3532
2023-06-19,16.3532
2023-06-20,16.269
2023-06-21,16.3597
2023-06-22,16.2836
2023-06-23,16.1848
2023-06-24,16.1848
2023-06-25,16.1848
2023-06-26,16.2901
2023-06-27,16.3824
2023-06-28,16.1848
2023-06-29,16.2399
2023-06-30,14.1171
2023-07-01,14.1171
2023-07-02,14.1171
2023-07-03,14.1534
2023-07-04,14.1534
2023-07-05,14.2621
2023-07-06,14.1617
2023-07-07,14.1074
2023-07-08,14.1074
2023-07-09,14.1074
2023-07-10,14.0558
2023-07-11,14.1659
2023-07-12,14.2705
2023-07-13,14.3165
2023-07-14,14.2886
2023-07-15,14.2886
2023-07-16,14.2886
2023-07-17,14.1603
2023-07-18,14.1227
2023-07-19,14.2273
2023-07-20,14.375
2023-07-21,14.4685
2023-07-22,14.4685
2023-07-23,14.4685
2023-07-24,14.389
2023-07-25,14.4336
2023-07-26,14.4392
2023-07-27,14.2133
2023-07-28,14.1966
2023-07-29,14.1966
2023-07-30,14.1966
2023-07-31,14.1882
2023-08-01,14.202
2023-08-02,14.1936
2023-08-03,13.9217
2023-08-04,13.8394
2023-08-05,13.8394
2023-08-06,13.8394
2023-08-07,13.8254
2023-08-08,13.838
2023-08-09,13.8547
2023-08-10,13.8282
2023-08-11,13.877
2023-08-12,13.877
2023-08-13,13.877
2023-08-14,13.7613
2023-08-15,13.6762
2023-08-16,13.8031
2023-08-17,13.8115
2023-08-18,13.8701
2023-08-19,13.8701
2023-08-20,13.8701
2023-08-21,13.7892
2023-08-22,13.7641
2023-08-23,13.8603
2023-08-24,13.8561
2023-08-25,13.9119
2023-08-26,13.9119
2023-08-27,13.9119
2023-08-28,13.9203
2023-08-29,14.0109
2023-08-30,13.9872
2023-08-31,13.9063
2023-09-01,13.8254
2023-09-02,13.8254
2023-09-03,13.8254
2023-09-04,13.8254
2023-09-05,13.5995
2023-09-06,13.6497
2023-09-07,13.778
2023-09-08,13.8659
2023-09-09,13.8659
2023-09-10,13.8659
2023-09-11,13.8673
2023-09-12,13.8436
2023-09-13,13.8798
2023-09-14,13.9495
2023-09-15,13.944
2023-09-16,13.944
2023-09-17,13.944
2023-09-18,13.9412
2023-09-19,13.8422
2023-09-20,13.8533
2023-09-21,13.8171
2023-09-22,13.8282
2023-09-23,13.8282
2023-09-24,13.8282
2023-09-25,13.7961
2023-09-26,13.5423
2023-09-27,13.4628
2023-09-28,13.2899
2023-09-29,12.1947
2023-09-30,12.1947
2023-10-01,12.1947
2023-10-02,11.9147
2023-10-03,12.0206
2023-10-04,12.095
2023-10-05,12.1505
2023-10-06,12.2464
2023-10-07,12.2464
2023-10-08,12.2464
2023-10-09,12.3839
2023-10-10,12.4646
2023-10-11,12.6816
2023-10-12,12.6563
2023-10-13,12.6854
2023-10-14,12.6854
2023-10-15,12.6854
2023-10-16,12.6967
2023-10-17,12.6866
2023-10-18,12.6084
2023-10-19,12.563
2023-10-20,12.4962
2023-10-21,12.4962
2023-10-22,12.4962
2023-10-23,12.4785
2023-10-24,12.645
2023-10-25,12.6589
2023-10-26,12.7358
2023-10-27,12.5983
2023-10-28,12.5983
2023-10-29,12.5983
2023-10-30,12.6046
2023-10-31,12.7926
2023-11-01,12.8846
2023-11-02,13.0158
2023-11-03,13.0373
2023-11-04,13.0373
2023-11-05,13.0373
2023-11-06,12.9654
2023-11-07,12.8746
2023-11-08,12.7976
2023-11-09,12.7144
2023-11-10,12.7875
2023-11-11,12.7875
2023-11-12,12.7875
2023-11-13,12.7535
2023-11-14,12.9944
2023-11-15,12.9477
2023-11-16,13.0209
2023-11-17,13.0575
2023-11-18,13.0575
2023-11-19,13.0575
2023-11-20,13.0902
2023-11-21,13.1066
2023-11-22,13.171
2023-11-23,13.171
2023-11-24,13.2265
2023-11-25,13.2265
2023-11-26,13.2265
2023-11-27,13.1445
2023-11-28,13.1394
2023-11-29,12.9994
2023-11-30,12.891
2023-12-01,13.0158
2023-12-02,13.0158
2023-12-03,13.0158
2023-12-04,12.9982
2023-12-05,12.9124
2023-12-06,12.9868
2023-12-07,12.8897
2023-12-08,12.9086
2023-12-09,12.9086
2023-12-10,12.9086
2023-12-11,12.9603
2023-12-12,12.8985
2023-12-13,13.1546
2023-12-14,12.9603
2023-12-15,12.7787
2023-12-16,12.7787
2023-12-17,12.7787
2023-12-18,12.7989
2023-12-19,12.8582
2023-12-20,12.6778
2023-12-21,12.6286
2023-12-22,12.6664
2023-12-23,12.6664
2023-12-24,12.6664
2023-12-25,12.6664
2023-12-26,12.6753
2023-12-27,12.6677
2023-12-28,12.7068
2023-12-29,13.8053
2023-12-30,13.8053
2023-12-31,13.8053
2024-01-01,13.8053
2024-01-02,13.8582
2024-01-03,13.8947
2024-01-04,13.892
2024-01-05,13.8839
2024-01-06,13.8839
2024-01-07,13.8839
2024-01-08,13.9448
2024-01-09,13.8961
2024-01-10,13.9218
2024-01-11,13.6916
2024-01-12,13.6929
2024-01-13,13.6929
2024-01-14,13.6929
2024-01-15,13.6929
2024-01-16,13.5642
2024-01-17,13.4884
2024-01-18,13.4234
2024-01-19,13.4532
2024-01-20,13.4532
2024-01-21,13.4532
2024-01-22,13.3827
2024-01-23,13.399
2024-01-24,13.2405
2024-01-25,13.3069
2024-01-26,13.334
2024-01-27,13.334
2024-01-28,13.334
2024-01-29,13.3814
2024-01-30,13.4125
2024-01-31,13.3773
2024-02-01,13.5182
2024-02-02,13.4058
2024-02-03,13.4058
2024-02-04,13.4058
2024-02-05,13.4058
2024-02-06,13.5114
2024-02-07,13.5155
2024-02-08,13.4058
2024-02-09,13.4356
2024-02-10,13.4356
2024-02-11,13.4356
2024-02-12,13.5588
2024-02-13,13.4532
2024-02-14,13.483
2024-02-15,13.5954
2024-02-16,13.6211
2024-02-17,13.6211
2024-02-18,13.6211
2024-02-19,13.6211
2024-02-20,13.6645
2024-02-21,13.804
2024-02-22,13.6997
2024-02-23,13.7512
2024-02-24,13.7512
2024-02-25,13.7512
2024-02-26,13.6008
2024-02-27,13.8548
2024-02-28,13.9969
2024-02-29,13.9658
2024-03-01,13.9441
2024-03-02,13.9441
2024-03-03,13.9441
2024-03-04,14.0956
2024-03-05,14.2107
2024-03-06,14.3027
2024-03-07,14.3527
2024-03-08,14.2174
2024-03-09,14.2174
2024-03-10,14.2174
2024-03-11,14.3108
2024-03-12,14.1836
2024-03-13,14.1728
2024-03-14,14.1809
2024-03-15,14.1525
2024-03-16,14.1525
2024-03-17,14.1525
2024-03-18,14.1863
2024-03-19,14.1917
2024-03-20,14.1674
2024-03-21,14.1606
2024-03-22,14.3216
2024-03-23,14.3216
2024-03-24,14.3216
2024-03-25,14.3608
2024-03-26,14.3865
2024-03-27,14.5408
2024-03-28,14.5584
2024-03-29,14.5584
2024-03-30,14.5584
2024-03-31,14.5584
2024-04-01,14.5394
2024-04-02,14.5097
2024-04-03,14.5394
2024-04-04,14.4677
2024-04-05,14.5232
2024-04-06,14.5232
2024-04-07,14.5232
2024-04-08,14.5597
