,EVR US Equity
2020-05-14,5.5571
2020-05-15,5.6646
2020-05-16,5.6646
2020-05-17,5.6646
2020-05-18,6.107
2020-05-19,5.854
2020-05-20,5.9918
2020-05-21,5.9566
2020-05-22,5.9928
2020-05-23,5.9928
2020-05-24,5.9928
2020-05-25,5.9928
2020-05-26,6.3336
2020-05-27,6.7068
2020-05-28,6.4157
2020-05-29,6.2369
2020-05-30,6.2369
2020-05-31,6.2369
2020-06-01,6.3122
2020-06-02,6.5192
2020-06-03,6.8894
2020-06-04,7.0281
2020-06-05,7.1659
2020-06-06,7.1659
2020-06-07,7.1659
2020-06-08,7.4335
2020-06-09,7.2088
2020-06-10,6.9344
2020-06-11,6.317
2020-06-12,6.5563
2020-06-13,6.5563
2020-06-14,6.5563
2020-06-15,6.6921
2020-06-16,6.8699
2020-06-17,6.696
2020-06-18,6.6208
2020-06-19,6.4948
2020-06-20,6.4948
2020-06-21,6.4948
2020-06-22,6.4772
2020-06-23,6.5554
2020-06-24,6.4206
2020-06-25,6.5808
2020-06-26,6.2829
2020-06-27,6.2829
2020-06-28,6.2829
2020-06-29,6.4528
2020-06-30,6.1967
2020-07-01,5.8911
2020-07-02,6.0207
2020-07-03,6.0207
2020-07-04,6.0207
2020-07-05,6.0207
2020-07-06,6.1524
2020-07-07,5.8306
2020-07-08,5.9613
2020-07-09,5.6329
2020-07-10,5.8101
2020-07-11,5.8101
2020-07-12,5.8101
2020-07-13,5.8111
2020-07-14,5.8252
2020-07-15,6.1589
2020-07-16,6.1254
2020-07-17,6.012
2020-07-18,6.012
2020-07-19,6.012
2020-07-20,6.012
2020-07-21,6.2421
2020-07-22,5.9904
2020-07-23,6.0531
2020-07-24,5.9429
2020-07-25,5.9429
2020-07-26,5.9429
2020-07-27,5.944
2020-07-28,5.7928
2020-07-29,5.9073
2020-07-30,5.7841
2020-07-31,5.8057
2020-08-01,5.8057
2020-08-02,5.8057
2020-08-03,6.0336
2020-08-04,6.0529
2020-08-05,6.3319
2020-08-06,6.3622
2020-08-07,6.5341
2020-08-08,6.5341
2020-08-09,6.5341
2020-08-10,6.6044
2020-08-11,6.8359
2020-08-12,6.864
2020-08-13,6.6844
2020-08-14,6.7775
2020-08-15,6.7775
2020-08-16,6.7775
2020-08-17,6.6336
2020-08-18,6.6401
2020-08-19,6.6617
2020-08-20,6.5601
2020-08-21,6.5201
2020-08-22,6.5201
2020-08-23,6.5201
2020-08-24,6.7407
2020-08-25,6.7385
2020-08-26,6.7061
2020-08-27,6.6152
2020-08-28,6.6152
2020-08-29,6.6152
2020-08-30,6.6152
2020-08-31,6.5255
2020-09-01,6.6293
2020-09-02,6.7245
2020-09-03,6.6293
2020-09-04,6.6553
2020-09-05,6.6553
2020-09-06,6.6553
2020-09-07,6.6553
2020-09-08,6.4162
2020-09-09,6.4714
2020-09-10,6.4346
2020-09-11,6.5168
2020-09-12,6.5168
2020-09-13,6.5168
2020-09-14,6.8088
2020-09-15,6.9678
2020-09-16,6.9375
2020-09-17,6.904
2020-09-18,7.0089
2020-09-19,7.0089
2020-09-20,7.0089
2020-09-21,6.8045
2020-09-22,6.7569
2020-09-23,6.5276
2020-09-24,6.5157
2020-09-25,6.4422
2020-09-26,6.4422
2020-09-27,6.4422
2020-09-28,6.7007
2020-09-29,6.7018
2020-09-30,6.7071
2020-10-01,6.7829
2020-10-02,7.0975
2020-10-03,7.0975
2020-10-04,7.0975
2020-10-05,7.2537
2020-10-06,7.2262
2020-10-07,7.2273
2020-10-08,7.4516
2020-10-09,7.6276
2020-10-10,7.6276
2020-10-11,7.6276
2020-10-12,7.8189
2020-10-13,7.8717
2020-10-14,7.9124
2020-10-15,8.1016
2020-10-16,8.1313
2020-10-17,8.1313
2020-10-18,8.1313
2020-10-19,8.0554
2020-10-20,8.0565
2020-10-21,8.5668
2020-10-22,8.6427
2020-10-23,8.7637
2020-10-24,8.7637
2020-10-25,8.7637
2020-10-26,8.5624
2020-10-27,8.5261
2020-10-28,8.1115
2020-10-29,8.2842
2020-10-30,8.2556
2020-10-31,8.2556
2020-11-01,8.2556
2020-11-02,8.3139
2020-11-03,8.3315
2020-11-04,8.5605
2020-11-05,8.7124
2020-11-06,8.5132
2020-11-07,8.5132
2020-11-08,8.5132
2020-11-09,9.0757
2020-11-10,9.111
2020-11-11,8.9381
2020-11-12,8.8126
2020-11-13,9.0614
2020-11-14,9.0614
2020-11-15,9.0614
2020-11-16,9.2717
2020-11-17,9.2882
2020-11-18,9.2299
2020-11-19,9.2497
2020-11-20,9.2299
2020-11-21,9.2299
2020-11-22,9.2299
2020-11-23,9.5557
2020-11-24,9.7902
2020-11-25,9.6812
2020-11-26,9.6812
2020-11-27,9.6581
2020-11-28,9.6581
2020-11-29,9.6581
2020-11-30,9.5183
2020-12-01,9.7462
2020-12-02,9.7462
2020-12-03,9.9763
2020-12-04,9.9609
2020-12-05,9.9609
2020-12-06,9.9609
2020-12-07,9.9807
2020-12-08,10.1866
2020-12-09,10.322
2020-12-10,10.5102
2020-12-11,10.6324
2020-12-12,10.6324
2020-12-13,10.6324
2020-12-14,10.7568
2020-12-15,10.8042
2020-12-16,11.0959
2020-12-17,11.261
2020-12-18,11.4042
2020-12-19,11.4042
2020-12-20,11.4042
2020-12-21,11.4295
2020-12-22,11.4086
2020-12-23,11.6508
2020-12-24,11.6684
2020-12-25,11.6684
2020-12-26,11.6684
2020-12-27,11.6684
2020-12-28,11.7906
2020-12-29,11.6574
2020-12-30,11.5814
2020-12-31,8.5254
2021-01-01,8.5254
2021-01-02,8.5254
2021-01-03,8.5254
2021-01-04,8.408
2021-01-05,8.4975
2021-01-06,9.0258
2021-01-07,9.2297
2021-01-08,8.9994
2021-01-09,8.9994
2021-01-10,8.9994
2021-01-11,9.0168
2021-01-12,9.235
2021-01-13,9.1003
2021-01-14,9.1612
2021-01-15,9.2124
2021-01-16,9.2124
2021-01-17,9.2124
2021-01-18,9.2124
2021-01-19,9.3403
2021-01-20,9.1936
2021-01-21,8.9159
2021-01-22,8.8956
2021-01-23,8.8956
2021-01-24,8.8956
2021-01-25,8.7775
2021-01-26,8.4945
2021-01-27,8.2944
2021-01-28,8.6699
2021-01-29,8.4847
2021-01-30,8.4847
2021-01-31,8.4847
2021-02-01,8.7639
2021-02-02,8.8926
2021-02-03,9.241
2021-02-04,8.9648
2021-02-05,8.9144
2021-02-06,8.9144
2021-02-07,8.9144
2021-02-08,9.0988
2021-02-09,9.0416
2021-02-10,9.0724
2021-02-11,9.2237
2021-02-12,9.1101
2021-02-13,9.1101
2021-02-14,9.1101
2021-02-15,9.1101
2021-02-16,9.3682
2021-02-17,9.2169
2021-02-18,9.0627
2021-02-19,9.1959
2021-02-20,9.1959
2021-02-21,9.1959
2021-02-22,9.2086
2021-02-23,9.4096
2021-02-24,9.6188
2021-02-25,9.2734
2021-02-26,9.5963
2021-02-27,9.5963
2021-02-28,9.5963
2021-03-01,9.9971
2021-03-02,9.9286
2021-03-03,10.0703
2021-03-04,9.6586
2021-03-05,9.8562
2021-03-06,9.8562
2021-03-07,9.8562
2021-03-08,10.401
2021-03-09,10.5606
2021-03-10,10.7707
2021-03-11,10.805
2021-03-12,11.2361
2021-03-13,11.2361
2021-03-14,11.2361
2021-03-15,11.3583
2021-03-16,11.2252
2021-03-17,11.2828
2021-03-18,11.0618
2021-03-19,10.9684
2021-03-20,10.9684
2021-03-21,10.9684
2021-03-22,10.6618
2021-03-23,10.2687
2021-03-24,10.1956
2021-03-25,10.3162
2021-03-26,10.3536
2021-03-27,10.3536
2021-03-28,10.3536
2021-03-29,10.1823
2021-03-30,10.4952
2021-03-31,8.9093
2021-04-01,9.1589
2021-04-02,9.1589
2021-04-03,9.1589
2021-04-04,9.1589
2021-04-05,9.2693
2021-04-06,9.2564
2021-04-07,9.2325
2021-04-08,9.1129
2021-04-09,8.9044
2021-04-10,8.9044
2021-04-11,8.9044
2021-04-12,9.0957
2021-04-13,8.9387
2021-04-14,9.1515
2021-04-15,9.0626
2021-04-16,9.2472
2021-04-17,9.2472
2021-04-18,9.2472
2021-04-19,9.3711
2021-04-20,9.1491
2021-04-21,9.2527
2021-04-22,9.303
2021-04-23,9.5096
2021-04-24,9.5096
2021-04-25,9.5096
2021-04-26,9.4312
2021-04-27,9.5342
2021-04-28,9.4808
2021-04-29,9.3406
2021-04-30,9.2043
2021-05-01,9.2043
2021-05-02,9.2043
2021-05-03,9.2282
2021-05-04,9.2491
2021-05-05,9.3728
2021-05-06,9.4368
2021-05-07,9.5892
2021-05-08,9.5892
2021-05-09,9.5892
2021-05-10,9.4224
2021-05-11,9.1487
2021-05-12,8.9922
2021-05-13,9.3758
2021-05-14,9.6525
2021-05-15,9.6525
2021-05-16,9.6525
2021-05-17,9.6065
2021-05-18,9.4786
2021-05-19,9.5001
2021-05-20,9.5653
2021-05-21,9.6866
2021-05-22,9.6866
2021-05-23,9.6866
2021-05-24,9.7583
2021-05-25,9.5097
2021-05-26,9.6113
2021-05-27,9.6746
2021-05-28,9.5467
2021-05-29,9.5467
2021-05-30,9.5467
2021-05-31,9.5467
2021-06-01,9.6567
2021-06-02,9.3716
2021-06-03,9.3161
2021-06-04,9.2712
2021-06-05,9.2712
2021-06-06,9.2712
2021-06-07,9.3119
2021-06-08,9.3065
2021-06-09,9.2115
2021-06-10,9.242
2021-06-11,9.3143
2021-06-12,9.3143
2021-06-13,9.3143
2021-06-14,8.985
2021-06-15,9.0609
2021-06-16,8.976
2021-06-17,8.5703
2021-06-18,8.4812
2021-06-19,8.4812
2021-06-20,8.4812
2021-06-21,8.6587
2021-06-22,8.6611
2021-06-23,8.7059
2021-06-24,8.8954
2021-06-25,9.0711
2021-06-26,9.0711
2021-06-27,9.0711
2021-06-28,8.8721
2021-06-29,9.0567
2021-06-30,7.8398
2021-07-01,7.9043
2021-07-02,7.9841
2021-07-03,7.9841
2021-07-04,7.9841
2021-07-05,7.9841
2021-07-06,7.8809
2021-07-07,7.823
2021-07-08,7.5571
2021-07-09,7.552
2021-07-10,7.552
2021-07-11,7.552
2021-07-12,7.641
2021-07-13,7.7671
2021-07-14,7.4518
2021-07-15,7.4437
2021-07-16,7.2698
2021-07-17,7.2698
2021-07-18,7.2698
2021-07-19,7.0589
2021-07-20,7.3202
2021-07-21,7.4818
2021-07-22,7.5403
2021-07-23,7.5662
2021-07-24,7.5662
2021-07-25,7.5662
2021-07-26,7.5652
2021-07-27,7.4732
2021-07-28,7.3924
2021-07-29,7.4961
2021-07-30,7.4041
2021-07-31,7.4041
2021-08-01,7.4041
2021-08-02,7.34
2021-08-03,7.0176
2021-08-04,7.0486
2021-08-05,7.1855
2021-08-06,7.1963
2021-08-07,7.1963
2021-08-08,7.1963
2021-08-09,7.253
2021-08-10,7.3017
2021-08-11,7.443
2021-08-12,7.4952
2021-08-13,7.4627
2021-08-14,7.4627
2021-08-15,7.4627
2021-08-16,7.4332
2021-08-17,7.2864
2021-08-18,7.2628
2021-08-19,7.1013
2021-08-20,7.2392
2021-08-21,7.2392
2021-08-22,7.2392
2021-08-23,7.3795
2021-08-24,7.411
2021-08-25,7.4982
2021-08-26,7.3765
2021-08-27,7.5617
2021-08-28,7.5617
2021-08-29,7.5617
2021-08-30,7.6306
2021-08-31,7.5582
2021-09-01,7.5819
2021-09-02,7.5577
2021-09-03,7.5021
2021-09-04,7.5021
2021-09-05,7.5021
2021-09-06,7.5021
2021-09-07,7.4652
2021-09-08,7.4681
2021-09-09,7.4947
2021-09-10,7.5242
2021-09-11,7.5242
2021-09-12,7.5242
2021-09-13,7.5435
2021-09-14,7.4967
2021-09-15,7.5725
2021-09-16,7.541
2021-09-17,7.4849
2021-09-18,7.4849
2021-09-19,7.4849
2021-09-20,7.2864
2021-09-21,7.2091
2021-09-22,7.3017
2021-09-23,7.4396
2021-09-24,7.4573
2021-09-25,7.4573
2021-09-26,7.4573
2021-09-27,7.5828
2021-09-28,7.4469
2021-09-29,7.3997
2021-09-30,5.903
2021-10-01,6.0803
2021-10-02,6.0803
2021-10-03,6.0803
2021-10-04,6.1602
2021-10-05,6.2768
2021-10-06,6.2627
2021-10-07,6.3411
2021-10-08,6.419
2021-10-09,6.419
2021-10-10,6.419
2021-10-11,6.4186
2021-10-12,6.4693
2021-10-13,6.4821
2021-10-14,6.6019
2021-10-15,6.7389
2021-10-16,6.7389
2021-10-17,6.7389
2021-10-18,6.8141
2021-10-19,6.9117
2021-10-20,7.0889
2021-10-21,7.0383
2021-10-22,6.9644
2021-10-23,6.9644
2021-10-24,6.9644
2021-10-25,7.0431
2021-10-26,7.0017
2021-10-27,6.5758
2021-10-28,6.6565
2021-10-29,6.6332
2021-10-30,6.6332
2021-10-31,6.6332
2021-11-01,6.7381
2021-11-02,6.6513
2021-11-03,6.7321
2021-11-04,6.5058
2021-11-05,6.5117
2021-11-06,6.5117
2021-11-07,6.5117
2021-11-08,6.5236
2021-11-09,6.5145
2021-11-10,6.4911
2021-11-11,6.6355
2021-11-12,6.6861
2021-11-13,6.6861
2021-11-14,6.6861
2021-11-15,6.6726
2021-11-16,6.62
2021-11-17,6.5694
2021-11-18,6.5291
2021-11-19,6.4567
2021-11-20,6.4567
2021-11-21,6.4567
2021-11-22,6.4374
2021-11-23,6.4575
2021-11-24,6.4081
2021-11-25,6.4081
2021-11-26,6.1978
2021-11-27,6.1978
2021-11-28,6.1978
2021-11-29,6.2705
2021-11-30,6.0155
2021-12-01,5.887
2021-12-02,6.0333
2021-12-03,5.8364
2021-12-04,5.8364
2021-12-05,5.8364
2021-12-06,5.8838
2021-12-07,6.0123
2021-12-08,5.9348
2021-12-09,5.9068
2021-12-10,5.9218
2021-12-11,5.9218
2021-12-12,5.9218
2021-12-13,5.7818
2021-12-14,5.9566
2021-12-15,5.9649
2021-12-16,5.9344
2021-12-17,5.8233
2021-12-18,5.8233
2021-12-19,5.8233
2021-12-20,5.63
2021-12-21,5.7798
2021-12-22,5.8253
2021-12-23,5.8973
2021-12-24,5.8973
2021-12-25,5.8973
2021-12-26,5.8973
2021-12-27,5.9854
2021-12-28,5.9831
2021-12-29,5.938
2021-12-30,5.9178
2021-12-31,5.1597
2022-01-01,5.1597
2022-01-02,5.1597
2022-01-03,5.202
2022-01-04,5.2936
2022-01-05,5.1163
2022-01-06,5.2135
2022-01-07,5.2013
2022-01-08,5.2013
2022-01-09,5.2013
2022-01-10,5.1813
2022-01-11,5.2946
2022-01-12,5.2834
2022-01-13,5.2023
2022-01-14,5.0681
2022-01-15,5.0681
2022-01-16,5.0681
2022-01-17,5.0681
2022-01-18,4.8052
2022-01-19,4.6947
2022-01-20,4.6601
2022-01-21,4.5538
2022-01-22,4.5538
2022-01-23,4.5538
2022-01-24,4.6136
2022-01-25,4.5475
2022-01-26,4.5185
2022-01-27,4.4734
2022-01-28,4.5992
2022-01-29,4.5992
2022-01-30,4.5992
2022-01-31,4.774
2022-02-01,4.837
2022-02-02,4.816
2022-02-03,4.8915
2022-02-04,4.9342
2022-02-05,4.9342
2022-02-06,4.9342
2022-02-07,4.9429
2022-02-08,4.8803
2022-02-09,5.0824
2022-02-10,4.8663
2022-02-11,4.7195
2022-02-12,4.7195
2022-02-13,4.7195
2022-02-14,4.7209
2022-02-15,4.8492
2022-02-16,4.8475
2022-02-17,4.7359
2022-02-18,4.6335
2022-02-19,4.6335
2022-02-20,4.6335
2022-02-21,4.6335
2022-02-22,4.5814
2022-02-23,4.7006
2022-02-24,4.7363
2022-02-25,4.8095
2022-02-26,4.8095
2022-02-27,4.8095
2022-02-28,4.7806
2022-03-01,4.6794
2022-03-02,4.6921
2022-03-03,4.6588
2022-03-04,4.496
2022-03-05,4.496
2022-03-06,4.496
2022-03-07,4.208
2022-03-08,4.1326
2022-03-09,4.3074
2022-03-10,4.2403
2022-03-11,4.2183
2022-03-12,4.2183
2022-03-13,4.2183
2022-03-14,4.2262
2022-03-15,4.2792
2022-03-16,4.4361
2022-03-17,4.421
2022-03-18,4.4609
2022-03-19,4.4609
2022-03-20,4.4609
2022-03-21,4.3935
2022-03-22,4.4571
2022-03-23,4.3611
2022-03-24,4.3911
2022-03-25,4.3284
2022-03-26,4.3284
2022-03-27,4.3284
2022-03-28,4.3525
2022-03-29,4.4984
2022-03-30,4.347
2022-03-31,4.1652
2022-04-01,4.1815
2022-04-02,4.1815
2022-04-03,4.1815
2022-04-04,4.1927
2022-04-05,4.115
2022-04-06,3.9703
2022-04-07,3.9632
2022-04-08,4.0426
2022-04-09,4.0426
2022-04-10,4.0426
2022-04-11,4.0447
2022-04-12,3.9836
2022-04-13,4.0301
2022-04-14,3.9887
2022-04-15,3.9887
2022-04-16,3.9887
2022-04-17,3.9887
2022-04-18,4.0212
2022-04-19,4.2433
2022-04-20,4.2701
2022-04-21,4.1706
2022-04-22,4.0301
2022-04-23,4.0301
2022-04-24,4.0301
2022-04-25,4.1401
2022-04-26,4.0284
2022-04-27,3.9968
2022-04-28,4.1459
2022-04-29,3.9761
2022-04-30,3.9761
2022-05-01,3.9761
2022-05-02,4.5992
2022-05-03,4.6362
2022-05-04,4.7448
2022-05-05,4.6313
2022-05-06,4.3536
2022-05-07,4.3536
2022-05-08,4.3536
2022-05-09,4.2886
2022-05-10,4.2875
2022-05-11,4.2194
2022-05-12,4.2097
2022-05-13,4.3141
2022-05-14,4.3141
2022-05-15,4.3141
2022-05-16,4.3259
2022-05-17,4.4842
2022-05-18,4.3579
2022-05-19,4.3371
2022-05-20,4.3177
2022-05-21,4.3177
2022-05-22,4.3177
2022-05-23,4.3381
2022-05-24,4.2491
2022-05-25,4.3209
2022-05-26,4.3995
2022-05-27,4.518
2022-05-28,4.518
2022-05-29,4.518
2022-05-30,4.518
2022-05-31,4.4842
2022-06-01,4.3565
2022-06-02,4.4717
2022-06-03,4.3443
2022-06-04,4.3443
2022-06-05,4.3443
2022-06-06,4.4185
2022-06-07,4.4569
2022-06-08,4.3252
2022-06-09,4.2079
2022-06-10,3.9459
2022-06-11,3.9459
2022-06-12,3.9459
2022-06-13,3.7743
2022-06-14,3.7707
2022-06-15,3.8375
2022-06-16,3.7363
2022-06-17,3.7549
2022-06-18,3.7549
2022-06-19,3.7549
2022-06-20,3.7549
2022-06-21,3.8005
2022-06-22,3.7567
2022-06-23,3.7485
2022-06-24,3.9021
2022-06-25,3.9021
2022-06-26,3.9021
2022-06-27,3.859
2022-06-28,3.859
2022-06-29,3.8066
2022-06-30,3.9452
2022-07-01,3.9641
2022-07-02,3.9641
2022-07-03,3.9641
2022-07-04,3.9641
2022-07-05,3.9797
2022-07-06,3.9072
2022-07-07,3.9437
2022-07-08,3.8742
2022-07-09,3.8742
2022-07-10,3.8742
2022-07-11,3.7877
2022-07-12,3.7991
2022-07-13,3.7422
2022-07-14,3.6474
2022-07-15,3.7851
2022-07-16,3.7851
2022-07-17,3.7851
2022-07-18,3.7805
2022-07-19,3.9387
2022-07-20,4.0248
2022-07-21,4.0241
2022-07-22,4.0381
2022-07-23,4.0381
2022-07-24,4.0381
2022-07-25,4.0229
2022-07-26,3.9679
2022-07-27,4.0415
2022-07-28,4.1326
2022-07-29,4.1865
2022-07-30,4.1865
2022-07-31,4.1865
2022-08-01,4.1493
2022-08-02,4.1022
2022-08-03,4.0582
2022-08-04,4.0787
2022-08-05,4.0886
2022-08-06,4.0886
2022-08-07,4.0886
2022-08-08,4.1007
2022-08-09,4.0195
2022-08-10,4.1347
2022-08-11,4.1994
2022-08-12,4.2349
2022-08-13,4.2349
2022-08-14,4.2349
2022-08-15,4.2305
2022-08-16,4.2441
2022-08-17,4.2126
2022-08-18,4.2353
2022-08-19,4.1124
2022-08-20,4.1124
2022-08-21,4.1124
2022-08-22,3.9898
2022-08-23,4.0052
2022-08-24,4.0045
2022-08-25,4.0516
2022-08-26,3.9156
2022-08-27,3.9156
2022-08-28,3.9156
2022-08-29,3.868
2022-08-30,3.8194
2022-08-31,3.8212
2022-09-01,3.8435
2022-09-02,3.8065
2022-09-03,3.8065
2022-09-04,3.8065
2022-09-05,3.8065
2022-09-06,3.8442
2022-09-07,3.89
2022-09-08,3.9265
2022-09-09,4.0056
2022-09-10,4.0056
2022-09-11,4.0056
2022-09-12,4.0118
2022-09-13,3.8098
2022-09-14,3.7487
2022-09-15,3.7711
2022-09-16,3.6752
2022-09-17,3.6752
2022-09-18,3.6752
2022-09-19,3.7407
2022-09-20,3.6606
2022-09-21,3.6273
2022-09-22,3.5582
2022-09-23,3.3822
2022-09-24,3.3822
2022-09-25,3.3822
2022-09-26,3.3383
2022-09-27,3.3306
2022-09-28,3.4093
2022-09-29,3.3478
2022-09-30,3.7792
2022-10-01,3.7792
2022-10-02,3.7792
2022-10-03,3.8804
2022-10-04,4.1484
2022-10-05,4.1038
2022-10-06,4.0968
2022-10-07,3.9443
2022-10-08,3.9443
2022-10-09,3.9443
2022-10-10,3.9587
2022-10-11,3.9574
2022-10-12,4.0029
2022-10-13,4.1726
2022-10-14,4.098
2022-10-15,4.098
2022-10-16,4.098
2022-10-17,4.1456
2022-10-18,4.1874
2022-10-19,4.132
2022-10-20,4.1292
2022-10-21,4.3128
2022-10-22,4.3128
2022-10-23,4.3128
2022-10-24,4.3517
2022-10-25,4.3128
2022-10-26,4.4923
2022-10-27,4.5472
2022-10-28,4.6788
2022-10-29,4.6788
2022-10-30,4.6788
2022-10-31,4.7157
2022-11-01,4.8305
2022-11-02,4.8092
2022-11-03,4.6051
2022-11-04,4.7035
2022-11-05,4.7035
2022-11-06,4.7035
2022-11-07,4.7511
2022-11-08,4.7292
2022-11-09,4.5592
2022-11-10,4.9378
2022-11-11,5.1395
2022-11-12,5.1395
2022-11-13,5.1395
2022-11-14,5.0927
2022-11-15,5.1391
2022-11-16,5.0809
2022-11-17,5.0195
2022-11-18,4.9727
2022-11-19,4.9727
2022-11-20,4.9727
2022-11-21,4.9357
2022-11-22,4.9618
2022-11-23,5.0
2022-11-24,5.0
2022-11-25,5.026
2022-11-26,5.026
2022-11-27,5.026
2022-11-28,4.9447
2022-11-29,4.989
2022-11-30,5.0919
2022-12-01,5.0919
2022-12-02,5.1041
2022-12-03,5.1041
2022-12-04,5.1041
2022-12-05,4.9662
2022-12-06,4.7836
2022-12-07,4.8263
2022-12-08,4.8434
2022-12-09,4.7869
2022-12-10,4.7869
2022-12-11,4.7869
2022-12-12,4.841
2022-12-13,4.9077
2022-12-14,4.8686
2022-12-15,4.7405
2022-12-16,4.7767
2022-12-17,4.7767
2022-12-18,4.7767
2022-12-19,4.7373
2022-12-20,4.7938
2022-12-21,4.9203
2022-12-22,4.7881
2022-12-23,4.8629
2022-12-24,4.8629
2022-12-25,4.8629
2022-12-26,4.8629
2022-12-27,4.8849
2022-12-28,4.8373
2022-12-29,4.9081
2022-12-30,6.2785
2022-12-31,6.2785
2023-01-01,6.2785
2023-01-02,6.2785
2023-01-03,6.4396
2023-01-04,6.5629
2023-01-05,6.6461
2023-01-06,6.8982
2023-01-07,6.8982
2023-01-08,6.8982
2023-01-09,6.9782
2023-01-10,7.1557
2023-01-11,7.228
2023-01-12,7.3239
2023-01-13,7.245
2023-01-14,7.245
2023-01-15,7.245
2023-01-16,7.245
2023-01-17,7.2286
2023-01-18,7.0872
2023-01-19,7.0477
2023-01-20,7.1502
2023-01-21,7.1502
2023-01-22,7.1502
2023-01-23,7.2077
2023-01-24,7.1562
2023-01-25,7.1869
2023-01-26,7.2883
2023-01-27,7.302
2023-01-28,7.302
2023-01-29,7.302
2023-01-30,7.2603
2023-01-31,7.4143
2023-02-01,7.5222
2023-02-02,7.5721
2023-02-03,7.6565
2023-02-04,7.6565
2023-02-05,7.6565
2023-02-06,7.6411
2023-02-07,7.5957
2023-02-08,7.5157
2023-02-09,7.4138
2023-02-10,7.4663
2023-02-11,7.4663
2023-02-12,7.4663
2023-02-13,7.7217
2023-02-14,7.7628
2023-02-15,7.6176
2023-02-16,7.4554
2023-02-17,7.4653
2023-02-18,7.4653
2023-02-19,7.4653
2023-02-20,7.4653
2023-02-21,7.2242
2023-02-22,7.211
2023-02-23,7.245
2023-02-24,7.1942
2023-02-25,7.1942
2023-02-26,7.1942
2023-02-27,7.3706
2023-02-28,7.4458
2023-03-01,7.442
2023-03-02,7.4463
2023-03-03,7.51
2023-03-04,7.51
2023-03-05,7.51
2023-03-06,7.3929
2023-03-07,7.2949
2023-03-08,7.3379
2023-03-09,7.1239
2023-03-10,6.7618
2023-03-11,6.7618
2023-03-12,6.7618
2023-03-13,6.4383
2023-03-14,6.6991
2023-03-15,6.5401
2023-03-16,6.6926
