,DVA US Equity
2020-09-12,12.791
2020-09-13,12.791
2020-09-14,12.7725
2020-09-15,12.9182
2020-09-16,13.0604
2020-09-17,12.9395
2020-09-18,12.7391
2020-09-19,12.7391
2020-09-20,12.7391
2020-09-21,12.5827
2020-09-22,12.5486
2020-09-23,12.39
2020-09-24,12.3296
2020-09-25,12.496
2020-09-26,12.496
2020-09-27,12.496
2020-09-28,12.5386
2020-09-29,12.513
2020-09-30,12.564
2020-10-01,12.3695
2020-10-02,12.4705
2020-10-03,12.4705
2020-10-04,12.4705
2020-10-05,12.6313
2020-10-06,12.5406
2020-10-07,12.6698
2020-10-08,12.7667
2020-10-09,12.7158
2020-10-10,12.7158
2020-10-11,12.7158
2020-10-12,12.788
2020-10-13,12.7495
2020-10-14,12.7852
2020-10-15,12.788
2020-10-16,12.9165
2020-10-17,12.9165
2020-10-18,12.9165
2020-10-19,12.8326
2020-10-20,12.8423
2020-10-21,12.8361
2020-10-22,12.9096
2020-10-23,12.935
2020-10-24,12.935
2020-10-25,12.935
2020-10-26,12.8429
2020-10-27,12.8045
2020-10-28,12.6066
2020-10-29,12.0892
2020-10-30,12.1194
2020-10-31,12.1194
2020-11-01,12.1194
2020-11-02,12.2973
2020-11-03,12.5421
2020-11-04,12.737
2020-11-05,12.8701
2020-11-06,12.8997
2020-11-07,12.8997
2020-11-08,12.8997
2020-11-09,13.1338
2020-11-10,13.4391
2020-11-11,13.3854
2020-11-12,13.4397
2020-11-13,13.6523
2020-11-14,13.6523
2020-11-15,13.6523
2020-11-16,13.8156
2020-11-17,13.8314
2020-11-18,13.5116
2020-11-19,13.4681
2020-11-20,13.6081
2020-11-21,13.6081
2020-11-22,13.6081
2020-11-23,13.6188
2020-11-24,13.5968
2020-11-25,13.5923
2020-11-26,13.5923
2020-11-27,13.61
2020-11-28,13.61
2020-11-29,13.61
2020-11-30,13.6081
2020-12-01,13.5286
2020-12-02,13.5141
2020-12-03,13.3287
2020-12-04,13.5734
2020-12-05,13.5734
2020-12-06,13.5734
2020-12-07,13.5204
2020-12-08,13.6415
2020-12-09,13.6996
2020-12-10,13.738
2020-12-11,13.5116
2020-12-12,13.5116
2020-12-13,13.5116
2020-12-14,13.5665
2020-12-15,13.7683
2020-12-16,13.8093
2020-12-17,13.979
2020-12-18,13.9557
2020-12-19,13.9557
2020-12-20,13.9557
2020-12-21,13.9803
2020-12-22,13.9443
2020-12-23,13.933
2020-12-24,13.9412
2020-12-25,13.9412
2020-12-26,13.9412
2020-12-27,13.9412
2020-12-28,13.9613
2020-12-29,13.996
2020-12-30,13.9645
2020-12-31,15.0539
2021-01-01,15.0539
2021-01-02,15.0539
2021-01-03,15.0539
2021-01-04,14.9944
2021-01-05,14.9977
2021-01-06,15.2621
2021-01-07,15.3718
2021-01-08,15.4829
2021-01-09,15.4829
2021-01-10,15.4829
2021-01-11,15.432
2021-01-12,15.4769
2021-01-13,15.276
2021-01-14,15.202
2021-01-15,15.1431
2021-01-16,15.1431
2021-01-17,15.1431
2021-01-18,15.1431
2021-01-19,15.1002
2021-01-20,15.2469
2021-01-21,15.1808
2021-01-22,15.1987
2021-01-23,15.1987
2021-01-24,15.1987
2021-01-25,15.1306
2021-01-26,15.1769
2021-01-27,15.0837
2021-01-28,15.0863
2021-01-29,15.0519
2021-01-30,15.0519
2021-01-31,15.0519
2021-02-01,15.1471
2021-02-02,14.6732
2021-02-03,14.5972
2021-02-04,14.5345
2021-02-05,14.5107
2021-02-06,14.5107
2021-02-07,14.5107
2021-02-08,14.5781
2021-02-09,14.6309
2021-02-10,14.7889
2021-02-11,14.7849
2021-02-12,14.1057
2021-02-13,14.1057
2021-02-14,14.1057
2021-02-15,14.1057
2021-02-16,14.0204
2021-02-17,13.9513
2021-02-18,13.7583
2021-02-19,13.8842
2021-02-20,13.8842
2021-02-21,13.8842
2021-02-22,13.7492
2021-02-23,13.8332
2021-02-24,13.9371
2021-02-25,13.8887
2021-02-26,13.888
2021-02-27,13.888
2021-02-28,13.888
2021-03-01,13.9345
2021-03-02,13.9778
2021-03-03,13.93
2021-03-04,13.9971
2021-03-05,14.1082
2021-03-06,14.1082
2021-03-07,14.1082
2021-03-08,14.2418
2021-03-09,14.2431
2021-03-10,14.2095
2021-03-11,14.2463
2021-03-12,14.2954
2021-03-13,14.2954
2021-03-14,14.2954
2021-03-15,14.327
2021-03-16,14.2437
2021-03-17,14.2495
2021-03-18,14.3438
2021-03-19,14.3851
2021-03-20,14.3851
2021-03-21,14.3851
2021-03-22,14.3987
2021-03-23,14.2037
2021-03-24,14.3335
2021-03-25,14.4516
2021-03-26,14.3167
2021-03-27,14.3167
2021-03-28,14.3167
2021-03-29,14.3993
2021-03-30,14.3625
2021-03-31,14.6777
2021-04-01,14.5252
2021-04-02,14.5252
2021-04-03,14.5252
2021-04-04,14.5252
2021-04-05,14.6142
2021-04-06,14.624
2021-04-07,14.607
2021-04-08,14.6181
2021-04-09,14.7582
2021-04-10,14.7582
2021-04-11,14.7582
2021-04-12,14.8157
2021-04-13,14.6574
2021-04-14,14.7078
2021-04-15,14.8138
2021-04-16,15.0271
2021-04-17,15.0271
2021-04-18,15.0271
2021-04-19,14.8746
2021-04-20,14.9676
2021-04-21,15.0552
2021-04-22,14.9839
2021-04-23,14.8698
2021-04-24,14.8698
2021-04-25,14.8698
2021-04-26,14.8538
2021-04-27,14.7907
2021-04-28,14.8513
2021-04-29,14.897
2021-04-30,15.0279
2021-05-01,15.0279
2021-05-02,15.0279
2021-05-03,15.3067
2021-05-04,15.4617
2021-05-05,15.4083
2021-05-06,15.5214
2021-05-07,15.6802
2021-05-08,15.6802
2021-05-09,15.6802
2021-05-10,15.7552
2021-05-11,15.5411
2021-05-12,15.4249
2021-05-13,15.6256
2021-05-14,15.5919
2021-05-15,15.5919
2021-05-16,15.5919
2021-05-17,15.524
2021-05-18,15.3842
2021-05-19,15.3893
2021-05-20,15.4427
2021-05-21,15.4096
2021-05-22,15.4096
2021-05-23,15.4096
2021-05-24,15.3652
2021-05-25,15.3035
2021-05-26,15.2864
2021-05-27,15.2908
2021-05-28,15.2527
2021-05-29,15.2527
2021-05-30,15.2527
2021-05-31,15.2527
2021-06-01,15.2394
2021-06-02,15.2235
2021-06-03,15.3201
2021-06-04,15.2661
2021-06-05,15.2661
2021-06-06,15.2661
2021-06-07,15.1644
2021-06-08,15.2146
2021-06-09,15.2762
2021-06-10,15.3626
2021-06-11,15.3925
2021-06-12,15.3925
2021-06-13,15.3925
2021-06-14,15.3474
2021-06-15,15.4795
2021-06-16,15.4249
2021-06-17,15.4776
2021-06-18,15.3518
2021-06-19,15.3518
2021-06-20,15.3518
2021-06-21,15.5252
2021-06-22,15.4515
2021-06-23,15.273
2021-06-24,15.3328
2021-06-25,15.3544
2021-06-26,15.3544
2021-06-27,15.3544
2021-06-28,15.3639
2021-06-29,15.2838
2021-06-30,14.5017
2021-07-01,14.6168
2021-07-02,14.6235
2021-07-03,14.6235
2021-07-04,14.6235
2021-07-05,14.6235
2021-07-06,14.5277
2021-07-07,14.6301
2021-07-08,14.5192
2021-07-09,14.6022
2021-07-10,14.6022
2021-07-11,14.6022
2021-07-12,14.6998
2021-07-13,14.5641
2021-07-14,14.5392
2021-07-15,14.4641
2021-07-16,14.4374
2021-07-17,14.4374
2021-07-18,14.4374
2021-07-19,14.3435
2021-07-20,14.4398
2021-07-21,14.4817
2021-07-22,14.4823
2021-07-23,14.5126
2021-07-24,14.5126
2021-07-25,14.5126
2021-07-26,14.4598
2021-07-27,14.4968
2021-07-28,14.4053
2021-07-29,14.4156
2021-07-30,14.4907
2021-07-31,14.4907
2021-08-01,14.4907
2021-08-02,14.5586
2021-08-03,14.5681
2021-08-04,15.2038
2021-08-05,14.9855
2021-08-06,15.1673
2021-08-07,15.1673
2021-08-08,15.1673
2021-08-09,15.1309
2021-08-10,15.1422
2021-08-11,15.1422
2021-08-12,15.0537
2021-08-13,14.9945
2021-08-14,14.9945
2021-08-15,14.9945
2021-08-16,15.074
2021-08-17,15.1338
2021-08-18,15.0328
2021-08-19,15.1063
2021-08-20,15.1362
2021-08-21,15.1362
2021-08-22,15.1362
2021-08-23,15.1231
2021-08-24,15.0836
2021-08-25,15.0238
2021-08-26,14.9754
2021-08-27,15.0262
2021-08-28,15.0262
2021-08-29,15.0262
2021-08-30,15.0459
2021-08-31,15.0238
2021-09-01,15.0238
2021-09-02,15.1883
2021-09-03,15.1075
2021-09-04,15.1075
2021-09-05,15.1075
2021-09-06,15.1075
2021-09-07,15.037
2021-09-08,14.9221
2021-09-09,14.9233
2021-09-10,14.5621
2021-09-11,14.5621
2021-09-12,14.5621
2021-09-13,14.6548
2021-09-14,14.5191
2021-09-15,14.4951
2021-09-16,14.4551
2021-09-17,14.4724
2021-09-18,14.4724
2021-09-19,14.4724
2021-09-20,14.3767
2021-09-21,14.3708
2021-09-22,14.4461
2021-09-23,14.5053
2021-09-24,14.4395
2021-09-25,14.4395
2021-09-26,14.4395
2021-09-27,14.4204
2021-09-28,14.4652
2021-09-29,14.4509
2021-09-30,13.8335
2021-10-01,13.8739
2021-10-02,13.8739
2021-10-03,13.8739
2021-10-04,13.8007
2021-10-05,13.7592
2021-10-06,13.7088
2021-10-07,13.7287
2021-10-08,13.6555
2021-10-09,13.6555
2021-10-10,13.6555
2021-10-11,13.5571
2021-10-12,13.5103
2021-10-13,13.4646
2021-10-14,13.553
2021-10-15,13.5964
2021-10-16,13.5964
2021-10-17,13.5964
2021-10-18,13.5747
2021-10-19,13.6368
2021-10-20,13.7076
2021-10-21,13.7838
2021-10-22,13.7955
2021-10-23,13.7955
2021-10-24,13.7955
2021-10-25,13.693
2021-10-26,13.5905
2021-10-27,13.5208
2021-10-28,13.5221
2021-10-29,12.9038
2021-10-30,12.9038
2021-10-31,12.9038
2021-11-01,13.0222
2021-11-02,12.9505
2021-11-03,13.0125
2021-11-04,12.9619
2021-11-05,13.2523
2021-11-06,13.2523
2021-11-07,13.2523
2021-11-08,13.2534
2021-11-09,13.1071
2021-11-10,13.0837
2021-11-11,13.0683
2021-11-12,13.0501
2021-11-13,13.0501
2021-11-14,13.0501
2021-11-15,13.0877
2021-11-16,12.8081
2021-11-17,12.7529
2021-11-18,12.8138
2021-11-19,12.6937
2021-11-20,12.6937
2021-11-21,12.6937
2021-11-22,12.8713
2021-11-23,12.9288
2021-11-24,12.8332
2021-11-25,12.8332
2021-11-26,12.565
2021-11-27,12.565
2021-11-28,12.565
2021-11-29,12.5434
2021-11-30,12.4061
2021-12-01,12.4204
2021-12-02,12.6259
2021-12-03,12.6533
2021-12-04,12.6533
2021-12-05,12.6533
2021-12-06,12.8389
2021-12-07,12.897
2021-12-08,13.0063
2021-12-09,13.008
2021-12-10,13.0501
2021-12-11,13.0501
2021-12-12,13.0501
2021-12-13,13.0404
2021-12-14,13.008
2021-12-15,13.0131
2021-12-16,13.0262
2021-12-17,12.9966
2021-12-18,12.9966
2021-12-19,12.9966
2021-12-20,13.1139
2021-12-21,13.2238
2021-12-22,13.2705
2021-12-23,13.3695
2021-12-24,13.3695
2021-12-25,13.3695
2021-12-26,13.3695
2021-12-27,13.3553
2021-12-28,13.4345
2021-12-29,13.484
2021-12-30,13.4755
2021-12-31,13.7416
2022-01-01,13.7416
2022-01-02,13.7416
2022-01-03,13.8362
2022-01-04,13.834
2022-01-05,13.7552
2022-01-06,13.601
2022-01-07,13.6185
2022-01-08,13.6185
2022-01-09,13.6185
2022-01-10,13.7399
2022-01-11,13.7801
2022-01-12,13.737
2022-01-13,13.8283
2022-01-14,13.8867
2022-01-15,13.8867
2022-01-16,13.8867
2022-01-17,13.8867
2022-01-18,13.6333
2022-01-19,13.5068
2022-01-20,13.4938
2022-01-21,13.4938
2022-01-22,13.4938
2022-01-23,13.4938
2022-01-24,13.5698
2022-01-25,13.4978
2022-01-26,13.4995
2022-01-27,13.4575
2022-01-28,13.5403
2022-01-29,13.5403
2022-01-30,13.5403
2022-01-31,13.436
2022-02-01,13.4774
2022-02-02,13.6021
2022-02-03,13.5244
2022-02-04,13.491
2022-02-05,13.491
2022-02-06,13.491
2022-02-07,13.4723
2022-02-08,13.5998
2022-02-09,13.6945
2022-02-10,13.6112
2022-02-11,13.2725
2022-02-12,13.2725
2022-02-13,13.2725
2022-02-14,13.3812
2022-02-15,13.5554
2022-02-16,13.7214
2022-02-17,13.5779
2022-02-18,13.4798
2022-02-19,13.4798
2022-02-20,13.4798
2022-02-21,13.4798
2022-02-22,13.4043
2022-02-23,13.3218
2022-02-24,13.2869
2022-02-25,13.4321
2022-02-26,13.4321
2022-02-27,13.4321
2022-02-28,13.3341
2022-03-01,13.2398
2022-03-02,13.3351
2022-03-03,13.3094
2022-03-04,13.1889
2022-03-05,13.1889
2022-03-06,13.1889
2022-03-07,13.1573
2022-03-08,13.2896
2022-03-09,13.3196
2022-03-10,13.2617
2022-03-11,13.1841
2022-03-12,13.1841
2022-03-13,13.1841
2022-03-14,13.116
2022-03-15,13.2194
2022-03-16,13.311
2022-03-17,13.3228
2022-03-18,13.378
2022-03-19,13.378
2022-03-20,13.378
2022-03-21,13.2875
2022-03-22,13.2258
2022-03-23,13.1782
2022-03-24,13.2805
2022-03-25,13.4203
2022-03-26,13.4203
2022-03-27,13.4203
2022-03-28,13.5055
2022-03-29,13.4846
2022-03-30,13.4337
2022-03-31,14.1785
2022-04-01,14.2376
2022-04-02,14.2376
2022-04-03,14.2376
2022-04-04,14.1785
2022-04-05,14.2416
2022-04-06,14.3548
2022-04-07,14.4708
2022-04-08,14.6881
2022-04-09,14.6881
2022-04-10,14.6881
2022-04-11,14.5357
2022-04-12,14.526
2022-04-13,14.6102
2022-04-14,14.6529
2022-04-15,14.6529
2022-04-16,14.6529
2022-04-17,14.6529
2022-04-18,14.5431
2022-04-19,14.6136
2022-04-20,14.7626
2022-04-21,14.7217
2022-04-22,14.0818
2022-04-23,14.0818
2022-04-24,14.0818
2022-04-25,14.0652
2022-04-26,13.9085
2022-04-27,13.813
2022-04-28,13.9175
2022-04-29,13.831
2022-04-30,13.831
2022-05-01,13.831
2022-05-02,13.7658
2022-05-03,13.7821
2022-05-04,13.9675
2022-05-05,13.7202
2022-05-06,13.4978
2022-05-07,13.4978
2022-05-08,13.4978
2022-05-09,13.5766
2022-05-10,13.6246
2022-05-11,13.4559
2022-05-12,13.5028
2022-05-13,13.3352
2022-05-14,13.3352
2022-05-15,13.3352
2022-05-16,13.3268
2022-05-17,13.2648
2022-05-18,13.0284
2022-05-19,13.0111
2022-05-20,13.0212
2022-05-21,13.0212
2022-05-22,13.0212
2022-05-23,13.0111
2022-05-24,12.9642
2022-05-25,13.0765
2022-05-26,13.1894
2022-05-27,13.2084
2022-05-28,13.2084
2022-05-29,13.2084
2022-05-30,13.2084
2022-05-31,13.1921
2022-06-01,13.0754
2022-06-02,13.1564
2022-06-03,13.148
2022-06-04,13.148
2022-06-05,13.148
2022-06-06,13.0988
2022-06-07,13.0715
2022-06-08,12.9608
2022-06-09,12.9754
2022-06-10,12.9502
2022-06-11,12.9502
2022-06-12,12.9502
2022-06-13,12.7574
2022-06-14,12.772
2022-06-15,12.782
2022-06-16,12.6585
2022-06-17,12.7446
2022-06-18,12.7446
2022-06-19,12.7446
2022-06-20,12.7446
2022-06-21,11.9942
2022-06-22,12.2473
2022-06-23,12.0992
2022-06-24,12.0752
2022-06-25,12.0752
2022-06-26,12.0752
2022-06-27,12.1836
2022-06-28,12.2875
2022-06-29,12.2965
2022-06-30,12.8566
2022-07-01,13.0388
2022-07-02,13.0388
2022-07-03,13.0388
2022-07-04,13.0388
2022-07-05,12.9786
2022-07-06,12.8728
2022-07-07,13.0741
2022-07-08,13.0394
2022-07-09,13.0394
2022-07-10,13.0394
2022-07-11,12.9723
2022-07-12,13.1192
2022-07-13,13.0891
2022-07-14,13.011
2022-07-15,13.1753
2022-07-16,13.1753
2022-07-17,13.1753
2022-07-18,13.1458
2022-07-19,13.3026
2022-07-20,13.2158
2022-07-21,13.2158
2022-07-22,13.2696
2022-07-23,13.2696
2022-07-24,13.2696
2022-07-25,13.1996
2022-07-26,13.1811
2022-07-27,13.2592
2022-07-28,13.0562
2022-07-29,13.0996
2022-07-30,13.0996
2022-07-31,13.0996
2022-08-01,12.9682
2022-08-02,13.0576
2022-08-03,12.9655
2022-08-04,12.9939
2022-08-05,13.0146
2022-08-06,13.0146
2022-08-07,13.0146
2022-08-08,13.1703
2022-08-09,13.2156
2022-08-10,13.3228
2022-08-11,13.3445
2022-08-12,13.3942
2022-08-13,13.3942
2022-08-14,13.3942
2022-08-15,13.3864
2022-08-16,13.4188
2022-08-17,13.2323
2022-08-18,13.2357
2022-08-19,13.435
2022-08-20,13.435
2022-08-21,13.435
2022-08-22,13.3892
2022-08-23,13.3836
2022-08-24,13.3244
2022-08-25,13.3764
2022-08-26,13.1804
2022-08-27,13.1804
2022-08-28,13.1804
2022-08-29,13.1971
2022-08-30,13.0933
2022-08-31,12.9928
2022-09-01,13.0844
2022-09-02,13.1329
2022-09-03,13.1329
2022-09-04,13.1329
2022-09-05,13.1329
2022-09-06,13.1586
2022-09-07,13.2809
2022-09-08,13.3267
2022-09-09,13.402
2022-09-10,13.402
2022-09-11,13.402
2022-09-12,13.55
2022-09-13,13.3814
2022-09-14,13.3038
2022-09-15,13.411
2022-09-16,13.4132
2022-09-17,13.4132
2022-09-18,13.4132
2022-09-19,13.4238
2022-09-20,13.335
2022-09-21,13.2379
2022-09-22,13.1156
2022-09-23,13.0498
2022-09-24,13.0498
2022-09-25,13.0498
2022-09-26,12.9431
2022-09-27,12.8527
2022-09-28,12.9839
2022-09-29,12.9186
2022-09-30,14.0549
2022-10-01,14.0549
2022-10-02,14.0549
2022-10-03,14.2806
2022-10-04,14.4642
2022-10-05,14.4574
2022-10-06,14.4363
2022-10-07,14.3278
2022-10-08,14.3278
2022-10-09,14.3278
2022-10-10,14.3395
2022-10-11,14.3755
2022-10-12,14.3445
2022-10-13,14.4723
2022-10-14,14.4654
2022-10-15,14.4654
2022-10-16,14.4654
2022-10-17,14.4958
2022-10-18,14.5033
2022-10-19,14.5448
2022-10-20,14.5609
2022-10-21,14.5026
2022-10-22,14.5026
2022-10-23,14.5026
2022-10-24,14.6713
2022-10-25,14.8406
2022-10-26,15.0806
2022-10-27,14.9219
2022-10-28,13.2391
2022-10-29,13.2391
2022-10-30,13.2391
2022-10-31,13.3901
2022-11-01,13.198
2022-11-02,13.1912
2022-11-03,13.1166
2022-11-04,13.2292
2022-11-05,13.2292
2022-11-06,13.2292
2022-11-07,13.2659
2022-11-08,13.0768
2022-11-09,12.9256
2022-11-10,13.111
2022-11-11,13.3222
2022-11-12,13.3222
2022-11-13,13.3222
2022-11-14,13.3344
2022-11-15,13.2175
2022-11-16,13.1655
2022-11-17,13.1814
2022-11-18,13.2457
2022-11-19,13.2457
2022-11-20,13.2457
2022-11-21,13.2732
2022-11-22,13.3069
2022-11-23,13.3461
2022-11-24,13.3461
2022-11-25,13.4458
2022-11-26,13.4458
2022-11-27,13.4458
2022-11-28,13.3332
2022-11-29,13.3069
2022-11-30,13.4342
2022-12-01,13.4036
2022-12-02,13.4715
2022-12-03,13.4715
2022-12-04,13.4715
2022-12-05,13.417
2022-12-06,13.4403
2022-12-07,13.5015
2022-12-08,13.5064
2022-12-09,13.4715
2022-12-10,13.4715
2022-12-11,13.4715
2022-12-12,13.504
2022-12-13,13.515
2022-12-14,13.4942
2022-12-15,13.3889
2022-12-16,13.3534
2022-12-17,13.3534
2022-12-18,13.3534
2022-12-19,13.3448
2022-12-20,13.2561
2022-12-21,13.4011
2022-12-22,13.4158
2022-12-23,13.436
2022-12-24,13.436
2022-12-25,13.436
2022-12-26,13.436
2022-12-27,13.4446
2022-12-28,13.3773
2022-12-29,13.5248
2022-12-30,14.7424
2022-12-31,14.7424
2023-01-01,14.7424
2023-01-02,14.7424
2023-01-03,14.7538
2023-01-04,14.9092
2023-01-05,15.0001
2023-01-06,15.1717
2023-01-07,15.1717
2023-01-08,15.1717
2023-01-09,15.0142
2023-01-10,15.0862
2023-01-11,15.0849
2023-01-12,14.9812
2023-01-13,15.0357
2023-01-14,15.0357
2023-01-15,15.0357
2023-01-16,15.0357
2023-01-17,15.0384
2023-01-18,15.062
2023-01-19,15.0694
2023-01-20,15.1225
2023-01-21,15.1225
2023-01-22,15.1225
2023-01-23,15.1077
2023-01-24,14.92
2023-01-25,14.9314
2023-01-26,15.0748
2023-01-27,15.1784
2023-01-28,15.1784
2023-01-29,15.1784
2023-01-30,15.1616
2023-01-31,15.2618
2023-02-01,15.4247
2023-02-02,15.4926
2023-02-03,15.4697
2023-02-04,15.4697
2023-02-05,15.4697
2023-02-06,15.3668
2023-02-07,15.4193
2023-02-08,15.3412
2023-02-09,15.2834
2023-02-10,15.3082
2023-02-11,15.3082
2023-02-12,15.3082
2023-02-13,15.3527
2023-02-14,15.2955
2023-02-15,15.3109
2023-02-16,15.3311
2023-02-17,15.3654
2023-02-18,15.3654
2023-02-19,15.3654
2023-02-20,15.3654
2023-02-21,15.3096
2023-02-22,15.4815
2023-02-23,15.3127
2023-02-24,15.2749
2023-02-25,15.2749
2023-02-26,15.2749
2023-02-27,15.3107
2023-02-28,15.2715
2023-03-01,15.2762
2023-03-02,15.1837
2023-03-03,15.2546
2023-03-04,15.2546
2023-03-05,15.2546
2023-03-06,15.1324
2023-03-07,15.0413
2023-03-08,15.0771
2023-03-09,14.7726
2023-03-10,14.7598
2023-03-11,14.7598
2023-03-12,14.7598
2023-03-13,14.7854
2023-03-14,14.8894
2023-03-15,14.8516
2023-03-16,14.9859
2023-03-17,14.9009
