,TDS US Equity
2023-03-17,61.1818
2023-03-18,61.1818
2023-03-19,61.1818
2023-03-20,61.4513
2023-03-21,61.4699
2023-03-22,61.1539
2023-03-23,60.9959
2023-03-24,60.9587
2023-03-25,60.9587
2023-03-26,60.9587
2023-03-27,61.1539
2023-03-28,61.1167
2023-03-29,61.2561
2023-03-30,61.4792
2023-03-31,143.1449
2023-04-01,143.1449
2023-04-02,143.1449
2023-04-03,143.2472
2023-04-04,143.0836
2023-04-05,143.881
2023-04-06,144.3104
2023-04-07,144.3104
2023-04-08,144.3104
2023-04-09,144.3104
2023-04-10,144.5149
2023-04-11,144.6172
2023-04-12,144.5354
2023-04-13,144.3718
2023-04-14,143.9015
2023-04-15,143.9015
2023-04-16,143.9015
2023-04-17,144.2491
2023-04-18,143.6766
2023-04-19,143.6561
2023-04-20,142.92
2023-04-21,142.6746
2023-04-22,142.6746
2023-04-23,142.6746
2023-04-24,142.4906
2023-04-25,141.6318
2023-04-26,141.2433
2023-04-27,141.6932
2023-04-28,142.1021
2023-04-29,142.1021
2023-04-30,142.1021
2023-05-01,142.0817
2023-05-02,140.9366
2023-05-03,140.957
2023-05-04,141.2165
2023-05-05,137.8811
2023-05-06,137.8811
2023-05-07,137.8811
2023-05-08,136.8989
2023-05-09,136.3669
2023-05-10,136.326
2023-05-11,136.7966
2023-05-12,136.8171
2023-05-13,136.8171
2023-05-14,136.8171
2023-05-15,136.5715
2023-05-16,135.9372
2023-05-17,136.2646
2023-05-18,135.8349
2023-05-19,135.8758
2023-05-20,135.8758
2023-05-21,135.8758
2023-05-22,136.9398
2023-05-23,136.8989
2023-05-24,136.1827
2023-05-25,135.4461
2023-05-26,135.4256
2023-05-27,135.4256
2023-05-28,135.4256
2023-05-29,135.4256
2023-05-30,135.5689
2023-05-31,135.3233
2023-06-01,135.1596
2023-06-02,135.8963
2023-06-03,135.8963
2023-06-04,135.8963
2023-06-05,135.753
2023-06-06,136.4078
2023-06-07,136.8785
2023-06-08,137.0422
2023-06-09,136.8989
2023-06-10,136.8989
2023-06-11,136.8989
2023-06-12,137.3696
2023-06-13,137.1649
2023-06-14,136.6329
2023-06-15,137.2877
2023-06-16,137.0626
2023-06-17,137.0626
2023-06-18,137.0626
2023-06-19,137.0626
2023-06-20,137.0626
2023-06-21,136.7148
2023-06-22,136.2646
2023-06-23,136.5511
2023-06-24,136.5511
2023-06-25,136.5511
2023-06-26,137.39
2023-06-27,138.1267
2023-06-28,138.2085
2023-06-29,138.6791
2023-06-30,301.009
2023-07-01,301.009
2023-07-02,301.009
2023-07-03,302.4945
2023-07-04,302.4945
2023-07-05,301.7742
2023-07-06,301.9993
2023-07-07,303.3949
2023-07-08,303.3949
2023-07-09,303.3949
2023-07-10,301.8643
2023-07-11,301.3691
2023-07-12,301.009
2023-07-13,300.6038
2023-07-14,298.353
2023-07-15,298.353
2023-07-16,298.353
2023-07-17,295.4719
2023-07-18,298.488
2023-07-19,300.8289
2023-07-20,300.4688
2023-07-21,299.8385
2023-07-22,299.8385
2023-07-23,299.8385
2023-07-24,300.7839
2023-07-25,301.4591
2023-07-26,301.5041
2023-07-27,299.4784
2023-07-28,300.1086
2023-07-29,300.1086
2023-07-30,300.1086
2023-07-31,300.0636
2023-08-01,299.6584
2023-08-02,299.3433
2023-08-03,299.5234
2023-08-04,330.8508
2023-08-05,330.8508
2023-08-06,330.8508
2023-08-07,323.4586
2023-08-08,340.5419
2023-08-09,339.2798
2023-08-10,341.6237
2023-08-11,342.435
2023-08-12,342.435
2023-08-13,342.435
2023-08-14,345.2747
2023-08-15,345.9058
2023-08-16,347.2129
2023-08-17,347.6637
2023-08-18,345.455
2023-08-19,345.455
2023-08-20,345.455
2023-08-21,345.0043
2023-08-22,345.8607
2023-08-23,344.6437
2023-08-24,344.3282
2023-08-25,343.2464
2023-08-26,343.2464
2023-08-27,343.2464
2023-08-28,346.7171
2023-08-29,353.1177
2023-08-30,358.9774
2023-08-31,360.8255
2023-09-01,360.4649
2023-09-02,360.4649
2023-09-03,360.4649
2023-09-04,360.4649
2023-09-05,355.4616
2023-09-06,351.2697
2023-09-07,349.5117
2023-09-08,345.9058
2023-09-09,345.9058
2023-09-10,345.9058
2023-09-11,343.5168
2023-09-12,343.3365
2023-09-13,343.0661
2023-09-14,343.9676
2023-09-15,341.5786
2023-09-16,341.5786
2023-09-17,341.5786
2023-09-18,341.3983
2023-09-19,344.6437
2023-09-20,345.8156
2023-09-21,345.0493
2023-09-22,344.5986
2023-09-23,344.5986
2023-09-24,344.5986
2023-09-25,344.5535
2023-09-26,343.7873
2023-09-27,344.3732
2023-09-28,347.0326
2023-09-29,102.1344
2023-09-30,102.1344
2023-10-01,102.1344
2023-10-02,100.7929
2023-10-03,100.2697
2023-10-04,99.8673
2023-10-05,99.8941
2023-10-06,99.7331
2023-10-07,99.7331
2023-10-08,99.7331
2023-10-09,100.9539
2023-10-10,101.5039
2023-10-11,101.732
2023-10-12,101.3564
2023-10-13,101.5576
2023-10-14,101.5576
2023-10-15,101.5576
2023-10-16,103.0735
2023-10-17,103.5296
2023-10-18,103.8113
2023-10-19,102.5771
2023-10-20,101.6783
2023-10-21,101.6783
2023-10-22,101.6783
2023-10-23,101.7991
2023-10-24,102.4564
2023-10-25,101.7722
2023-10-26,102.054
2023-10-27,101.4503
2023-10-28,101.4503
2023-10-29,101.4503
2023-10-30,101.8259
2023-10-31,101.9735
2023-11-01,102.443
2023-11-02,103.1137
2023-11-03,103.7363
2023-11-04,103.7363
2023-11-05,103.7363
2023-11-06,102.1086
2023-11-07,102.2296
2023-11-08,102.0951
2023-11-09,102.122
2023-11-10,101.6781
2023-11-11,101.6781
2023-11-12,101.6781
2023-11-13,101.6915
2023-11-14,102.835
2023-11-15,103.4807
2023-11-16,103.5749
2023-11-17,103.5883
2023-11-18,103.5883
2023-11-19,103.5883
2023-11-20,104.0457
2023-11-21,103.5076
2023-11-22,103.2117
2023-11-23,103.2117
2023-11-24,103.4269
2023-11-25,103.4269
2023-11-26,103.4269
2023-11-27,102.8485
2023-11-28,103.0233
2023-11-29,103.8977
2023-11-30,104.0726
2023-12-01,105.9829
2023-12-02,105.9829
2023-12-03,105.9829
2023-12-04,104.5165
2023-12-05,103.3058
2023-12-06,102.2969
2023-12-07,103.0233
2023-12-08,102.5794
2023-12-09,102.5794
2023-12-10,102.5794
2023-12-11,102.3238
2023-12-12,101.7723
2023-12-13,102.8215
2023-12-14,102.0951
2023-12-15,101.409
2023-12-16,101.409
2023-12-17,101.409
2023-12-18,101.7723
2023-12-19,102.4314
2023-12-20,101.9337
2023-12-21,102.4852
2023-12-22,101.7454
2023-12-23,101.7454
2023-12-24,101.7454
2023-12-25,101.7454
2023-12-26,102.0817
2023-12-27,101.9606
2023-12-28,102.4314
2023-12-29,102.4314
2023-12-30,102.4314
2023-12-31,102.4314
2024-01-01,102.4314
2024-01-02,102.4314
2024-01-03,102.4314
2024-01-04,102.4314
2024-01-05,102.4314
2024-01-06,102.4314
2024-01-07,102.4314
2024-01-08,102.4314
2024-01-09,102.4314
2024-01-10,102.4314
2024-01-11,102.4314
2024-01-12,102.4314
2024-01-13,102.4314
2024-01-14,102.4314
2024-01-15,102.4314
2024-01-16,102.4314
2024-01-17,102.4314
2024-01-18,102.4314
2024-01-19,102.4314
2024-01-20,102.4314
2024-01-21,102.4314
2024-01-22,102.4314
2024-01-23,102.4314
2024-01-24,102.4314
2024-01-25,102.4314
2024-01-26,102.4314
2024-01-27,102.4314
2024-01-28,102.4314
2024-01-29,102.4314
2024-01-30,102.4314
2024-01-31,102.4314
2024-02-01,102.4314
2024-02-02,102.4314
2024-02-03,102.4314
2024-02-04,102.4314
2024-02-05,102.4314
2024-02-06,102.4314
2024-02-07,102.4314
2024-02-08,102.4314
2024-02-09,102.4314
2024-02-10,102.4314
2024-02-11,102.4314
2024-02-12,102.4314
2024-02-13,102.4314
2024-02-14,102.4314
2024-02-15,102.4314
2024-02-16,102.4314
2024-02-17,102.4314
2024-02-18,102.4314
2024-02-19,102.4314
2024-02-20,102.4314
2024-02-21,102.4314
2024-02-22,102.4314
2024-02-23,102.4314
2024-02-24,102.4314
2024-02-25,102.4314
2024-02-26,102.4314
2024-02-27,102.4314
2024-02-28,102.4314
2024-02-29,102.4314
2024-03-01,102.4314
2024-03-02,102.4314
2024-03-03,102.4314
2024-03-04,102.4314
2024-03-05,102.4314
2024-03-06,102.4314
2024-03-07,102.4314
2024-03-08,102.4314
2024-03-09,102.4314
2024-03-10,102.4314
2024-03-11,102.4314
2024-03-12,102.4314
2024-03-13,102.4314
2024-03-14,102.4314
2024-03-15,102.4314
2024-03-16,102.4314
2024-03-17,102.4314
2024-03-18,102.4314
2024-03-19,102.4314
2024-03-20,102.4314
2024-03-21,102.4314
2024-03-22,102.4314
2024-03-23,102.4314
2024-03-24,102.4314
2024-03-25,102.4314
2024-03-26,102.4314
2024-03-27,102.4314
2024-03-28,102.4314
2024-03-29,102.4314
2024-03-30,102.4314
2024-03-31,102.4314
2024-04-01,102.4314
2024-04-02,102.4314
2024-04-03,102.4314
2024-04-04,102.4314
2024-04-05,102.4314
2024-04-06,102.4314
2024-04-07,102.4314
2024-04-08,102.4314
