,YORW US Equity
2020-06-17,28.6062
2020-06-18,28.7088
2020-06-19,29.2543
2020-06-20,29.2543
2020-06-21,29.2543
2020-06-22,29.0113
2020-06-23,29.5406
2020-06-24,29.2057
2020-06-25,29.7512
2020-06-26,29.8755
2020-06-27,29.8755
2020-06-28,29.8755
2020-06-29,29.6
2020-06-30,29.9062
2020-07-01,29.9491
2020-07-02,30.3933
2020-07-03,30.3933
2020-07-04,30.3933
2020-07-05,30.3933
2020-07-06,29.7778
2020-07-07,28.9856
2020-07-08,29.1034
2020-07-09,28.4664
2020-07-10,29.0391
2020-07-11,29.0391
2020-07-12,29.0391
2020-07-13,28.8143
2020-07-14,29.2425
2020-07-15,29.5637
2020-07-16,29.7778
2020-07-17,30.9607
2020-07-18,30.9607
2020-07-19,30.9607
2020-07-20,30.9286
2020-07-21,31.3461
2020-07-22,30.5967
2020-07-23,30.1685
2020-07-24,30.1739
2020-07-25,30.1739
2020-07-26,30.1739
2020-07-27,30.1578
2020-07-28,29.9972
2020-07-29,30.1632
2020-07-30,29.5048
2020-07-31,29.0231
2020-08-01,29.0231
2020-08-02,29.0231
2020-08-03,28.6645
2020-08-04,28.3433
2020-08-05,28.3272
2020-08-06,28.8642
2020-08-07,29.9998
2020-08-08,29.9998
2020-08-09,29.9998
2020-08-10,29.807
2020-08-11,29.4588
2020-08-12,30.0266
2020-08-13,29.5873
2020-08-14,29.4374
2020-08-15,29.4374
2020-08-16,29.4374
2020-08-17,29.4213
2020-08-18,29.0249
2020-08-19,28.7892
2020-08-20,28.7678
2020-08-21,28.6875
2020-08-22,28.6875
2020-08-23,28.6875
2020-08-24,28.8267
2020-08-25,28.7892
2020-08-26,28.4036
2020-08-27,28.5482
2020-08-28,28.2697
2020-08-29,28.2697
2020-08-30,28.2697
2020-08-31,28.666
2020-09-01,28.2429
2020-09-02,28.8
2020-09-03,28.4357
2020-09-04,28.1518
2020-09-05,28.1518
2020-09-06,28.1518
2020-09-07,28.1518
2020-09-08,27.6644
2020-09-09,28.1625
2020-09-10,27.5359
2020-09-11,27.3805
2020-09-12,27.3805
2020-09-13,27.3805
2020-09-14,27.5412
2020-09-15,27.5144
2020-09-16,27.3377
2020-09-17,27.1984
2020-09-18,27.8412
2020-09-19,27.8412
2020-09-20,27.8412
2020-09-21,26.9038
2020-09-22,26.6628
2020-09-23,26.02
2020-09-24,26.2717
2020-09-25,26.6574
2020-09-26,26.6574
2020-09-27,26.6574
2020-09-28,27.4769
2020-09-29,27.2413
2020-09-30,26.6591
2020-10-01,26.8337
2020-10-02,26.876
2020-10-03,26.876
2020-10-04,26.876
2020-10-05,27.0135
2020-10-06,26.8019
2020-10-07,27.1564
2020-10-08,27.3944
2020-10-09,27.3521
2020-10-10,27.3521
2020-10-11,27.3521
2020-10-12,28.2778
2020-10-13,28.1138
2020-10-14,27.8282
2020-10-15,28.0609
2020-10-16,28.2249
2020-10-17,28.2249
2020-10-18,28.2249
2020-10-19,28.1614
2020-10-20,28.299
2020-10-21,28.3572
2020-10-22,28.4947
2020-10-23,28.7751
2020-10-24,28.7751
2020-10-25,28.7751
2020-10-26,28.4682
2020-10-27,28.2038
2020-10-28,27.4685
2020-10-29,26.9765
2020-10-30,26.6485
2020-10-31,26.6485
2020-11-01,26.6485
2020-11-02,27.4632
2020-11-03,28.0768
2020-11-04,27.3098
2020-11-05,27.643
2020-11-06,27.5484
2020-11-07,27.5484
2020-11-08,27.5484
2020-11-09,27.7073
2020-11-10,30.0429
2020-11-11,29.8416
2020-11-12,28.9943
2020-11-13,28.7559
2020-11-14,28.7559
2020-11-15,28.7559
2020-11-16,29.4497
2020-11-17,29.2591
2020-11-18,28.3005
2020-11-19,28.5017
2020-11-20,28.7136
2020-11-21,28.7136
2020-11-22,28.7136
2020-11-23,28.6818
2020-11-24,29.2061
2020-11-25,28.9413
2020-11-26,28.9413
2020-11-27,28.6765
2020-11-28,28.6765
2020-11-29,28.6765
2020-11-30,28.1522
2020-12-01,28.6818
2020-12-02,28.7453
2020-12-03,28.6341
2020-12-04,28.9466
2020-12-05,28.9466
2020-12-06,28.9466
2020-12-07,28.9625
2020-12-08,29.3067
2020-12-09,30.1912
2020-12-10,30.3289
2020-12-11,30.4242
2020-12-12,30.4242
2020-12-13,30.4242
2020-12-14,29.6351
2020-12-15,29.6139
2020-12-16,29.5133
2020-12-17,29.5556
2020-12-18,29.3279
2020-12-19,29.3279
2020-12-20,29.3279
2020-12-21,28.6712
2020-12-22,28.8089
2020-12-23,29.1214
2020-12-24,29.3067
2020-12-25,29.3067
2020-12-26,29.3067
2020-12-27,29.3067
2020-12-28,29.2749
2020-12-29,29.2432
2020-12-30,29.0049
2020-12-31,29.745
2021-01-01,29.745
2021-01-02,29.745
2021-01-03,29.745
2021-01-04,29.2963
2021-01-05,29.3817
2021-01-06,30.5996
2021-01-07,30.231
2021-01-08,30.4073
2021-01-09,30.4073
2021-01-10,30.4073
2021-01-11,29.7556
2021-01-12,29.6915
2021-01-13,29.8037
2021-01-14,29.6648
2021-01-15,29.4886
2021-01-16,29.4886
2021-01-17,29.4886
2021-01-18,29.4886
2021-01-19,29.4245
2021-01-20,29.3337
2021-01-21,28.8476
2021-01-22,29.2696
2021-01-23,29.2696
2021-01-24,29.2696
2021-01-25,29.3176
2021-01-26,29.1681
2021-01-27,28.1585
2021-01-28,28.276
2021-01-29,28.057
2021-01-30,28.057
2021-01-31,28.057
2021-02-01,28.2493
2021-02-02,28.7514
2021-02-03,29.0238
2021-02-04,28.8743
2021-02-05,28.7995
2021-02-06,28.7995
2021-02-07,28.7995
2021-02-08,28.9811
2021-02-09,29.0666
2021-02-10,29.0666
2021-02-11,28.8636
2021-02-12,28.7407
2021-02-13,28.7407
2021-02-14,28.7407
2021-02-15,28.7407
2021-02-16,28.244
2021-02-17,28.0784
2021-02-18,27.9876
2021-02-19,27.7899
2021-02-20,27.7899
2021-02-21,27.7899
2021-02-22,27.9075
2021-02-23,27.9021
2021-02-24,27.9929
2021-02-25,27.3733
2021-02-26,27.0795
2021-02-27,27.0795
2021-02-28,27.0795
2021-03-01,27.1329
2021-03-02,26.7644
2021-03-03,27.0795
2021-03-04,27.0475
2021-03-05,27.6991
2021-03-06,27.6991
2021-03-07,27.6991
2021-03-08,28.2493
2021-03-09,29.2681
2021-03-10,30.1771
2021-03-11,29.8135
2021-03-12,30.4658
2021-03-13,30.4658
2021-03-14,30.4658
2021-03-15,30.9043
2021-03-16,31.0968
2021-03-17,31.1609
2021-03-18,30.9631
2021-03-19,32.2731
2021-03-20,32.2731
2021-03-21,32.2731
2021-03-22,30.6209
2021-03-23,30.4337
2021-03-24,30.6048
2021-03-25,30.4712
2021-03-26,30.6048
2021-03-27,30.6048
2021-03-28,30.6048
2021-03-29,30.915
2021-03-30,30.5193
2021-03-31,31.5176
2021-04-01,31.4852
2021-04-02,31.4852
2021-04-03,31.4852
2021-04-04,31.4852
2021-04-05,32.0473
2021-04-06,31.7392
2021-04-07,31.3122
2021-04-08,31.3392
2021-04-09,31.3014
2021-04-10,31.3014
2021-04-11,31.3014
2021-04-12,32.0689
2021-04-13,32.1338
2021-04-14,32.4581
2021-04-15,32.8743
2021-04-16,33.1391
2021-04-17,33.1391
2021-04-18,33.1391
2021-04-19,32.5716
2021-04-20,32.7716
2021-04-21,32.7932
2021-04-22,32.831
2021-04-23,32.9283
2021-04-24,32.9283
2021-04-25,32.9283
2021-04-26,32.3824
2021-04-27,31.9608
2021-04-28,31.95
2021-04-29,32.5284
2021-04-30,32.9608
2021-05-01,32.9608
2021-05-02,32.9608
2021-05-03,32.831
2021-05-04,31.9914
2021-05-05,31.4776
2021-05-06,31.4451
2021-05-07,31.5587
2021-05-08,31.5587
2021-05-09,31.5587
2021-05-10,31.3099
2021-05-11,31.3045
2021-05-12,30.3309
2021-05-13,31.272
2021-05-14,31.3315
2021-05-15,31.3315
2021-05-16,31.3315
2021-05-17,31.0503
2021-05-18,31.0665
2021-05-19,31.034
2021-05-20,31.2991
2021-05-21,31.6561
2021-05-22,31.6561
2021-05-23,31.6561
2021-05-24,31.84
2021-05-25,31.7913
2021-05-26,32.4296
2021-05-27,32.2294
2021-05-28,32.2727
2021-05-29,32.2727
2021-05-30,32.2727
2021-05-31,32.2727
2021-06-01,32.1808
2021-06-02,32.224
2021-06-03,32.4783
2021-06-04,32.4999
2021-06-05,32.4999
2021-06-06,32.4999
2021-06-07,32.9705
2021-06-08,33.1057
2021-06-09,33.5006
2021-06-10,33.0408
2021-06-11,33.4302
2021-06-12,33.4302
2021-06-13,33.4302
2021-06-14,33.3221
2021-06-15,33.3545
2021-06-16,32.8569
2021-06-17,32.4512
2021-06-18,30.6013
2021-06-19,30.6013
2021-06-20,30.6013
2021-06-21,31.126
2021-06-22,30.385
2021-06-23,30.2011
2021-06-24,30.0658
2021-06-25,30.1416
2021-06-26,30.1416
2021-06-27,30.1416
2021-06-28,30.2335
2021-06-29,29.8008
2021-06-30,30.2464
2021-07-01,30.5378
2021-07-02,30.4279
2021-07-03,30.4279
2021-07-04,30.4279
2021-07-05,30.4279
2021-07-06,30.3014
2021-07-07,30.4114
2021-07-08,29.977
2021-07-09,29.9001
2021-07-10,29.9001
2021-07-11,29.9001
2021-07-12,29.9825
2021-07-13,30.0485
2021-07-14,30.2244
2021-07-15,30.6313
2021-07-16,31.4945
2021-07-17,31.4945
2021-07-18,31.4945
2021-07-19,31.1041
2021-07-20,31.5989
2021-07-21,31.4065
2021-07-22,31.324
2021-07-23,31.5604
2021-07-24,31.5604
2021-07-25,31.5604
2021-07-26,31.489
2021-07-27,31.5879
2021-07-28,31.7309
2021-07-29,31.9288
2021-07-30,31.8738
2021-07-31,31.8738
2021-08-01,31.8738
2021-08-02,31.9673
2021-08-03,32.1157
2021-08-04,32.3906
2021-08-05,32.8348
2021-08-06,32.8017
2021-08-07,32.8017
2021-08-08,32.8017
2021-08-09,32.4328
2021-08-10,32.4934
2021-08-11,32.4713
2021-08-12,32.4438
2021-08-13,32.5099
2021-08-14,32.5099
2021-08-15,32.5099
2021-08-16,32.9724
2021-08-17,32.7467
2021-08-18,32.7852
2021-08-19,33.033
2021-08-20,33.7048
2021-08-21,33.7048
2021-08-22,33.7048
2021-08-23,33.8369
2021-08-24,33.6717
2021-08-25,33.5176
2021-08-26,32.9174
2021-08-27,33.2092
2021-08-28,33.2092
2021-08-29,33.2092
2021-08-30,33.4184
2021-08-31,33.7378
2021-09-01,34.5748
2021-09-02,34.74
2021-09-03,34.4922
2021-09-04,34.4922
2021-09-05,34.4922
2021-09-06,34.4922
2021-09-07,34.3491
2021-09-08,34.3656
2021-09-09,33.7268
2021-09-10,33.2147
2021-09-11,33.2147
2021-09-12,33.2147
2021-09-13,30.2412
2021-09-14,31.0892
2021-09-15,29.696
2021-09-16,30.098
2021-09-17,29.8282
2021-09-18,29.8282
2021-09-19,29.8282
2021-09-20,29.663
2021-09-21,29.1178
2021-09-22,29.663
2021-09-23,29.9603
2021-09-24,29.8172
2021-09-25,29.8172
2021-09-26,29.8172
2021-09-27,29.8557
2021-09-28,29.7126
2021-09-29,29.7511
2021-09-30,30.0378
2021-10-01,30.1607
2021-10-02,30.1607
2021-10-03,30.1607
2021-10-04,30.5294
2021-10-05,30.535
2021-10-06,30.898
2021-10-07,31.1326
2021-10-08,31.2611
2021-10-09,31.2611
2021-10-10,31.2611
2021-10-11,31.7471
2021-10-12,31.3114
2021-10-13,31.3728
2021-10-14,31.6521
2021-10-15,31.4119
2021-10-16,31.4119
2021-10-17,31.4119
2021-10-18,31.6689
2021-10-19,31.9146
2021-10-20,32.2721
2021-10-21,32.3056
2021-10-22,32.462
2021-10-23,32.462
2021-10-24,32.462
2021-10-25,32.9145
2021-10-26,32.7748
2021-10-27,32.2274
2021-10-28,32.4453
2021-10-29,32.4062
2021-10-30,32.4062
2021-10-31,32.4062
2021-11-01,32.2554
2021-11-02,32.1492
2021-11-03,32.4732
2021-11-04,32.5682
2021-11-05,33.29
2021-11-06,33.29
2021-11-07,33.29
2021-11-08,32.9769
2021-11-09,32.8763
2021-11-10,33.1949
2021-11-11,33.1222
2021-11-12,32.9937
2021-11-13,32.9937
2021-11-14,32.9937
2021-11-15,33.0496
2021-11-16,32.7477
2021-11-17,32.5576
2021-11-18,32.5297
2021-11-19,32.4123
2021-11-20,32.4123
2021-11-21,32.4123
2021-11-22,32.675
2021-11-23,32.6806
2021-11-24,32.4346
2021-11-25,32.4346
2021-11-26,31.596
2021-11-27,31.596
2021-11-28,31.596
2021-11-29,31.842
2021-11-30,31.8364
2021-12-01,31.5346
2021-12-02,32.2557
2021-12-03,31.7302
2021-12-04,31.7302
2021-12-05,31.7302
2021-12-06,32.4346
2021-12-07,32.5967
2021-12-08,32.6303
2021-12-09,32.2949
2021-12-10,31.9371
2021-12-11,31.9371
2021-12-12,31.9371
2021-12-13,32.5576
2021-12-14,31.9035
2021-12-15,32.5297
2021-12-16,32.6806
2021-12-17,33.3459
2021-12-18,33.3459
2021-12-19,33.3459
2021-12-20,32.7253
2021-12-21,32.7086
2021-12-22,32.9881
2021-12-23,32.7645
2021-12-24,32.7645
2021-12-25,32.7645
2021-12-26,32.7645
2021-12-27,32.8427
2021-12-28,32.8986
2021-12-29,33.3067
2021-12-30,33.3403
2021-12-31,34.139
2022-01-01,34.139
2022-01-02,34.139
2022-01-03,33.8477
2022-01-04,33.2036
2022-01-05,32.8227
2022-01-06,32.7891
2022-01-07,32.2682
2022-01-08,32.2682
2022-01-09,32.2682
2022-01-10,32.0665
2022-01-11,32.0497
2022-01-12,31.7977
2022-01-13,31.9713
2022-01-14,31.8425
2022-01-15,31.8425
2022-01-16,31.8425
2022-01-17,31.8425
2022-01-18,31.2824
2022-01-19,31.2431
2022-01-20,31.1815
2022-01-21,31.2543
2022-01-22,31.2543
2022-01-23,31.2543
2022-01-24,31.7865
2022-01-25,31.68
2022-01-26,31.7361
2022-01-27,31.1591
2022-01-28,31.484
2022-01-29,31.484
2022-01-30,31.484
2022-01-31,31.6968
2022-02-01,30.9127
2022-02-02,30.8623
2022-02-03,30.4702
2022-02-04,30.4198
2022-02-05,30.4198
2022-02-06,30.4198
2022-02-07,30.4702
2022-02-08,30.7446
2022-02-09,30.6494
2022-02-10,29.8989
2022-02-11,30.2181
2022-02-12,30.2181
2022-02-13,30.2181
2022-02-14,30.1117
2022-02-15,30.3582
2022-02-16,30.5318
2022-02-17,30.431
2022-02-18,30.515
2022-02-19,30.515
2022-02-20,30.515
2022-02-21,30.515
2022-02-22,30.4142
2022-02-23,30.4142
2022-02-24,30.3413
2022-02-25,30.8231
2022-02-26,30.8231
2022-02-27,30.8231
2022-02-28,31.3888
2022-03-01,30.6942
2022-03-02,31.2375
2022-03-03,31.9433
2022-03-04,32.4026
2022-03-05,32.4026
2022-03-06,32.4026
2022-03-07,32.9627
2022-03-08,32.1491
2022-03-09,31.3083
2022-03-10,31.0112
2022-03-11,30.7757
2022-03-12,30.7757
2022-03-13,30.7757
2022-03-14,30.714
2022-03-15,30.9495
2022-03-16,30.8878
2022-03-17,30.7981
2022-03-18,30.4113
2022-03-19,30.4113
2022-03-20,30.4113
2022-03-21,30.9215
2022-03-22,30.8934
2022-03-23,31.0952
2022-03-24,30.9607
2022-03-25,31.3139
2022-03-26,31.3139
2022-03-27,31.3139
2022-03-28,31.2746
2022-03-29,31.7623
2022-03-30,31.7343
2022-03-31,31.7605
2022-04-01,31.03
2022-04-02,31.03
2022-04-03,31.03
2022-04-04,32.3865
2022-04-05,32.5314
2022-04-06,32.9722
2022-04-07,32.7608
2022-04-08,32.9055
2022-04-09,32.9055
2022-04-10,32.9055
2022-04-11,32.6005
2022-04-12,32.875
2022-04-13,32.4114
2022-04-14,31.8197
2022-04-15,31.8197
2022-04-16,31.8197
2022-04-17,31.8197
2022-04-18,31.5391
2022-04-19,32.0271
2022-04-20,32.3931
2022-04-21,31.8929
2022-04-22,31.6306
2022-04-23,31.6306
2022-04-24,31.6306
2022-04-25,30.7582
2022-04-26,30.5935
2022-04-27,30.5081
2022-04-28,30.7277
2022-04-29,30.0872
2022-04-30,30.0872
2022-05-01,30.0872
2022-05-02,30.2031
2022-05-03,30.1189
2022-05-04,30.9246
2022-05-05,30.1006
2022-05-06,30.2837
2022-05-07,30.2837
2022-05-08,30.2837
2022-05-09,30.6683
2022-05-10,30.473
2022-05-11,30.8819
2022-05-12,30.8392
2022-05-13,30.711
2022-05-14,30.711
2022-05-15,30.711
2022-05-16,30.6317
2022-05-17,30.7049
2022-05-18,30.9735
2022-05-19,30.9857
2022-05-20,30.9369
2022-05-21,30.9369
2022-05-22,30.9369
2022-05-23,30.9979
2022-05-24,31.2481
2022-05-25,31.242
2022-05-26,30.9918
2022-05-27,31.1444
2022-05-28,31.1444
2022-05-29,31.1444
2022-05-30,31.1444
2022-05-31,31.5045
2022-06-01,31.5778
2022-06-02,31.9867
2022-06-03,31.6266
2022-06-04,31.6266
2022-06-05,31.6266
2022-06-06,31.651
2022-06-07,31.6571
2022-06-08,31.3336
2022-06-09,31.065
2022-06-10,31.004
2022-06-11,31.004
2022-06-12,31.004
2022-06-13,29.9724
2022-06-14,29.9053
2022-06-15,30.1128
2022-06-16,30.1983
2022-06-17,29.7832
2022-06-18,29.7832
2022-06-19,29.7832
2022-06-20,29.7832
2022-06-21,29.9969
2022-06-22,30.2898
2022-06-23,30.7781
2022-06-24,30.7659
2022-06-25,30.7659
2022-06-26,30.7659
2022-06-27,31.1932
2022-06-28,30.8148
2022-06-29,30.6622
2022-06-30,28.7554
2022-07-01,29.147
2022-07-02,29.147
2022-07-03,29.147
2022-07-04,29.147
2022-07-05,29.0639
2022-07-06,29.4318
2022-07-07,29.4733
2022-07-08,29.3546
2022-07-09,29.3546
2022-07-10,29.3546
2022-07-11,29.0817
2022-07-12,28.791
2022-07-13,29.0224
2022-07-14,28.9275
2022-07-15,29.2241
2022-07-16,29.2241
2022-07-17,29.2241
2022-07-18,29.2716
2022-07-19,29.4852
2022-07-20,29.4436
2022-07-21,29.3546
2022-07-22,29.4614
2022-07-23,29.4614
2022-07-24,29.4614
2022-07-25,29.7937
2022-07-26,29.6988
2022-07-27,29.7225
2022-07-28,30.0013
2022-07-29,30.2743
2022-07-30,30.2743
2022-07-31,30.2743
2022-08-01,30.3277
2022-08-02,30.1615
2022-08-03,30.0132
2022-08-04,30.4473
2022-08-05,29.9185
2022-08-06,29.9185
2022-08-07,29.9185
2022-08-08,30.5067
2022-08-09,30.2037
2022-08-10,30.3998
2022-08-11,30.7028
2022-08-12,31.6059
2022-08-13,31.6059
2022-08-14,31.6059
2022-08-15,32.206
2022-08-16,32.3011
2022-08-17,31.7307
2022-08-18,32.0159
2022-08-19,31.796
2022-08-20,31.796
2022-08-21,31.796
2022-08-22,31.3742
2022-08-23,30.8929
2022-08-24,30.9167
2022-08-25,31.3207
2022-08-26,30.9939
2022-08-27,30.9939
2022-08-28,30.9939
2022-08-29,31.291
2022-08-30,30.9761
2022-08-31,30.8929
2022-09-01,30.7385
2022-09-02,30.6909
2022-09-03,30.6909
2022-09-04,30.6909
2022-09-05,30.6909
2022-09-06,30.5543
2022-09-07,31.1306
2022-09-08,30.887
2022-09-09,30.9226
2022-09-10,30.9226
2022-09-11,30.9226
2022-09-12,30.9523
2022-09-13,31.2197
2022-09-14,32.1585
2022-09-15,31.6356
2022-09-16,31.1544
2022-09-17,31.1544
2022-09-18,31.1544
2022-09-19,31.3385
2022-09-20,30.5067
2022-09-21,29.9245
2022-09-22,29.8948
2022-09-23,29.5799
2022-09-24,29.5799
2022-09-25,29.5799
2022-09-26,29.0095
2022-09-27,28.3024
2022-09-28,28.754
2022-09-29,27.7083
2022-09-30,27.81
2022-10-01,27.81
2022-10-02,27.81
2022-10-03,28.4117
2022-10-04,28.9014
2022-10-05,28.0283
2022-10-06,27.6684
2022-10-07,27.2614
2022-10-08,27.2614
2022-10-09,27.2614
2022-10-10,27.6684
2022-10-11,27.9693
2022-10-12,27.3086
2022-10-13,27.9575
2022-10-14,27.9516
2022-10-15,27.9516
2022-10-16,27.9516
2022-10-17,29.0784
2022-10-18,29.5208
2022-10-19,29.6978
2022-10-20,28.9427
2022-10-21,29.6506
2022-10-22,29.6506
2022-10-23,29.6506
2022-10-24,29.8099
2022-10-25,30.3526
2022-10-26,30.0694
2022-10-27,30.4352
2022-10-28,30.8776
2022-10-29,30.8776
2022-10-30,30.8776
2022-10-31,30.8363
2022-11-01,30.4293
2022-11-02,30.0753
2022-11-03,30.0921
2022-11-04,31.379
2022-11-05,31.379
2022-11-06,31.379
2022-11-07,30.9067
2022-11-08,30.7296
2022-11-09,30.9894
2022-11-10,31.9457
2022-11-11,31.0012
2022-11-12,31.0012
2022-11-13,31.0012
2022-11-14,31.2019
2022-11-15,31.137
2022-11-16,31.3022
2022-11-17,31.0779
2022-11-18,31.503
2022-11-19,31.503
2022-11-20,31.503
2022-11-21,31.7627
2022-11-22,31.7627
2022-11-23,31.7686
2022-11-24,31.7686
2022-11-25,32.0697
2022-11-26,32.0697
2022-11-27,32.0697
2022-11-28,31.987
2022-11-29,31.5679
2022-11-30,32.111
2022-12-01,32.1346
2022-12-02,32.1641
2022-12-03,32.1641
2022-12-04,32.1641
2022-12-05,32.1877
2022-12-06,32.1818
2022-12-07,32.2172
2022-12-08,32.6482
2022-12-09,32.418
2022-12-10,32.418
2022-12-11,32.418
2022-12-12,32.4121
2022-12-13,32.5714
2022-12-14,32.3058
2022-12-15,31.7037
2022-12-16,31.8512
2022-12-17,31.8512
2022-12-18,31.8512
2022-12-19,31.6505
2022-12-20,31.7981
2022-12-21,32.1346
2022-12-22,31.7863
2022-12-23,31.9988
2022-12-24,31.9988
2022-12-25,31.9988
2022-12-26,31.9988
2022-12-27,32.1405
2022-12-28,31.8453
2022-12-29,31.9339
2022-12-30,31.9247
2022-12-31,31.9247
2023-01-01,31.9247
2023-01-02,31.9247
2023-01-03,32.0705
2023-01-04,32.0238
2023-01-05,31.4232
2023-01-06,31.7556
2023-01-07,31.7556
2023-01-08,31.7556
2023-01-09,31.674
2023-01-10,31.6273
2023-01-11,31.8489
2023-01-12,32.0997
2023-01-13,32.1871
2023-01-14,32.1871
2023-01-15,32.1871
2023-01-16,32.1871
2023-01-17,32.8869
2023-01-18,32.4554
2023-01-19,32.7644
2023-01-20,32.2629
2023-01-21,32.2629
2023-01-22,32.2629
2023-01-23,32.0588
2023-01-24,32.193
2023-01-25,32.3795
2023-01-26,32.2571
2023-01-27,31.8314
2023-01-28,31.8314
2023-01-29,31.8314
2023-01-30,31.6565
2023-01-31,32.1988
2023-02-01,32.4437
2023-02-02,32.8694
2023-02-03,32.7644
2023-02-04,32.7644
2023-02-05,32.7644
2023-02-06,32.537
2023-02-07,32.1988
2023-02-08,31.4816
2023-02-09,30.8576
2023-02-10,31.0559
2023-02-11,31.0559
2023-02-12,31.0559
2023-02-13,31.5165
2023-02-14,31.6157
2023-02-15,31.8023
2023-02-16,31.7381
2023-02-17,32.397
2023-02-18,32.397
2023-02-19,32.397
2023-02-20,32.397
2023-02-21,32.2513
2023-02-22,32.2221
2023-02-23,32.1755
2023-02-24,31.9655
2023-02-25,31.9655
2023-02-26,31.9655
2023-02-27,31.4058
2023-02-28,31.0501
2023-03-01,30.5078
2023-03-02,30.741
2023-03-03,31.0151
2023-03-04,31.0151
2023-03-05,31.0151
2023-03-06,31.1025
2023-03-07,32.1486
2023-03-08,31.1333
2023-03-09,31.1625
2023-03-10,31.3725
2023-03-11,31.3725
2023-03-12,31.3725
2023-03-13,31.1683
2023-03-14,31.7343
2023-03-15,31.8277
2023-03-16,32.0028
2023-03-17,31.7052
2023-03-18,31.7052
