,ENSG US Equity
2021-10-05,13.7429
2021-10-06,13.5003
2021-10-07,13.3007
2021-10-08,13.3317
2021-10-09,13.3317
2021-10-10,13.3317
2021-10-11,13.1528
2021-10-12,13.314
2021-10-13,13.2962
2021-10-14,13.3642
2021-10-15,13.3805
2021-10-16,13.3805
2021-10-17,13.3805
2021-10-18,13.5136
2021-10-19,13.5329
2021-10-20,13.2696
2021-10-21,13.4737
2021-10-22,13.2785
2021-10-23,13.2785
2021-10-24,13.2785
2021-10-25,12.8762
2021-10-26,13.0078
2021-10-27,12.8712
2021-10-28,13.8983
2021-10-29,14.1696
2021-10-30,14.1696
2021-10-31,14.1696
2021-11-01,14.2096
2021-11-02,13.8391
2021-11-03,14.2185
2021-11-04,14.0747
2021-11-05,14.9284
2021-11-06,14.9284
2021-11-07,14.9284
2021-11-08,14.6898
2021-11-09,14.798
2021-11-10,14.6572
2021-11-11,14.7535
2021-11-12,14.7847
2021-11-13,14.7847
2021-11-14,14.7847
2021-11-15,14.672
2021-11-16,14.6957
2021-11-17,14.7743
2021-11-18,14.7624
2021-11-19,14.5149
2021-11-20,14.5149
2021-11-21,14.5149
2021-11-22,14.7847
2021-11-23,14.7106
2021-11-24,14.6364
2021-11-25,14.6364
2021-11-26,14.131
2021-11-27,14.131
2021-11-28,14.131
2021-11-29,14.0495
2021-11-30,13.9206
2021-12-01,13.6983
2021-12-02,13.9324
2021-12-03,13.799
2021-12-04,13.799
2021-12-05,13.799
2021-12-06,14.1874
2021-12-07,14.426
2021-12-08,14.5075
2021-12-09,14.2111
2021-12-10,14.3489
2021-12-11,14.3489
2021-12-12,14.3489
2021-12-13,14.257
2021-12-14,14.3178
2021-12-15,14.1696
2021-12-16,13.885
2021-12-17,14.1518
2021-12-18,14.1518
2021-12-19,14.1518
2021-12-20,14.0258
2021-12-21,14.4853
2021-12-22,14.7817
2021-12-23,14.7313
2021-12-24,14.7313
2021-12-25,14.7313
2021-12-26,14.7313
2021-12-27,15.0781
2021-12-28,15.216
2021-12-29,15.2174
2021-12-30,15.0144
2021-12-31,14.5921
2022-01-01,14.5921
2022-01-02,14.5921
2022-01-03,14.7797
2022-01-04,14.5778
2022-01-05,14.4646
2022-01-06,14.2785
2022-01-07,14.0665
2022-01-08,14.0665
2022-01-09,14.0665
2022-01-10,14.1667
2022-01-11,14.1152
2022-01-12,13.7972
2022-01-13,14.065
2022-01-14,14.0865
2022-01-15,14.0865
2022-01-16,14.0865
2022-01-17,14.0865
2022-01-18,13.6511
2022-01-19,13.452
2022-01-20,13.4363
2022-01-21,13.3833
2022-01-22,13.3833
2022-01-23,13.3833
2022-01-24,13.5953
2022-01-25,13.326
2022-01-26,13.1656
2022-01-27,13.0811
2022-01-28,13.1642
2022-01-29,13.1642
2022-01-30,13.1642
2022-01-31,13.3704
2022-02-01,13.2472
2022-02-02,13.2114
2022-02-03,13.084
2022-02-04,13.0066
2022-02-05,13.0066
2022-02-06,13.0066
2022-02-07,12.7302
2022-02-08,13.0467
2022-02-09,13.2747
2022-02-10,13.8444
2022-02-11,13.7116
2022-02-12,13.7116
2022-02-13,13.7116
2022-02-14,13.6431
2022-02-15,14.0714
2022-02-16,14.1257
2022-02-17,13.9786
2022-02-18,13.96
2022-02-19,13.96
2022-02-20,13.96
2022-02-21,13.96
2022-02-22,13.8415
2022-02-23,13.6688
2022-02-24,13.9201
2022-02-25,14.3027
2022-02-26,14.3027
2022-02-27,14.3027
2022-02-28,14.5669
2022-03-01,14.3984
2022-03-02,14.6326
2022-03-03,14.7011
2022-03-04,14.7597
2022-03-05,14.7597
2022-03-06,14.7597
2022-03-07,14.8453
2022-03-08,15.0524
2022-03-09,15.0552
2022-03-10,14.8453
2022-03-11,14.6783
2022-03-12,14.6783
2022-03-13,14.6783
2022-03-14,14.5055
2022-03-15,14.6526
2022-03-16,14.9196
2022-03-17,15.1052
2022-03-18,14.9924
2022-03-19,14.9924
2022-03-20,14.9924
2022-03-21,15.0381
2022-03-22,15.0224
2022-03-23,14.7225
2022-03-24,14.7654
2022-03-25,14.9196
2022-03-26,14.9196
2022-03-27,14.9196
2022-03-28,14.9953
2022-03-29,15.2623
2022-03-30,15.3251
2022-03-31,15.5557
2022-04-01,16.1467
2022-04-02,16.1467
2022-04-03,16.1467
2022-04-04,15.5515
2022-04-05,15.4338
2022-04-06,15.2742
2022-04-07,15.2812
2022-04-08,15.1342
2022-04-09,15.1342
2022-04-10,15.1342
2022-04-11,14.9129
2022-04-12,14.4914
2022-04-13,14.777
2022-04-14,14.9512
2022-04-15,14.9512
2022-04-16,14.9512
2022-04-17,14.9512
2022-04-18,14.7515
2022-04-19,14.8767
2022-04-20,15.1902
2022-04-21,15.2254
2022-04-22,14.3648
2022-04-23,14.3648
2022-04-24,14.3648
2022-04-25,14.7318
2022-04-26,14.5982
2022-04-27,14.4098
2022-04-28,14.5111
2022-04-29,14.2798
2022-04-30,14.2798
2022-05-01,14.2798
2022-05-02,14.1064
2022-05-03,14.0076
2022-05-04,14.0838
2022-05-05,13.9174
2022-05-06,13.6663
2022-05-07,13.6663
2022-05-08,13.6663
2022-05-09,13.7735
2022-05-10,13.8737
2022-05-11,13.7185
2022-05-12,13.9329
2022-05-13,14.0641
2022-05-14,14.0641
2022-05-15,14.0641
2022-05-16,14.0387
2022-05-17,14.4505
2022-05-18,14.1092
2022-05-19,14.0824
2022-05-20,14.0965
2022-05-21,14.0965
2022-05-22,14.0965
2022-05-23,14.1529
2022-05-24,14.0288
2022-05-25,14.1585
2022-05-26,14.3179
2022-05-27,14.5732
2022-05-28,14.5732
2022-05-29,14.5732
2022-05-30,14.5732
2022-05-31,14.3983
2022-06-01,13.971
2022-06-02,14.27
2022-06-03,14.1219
2022-06-04,14.1219
2022-06-05,14.1219
2022-06-06,14.167
2022-06-07,14.2093
2022-06-08,13.7397
2022-06-09,13.7072
2022-06-10,13.6508
2022-06-11,13.6508
2022-06-12,13.6508
2022-06-13,13.3377
2022-06-14,13.2136
2022-06-15,13.318
2022-06-16,13.2164
2022-06-17,13.3871
2022-06-18,13.3871
2022-06-19,13.3871
2022-06-20,13.3871
2022-06-21,12.9724
2022-06-22,13.0824
2022-06-23,13.2348
2022-06-24,13.5634
2022-06-25,13.5634
2022-06-26,13.5634
2022-06-27,13.6565
2022-06-28,13.3758
2022-06-29,13.6099
2022-06-30,12.799
2022-07-01,13.1014
2022-07-02,13.1014
2022-07-03,13.1014
2022-07-04,13.1014
2022-07-05,13.0415
2022-07-06,12.9039
2022-07-07,13.0211
2022-07-08,13.0156
2022-07-09,13.0156
2022-07-10,13.0156
2022-07-11,12.799
2022-07-12,12.8535
2022-07-13,12.829
2022-07-14,12.8208
2022-07-15,13.0524
2022-07-16,13.0524
2022-07-17,13.0524
2022-07-18,12.9421
2022-07-19,13.1464
2022-07-20,13.2063
2022-07-21,13.4202
2022-07-22,13.521
2022-07-23,13.521
2022-07-24,13.521
2022-07-25,13.521
2022-07-26,13.6464
2022-07-27,13.6259
2022-07-28,13.6818
2022-07-29,13.6464
2022-07-30,13.6464
2022-07-31,13.6464
2022-08-01,13.9057
2022-08-02,14.6335
2022-08-03,14.4624
2022-08-04,14.1773
2022-08-05,14.3131
2022-08-06,14.3131
2022-08-07,14.3131
2022-08-08,14.4515
2022-08-09,14.3728
2022-08-10,14.5683
2022-08-11,14.4814
2022-08-12,14.7163
2022-08-13,14.7163
2022-08-14,14.7163
2022-08-15,14.9105
2022-08-16,14.8114
2022-08-17,15.0177
2022-08-18,15.1779
2022-08-19,15.106
2022-08-20,15.106
2022-08-21,15.106
2022-08-22,14.9743
2022-08-23,14.9308
2022-08-24,14.9539
2022-08-25,15.0775
2022-08-26,14.5928
2022-08-27,14.5928
2022-08-28,14.5928
2022-08-29,14.6063
2022-08-30,14.2886
2022-08-31,14.3714
2022-09-01,14.1963
2022-09-02,13.9886
2022-09-03,13.9886
2022-09-04,13.9886
2022-09-05,13.9886
2022-09-06,14.1243
2022-09-07,14.5968
2022-09-08,14.5697
2022-09-09,14.6186
2022-09-10,14.6186
2022-09-11,14.6186
2022-09-12,14.6253
2022-09-13,14.2465
2022-09-14,14.2397
2022-09-15,14.3239
2022-09-16,14.2995
2022-09-17,14.2995
2022-09-18,14.2995
2022-09-19,14.5222
2022-09-20,14.4176
2022-09-21,14.5126
2022-09-22,14.1977
2022-09-23,13.603
2022-09-24,13.603
2022-09-25,13.603
2022-09-26,13.736
2022-09-27,13.5907
2022-09-28,13.7876
2022-09-29,13.7808
2022-09-30,13.2647
2022-10-01,13.2647
2022-10-02,13.2647
2022-10-03,13.5223
2022-10-04,13.7641
2022-10-05,13.8751
2022-10-06,13.85
2022-10-07,13.6611
2022-10-08,13.6611
2022-10-09,13.6611
2022-10-10,14.0416
2022-10-11,14.0363
2022-10-12,13.8024
2022-10-13,14.0548
2022-10-14,13.7139
2022-10-15,13.7139
2022-10-16,13.7139
2022-10-17,14.1684
2022-10-18,14.0389
2022-10-19,13.9517
2022-10-20,13.92
2022-10-21,14.0588
2022-10-22,14.0588
2022-10-23,14.0588
2022-10-24,14.327
2022-10-25,14.4115
2022-10-26,14.7057
2022-10-27,14.2311
2022-10-28,14.6885
2022-10-29,14.6885
2022-10-30,14.6885
2022-10-31,14.6646
2022-11-01,14.9179
2022-11-02,14.7826
2022-11-03,14.8595
2022-11-04,14.8582
2022-11-05,14.8582
2022-11-06,14.8582
2022-11-07,14.9603
2022-11-08,14.9232
2022-11-09,14.6991
2022-11-10,15.3408
2022-11-11,15.0014
2022-11-12,15.0014
2022-11-13,15.0014
2022-11-14,14.9391
2022-11-15,14.9457
2022-11-16,14.8688
2022-11-17,14.9271
2022-11-18,15.0253
2022-11-19,15.0253
2022-11-20,15.0253
2022-11-21,15.1419
2022-11-22,15.256
2022-11-23,15.0823
2022-11-24,15.0823
2022-11-25,15.24
2022-11-26,15.24
2022-11-27,15.24
2022-11-28,15.0531
2022-11-29,15.122
2022-11-30,15.3567
2022-12-01,15.2705
2022-12-02,15.2613
2022-12-03,15.2613
2022-12-04,15.2613
2022-12-05,14.9192
2022-12-06,14.8966
2022-12-07,14.9722
2022-12-08,15.1724
2022-12-09,14.8091
2022-12-10,14.8091
2022-12-11,14.8091
2022-12-12,15.0836
2022-12-13,15.1154
2022-12-14,15.4151
2022-12-15,15.3726
2022-12-16,15.4456
2022-12-17,15.4456
2022-12-18,15.4456
2022-12-19,15.3899
2022-12-20,15.3992
2022-12-21,15.5941
2022-12-22,15.2865
2022-12-23,15.362
2022-12-24,15.362
2022-12-25,15.362
2022-12-26,15.362
2022-12-27,15.3912
2022-12-28,15.1459
2022-12-29,15.4137
2022-12-30,14.9832
2022-12-31,14.9832
2023-01-01,14.9832
2023-01-02,14.9832
2023-01-03,14.9704
2023-01-04,15.1458
2023-01-05,14.9294
2023-01-06,15.1714
2023-01-07,15.1714
2023-01-08,15.1714
2023-01-09,14.987
2023-01-10,14.9294
2023-01-11,15.1266
2023-01-12,15.3852
2023-01-13,15.4851
2023-01-14,15.4851
2023-01-15,15.4851
2023-01-16,15.4851
2023-01-17,14.9857
2023-01-18,14.8628
2023-01-19,14.8615
2023-01-20,14.7975
2023-01-21,14.7975
2023-01-22,14.7975
2023-01-23,14.7924
2023-01-24,14.5363
2023-01-25,14.6234
2023-01-26,14.658
2023-01-27,14.5696
2023-01-28,14.5696
2023-01-29,14.5696
2023-01-30,14.6106
2023-01-31,14.8091
2023-02-01,14.9038
2023-02-02,14.9563
2023-02-03,14.7531
2023-02-04,14.7531
2023-02-05,14.7531
2023-02-06,14.4907
2023-02-07,14.4264
2023-02-08,14.4213
2023-02-09,14.3158
2023-02-10,14.5049
2023-02-11,14.5049
2023-02-12,14.5049
2023-02-13,14.5988
2023-02-14,14.456
2023-02-15,14.609
2023-02-16,14.7711
2023-02-17,14.6142
2023-02-18,14.6142
2023-02-19,14.6142
2023-02-20,14.6142
2023-02-21,14.5274
2023-02-22,14.5062
2023-02-23,14.4097
2023-02-24,14.4226
2023-02-25,14.4226
2023-02-26,14.4226
2023-02-27,14.5254
2023-02-28,14.3776
2023-03-01,14.5062
2023-03-02,14.5499
2023-03-03,14.6309
2023-03-04,14.6309
2023-03-05,14.6309
2023-03-06,14.4792
2023-03-07,14.2104
2023-03-08,14.2708
2023-03-09,14.2978
2023-03-10,14.1345
2023-03-11,14.1345
2023-03-12,14.1345
2023-03-13,14.0278
2023-03-14,14.3608
2023-03-15,14.2181
2023-03-16,14.3994
