,ON US Equity
2020-12-27,49.7892
2020-12-28,49.7378
2020-12-29,49.3646
2020-12-30,50.4197
2020-12-31,45.9921
2021-01-01,45.9921
2021-01-02,45.9921
2021-01-03,45.9921
2021-01-04,45.9213
2021-01-05,46.57
2021-01-06,47.5606
2021-01-07,49.0937
2021-01-08,49.2824
2021-01-09,49.2824
2021-01-10,49.2824
2021-01-11,49.9074
2021-01-12,50.3319
2021-01-13,51.0159
2021-01-14,52.0891
2021-01-15,50.6857
2021-01-16,50.6857
2021-01-17,50.6857
2021-01-18,50.6857
2021-01-19,52.8203
2021-01-20,52.1363
2021-01-21,52.0183
2021-01-22,51.3756
2021-01-23,51.3756
2021-01-24,51.3756
2021-01-25,50.9924
2021-01-26,49.9664
2021-01-27,47.5724
2021-01-28,48.964
2021-01-29,48.0677
2021-01-30,48.0677
2021-01-31,48.0677
2021-02-01,50.6857
2021-02-02,50.8508
2021-02-03,50.9098
2021-02-04,52.3368
2021-02-05,52.667
2021-02-06,52.667
2021-02-07,52.667
2021-02-08,54.3416
2021-02-09,55.285
2021-02-10,54.4831
2021-02-11,55.0963
2021-02-12,56.0634
2021-02-13,56.0634
2021-02-14,56.0634
2021-02-15,56.0634
2021-02-16,56.8263
2021-02-17,55.9168
2021-02-18,54.4875
2021-02-19,56.8499
2021-02-20,56.8499
2021-02-21,56.8499
2021-02-22,55.1608
2021-02-23,54.9718
2021-02-24,55.4207
2021-02-25,51.9716
2021-02-26,54.96
2021-02-27,54.96
2021-02-28,54.96
2021-03-01,57.3224
2021-03-02,55.149
2021-03-03,54.2631
2021-03-04,51.1448
2021-03-05,53.2355
2021-03-06,53.2355
2021-03-07,53.2355
2021-03-08,49.9045
2021-03-09,52.196
2021-03-10,51.7472
2021-03-11,53.2236
2021-03-12,52.8575
2021-03-13,52.8575
2021-03-14,52.8575
2021-03-15,53.7788
2021-03-16,55.4207
2021-03-17,56.8027
2021-03-18,53.6253
2021-03-19,54.7474
2021-03-20,54.7474
2021-03-21,54.7474
2021-03-22,55.6097
2021-03-23,52.9638
2021-03-24,52.4204
2021-03-25,52.5031
2021-03-26,55.397
2021-03-27,55.397
2021-03-28,55.397
2021-03-29,53.578
2021-03-30,54.4875
2021-03-31,56.5428
2021-04-01,44.1412
2021-04-02,44.1412
2021-04-03,44.1412
2021-04-04,44.1412
2021-04-05,45.1709
2021-04-06,45.3474
2021-04-07,44.7606
2021-04-08,44.8798
2021-04-09,44.7881
2021-04-10,44.7881
2021-04-11,44.7881
2021-04-12,44.2747
2021-04-13,43.9446
2021-04-14,43.9996
2021-04-15,44.4856
2021-04-16,44.073
2021-04-17,44.073
2021-04-18,44.073
2021-04-19,43.0553
2021-04-20,41.7992
2021-04-21,43.3304
2021-04-22,42.927
2021-04-23,44.4122
2021-04-24,44.4122
2021-04-25,44.4122
2021-04-26,45.5583
2021-04-27,45.0953
2021-04-28,43.4037
2021-04-29,42.9911
2021-04-30,41.1575
2021-05-01,41.1575
2021-05-02,41.1575
2021-05-03,40.5822
2021-05-04,40.2826
2021-05-05,40.5635
2021-05-06,40.601
2021-05-07,41.5748
2021-05-08,41.5748
2021-05-09,41.5748
2021-05-10,40.0672
2021-05-11,40.2077
2021-05-12,38.803
2021-05-13,39.599
2021-05-14,40.4699
2021-05-15,40.4699
2021-05-16,40.4699
2021-05-17,39.805
2021-05-18,39.7582
2021-05-19,40.4792
2021-05-20,41.4812
2021-05-21,41.1909
2021-05-22,41.1909
2021-05-23,41.1909
2021-05-24,42.2397
2021-05-25,41.8651
2021-05-26,41.9213
2021-05-27,43.1106
2021-05-28,42.8952
2021-05-29,42.8952
2021-05-30,42.8952
2021-05-31,42.8952
2021-06-01,42.7735
2021-06-02,42.2865
2021-06-03,40.7414
2021-06-04,41.1815
2021-06-05,41.1815
2021-06-06,41.1815
2021-06-07,40.9568
2021-06-08,40.601
2021-06-09,40.2732
2021-06-10,40.7695
2021-06-11,40.7789
2021-06-12,40.7789
2021-06-13,40.7789
2021-06-14,41.2845
2021-06-15,40.4605
2021-06-16,40.32
2021-06-17,40.0485
2021-06-18,38.906
2021-06-19,38.906
2021-06-20,38.906
2021-06-21,39.5709
2021-06-22,39.8986
2021-06-23,39.9548
2021-06-24,40.7601
2021-06-25,40.526
2021-06-26,40.526
2021-06-27,40.526
2021-06-28,41.6029
2021-06-29,41.6966
2021-06-30,41.2471
2021-07-01,40.9006
2021-07-02,26.7178
2021-07-03,26.7178
2021-07-04,26.7178
2021-07-05,26.7178
2021-07-06,26.6133
2021-07-07,25.9007
2021-07-08,25.6857
2021-07-09,26.3185
2021-07-10,26.3185
2021-07-11,26.3185
2021-07-12,26.7423
2021-07-13,26.4229
2021-07-14,26.2632
2021-07-15,25.4277
2021-07-16,24.7212
2021-07-17,24.7212
2021-07-18,24.7212
2021-07-19,24.5001
2021-07-20,24.9424
2021-07-21,25.7779
2021-07-22,25.1635
2021-07-23,25.4584
2021-07-24,25.4584
2021-07-25,25.4584
2021-07-26,25.6673
2021-07-27,25.1328
2021-07-28,25.8946
2021-07-29,26.8468
2021-07-30,27.1232
2021-07-31,27.1232
2021-08-01,27.1232
2021-08-02,30.158
2021-08-03,31.2357
2021-08-04,31.4153
2021-08-05,30.8889
2021-08-06,31.1738
2021-08-07,31.1738
2021-08-08,31.1738
2021-08-09,31.2543
2021-08-10,30.6225
2021-08-11,30.8703
2021-08-12,30.0093
2021-08-13,30.0403
2021-08-14,30.0403
2021-08-15,30.0403
2021-08-16,30.0155
2021-08-17,29.1298
2021-08-18,28.9874
2021-08-19,28.5104
2021-08-20,28.8325
2021-08-21,28.8325
2021-08-22,28.8325
2021-08-23,29.4085
2021-08-24,30.1332
2021-08-25,30.0775
2021-08-26,30.3996
2021-08-27,31.31
2021-08-28,31.31
2021-08-29,31.31
2021-08-30,31.1676
2021-08-31,30.604
2021-09-01,30.8022
2021-09-02,31.2481
2021-09-03,31.4401
2021-09-04,31.4401
2021-09-05,31.4401
2021-09-06,31.4401
2021-09-07,31.4092
2021-09-08,30.9075
2021-09-09,31.149
2021-09-10,32.171
2021-09-11,32.171
2021-09-12,32.171
2021-09-13,32.6355
2021-09-14,32.7656
2021-09-15,33.608
2021-09-16,33.7256
2021-09-17,33.4098
2021-09-18,33.4098
2021-09-19,33.4098
2021-09-20,32.6541
2021-09-21,32.6603
2021-09-22,33.2301
2021-09-23,33.7009
2021-09-24,33.6575
2021-09-25,33.6575
2021-09-26,33.6575
2021-09-27,33.7752
2021-09-28,32.4435
2021-09-29,31.5206
2021-09-30,31.4773
2021-10-01,22.0571
2021-10-02,22.0571
2021-10-03,22.0571
2021-10-04,21.7393
2021-10-05,22.0703
2021-10-06,21.6554
2021-10-07,21.96
2021-10-08,21.5583
2021-10-09,21.5583
2021-10-10,21.5583
2021-10-11,21.0594
2021-10-12,20.618
2021-10-13,20.4194
2021-10-14,20.9094
2021-10-15,21.0506
2021-10-16,21.0506
2021-10-17,21.0506
2021-10-18,21.417
2021-10-19,21.7657
2021-10-20,22.035
2021-10-21,22.3705
2021-10-22,22.216
2021-10-23,22.216
2021-10-24,22.216
2021-10-25,22.3264
2021-10-26,21.8496
2021-10-27,21.5892
2021-10-28,22.7148
2021-10-29,23.143
2021-10-30,23.143
2021-10-31,23.143
2021-11-01,26.2147
2021-11-02,27.1645
2021-11-03,27.4781
2021-11-04,28.366
2021-11-05,28.0436
2021-11-06,28.0436
2021-11-07,28.0436
2021-11-08,27.8625
2021-11-09,27.6327
2021-11-10,27.0231
2021-11-11,27.6327
2021-11-12,27.8094
2021-11-13,27.8094
2021-11-14,27.8094
2021-11-15,28.0745
2021-11-16,29.3688
2021-11-17,29.4881
2021-11-18,29.9563
2021-11-19,29.9033
2021-11-20,29.9033
2021-11-21,29.9033
2021-11-22,29.1833
2021-11-23,29.1082
2021-11-24,29.4748
2021-11-25,29.4748
2021-11-26,28.5604
2021-11-27,28.5604
2021-11-28,28.5604
2021-11-29,29.762
2021-11-30,29.0596
2021-12-01,29.1789
2021-12-02,29.5499
2021-12-03,30.217
2021-12-04,30.217
2021-12-05,30.217
2021-12-06,29.276
2021-12-07,30.8354
2021-12-08,30.3009
2021-12-09,29.8856
2021-12-10,30.7515
2021-12-11,30.7515
2021-12-12,30.7515
2021-12-13,29.5676
2021-12-14,29.7443
2021-12-15,30.7603
2021-12-16,28.799
2021-12-17,29.307
2021-12-18,29.307
2021-12-19,29.307
2021-12-20,28.8431
2021-12-21,30.5438
2021-12-22,30.8707
2021-12-23,31.4141
2021-12-24,31.4141
2021-12-25,31.4141
2021-12-26,31.4141
2021-12-27,32.7482
2021-12-28,32.1032
2021-12-29,32.3727
2021-12-30,31.7896
2021-12-31,24.2319
2022-01-01,24.2319
2022-01-02,24.2319
2022-01-03,24.9848
2022-01-04,25.2458
2022-01-05,24.0646
2022-01-06,24.0077
2022-01-07,23.1077
2022-01-08,23.1077
2022-01-09,23.1077
2022-01-10,23.295
2022-01-11,23.5661
2022-01-12,23.7534
2022-01-13,23.1344
2022-01-14,23.6564
2022-01-15,23.6564
2022-01-16,23.6564
2022-01-17,23.6564
2022-01-18,22.5957
2022-01-19,21.2506
2022-01-20,20.0895
2022-01-21,19.8185
2022-01-22,19.8185
2022-01-23,19.8185
2022-01-24,20.0226
2022-01-25,19.3467
2022-01-26,20.1632
2022-01-27,19.4638
2022-01-28,19.494
2022-01-29,19.494
2022-01-30,19.494
2022-01-31,21.2473
2022-02-01,21.4648
2022-02-02,21.9432
2022-02-03,20.3137
2022-02-04,20.7186
2022-02-05,20.7186
2022-02-06,20.7186
2022-02-07,22.3381
2022-02-08,23.5794
2022-02-09,23.9509
2022-02-10,22.7262
2022-02-11,21.2372
2022-02-12,21.2372
2022-02-13,21.2372
2022-02-14,21.2093
2022-02-15,22.4118
2022-02-16,22.7041
2022-02-17,21.7232
2022-02-18,21.7266
2022-02-19,21.7266
2022-02-20,21.7266
2022-02-21,21.7266
2022-02-22,21.1354
2022-02-23,20.9037
2022-02-24,22.0222
2022-02-25,22.8351
2022-02-26,22.8351
2022-02-27,22.8351
2022-02-28,22.5361
2022-03-01,21.5419
2022-03-02,22.6234
2022-03-03,22.1666
2022-03-04,21.0985
2022-03-05,21.0985
2022-03-06,21.0985
2022-03-07,19.4828
2022-03-08,20.2453
2022-03-09,21.1321
2022-03-10,20.8634
2022-03-11,20.2789
2022-03-12,20.2789
2022-03-13,20.2789
2022-03-14,19.6138
2022-03-15,20.5375
2022-03-16,21.6964
2022-03-17,21.9147
2022-03-18,22.3077
2022-03-19,22.3077
2022-03-20,22.3077
2022-03-21,22.3077
2022-03-22,22.3917
2022-03-23,21.7904
2022-03-24,22.8619
2022-03-25,22.9392
2022-03-26,22.9392
2022-03-27,22.9392
2022-03-28,23.4464
2022-03-29,24.1316
2022-03-30,23.1474
2022-03-31,22.5361
2022-04-01,15.2392
2022-04-02,15.2392
2022-04-03,15.2392
2022-04-04,15.2297
2022-04-05,14.2996
2022-04-06,13.8766
2022-04-07,13.9702
2022-04-08,13.6437
2022-04-09,13.6437
2022-04-10,13.6437
2022-04-11,13.5476
2022-04-12,13.7421
2022-04-13,14.0086
2022-04-14,13.7709
2022-04-15,13.7709
2022-04-16,13.7709
2022-04-17,13.7709
2022-04-18,14.0855
2022-04-19,14.5201
2022-04-20,14.2848
2022-04-21,13.7709
2022-04-22,13.4155
2022-04-23,13.4155
2022-04-24,13.4155
2022-04-25,13.8238
2022-04-26,13.3147
2022-04-27,13.2787
2022-04-28,14.0639
2022-04-29,13.4948
2022-04-30,13.4948
2022-05-01,13.4948
2022-05-02,14.3422
2022-05-03,14.556
2022-05-04,15.1349
2022-05-05,14.2485
2022-05-06,14.2245
2022-05-07,14.2245
2022-05-08,14.2245
2022-05-09,13.1892
2022-05-10,13.9218
2022-05-11,13.4174
2022-05-12,13.7081
2022-05-13,14.4767
2022-05-14,14.4767
2022-05-15,14.4767
2022-05-16,14.2293
2022-05-17,15.034
2022-05-18,14.3926
2022-05-19,14.4503
2022-05-20,14.544
2022-05-21,14.544
2022-05-22,14.544
2022-05-23,14.4071
2022-05-24,14.0732
2022-05-25,14.4911
2022-05-26,15.2334
2022-05-27,15.6681
2022-05-28,15.6681
2022-05-29,15.6681
2022-05-30,15.6681
2022-05-31,15.5576
2022-06-01,15.2189
2022-06-02,16.2566
2022-06-03,16.1005
2022-06-04,16.1005
2022-06-05,16.1005
2022-06-06,16.8379
2022-06-07,16.7106
2022-06-08,16.3095
2022-06-09,16.0332
2022-06-10,15.4279
2022-06-11,15.4279
2022-06-12,15.4279
2022-06-13,14.4503
2022-06-14,14.5896
2022-06-15,14.9235
2022-06-16,13.8234
2022-06-17,13.5832
2022-06-18,13.5832
2022-06-19,13.5832
2022-06-20,13.5832
2022-06-21,13.4606
2022-06-22,13.2349
2022-06-23,13.1051
2022-06-24,13.7057
2022-06-25,13.7057
2022-06-26,13.7057
2022-06-27,13.9939
2022-06-28,13.6672
2022-06-29,13.2613
2022-06-30,13.0667
2022-07-01,10.4586
2022-07-02,10.4586
2022-07-03,10.4586
2022-07-04,10.4586
2022-07-05,10.5533
2022-07-06,10.6171
2022-07-07,11.5229
2022-07-08,11.8234
2022-07-09,11.8234
2022-07-10,11.8234
2022-07-11,11.6443
2022-07-12,11.6793
2022-07-13,11.6196
2022-07-14,11.9428
2022-07-15,12.3587
2022-07-16,12.3587
2022-07-17,12.3587
2022-07-18,12.1281
2022-07-19,12.9165
2022-07-20,13.1862
2022-07-21,13.4085
2022-07-22,13.0483
2022-07-23,13.0483
2022-07-24,13.0483
2022-07-25,13.0318
2022-07-26,12.8074
2022-07-27,13.6844
2022-07-28,14.1064
2022-07-29,14.5634
2022-07-30,14.5634
2022-07-31,14.5634
2022-08-01,13.8828
2022-08-02,14.279
2022-08-03,14.944
2022-08-04,14.7839
2022-08-05,14.6977
2022-08-06,14.6977
2022-08-07,14.6977
2022-08-08,14.6382
2022-08-09,13.7638
2022-08-10,14.4042
2022-08-11,14.437
2022-08-12,15.4223
2022-08-13,15.4223
2022-08-14,15.4223
2022-08-15,15.4387
2022-08-16,15.3299
2022-08-17,14.8332
2022-08-18,15.8513
2022-08-19,15.7035
2022-08-20,15.7035
2022-08-21,15.7035
2022-08-22,14.9379
2022-08-23,15.4408
2022-08-24,15.6009
2022-08-25,16.5615
2022-08-26,15.5085
2022-08-27,15.5085
2022-08-28,15.5085
2022-08-29,15.0857
2022-08-30,14.9728
2022-08-31,14.9317
2022-09-01,14.8188
2022-09-02,14.6731
2022-09-03,14.6731
2022-09-04,14.6731
2022-09-05,14.6731
2022-09-06,14.3734
2022-09-07,14.6423
2022-09-08,15.2971
2022-09-09,15.527
2022-09-10,15.527
2022-09-11,15.527
2022-09-12,15.5742
2022-09-13,14.5417
2022-09-14,14.8907
2022-09-15,14.8045
2022-09-16,14.9666
2022-09-17,14.9666
2022-09-18,14.9666
2022-09-19,15.217
2022-09-20,14.8722
2022-09-21,14.8435
2022-09-22,14.1497
2022-09-23,13.811
2022-09-24,13.811
2022-09-25,13.811
2022-09-26,13.6858
2022-09-27,14.0122
2022-09-28,14.2605
2022-09-29,13.7351
2022-09-30,13.134
2022-10-01,13.134
2022-10-02,13.134
2022-10-03,13.6329
2022-10-04,14.4706
2022-10-05,14.5892
2022-10-06,14.7403
2022-10-07,13.641
2022-10-08,13.641
2022-10-09,13.641
2022-10-10,13.0528
2022-10-11,12.5539
2022-10-12,12.4484
2022-10-13,12.7891
2022-10-14,12.2091
2022-10-15,12.2091
2022-10-16,12.2091
2022-10-17,12.6188
2022-10-18,12.8094
2022-10-19,12.8175
2022-10-20,12.9697
2022-10-21,13.8134
2022-10-22,13.8134
2022-10-23,13.8134
2022-10-24,13.7465
2022-10-25,13.998
2022-10-26,14.2312
2022-10-27,13.6451
2022-10-28,14.1785
2022-10-29,14.1785
2022-10-30,14.1785
2022-10-31,12.928
2022-11-01,12.9908
2022-11-02,12.6608
2022-11-03,12.4746
2022-11-04,13.2843
2022-11-05,13.2843
2022-11-06,13.2843
2022-11-07,13.7459
2022-11-08,14.0739
2022-11-09,13.4139
2022-11-10,15.2278
2022-11-11,15.6853
2022-11-12,15.6853
2022-11-13,15.6853
2022-11-14,15.2359
2022-11-15,15.5335
2022-11-16,14.7217
2022-11-17,14.8877
2022-11-18,15.161
2022-11-19,15.161
2022-11-20,15.161
2022-11-21,14.8958
2022-11-22,15.4201
2022-11-23,15.4728
2022-11-24,15.4728
2022-11-25,15.3513
2022-11-26,15.3513
2022-11-27,15.3513
2022-11-28,14.6549
2022-11-29,14.8088
2022-11-30,15.7157
2022-12-01,15.4707
2022-12-02,15.2784
2022-12-03,15.2784
2022-12-04,15.2784
2022-12-05,14.9808
2022-12-06,14.6104
2022-12-07,14.6913
2022-12-08,15.1003
2022-12-09,14.7703
2022-12-10,14.7703
2022-12-11,14.7703
2022-12-12,14.8634
2022-12-13,14.9788
2022-12-14,14.1751
2022-12-15,13.501
2022-12-16,13.7277
2022-12-17,13.7277
2022-12-18,13.7277
2022-12-19,13.4787
2022-12-20,13.4544
2022-12-21,13.6589
2022-12-22,13.0677
2022-12-23,13.1224
2022-12-24,13.1224
2022-12-25,13.1224
2022-12-26,13.1224
2022-12-27,12.9139
2022-12-28,12.6952
2022-12-29,13.1872
2022-12-30,11.6874
2022-12-31,11.6874
2023-01-01,11.6874
2023-01-02,11.6874
2023-01-03,11.5481
2023-01-04,11.6562
2023-01-05,11.2055
2023-01-06,11.7057
2023-01-07,11.7057
2023-01-08,11.7057
2023-01-09,12.1051
2023-01-10,12.0355
2023-01-11,12.1015
2023-01-12,12.1564
2023-01-13,12.1967
2023-01-14,12.1967
2023-01-15,12.1967
2023-01-16,12.1967
2023-01-17,12.3287
2023-01-18,12.4129
2023-01-19,11.8926
2023-01-20,12.4001
2023-01-21,12.4001
2023-01-22,12.4001
2023-01-23,13.232
2023-01-24,13.1001
2023-01-25,13.417
2023-01-26,13.7597
2023-01-27,13.7579
2023-01-28,13.7579
2023-01-29,13.7579
2023-01-30,13.2723
2023-01-31,13.7175
2023-02-01,14.5219
2023-02-02,15.3062
2023-02-03,15.0808
2023-02-04,15.0808
2023-02-05,15.0808
2023-02-06,14.9755
2023-02-07,15.9145
2023-02-08,15.5612
2023-02-09,15.7717
2023-02-10,15.5978
2023-02-11,15.5978
2023-02-12,15.5978
2023-02-13,15.704
2023-02-14,16.1616
2023-02-15,16.1304
2023-02-16,15.6582
2023-02-17,15.2427
2023-02-18,15.2427
2023-02-19,15.2427
2023-02-20,15.2427
2023-02-21,14.7705
2023-02-22,14.6387
2023-02-23,14.6076
2023-02-24,14.2214
2023-02-25,14.2214
2023-02-26,14.2214
2023-02-27,14.4868
2023-02-28,14.4282
2023-03-01,14.5783
2023-03-02,14.3074
2023-03-03,14.7082
2023-03-04,14.7082
2023-03-05,14.7082
2023-03-06,14.4282
2023-03-07,14.6643
2023-03-08,15.4697
2023-03-09,15.1603
2023-03-10,14.6057
2023-03-11,14.6057
2023-03-12,14.6057
2023-03-13,14.4904
2023-03-14,15.1219
2023-03-15,14.5362
2023-03-16,14.9938
2023-03-17,14.5874
2023-03-18,14.5874
2023-03-19,14.5874
