,IR US Equity
2020-10-19,127.0685
2020-10-20,127.0685
2020-10-21,127.0685
2020-10-22,127.0685
2020-10-23,127.0685
2020-10-24,127.0685
2020-10-25,127.0685
2020-10-26,127.0685
2020-10-27,127.0685
2020-10-28,127.0685
2020-10-29,127.0685
2020-10-30,127.0685
2020-10-31,127.0685
2020-11-01,127.0685
2020-11-02,127.0685
2020-11-03,127.0685
2020-11-04,127.0685
2020-11-05,127.0685
2020-11-06,127.0685
2020-11-07,127.0685
2020-11-08,127.0685
2020-11-09,127.0685
2020-11-10,127.0685
2020-11-11,127.0685
2020-11-12,127.0685
2020-11-13,127.0685
2020-11-14,127.0685
2020-11-15,127.0685
2020-11-16,127.0685
2020-11-17,127.0685
2020-11-18,127.0685
2020-11-19,127.0685
2020-11-20,127.0685
2020-11-21,127.0685
2020-11-22,127.0685
2020-11-23,127.0685
2020-11-24,127.0685
2020-11-25,127.0685
2020-11-26,127.0685
2020-11-27,127.0685
2020-11-28,127.0685
2020-11-29,127.0685
2020-11-30,127.0685
2020-12-01,127.0685
2020-12-02,127.0685
2020-12-03,127.0685
2020-12-04,127.0685
2020-12-05,127.0685
2020-12-06,127.0685
2020-12-07,127.0685
2020-12-08,127.0685
2020-12-09,127.0685
2020-12-10,127.0685
2020-12-11,127.0685
2020-12-12,127.0685
2020-12-13,127.0685
2020-12-14,127.0685
2020-12-15,127.0685
2020-12-16,127.0685
2020-12-17,127.0685
2020-12-18,127.0685
2020-12-19,127.0685
2020-12-20,127.0685
2020-12-21,127.0685
2020-12-22,127.0685
2020-12-23,127.0685
2020-12-24,127.0685
2020-12-25,127.0685
2020-12-26,127.0685
2020-12-27,127.0685
2020-12-28,127.0685
2020-12-29,127.0685
2020-12-30,127.0685
2020-12-31,340.5158
2021-01-01,340.5158
2021-01-02,340.5158
2021-01-03,340.5158
2021-01-04,332.2026
2021-01-05,338.1216
2021-01-06,347.9644
2021-01-07,350.2256
2021-01-08,346.1022
2021-01-09,346.1022
2021-01-10,346.1022
2021-01-11,346.7008
2021-01-12,350.4916
2021-01-13,343.9741
2021-01-14,345.7032
2021-01-15,342.8435
2021-01-16,342.8435
2021-01-17,342.8435
2021-01-18,342.8435
2021-01-19,345.3707
2021-01-20,343.3755
2021-01-21,341.8459
2021-01-22,338.3211
2021-01-23,338.3211
2021-01-24,338.3211
2021-01-25,333.5327
2021-01-26,327.4142
2021-01-27,308.9256
2021-01-28,321.0961
2021-01-29,315.7757
2021-01-30,315.7757
2021-01-31,315.7757
2021-02-01,320.8301
2021-02-02,326.0175
2021-02-03,327.2146
2021-02-04,323.4238
2021-02-05,328.6778
2021-02-06,328.6778
2021-02-07,328.6778
2021-02-08,330.4734
2021-02-09,330.6064
2021-02-10,333.2001
2021-02-11,330.3404
2021-02-12,329.6088
2021-02-13,329.6088
2021-02-14,329.6088
2021-02-15,329.6088
2021-02-16,327.2811
2021-02-17,323.4238
2021-02-18,321.9607
2021-02-19,329.4093
2021-02-20,329.4093
2021-02-21,329.4093
2021-02-22,328.6113
2021-02-23,340.6488
2021-02-24,357.4082
2021-02-25,345.7697
2021-02-26,345.7032
2021-02-27,345.7032
2021-02-28,345.7032
2021-03-01,353.99
2021-03-02,349.589
2021-03-03,349.6557
2021-03-04,351.3227
2021-03-05,367.5265
2021-03-06,367.5265
2021-03-07,367.5265
2021-03-08,374.5948
2021-03-09,358.191
2021-03-10,364.059
2021-03-11,364.3924
2021-03-12,368.26
2021-03-13,368.26
2021-03-14,368.26
2021-03-15,375.9952
2021-03-16,363.859
2021-03-17,369.4603
2021-03-18,369.1936
2021-03-19,367.2598
2021-03-20,367.2598
2021-03-21,367.2598
2021-03-22,362.9921
2021-03-23,351.8562
2021-03-24,359.858
2021-03-25,362.4587
2021-03-26,368.9935
2021-03-27,368.9935
2021-03-28,368.9935
2021-03-29,368.1933
2021-03-30,371.194
2021-03-31,88.3774
2021-04-01,89.0212
2021-04-02,89.0212
2021-04-03,89.0212
2021-04-04,89.0212
2021-04-05,89.7937
2021-04-06,90.3453
2021-04-07,90.1999
2021-04-08,90.4907
2021-04-09,90.9109
2021-04-10,90.9109
2021-04-11,90.9109
2021-04-12,90.216
2021-04-13,88.7294
2021-04-14,89.0041
2021-04-15,88.9072
2021-04-16,90.3615
2021-04-17,90.3615
2021-04-18,90.3615
2021-04-19,91.4441
2021-04-20,90.5231
2021-04-21,91.5088
2021-04-22,91.9774
2021-04-23,92.5914
2021-04-24,92.5914
2021-04-25,92.5914
2021-04-26,91.9612
2021-04-27,91.9289
2021-04-28,93.1085
2021-04-29,92.0124
2021-04-30,89.054
2021-05-01,89.054
2021-05-02,89.054
2021-05-03,87.0406
2021-05-04,88.5076
2021-05-05,88.83
2021-05-06,89.0234
2021-05-07,90.6355
2021-05-08,90.6355
2021-05-09,90.6355
2021-05-10,89.9745
2021-05-11,86.8149
2021-05-12,85.1545
2021-05-13,85.8638
2021-05-14,87.4275
2021-05-15,87.4275
2021-05-16,87.4275
2021-05-17,87.7822
2021-05-18,87.2341
2021-05-19,86.1379
2021-05-20,86.9923
2021-05-21,87.9595
2021-05-22,87.9595
2021-05-23,87.9595
2021-05-24,89.1202
2021-05-25,87.6532
2021-05-26,88.4431
2021-05-27,89.2491
2021-05-28,89.2008
2021-05-29,89.2008
2021-05-30,89.2008
2021-05-31,89.2008
2021-06-01,89.8295
2021-06-02,89.3458
2021-06-03,88.3947
2021-06-04,88.5076
2021-06-05,88.5076
2021-06-06,88.5076
2021-06-07,86.8955
2021-06-08,87.363
2021-06-09,86.025
2021-06-10,85.5253
2021-06-11,86.4764
2021-06-12,86.4764
2021-06-13,86.4764
2021-06-14,85.7994
2021-06-15,85.4608
2021-06-16,86.1379
2021-06-17,83.3168
2021-06-18,82.5269
2021-06-19,82.5269
2021-06-20,82.5269
2021-06-21,84.816
2021-06-22,84.3002
2021-06-23,84.6387
2021-06-24,85.9767
2021-06-25,88.1368
2021-06-26,88.1368
2021-06-27,88.1368
2021-06-28,87.9111
2021-06-29,87.4275
2021-06-30,46.6568
2021-07-01,46.4684
2021-07-02,46.4496
2021-07-03,46.4496
2021-07-04,46.4496
2021-07-05,46.4496
2021-07-06,46.1388
2021-07-07,47.1655
2021-07-08,46.1388
2021-07-09,47.1938
2021-07-10,47.1938
2021-07-11,47.1938
2021-07-12,47.1938
2021-07-13,46.4402
2021-07-14,45.9598
2021-07-15,46.0163
2021-07-16,46.0446
2021-07-17,46.0446
2021-07-18,46.0446
2021-07-19,44.2454
2021-07-20,46.0352
2021-07-21,46.4873
2021-07-22,46.3648
2021-07-23,46.4684
2021-07-24,46.4684
2021-07-25,46.4684
2021-07-26,46.6945
2021-07-27,46.0917
2021-07-28,45.3946
2021-07-29,46.1298
2021-07-30,46.7904
2021-07-31,46.7904
2021-08-01,46.7904
2021-08-02,46.3186
2021-08-03,47.5452
2021-08-04,48.1585
2021-08-05,47.9509
2021-08-06,47.6868
2021-08-07,47.6868
2021-08-08,47.6868
2021-08-09,47.4037
2021-08-10,48.8567
2021-08-11,49.3002
2021-08-12,49.7531
2021-08-13,50.1494
2021-08-14,50.1494
2021-08-15,50.1494
2021-08-16,50.0267
2021-08-17,48.6586
2021-08-18,48.3095
2021-08-19,47.6113
2021-08-20,47.9321
2021-08-21,47.9321
2021-08-22,47.9321
2021-08-23,48.7529
2021-08-24,49.5549
2021-08-25,49.8286
2021-08-26,49.5738
2021-08-27,50.5457
2021-08-28,50.5457
2021-08-29,50.5457
2021-08-30,50.9231
2021-08-31,50.7061
2021-09-01,50.4419
2021-09-02,51.4326
2021-09-03,50.6306
2021-09-04,50.6306
2021-09-05,50.6306
2021-09-06,50.6306
2021-09-07,49.5172
2021-09-08,50.423
2021-09-09,51.5269
2021-09-10,52.3195
2021-09-11,52.3195
2021-09-12,52.3195
2021-09-13,51.6307
2021-09-14,51.2061
2021-09-15,52.5554
2021-09-16,52.1685
2021-09-17,51.9138
2021-09-18,51.9138
2021-09-19,51.9138
2021-09-20,50.6778
2021-09-21,50.6117
2021-09-22,50.5928
2021-09-23,51.291
2021-09-24,51.1684
2021-09-25,51.1684
2021-09-26,51.1684
2021-09-27,51.0457
2021-09-28,49.3285
2021-09-29,49.187
2021-09-30,42.0496
2021-10-01,42.4074
2021-10-02,42.4074
2021-10-03,42.4074
2021-10-04,42.3063
2021-10-05,42.6718
2021-10-06,42.6407
2021-10-07,43.0529
2021-10-08,42.5007
2021-10-09,42.5007
2021-10-10,42.5007
2021-10-11,41.7852
2021-10-12,41.6452
2021-10-13,42.3063
2021-10-14,43.4963
2021-10-15,43.6829
2021-10-16,43.6829
2021-10-17,43.6829
2021-10-18,44.0018
2021-10-19,44.5074
2021-10-20,44.4996
2021-10-21,44.9274
2021-10-22,44.9974
2021-10-23,44.9974
2021-10-24,44.9974
2021-10-25,45.2696
2021-10-26,44.7952
2021-10-27,44.2352
2021-10-28,45.0985
2021-10-29,44.6552
2021-10-30,44.6552
2021-10-31,44.6552
2021-11-01,45.2229
2021-11-02,46.5763
2021-11-03,46.4441
2021-11-04,45.9552
2021-11-05,46.0374
2021-11-06,46.0374
2021-11-07,46.0374
2021-11-08,46.5354
2021-11-09,47.7351
2021-11-10,46.8976
2021-11-11,46.7919
2021-11-12,46.9428
2021-11-13,46.9428
2021-11-14,46.9428
2021-11-15,47.3955
2021-11-16,48.3387
2021-11-17,47.6143
2021-11-18,48.7914
2021-11-19,49.2064
2021-11-20,49.2064
2021-11-21,49.2064
2021-11-22,48.052
2021-11-23,48.6329
2021-11-24,48.8819
2021-11-25,48.8819
2021-11-26,47.3125
2021-11-27,47.3125
2021-11-28,47.3125
2021-11-29,47.9614
2021-11-30,46.8598
2021-12-01,45.9243
2021-12-02,47.5389
2021-12-03,46.9806
2021-12-04,46.9806
2021-12-05,46.9806
2021-12-06,47.1616
2021-12-07,47.9086
2021-12-08,48.2255
2021-12-09,48.052
2021-12-10,47.803
2021-12-11,47.803
2021-12-12,47.803
2021-12-13,47.8407
2021-12-14,46.6637
2021-12-15,47.7653
2021-12-16,47.6747
2021-12-17,46.7693
2021-12-18,46.7693
2021-12-19,46.7693
2021-12-20,46.5052
2021-12-21,47.4861
2021-12-22,47.1616
2021-12-23,47.9162
2021-12-24,47.9162
2021-12-25,47.9162
2021-12-26,47.9162
2021-12-27,49.0253
2021-12-28,49.146
2021-12-29,49.1686
2021-12-30,49.0555
2021-12-31,47.2227
2022-01-01,47.2227
2022-01-02,47.2227
2022-01-03,45.6088
2022-01-04,46.4085
2022-01-05,45.3061
2022-01-06,46.0915
2022-01-07,45.371
2022-01-08,45.371
2022-01-09,45.371
2022-01-10,45.1476
2022-01-11,45.8537
2022-01-12,45.8609
2022-01-13,45.5295
2022-01-14,45.4142
2022-01-15,45.4142
2022-01-16,45.4142
2022-01-17,45.4142
2022-01-18,44.8738
2022-01-19,44.7081
2022-01-20,44.1822
2022-01-21,43.9084
2022-01-22,43.9084
2022-01-23,43.9084
2022-01-24,43.8291
2022-01-25,42.6907
2022-01-26,42.9501
2022-01-27,42.1504
2022-01-28,42.3593
2022-01-29,42.3593
2022-01-30,42.3593
2022-01-31,43.1447
2022-02-01,43.577
2022-02-02,43.5337
2022-02-03,42.3449
2022-02-04,41.9991
2022-02-05,41.9991
2022-02-06,41.9991
2022-02-07,41.963
2022-02-08,42.417
2022-02-09,43.2239
2022-02-10,42.5178
2022-02-11,41.0624
2022-02-12,41.0624
2022-02-13,41.0624
2022-02-14,41.4083
2022-02-15,42.3521
2022-02-16,42.2152
2022-02-17,41.0552
2022-02-18,40.8823
2022-02-19,40.8823
2022-02-20,40.8823
2022-02-21,40.8823
2022-02-22,40.8967
2022-02-23,40.1114
2022-02-24,38.926
2022-02-25,39.7355
2022-02-26,39.7355
2022-02-27,39.7355
2022-02-28,39.0793
2022-03-01,38.1634
2022-03-02,39.0216
2022-03-03,38.4807
2022-03-04,36.0575
2022-03-05,36.0575
2022-03-06,36.0575
2022-03-07,35.0263
2022-03-08,35.7763
2022-03-09,37.673
2022-03-10,37.673
2022-03-11,36.9662
2022-03-12,36.9662
2022-03-13,36.9662
2022-03-14,37.0167
2022-03-15,37.5504
2022-03-16,38.8485
2022-03-17,39.2956
2022-03-18,39.7139
2022-03-19,39.7139
2022-03-20,39.7139
2022-03-21,39.3461
2022-03-22,39.2596
2022-03-23,38.2139
2022-03-24,38.2643
2022-03-25,38.6898
2022-03-26,38.6898
2022-03-27,38.6898
2022-03-28,38.56
2022-03-29,39.2523
2022-03-30,39.2812
2022-03-31,36.7612
2022-04-01,36.6934
2022-04-02,36.6934
2022-04-03,36.6934
2022-04-04,35.8183
2022-04-05,35.4723
2022-04-06,35.0721
2022-04-07,34.9975
2022-04-08,34.3734
2022-04-09,34.3734
2022-04-10,34.3734
2022-04-11,34.0952
2022-04-12,33.9799
2022-04-13,34.7125
2022-04-14,34.1088
2022-04-15,34.1088
2022-04-16,34.1088
2022-04-17,34.1088
2022-04-18,34.2309
2022-04-19,35.1331
2022-04-20,36.0896
2022-04-21,35.011
2022-04-22,33.7696
2022-04-23,33.7696
2022-04-24,33.7696
2022-04-25,33.5865
2022-04-26,32.3247
2022-04-27,32.63
2022-04-28,33.1862
2022-04-29,32.2916
2022-04-30,32.2916
2022-05-01,32.2916
2022-05-02,32.69
2022-05-03,33.1357
2022-05-04,34.3378
2022-05-05,33.3518
2022-05-06,32.1695
2022-05-07,32.1695
2022-05-08,32.1695
2022-05-09,31.7982
2022-05-10,31.1975
2022-05-11,31.4135
2022-05-12,31.5823
2022-05-13,32.0682
2022-05-14,32.0682
2022-05-15,32.0682
2022-05-16,31.9197
2022-05-17,32.8715
2022-05-18,32.0547
2022-05-19,32.4935
2022-05-20,32.9457
2022-05-21,32.9457
2022-05-22,32.9457
2022-05-23,33.2089
2022-05-24,33.0065
2022-05-25,33.5734
2022-05-26,34.5589
2022-05-27,35.3351
2022-05-28,35.3351
2022-05-29,35.3351
2022-05-30,35.3351
2022-05-31,34.4307
2022-06-01,34.4981
2022-06-02,35.3891
2022-06-03,35.5781
2022-06-04,35.5781
2022-06-05,35.5781
2022-06-06,35.9021
2022-06-07,36.6243
2022-06-08,36.5433
2022-06-09,35.4094
2022-06-10,33.9514
2022-06-11,33.9514
2022-06-12,33.9514
2022-06-13,32.426
2022-06-14,32.1492
2022-06-15,32.6825
2022-06-16,31.0085
2022-06-17,30.4415
2022-06-18,30.4415
2022-06-19,30.4415
2022-06-20,30.4415
2022-06-21,30.86
2022-06-22,30.7925
2022-06-23,30.2526
2022-06-24,31.8522
2022-06-25,31.8522
2022-06-26,31.8522
2022-06-27,31.8927
2022-06-28,31.5013
2022-06-29,31.1435
2022-06-30,28.2912
2022-07-01,28.4268
2022-07-02,28.4268
2022-07-03,28.4268
2022-07-04,28.4268
2022-07-05,27.8968
2022-07-06,27.9153
2022-07-07,28.9506
2022-07-08,28.5192
2022-07-09,28.5192
2022-07-10,28.5192
2022-07-11,28.2234
2022-07-12,28.0755
2022-07-13,27.5209
2022-07-14,26.917
2022-07-15,27.6257
2022-07-16,27.6257
2022-07-17,27.6257
2022-07-18,27.7612
2022-07-19,29.0246
2022-07-20,29.5176
2022-07-21,30.066
2022-07-22,29.8072
2022-07-23,29.8072
2022-07-24,29.8072
2022-07-25,29.6963
2022-07-26,29.8997
2022-07-27,31.2369
2022-07-28,32.0381
2022-07-29,33.0487
2022-07-30,33.0487
2022-07-31,33.0487
2022-08-01,32.6359
2022-08-02,32.3709
2022-08-03,33.1042
2022-08-04,32.8246
2022-08-05,32.8348
2022-08-06,32.8348
2022-08-07,32.8348
2022-08-08,32.9633
2022-08-09,32.6879
2022-08-10,33.7652
2022-08-11,34.1018
2022-08-12,35.1669
2022-08-13,35.1669
2022-08-14,35.1669
2022-08-15,35.1056
2022-08-16,35.3933
2022-08-17,34.5364
2022-08-18,34.5425
2022-08-19,34.0773
2022-08-20,34.0773
2022-08-21,34.0773
2022-08-22,32.7124
2022-08-23,32.6145
2022-08-24,32.7552
2022-08-25,33.4591
2022-08-26,31.9167
2022-08-27,31.9167
2022-08-28,31.9167
2022-08-29,31.6474
2022-08-30,31.5555
2022-08-31,31.3536
2022-09-01,31.9718
2022-09-02,31.58
2022-09-03,31.58
2022-09-04,31.58
2022-09-05,31.58
2022-09-06,31.5372
2022-09-07,32.186
2022-09-08,32.541
2022-09-09,33.1041
2022-09-10,33.1041
2022-09-11,33.1041
2022-09-12,33.9121
2022-09-13,32.694
2022-09-14,32.7185
2022-09-15,32.541
2022-09-16,31.2434
2022-09-17,31.2434
2022-09-18,31.2434
2022-09-19,32.0207
2022-09-20,31.2434
2022-09-21,30.6068
2022-09-22,29.7866
2022-09-23,29.3337
2022-09-24,29.3337
2022-09-25,29.3337
2022-09-26,28.8746
2022-09-27,28.6359
2022-09-28,29.3582
2022-09-29,29.1011
2022-09-30,27.5082
2022-10-01,27.5082
2022-10-02,27.5082
2022-10-03,28.5503
2022-10-04,29.7514
2022-10-05,29.6748
2022-10-06,29.716
2022-10-07,28.9153
2022-10-08,28.9153
2022-10-09,28.9153
2022-10-10,28.6268
2022-10-11,28.7799
2022-10-12,28.6092
2022-10-13,29.5865
2022-10-14,28.5974
2022-10-15,28.5974
2022-10-16,28.5974
2022-10-17,29.5512
2022-10-18,29.7219
2022-10-19,29.3039
2022-10-20,28.6504
2022-10-21,29.5865
2022-10-22,29.5865
2022-10-23,29.5865
2022-10-24,30.1753
2022-10-25,30.8229
2022-10-26,30.658
2022-10-27,30.6698
2022-10-28,31.7414
2022-10-29,31.7414
2022-10-30,31.7414
2022-10-31,31.7708
2022-11-01,31.653
2022-11-02,30.9171
2022-11-03,32.4136
2022-11-04,33.3304
2022-11-05,33.3304
2022-11-06,33.3304
2022-11-07,33.5196
2022-11-08,32.9283
2022-11-09,32.6268
2022-11-10,33.8981
2022-11-11,34.7436
2022-11-12,34.7436
2022-11-13,34.7436
2022-11-14,34.6727
2022-11-15,34.8619
2022-11-16,34.5544
2022-11-17,33.8449
2022-11-18,33.7916
2022-11-19,33.7916
2022-11-20,33.7916
2022-11-21,33.7325
2022-11-22,33.8449
2022-11-23,33.7562
2022-11-24,33.7562
2022-11-25,33.6261
2022-11-26,33.6261
2022-11-27,33.6261
2022-11-28,33.4723
2022-11-29,33.2713
2022-11-30,33.9513
2022-12-01,34.1405
2022-12-02,34.2942
2022-12-03,34.2942
2022-12-04,34.2942
2022-12-05,33.5669
2022-12-06,33.2181
2022-12-07,33.2654
2022-12-08,33.5315
2022-12-09,33.5255
2022-12-10,33.5255
2022-12-11,33.5255
2022-12-12,34.1109
2022-12-13,34.8737
2022-12-14,34.4007
2022-12-15,33.1412
2022-12-16,32.6682
2022-12-17,32.6682
2022-12-18,32.6682
2022-12-19,32.2365
2022-12-20,32.7273
2022-12-21,33.2122
2022-12-22,32.7864
2022-12-23,32.952
2022-12-24,32.952
2022-12-25,32.952
2022-12-26,32.952
2022-12-27,33.1353
2022-12-28,32.6327
2022-12-29,33.2535
2022-12-30,27.5032
2022-12-31,27.5032
2023-01-01,27.5032
2023-01-02,27.5032
2023-01-03,27.8748
2023-01-04,28.1968
2023-01-05,28.068
2023-01-06,28.9251
2023-01-07,28.9251
2023-01-08,28.9251
2023-01-09,29.2521
2023-01-10,29.5742
2023-01-11,29.7476
2023-01-12,30.0498
2023-01-13,30.1191
2023-01-14,30.1191
2023-01-15,30.1191
2023-01-16,30.1191
2023-01-17,29.7575
2023-01-18,29.3116
2023-01-19,28.3108
2023-01-20,29.0391
2023-01-21,29.0391
2023-01-22,29.0391
2023-01-23,29.3066
2023-01-24,29.5494
2023-01-25,29.3363
2023-01-26,29.1283
2023-01-27,29.1927
2023-01-28,29.1927
2023-01-29,29.1927
2023-01-30,29.0193
2023-01-31,29.3611
2023-02-01,29.1927
2023-02-02,29.3661
2023-02-03,29.9111
2023-02-04,29.9111
2023-02-05,29.9111
2023-02-06,29.5543
2023-02-07,30.0052
2023-02-08,30.0448
2023-02-09,29.5791
2023-02-10,29.703
2023-02-11,29.703
2023-02-12,29.703
2023-02-13,30.0646
2023-02-14,30.0696
2023-02-15,30.4907
2023-02-16,30.0498
2023-02-17,30.1439
2023-02-18,30.1439
2023-02-19,30.1439
2023-02-20,30.1439
2023-02-21,29.5515
2023-02-22,30.0866
2023-02-23,30.2997
2023-02-24,30.1956
2023-02-25,30.1956
2023-02-26,30.1956
2023-02-27,30.5425
2023-02-28,30.3889
2023-03-01,30.374
2023-03-02,30.4979
2023-03-03,31.0826
2023-03-04,31.0826
2023-03-05,31.0826
2023-03-06,31.2808
2023-03-07,31.033
2023-03-08,31.0776
2023-03-09,30.4236
2023-03-10,29.2344
2023-03-11,29.2344
2023-03-12,29.2344
2023-03-13,28.7241
2023-03-14,29.2146
2023-03-15,27.8421
