,ARCH US Equity
2023-03-14,2.1767
2023-03-15,2.0509
2023-03-16,2.0512
2023-03-17,2.0245
2023-03-18,2.0245
2023-03-19,2.0245
2023-03-20,1.9908
2023-03-21,1.9988
2023-03-22,1.9767
2023-03-23,1.9627
2023-03-24,1.9709
2023-03-25,1.9709
2023-03-26,1.9709
2023-03-27,2.0141
2023-03-28,2.0343
2023-03-29,1.9797
2023-03-30,1.9714
2023-03-31,2.1126
2023-04-01,2.1126
2023-04-02,2.1126
2023-04-03,2.3463
2023-04-04,2.3288
2023-04-05,2.3436
2023-04-06,2.2577
2023-04-07,2.2577
2023-04-08,2.2577
2023-04-09,2.2577
2023-04-10,2.2161
2023-04-11,2.2304
2023-04-12,2.2096
2023-04-13,2.275
2023-04-14,2.2413
2023-04-15,2.2413
2023-04-16,2.2413
2023-04-17,2.3064
2023-04-18,2.3046
2023-04-19,2.3251
2023-04-20,2.2392
2023-04-21,2.1281
2023-04-22,2.1281
2023-04-23,2.1281
2023-04-24,2.1709
2023-04-25,2.093
2023-04-26,2.0429
2023-04-27,2.0819
2023-04-28,2.0947
2023-04-29,2.0947
2023-04-30,2.0947
2023-05-01,2.0497
2023-05-02,2.0448
2023-05-03,1.9982
2023-05-04,2.0302
2023-05-05,2.1228
2023-05-06,2.1228
2023-05-07,2.1228
2023-05-08,2.1787
2023-05-09,2.2011
2023-05-10,2.2207
2023-05-11,2.1587
2023-05-12,2.1188
2023-05-13,2.1188
2023-05-14,2.1188
2023-05-15,2.1432
2023-05-16,2.055
2023-05-17,2.0523
2023-05-18,2.0784
2023-05-19,2.0406
2023-05-20,2.0406
2023-05-21,2.0406
2023-05-22,2.056
2023-05-23,2.0406
2023-05-24,2.0151
2023-05-25,1.947
2023-05-26,1.8822
2023-05-27,1.8822
2023-05-28,1.8822
2023-05-29,1.8822
2023-05-30,1.8419
2023-05-31,1.7625
2023-06-01,1.795
2023-06-02,1.8778
2023-06-03,1.8778
2023-06-04,1.8778
2023-06-05,1.8795
2023-06-06,1.8911
2023-06-07,1.9736
2023-06-08,1.9057
2023-06-09,1.9063
2023-06-10,1.9063
2023-06-11,1.9063
2023-06-12,1.8377
2023-06-13,1.8345
2023-06-14,1.863
2023-06-15,1.9409
2023-06-16,1.93
2023-06-17,1.93
2023-06-18,1.93
2023-06-19,1.93
2023-06-20,1.9711
2023-06-21,2.0395
2023-06-22,1.9889
2023-06-23,1.9054
2023-06-24,1.9054
2023-06-25,1.9054
2023-06-26,1.9136
2023-06-27,1.9224
2023-06-28,1.9066
2023-06-29,1.9474
2023-06-30,2.7743
2023-07-01,2.7743
2023-07-02,2.7743
2023-07-03,2.8194
2023-07-04,2.8194
2023-07-05,2.7876
2023-07-06,2.7361
2023-07-07,2.8045
2023-07-08,2.8045
2023-07-09,2.8045
2023-07-10,2.7887
2023-07-11,2.8161
2023-07-12,2.7848
2023-07-13,2.7981
2023-07-14,2.6813
2023-07-15,2.6813
2023-07-16,2.6813
2023-07-17,2.7276
2023-07-18,2.753
2023-07-19,2.7712
2023-07-20,2.9099
2023-07-21,2.9355
2023-07-22,2.9355
2023-07-23,2.9355
2023-07-24,2.9822
2023-07-25,2.9917
2023-07-26,2.9768
2023-07-27,2.9333
2023-07-28,2.9644
2023-07-29,2.9644
2023-07-30,2.9644
2023-07-31,3.0798
2023-08-01,3.1191
2023-08-02,3.0504
2023-08-03,3.1034
2023-08-04,3.1786
2023-08-05,3.1786
2023-08-06,3.1786
2023-08-07,3.1908
2023-08-08,3.2159
2023-08-09,3.3154
2023-08-10,3.2545
2023-08-11,3.2308
2023-08-12,3.2308
2023-08-13,3.2308
2023-08-14,3.2652
2023-08-15,3.194
2023-08-16,3.2075
2023-08-17,3.2094
2023-08-18,3.1987
2023-08-19,3.1987
2023-08-20,3.1987
2023-08-21,3.2084
2023-08-22,3.2423
2023-08-23,3.2117
2023-08-24,3.1067
2023-08-25,3.0967
2023-08-26,3.0967
2023-08-27,3.0967
2023-08-28,3.1749
2023-08-29,3.2164
2023-08-30,3.0786
2023-08-31,3.1336
2023-09-01,3.313
2023-09-02,3.313
2023-09-03,3.313
2023-09-04,3.313
2023-09-05,3.3139
2023-09-06,3.3005
2023-09-07,3.3261
2023-09-08,3.3911
2023-09-09,3.3911
2023-09-10,3.3911
2023-09-11,3.3873
2023-09-12,3.4503
2023-09-13,3.6411
2023-09-14,3.837
2023-09-15,3.8653
2023-09-16,3.8653
2023-09-17,3.8653
2023-09-18,3.8531
2023-09-19,3.8521
2023-09-20,3.8424
2023-09-21,3.7765
2023-09-22,3.7927
2023-09-23,3.7927
2023-09-24,3.7927
2023-09-25,3.8842
2023-09-26,3.8997
2023-09-27,4.0656
2023-09-28,4.2162
2023-09-29,4.8128
2023-09-30,4.8128
2023-10-01,4.8128
2023-10-02,4.3621
2023-10-03,4.3428
2023-10-04,4.1864
2023-10-05,4.2594
2023-10-06,4.3595
2023-10-07,4.3595
2023-10-08,4.3595
2023-10-09,4.5015
2023-10-10,4.4649
2023-10-11,4.4129
2023-10-12,4.3448
2023-10-13,4.346
2023-10-14,4.346
2023-10-15,4.346
2023-10-16,4.3572
2023-10-17,4.4634
2023-10-18,4.41
2023-10-19,4.2816
2023-10-20,4.2092
2023-10-21,4.2092
2023-10-22,4.2092
2023-10-23,4.1454
2023-10-24,4.1974
2023-10-25,4.2634
2023-10-26,4.3312
2023-10-27,4.3599
2023-10-28,4.3599
2023-10-29,4.3599
2023-10-30,4.3149
2023-10-31,4.2988
2023-11-01,4.3634
2023-11-02,4.3131
2023-11-03,4.2921
2023-11-04,4.2921
2023-11-05,4.2921
2023-11-06,4.2619
2023-11-07,4.0169
2023-11-08,4.0786
2023-11-09,4.1134
2023-11-10,4.2111
2023-11-11,4.2111
2023-11-12,4.2111
2023-11-13,4.1383
2023-11-14,4.4055
2023-11-15,4.3795
2023-11-16,4.3637
2023-11-17,4.5482
2023-11-18,4.5482
2023-11-19,4.5482
2023-11-20,4.4637
2023-11-21,4.4918
2023-11-22,4.5845
2023-11-23,4.5845
2023-11-24,4.6801
2023-11-25,4.6801
2023-11-26,4.6801
2023-11-27,4.7283
2023-11-28,4.6816
2023-11-29,4.6345
2023-11-30,4.7412
2023-12-01,4.94
2023-12-02,4.94
2023-12-03,4.94
2023-12-04,4.7731
2023-12-05,4.7614
2023-12-06,4.7318
2023-12-07,4.7675
2023-12-08,4.6868
2023-12-09,4.6868
2023-12-10,4.6868
2023-12-11,4.6149
2023-12-12,4.4707
2023-12-13,4.4953
2023-12-14,4.4561
2023-12-15,4.5055
2023-12-16,4.5055
2023-12-17,4.5055
2023-12-18,4.5602
2023-12-19,4.7201
2023-12-20,4.6269
2023-12-21,4.7386
2023-12-22,4.7728
2023-12-23,4.7728
2023-12-24,4.7728
2023-12-25,4.7728
2023-12-26,4.7982
2023-12-27,4.8389
2023-12-28,4.762
2023-12-29,5.2678
2023-12-30,5.2678
2023-12-31,5.2678
2024-01-01,5.2678
2024-01-02,5.3336
2024-01-03,5.3742
2024-01-04,5.5418
2024-01-05,5.5841
2024-01-06,5.5841
2024-01-07,5.5841
2024-01-08,5.5264
2024-01-09,5.5915
2024-01-10,5.3803
2024-01-11,5.3665
2024-01-12,5.4223
2024-01-13,5.4223
2024-01-14,5.4223
2024-01-15,5.4223
2024-01-16,5.2876
2024-01-17,5.3588
2024-01-18,5.6711
2024-01-19,5.933
2024-01-20,5.933
2024-01-21,5.933
2024-01-22,5.8534
2024-01-23,5.8555
2024-01-24,5.7923
2024-01-25,5.6214
2024-01-26,5.6859
2024-01-27,5.6859
2024-01-28,5.6859
2024-01-29,5.6946
2024-01-30,5.7171
2024-01-31,5.6379
2024-02-01,5.6671
2024-02-02,5.5734
2024-02-03,5.5734
2024-02-04,5.5734
2024-02-05,5.4327
2024-02-06,5.3061
2024-02-07,5.2651
2024-02-08,5.438
2024-02-09,5.3598
2024-02-10,5.3598
2024-02-11,5.3598
2024-02-12,5.4468
2024-02-13,5.4061
2024-02-14,5.5237
2024-02-15,5.2896
2024-02-16,5.0654
2024-02-17,5.0654
2024-02-18,5.0654
2024-02-19,5.0654
2024-02-20,5.003
2024-02-21,5.1601
2024-02-22,5.3759
2024-02-23,5.3235
2024-02-24,5.3235
2024-02-25,5.3235
2024-02-26,5.386
2024-02-27,5.3927
2024-02-28,5.1339
2024-02-29,5.2433
2024-03-01,5.3678
2024-03-02,5.3678
2024-03-03,5.3678
2024-03-04,5.676
2024-03-05,5.7018
2024-03-06,5.8857
2024-03-07,5.8911
2024-03-08,5.8881
2024-03-09,5.8881
2024-03-10,5.8881
2024-03-11,5.6162
2024-03-12,5.3534
2024-03-13,5.3249
2024-03-14,5.1339
2024-03-15,5.0993
2024-03-16,5.0993
2024-03-17,5.0993
2024-03-18,5.0963
2024-03-19,5.2057
2024-03-20,5.1913
2024-03-21,5.2299
2024-03-22,5.1557
2024-03-23,5.1557
2024-03-24,5.1557
2024-03-25,5.1701
2024-03-26,5.003
2024-03-27,5.144
2024-03-28,5.0585
2024-03-29,5.0585
2024-03-30,5.0585
2024-03-31,5.0585
2024-04-01,5.0118
2024-04-02,4.9397
2024-04-03,4.9537
2024-04-04,4.8023
2024-04-05,4.7833
2024-04-06,4.7833
2024-04-07,4.7833
2024-04-08,4.821
