,PCAR US Equity
2020-11-09,15.6307
2020-11-10,15.7356
2020-11-11,15.544
2020-11-12,15.306
2020-11-13,15.4915
2020-11-14,15.4915
2020-11-15,15.4915
2020-11-16,15.4935
2020-11-17,15.2717
2020-11-18,15.4774
2020-11-19,15.5178
2020-11-20,15.2636
2020-11-21,15.2636
2020-11-22,15.2636
2020-11-23,15.4209
2020-11-24,15.5924
2020-11-25,15.2717
2020-11-26,15.2717
2020-11-27,15.0539
2020-11-28,15.0539
2020-11-29,15.0539
2020-11-30,14.9167
2020-12-01,14.9611
2020-12-02,14.9349
2020-12-03,14.7534
2020-12-04,14.8441
2020-12-05,14.8441
2020-12-06,14.8441
2020-12-07,14.7655
2020-12-08,14.7856
2020-12-09,14.9813
2020-12-10,14.6525
2020-12-11,14.594
2020-12-12,14.594
2020-12-13,14.594
2020-12-14,14.3923
2020-12-15,14.9631
2020-12-16,14.8824
2020-12-17,14.6565
2020-12-18,14.7049
2020-12-19,14.7049
2020-12-20,14.7049
2020-12-21,14.6727
2020-12-22,14.475
2020-12-23,14.5194
2020-12-24,14.7251
2020-12-25,14.7251
2020-12-26,14.7251
2020-12-27,14.7251
2020-12-28,14.6182
2020-12-29,14.5658
2020-12-30,14.6767
2020-12-31,15.9811
2021-01-01,15.9811
2021-01-02,15.9811
2021-01-03,15.9811
2021-01-04,15.6364
2021-01-05,15.7977
2021-01-06,16.5402
2021-01-07,16.4496
2021-01-08,16.317
2021-01-09,16.317
2021-01-10,16.317
2021-01-11,16.4098
2021-01-12,16.6838
2021-01-13,16.5711
2021-01-14,16.6396
2021-01-15,16.3965
2021-01-16,16.3965
2021-01-17,16.3965
2021-01-18,16.3965
2021-01-19,16.6285
2021-01-20,16.6683
2021-01-21,18.7343
2021-01-22,18.7586
2021-01-23,18.7586
2021-01-24,18.7586
2021-01-25,18.5564
2021-01-26,18.5388
2021-01-27,18.2271
2021-01-28,17.5971
2021-01-29,17.082
2021-01-30,17.082
2021-01-31,17.082
2021-02-01,17.0731
2021-02-02,17.2301
2021-02-03,18.0657
2021-02-04,18.3818
2021-02-05,18.2669
2021-02-06,18.2669
2021-02-07,18.2669
2021-02-08,18.3089
2021-02-09,18.8925
2021-02-10,18.9345
2021-02-11,18.7134
2021-02-12,18.5808
2021-02-13,18.5808
2021-02-14,18.5808
2021-02-15,18.5808
2021-02-16,18.3885
2021-02-17,18.1692
2021-02-18,17.9048
2021-02-19,17.98
2021-02-20,17.98
2021-02-21,17.98
2021-02-22,17.8672
2021-02-23,17.5685
2021-02-24,17.7787
2021-02-25,17.4335
2021-02-26,17.0507
2021-02-27,17.0507
2021-02-28,17.0507
2021-03-01,17.6548
2021-03-02,17.7566
2021-03-03,17.9911
2021-03-04,17.3627
2021-03-05,17.7499
2021-03-06,17.7499
2021-03-07,17.7499
2021-03-08,17.5928
2021-03-09,17.9889
2021-03-10,18.2898
2021-03-11,18.5465
2021-03-12,18.3695
2021-03-13,18.3695
2021-03-14,18.3695
2021-03-15,18.9205
2021-03-16,18.1028
2021-03-17,18.2091
2021-03-18,17.9766
2021-03-19,17.9633
2021-03-20,17.9633
2021-03-21,17.9633
2021-03-22,17.6356
2021-03-23,17.102
2021-03-24,16.9958
2021-03-25,17.3456
2021-03-26,17.6578
2021-03-27,17.6578
2021-03-28,17.6578
2021-03-29,17.5493
2021-03-30,17.5781
2021-03-31,16.0139
2021-04-01,15.8346
2021-04-02,15.8346
2021-04-03,15.8346
2021-04-04,15.8346
2021-04-05,16.2233
2021-04-06,15.9998
2021-04-07,15.9232
2021-04-08,15.9977
2021-04-09,16.1025
2021-04-10,16.1025
2021-04-11,16.1025
2021-04-12,16.4911
2021-04-13,16.3763
2021-04-14,16.1548
2021-04-15,16.4388
2021-04-16,16.4166
2021-04-17,16.4166
2021-04-18,16.4166
2021-04-19,16.1004
2021-04-20,15.8487
2021-04-21,16.1568
2021-04-22,15.8699
2021-04-23,16.1004
2021-04-24,16.1004
2021-04-25,16.1004
2021-04-26,16.0984
2021-04-27,15.6836
2021-04-28,15.5662
2021-04-29,15.8119
2021-04-30,15.4051
2021-05-01,15.4051
2021-05-02,15.4051
2021-05-03,15.586
2021-05-04,15.439
2021-05-05,15.6747
2021-05-06,16.1781
2021-05-07,16.3332
2021-05-08,16.3332
2021-05-09,16.3332
2021-05-10,16.5809
2021-05-11,16.3856
2021-05-12,15.7995
2021-05-13,16.2788
2021-05-14,16.3654
2021-05-15,16.3654
2021-05-16,16.3654
2021-05-17,16.1922
2021-05-18,15.6364
2021-05-19,15.6827
2021-05-20,15.5901
2021-05-21,15.8358
2021-05-22,15.8358
2021-05-23,15.8358
2021-05-24,15.7975
2021-05-25,15.5377
2021-05-26,15.586
2021-05-27,15.7029
2021-05-28,15.7411
2021-05-29,15.7411
2021-05-30,15.7411
2021-05-31,15.7411
2021-06-01,15.9224
2021-06-02,15.8881
2021-06-03,16.0351
2021-06-04,16.4198
2021-06-05,16.4198
2021-06-06,16.4198
2021-06-07,16.1056
2021-06-08,16.1278
2021-06-09,15.9486
2021-06-10,15.7713
2021-06-11,15.9042
2021-06-12,15.9042
2021-06-13,15.9042
2021-06-14,15.6424
2021-06-15,15.8962
2021-06-16,15.7008
2021-06-17,15.3424
2021-06-18,14.8308
2021-06-19,14.8308
2021-06-20,14.8308
2021-06-21,14.9033
2021-06-22,14.8973
2021-06-23,14.9718
2021-06-24,15.1208
2021-06-25,15.2215
2021-06-26,15.2215
2021-06-27,15.2215
2021-06-28,15.1531
2021-06-29,15.0584
2021-06-30,12.1572
2021-07-01,12.0841
2021-07-02,12.0063
2021-07-03,12.0063
2021-07-04,12.0063
2021-07-05,12.0063
2021-07-06,11.7602
2021-07-07,11.7777
2021-07-08,11.5871
2021-07-09,11.8793
2021-07-10,11.8793
2021-07-11,11.8793
2021-07-12,12.0079
2021-07-13,11.8952
2021-07-14,11.919
2021-07-15,12.0127
2021-07-16,11.8968
2021-07-17,11.8968
2021-07-18,11.8968
2021-07-19,11.7539
2021-07-20,11.973
2021-07-21,11.9825
2021-07-22,11.8221
2021-07-23,11.892
2021-07-24,11.892
2021-07-25,11.892
2021-07-26,11.7856
2021-07-27,11.4221
2021-07-28,11.1267
2021-07-29,11.2125
2021-07-30,11.1648
2021-07-31,11.1648
2021-08-01,11.1648
2021-08-02,11.0225
2021-08-03,10.9828
2021-08-04,10.8637
2021-08-05,10.7034
2021-08-06,10.6954
2021-08-07,10.6954
2021-08-08,10.6954
2021-08-09,10.6732
2021-08-10,10.6494
2021-08-11,11.1305
2021-08-12,11.0098
2021-08-13,10.8701
2021-08-14,10.8701
2021-08-15,10.8701
2021-08-16,10.8733
2021-08-17,10.7113
2021-08-18,10.6732
2021-08-19,10.7478
2021-08-20,10.7319
2021-08-21,10.7319
2021-08-22,10.7319
2021-08-23,10.7526
2021-08-24,10.9669
2021-08-25,11.0019
2021-08-26,10.9225
2021-08-27,11.0463
2021-08-28,11.0463
2021-08-29,11.0463
2021-08-30,11.0146
2021-08-31,10.986
2021-09-01,11.1114
2021-09-02,11.3099
2021-09-03,11.3925
2021-09-04,11.3925
2021-09-05,11.3925
2021-09-06,11.3925
2021-09-07,11.0892
2021-09-08,11.0543
2021-09-09,11.1988
2021-09-10,11.2623
2021-09-11,11.2623
2021-09-12,11.2623
2021-09-13,11.3846
2021-09-14,11.3131
2021-09-15,11.4163
2021-09-16,11.0765
2021-09-17,10.9352
2021-09-18,10.9352
2021-09-19,10.9352
2021-09-20,10.6684
2021-09-21,10.5255
2021-09-22,10.597
2021-09-23,10.8224
2021-09-24,10.7732
2021-09-25,10.7732
2021-09-26,10.7732
2021-09-27,10.9368
2021-09-28,10.8193
2021-09-29,10.8574
2021-09-30,10.8438
2021-10-01,10.9278
2021-10-02,10.9278
2021-10-03,10.9278
2021-10-04,10.82
2021-10-05,11.3019
2021-10-06,11.3066
2021-10-07,11.4921
2021-10-08,11.7694
2021-10-09,11.7694
2021-10-10,11.7694
2021-10-11,11.6173
2021-10-12,11.5824
2021-10-13,11.6712
2021-10-14,12.05
2021-10-15,12.1071
2021-10-16,12.1071
2021-10-17,12.1071
2021-10-18,11.9311
2021-10-19,12.0452
2021-10-20,12.1134
2021-10-21,12.0833
2021-10-22,12.1245
2021-10-23,12.1245
2021-10-24,12.1245
2021-10-25,12.161
2021-10-26,12.1065
2021-10-27,11.9306
2021-10-28,12.506
2021-10-29,12.5409
2021-10-30,12.5409
2021-10-31,12.5409
2021-11-01,12.7729
2021-11-02,12.8633
2021-11-03,12.681
2021-11-04,12.5336
2021-11-05,12.6002
2021-11-06,12.6002
2021-11-07,12.6002
2021-11-08,12.4306
2021-11-09,12.2863
2021-11-10,12.5146
2021-11-11,12.5907
2021-11-12,12.5748
2021-11-13,12.5748
2021-11-14,12.5748
2021-11-15,12.4813
2021-11-16,12.5114
2021-11-17,12.4401
2021-11-18,12.1215
2021-11-19,12.0248
2021-11-20,12.0248
2021-11-21,12.0248
2021-11-22,12.4116
2021-11-23,12.5907
2021-11-24,12.3973
2021-11-25,12.3973
2021-11-26,12.0517
2021-11-27,12.0517
2021-11-28,12.0517
2021-11-29,11.9852
2021-11-30,11.5572
2021-12-01,11.4034
2021-12-02,11.6428
2021-12-03,11.9138
2021-12-04,11.9138
2021-12-05,11.9138
2021-12-06,12.2213
2021-12-07,12.2213
2021-12-08,12.4274
2021-12-09,12.3798
2021-12-10,12.4639
2021-12-11,12.4639
2021-12-12,12.4639
2021-12-13,12.3386
2021-12-14,12.3101
2021-12-15,12.2974
2021-12-16,11.9519
2021-12-17,11.5699
2021-12-18,11.5699
2021-12-19,11.5699
2021-12-20,11.3511
2021-12-21,11.5509
2021-12-22,11.6903
2021-12-23,11.7997
2021-12-24,11.7997
2021-12-25,11.7997
2021-12-26,11.7997
2021-12-27,11.9344
2021-12-28,12.1088
2021-12-29,12.2245
2021-12-30,12.1912
2021-12-31,11.19
2022-01-01,11.19
2022-01-02,11.19
2022-01-03,11.2231
2022-01-04,11.8639
2022-01-05,11.915
2022-01-06,12.0549
2022-01-07,11.9662
2022-01-08,11.9662
2022-01-09,11.9662
2022-01-10,11.8067
2022-01-11,11.8097
2022-01-12,11.8338
2022-01-13,12.2519
2022-01-14,12.4294
2022-01-15,12.4294
2022-01-16,12.4294
2022-01-17,12.4294
2022-01-18,12.3497
2022-01-19,12.0775
2022-01-20,11.7977
2022-01-21,11.6864
2022-01-22,11.6864
2022-01-23,11.6864
2022-01-24,11.6247
2022-01-25,12.0509
2022-01-26,12.0403
2022-01-27,11.941
2022-01-28,12.0072
2022-01-29,12.0072
2022-01-30,12.0072
2022-01-31,11.9064
2022-02-01,12.2585
2022-02-02,12.3729
2022-02-03,12.1848
2022-02-04,12.1381
2022-02-05,12.1381
2022-02-06,12.1381
2022-02-07,12.1035
2022-02-08,12.0072
2022-02-09,12.1607
2022-02-10,11.9064
2022-02-11,11.8793
2022-02-12,11.8793
2022-02-13,11.8793
2022-02-14,11.9049
2022-02-15,12.1065
2022-02-16,12.2059
2022-02-17,12.0042
2022-02-18,12.0298
2022-02-19,12.0298
2022-02-20,12.0298
2022-02-21,12.0298
2022-02-22,11.9997
2022-02-23,11.6599
2022-02-24,11.7608
2022-02-25,11.7246
2022-02-26,11.7246
2022-02-27,11.7246
2022-02-28,11.7397
2022-03-01,11.3602
2022-03-02,11.7141
2022-03-03,11.7171
2022-03-04,11.1624
2022-03-05,11.1624
2022-03-06,11.1624
2022-03-07,10.4454
2022-03-08,10.4936
2022-03-09,11.0675
2022-03-10,10.8912
2022-03-11,10.8024
2022-03-12,10.8024
2022-03-13,10.8024
2022-03-14,11.0434
2022-03-15,11.1202
2022-03-16,11.5179
2022-03-17,11.5118
2022-03-18,11.2708
2022-03-19,11.2708
2022-03-20,11.2708
2022-03-21,11.2784
2022-03-22,11.3446
2022-03-23,11.1594
2022-03-24,11.313
2022-03-25,11.316
2022-03-26,11.316
2022-03-27,11.316
2022-03-28,11.3657
2022-03-29,11.6143
2022-03-30,11.3808
2022-03-31,10.5481
2022-04-01,10.1453
2022-04-02,10.1453
2022-04-03,10.1453
2022-04-04,10.045
2022-04-05,9.8089
2022-04-06,9.8994
2022-04-07,9.8697
2022-04-08,9.8386
2022-04-09,9.8386
2022-04-10,9.8386
2022-04-11,9.7722
2022-04-12,9.7481
2022-04-13,9.8655
2022-04-14,9.9319
2022-04-15,9.9319
2022-04-16,9.9319
2022-04-17,9.9319
2022-04-18,9.9503
2022-04-19,10.2414
2022-04-20,10.4817
2022-04-21,10.5524
2022-04-22,10.2117
2022-04-23,10.2117
2022-04-24,10.2117
2022-04-25,10.305
2022-04-26,9.9483
2022-04-27,10.0218
2022-04-28,10.1236
2022-04-29,9.8395
2022-04-30,9.8395
2022-05-01,9.8395
2022-05-02,9.9752
2022-05-03,10.1258
2022-05-04,10.5399
2022-05-05,10.1428
2022-05-06,10.0438
2022-05-07,10.0438
2022-05-08,10.0438
2022-05-09,10.164
2022-05-10,9.9378
2022-05-11,9.7767
2022-05-12,9.9011
2022-05-13,9.9378
2022-05-14,9.9378
2022-05-15,9.9378
2022-05-16,9.8714
2022-05-17,10.1286
2022-05-18,9.5732
2022-05-19,9.6085
2022-05-20,9.3809
2022-05-21,9.3809
2022-05-22,9.3809
2022-05-23,9.6707
2022-05-24,9.7244
2022-05-25,9.9053
2022-05-26,9.993
2022-05-27,10.2092
2022-05-28,10.2092
2022-05-29,10.2092
2022-05-30,10.2092
2022-05-31,10.3746
2022-06-01,10.6149
2022-06-02,10.6728
2022-06-03,10.5795
2022-06-04,10.5795
2022-06-05,10.5795
2022-06-06,10.629
2022-06-07,10.677
2022-06-08,10.7336
2022-06-09,10.5428
2022-06-10,10.1286
2022-06-11,10.1286
2022-06-12,10.1286
2022-06-13,9.829
2022-06-14,9.9958
2022-06-15,10.2346
2022-06-16,9.6297
2022-06-17,9.6792
2022-06-18,9.6792
2022-06-19,9.6792
2022-06-20,9.6792
2022-06-21,10.0452
2022-06-22,9.9124
2022-06-23,9.6311
2022-06-24,10.0028
2022-06-25,10.0028
2022-06-26,10.0028
2022-06-27,9.9477
2022-06-28,9.8615
2022-06-29,9.8502
2022-06-30,8.7475
2022-07-01,8.8174
2022-07-02,8.8174
2022-07-03,8.8174
2022-07-04,8.8174
2022-07-05,8.6865
2022-07-06,8.6179
2022-07-07,8.7348
2022-07-08,8.5861
2022-07-09,8.5861
2022-07-10,8.5861
2022-07-11,8.3599
2022-07-12,8.4908
2022-07-13,8.3637
2022-07-14,8.3332
2022-07-15,8.4565
2022-07-16,8.4565
2022-07-17,8.4565
2022-07-18,8.4895
2022-07-19,8.9635
2022-07-20,9.0016
2022-07-21,9.0219
2022-07-22,9.0512
2022-07-23,9.0512
2022-07-24,9.0512
2022-07-25,9.2164
2022-07-26,9.3363
2022-07-27,9.6032
2022-07-28,9.8459
2022-07-29,9.9146
2022-07-30,9.9146
2022-07-31,9.9146
2022-08-01,9.8269
2022-08-02,9.7512
2022-08-03,9.8288
2022-08-04,9.8338
2022-08-05,9.8656
2022-08-06,9.8656
2022-08-07,9.8656
2022-08-08,9.9241
2022-08-09,9.8961
2022-08-10,10.135
2022-08-11,10.1033
2022-08-12,10.196
2022-08-13,10.196
2022-08-14,10.196
2022-08-15,10.2609
2022-08-16,10.3295
2022-08-17,10.1693
2022-08-18,10.2583
2022-08-19,10.1071
2022-08-20,10.1071
2022-08-21,10.1071
2022-08-22,9.783
2022-08-23,9.8021
2022-08-24,9.9114
2022-08-25,10.0334
2022-08-26,9.7182
2022-08-27,9.7182
2022-08-28,9.7182
2022-08-29,9.5797
2022-08-30,9.4742
2022-08-31,9.4056
2022-09-01,9.4005
2022-09-02,9.2734
2022-09-03,9.2734
2022-09-04,9.2734
2022-09-05,9.2734
2022-09-06,9.3191
2022-09-07,9.5403
2022-09-08,9.2556
2022-09-09,9.5288
2022-09-10,9.5288
2022-09-11,9.5288
2022-09-12,9.6496
2022-09-13,9.2213
2022-09-14,9.2632
2022-09-15,9.1679
2022-09-16,9.1044
2022-09-17,9.1044
2022-09-18,9.1044
2022-09-19,9.3776
2022-09-20,9.2823
2022-09-21,9.145
2022-09-22,9.0739
2022-09-23,8.9353
2022-09-24,8.9353
2022-09-25,8.9353
2022-09-26,8.8324
2022-09-27,8.8273
2022-09-28,9.1285
2022-09-29,9.0701
2022-09-30,7.6413
2022-10-01,7.6413
2022-10-02,7.6413
2022-10-03,7.9459
2022-10-04,8.3204
2022-10-05,8.4296
2022-10-06,8.2975
2022-10-07,8.0769
2022-10-08,8.0769
2022-10-09,8.0769
2022-10-10,8.0988
2022-10-11,8.2287
2022-10-12,8.1719
2022-10-13,8.3564
2022-10-14,8.1414
2022-10-15,8.1414
2022-10-16,8.1414
2022-10-17,8.2047
2022-10-18,8.4067
2022-10-19,8.411
2022-10-20,8.0649
2022-10-21,8.3488
2022-10-22,8.3488
2022-10-23,8.3488
2022-10-24,8.5508
2022-10-25,8.5225
2022-10-26,8.6383
2022-10-27,8.7835
2022-10-28,9.0195
2022-10-29,9.0195
2022-10-30,9.0195
2022-10-31,9.0774
2022-11-01,9.0905
2022-11-02,8.954
2022-11-03,9.0938
2022-11-04,9.3274
2022-11-05,9.3274
2022-11-06,9.3274
2022-11-07,9.3296
2022-11-08,9.4836
2022-11-09,9.3973
2022-11-10,9.6321
2022-11-11,9.7096
2022-11-12,9.7096
2022-11-13,9.7096
2022-11-14,9.679
2022-11-15,9.727
2022-11-16,9.7947
2022-11-17,9.8068
2022-11-18,9.8461
2022-11-19,9.8461
2022-11-20,9.8461
2022-11-21,9.8996
2022-11-22,10.0808
2022-11-23,10.0666
2022-11-24,10.0666
2022-11-25,9.9727
2022-11-26,9.9727
2022-11-27,9.9727
2022-11-28,9.8177
2022-11-29,9.8886
2022-11-30,10.0688
2022-12-01,10.0732
2022-12-02,10.0557
2022-12-03,10.0557
2022-12-04,10.0557
2022-12-05,9.7904
2022-12-06,9.8242
2022-12-07,9.9138
2022-12-08,9.8177
2022-12-09,9.5611
2022-12-10,9.5611
2022-12-11,9.5611
2022-12-12,9.7467
2022-12-13,9.6659
2022-12-14,9.7249
2022-12-15,9.1975
2022-12-16,9.2302
2022-12-17,9.2302
2022-12-18,9.2302
2022-12-19,9.3263
2022-12-20,9.3591
2022-12-21,9.5371
2022-12-22,9.4038
2022-12-23,9.4836
2022-12-24,9.4836
2022-12-25,9.4836
2022-12-26,9.4836
2022-12-27,9.4584
2022-12-28,9.3416
2022-12-29,9.2695
2022-12-30,7.6822
2022-12-31,7.6822
2023-01-01,7.6822
2023-01-02,7.6822
2023-01-03,7.6311
2023-01-04,7.6103
2023-01-05,7.5697
2023-01-06,7.8098
2023-01-07,7.8098
2023-01-08,7.8098
2023-01-09,7.7597
2023-01-10,7.8259
2023-01-11,7.8798
2023-01-12,7.911
2023-01-13,8.032
2023-01-14,8.032
2023-01-15,8.032
2023-01-16,8.032
2023-01-17,7.9318
2023-01-18,7.755
2023-01-19,7.5914
2023-01-20,7.703
2023-01-21,7.703
2023-01-22,7.703
2023-01-23,7.9923
2023-01-24,8.8341
2023-01-25,8.8085
2023-01-26,8.9428
2023-01-27,8.7915
2023-01-28,8.7915
2023-01-29,8.7915
2023-01-30,8.6165
2023-01-31,8.6666
2023-02-01,8.8605
2023-02-02,8.8842
2023-02-03,8.7489
2023-02-04,8.7489
2023-02-05,8.7489
2023-02-06,8.7735
2023-02-07,8.7593
2023-02-08,8.5356
2023-02-09,8.686
2023-02-10,8.6832
2023-02-11,8.6832
2023-02-12,8.6832
2023-02-13,8.6846
2023-02-14,8.713
2023-02-15,8.9556
2023-02-16,8.9499
2023-02-17,9.0663
2023-02-18,9.0663
2023-02-19,9.0663
2023-02-20,9.0663
2023-02-21,8.8066
2023-02-22,8.709
2023-02-23,8.7573
2023-02-24,8.5953
2023-02-25,8.5953
2023-02-26,8.5953
2023-02-27,8.5684
2023-02-28,8.5811
2023-03-01,8.7019
2023-03-02,8.949
2023-03-03,9.1479
2023-03-04,9.1479
2023-03-05,9.1479
2023-03-06,9.1607
2023-03-07,9.0911
2023-03-08,9.1152
2023-03-09,8.8809
2023-03-10,8.5982
2023-03-11,8.5982
2023-03-12,8.5982
2023-03-13,8.4704
2023-03-14,8.6309
2023-03-15,8.3675
2023-03-16,8.3902
