,HUM US Equity
2023-03-19,14.1377
2023-03-20,14.0996
2023-03-21,14.3127
2023-03-22,14.2291
2023-03-23,13.9996
2023-03-24,14.364
2023-03-25,14.364
2023-03-26,14.364
2023-03-27,14.5139
2023-03-28,13.7384
2023-03-29,13.8154
2023-03-30,13.9012
2023-03-31,10.2452
2023-04-01,10.2452
2023-04-02,10.2452
2023-04-03,10.9776
2023-04-04,10.7726
2023-04-05,11.1543
2023-04-06,11.2648
2023-04-07,11.2648
2023-04-08,11.2648
2023-04-09,11.2648
2023-04-10,11.4004
2023-04-11,11.6722
2023-04-12,11.6217
2023-04-13,11.7166
2023-04-14,11.3789
2023-04-15,11.3789
2023-04-16,11.3789
2023-04-17,11.2308
2023-04-18,11.0494
2023-04-19,10.465
2023-04-20,10.3885
2023-04-21,10.4151
2023-04-22,10.4151
2023-04-23,10.4151
2023-04-24,10.7259
2023-04-25,10.7247
2023-04-26,10.8328
2023-04-27,11.418
2023-04-28,11.5719
2023-04-29,11.5719
2023-04-30,11.5719
2023-05-01,11.7089
2023-05-02,11.6478
2023-05-03,11.5512
2023-05-04,11.5131
2023-05-05,11.7057
2023-05-06,11.7057
2023-05-07,11.7057
2023-05-08,11.7335
2023-05-09,11.5633
2023-05-10,11.5465
2023-05-11,11.5276
2023-05-12,11.4791
2023-05-13,11.4791
2023-05-14,11.4791
2023-05-15,11.3359
2023-05-16,11.2133
2023-05-17,11.2706
2023-05-18,11.081
2023-05-19,11.0706
2023-05-20,11.0706
2023-05-21,11.0706
2023-05-22,11.0842
2023-05-23,10.876
2023-05-24,10.8671
2023-05-25,10.6733
2023-05-26,10.5708
2023-05-27,10.5708
2023-05-28,10.5708
2023-05-29,10.5708
2023-05-30,10.5265
2023-05-31,10.7265
2023-06-01,11.1188
2023-06-02,11.2851
2023-06-03,11.2851
2023-06-04,11.2851
2023-06-05,11.3784
2023-06-06,10.9997
2023-06-07,10.8098
2023-06-08,10.9616
2023-06-09,11.0653
2023-06-10,11.0653
2023-06-11,11.0653
2023-06-12,11.0621
2023-06-13,11.0443
2023-06-14,9.3421
2023-06-15,9.6035
2023-06-16,9.0659
2023-06-17,9.0659
2023-06-18,9.0659
2023-06-19,9.0659
2023-06-20,9.0972
2023-06-21,9.2744
2023-06-22,9.3846
2023-06-23,9.0748
2023-06-24,9.0748
2023-06-25,9.0748
2023-06-26,9.088
2023-06-27,9.0739
2023-06-28,9.0417
2023-06-29,9.013
2023-06-30,8.0716
2023-07-01,8.0716
2023-07-02,8.0716
2023-07-03,8.0475
2023-07-04,8.0475
2023-07-05,8.0115
2023-07-06,7.8992
2023-07-07,7.5947
2023-07-08,7.5947
2023-07-09,7.5947
2023-07-10,7.7227
2023-07-11,7.7934
2023-07-12,7.4526
2023-07-13,7.4304
2023-07-14,7.7291
2023-07-15,7.7291
2023-07-16,7.7291
2023-07-17,7.7145
2023-07-18,7.8919
2023-07-19,8.0752
2023-07-20,8.0795
2023-07-21,8.3456
2023-07-22,8.3456
2023-07-23,8.3456
2023-07-24,8.2487
2023-07-25,8.274
2023-07-26,8.1019
2023-07-27,8.1802
2023-07-28,8.2448
2023-07-29,8.2448
2023-07-30,8.2448
2023-07-31,8.3439
2023-08-01,8.3798
2023-08-02,8.9867
2023-08-03,9.0814
2023-08-04,9.0015
2023-08-05,9.0015
2023-08-06,9.0015
2023-08-07,9.2907
2023-08-08,9.2503
2023-08-09,9.2548
2023-08-10,9.3007
2023-08-11,9.2696
2023-08-12,9.2696
2023-08-13,9.2696
2023-08-14,9.3614
2023-08-15,9.3085
2023-08-16,9.2904
2023-08-17,9.1256
2023-08-18,9.1716
2023-08-19,9.1716
2023-08-20,9.1716
2023-08-21,9.1963
2023-08-22,8.999
2023-08-23,8.9221
2023-08-24,8.9555
2023-08-25,8.8528
2023-08-26,8.8528
2023-08-27,8.8528
2023-08-28,8.9001
2023-08-29,8.9185
2023-08-30,8.7504
2023-08-31,8.3709
2023-09-01,8.3425
2023-09-02,8.3425
2023-09-03,8.3425
2023-09-04,8.3425
2023-09-05,8.6101
2023-09-06,8.4667
2023-09-07,8.6591
2023-09-08,8.5408
2023-09-09,8.5408
2023-09-10,8.5408
2023-09-11,8.5254
2023-09-12,8.5781
2023-09-13,8.6735
2023-09-14,8.6477
2023-09-15,8.6254
2023-09-16,8.6254
2023-09-17,8.6254
2023-09-18,8.7159
2023-09-19,8.7097
2023-09-20,9.0151
2023-09-21,9.2737
2023-09-22,9.2737
2023-09-23,9.2737
2023-09-24,9.2737
2023-09-25,9.4689
2023-09-26,9.2442
2023-09-27,9.2601
2023-09-28,9.3057
2023-09-29,9.1989
2023-09-30,9.1989
2023-10-01,9.1989
2023-10-02,9.3431
2023-10-03,9.252
2023-10-04,9.1785
2023-10-05,9.2669
2023-10-06,9.5208
2023-10-07,9.5208
2023-10-08,9.5208
2023-10-09,9.6139
2023-10-10,9.5824
2023-10-11,9.3895
2023-10-12,9.5661
2023-10-13,9.7363
2023-10-14,9.7363
2023-10-15,9.7363
2023-10-16,10.2402
2023-10-17,10.1203
2023-10-18,10.1705
2023-10-19,10.199
2023-10-20,10.1556
2023-10-21,10.1556
2023-10-22,10.1556
2023-10-23,9.999
2023-10-24,10.023
2023-10-25,10.2004
2023-10-26,9.9407
2023-10-27,9.8528
2023-10-28,9.8528
2023-10-29,9.8528
2023-10-30,10.0678
2023-10-31,10.2258
2023-11-01,9.1905
2023-11-02,8.972
2023-11-03,8.8515
2023-11-04,8.8515
2023-11-05,8.8515
2023-11-06,9.1342
2023-11-07,9.4326
2023-11-08,9.1603
2023-11-09,9.3503
2023-11-10,9.2935
2023-11-11,9.2935
2023-11-12,9.2935
2023-11-13,9.4043
2023-11-14,9.5361
2023-11-15,9.669
2023-11-16,9.8369
2023-11-17,9.4301
2023-11-18,9.4301
2023-11-19,9.4301
2023-11-20,9.5317
2023-11-21,9.6766
2023-11-22,9.9108
2023-11-23,9.9108
2023-11-24,9.9838
2023-11-25,9.9838
2023-11-26,9.9838
2023-11-27,9.7766
2023-11-28,9.7694
2023-11-29,8.9997
2023-11-30,9.067
2023-12-01,9.3511
2023-12-02,9.3511
2023-12-03,9.3511
2023-12-04,9.2624
2023-12-05,9.4922
2023-12-06,9.0379
2023-12-07,8.9418
2023-12-08,8.9781
2023-12-09,8.9781
2023-12-10,8.9781
2023-12-11,8.8405
2023-12-12,8.9868
2023-12-13,9.1557
2023-12-14,8.633
2023-12-15,8.4247
2023-12-16,8.4247
2023-12-17,8.4247
2023-12-18,8.3854
2023-12-19,8.4829
2023-12-20,8.162
2023-12-21,8.2183
2023-12-22,8.1979
2023-12-23,8.1979
2023-12-24,8.1979
2023-12-25,8.1979
2023-12-26,8.1878
2023-12-27,8.1491
2023-12-28,8.2641
2023-12-29,11.554
2023-12-30,11.554
2023-12-31,11.554
2024-01-01,11.554
2024-01-02,11.9311
2024-01-03,11.7599
2024-01-04,11.8218
2024-01-05,11.5681
2024-01-06,11.5681
2024-01-07,11.5681
2024-01-08,11.6439
2024-01-09,11.5997
2024-01-10,11.593
2024-01-11,11.4675
2024-01-12,10.9681
2024-01-13,10.9681
2024-01-14,10.9681
2024-01-15,10.9681
2024-01-16,10.9705
2024-01-17,11.2457
2024-01-18,10.1481
2024-01-19,9.8275
2024-01-20,9.8275
2024-01-21,9.8275
2024-01-22,10.0766
2024-01-23,10.0112
2024-01-24,9.8542
2024-01-25,8.3326
2024-01-26,8.5114
2024-01-27,8.5114
2024-01-28,8.5114
2024-01-29,8.6548
2024-01-30,8.9865
2024-01-31,9.0239
2024-02-01,8.9557
2024-02-02,9.0486
2024-02-03,9.0486
2024-02-04,9.0486
2024-02-05,8.505
2024-02-06,8.6673
2024-02-07,8.7349
2024-02-08,8.7115
2024-02-09,8.787
2024-02-10,8.787
2024-02-11,8.787
2024-02-12,8.7523
2024-02-13,8.6103
2024-02-14,8.5436
2024-02-15,8.4526
2024-02-16,8.541
2024-02-17,8.541
2024-02-18,8.541
2024-02-19,8.541
2024-02-20,8.5476
2024-02-21,8.5615
2024-02-22,8.5759
2024-02-23,8.4205
2024-02-24,8.4205
2024-02-25,8.4205
2024-02-26,8.3315
2024-02-27,8.4141
2024-02-28,8.0672
2024-02-29,8.0419
2024-03-01,8.0933
2024-03-02,8.0933
2024-03-03,8.0933
2024-03-04,7.937
2024-03-05,7.6691
2024-03-06,7.704
2024-03-07,7.7533
2024-03-08,7.7121
2024-03-09,7.7121
2024-03-10,7.7121
2024-03-11,7.9331
2024-03-12,7.8775
2024-03-13,7.879
2024-03-14,7.9898
2024-03-15,7.9676
2024-03-16,7.9676
2024-03-17,7.9676
2024-03-18,7.9388
2024-03-19,8.071
2024-03-20,7.9688
2024-03-21,7.9448
2024-03-22,7.9793
2024-03-23,7.9793
2024-03-24,7.9793
2024-03-25,7.9358
2024-03-26,7.9745
2024-03-27,8.0082
2024-03-28,7.9247
2024-03-29,7.9247
2024-03-30,7.9247
2024-03-31,7.9247
2024-04-01,8.0667
2024-04-02,6.6513
2024-04-03,6.7633
2024-04-04,6.8228
2024-04-05,6.915
2024-04-06,6.915
2024-04-07,6.915
2024-04-08,7.0319
