,UPBD US Equity
2020-03-30,4.9463
2020-03-31,4.0057
2020-04-01,3.7835
2020-04-02,3.8474
2020-04-03,3.7341
2020-04-04,3.7341
2020-04-05,3.7341
2020-04-06,4.0777
2020-04-07,4.2882
2020-04-08,4.7506
2020-04-09,4.837
2020-04-10,4.837
2020-04-11,4.837
2020-04-12,4.837
2020-04-13,4.7345
2020-04-14,4.792
2020-04-15,4.5509
2020-04-16,4.5383
2020-04-17,4.6643
2020-04-18,4.6643
2020-04-19,4.6643
2020-04-20,4.5977
2020-04-21,4.4106
2020-04-22,4.4412
2020-04-23,4.4435
2020-04-24,4.4943
2020-04-25,4.4943
2020-04-26,4.4943
2020-04-27,4.6642
2020-04-28,4.7203
2020-04-29,5.0672
2020-04-30,4.9489
2020-05-01,4.7974
2020-05-02,4.7974
2020-05-03,4.7974
2020-05-04,4.7536
2020-05-05,4.701
2020-05-06,4.6537
2020-05-07,5.1215
2020-05-08,5.6261
2020-05-09,5.6261
2020-05-10,5.6261
2020-05-11,5.6647
2020-05-12,5.4335
2020-05-13,5.3914
2020-05-14,5.6209
2020-05-15,5.6674
2020-05-16,5.6674
2020-05-17,5.6674
2020-05-18,5.8172
2020-05-19,5.7331
2020-05-20,5.8224
2020-05-21,5.8575
2020-05-22,5.9258
2020-05-23,5.9258
2020-05-24,5.9258
2020-05-25,5.9258
2020-05-26,5.9976
2020-05-27,5.9941
2020-05-28,5.9521
2020-05-29,5.9223
2020-05-30,5.9223
2020-05-31,5.9223
2020-06-01,5.875
2020-06-02,6.0975
2020-06-03,6.122
2020-06-04,6.15
2020-06-05,6.2517
2020-06-06,6.2517
2020-06-07,6.2517
2020-06-08,6.4514
2020-06-09,6.4181
2020-06-10,6.1641
2020-06-11,5.875
2020-06-12,5.8242
2020-06-13,5.8242
2020-06-14,5.8242
2020-06-15,6.0169
2020-06-16,6.108
2020-06-17,6.0362
2020-06-18,5.9468
2020-06-19,5.8242
2020-06-20,5.8242
2020-06-21,5.8242
2020-06-22,5.9994
2020-06-23,6.0081
2020-06-24,5.8785
2020-06-25,6.0186
2020-06-26,6.0186
2020-06-27,6.0186
2020-06-28,6.0186
2020-06-29,6.2149
2020-06-30,7.7272
2020-07-01,7.4429
2020-07-02,7.4583
2020-07-03,7.4583
2020-07-04,7.4583
2020-07-05,7.4583
2020-07-06,7.5326
2020-07-07,7.4394
2020-07-08,7.5125
2020-07-09,7.2908
2020-07-10,7.3828
2020-07-11,7.3828
2020-07-12,7.3828
2020-07-13,7.2931
2020-07-14,7.3474
2020-07-15,7.6033
2020-07-16,7.6186
2020-07-17,7.6045
2020-07-18,7.6045
2020-07-19,7.6045
2020-07-20,7.4913
2020-07-21,7.7224
2020-07-22,7.7696
2020-07-23,7.7224
2020-07-24,7.6234
2020-07-25,7.6234
2020-07-26,7.6234
2020-07-27,7.6918
2020-07-28,7.6422
2020-07-29,8.2331
2020-07-30,8.0456
2020-07-31,7.9866
2020-08-01,7.9866
2020-08-02,7.9866
2020-08-03,8.1529
2020-08-04,8.3735
2020-08-05,8.6447
2020-08-06,8.6864
2020-08-07,8.7194
2020-08-08,8.7194
2020-08-09,8.7194
2020-08-10,8.9024
2020-08-11,8.8516
2020-08-12,8.8375
2020-08-13,8.6911
2020-08-14,8.8445
2020-08-15,8.8445
2020-08-16,8.8445
2020-08-17,8.9342
2020-08-18,8.8422
2020-08-19,8.7572
2020-08-20,8.6604
2020-08-21,8.5565
2020-08-22,8.5565
2020-08-23,8.5565
2020-08-24,8.7619
2020-08-25,8.6604
2020-08-26,8.6982
2020-08-27,8.7265
2020-08-28,8.6816
2020-08-29,8.6816
2020-08-30,8.6816
2020-08-31,8.4125
2020-09-01,8.5683
2020-09-02,8.5069
2020-09-03,8.2473
2020-09-04,8.1174
2020-09-05,8.1174
2020-09-06,8.1174
2020-09-07,8.1174
2020-09-08,7.9404
2020-09-09,8.1174
2020-09-10,8.2
2020-09-11,8.0938
2020-09-12,8.0938
2020-09-13,8.0938
2020-09-14,8.2473
2020-09-15,8.082
2020-09-16,7.9191
2020-09-17,7.9191
2020-09-18,7.8601
2020-09-19,7.8601
2020-09-20,7.8601
2020-09-21,8.0419
2020-09-22,8.2119
2020-09-23,8.3488
2020-09-24,7.8861
2020-09-25,8.2213
2020-09-26,8.2213
2020-09-27,8.2213
2020-09-28,8.3511
2020-09-29,8.3063
2020-09-30,6.956
2020-10-01,7.0327
2020-10-02,7.18
2020-10-03,7.18
2020-10-04,7.18
2020-10-05,7.5492
2020-10-06,7.3656
2020-10-07,7.4887
2020-10-08,7.5492
2020-10-09,7.8357
2020-10-10,7.8357
2020-10-11,7.8357
2020-10-12,7.7832
2020-10-13,7.7711
2020-10-14,7.5653
2020-10-15,7.7388
2020-10-16,7.7166
2020-10-17,7.7166
2020-10-18,7.7166
2020-10-19,7.6137
2020-10-20,7.5855
2020-10-21,7.3959
2020-10-22,7.4423
2020-10-23,7.5351
2020-10-24,7.5351
2020-10-25,7.5351
2020-10-26,7.2809
2020-10-27,7.4503
2020-10-28,7.3817
2020-10-29,7.4806
2020-10-30,7.1997
2020-10-31,7.1997
2020-11-01,7.1997
2020-11-02,7.1368
2020-11-03,7.287
2020-11-04,7.2627
2020-11-05,7.1936
2020-11-06,7.151
2020-11-07,7.151
2020-11-08,7.151
2020-11-09,7.1165
2020-11-10,7.1124
2020-11-11,7.415
2020-11-12,7.4434
2020-11-13,7.6302
2020-11-14,7.6302
2020-11-15,7.6302
2020-11-16,7.9733
2020-11-17,7.8454
2020-11-18,7.8901
2020-11-19,7.884
2020-11-20,7.819
2020-11-21,7.819
2020-11-22,7.819
2020-11-23,8.1094
2020-11-24,8.3165
2020-11-25,8.1682
2020-11-26,8.1682
2020-11-27,8.1419
2020-11-28,8.1419
2020-11-29,8.1419
2020-11-30,7.7926
2020-12-01,7.953
2020-12-02,7.9226
2020-12-03,8.0281
2020-12-04,8.1622
2020-12-05,8.1622
2020-12-06,8.1622
2020-12-07,8.1967
2020-12-08,7.9165
2020-12-09,8.0119
2020-12-10,8.02
2020-12-11,7.8576
2020-12-12,7.8576
2020-12-13,7.8576
2020-12-14,7.8129
2020-12-15,7.9307
2020-12-16,8.0018
2020-12-17,8.1134
2020-12-18,8.0769
2020-12-19,8.0769
2020-12-20,8.0769
2020-12-21,8.8931
2020-12-22,8.9897
2020-12-23,8.7175
2020-12-24,8.6789
2020-12-25,8.6789
2020-12-26,8.6789
2020-12-27,8.6789
2020-12-28,8.6809
2020-12-29,8.6321
2020-12-30,8.7236
2020-12-31,9.9564
2021-01-01,9.9564
2021-01-02,9.9564
2021-01-03,9.9564
2021-01-04,9.924
2021-01-05,10.2608
2021-01-06,11.0768
2021-01-07,11.0704
2021-01-08,10.8825
2021-01-09,10.8825
2021-01-10,10.8825
2021-01-11,10.9192
2021-01-12,11.3381
2021-01-13,11.5475
2021-01-14,12.234
2021-01-15,11.9145
2021-01-16,11.9145
2021-01-17,11.9145
2021-01-18,11.9145
2021-01-19,11.8022
2021-01-20,11.9857
2021-01-21,11.8864
2021-01-22,12.0332
2021-01-23,12.0332
2021-01-24,12.0332
2021-01-25,11.7202
2021-01-26,11.7483
2021-01-27,11.1934
2021-01-28,11.0164
2021-01-29,11.038
2021-01-30,11.038
2021-01-31,11.038
2021-02-01,11.3402
2021-02-02,11.6533
2021-02-03,11.5842
2021-02-04,11.9987
2021-02-05,12.4002
2021-02-06,12.4002
2021-02-07,12.4002
2021-02-08,13.063
2021-02-09,13.1084
2021-02-10,12.981
2021-02-11,13.1084
2021-02-12,13.2185
2021-02-13,13.2185
2021-02-14,13.2185
2021-02-15,13.2185
2021-02-16,12.8946
2021-02-17,12.7306
2021-02-18,14.9702
2021-02-19,15.2575
2021-02-20,15.2575
2021-02-21,15.2575
2021-02-22,15.7959
2021-02-23,15.7105
2021-02-24,15.7933
2021-02-25,15.8709
2021-02-26,16.6396
2021-02-27,16.6396
2021-02-28,16.6396
2021-03-01,14.5999
2021-03-02,14.446
2021-03-03,14.2314
2021-03-04,13.3104
2021-03-05,13.5726
2021-03-06,13.5726
2021-03-07,13.5726
2021-03-08,14.459
2021-03-09,14.589
2021-03-10,14.9358
2021-03-11,15.12
2021-03-12,15.5426
2021-03-13,15.5426
2021-03-14,15.5426
2021-03-15,15.6141
2021-03-16,15.2544
2021-03-17,14.9878
2021-03-18,14.6584
2021-03-19,14.9033
2021-03-20,14.9033
2021-03-21,14.9033
2021-03-22,14.5652
2021-03-23,14.0451
2021-03-24,13.7438
2021-03-25,14.2228
2021-03-26,14.5197
2021-03-27,14.5197
2021-03-28,14.5197
2021-03-29,13.9432
2021-03-30,14.2834
2021-03-31,17.1008
2021-04-01,17.3652
2021-04-02,17.3652
2021-04-03,17.3652
2021-04-04,17.3652
2021-04-05,17.1549
2021-04-06,17.3131
2021-04-07,17.1068
2021-04-08,17.1289
2021-04-09,17.195
2021-04-10,17.195
2021-04-11,17.195
2021-04-12,17.1409
2021-04-13,16.9707
2021-04-14,17.0948
2021-04-15,16.9527
2021-04-16,16.9466
2021-04-17,16.9466
2021-04-18,16.9466
2021-04-19,16.8005
2021-04-20,16.3119
2021-04-21,16.5401
2021-04-22,16.444
2021-04-23,16.8185
2021-04-24,16.8185
2021-04-25,16.8185
2021-04-26,19.4662
2021-04-27,20.1958
2021-04-28,19.9518
2021-04-29,20.2032
2021-04-30,19.598
2021-05-01,19.598
2021-05-02,19.598
2021-05-03,20.2593
2021-05-04,20.2495
2021-05-05,20.2837
2021-05-06,19.7615
2021-05-07,20.0448
2021-05-08,20.0448
2021-05-09,20.0448
2021-05-10,20.0521
2021-05-11,19.9594
2021-05-12,19.1907
2021-05-13,18.9955
2021-05-14,19.6128
2021-05-15,19.6128
2021-05-16,19.6128
2021-05-17,19.3542
2021-05-18,19.4323
2021-05-19,19.2029
2021-05-20,19.6226
2021-05-21,19.6226
2021-05-22,19.6226
2021-05-23,19.6226
2021-05-24,19.8276
2021-05-25,19.7227
2021-05-26,20.3596
2021-05-27,20.7647
2021-05-28,20.6378
2021-05-29,20.6378
2021-05-30,20.6378
2021-05-31,20.6378
2021-06-01,21.0453
2021-06-02,20.4621
2021-06-03,20.2815
2021-06-04,20.2205
2021-06-05,20.2205
2021-06-06,20.2205
2021-06-07,20.9696
2021-06-08,21.5382
2021-06-09,21.0136
2021-06-10,20.5987
2021-06-11,21.0721
2021-06-12,21.0721
2021-06-13,21.0721
2021-06-14,20.7354
2021-06-15,20.6841
2021-06-16,20.362
2021-06-17,19.4933
2021-06-18,18.7807
2021-06-19,18.7807
2021-06-20,18.7807
2021-06-21,18.9345
2021-06-22,18.2536
2021-06-23,18.3122
2021-06-24,18.4757
2021-06-25,18.2951
2021-06-26,18.2951
2021-06-27,18.2951
2021-06-28,18.6709
2021-06-29,18.4903
2021-06-30,15.2412
2021-07-01,15.4821
2021-07-02,15.3963
2021-07-03,15.3963
2021-07-04,15.3963
2021-07-05,15.3963
2021-07-06,15.0901
2021-07-07,15.0452
2021-07-08,14.8819
2021-07-09,15.2677
2021-07-10,15.2677
2021-07-11,15.2677
2021-07-12,15.2799
2021-07-13,15.0268
2021-07-14,14.9615
2021-07-15,15.0166
2021-07-16,14.9594
2021-07-17,14.9594
2021-07-18,14.9594
2021-07-19,14.8451
2021-07-20,15.3228
2021-07-21,15.6025
2021-07-22,15.5188
2021-07-23,15.7781
2021-07-24,15.7781
2021-07-25,15.7781
2021-07-26,15.8413
2021-07-27,15.8577
2021-07-28,15.8801
2021-07-29,16.1884
2021-07-30,16.0884
2021-07-31,16.0884
2021-08-01,16.0884
2021-08-02,16.1374
2021-08-03,16.4762
2021-08-04,16.0271
2021-08-05,16.0598
2021-08-06,16.3116
2021-08-07,16.3116
2021-08-08,16.3116
2021-08-09,16.3607
2021-08-10,16.596
2021-08-11,16.8027
2021-08-12,17.6887
2021-08-13,17.4268
2021-08-14,17.4268
2021-08-15,17.4268
2021-08-16,17.4431
2021-08-17,16.7659
2021-08-18,16.7884
2021-08-19,16.9418
2021-08-20,17.3183
2021-08-21,17.3183
2021-08-22,17.3183
2021-08-23,17.3961
2021-08-24,17.6969
2021-08-25,17.6355
2021-08-26,17.4718
2021-08-27,17.746
2021-08-28,17.746
2021-08-29,17.746
2021-08-30,17.7357
2021-08-31,17.3142
2021-09-01,17.4022
2021-09-02,17.525
2021-09-03,17.5598
2021-09-04,17.5598
2021-09-05,17.5598
2021-09-06,17.5598
2021-09-07,17.169
2021-09-08,16.9725
2021-09-09,17.0912
2021-09-10,16.6697
2021-09-11,16.6697
2021-09-12,16.6697
2021-09-13,16.8007
2021-09-14,16.6001
2021-09-15,16.8027
2021-09-16,17.0032
2021-09-17,17.0892
2021-09-18,17.0892
2021-09-19,17.0892
2021-09-20,16.7863
2021-09-21,16.8334
2021-09-22,17.0482
2021-09-23,17.2201
2021-09-24,16.6738
2021-09-25,16.6738
2021-09-26,16.6738
2021-09-27,16.8948
2021-09-28,16.4467
2021-09-29,16.3116
2021-09-30,17.2916
2021-10-01,17.3629
2021-10-02,17.3629
2021-10-03,17.3629
2021-10-04,17.4097
2021-10-05,17.031
2021-10-06,16.9619
2021-10-07,17.2381
2021-10-08,16.9129
2021-10-09,16.9129
2021-10-10,16.9129
2021-10-11,16.7347
2021-10-12,16.6545
2021-10-13,16.4295
2021-10-14,16.7681
2021-10-15,16.5609
2021-10-16,16.5609
2021-10-17,16.5609
2021-10-18,16.8706
2021-10-19,16.9062
2021-10-20,17.1668
2021-10-21,17.4253
2021-10-22,17.5678
2021-10-23,17.5678
2021-10-24,17.5678
2021-10-25,17.7639
2021-10-26,16.8438
2021-10-27,16.4161
2021-10-28,16.708
2021-10-29,16.6344
2021-10-30,16.6344
2021-10-31,16.6344
2021-11-01,16.9151
2021-11-02,16.5943
2021-11-03,17.0844
2021-11-04,14.8189
2021-11-05,14.4045
2021-11-06,14.4045
2021-11-07,14.4045
2021-11-08,14.5774
2021-11-09,14.6307
2021-11-10,14.9942
2021-11-11,15.0053
2021-11-12,15.1294
2021-11-13,15.1294
2021-11-14,15.1294
2021-11-15,15.0762
2021-11-16,15.1627
2021-11-17,15.0031
2021-11-18,14.9654
2021-11-19,14.8501
2021-11-20,14.8501
2021-11-21,14.8501
2021-11-22,15.2314
2021-11-23,15.0807
2021-11-24,15.1649
2021-11-25,15.1649
2021-11-26,15.3001
2021-11-27,15.3001
2021-11-28,15.3001
2021-11-29,15.1782
2021-11-30,14.5619
2021-12-01,14.3868
2021-12-02,14.6972
2021-12-03,14.8679
2021-12-04,14.8679
2021-12-05,14.8679
2021-12-06,15.2336
2021-12-07,15.6881
2021-12-08,16.0428
2021-12-09,16.014
2021-12-10,15.8699
2021-12-11,15.8699
2021-12-12,15.8699
2021-12-13,15.8034
2021-12-14,15.9453
2021-12-15,15.3667
2021-12-16,15.1272
2021-12-17,15.227
2021-12-18,15.227
2021-12-19,15.227
2021-12-20,15.0895
2021-12-21,15.6881
2021-12-22,15.697
2021-12-23,15.442
2021-12-24,15.442
2021-12-25,15.442
2021-12-26,15.442
2021-12-27,15.677
2021-12-28,15.6172
2021-12-29,15.7125
2021-12-30,15.6127
2021-12-31,17.9771
2022-01-01,17.9771
2022-01-02,17.9771
2022-01-03,18.2081
2022-01-04,18.3024
2022-01-05,17.7531
2022-01-06,17.8309
2022-01-07,17.6517
2022-01-08,17.6517
2022-01-09,17.6517
2022-01-10,17.3782
2022-01-11,17.1825
2022-01-12,17.6305
2022-01-13,17.4607
2022-01-14,17.3193
2022-01-15,17.3193
2022-01-16,17.3193
2022-01-17,17.3193
2022-01-18,16.9798
2022-01-19,16.9869
2022-01-20,16.6238
2022-01-21,16.355
2022-01-22,16.355
2022-01-23,16.355
2022-01-24,17.2839
2022-01-25,17.2721
2022-01-26,16.81
2022-01-27,16.5012
2022-01-28,16.8572
2022-01-29,16.8572
2022-01-30,16.8572
2022-01-31,16.5884
2022-02-01,16.7817
2022-02-02,16.0839
2022-02-03,15.8694
2022-02-04,15.7397
2022-02-05,15.7397
2022-02-06,15.7397
2022-02-07,15.9613
2022-02-08,16.2513
2022-02-09,16.4281
2022-02-10,16.058
2022-02-11,15.8316
2022-02-12,15.8316
2022-02-13,15.8316
2022-02-14,16.1546
2022-02-15,16.513
2022-02-16,16.4234
2022-02-17,16.2112
2022-02-18,15.9754
2022-02-19,15.9754
2022-02-20,15.9754
2022-02-21,15.9754
2022-02-22,15.5416
2022-02-23,14.8462
2022-02-24,13.5
2022-02-25,13.5801
2022-02-26,13.5801
2022-02-27,13.5801
2022-02-28,12.6289
2022-03-01,12.3491
2022-03-02,12.5111
2022-03-03,12.7551
2022-03-04,12.4942
2022-03-05,12.4942
2022-03-06,12.4942
2022-03-07,12.307
2022-03-08,12.6584
2022-03-09,12.5048
2022-03-10,12.288
2022-03-11,12.105
2022-03-12,12.105
2022-03-13,12.105
2022-03-14,12.0461
2022-03-15,12.2628
2022-03-16,12.3722
2022-03-17,12.3827
2022-03-18,12.469
2022-03-19,12.469
2022-03-20,12.469
2022-03-21,12.2018
2022-03-22,12.3554
2022-03-23,12.1239
2022-03-24,12.105
2022-03-25,12.0061
2022-03-26,12.0061
2022-03-27,12.0061
2022-03-28,12.0608
2022-03-29,12.328
2022-03-30,12.227
2022-03-31,13.961
2022-04-01,13.7904
2022-04-02,13.7904
2022-04-03,13.7904
2022-04-04,13.7212
2022-04-05,13.6119
2022-04-06,13.7212
2022-04-07,13.6013
2022-04-08,13.7824
2022-04-09,13.7824
2022-04-10,13.7824
2022-04-11,13.9556
2022-04-12,13.8411
2022-04-13,13.9823
2022-04-14,13.9077
2022-04-15,13.9077
2022-04-16,13.9077
2022-04-17,13.9077
2022-04-18,13.8304
2022-04-19,14.2088
2022-04-20,14.0915
2022-04-21,14.0462
2022-04-22,13.7851
2022-04-23,13.7851
2022-04-24,13.7851
2022-04-25,13.8133
2022-04-26,13.6158
2022-04-27,13.5277
2022-04-28,13.856
2022-04-29,13.6879
2022-04-30,13.6879
2022-05-01,13.6879
2022-05-02,14.0696
2022-05-03,14.155
2022-05-04,14.2404
2022-05-05,14.5314
2022-05-06,14.3103
2022-05-07,14.3103
2022-05-08,14.3103
2022-05-09,14.7829
2022-05-10,14.3771
2022-05-11,14.1235
2022-05-12,14.4412
2022-05-13,14.7802
2022-05-14,14.7802
2022-05-15,14.7802
2022-05-16,14.9244
2022-05-17,14.9644
2022-05-18,14.2703
2022-05-19,14.0941
2022-05-20,13.9206
2022-05-21,13.9206
2022-05-22,13.9206
2022-05-23,13.7497
2022-05-24,13.6162
2022-05-25,14.6174
2022-05-26,14.6467
2022-05-27,14.5987
2022-05-28,14.5987
2022-05-29,14.5987
2022-05-30,14.5987
2022-05-31,14.6013
2022-06-01,14.2836
2022-06-02,14.3077
2022-06-03,14.006
2022-06-04,14.006
2022-06-05,14.006
2022-06-06,14.2703
2022-06-07,14.2036
2022-06-08,14.4465
2022-06-09,14.345
2022-06-10,14.0754
2022-06-11,14.0754
2022-06-12,14.0754
2022-06-13,13.8031
2022-06-14,13.5201
2022-06-15,13.5148
2022-06-16,12.7085
2022-06-17,12.6551
2022-06-18,12.6551
2022-06-19,12.6551
2022-06-20,12.6551
2022-06-21,12.6712
2022-06-22,12.7513
2022-06-23,12.9355
2022-06-24,13.3866
2022-06-25,13.3866
2022-06-26,13.3866
2022-06-27,13.1998
2022-06-28,13.0316
2022-06-29,12.487
2022-06-30,15.6862
2022-07-01,15.7887
2022-07-02,15.7887
2022-07-03,15.7887
2022-07-04,15.7887
2022-07-05,16.0415
2022-07-06,15.734
2022-07-07,16.2534
2022-07-08,16.0825
2022-07-09,16.0825
2022-07-10,16.0825
2022-07-11,15.9971
2022-07-12,16.0894
2022-07-13,16.1065
2022-07-14,15.775
2022-07-15,16.3183
2022-07-16,16.3183
2022-07-17,16.3183
2022-07-18,16.5233
2022-07-19,16.7146
2022-07-20,17.0563
2022-07-21,17.0871
2022-07-22,17.1007
2022-07-23,17.1007
2022-07-24,17.1007
2022-07-25,17.0768
2022-07-26,16.2466
2022-07-27,16.66
2022-07-28,16.9743
2022-07-29,17.0802
2022-07-30,17.0802
2022-07-31,17.0802
2022-08-01,17.2476
2022-08-02,17.2476
2022-08-03,17.7294
2022-08-04,18.8877
2022-08-05,18.767
2022-08-06,18.767
2022-08-07,18.767
2022-08-08,19.1227
2022-08-09,18.8901
2022-08-10,19.1569
2022-08-11,19.2971
2022-08-12,19.5536
2022-08-13,19.5536
2022-08-14,19.5536
2022-08-15,19.3005
2022-08-16,19.7178
2022-08-17,19.4544
2022-08-18,19.3416
2022-08-19,18.9551
2022-08-20,18.9551
2022-08-21,18.9551
2022-08-22,18.6986
2022-08-23,18.8765
2022-08-24,18.6302
2022-08-25,18.897
2022-08-26,18.2917
2022-08-27,18.2917
2022-08-28,18.2917
2022-08-29,18.3532
2022-08-30,18.1207
2022-08-31,17.8778
2022-09-01,17.8402
2022-09-02,17.7
2022-09-03,17.7
2022-09-04,17.7
2022-09-05,17.7
2022-09-06,17.6795
2022-09-07,17.8539
2022-09-08,17.9189
2022-09-09,18.0694
2022-09-10,18.0694
2022-09-11,18.0694
2022-09-12,18.2506
2022-09-13,17.8642
2022-09-14,17.8949
2022-09-15,17.9702
2022-09-16,17.2999
2022-09-17,17.2999
2022-09-18,17.2999
2022-09-19,17.5256
2022-09-20,17.2999
2022-09-21,17.187
2022-09-22,16.9921
2022-09-23,16.8519
2022-09-24,16.8519
2022-09-25,16.8519
2022-09-26,16.609
2022-09-27,16.7356
2022-09-28,17.0639
2022-09-29,16.6774
2022-09-30,17.8318
2022-10-01,17.8318
2022-10-02,17.8318
2022-10-03,18.0677
2022-10-04,18.8458
2022-10-05,18.8996
2022-10-06,18.9534
2022-10-07,18.4816
2022-10-08,18.4816
2022-10-09,18.4816
2022-10-10,18.4568
2022-10-11,18.4319
2022-10-12,18.6844
2022-10-13,18.8003
2022-10-14,18.3823
2022-10-15,18.3823
2022-10-16,18.3823
2022-10-17,18.3947
2022-10-18,18.1008
2022-10-19,17.7821
2022-10-20,17.7366
2022-10-21,17.9353
2022-10-22,17.9353
2022-10-23,17.9353
2022-10-24,18.1256
2022-10-25,18.821
2022-10-26,18.8044
2022-10-27,18.9369
2022-10-28,19.1231
2022-10-29,19.1231
2022-10-30,19.1231
2022-10-31,19.2142
2022-11-01,19.2349
2022-11-02,18.7382
2022-11-03,18.8593
2022-11-04,18.8438
2022-11-05,18.8438
2022-11-06,18.8438
2022-11-07,18.8438
2022-11-08,18.8749
2022-11-09,18.5402
2022-11-10,19.486
2022-11-11,19.4977
2022-11-12,19.4977
2022-11-13,19.4977
2022-11-14,19.2019
2022-11-15,19.2447
2022-11-16,19.0462
2022-11-17,19.0345
2022-11-18,19.1045
2022-11-19,19.1045
2022-11-20,19.1045
2022-11-21,18.906
2022-11-22,19.2213
2022-11-23,19.2992
2022-11-24,19.2992
2022-11-25,19.2797
2022-11-26,19.2797
2022-11-27,19.2797
2022-11-28,19.3848
2022-11-29,19.6027
2022-11-30,19.9608
2022-12-01,19.7312
2022-12-02,19.7779
2022-12-03,19.7779
2022-12-04,19.7779
2022-12-05,19.6066
2022-12-06,19.7896
2022-12-07,19.7662
2022-12-08,19.8129
2022-12-09,19.809
2022-12-10,19.809
2022-12-11,19.809
2022-12-12,20.4162
2022-12-13,19.953
2022-12-14,19.9842
2022-12-15,19.8012
2022-12-16,19.5677
2022-12-17,19.5677
2022-12-18,19.5677
2022-12-19,19.2019
2022-12-20,19.124
2022-12-21,19.5405
2022-12-22,19.4315
2022-12-23,19.3965
2022-12-24,19.3965
2022-12-25,19.3965
2022-12-26,19.3965
2022-12-27,19.3653
2022-12-28,19.1824
2022-12-29,19.3459
2022-12-30,19.4578
2022-12-31,19.4578
2023-01-01,19.4578
2023-01-02,19.4578
2023-01-03,19.3379
2023-01-04,19.7989
2023-01-05,19.9151
2023-01-06,20.1549
2023-01-07,20.1549
2023-01-08,20.1549
2023-01-09,20.1025
2023-01-10,20.2524
2023-01-11,20.4922
2023-01-12,20.3835
2023-01-13,20.3985
2023-01-14,20.3985
2023-01-15,20.3985
2023-01-16,20.3985
2023-01-17,20.2674
2023-01-18,20.1961
2023-01-19,19.8101
2023-01-20,20.2561
2023-01-21,20.2561
2023-01-22,20.2561
2023-01-23,20.6459
2023-01-24,20.5597
2023-01-25,20.526
2023-01-26,20.6084
2023-01-27,20.8483
2023-01-28,20.8483
2023-01-29,20.8483
2023-01-30,20.7696
2023-01-31,21.0844
2023-02-01,21.3767
2023-02-02,22.2462
2023-02-03,22.1413
2023-02-04,22.1413
2023-02-05,22.1413
2023-02-06,21.9351
2023-02-07,21.9576
2023-02-08,21.7253
2023-02-09,21.298
2023-02-10,21.1668
2023-02-11,21.1668
2023-02-12,21.1668
2023-02-13,21.3093
2023-02-14,21.2793
2023-02-15,21.6953
2023-02-16,21.6053
2023-02-17,21.4929
2023-02-18,21.4929
2023-02-19,21.4929
2023-02-20,21.4929
2023-02-21,20.8483
2023-02-22,21.1631
2023-02-23,21.0544
2023-02-24,21.0538
2023-02-25,21.0538
2023-02-26,21.0538
2023-02-27,21.1589
2023-02-28,21.0801
2023-03-01,21.1251
2023-03-02,21.0801
2023-03-03,21.3464
2023-03-04,21.3464
2023-03-05,21.3464
2023-03-06,21.0988
2023-03-07,21.1288
2023-03-08,21.1739
2023-03-09,20.96
2023-03-10,20.6936
2023-03-11,20.6936
2023-03-12,20.6936
2023-03-13,20.326
2023-03-14,20.2659
2023-03-15,20.2172
2023-03-16,20.2697
2023-03-17,19.6506
2023-03-18,19.6506
