,MTG US Equity
2020-09-16,5.2251
2020-09-17,5.2492
2020-09-18,5.1673
2020-09-19,5.1673
2020-09-20,5.1673
2020-09-21,4.9455
2020-09-22,4.9118
2020-09-23,4.743
2020-09-24,4.7623
2020-09-25,4.7912
2020-09-26,4.7912
2020-09-27,4.7912
2020-09-28,5.0227
2020-09-29,4.878
2020-09-30,5.9763
2020-10-01,6.1388
2020-10-02,6.3955
2020-10-03,6.3955
2020-10-04,6.3955
2020-10-05,6.495
2020-10-06,6.5369
2020-10-07,6.8093
2020-10-08,6.8984
2020-10-09,6.8408
2020-10-10,6.8408
2020-10-11,6.8408
2020-10-12,6.9717
2020-10-13,6.8722
2020-10-14,6.7674
2020-10-15,6.8879
2020-10-16,6.7569
2020-10-17,6.7569
2020-10-18,6.7569
2020-10-19,6.6784
2020-10-20,6.6836
2020-10-21,6.4898
2020-10-22,6.6784
2020-10-23,6.846
2020-10-24,6.846
2020-10-25,6.846
2020-10-26,6.6941
2020-10-27,6.5893
2020-10-28,6.3693
2020-10-29,6.4164
2020-10-30,6.605
2020-10-31,6.605
2020-11-01,6.605
2020-11-02,6.7098
2020-11-03,6.9246
2020-11-04,6.9717
2020-11-05,6.6993
2020-11-06,6.9822
2020-11-07,6.9822
2020-11-08,6.9822
2020-11-09,7.1289
2020-11-10,7.307
2020-11-11,7.3332
2020-11-12,7.1027
2020-11-13,7.2232
2020-11-14,7.2232
2020-11-15,7.2232
2020-11-16,7.5742
2020-11-17,7.5218
2020-11-18,7.4275
2020-11-19,7.5218
2020-11-20,7.5375
2020-11-21,7.5375
2020-11-22,7.5375
2020-11-23,7.6842
2020-11-24,7.8728
2020-11-25,7.768
2020-11-26,7.768
2020-11-27,7.6737
2020-11-28,7.6737
2020-11-29,7.6737
2020-11-30,7.6004
2020-12-01,7.658
2020-12-02,7.7576
2020-12-03,7.7471
2020-12-04,7.8571
2020-12-05,7.8571
2020-12-06,7.8571
2020-12-07,7.7418
2020-12-08,7.6895
2020-12-09,7.7838
2020-12-10,7.8623
2020-12-11,7.6633
2020-12-12,7.6633
2020-12-13,7.6633
2020-12-14,7.6475
2020-12-15,7.8414
2020-12-16,7.9566
2020-12-17,7.899
2020-12-18,7.8152
2020-12-19,7.8152
2020-12-20,7.8152
2020-12-21,7.9147
2020-12-22,7.7942
2020-12-23,7.899
2020-12-24,7.7785
2020-12-25,7.7785
2020-12-26,7.7785
2020-12-27,7.7785
2020-12-28,7.8676
2020-12-29,7.7418
2020-12-30,7.8047
2020-12-31,8.4096
2021-01-01,8.4096
2021-01-02,8.4096
2021-01-03,8.4096
2021-01-04,8.1251
2021-01-05,8.2619
2021-01-06,8.4971
2021-01-07,8.8144
2021-01-08,8.798
2021-01-09,8.798
2021-01-10,8.798
2021-01-11,8.8254
2021-01-12,8.798
2021-01-13,8.7707
2021-01-14,8.9786
2021-01-15,8.8801
2021-01-16,8.8801
2021-01-17,8.8801
2021-01-18,8.8801
2021-01-19,8.9184
2021-01-20,9.0606
2021-01-21,8.7925
2021-01-22,8.4807
2021-01-23,8.4807
2021-01-24,8.4807
2021-01-25,8.3932
2021-01-26,8.24
2021-01-27,8.0321
2021-01-28,8.2783
2021-01-29,7.9555
2021-01-30,7.9555
2021-01-31,7.9555
2021-02-01,8.0977
2021-02-02,8.0594
2021-02-03,8.0376
2021-02-04,8.2509
2021-02-05,8.1415
2021-02-06,8.1415
2021-02-07,8.1415
2021-02-08,8.3111
2021-02-09,8.3385
2021-02-10,8.3877
2021-02-11,8.3549
2021-02-12,8.3111
2021-02-13,8.3111
2021-02-14,8.3111
2021-02-15,8.3111
2021-02-16,8.5464
2021-02-17,8.4588
2021-02-18,8.2892
2021-02-19,8.4752
2021-02-20,8.4752
2021-02-21,8.4752
2021-02-22,8.4643
2021-02-23,8.5451
2021-02-24,8.5889
2021-02-25,8.1729
2021-02-26,8.2112
2021-02-27,8.2112
2021-02-28,8.2112
2021-03-01,8.5616
2021-03-02,8.4466
2021-03-03,8.4849
2021-03-04,8.3535
2021-03-05,8.3316
2021-03-06,8.3316
2021-03-07,8.3316
2021-03-08,8.3754
2021-03-09,8.463
2021-03-10,8.6382
2021-03-11,8.6875
2021-03-12,8.7367
2021-03-13,8.7367
2021-03-14,8.7367
2021-03-15,8.9064
2021-03-16,8.8243
2021-03-17,8.994
2021-03-18,8.7641
2021-03-19,8.6546
2021-03-20,8.6546
2021-03-21,8.6546
2021-03-22,8.4904
2021-03-23,8.3426
2021-03-24,8.3426
2021-03-25,8.5616
2021-03-26,8.8353
2021-03-27,8.8353
2021-03-28,8.8353
2021-03-29,8.8189
2021-03-30,9.005
2021-03-31,9.2003
2021-04-01,9.1461
2021-04-02,9.1461
2021-04-03,9.1461
2021-04-04,9.1461
2021-04-05,9.2924
2021-04-06,9.2003
2021-04-07,9.2653
2021-04-08,9.352
2021-04-09,9.4549
2021-04-10,9.4549
2021-04-11,9.4549
2021-04-12,9.352
2021-04-13,9.2599
2021-04-14,9.3141
2021-04-15,9.4333
2021-04-16,9.4495
2021-04-17,9.4495
2021-04-18,9.4495
2021-04-19,9.5145
2021-04-20,9.3412
2021-04-21,9.5254
2021-04-22,9.5416
2021-04-23,9.7854
2021-04-24,9.7854
2021-04-25,9.7854
2021-04-26,9.8342
2021-04-27,9.948
2021-04-28,10.0617
2021-04-29,10.1268
2021-04-30,9.9534
2021-05-01,9.9534
2021-05-02,9.9534
2021-05-03,10.013
2021-05-04,10.0401
2021-05-05,9.8199
2021-05-06,9.3804
2021-05-07,9.5106
2021-05-08,9.5106
2021-05-09,9.5106
2021-05-10,9.3858
2021-05-11,9.2664
2021-05-12,8.9191
2021-05-13,9.2447
2021-05-14,9.4346
2021-05-15,9.4346
2021-05-16,9.4346
2021-05-17,9.4835
2021-05-18,9.4781
2021-05-19,9.4401
2021-05-20,9.4346
2021-05-21,9.5215
2021-05-22,9.5215
2021-05-23,9.5215
2021-05-24,9.4835
2021-05-25,9.337
2021-05-26,9.5215
2021-05-27,9.6246
2021-05-28,9.6843
2021-05-29,9.6843
2021-05-30,9.6843
2021-05-31,9.6843
2021-06-01,9.668
2021-06-02,9.5595
2021-06-03,9.6463
2021-06-04,9.6734
2021-06-05,9.6734
2021-06-06,9.6734
2021-06-07,9.7222
2021-06-08,9.7602
2021-06-09,9.6409
2021-06-10,9.4998
2021-06-11,9.5595
2021-06-12,9.5595
2021-06-13,9.5595
2021-06-14,9.5106
2021-06-15,9.5974
2021-06-16,9.4781
2021-06-17,9.2339
2021-06-18,9.0222
2021-06-19,9.0222
2021-06-20,9.0222
2021-06-21,9.2393
2021-06-22,9.223
2021-06-23,9.223
2021-06-24,9.2284
2021-06-25,9.3858
2021-06-26,9.3858
2021-06-27,9.3858
2021-06-28,9.1959
2021-06-29,9.1091
2021-06-30,7.0323
2021-07-01,7.2507
2021-07-02,7.2255
2021-07-03,7.2255
2021-07-04,7.2255
2021-07-05,7.2255
2021-07-06,7.1247
2021-07-07,7.0659
2021-07-08,6.9231
2021-07-09,7.0533
2021-07-10,7.0533
2021-07-11,7.0533
2021-07-12,7.0953
2021-07-13,6.9987
2021-07-14,7.0155
2021-07-15,7.0533
2021-07-16,7.0365
2021-07-17,7.0365
2021-07-18,7.0365
2021-07-19,6.8433
2021-07-20,6.9693
2021-07-21,7.0575
2021-07-22,6.9609
2021-07-23,7.0365
2021-07-24,7.0365
2021-07-25,7.0365
2021-07-26,7.0281
2021-07-27,6.9903
2021-07-28,7.0659
2021-07-29,7.1415
2021-07-30,7.1331
2021-07-31,7.1331
2021-08-01,7.1331
2021-08-02,7.0827
2021-08-03,7.1205
2021-08-04,7.0072
2021-08-05,7.2256
2021-08-06,7.3811
2021-08-07,7.3811
2021-08-08,7.3811
2021-08-09,7.3433
2021-08-10,7.4525
2021-08-11,7.5197
2021-08-12,7.6037
2021-08-13,7.6205
2021-08-14,7.6205
2021-08-15,7.6205
2021-08-16,7.5995
2021-08-17,7.5533
2021-08-18,7.5953
2021-08-19,7.4819
2021-08-20,7.6037
2021-08-21,7.6037
2021-08-22,7.6037
2021-08-23,7.6037
2021-08-24,7.6751
2021-08-25,7.7465
2021-08-26,7.6751
2021-08-27,7.8096
2021-08-28,7.8096
2021-08-29,7.8096
2021-08-30,7.7213
2021-08-31,7.7339
2021-09-01,7.7087
2021-09-02,7.7591
2021-09-03,7.7381
2021-09-04,7.7381
2021-09-05,7.7381
2021-09-06,7.7381
2021-09-07,7.7087
2021-09-08,7.7003
2021-09-09,7.7255
2021-09-10,7.6499
2021-09-11,7.6499
2021-09-12,7.6499
2021-09-13,7.7213
2021-09-14,7.5701
2021-09-15,7.6415
2021-09-16,7.6121
2021-09-17,7.5869
2021-09-18,7.5869
2021-09-19,7.5869
2021-09-20,7.5239
2021-09-21,7.4861
2021-09-22,7.5995
2021-09-23,7.6709
2021-09-24,7.6457
2021-09-25,7.6457
2021-09-26,7.6457
2021-09-27,7.7507
2021-09-28,7.6457
2021-09-29,7.6709
2021-09-30,7.268
2021-10-01,7.4687
2021-10-02,7.4687
2021-10-03,7.4687
2021-10-04,7.4727
2021-10-05,7.4647
2021-10-06,7.5329
2021-10-07,7.5891
2021-10-08,7.6132
2021-10-09,7.6132
2021-10-10,7.6132
2021-10-11,7.6212
2021-10-12,7.6332
2021-10-13,7.7095
2021-10-14,7.8459
2021-10-15,7.8339
2021-10-16,7.8339
2021-10-17,7.8339
2021-10-18,7.8138
2021-10-19,7.8138
2021-10-20,7.8459
2021-10-21,7.858
2021-10-22,7.8821
2021-10-23,7.8821
2021-10-24,7.8821
2021-10-25,7.858
2021-10-26,7.862
2021-10-27,7.7015
2021-10-28,7.7536
2021-10-29,7.7496
2021-10-30,7.7496
2021-10-31,7.7496
2021-11-01,7.8941
2021-11-02,7.85
2021-11-03,7.3984
2021-11-04,7.1558
2021-11-05,7.3368
2021-11-06,7.3368
2021-11-07,7.3368
2021-11-08,7.3137
2021-11-09,7.1712
2021-11-10,7.1481
2021-11-11,7.1943
2021-11-12,7.1365
2021-11-13,7.1365
2021-11-14,7.1365
2021-11-15,7.152
2021-11-16,7.1828
2021-11-17,7.0056
2021-11-18,7.0287
2021-11-19,7.0326
2021-11-20,7.0326
2021-11-21,7.0326
2021-11-22,7.0865
2021-11-23,7.0749
2021-11-24,7.0942
2021-11-25,7.0942
2021-11-26,6.8554
2021-11-27,6.8554
2021-11-28,6.8554
2021-11-29,6.8246
2021-11-30,6.6937
2021-12-01,6.6398
2021-12-02,6.736
2021-12-03,6.6975
2021-12-04,6.6975
2021-12-05,6.6975
2021-12-06,6.7399
2021-12-07,6.8323
2021-12-08,6.8362
2021-12-09,6.84
2021-12-10,6.7707
2021-12-11,6.7707
2021-12-12,6.7707
2021-12-13,6.7168
2021-12-14,6.6898
2021-12-15,6.7052
2021-12-16,6.686
2021-12-17,6.6167
2021-12-18,6.6167
2021-12-19,6.6167
2021-12-20,6.3971
2021-12-21,6.555
2021-12-22,6.6012
2021-12-23,6.6898
2021-12-24,6.6898
2021-12-25,6.6898
2021-12-26,6.6898
2021-12-27,6.8131
2021-12-28,6.7553
2021-12-29,6.8285
2021-12-30,6.7938
2021-12-31,6.3643
2022-01-01,6.3643
2022-01-02,6.3643
2022-01-03,6.4128
2022-01-04,6.5284
2022-01-05,6.4613
2022-01-06,6.6216
2022-01-07,6.8118
2022-01-08,6.8118
2022-01-09,6.8118
2022-01-10,7.0691
2022-01-11,7.1399
2022-01-12,7.1474
2022-01-13,7.1213
2022-01-14,7.125
2022-01-15,7.125
2022-01-16,7.125
2022-01-17,7.125
2022-01-18,7.0094
2022-01-19,6.8491
2022-01-20,6.7335
2022-01-21,6.5918
2022-01-22,6.5918
2022-01-23,6.5918
2022-01-24,6.6701
2022-01-25,6.6999
2022-01-26,6.6738
2022-01-27,6.4911
2022-01-28,6.6067
2022-01-29,6.6067
2022-01-30,6.6067
2022-01-31,6.6477
2022-02-01,6.7074
2022-02-02,6.644
2022-02-03,6.5748
2022-02-04,6.6592
2022-02-05,6.6592
2022-02-06,6.6592
2022-02-07,6.6886
2022-02-08,6.9197
2022-02-09,6.828
2022-02-10,6.7876
2022-02-11,6.7546
2022-02-12,6.7546
2022-02-13,6.7546
2022-02-14,6.6702
2022-02-15,6.784
2022-02-16,6.8317
2022-02-17,6.6519
2022-02-18,6.6812
2022-02-19,6.6812
2022-02-20,6.6812
2022-02-21,6.6812
2022-02-22,6.5932
2022-02-23,6.4453
2022-02-24,6.3586
2022-02-25,6.5357
2022-02-26,6.5357
2022-02-27,6.5357
2022-02-28,6.4742
2022-03-01,6.2248
2022-03-02,6.4815
2022-03-03,6.3983
2022-03-04,6.2718
2022-03-05,6.2718
2022-03-06,6.2718
2022-03-07,5.9718
2022-03-08,5.9465
2022-03-09,6.073
2022-03-10,6.0477
2022-03-11,5.9971
2022-03-12,5.9971
2022-03-13,5.9971
2022-03-14,5.9971
2022-03-15,6.0441
2022-03-16,6.1309
2022-03-17,6.0188
2022-03-18,6.0875
2022-03-19,6.0875
2022-03-20,6.0875
2022-03-21,6.0405
2022-03-22,6.1562
2022-03-23,5.979
2022-03-24,6.0694
2022-03-25,6.1489
2022-03-26,6.1489
2022-03-27,6.1489
2022-03-28,6.0815
2022-03-29,6.1319
2022-03-30,5.9949
2022-03-31,5.249
2022-04-01,5.228
2022-04-02,5.228
2022-04-03,5.228
2022-04-04,5.2315
2022-04-05,5.1546
2022-04-06,5.1056
2022-04-07,5.0741
2022-04-08,5.0671
2022-04-09,5.0671
2022-04-10,5.0671
2022-04-11,5.0426
2022-04-12,5.0356
2022-04-13,5.1301
2022-04-14,5.2001
2022-04-15,5.2001
2022-04-16,5.2001
2022-04-17,5.2001
2022-04-18,5.27
2022-04-19,5.3085
2022-04-20,5.347
2022-04-21,5.291
2022-04-22,5.1301
2022-04-23,5.1301
2022-04-24,5.1301
2022-04-25,5.1266
2022-04-26,5.0286
2022-04-27,5.0391
2022-04-28,5.1756
2022-04-29,5.0776
2022-04-30,5.0776
2022-05-01,5.0776
2022-05-02,5.1056
2022-05-03,5.242
2022-05-04,5.257
2022-05-05,5.14
2022-05-06,5.1469
2022-05-07,5.1469
2022-05-08,5.1469
2022-05-09,4.9886
2022-05-10,4.9783
2022-05-11,4.9714
2022-05-12,4.9267
2022-05-13,4.9989
2022-05-14,4.9989
2022-05-15,4.9989
2022-05-16,5.0058
2022-05-17,5.2088
2022-05-18,5.0368
2022-05-19,5.0953
2022-05-20,5.0333
2022-05-21,5.0333
2022-05-22,5.0333
2022-05-23,5.1125
2022-05-24,5.0264
2022-05-25,5.0987
2022-05-26,5.2122
2022-05-27,5.2398
2022-05-28,5.2398
2022-05-29,5.2398
2022-05-30,5.2398
2022-05-31,5.3017
2022-06-01,5.2535
2022-06-02,5.3051
2022-06-03,5.2466
2022-06-04,5.2466
2022-06-05,5.2466
2022-06-06,5.2845
2022-06-07,5.4187
2022-06-08,5.3223
2022-06-09,5.2604
2022-06-10,4.9714
2022-06-11,4.9714
2022-06-12,4.9714
2022-06-13,4.7615
2022-06-14,4.7891
2022-06-15,4.7547
2022-06-16,4.4381
2022-06-17,4.5517
2022-06-18,4.5517
2022-06-19,4.5517
2022-06-20,4.5517
2022-06-21,4.531
2022-06-22,4.5207
2022-06-23,4.7925
2022-06-24,4.8957
2022-06-25,4.8957
2022-06-26,4.8957
2022-06-27,4.9129
2022-06-28,4.8854
2022-06-29,4.8441
2022-06-30,4.3334
2022-07-01,4.3973
2022-07-02,4.3973
2022-07-03,4.3973
2022-07-04,4.3973
2022-07-05,4.3517
2022-07-06,4.4186
2022-07-07,4.4004
2022-07-08,4.4338
2022-07-09,4.4338
2022-07-10,4.4338
2022-07-11,4.4825
2022-07-12,4.4947
2022-07-13,4.4886
2022-07-14,4.4704
2022-07-15,4.5738
2022-07-16,4.5738
2022-07-17,4.5738
2022-07-18,4.5221
2022-07-19,4.6195
2022-07-20,4.6499
2022-07-21,4.6529
2022-07-22,4.6286
2022-07-23,4.6286
2022-07-24,4.6286
2022-07-25,4.7351
2022-07-26,4.6529
2022-07-27,4.6895
2022-07-28,4.726
2022-07-29,4.8021
2022-07-30,4.8021
2022-07-31,4.8021
2022-08-01,4.8081
2022-08-02,4.7686
2022-08-03,4.7492
2022-08-04,4.8298
2022-08-05,4.8298
2022-08-06,4.8298
2022-08-07,4.8298
2022-08-08,4.8298
2022-08-09,4.782
2022-08-10,4.8835
2022-08-11,4.9342
2022-08-12,5.0087
2022-08-13,5.0087
2022-08-14,5.0087
2022-08-15,5.0147
2022-08-16,5.0892
2022-08-17,5.0773
2022-08-18,5.14
2022-08-19,5.0654
2022-08-20,5.0654
2022-08-21,5.0654
2022-08-22,4.9908
2022-08-23,5.0087
2022-08-24,4.9282
2022-08-25,4.958
2022-08-26,4.8208
2022-08-27,4.8208
2022-08-28,4.8208
2022-08-29,4.8029
2022-08-30,4.7641
2022-08-31,4.7612
2022-09-01,4.6598
2022-09-02,4.6717
2022-09-03,4.6717
2022-09-04,4.6717
2022-09-05,4.6717
2022-09-06,4.5971
2022-09-07,4.6806
2022-09-08,4.7433
2022-09-09,4.8119
2022-09-10,4.8119
2022-09-11,4.8119
2022-09-12,4.8685
2022-09-13,4.7254
2022-09-14,4.7164
2022-09-15,4.785
2022-09-16,4.7552
2022-09-17,4.7552
2022-09-18,4.7552
2022-09-19,4.7701
2022-09-20,4.7105
2022-09-21,4.6598
2022-09-22,4.4987
2022-09-23,4.4331
2022-09-24,4.4331
2022-09-25,4.4331
2022-09-26,4.3406
2022-09-27,4.3406
2022-09-28,4.4122
2022-09-29,4.3973
2022-09-30,3.8345
2022-10-01,3.8345
2022-10-02,3.8345
2022-10-03,3.9911
2022-10-04,4.1098
2022-10-05,4.0343
2022-10-06,4.0046
2022-10-07,3.8912
2022-10-08,3.8912
2022-10-09,3.8912
2022-10-10,3.7698
2022-10-11,3.7859
2022-10-12,3.7482
2022-10-13,3.8156
2022-10-14,3.7482
2022-10-15,3.7482
2022-10-16,3.7482
2022-10-17,3.8183
2022-10-18,3.8345
2022-10-19,3.7644
2022-10-20,3.7239
2022-10-21,3.7212
2022-10-22,3.7212
2022-10-23,3.7212
2022-10-24,3.8021
2022-10-25,3.9263
2022-10-26,3.9074
2022-10-27,3.9506
2022-10-28,4.0073
2022-10-29,4.0073
2022-10-30,4.0073
2022-10-31,4.0586
2022-11-01,4.0586
2022-11-02,3.941
2022-11-03,3.9173
2022-11-04,3.8988
2022-11-05,3.8988
2022-11-06,3.8988
2022-11-07,3.9358
2022-11-08,3.9622
2022-11-09,3.875
2022-11-10,4.0864
2022-11-11,4.0045
2022-11-12,4.0045
2022-11-13,4.0045
2022-11-14,3.912
2022-11-15,3.8856
2022-11-16,3.8724
2022-11-17,3.8539
2022-11-18,3.8856
2022-11-19,3.8856
2022-11-20,3.8856
2022-11-21,3.9173
2022-11-22,3.9278
2022-11-23,3.9516
2022-11-24,3.9516
2022-11-25,3.9648
2022-11-26,3.9648
2022-11-27,3.9648
2022-11-28,3.9146
2022-11-29,3.949
2022-11-30,4.0018
2022-12-01,3.9384
2022-12-02,3.8908
2022-12-03,3.8908
2022-12-04,3.8908
2022-12-05,3.7931
2022-12-06,3.7587
2022-12-07,3.8037
2022-12-08,3.838
2022-12-09,3.8274
2022-12-10,3.8274
2022-12-11,3.8274
2022-12-12,3.8671
2022-12-13,3.8565
2022-12-14,3.8433
2022-12-15,3.8116
2022-12-16,3.727
2022-12-17,3.727
2022-12-18,3.727
2022-12-19,3.7191
2022-12-20,3.7218
2022-12-21,3.8354
2022-12-22,3.7693
2022-12-23,3.7904
2022-12-24,3.7904
2022-12-25,3.7904
2022-12-26,3.7904
2022-12-27,3.7931
2022-12-28,3.7535
2022-12-29,3.8222
2022-12-30,3.6876
2022-12-31,3.6876
2023-01-01,3.6876
2023-01-02,3.6876
2023-01-03,3.7163
2023-01-04,3.7267
2023-01-05,3.6615
2023-01-06,3.6171
2023-01-07,3.6171
2023-01-08,3.6171
2023-01-09,3.6119
2023-01-10,3.6588
2023-01-11,3.7058
2023-01-12,3.7632
2023-01-13,3.7528
2023-01-14,3.7528
2023-01-15,3.7528
2023-01-16,3.7528
2023-01-17,3.7763
2023-01-18,3.8024
2023-01-19,3.8494
2023-01-20,3.8755
2023-01-21,3.8755
2023-01-22,3.8755
2023-01-23,3.9094
2023-01-24,3.8833
2023-01-25,3.9094
2023-01-26,4.0347
2023-01-27,3.9903
2023-01-28,3.9903
2023-01-29,3.9903
2023-01-30,3.9224
2023-01-31,3.9799
2023-02-01,4.0086
2023-02-02,4.0242
2023-02-03,3.9929
2023-02-04,3.9929
2023-02-05,3.9929
2023-02-06,3.8911
2023-02-07,3.9485
2023-02-08,3.9381
2023-02-09,3.8989
2023-02-10,3.9277
2023-02-11,3.9277
2023-02-12,3.9277
2023-02-13,3.9772
2023-02-14,3.9668
2023-02-15,3.9955
2023-02-16,3.9511
2023-02-17,3.959
2023-02-18,3.959
2023-02-19,3.959
2023-02-20,3.959
2023-02-21,3.8441
2023-02-22,3.7755
2023-02-23,3.7985
2023-02-24,3.8138
2023-02-25,3.8138
2023-02-26,3.8138
2023-02-27,3.8112
2023-02-28,3.8061
2023-03-01,3.7959
2023-03-02,3.8036
2023-03-03,3.8444
2023-03-04,3.8444
2023-03-05,3.8444
2023-03-06,3.8266
2023-03-07,3.8215
2023-03-08,3.8189
2023-03-09,3.6964
2023-03-10,3.5867
2023-03-11,3.5867
2023-03-12,3.5867
2023-03-13,3.4769
2023-03-14,3.5407
2023-03-15,3.5076
2023-03-16,3.5637
