,RUSHA US Equity
2022-06-03,10.7778
2022-06-04,10.7778
2022-06-05,10.7778
2022-06-06,10.9238
2022-06-07,10.8708
2022-06-08,10.9403
2022-06-09,10.9386
2022-06-10,10.6611
2022-06-11,10.6611
2022-06-12,10.6611
2022-06-13,10.3926
2022-06-14,10.5104
2022-06-15,10.5933
2022-06-16,10.1566
2022-06-17,10.1669
2022-06-18,10.1669
2022-06-19,10.1669
2022-06-20,10.1669
2022-06-21,10.3692
2022-06-22,10.3827
2022-06-23,10.1902
2022-06-24,10.3231
2022-06-25,10.3231
2022-06-26,10.3231
2022-06-27,10.5019
2022-06-28,10.2946
2022-06-29,10.2829
2022-06-30,9.3644
2022-07-01,9.4838
2022-07-02,9.4838
2022-07-03,9.4838
2022-07-04,9.4838
2022-07-05,9.4777
2022-07-06,9.43
2022-07-07,9.6352
2022-07-08,9.5731
2022-07-09,9.5731
2022-07-10,9.5731
2022-07-11,9.5363
2022-07-12,9.5755
2022-07-13,9.5059
2022-07-14,9.4436
2022-07-15,9.5634
2022-07-16,9.5634
2022-07-17,9.5634
2022-07-18,9.5047
2022-07-19,9.6952
2022-07-20,9.7796
2022-07-21,9.7783
2022-07-22,9.7233
2022-07-23,9.7233
2022-07-24,9.7233
2022-07-25,9.7277
2022-07-26,9.798
2022-07-27,9.372
2022-07-28,9.461
2022-07-29,9.4654
2022-07-30,9.4654
2022-07-31,9.4654
2022-08-01,9.5799
2022-08-02,9.4868
2022-08-03,9.566
2022-08-04,9.4704
2022-08-05,9.5321
2022-08-06,9.5321
2022-08-07,9.5321
2022-08-08,9.5466
2022-08-09,9.4632
2022-08-10,9.608
2022-08-11,9.6141
2022-08-12,9.7868
2022-08-13,9.7868
2022-08-14,9.7868
2022-08-15,9.8398
2022-08-16,10.0757
2022-08-17,9.9663
2022-08-18,10.0088
2022-08-19,9.9271
2022-08-20,9.9271
2022-08-21,9.9271
2022-08-22,9.7775
2022-08-23,9.718
2022-08-24,9.6857
2022-08-25,9.8298
2022-08-26,9.6082
2022-08-27,9.6082
2022-08-28,9.6082
2022-08-29,9.5862
2022-08-30,9.3686
2022-08-31,9.2353
2022-09-01,9.2033
2022-09-02,9.1883
2022-09-03,9.1883
2022-09-04,9.1883
2022-09-05,9.1883
2022-09-06,9.175
2022-09-07,9.3042
2022-09-08,9.2903
2022-09-09,9.4461
2022-09-10,9.4461
2022-09-11,9.4461
2022-09-12,9.484
2022-09-13,9.1839
2022-09-14,9.1805
2022-09-15,9.1114
2022-09-16,8.9402
2022-09-17,8.9402
2022-09-18,8.9402
2022-09-19,9.1377
2022-09-20,9.0979
2022-09-21,9.0165
2022-09-22,8.9361
2022-09-23,8.829
2022-09-24,8.829
2022-09-25,8.829
2022-09-26,8.7543
2022-09-27,8.7774
2022-09-28,8.9369
2022-09-29,8.8422
2022-09-30,8.094
2022-10-01,8.094
2022-10-02,8.094
2022-10-03,8.3088
2022-10-04,8.3817
2022-10-05,8.3899
2022-10-06,8.3388
2022-10-07,8.2651
2022-10-08,8.2651
2022-10-09,8.2651
2022-10-10,8.3223
2022-10-11,8.3846
2022-10-12,8.3498
2022-10-13,8.5071
2022-10-14,8.4133
2022-10-15,8.4133
2022-10-16,8.4133
2022-10-17,8.5293
2022-10-18,8.6952
2022-10-19,8.5929
2022-10-20,8.4312
2022-10-21,8.6248
2022-10-22,8.6248
2022-10-23,8.6248
2022-10-24,8.7057
2022-10-25,8.775
2022-10-26,8.5502
2022-10-27,8.661
2022-10-28,8.7917
2022-10-29,8.7917
2022-10-30,8.7917
2022-10-31,8.7503
2022-11-01,8.7486
2022-11-02,8.6099
2022-11-03,8.5446
2022-11-04,8.634
2022-11-05,8.634
2022-11-06,8.634
2022-11-07,8.6126
2022-11-08,8.5896
2022-11-09,8.4777
2022-11-10,8.8424
2022-11-11,8.8433
2022-11-12,8.8433
2022-11-13,8.8433
2022-11-14,8.7377
2022-11-15,8.7655
2022-11-16,8.6921
2022-11-17,8.7549
2022-11-18,8.8295
2022-11-19,8.8295
2022-11-20,8.8295
2022-11-21,8.8439
2022-11-22,8.9254
2022-11-23,8.9556
2022-11-24,8.9556
2022-11-25,8.9301
2022-11-26,8.9301
2022-11-27,8.9301
2022-11-28,8.8251
2022-11-29,8.7626
2022-11-30,8.8817
2022-12-01,8.9345
2022-12-02,8.9738
2022-12-03,8.9738
2022-12-04,8.9738
2022-12-05,9.1297
2022-12-06,9.1591
2022-12-07,9.1012
2022-12-08,8.9848
2022-12-09,8.6758
2022-12-10,8.6758
2022-12-11,8.6758
2022-12-12,8.7025
2022-12-13,8.7478
2022-12-14,8.8675
2022-12-15,8.7965
2022-12-16,8.7928
2022-12-17,8.7928
2022-12-18,8.7928
2022-12-19,8.8925
2022-12-20,8.8854
2022-12-21,9.019
2022-12-22,8.9286
2022-12-23,9.0211
2022-12-24,9.0211
2022-12-25,9.0211
2022-12-26,9.0211
2022-12-27,9.013
2022-12-28,8.8876
2022-12-29,9.0348
2022-12-30,8.1939
2022-12-31,8.1939
2023-01-01,8.1939
2023-01-02,8.1939
2023-01-03,8.1198
2023-01-04,8.1271
2023-01-05,8.0704
2023-01-06,8.2429
2023-01-07,8.2429
2023-01-08,8.2429
2023-01-09,8.1614
2023-01-10,8.2005
2023-01-11,8.1595
2023-01-12,8.1761
2023-01-13,8.1356
2023-01-14,8.1356
2023-01-15,8.1356
2023-01-16,8.1356
2023-01-17,8.0662
2023-01-18,8.0673
2023-01-19,8.0039
2023-01-20,8.0387
2023-01-21,8.0387
2023-01-22,8.0387
2023-01-23,8.0278
2023-01-24,8.1343
2023-01-25,8.1471
2023-01-26,8.2652
2023-01-27,8.2287
2023-01-28,8.2287
2023-01-29,8.2287
2023-01-30,8.1825
2023-01-31,8.3673
2023-02-01,8.5709
2023-02-02,8.7482
2023-02-03,8.7144
2023-02-04,8.7144
2023-02-05,8.7144
2023-02-06,8.6107
2023-02-07,8.5905
2023-02-08,8.4497
2023-02-09,8.5148
2023-02-10,8.5386
2023-02-11,8.5386
2023-02-12,8.5386
2023-02-13,8.7067
2023-02-14,8.701
2023-02-15,8.759
2023-02-16,9.1579
2023-02-17,9.0063
2023-02-18,9.0063
2023-02-19,9.0063
2023-02-20,9.0063
2023-02-21,8.6756
2023-02-22,8.6604
2023-02-23,8.6877
2023-02-24,8.6283
2023-02-25,8.6283
2023-02-26,8.6283
2023-02-27,8.6919
2023-02-28,8.6435
2023-03-01,8.7196
2023-03-02,8.7476
2023-03-03,8.7557
2023-03-04,8.7557
2023-03-05,8.7557
2023-03-06,8.6307
2023-03-07,8.6062
2023-03-08,8.5127
2023-03-09,8.4468
2023-03-10,8.4029
2023-03-11,8.4029
2023-03-12,8.4029
2023-03-13,8.1746
2023-03-14,8.2854
2023-03-15,8.1935
2023-03-16,8.2507
2023-03-17,8.1355
