,SR US Equity
2023-03-17,18.5102
2023-03-18,18.5102
2023-03-19,18.5102
2023-03-20,18.5442
2023-03-21,18.3819
2023-03-22,18.2151
2023-03-23,18.1482
2023-03-24,18.4194
2023-03-25,18.4194
2023-03-26,18.4194
2023-03-27,18.4273
2023-03-28,18.4228
2023-03-29,18.5408
2023-03-30,18.6032
2023-03-31,17.6905
2023-04-01,17.6905
2023-04-02,17.6905
2023-04-03,17.6355
2023-04-04,17.6278
2023-04-05,17.8421
2023-04-06,17.7949
2023-04-07,17.7949
2023-04-08,17.7949
2023-04-09,17.7949
2023-04-10,17.8223
2023-04-11,17.7927
2023-04-12,17.6465
2023-04-13,17.5993
2023-04-14,17.4564
2023-04-15,17.4564
2023-04-16,17.4564
2023-04-17,17.6377
2023-04-18,17.5674
2023-04-19,17.6696
2023-04-20,17.6509
2023-04-21,17.6652
2023-04-22,17.6652
2023-04-23,17.6652
2023-04-24,17.6344
2023-04-25,17.6564
2023-04-26,17.4169
2023-04-27,17.5366
2023-04-28,17.4257
2023-04-29,17.4257
2023-04-30,17.4257
2023-05-01,17.4158
2023-05-02,17.3059
2023-05-03,17.4296
2023-05-04,17.5055
2023-05-05,17.6341
2023-05-06,17.6341
2023-05-07,17.6341
2023-05-08,17.4978
2023-05-09,17.511
2023-05-10,17.6077
2023-05-11,17.5297
2023-05-12,17.5825
2023-05-13,17.5825
2023-05-14,17.5825
2023-05-15,17.4659
2023-05-16,17.379
2023-05-17,17.4681
2023-05-18,17.4395
2023-05-19,17.4626
2023-05-20,17.4626
2023-05-21,17.4626
2023-05-22,17.4505
2023-05-23,17.4659
2023-05-24,17.247
2023-05-25,17.2041
2023-05-26,17.2118
2023-05-27,17.2118
2023-05-28,17.2118
2023-05-29,17.2118
2023-05-30,17.1194
2023-05-31,17.0853
2023-06-01,16.9775
2023-06-02,17.1887
2023-06-03,17.1887
2023-06-04,17.1887
2023-06-05,17.093
2023-06-06,17.1865
2023-06-07,17.4637
2023-06-08,17.3867
2023-06-09,17.2525
2023-06-10,17.2525
2023-06-11,17.2525
2023-06-12,17.2052
2023-06-13,17.2547
2023-06-14,17.0193
2023-06-15,17.2209
2023-06-16,17.1981
2023-06-17,17.1981
2023-06-18,17.1981
2023-06-19,17.1981
2023-06-20,17.1424
2023-06-21,17.2481
2023-06-22,17.2356
2023-06-23,17.1095
2023-06-24,17.1095
2023-06-25,17.1095
2023-06-26,17.1402
2023-06-27,17.1527
2023-06-28,17.0947
2023-06-29,17.1447
2023-06-30,18.1723
2023-07-01,18.1723
2023-07-02,18.1723
2023-07-03,18.1795
2023-07-04,18.1795
2023-07-05,18.1975
2023-07-06,18.0534
2023-07-07,18.0161
2023-07-08,18.0161
2023-07-09,18.0161
2023-07-10,18.117
2023-07-11,18.1423
2023-07-12,18.2228
2023-07-13,18.2216
2023-07-14,18.123
2023-07-15,18.123
2023-07-16,18.123
2023-07-17,18.1387
2023-07-18,18.1807
2023-07-19,18.272
2023-07-20,18.4114
2023-07-21,18.3874
2023-07-22,18.3874
2023-07-23,18.3874
2023-07-24,18.4042
2023-07-25,18.3777
2023-07-26,18.3886
2023-07-27,18.2264
2023-07-28,18.1699
2023-07-29,18.1699
2023-07-30,18.1699
2023-07-31,18.1879
2023-08-01,18.0053
2023-08-02,17.6842
2023-08-03,17.6075
2023-08-04,17.6179
2023-08-05,17.6179
2023-08-06,17.6179
2023-08-07,17.6261
2023-08-08,17.5342
2023-08-09,17.5563
2023-08-10,17.5261
2023-08-11,17.5261
2023-08-12,17.5261
2023-08-13,17.5261
2023-08-14,17.3981
2023-08-15,17.3691
2023-08-16,17.4156
2023-08-17,17.44
2023-08-18,17.4295
2023-08-19,17.4295
2023-08-20,17.4295
2023-08-21,17.4005
2023-08-22,17.4109
2023-08-23,17.3946
2023-08-24,17.3621
2023-08-25,17.3946
2023-08-26,17.3946
2023-08-27,17.3946
2023-08-28,17.4202
2023-08-29,17.4667
2023-08-30,17.4423
2023-08-31,17.3435
2023-09-01,17.3807
2023-09-02,17.3807
2023-09-03,17.3807
2023-09-04,17.3807
2023-09-05,17.2341
2023-09-06,17.3493
2023-09-07,17.4574
2023-09-08,17.4063
2023-09-09,17.4063
2023-09-10,17.4063
2023-09-11,17.4551
2023-09-12,17.5016
2023-09-13,17.5714
2023-09-14,17.6075
2023-09-15,17.604
2023-09-16,17.604
2023-09-17,17.604
2023-09-18,17.5156
2023-09-19,17.4121
2023-09-20,17.3842
2023-09-21,17.3574
2023-09-22,17.3388
2023-09-23,17.3388
2023-09-24,17.3388
2023-09-25,17.3586
2023-09-26,17.2074
2023-09-27,17.0981
2023-09-28,17.0515
2023-09-29,18.8612
2023-09-30,18.8612
2023-10-01,18.8612
2023-10-02,18.6312
2023-10-03,18.7028
2023-10-04,18.7544
2023-10-05,18.8938
2023-10-06,18.9768
2023-10-07,18.9768
2023-10-08,18.9768
2023-10-09,19.0346
2023-10-10,19.0886
2023-10-11,19.115
2023-10-12,18.9868
2023-10-13,18.9969
2023-10-14,18.9969
2023-10-15,18.9969
2023-10-16,19.0911
2023-10-17,19.2193
2023-10-18,19.1477
2023-10-19,18.9843
2023-10-20,18.9906
2023-10-21,18.9906
2023-10-22,18.9906
2023-10-23,18.8536
2023-10-24,18.7242
2023-10-25,18.7091
2023-10-26,18.728
2023-10-27,18.6375
2023-10-28,18.6375
2023-10-29,18.6375
2023-10-30,18.6614
2023-10-31,18.7418
2023-11-01,18.8913
2023-11-02,19.0635
2023-11-03,19.2143
2023-11-04,19.2143
2023-11-05,19.2143
2023-11-06,19.0572
2023-11-07,19.0245
2023-11-08,18.9202
2023-11-09,18.9341
2023-11-10,18.9039
2023-11-11,18.9039
2023-11-12,18.9039
2023-11-13,18.9429
2023-11-14,19.2457
2023-11-15,19.2796
2023-11-16,19.2583
2023-11-17,19.4618
2023-11-18,19.4618
2023-11-19,19.4618
2023-11-20,19.4116
2023-11-21,19.2608
2023-11-22,19.3575
2023-11-23,19.3575
2023-11-24,19.3827
2023-11-25,19.3827
2023-11-26,19.3827
2023-11-27,19.4053
2023-11-28,19.4581
2023-11-29,19.4066
2023-11-30,19.4179
2023-12-01,19.5272
2023-12-02,19.5272
2023-12-03,19.5272
2023-12-04,19.6139
2023-12-05,19.5222
2023-12-06,19.7245
2023-12-07,19.781
2023-12-08,19.6529
2023-12-09,19.6529
2023-12-10,19.6529
2023-12-11,19.7157
2023-12-12,19.781
2023-12-13,20.0546
2023-12-14,19.9732
2023-12-15,19.7533
2023-12-16,19.7533
2023-12-17,19.7533
2023-12-18,19.7367
2023-12-19,19.8359
2023-12-20,19.724
2023-12-21,19.7609
2023-12-22,19.8613
2023-12-23,19.8613
2023-12-24,19.8613
2023-12-25,19.8613
2023-12-26,19.8003
2023-12-27,19.7088
2023-12-28,19.6871
2023-12-29,20.4186
2023-12-30,20.4186
2023-12-31,20.4186
2024-01-01,20.4186
2024-01-02,20.604
2024-01-03,20.5936
2024-01-04,20.5152
2024-01-05,20.4656
2024-01-06,20.4656
2024-01-07,20.4656
2024-01-08,20.5126
2024-01-09,20.3402
2024-01-10,20.2971
2024-01-11,20.0921
2024-01-12,20.1247
2024-01-13,20.1247
2024-01-14,20.1247
2024-01-15,20.1247
2024-01-16,19.9824
2024-01-17,19.9053
2024-01-18,19.8779
2024-01-19,19.955
2024-01-20,19.955
2024-01-21,19.955
2024-01-22,20.1352
2024-01-23,20.2188
2024-01-24,20.0477
2024-01-25,19.9602
2024-01-26,19.8714
2024-01-27,19.8714
2024-01-28,19.8714
2024-01-29,19.921
2024-01-30,19.8557
2024-01-31,19.6912
2024-02-01,20.0177
2024-02-02,19.9824
2024-02-03,19.9824
2024-02-04,19.9824
2024-02-05,19.8557
2024-02-06,19.8453
2024-02-07,19.8335
2024-02-08,19.9119
2024-02-09,19.8975
2024-02-10,19.8975
2024-02-11,19.8975
2024-02-12,20.0268
2024-02-13,19.8178
2024-02-14,19.9171
2024-02-15,20.1169
2024-02-16,20.0372
2024-02-17,20.0372
2024-02-18,20.0372
2024-02-19,20.0372
2024-02-20,20.0882
2024-02-21,20.0777
2024-02-22,20.0607
2024-02-23,20.0007
2024-02-24,20.0007
2024-02-25,20.0007
2024-02-26,19.921
2024-02-27,19.9915
2024-02-28,20.0307
2024-02-29,20.0242
2024-03-01,20.0621
2024-03-02,20.0621
2024-03-03,20.0621
2024-03-04,20.2318
2024-03-05,20.2096
2024-03-06,20.2096
2024-03-07,20.2632
2024-03-08,20.2044
2024-03-09,20.2044
2024-03-10,20.2044
2024-03-11,20.2645
2024-03-12,20.2397
2024-03-13,20.1665
2024-03-14,20.0882
2024-03-15,20.0594
2024-03-16,20.0594
2024-03-17,20.0594
2024-03-18,19.9667
2024-03-19,20.0163
2024-03-20,20.1078
2024-03-21,20.0686
2024-03-22,20.0829
2024-03-23,20.0829
2024-03-24,20.0829
2024-03-25,20.0947
2024-03-26,20.0516
2024-03-27,20.1874
2024-03-28,20.2919
2024-03-29,20.2919
2024-03-30,20.2919
2024-03-31,20.2919
2024-04-01,20.237
2024-04-02,20.2488
2024-04-03,20.1678
2024-04-04,20.0999
2024-04-05,20.0268
2024-04-06,20.0268
2024-04-07,20.0268
2024-04-08,20.1182
