,XEL US Equity
2021-07-14,27.8418
2021-07-15,27.9971
2021-07-16,28.0981
2021-07-17,28.0981
2021-07-18,28.0981
2021-07-19,27.8862
2021-07-20,27.8591
2021-07-21,27.588
2021-07-22,27.6323
2021-07-23,27.8862
2021-07-24,27.8862
2021-07-25,27.8862
2021-07-26,27.896
2021-07-27,28.1794
2021-07-28,27.9921
2021-07-29,28.0215
2021-07-30,27.8884
2021-07-31,27.8884
2021-08-01,27.8884
2021-08-02,27.9648
2021-08-03,27.9994
2021-08-04,28.061
2021-08-05,28.1325
2021-08-06,28.093
2021-08-07,28.093
2021-08-08,28.093
2021-08-09,28.1029
2021-08-10,28.0018
2021-08-11,28.0906
2021-08-12,28.0215
2021-08-13,28.0832
2021-08-14,28.0832
2021-08-15,28.0832
2021-08-16,28.2632
2021-08-17,28.3075
2021-08-18,28.1547
2021-08-19,28.3494
2021-08-20,28.4702
2021-08-21,28.4702
2021-08-22,28.4702
2021-08-23,28.0709
2021-08-24,27.8983
2021-08-25,27.9032
2021-08-26,27.9007
2021-08-27,27.9994
2021-08-28,27.9994
2021-08-29,27.9994
2021-08-30,28.0807
2021-08-31,28.0117
2021-09-01,28.2582
2021-09-02,28.3987
2021-09-03,28.2705
2021-09-04,28.2705
2021-09-05,28.2705
2021-09-06,28.2705
2021-09-07,27.8021
2021-09-08,28.1497
2021-09-09,28.1399
2021-09-10,27.7676
2021-09-11,27.7676
2021-09-12,27.7676
2021-09-13,27.6
2021-09-14,27.3608
2021-09-15,27.1981
2021-09-16,27.0872
2021-09-17,26.8406
2021-09-18,26.8406
2021-09-19,26.8406
2021-09-20,26.7026
2021-09-21,26.6656
2021-09-22,26.6409
2021-09-23,26.5694
2021-09-24,26.673
2021-09-25,26.673
2021-09-26,26.673
2021-09-27,26.4092
2021-09-28,26.2046
2021-09-29,26.5127
2021-09-30,26.3084
2021-10-01,26.306
2021-10-02,26.306
2021-10-03,26.306
2021-10-04,26.6517
2021-10-05,26.5046
2021-10-06,26.7571
2021-10-07,26.6688
2021-10-08,26.4801
2021-10-09,26.4801
2021-10-10,26.4801
2021-10-11,26.2937
2021-10-12,26.431
2021-10-13,26.7718
2021-10-14,27.0268
2021-10-15,27.1494
2021-10-16,27.1494
2021-10-17,27.1494
2021-10-18,26.8429
2021-10-19,26.9042
2021-10-20,27.0612
2021-10-21,27.071
2021-10-22,27.0562
2021-10-23,27.0562
2021-10-24,27.0562
2021-10-25,26.838
2021-10-26,26.7939
2021-10-27,26.5266
2021-10-28,26.7641
2021-10-29,26.8279
2021-10-30,26.8279
2021-10-31,26.8279
2021-11-01,26.8058
2021-11-02,26.8573
2021-11-03,26.5605
2021-11-04,26.455
2021-11-05,26.6341
2021-11-06,26.6341
2021-11-07,26.6341
2021-11-08,26.3741
2021-11-09,26.585
2021-11-10,26.7788
2021-11-11,26.5605
2021-11-12,26.4698
2021-11-13,26.4698
2021-11-14,26.4698
2021-11-15,26.7592
2021-11-16,26.7102
2021-11-17,26.9211
2021-11-18,26.7641
2021-11-19,26.953
2021-11-20,26.953
2021-11-21,26.953
2021-11-22,27.2498
2021-11-23,27.1345
2021-11-24,27.0634
2021-11-25,27.0634
2021-11-26,26.8696
2021-11-27,26.8696
2021-11-28,26.8696
2021-11-29,27.0732
2021-11-30,26.6169
2021-12-01,26.7347
2021-12-02,26.8426
2021-12-03,26.9702
2021-12-04,26.9702
2021-12-05,26.9702
2021-12-06,26.9726
2021-12-07,27.1836
2021-12-08,27.446
2021-12-09,27.37
2021-12-10,27.2989
2021-12-11,27.2989
2021-12-12,27.2989
2021-12-13,27.5319
2021-12-14,27.5147
2021-12-15,27.8655
2021-12-16,27.8974
2021-12-17,27.4191
2021-12-18,27.4191
2021-12-19,27.4191
2021-12-20,27.4485
2021-12-21,27.2572
2021-12-22,27.3528
2021-12-23,27.3234
2021-12-24,27.3234
2021-12-25,27.3234
2021-12-26,27.3234
2021-12-27,27.3749
2021-12-28,27.5711
2021-12-29,27.6545
2021-12-30,27.7208
2021-12-31,27.7069
2022-01-01,27.7069
2022-01-02,27.7069
2022-01-03,27.7656
2022-01-04,27.8707
2022-01-05,28.0346
2022-01-06,27.9025
2022-01-07,28.0492
2022-01-08,28.0492
2022-01-09,28.0492
2022-01-10,28.2351
2022-01-11,27.927
2022-01-12,27.9245
2022-01-13,28.0297
2022-01-14,28.0175
2022-01-15,28.0175
2022-01-16,28.0175
2022-01-17,28.0175
2022-01-18,27.8756
2022-01-19,27.8096
2022-01-20,27.8243
2022-01-21,27.8341
2022-01-22,27.8341
2022-01-23,27.8341
2022-01-24,27.6409
2022-01-25,27.7509
2022-01-26,27.6874
2022-01-27,28.0101
2022-01-28,28.2302
2022-01-29,28.2302
2022-01-30,28.2302
2022-01-31,28.1862
2022-02-01,27.9001
2022-02-02,28.1691
2022-02-03,28.1397
2022-02-04,27.971
2022-02-05,27.971
2022-02-06,27.971
2022-02-07,27.9637
2022-02-08,27.9857
2022-02-09,28.0712
2022-02-10,27.5553
2022-02-11,27.526
2022-02-12,27.526
2022-02-13,27.526
2022-02-14,27.389
2022-02-15,27.3206
2022-02-16,27.2766
2022-02-17,27.3157
2022-02-18,27.2912
2022-02-19,27.2912
2022-02-20,27.2912
2022-02-21,27.2912
2022-02-22,27.2766
2022-02-23,27.1928
2022-02-24,27.1681
2022-02-25,27.761
2022-02-26,27.761
2022-02-27,27.761
2022-02-28,27.7857
2022-03-01,27.5831
2022-03-02,27.8425
2022-03-03,28.2304
2022-03-04,28.7565
2022-03-05,28.7565
2022-03-06,28.7565
2022-03-07,28.8282
2022-03-08,28.4922
2022-03-09,28.4058
2022-03-10,28.4848
2022-03-11,28.5367
2022-03-12,28.5367
2022-03-13,28.5367
2022-03-14,28.3242
2022-03-15,28.5021
2022-03-16,28.26
2022-03-17,28.3712
2022-03-18,28.1464
2022-03-19,28.1464
2022-03-20,28.1464
2022-03-21,28.2773
2022-03-22,28.2501
2022-03-23,28.2724
2022-03-24,28.4156
2022-03-25,28.6182
2022-03-26,28.6182
2022-03-27,28.6182
2022-03-28,28.7516
2022-03-29,28.8974
2022-03-30,29.0184
2022-03-31,28.9501
2022-04-01,29.0932
2022-04-02,29.0932
2022-04-03,29.0932
2022-04-04,29.0808
2022-04-05,29.1721
2022-04-06,29.6565
2022-04-07,29.5529
2022-04-08,29.6146
2022-04-09,29.6146
2022-04-10,29.6146
2022-04-11,29.501
2022-04-12,29.5924
2022-04-13,29.5035
2022-04-14,29.4961
2022-04-15,29.4961
2022-04-16,29.4961
2022-04-17,29.4961
2022-04-18,29.4615
2022-04-19,29.6195
2022-04-20,29.7454
2022-04-21,29.7331
2022-04-22,29.4862
2022-04-23,29.4862
2022-04-24,29.4862
2022-04-25,29.3381
2022-04-26,29.2591
2022-04-27,29.1579
2022-04-28,29.6336
2022-04-29,29.2336
2022-04-30,29.2336
2022-05-01,29.2336
2022-05-02,29.0879
2022-05-03,28.9546
2022-05-04,29.2682
2022-05-05,29.1175
2022-05-06,29.1891
2022-05-07,29.1891
2022-05-08,29.1891
2022-05-09,29.3299
2022-05-10,29.2904
2022-05-11,29.4089
2022-05-12,29.3052
2022-05-13,29.5373
2022-05-14,29.5373
2022-05-15,29.5373
2022-05-16,29.6212
2022-05-17,29.7373
2022-05-18,29.636
2022-05-19,29.6657
2022-05-20,29.4706
2022-05-21,29.4706
2022-05-22,29.4706
2022-05-23,29.6311
2022-05-24,29.9743
2022-05-25,29.836
2022-05-26,29.6533
2022-05-27,29.994
2022-05-28,29.994
2022-05-29,29.994
2022-05-30,29.994
2022-05-31,29.7471
2022-06-01,29.6928
2022-06-02,29.7817
2022-06-03,29.6336
2022-06-04,29.6336
2022-06-05,29.6336
2022-06-06,29.5916
2022-06-07,29.8064
2022-06-08,29.2114
2022-06-09,28.7447
2022-06-10,28.6781
2022-06-11,28.6781
2022-06-12,28.6781
2022-06-13,28.0312
2022-06-14,27.4115
2022-06-15,27.4041
2022-06-16,27.1819
2022-06-17,26.9251
2022-06-18,26.9251
2022-06-19,26.9251
2022-06-20,26.9251
2022-06-21,27.135
2022-06-22,27.3868
2022-06-23,27.7572
2022-06-24,28.0732
2022-06-25,28.0732
2022-06-26,28.0732
2022-06-27,28.2633
2022-06-28,28.4262
2022-06-29,28.4806
2022-06-30,28.3655
2022-07-01,28.8208
2022-07-02,28.8208
2022-07-03,28.8208
2022-07-04,28.8208
2022-07-05,28.1537
2022-07-06,28.4264
2022-07-07,28.0782
2022-07-08,28.0831
2022-07-09,28.0831
2022-07-10,28.0831
2022-07-11,28.1537
2022-07-12,28.0587
2022-07-13,27.9857
2022-07-14,28.0125
2022-07-15,28.1707
2022-07-16,28.1707
2022-07-17,28.1707
2022-07-18,27.8274
2022-07-19,27.9029
2022-07-20,27.5961
2022-07-21,27.6205
2022-07-22,27.8567
2022-07-23,27.8567
2022-07-24,27.8567
2022-07-25,28.049
2022-07-26,28.2316
2022-07-27,28.2413
2022-07-28,28.794
2022-07-29,29.0312
2022-07-30,29.0312
2022-07-31,29.0312
2022-08-01,29.0337
2022-08-02,29.0972
2022-08-03,29.3075
2022-08-04,29.3687
2022-08-05,29.1828
2022-08-06,29.1828
2022-08-07,29.1828
2022-08-08,29.2073
2022-08-09,29.4322
2022-08-10,29.5031
2022-08-11,29.3809
2022-08-12,29.711
2022-08-13,29.711
2022-08-14,29.711
2022-08-15,29.8895
2022-08-16,29.9677
2022-08-17,29.9482
2022-08-18,29.9628
2022-08-19,29.9506
2022-08-20,29.9506
2022-08-21,29.9506
2022-08-22,29.7697
2022-08-23,29.5618
2022-08-24,29.5765
2022-08-25,29.7403
2022-08-26,29.4591
2022-08-27,29.4591
2022-08-28,29.4591
2022-08-29,29.6278
2022-08-30,29.4004
2022-08-31,29.2929
2022-09-01,29.5789
2022-09-02,29.332
2022-09-03,29.332
2022-09-04,29.332
2022-09-05,29.332
2022-09-06,29.3393
2022-09-07,29.9604
2022-09-08,29.865
2022-09-09,29.9604
2022-09-10,29.9604
2022-09-11,29.9604
2022-09-12,30.0655
2022-09-13,29.4958
2022-09-14,29.552
2022-09-15,29.0801
2022-09-16,29.2073
2022-09-17,29.2073
2022-09-18,29.2073
2022-09-19,29.3613
2022-09-20,29.1046
2022-09-21,28.8649
2022-09-22,28.8527
2022-09-23,28.6351
2022-09-24,28.6351
2022-09-25,28.6351
2022-09-26,28.2414
2022-09-27,27.8551
2022-09-28,27.9871
2022-09-29,27.1191
2022-09-30,25.7776
2022-10-01,25.7776
2022-10-02,25.7776
2022-10-03,26.1382
2022-10-04,26.356
2022-10-05,25.8549
2022-10-06,25.2671
2022-10-07,24.8082
2022-10-08,24.8082
2022-10-09,24.8082
2022-10-10,24.8901
2022-10-11,24.8012
2022-10-12,24.3586
2022-10-13,24.7801
2022-10-14,24.574
2022-10-15,24.574
2022-10-16,24.574
2022-10-17,24.9815
2022-10-18,25.2203
2022-10-19,25.0985
2022-10-20,24.7766
2022-10-21,25.0517
2022-10-22,25.0517
2022-10-23,25.0517
2022-10-24,25.2109
2022-10-25,25.4029
2022-10-26,25.4427
2022-10-27,25.6089
2022-10-28,26.1056
2022-10-29,26.1056
2022-10-30,26.1056
2022-10-31,26.0447
2022-11-01,26.2297
2022-11-02,26.0915
2022-11-03,26.054
2022-11-04,26.1477
2022-11-05,26.1477
2022-11-06,26.1477
2022-11-07,26.0775
2022-11-08,26.2743
2022-11-09,26.1618
2022-11-10,26.9817
2022-11-11,26.6022
2022-11-12,26.6022
2022-11-13,26.6022
2022-11-14,26.4476
2022-11-15,26.5788
2022-11-16,26.7967
2022-11-17,26.5202
2022-11-18,26.8107
2022-11-19,26.8107
2022-11-20,26.8107
2022-11-21,26.881
2022-11-22,26.9208
2022-11-23,27.0028
2022-11-24,27.0028
2022-11-25,27.1036
2022-11-26,27.1036
2022-11-27,27.1036
2022-11-28,27.0473
2022-11-29,26.9208
2022-11-30,27.2418
2022-12-01,27.2347
2022-12-02,26.9888
2022-12-03,26.9888
2022-12-04,26.9888
2022-12-05,26.881
2022-12-06,27.0309
2022-12-07,26.9255
2022-12-08,27.1457
2022-12-09,27.1528
2022-12-10,27.1528
2022-12-11,27.1528
2022-12-12,27.5627
2022-12-13,27.5651
2022-12-14,27.4831
2022-12-15,27.3355
2022-12-16,27.1715
2022-12-17,27.1715
2022-12-18,27.1715
2022-12-19,27.0497
2022-12-20,27.0708
2022-12-21,27.2863
2022-12-22,27.1973
2022-12-23,27.4081
2022-12-24,27.4081
2022-12-25,27.4081
2022-12-26,27.4081
2022-12-27,27.558
2022-12-28,27.3238
2022-12-29,27.4409
2022-12-30,26.478
2022-12-31,26.478
2023-01-01,26.478
2023-01-02,26.478
2023-01-03,26.469
2023-01-04,26.6042
2023-01-05,26.2819
2023-01-06,26.744
2023-01-07,26.744
2023-01-08,26.744
2023-01-09,26.8995
2023-01-10,26.9288
2023-01-11,27.0798
2023-01-12,26.8927
2023-01-13,26.7169
2023-01-14,26.7169
2023-01-15,26.7169
2023-01-16,26.7169
2023-01-17,26.6989
2023-01-18,26.1737
2023-01-19,26.0024
2023-01-20,26.1264
2023-01-21,26.1264
2023-01-22,26.1264
2023-01-23,26.0047
2023-01-24,26.0791
2023-01-25,26.1286
2023-01-26,26.1827
2023-01-27,26.0993
2023-01-28,26.0993
2023-01-29,26.0993
2023-01-30,26.025
2023-01-31,26.176
2023-02-01,26.3653
2023-02-02,26.354
2023-02-03,25.9979
2023-02-04,25.9979
2023-02-05,25.9979
2023-02-06,26.1827
2023-02-07,26.2008
2023-02-08,25.9686
2023-02-09,25.8492
2023-02-10,26.1106
2023-02-11,26.1106
2023-02-12,26.1106
2023-02-13,26.1625
2023-02-14,25.9979
2023-02-15,25.9799
2023-02-16,25.8356
2023-02-17,26.0047
2023-02-18,26.0047
2023-02-19,26.0047
2023-02-20,26.0047
2023-02-21,25.8221
2023-02-22,25.7072
2023-02-23,25.697
2023-02-24,25.5793
2023-02-25,25.5793
2023-02-26,25.5793
2023-02-27,25.4864
2023-02-28,25.2984
2023-03-01,25.004
2023-03-02,25.2464
2023-03-03,25.4185
2023-03-04,25.4185
2023-03-05,25.4185
2023-03-06,25.4071
2023-03-07,25.081
2023-03-08,25.2599
2023-03-09,25.226
2023-03-10,24.9927
2023-03-11,24.9927
2023-03-12,24.9927
2023-03-13,25.4638
2023-03-14,25.4955
2023-03-15,25.9189
2023-03-16,25.9031
2023-03-17,25.8216
2023-03-18,25.8216
2023-03-19,25.8216
2023-03-20,25.9371
