,MED US Equity
2020-10-18,14.5997
2020-10-19,14.2423
2020-10-20,13.589
2020-10-21,13.7529
2020-10-22,13.7037
2020-10-23,14.0437
2020-10-24,14.0437
2020-10-25,14.0437
2020-10-26,14.1707
2020-10-27,14.3151
2020-10-28,13.971
2020-10-29,14.0662
2020-10-30,13.0125
2020-10-31,13.0125
2020-11-01,13.0125
2020-11-02,13.6013
2020-11-03,14.8801
2020-11-04,15.1086
2020-11-05,15.8779
2020-11-06,16.3972
2020-11-07,16.3972
2020-11-08,16.3972
2020-11-09,15.0266
2020-11-10,15.337
2020-11-11,16.0408
2020-11-12,15.9404
2020-11-13,16.0018
2020-11-14,16.0018
2020-11-15,16.0018
2020-11-16,16.095
2020-11-17,16.3788
2020-11-18,15.8912
2020-11-19,16.3634
2020-11-20,16.9494
2020-11-21,16.9494
2020-11-22,16.9494
2020-11-23,18.2841
2020-11-24,18.364
2020-11-25,18.5351
2020-11-26,18.5351
2020-11-27,19.7664
2020-11-28,19.7664
2020-11-29,19.7664
2020-11-30,19.538
2020-12-01,19.8197
2020-12-02,19.5533
2020-12-03,19.7264
2020-12-04,19.6066
2020-12-05,19.6066
2020-12-06,19.6066
2020-12-07,19.4089
2020-12-08,19.7879
2020-12-09,19.118
2020-12-10,18.8178
2020-12-11,17.5486
2020-12-12,17.5486
2020-12-13,17.5486
2020-12-14,18.4829
2020-12-15,19.1098
2020-12-16,19.118
2020-12-17,19.2122
2020-12-18,19.1385
2020-12-19,19.1385
2020-12-20,19.1385
2020-12-21,18.6201
2020-12-22,18.5658
2020-12-23,19.3454
2020-12-24,18.7707
2020-12-25,18.7707
2020-12-26,18.7707
2020-12-27,18.7707
2020-12-28,18.2585
2020-12-29,18.3128
2020-12-30,18.3886
2020-12-31,16.0077
2021-01-01,16.0077
2021-01-02,16.0077
2021-01-03,16.0077
2021-01-04,15.6796
2021-01-05,16.263
2021-01-06,17.9193
2021-01-07,17.5289
2021-01-08,17.0578
2021-01-09,17.0578
2021-01-10,17.0578
2021-01-11,16.9806
2021-01-12,17.0833
2021-01-13,17.5245
2021-01-14,17.714
2021-01-15,17.0806
2021-01-16,17.0806
2021-01-17,17.0806
2021-01-18,17.0806
2021-01-19,18.2588
2021-01-20,18.3624
2021-01-21,18.1983
2021-01-22,18.1597
2021-01-23,18.1597
2021-01-24,18.1597
2021-01-25,19.8503
2021-01-26,20.1038
2021-01-27,19.881
2021-01-28,19.6239
2021-01-29,19.3704
2021-01-30,19.3704
2021-01-31,19.3704
2021-02-01,19.187
2021-02-02,19.6178
2021-02-03,20.3635
2021-02-04,20.7828
2021-02-05,20.8039
2021-02-06,20.8039
2021-02-07,20.8039
2021-02-08,21.4128
2021-02-09,21.7154
2021-02-10,22.5489
2021-02-11,22.7963
2021-02-12,22.8471
2021-02-13,22.8471
2021-02-14,22.8471
2021-02-15,22.8471
2021-02-16,22.7787
2021-02-17,22.7191
2021-02-18,22.2023
2021-02-19,22.3146
2021-02-20,22.3146
2021-02-21,22.3146
2021-02-22,21.6426
2021-02-23,21.0066
2021-02-24,21.8865
2021-02-25,21.132
2021-02-26,20.9863
2021-02-27,20.9863
2021-02-28,20.9863
2021-03-01,22.1123
2021-03-02,21.7209
2021-03-03,21.1118
2021-03-04,19.8252
2021-03-05,20.1236
2021-03-06,20.1236
2021-03-07,20.1236
2021-03-08,19.375
2021-03-09,20.343
2021-03-10,20.3974
2021-03-11,21.333
2021-03-12,21.405
2021-03-13,21.405
2021-03-14,21.405
2021-03-15,21.2566
2021-03-16,20.8942
2021-03-17,21.046
2021-03-18,19.3846
2021-03-19,19.7006
2021-03-20,19.7006
2021-03-21,19.7006
2021-03-22,19.1705
2021-03-23,19.0283
2021-03-24,18.1831
2021-03-25,18.399
2021-03-26,18.4876
2021-03-27,18.4876
2021-03-28,18.4876
2021-03-29,16.9825
2021-03-30,17.5336
2021-03-31,14.0211
2021-04-01,14.7762
2021-04-02,14.7762
2021-04-03,14.7762
2021-04-04,14.7762
2021-04-05,14.5745
2021-04-06,14.872
2021-04-07,14.4628
2021-04-08,14.6631
2021-04-09,14.6991
2021-04-10,14.6991
2021-04-11,14.6991
2021-04-12,15.3317
2021-04-13,15.6199
2021-04-14,15.8771
2021-04-15,15.6718
2021-04-16,15.8222
2021-04-17,15.8222
2021-04-18,15.8222
2021-04-19,15.6697
2021-04-20,15.5013
2021-04-21,15.9007
2021-04-22,15.7323
2021-04-23,15.5005
2021-04-24,15.5005
2021-04-25,15.5005
2021-04-26,15.5257
2021-04-27,15.3127
2021-04-28,15.0292
2021-04-29,15.0544
2021-04-30,15.1026
2021-05-01,15.1026
2021-05-02,15.1026
2021-05-03,15.6071
2021-05-04,14.9524
2021-05-05,16.9156
2021-05-06,17.9771
2021-05-07,18.7896
2021-05-08,18.7896
2021-05-09,18.7896
2021-05-10,19.9785
2021-05-11,19.9331
2021-05-12,18.4967
2021-05-13,19.3704
2021-05-14,20.1339
2021-05-15,20.1339
2021-05-16,20.1339
2021-05-17,20.868
2021-05-18,21.5833
2021-05-19,21.5783
2021-05-20,21.6042
2021-05-21,21.3401
2021-05-22,21.3401
2021-05-23,21.3401
2021-05-24,22.3332
2021-05-25,22.1231
2021-05-26,22.5462
2021-05-27,22.547
2021-05-28,22.6707
2021-05-29,22.6707
2021-05-30,22.6707
2021-05-31,22.6707
2021-06-01,22.4592
2021-06-02,21.9194
2021-06-03,21.5517
2021-06-04,21.2544
2021-06-05,21.2544
2021-06-06,21.2544
2021-06-07,20.7903
2021-06-08,20.2563
2021-06-09,19.872
2021-06-10,19.6582
2021-06-11,19.5935
2021-06-12,19.5935
2021-06-13,19.5935
2021-06-14,18.9083
2021-06-15,19.0674
2021-06-16,18.383
2021-06-17,18.1088
2021-06-18,17.7209
2021-06-19,17.7209
2021-06-20,17.7209
2021-06-21,17.8763
2021-06-22,18.2606
2021-06-23,18.9098
2021-06-24,18.7954
2021-06-25,18.6521
2021-06-26,18.6521
2021-06-27,18.6521
2021-06-28,18.5471
2021-06-29,18.8508
2021-06-30,16.0157
2021-07-01,16.216
2021-07-02,16.195
2021-07-03,16.195
2021-07-04,16.195
2021-07-05,16.195
2021-07-06,16.0839
2021-07-07,16.3319
2021-07-08,15.7736
2021-07-09,16.0898
2021-07-10,16.0898
2021-07-11,16.0898
2021-07-12,16.0432
2021-07-13,15.6326
2021-07-14,15.1251
2021-07-15,15.455
2021-07-16,14.9571
2021-07-17,14.9571
2021-07-18,14.9571
2021-07-19,14.7814
2021-07-20,15.6583
2021-07-21,15.8956
2021-07-22,15.5525
2021-07-23,15.9159
2021-07-24,15.9159
2021-07-25,15.9159
2021-07-26,16.0934
2021-07-27,15.4921
2021-07-28,15.8442
2021-07-29,15.9302
2021-07-30,16.1669
2021-07-31,16.1669
2021-08-01,16.1669
2021-08-02,15.8041
2021-08-03,16.143
2021-08-04,16.2267
2021-08-05,14.6195
2021-08-06,14.5741
2021-08-07,14.5741
2021-08-08,14.5741
2021-08-09,13.696
2021-08-10,13.417
2021-08-11,13.3502
2021-08-12,13.1815
2021-08-13,13.1708
2021-08-14,13.1708
2021-08-15,13.1708
2021-08-16,12.9937
2021-08-17,12.6718
2021-08-18,12.3797
2021-08-19,12.1108
2021-08-20,12.388
2021-08-21,12.388
2021-08-22,12.388
2021-08-23,12.6354
2021-08-24,12.4262
2021-08-25,12.3427
2021-08-26,12.3582
2021-08-27,12.9139
2021-08-28,12.9139
2021-08-29,12.9139
2021-08-30,12.8942
2021-08-31,12.6873
2021-09-01,12.791
2021-09-02,12.9413
2021-09-03,13.1469
2021-09-04,13.1469
2021-09-05,13.1469
2021-09-06,13.1469
2021-09-07,13.1565
2021-09-08,13.3043
2021-09-09,12.9162
2021-09-10,13.0033
2021-09-11,13.0033
2021-09-12,13.0033
2021-09-13,13.0063
2021-09-14,12.1698
2021-09-15,12.1448
2021-09-16,11.954
2021-09-17,12.1895
2021-09-18,12.1895
2021-09-19,12.1895
2021-09-20,12.0131
2021-09-21,11.8771
2021-09-22,11.5135
2021-09-23,11.5445
2021-09-24,11.2434
2021-09-25,11.2434
2021-09-26,11.2434
2021-09-27,11.6351
2021-09-28,11.129
2021-09-29,10.9388
2021-09-30,10.2202
2021-10-01,10.2955
2021-10-02,10.2955
2021-10-03,10.2955
2021-10-04,9.9759
2021-10-05,10.059
2021-10-06,9.8339
2021-10-07,10.2977
2021-10-08,10.1886
2021-10-09,10.1886
2021-10-10,10.1886
2021-10-11,10.1812
2021-10-12,10.033
2021-10-13,10.0896
2021-10-14,10.2576
2021-10-15,10.1218
2021-10-16,10.1218
2021-10-17,10.1218
2021-10-18,10.4386
2021-10-19,10.464
2021-10-20,10.5647
2021-10-21,10.5953
2021-10-22,10.7304
2021-10-23,10.7304
2021-10-24,10.7304
2021-10-25,10.9426
2021-10-26,10.7689
2021-10-27,10.1925
2021-10-28,10.52
2021-10-29,10.4256
2021-10-30,10.4256
2021-10-31,10.4256
2021-11-01,11.2967
2021-11-02,11.3255
2021-11-03,11.4375
2021-11-04,11.4164
2021-11-05,11.7699
2021-11-06,11.7699
2021-11-07,11.7699
2021-11-08,11.6382
2021-11-09,11.8853
2021-11-10,11.8012
2021-11-11,12.1205
2021-11-12,12.0505
2021-11-13,12.0505
2021-11-14,12.0505
2021-11-15,12.1659
2021-11-16,12.2275
2021-11-17,12.0796
2021-11-18,11.5514
2021-11-19,11.6942
2021-11-20,11.6942
2021-11-21,11.6942
2021-11-22,11.5861
2021-11-23,11.6068
2021-11-24,11.6601
2021-11-25,11.6601
2021-11-26,11.1414
2021-11-27,11.1414
2021-11-28,11.1414
2021-11-29,11.1083
2021-11-30,10.8484
2021-12-01,10.5341
2021-12-02,10.7448
2021-12-03,10.4731
2021-12-04,10.4731
2021-12-05,10.4731
2021-12-06,10.7492
2021-12-07,10.7722
2021-12-08,10.9694
2021-12-09,10.5397
2021-12-10,10.3498
2021-12-11,10.3498
2021-12-12,10.3498
2021-12-13,10.3202
2021-12-14,10.5319
2021-12-15,11.2887
2021-12-16,11.1206
2021-12-17,11.1923
2021-12-18,11.1923
2021-12-19,11.1923
2021-12-20,11.4814
2021-12-21,10.8069
2021-12-22,10.9358
2021-12-23,10.7621
2021-12-24,10.7621
2021-12-25,10.7621
2021-12-26,10.7621
2021-12-27,10.9487
2021-12-28,10.9632
2021-12-29,11.268
2021-12-30,11.1341
2021-12-31,10.8943
2022-01-01,10.8943
2022-01-02,10.8943
2022-01-03,11.2381
2022-01-04,11.1424
2022-01-05,11.0065
2022-01-06,11.4094
2022-01-07,11.1741
2022-01-08,11.1741
2022-01-09,11.1741
2022-01-10,10.2437
2022-01-11,10.1975
2022-01-12,10.7922
2022-01-13,10.5397
2022-01-14,10.6004
2022-01-15,10.6004
2022-01-16,10.6004
2022-01-17,10.6004
2022-01-18,10.5832
2022-01-19,10.4994
2022-01-20,10.2405
2022-01-21,9.9596
2022-01-22,9.9596
2022-01-23,9.9596
2022-01-24,10.1401
2022-01-25,9.9273
2022-01-26,9.8494
2022-01-27,9.8387
2022-01-28,9.9445
2022-01-29,9.9445
2022-01-30,9.9445
2022-01-31,10.3184
2022-02-01,10.3141
2022-02-02,10.1127
2022-02-03,9.6152
2022-02-04,9.7506
2022-02-05,9.7506
2022-02-06,9.7506
2022-02-07,9.944
2022-02-08,10.1793
2022-02-09,10.0127
2022-02-10,9.8978
2022-02-11,9.8999
2022-02-12,9.8999
2022-02-13,9.8999
2022-02-14,9.7791
2022-02-15,9.8935
2022-02-16,9.9177
2022-02-17,9.5835
2022-02-18,9.1554
2022-02-19,9.1554
2022-02-20,9.1554
2022-02-21,9.1554
2022-02-22,9.467
2022-02-23,9.0471
2022-02-24,8.8592
2022-02-25,9.1485
2022-02-26,9.1485
2022-02-27,9.1485
2022-02-28,9.5723
2022-03-01,9.9348
2022-03-02,9.9118
2022-03-03,9.7164
2022-03-04,9.5846
2022-03-05,9.5846
2022-03-06,9.5846
2022-03-07,9.1063
2022-03-08,9.2328
2022-03-09,9.3807
2022-03-10,8.9601
2022-03-11,8.8651
2022-03-12,8.8651
2022-03-13,8.8651
2022-03-14,8.3761
2022-03-15,8.6884
2022-03-16,9.0049
2022-03-17,9.2798
2022-03-18,9.5862
2022-03-19,9.5862
2022-03-20,9.5862
2022-03-21,9.4533
2022-03-22,9.3412
2022-03-23,8.9958
2022-03-24,8.785
2022-03-25,8.7845
2022-03-26,8.7845
2022-03-27,8.7845
2022-03-28,8.77
2022-03-29,9.0727
2022-03-30,8.7738
2022-03-31,8.5841
2022-04-01,8.8771
2022-04-02,8.8771
2022-04-03,8.8771
2022-04-04,9.0368
2022-04-05,8.895
2022-04-06,8.7954
2022-04-07,8.9888
2022-04-08,9.0552
2022-04-09,9.0552
2022-04-10,9.0552
2022-04-11,9.1701
2022-04-12,9.1585
2022-04-13,9.3298
2022-04-14,9.2839
2022-04-15,9.2839
2022-04-16,9.2839
2022-04-17,9.2839
2022-04-18,9.0494
2022-04-19,9.5174
2022-04-20,9.8562
2022-04-21,9.423
2022-04-22,8.9387
2022-04-23,8.9387
2022-04-24,8.9387
2022-04-25,9.4333
2022-04-26,9.0008
2022-04-27,9.1386
2022-04-28,8.9776
2022-04-29,8.9687
2022-04-30,8.9687
2022-05-01,8.9687
2022-05-02,8.7591
2022-05-03,9.4683
2022-05-04,9.6759
2022-05-05,9.2054
2022-05-06,9.1255
2022-05-07,9.1255
2022-05-08,9.1255
2022-05-09,9.0935
2022-05-10,8.8417
2022-05-11,8.51
2022-05-12,8.7613
2022-05-13,8.9878
2022-05-14,8.9878
2022-05-15,8.9878
2022-05-16,8.2724
2022-05-17,8.2277
2022-05-18,7.9171
2022-05-19,8.1652
2022-05-20,8.1415
2022-05-21,8.1415
2022-05-22,8.1415
2022-05-23,8.356
2022-05-24,7.8782
2022-05-25,8.1189
2022-05-26,8.3907
2022-05-27,8.6882
2022-05-28,8.6882
2022-05-29,8.6882
2022-05-30,8.6882
2022-05-31,8.3497
2022-06-01,8.7733
2022-06-02,9.5418
2022-06-03,9.2675
2022-06-04,9.2675
2022-06-05,9.2675
2022-06-06,9.2685
2022-06-07,9.5439
2022-06-08,9.5455
2022-06-09,9.6538
2022-06-10,9.5608
2022-06-11,9.5608
2022-06-12,9.5608
2022-06-13,9.0009
2022-06-14,8.9342
2022-06-15,9.0851
2022-06-16,8.8128
2022-06-17,8.8974
2022-06-18,8.8974
2022-06-19,8.8974
2022-06-20,8.8974
2022-06-21,9.0025
2022-06-22,8.9804
2022-06-23,9.2338
2022-06-24,9.5655
2022-06-25,9.5655
2022-06-26,9.5655
2022-06-27,9.5282
2022-06-28,9.422
2022-06-29,9.2007
2022-06-30,9.9041
2022-07-01,10.108
2022-07-02,10.108
2022-07-03,10.108
2022-07-04,10.108
2022-07-05,10.3031
2022-07-06,10.1125
2022-07-07,10.0161
2022-07-08,9.669
2022-07-09,9.669
2022-07-10,9.669
2022-07-11,9.7108
2022-07-12,9.6294
2022-07-13,9.562
2022-07-14,9.2321
2022-07-15,9.4205
2022-07-16,9.4205
2022-07-17,9.4205
2022-07-18,9.304
2022-07-19,9.5269
2022-07-20,9.5659
2022-07-21,9.6545
2022-07-22,9.4595
2022-07-23,9.4595
2022-07-24,9.4595
2022-07-25,9.4199
2022-07-26,9.1887
2022-07-27,9.2706
2022-07-28,9.3497
2022-07-29,9.2177
2022-07-30,9.2177
2022-07-31,9.2177
2022-08-01,9.6311
2022-08-02,9.5798
2022-08-03,8.996
2022-08-04,7.7403
2022-08-05,7.246
2022-08-06,7.246
2022-08-07,7.246
2022-08-08,7.1239
2022-08-09,6.5646
2022-08-10,6.6979
2022-08-11,6.8855
2022-08-12,7.1399
2022-08-13,7.1399
2022-08-14,7.1399
2022-08-15,7.23
2022-08-16,7.4641
2022-08-17,7.4193
2022-08-18,7.3484
2022-08-19,7.0338
2022-08-20,7.0338
2022-08-21,7.0338
2022-08-22,7.0759
2022-08-23,6.86
2022-08-24,6.7496
2022-08-25,6.9623
2022-08-26,7.0092
2022-08-27,7.0092
2022-08-28,7.0092
2022-08-29,6.9885
2022-08-30,6.6248
2022-08-31,6.5368
2022-09-01,6.1791
2022-09-02,6.194
2022-09-03,6.194
2022-09-04,6.194
2022-09-05,6.194
2022-09-06,6.2062
2022-09-07,6.2052
2022-09-08,6.2265
2022-09-09,6.5544
2022-09-10,6.5544
2022-09-11,6.5544
2022-09-12,6.6077
2022-09-13,6.4878
2022-09-14,6.2894
2022-09-15,6.322
2022-09-16,6.1892
2022-09-17,6.1892
2022-09-18,6.1892
2022-09-19,6.1039
2022-09-20,5.9407
2022-09-21,5.9695
2022-09-22,5.9466
2022-09-23,5.8389
2022-09-24,5.8389
2022-09-25,5.8389
2022-09-26,5.6928
2022-09-27,5.6778
2022-09-28,5.8671
2022-09-29,5.6261
2022-09-30,5.7694
2022-10-01,5.7694
2022-10-02,5.7694
2022-10-03,5.9184
2022-10-04,6.2666
2022-10-05,6.1921
2022-10-06,6.1347
2022-10-07,6.0999
2022-10-08,6.0999
2022-10-09,6.0999
2022-10-10,6.175
2022-10-11,6.298
2022-10-12,6.4586
2022-10-13,6.3262
2022-10-14,6.1689
2022-10-15,6.1689
2022-10-16,6.1689
2022-10-17,6.3135
2022-10-18,6.4526
2022-10-19,6.133
2022-10-20,5.9614
2022-10-21,6.271
2022-10-22,6.271
2022-10-23,6.271
2022-10-24,6.0641
2022-10-25,6.3306
2022-10-26,6.1739
2022-10-27,6.1998
2022-10-28,6.2682
2022-10-29,6.2682
2022-10-30,6.2682
2022-10-31,6.2456
2022-11-01,6.3461
2022-11-02,5.9244
2022-11-03,5.4475
2022-11-04,5.6806
2022-11-05,5.6806
2022-11-06,5.6806
2022-11-07,5.6418
2022-11-08,5.7786
2022-11-09,5.4984
2022-11-10,6.0763
2022-11-11,6.049
2022-11-12,6.049
2022-11-13,6.049
2022-11-14,5.9203
2022-11-15,6.159
2022-11-16,6.2843
2022-11-17,6.2723
2022-11-18,6.5787
2022-11-19,6.5787
2022-11-20,6.5787
2022-11-21,6.4102
2022-11-22,6.3434
2022-11-23,6.3735
2022-11-24,6.3735
2022-11-25,6.3664
2022-11-26,6.3664
2022-11-27,6.3664
2022-11-28,6.3834
2022-11-29,6.4364
2022-11-30,6.6882
2022-12-01,6.374
2022-12-02,6.4189
2022-12-03,6.4189
2022-12-04,6.4189
2022-12-05,6.426
2022-12-06,6.2246
2022-12-07,6.3505
2022-12-08,6.5705
2022-12-09,6.4693
2022-12-10,6.4693
2022-12-11,6.4693
2022-12-12,6.1814
2022-12-13,6.1891
2022-12-14,6.229
2022-12-15,6.0364
2022-12-16,6.1896
2022-12-17,6.1896
2022-12-18,6.1896
2022-12-19,6.0429
2022-12-20,6.0353
2022-12-21,6.0873
2022-12-22,6.2307
2022-12-23,6.1984
2022-12-24,6.1984
2022-12-25,6.1984
2022-12-26,6.1984
2022-12-27,6.0681
2022-12-28,5.9078
2022-12-29,6.0096
2022-12-30,6.4652
2022-12-31,6.4652
2023-01-01,6.4652
2023-01-02,6.4652
2023-01-03,6.4505
2023-01-04,6.5731
2023-01-05,6.5513
2023-01-06,6.7222
2023-01-07,6.7222
2023-01-08,6.7222
2023-01-09,6.8665
2023-01-10,7.0092
2023-01-11,7.018
2023-01-12,7.3468
2023-01-13,7.1158
2023-01-14,7.1158
2023-01-15,7.1158
2023-01-16,7.1158
2023-01-17,6.5672
2023-01-18,6.5377
2023-01-19,6.5365
2023-01-20,6.6344
2023-01-21,6.6344
2023-01-22,6.6344
2023-01-23,6.7204
2023-01-24,6.3485
2023-01-25,6.4322
2023-01-26,6.4316
2023-01-27,6.3986
2023-01-28,6.3986
2023-01-29,6.3986
2023-01-30,6.0639
2023-01-31,6.2354
2023-02-01,6.4446
2023-02-02,6.5218
2023-02-03,6.4941
2023-02-04,6.4941
2023-02-05,6.4941
2023-02-06,6.2725
2023-02-07,6.4428
2023-02-08,6.2619
2023-02-09,6.1175
2023-02-10,5.9743
2023-02-11,5.9743
2023-02-12,5.9743
2023-02-13,6.1865
2023-02-14,6.2637
2023-02-15,6.4629
2023-02-16,6.3326
2023-02-17,6.4629
2023-02-18,6.4629
2023-02-19,6.4629
2023-02-20,6.4629
2023-02-21,5.8345
2023-02-22,5.6854
2023-02-23,6.0205
2023-02-24,6.1006
2023-02-25,6.1006
2023-02-26,6.1006
2023-02-27,6.2024
2023-02-28,6.2258
2023-03-01,6.1217
2023-03-02,6.2603
2023-03-03,6.2094
2023-03-04,6.2094
2023-03-05,6.2094
2023-03-06,5.8497
2023-03-07,5.9018
2023-03-08,5.9451
2023-03-09,6.0965
2023-03-10,5.9228
2023-03-11,5.9228
2023-03-12,5.9228
2023-03-13,5.7982
2023-03-14,5.917
2023-03-15,5.6924
2023-03-16,5.7772
2023-03-17,5.6772
