,NWN US Equity
2023-03-20,19.1447
2023-03-21,18.9786
2023-03-22,18.7477
2023-03-23,18.5938
2023-03-24,18.8996
2023-03-25,18.8996
2023-03-26,18.8996
2023-03-27,18.9867
2023-03-28,19.013
2023-03-29,19.094
2023-03-30,19.1123
2023-03-31,16.1477
2023-04-01,16.1477
2023-04-02,16.1477
2023-04-03,16.0455
2023-04-04,16.0332
2023-04-05,16.2782
2023-04-06,16.368
2023-04-07,16.368
2023-04-08,16.368
2023-04-09,16.368
2023-04-10,16.3698
2023-04-11,16.3099
2023-04-12,16.2165
2023-04-13,16.153
2023-04-14,16.0579
2023-04-15,16.0579
2023-04-16,16.0579
2023-04-17,16.1407
2023-04-18,16.0561
2023-04-19,16.1583
2023-04-20,16.1566
2023-04-21,16.1759
2023-04-22,16.1759
2023-04-23,16.1759
2023-04-24,16.1707
2023-04-25,16.1883
2023-04-26,16.0314
2023-04-27,16.0966
2023-04-28,16.042
2023-04-29,16.042
2023-04-30,16.042
2023-05-01,16.0226
2023-05-02,15.8676
2023-05-03,15.8975
2023-05-04,16.2834
2023-05-05,16.0579
2023-05-06,16.0579
2023-05-07,16.0579
2023-05-08,16.0068
2023-05-09,15.9257
2023-05-10,15.9574
2023-05-11,15.8658
2023-05-12,15.8147
2023-05-13,15.8147
2023-05-14,15.8147
2023-05-15,15.6966
2023-05-16,15.5345
2023-05-17,15.679
2023-05-18,15.6085
2023-05-19,15.6385
2023-05-20,15.6385
2023-05-21,15.6385
2023-05-22,15.6438
2023-05-23,15.7037
2023-05-24,15.5609
2023-05-25,15.4852
2023-05-26,15.501
2023-05-27,15.501
2023-05-28,15.501
2023-05-29,15.501
2023-05-30,15.3142
2023-05-31,15.2913
2023-06-01,15.1909
2023-06-02,15.4006
2023-06-03,15.4006
2023-06-04,15.4006
2023-06-05,15.2843
2023-06-06,15.4006
2023-06-07,15.575
2023-06-08,15.5098
2023-06-09,15.4288
2023-06-10,15.4288
2023-06-11,15.4288
2023-06-12,15.4023
2023-06-13,15.4446
2023-06-14,15.3178
2023-06-15,15.2631
2023-06-16,15.2561
2023-06-17,15.2561
2023-06-18,15.2561
2023-06-19,15.2561
2023-06-20,15.2261
2023-06-21,15.2103
2023-06-22,15.2755
2023-06-23,15.175
2023-06-24,15.175
2023-06-25,15.175
2023-06-26,15.2279
2023-06-27,15.2931
2023-06-28,15.2561
2023-06-29,15.3178
2023-06-30,15.1845
2023-07-01,15.1845
2023-07-02,15.1845
2023-07-03,15.2162
2023-07-04,15.2162
2023-07-05,15.1564
2023-07-06,15.0578
2023-07-07,14.9716
2023-07-08,14.9716
2023-07-09,14.9716
2023-07-10,15.0209
2023-07-11,15.0631
2023-07-12,15.1458
2023-07-13,15.2215
2023-07-14,15.2285
2023-07-15,15.2285
2023-07-16,15.2285
2023-07-17,15.144
2023-07-18,15.1564
2023-07-19,15.2355
2023-07-20,15.4044
2023-07-21,15.378
2023-07-22,15.378
2023-07-23,15.378
2023-07-24,15.408
2023-07-25,15.4291
2023-07-26,15.4695
2023-07-27,15.2954
2023-07-28,15.2232
2023-07-29,15.2232
2023-07-30,15.2232
2023-07-31,15.1704
2023-08-01,15.0438
2023-08-02,15.0138
2023-08-03,15.0842
2023-08-04,14.8819
2023-08-05,14.8819
2023-08-06,14.8819
2023-08-07,14.8837
2023-08-08,14.8098
2023-08-09,14.8485
2023-08-10,14.808
2023-08-11,14.8573
2023-08-12,14.8573
2023-08-13,14.8573
2023-08-14,14.7306
2023-08-15,14.6637
2023-08-16,14.7183
2023-08-17,14.7693
2023-08-18,14.7552
2023-08-19,14.7552
2023-08-20,14.7552
2023-08-21,14.6901
2023-08-22,14.6637
2023-08-23,14.6426
2023-08-24,14.5775
2023-08-25,14.6127
2023-08-26,14.6127
2023-08-27,14.6127
2023-08-28,14.5969
2023-08-29,14.618
2023-08-30,14.625
2023-08-31,14.5212
2023-09-01,14.4579
2023-09-02,14.4579
2023-09-03,14.4579
2023-09-04,14.4579
2023-09-05,14.3734
2023-09-06,14.435
2023-09-07,14.4913
2023-09-08,14.5265
2023-09-09,14.5265
2023-09-10,14.5265
2023-09-11,14.6303
2023-09-12,14.6637
2023-09-13,14.676
2023-09-14,14.7974
2023-09-15,14.8625
2023-09-16,14.8625
2023-09-17,14.8625
2023-09-18,14.7587
2023-09-19,14.706
2023-09-20,14.669
2023-09-21,14.5969
2023-09-22,14.5775
2023-09-23,14.5775
2023-09-24,14.5775
2023-09-25,14.5458
2023-09-26,14.4702
2023-09-27,14.3224
2023-09-28,14.3435
2023-09-29,14.9788
2023-09-30,14.9788
2023-10-01,14.9788
2023-10-02,14.7594
2023-10-03,14.8504
2023-10-04,14.9199
2023-10-05,14.9716
2023-10-06,15.0465
2023-10-07,15.0465
2023-10-08,15.0465
2023-10-09,15.1392
2023-10-10,15.1517
2023-10-11,15.1696
2023-10-12,15.0822
2023-10-13,15.1589
2023-10-14,15.1589
2023-10-15,15.1589
2023-10-16,15.289
2023-10-17,15.3711
2023-10-18,15.3711
2023-10-19,15.2962
2023-10-20,15.1999
2023-10-21,15.1999
2023-10-22,15.1999
2023-10-23,14.9841
2023-10-24,14.9163
2023-10-25,14.8985
2023-10-26,14.8896
2023-10-27,14.7808
2023-10-28,14.7808
2023-10-29,14.7808
2023-10-30,14.6453
2023-10-31,14.7202
2023-11-01,14.8539
2023-11-02,15.0536
2023-11-03,15.1892
2023-11-04,15.1892
2023-11-05,15.1892
2023-11-06,14.9056
2023-11-07,14.8325
2023-11-08,14.7202
2023-11-09,14.6132
2023-11-10,14.6293
2023-11-11,14.6293
2023-11-12,14.6293
2023-11-13,14.549
2023-11-14,14.8183
2023-11-15,14.8361
2023-11-16,14.7987
2023-11-17,14.8111
2023-11-18,14.8111
2023-11-19,14.8111
2023-11-20,14.7238
2023-11-21,14.6471
2023-11-22,14.7095
2023-11-23,14.7095
2023-11-24,14.6774
2023-11-25,14.6774
2023-11-26,14.6774
2023-11-27,14.7238
2023-11-28,14.7184
2023-11-29,14.6596
2023-11-30,14.7041
2023-12-01,14.8254
2023-12-02,14.8254
2023-12-03,14.8254
2023-12-04,14.9823
2023-12-05,14.9021
2023-12-06,15.0055
2023-12-07,15.0536
2023-12-08,15.0626
2023-12-09,15.0626
2023-12-10,15.0626
2023-12-11,15.0572
2023-12-12,15.018
2023-12-13,15.2641
2023-12-14,15.1785
2023-12-15,15.0269
2023-12-16,15.0269
2023-12-17,15.0269
2023-12-18,14.9574
2023-12-19,15.0608
2023-12-20,14.9859
2023-12-21,15.043
2023-12-22,15.1571
2023-12-23,15.1571
2023-12-24,15.1571
2023-12-25,15.1571
2023-12-26,15.1482
2023-12-27,15.1571
2023-12-28,15.1321
2023-12-29,16.1427
2023-12-30,16.1427
2023-12-31,16.1427
2024-01-01,16.1427
2024-01-02,16.2789
2024-01-03,16.3249
2024-01-04,16.2807
2024-01-05,16.2237
2024-01-06,16.2237
2024-01-07,16.2237
2024-01-08,16.6185
2024-01-09,16.5337
2024-01-10,16.5337
2024-01-11,16.364
2024-01-12,16.3872
2024-01-13,16.3872
2024-01-14,16.3872
2024-01-15,16.3872
2024-01-16,16.2715
2024-01-17,16.2483
2024-01-18,16.2599
2024-01-19,16.3043
2024-01-20,16.3043
2024-01-21,16.3043
2024-01-22,16.4527
2024-01-23,16.4971
2024-01-24,16.391
2024-01-25,16.4951
2024-01-26,16.445
2024-01-27,16.445
2024-01-28,16.445
2024-01-29,16.4932
2024-01-30,16.2464
2024-01-31,16.0845
2024-02-01,16.1172
2024-02-02,16.0999
2024-02-03,16.0999
2024-02-04,16.0999
2024-02-05,15.8878
2024-02-06,15.8705
2024-02-07,15.8454
2024-02-08,15.7953
2024-02-09,15.7509
2024-02-10,15.7509
2024-02-11,15.7509
2024-02-12,16.0382
2024-02-13,15.7529
2024-02-14,15.828
2024-02-15,15.9302
2024-02-16,16.0131
2024-02-17,16.0131
2024-02-18,16.0131
2024-02-19,16.0131
2024-02-20,16.5279
2024-02-21,16.472
2024-02-22,16.6436
2024-02-23,15.8897
2024-02-24,15.8897
2024-02-25,15.8897
2024-02-26,16.0343
2024-02-27,16.0286
2024-02-28,16.1404
2024-02-29,16.0613
2024-03-01,16.098
2024-03-02,16.098
2024-03-03,16.098
2024-03-04,16.2426
2024-03-05,16.15
2024-03-06,16.1847
2024-03-07,16.2175
2024-03-08,16.2464
2024-03-09,16.2464
2024-03-10,16.2464
2024-03-11,16.3621
2024-03-12,16.2522
2024-03-13,16.1037
2024-03-14,15.9495
2024-03-15,15.9861
2024-03-16,15.9861
2024-03-17,15.9861
2024-03-18,15.8975
2024-03-19,15.9322
2024-03-20,16.0074
2024-03-21,16.0131
2024-03-22,15.8975
2024-03-23,15.8975
2024-03-24,15.8975
2024-03-25,15.9861
2024-03-26,15.8415
2024-03-27,16.0478
2024-03-28,16.1539
2024-03-29,16.1539
2024-03-30,16.1539
2024-03-31,16.1539
2024-04-01,16.1346
2024-04-02,16.0748
2024-04-03,16.1076
2024-04-04,16.0633
2024-04-05,15.9977
2024-04-06,15.9977
2024-04-07,15.9977
2024-04-08,16.069
