,NXST US Equity
2020-09-30,10.7022
2020-10-01,10.6857
2020-10-02,10.7034
2020-10-03,10.7034
2020-10-04,10.7034
2020-10-05,10.7269
2020-10-06,10.6788
2020-10-07,10.7733
2020-10-08,10.8782
2020-10-09,10.7939
2020-10-10,10.7939
2020-10-11,10.7939
2020-10-12,10.7861
2020-10-13,10.7162
2020-10-14,10.6208
2020-10-15,10.6348
2020-10-16,10.6241
2020-10-17,10.6241
2020-10-18,10.6241
2020-10-19,10.5834
2020-10-20,10.5727
2020-10-21,10.608
2020-10-22,10.7495
2020-10-23,10.7215
2020-10-24,10.7215
2020-10-25,10.7215
2020-10-26,10.5677
2020-10-27,10.4908
2020-10-28,10.3358
2020-10-29,10.395
2020-10-30,10.3926
2020-10-31,10.3926
2020-11-01,10.3926
2020-11-02,10.4255
2020-11-03,10.6105
2020-11-04,10.3712
2020-11-05,10.5278
2020-11-06,10.4611
2020-11-07,10.4611
2020-11-08,10.4611
2020-11-09,10.6187
2020-11-10,10.795
2020-11-11,10.8274
2020-11-12,10.8174
2020-11-13,11.0002
2020-11-14,11.0002
2020-11-15,11.0002
2020-11-16,11.1865
2020-11-17,11.1789
2020-11-18,11.1597
2020-11-19,11.1446
2020-11-20,11.1861
2020-11-21,11.1861
2020-11-22,11.1861
2020-11-23,11.2973
2020-11-24,11.3949
2020-11-25,11.3773
2020-11-26,11.3773
2020-11-27,11.2833
2020-11-28,11.2833
2020-11-29,11.2833
2020-11-30,11.2133
2020-12-01,11.3633
2020-12-02,11.3893
2020-12-03,11.3889
2020-12-04,11.4353
2020-12-05,11.4353
2020-12-06,11.4353
2020-12-07,11.4581
2020-12-08,11.3881
2020-12-09,11.3261
2020-12-10,11.3253
2020-12-11,11.1905
2020-12-12,11.1905
2020-12-13,11.1905
2020-12-14,11.141
2020-12-15,11.2309
2020-12-16,11.1913
2020-12-17,11.1402
2020-12-18,11.0758
2020-12-19,11.0758
2020-12-20,11.0758
2020-12-21,11.0002
2020-12-22,10.9886
2020-12-23,11.1709
2020-12-24,11.2045
2020-12-25,11.2045
2020-12-26,11.2045
2020-12-27,11.2045
2020-12-28,11.3449
2020-12-29,11.2969
2020-12-30,11.3605
2020-12-31,9.1816
2021-01-01,9.1816
2021-01-02,9.1816
2021-01-03,9.1816
2021-01-04,9.138
2021-01-05,9.1739
2021-01-06,9.4099
2021-01-07,9.3295
2021-01-08,9.3135
2021-01-09,9.3135
2021-01-10,9.3135
2021-01-11,9.3708
2021-01-12,9.3551
2021-01-13,9.2334
2021-01-14,9.2408
2021-01-15,9.2507
2021-01-16,9.2507
2021-01-17,9.2507
2021-01-18,9.2507
2021-01-19,9.2719
2021-01-20,9.2162
2021-01-21,9.1873
2021-01-22,9.1435
2021-01-23,9.1435
2021-01-24,9.1435
2021-01-25,9.2184
2021-01-26,9.3305
2021-01-27,9.1893
2021-01-28,9.4358
2021-01-29,9.325
2021-01-30,9.325
2021-01-31,9.325
2021-02-01,9.537
2021-02-02,9.5277
2021-02-03,9.6309
2021-02-04,9.8038
2021-02-05,9.7039
2021-02-06,9.7039
2021-02-07,9.7039
2021-02-08,9.6036
2021-02-09,9.7266
2021-02-10,9.7026
2021-02-11,9.742
2021-02-12,9.8176
2021-02-13,9.8176
2021-02-14,9.8176
2021-02-15,9.8176
2021-02-16,9.7634
2021-02-17,9.6933
2021-02-18,9.6747
2021-02-19,9.6757
2021-02-20,9.6757
2021-02-21,9.6757
2021-02-22,9.7999
2021-02-23,10.1788
2021-02-24,10.1346
2021-02-25,9.8806
2021-02-26,10.0898
2021-02-27,10.0898
2021-02-28,10.0898
2021-03-01,10.303
2021-03-02,10.131
2021-03-03,10.2947
2021-03-04,10.2436
2021-03-05,10.4294
2021-03-06,10.4294
2021-03-07,10.4294
2021-03-08,10.4647
2021-03-09,10.4202
2021-03-10,10.4745
2021-03-11,10.5517
2021-03-12,10.5918
2021-03-13,10.5918
2021-03-14,10.5918
2021-03-15,10.652
2021-03-16,10.6877
2021-03-17,10.7435
2021-03-18,10.6132
2021-03-19,10.5423
2021-03-20,10.5423
2021-03-21,10.5423
2021-03-22,10.5691
2021-03-23,10.3937
2021-03-24,10.1455
2021-03-25,10.2902
2021-03-26,10.1593
2021-03-27,10.1593
2021-03-28,10.1593
2021-03-29,10.0675
2021-03-30,10.1675
2021-03-31,10.0718
2021-04-01,10.1445
2021-04-02,10.1445
2021-04-03,10.1445
2021-04-04,10.1445
2021-04-05,10.1032
2021-04-06,10.1561
2021-04-07,10.2408
2021-04-08,10.3064
2021-04-09,10.3954
2021-04-10,10.3954
2021-04-11,10.3954
2021-04-12,10.4262
2021-04-13,10.3189
2021-04-14,10.3458
2021-04-15,10.4223
2021-04-16,10.4921
2021-04-17,10.4921
2021-04-18,10.4921
2021-04-19,10.4831
2021-04-20,10.3999
2021-04-21,10.5065
2021-04-22,10.5164
2021-04-23,10.4982
2021-04-24,10.4982
2021-04-25,10.4982
2021-04-26,10.5052
2021-04-27,10.4351
2021-04-28,10.3961
2021-04-29,10.4159
2021-04-30,10.237
2021-05-01,10.237
2021-05-02,10.237
2021-05-03,10.2676
2021-05-04,10.2917
2021-05-05,10.282
2021-05-06,10.2843
2021-05-07,10.2287
2021-05-08,10.2287
2021-05-09,10.2287
2021-05-10,10.2458
2021-05-11,10.2631
2021-05-12,10.2076
2021-05-13,10.2376
2021-05-14,10.3357
2021-05-15,10.3357
2021-05-16,10.3357
2021-05-17,10.2843
2021-05-18,10.2537
2021-05-19,10.2347
2021-05-20,10.2644
2021-05-21,10.2212
2021-05-22,10.2212
2021-05-23,10.2212
2021-05-24,10.3953
2021-05-25,10.3631
2021-05-26,10.3394
2021-05-27,10.435
2021-05-28,10.3675
2021-05-29,10.3675
2021-05-30,10.3675
2021-05-31,10.3675
2021-06-01,10.3284
2021-06-02,10.3256
2021-06-03,10.265
2021-06-04,10.2489
2021-06-05,10.2489
2021-06-06,10.2489
2021-06-07,10.1808
2021-06-08,10.1162
2021-06-09,10.2092
2021-06-10,10.1663
2021-06-11,10.2073
2021-06-12,10.2073
2021-06-13,10.2073
2021-06-14,10.2152
2021-06-15,10.2379
2021-06-16,10.1512
2021-06-17,10.1117
2021-06-18,10.0707
2021-06-19,10.0707
2021-06-20,10.0707
2021-06-21,10.1657
2021-06-22,10.1565
2021-06-23,10.2
2021-06-24,10.2127
2021-06-25,10.4681
2021-06-26,10.4681
2021-06-27,10.4681
2021-06-28,10.2984
2021-06-29,10.1193
2021-06-30,9.6336
2021-07-01,9.7375
2021-07-02,9.7405
2021-07-03,9.7405
2021-07-04,9.7405
2021-07-05,9.7405
2021-07-06,9.6342
2021-07-07,9.5488
2021-07-08,9.5042
2021-07-09,9.6106
2021-07-10,9.6106
2021-07-11,9.6106
2021-07-12,9.6297
2021-07-13,9.5766
2021-07-14,9.5441
2021-07-15,9.5131
2021-07-16,9.4632
2021-07-17,9.4632
2021-07-18,9.4632
2021-07-19,9.304
2021-07-20,9.4419
2021-07-21,9.5338
2021-07-22,9.4939
2021-07-23,9.5358
2021-07-24,9.5358
2021-07-25,9.5358
2021-07-26,9.5754
2021-07-27,9.5618
2021-07-28,9.6132
2021-07-29,9.6445
2021-07-30,9.6097
2021-07-31,9.6097
2021-08-01,9.6097
2021-08-02,9.6153
2021-08-03,9.6244
2021-08-04,9.5976
2021-08-05,9.667
2021-08-06,9.6806
2021-08-07,9.6806
2021-08-08,9.6806
2021-08-09,9.5972
2021-08-10,9.5977
2021-08-11,9.596
2021-08-12,9.5235
2021-08-13,9.4744
2021-08-14,9.4744
2021-08-15,9.4744
2021-08-16,9.4372
2021-08-17,9.4357
2021-08-18,9.464
2021-08-19,9.322
2021-08-20,9.3898
2021-08-21,9.3898
2021-08-22,9.3898
2021-08-23,9.4554
2021-08-24,9.5299
2021-08-25,9.5221
2021-08-26,9.4825
2021-08-27,9.5588
2021-08-28,9.5588
2021-08-29,9.5588
2021-08-30,9.5417
2021-08-31,9.5908
2021-09-01,9.5689
2021-09-02,9.6243
2021-09-03,9.5515
2021-09-04,9.5515
2021-09-05,9.5515
2021-09-06,9.5515
2021-09-07,9.4473
2021-09-08,9.4551
2021-09-09,9.4236
2021-09-10,9.3566
2021-09-11,9.3566
2021-09-12,9.3566
2021-09-13,9.4802
2021-09-14,9.4083
2021-09-15,9.5645
2021-09-16,9.6162
2021-09-17,9.5521
2021-09-18,9.5521
2021-09-19,9.5521
2021-09-20,9.4765
2021-09-21,9.5068
2021-09-22,9.661
2021-09-23,9.6994
2021-09-24,9.8377
2021-09-25,9.8377
2021-09-26,9.8377
2021-09-27,9.8721
2021-09-28,9.7823
2021-09-29,9.7309
2021-09-30,10.1518
2021-10-01,10.2148
2021-10-02,10.2148
2021-10-03,10.2148
2021-10-04,10.2015
2021-10-05,10.2024
2021-10-06,10.1754
2021-10-07,10.2081
2021-10-08,10.1969
2021-10-09,10.1969
2021-10-10,10.1969
2021-10-11,10.1845
2021-10-12,10.0293
2021-10-13,10.0456
2021-10-14,10.1379
2021-10-15,10.1107
2021-10-16,10.1107
2021-10-17,10.1107
2021-10-18,10.0253
2021-10-19,10.1413
2021-10-20,10.196
2021-10-21,10.1031
2021-10-22,10.1413
2021-10-23,10.1413
2021-10-24,10.1413
2021-10-25,10.1461
2021-10-26,10.1013
2021-10-27,9.9436
2021-10-28,10.0898
2021-10-29,10.0904
2021-10-30,10.0904
2021-10-31,10.0904
2021-11-01,10.2224
2021-11-02,10.413
2021-11-03,10.4018
2021-11-04,10.3642
2021-11-05,10.5149
2021-11-06,10.5149
2021-11-07,10.5149
2021-11-08,10.5664
2021-11-09,10.5753
2021-11-10,10.5457
2021-11-11,10.5863
2021-11-12,10.5321
2021-11-13,10.5321
2021-11-14,10.5321
2021-11-15,10.6011
2021-11-16,10.5398
2021-11-17,10.5211
2021-11-18,10.4338
2021-11-19,10.3915
2021-11-20,10.3915
2021-11-21,10.3915
2021-11-22,10.4246
2021-11-23,10.3657
2021-11-24,10.3012
2021-11-25,10.3012
2021-11-26,10.1697
2021-11-27,10.1697
2021-11-28,10.1697
2021-11-29,10.1629
2021-11-30,9.9793
2021-12-01,9.876
2021-12-02,10.1238
2021-12-03,10.1114
2021-12-04,10.1114
2021-12-05,10.1114
2021-12-06,10.0658
2021-12-07,10.1425
2021-12-08,10.1416
2021-12-09,10.1126
2021-12-10,10.1117
2021-12-11,10.1117
2021-12-12,10.1117
2021-12-13,10.006
2021-12-14,9.8896
2021-12-15,9.855
2021-12-16,9.8517
2021-12-17,9.9
2021-12-18,9.9
2021-12-19,9.9
2021-12-20,9.8011
2021-12-21,9.9329
2021-12-22,9.9554
2021-12-23,10.0765
2021-12-24,10.0765
2021-12-25,10.0765
2021-12-26,10.0765
2021-12-27,10.0827
2021-12-28,10.0708
2021-12-29,9.9352
2021-12-30,10.0534
2021-12-31,11.5015
2022-01-01,11.5015
2022-01-02,11.5015
2022-01-03,11.585
2022-01-04,11.5355
2022-01-05,11.4382
2022-01-06,11.4953
2022-01-07,11.651
2022-01-08,11.651
2022-01-09,11.651
2022-01-10,11.6145
2022-01-11,11.6307
2022-01-12,11.9558
2022-01-13,12.1527
2022-01-14,12.1551
2022-01-15,12.1551
2022-01-16,12.1551
2022-01-17,12.1551
2022-01-18,11.9898
2022-01-19,11.9262
2022-01-20,11.6671
2022-01-21,11.7571
2022-01-22,11.7571
2022-01-23,11.7571
2022-01-24,11.7953
2022-01-25,11.7915
2022-01-26,11.7565
2022-01-27,11.6283
2022-01-28,11.8946
2022-01-29,11.8946
2022-01-30,11.8946
2022-01-31,11.9963
2022-02-01,12.1297
2022-02-02,12.2448
2022-02-03,12.1503
2022-02-04,12.13
2022-02-05,12.13
2022-02-06,12.13
2022-02-07,12.2355
2022-02-08,12.3437
2022-02-09,12.5262
2022-02-10,12.5386
2022-02-11,12.4609
2022-02-12,12.4609
2022-02-13,12.4609
2022-02-14,12.3888
2022-02-15,12.5802
2022-02-16,12.5489
2022-02-17,12.4661
2022-02-18,12.3328
2022-02-19,12.3328
2022-02-20,12.3328
2022-02-21,12.3328
2022-02-22,12.3853
2022-02-23,12.1386
2022-02-24,12.1925
2022-02-25,12.4486
2022-02-26,12.4486
2022-02-27,12.4486
2022-02-28,12.6897
2022-03-01,12.6511
2022-03-02,12.8492
2022-03-03,12.7228
2022-03-04,12.6256
2022-03-05,12.6256
2022-03-06,12.6256
2022-03-07,12.4802
2022-03-08,12.6786
2022-03-09,12.6552
2022-03-10,12.5408
2022-03-11,12.4271
2022-03-12,12.4271
2022-03-13,12.4271
2022-03-14,12.3758
2022-03-15,12.507
2022-03-16,12.7817
2022-03-17,12.8127
2022-03-18,12.821
2022-03-19,12.821
2022-03-20,12.821
2022-03-21,12.7589
2022-03-22,12.7751
2022-03-23,12.7007
2022-03-24,12.8434
2022-03-25,12.8534
2022-03-26,12.8534
2022-03-27,12.8534
2022-03-28,12.7576
2022-03-29,12.7579
2022-03-30,12.8089
2022-03-31,12.1186
2022-04-01,12.0701
2022-04-02,12.0701
2022-04-03,12.0701
2022-04-04,12.0451
2022-04-05,11.9863
2022-04-06,11.8654
2022-04-07,11.6638
2022-04-08,11.6043
2022-04-09,11.6043
2022-04-10,11.6043
2022-04-11,11.5575
2022-04-12,11.5711
2022-04-13,11.6017
2022-04-14,11.5054
2022-04-15,11.5054
2022-04-16,11.5054
2022-04-17,11.5054
2022-04-18,11.524
2022-04-19,11.5618
2022-04-20,11.5668
2022-04-21,11.506
2022-04-22,11.4718
2022-04-23,11.4718
2022-04-24,11.4718
2022-04-25,11.3755
2022-04-26,11.2502
2022-04-27,11.2167
2022-04-28,11.2449
2022-04-29,11.0465
2022-04-30,11.0465
2022-05-01,11.0465
2022-05-02,11.1923
2022-05-03,11.1694
2022-05-04,11.3073
2022-05-05,11.2051
2022-05-06,11.0462
2022-05-07,11.0462
2022-05-08,11.0462
2022-05-09,10.8494
2022-05-10,11.0998
2022-05-11,11.1545
2022-05-12,11.3374
2022-05-13,11.4916
2022-05-14,11.4916
2022-05-15,11.4916
2022-05-16,11.4795
2022-05-17,11.6998
2022-05-18,11.5158
2022-05-19,11.5787
2022-05-20,11.5531
2022-05-21,11.5531
2022-05-22,11.5531
2022-05-23,11.5977
2022-05-24,11.109
2022-05-25,11.2867
2022-05-26,11.4618
2022-05-27,11.6415
2022-05-28,11.6415
2022-05-29,11.6415
2022-05-30,11.6415
2022-05-31,11.5931
2022-06-01,11.5993
2022-06-02,11.6212
2022-06-03,11.6124
2022-06-04,11.6124
2022-06-05,11.6124
2022-06-06,11.5859
2022-06-07,11.6346
2022-06-08,11.5093
2022-06-09,11.4736
2022-06-10,11.3332
2022-06-11,11.3332
2022-06-12,11.3332
2022-06-13,11.1031
2022-06-14,11.2648
2022-06-15,11.3171
2022-06-16,11.0851
2022-06-17,11.1063
2022-06-18,11.1063
2022-06-19,11.1063
2022-06-20,11.1063
2022-06-21,11.0982
2022-06-22,11.09
2022-06-23,11.109
2022-06-24,11.2373
2022-06-25,11.2373
2022-06-26,11.2373
2022-06-27,11.3234
2022-06-28,11.3017
2022-06-29,11.2369
2022-06-30,10.8012
2022-07-01,10.9796
2022-07-02,10.9796
2022-07-03,10.9796
2022-07-04,10.9796
2022-07-05,10.8549
2022-07-06,10.8135
2022-07-07,10.9544
2022-07-08,10.9307
2022-07-09,10.9307
2022-07-10,10.9307
2022-07-11,10.9
2022-07-12,10.96
2022-07-13,10.9458
2022-07-14,10.8325
2022-07-15,11.0232
2022-07-16,11.0232
2022-07-17,11.0232
2022-07-18,11.0396
2022-07-19,11.2086
2022-07-20,11.3573
2022-07-21,11.4331
2022-07-22,11.4259
2022-07-23,11.4259
2022-07-24,11.4259
2022-07-25,11.4767
2022-07-26,11.4091
2022-07-27,11.508
2022-07-28,11.7455
2022-07-29,11.6062
2022-07-30,11.6062
2022-07-31,11.6062
2022-08-01,11.6119
2022-08-02,11.5781
2022-08-03,11.6716
2022-08-04,11.8228
2022-08-05,11.5407
2022-08-06,11.5407
2022-08-07,11.5407
2022-08-08,11.5956
2022-08-09,11.608
2022-08-10,11.6611
2022-08-11,11.7821
2022-08-12,11.7766
2022-08-13,11.7766
2022-08-14,11.7766
2022-08-15,11.6993
2022-08-16,11.7873
2022-08-17,11.7333
2022-08-18,11.7321
2022-08-19,11.6605
2022-08-20,11.6605
2022-08-21,11.6605
2022-08-22,11.5419
2022-08-23,11.5271
2022-08-24,11.4922
2022-08-25,11.5674
2022-08-26,11.4746
2022-08-27,11.4746
2022-08-28,11.4746
2022-08-29,11.5165
2022-08-30,11.4285
2022-08-31,11.4586
2022-09-01,11.4446
2022-09-02,11.4583
2022-09-03,11.4583
2022-09-04,11.4583
2022-09-05,11.4583
2022-09-06,11.3691
2022-09-07,11.3621
2022-09-08,11.4237
2022-09-09,11.5814
2022-09-10,11.5814
2022-09-11,11.5814
2022-09-12,11.6751
2022-09-13,11.5156
2022-09-14,11.4555
2022-09-15,11.4949
2022-09-16,11.4446
2022-09-17,11.4446
2022-09-18,11.4446
2022-09-19,11.478
2022-09-20,11.4576
2022-09-21,11.3536
2022-09-22,11.1004
2022-09-23,10.9904
2022-09-24,10.9904
2022-09-25,10.9904
2022-09-26,10.8133
2022-09-27,10.766
2022-09-28,10.8254
2022-09-29,10.7129
2022-09-30,10.0191
2022-10-01,10.0191
2022-10-02,10.0191
2022-10-03,10.1874
2022-10-04,10.357
2022-10-05,10.3485
2022-10-06,10.2862
2022-10-07,10.206
2022-10-08,10.206
2022-10-09,10.206
2022-10-10,10.1757
2022-10-11,10.1403
2022-10-12,10.076
2022-10-13,10.2634
2022-10-14,10.172
2022-10-15,10.172
2022-10-16,10.172
2022-10-17,10.3211
2022-10-18,10.5359
2022-10-19,10.4794
2022-10-20,10.4474
2022-10-21,10.5142
2022-10-22,10.5142
2022-10-23,10.5142
2022-10-24,10.5648
2022-10-25,10.7142
2022-10-26,10.5525
2022-10-27,10.352
2022-10-28,10.4228
2022-10-29,10.4228
2022-10-30,10.4228
2022-10-31,10.1463
2022-11-01,10.2908
2022-11-02,10.1323
2022-11-03,9.9494
2022-11-04,9.6949
2022-11-05,9.6949
2022-11-06,9.6949
2022-11-07,9.6806
2022-11-08,10.0363
2022-11-09,9.6661
2022-11-10,9.7703
2022-11-11,9.9241
2022-11-12,9.9241
2022-11-13,9.9241
2022-11-14,9.9244
2022-11-15,9.9893
2022-11-16,9.9474
2022-11-17,9.9866
2022-11-18,9.9996
2022-11-19,9.9996
2022-11-20,9.9996
2022-11-21,9.9599
2022-11-22,10.0577
2022-11-23,10.0882
2022-11-24,10.0882
2022-11-25,10.1162
2022-11-26,10.1162
2022-11-27,10.1162
2022-11-28,10.1018
2022-11-29,10.4622
2022-11-30,10.5164
2022-12-01,10.3675
2022-12-02,10.342
2022-12-03,10.342
2022-12-04,10.342
2022-12-05,10.2892
2022-12-06,10.2431
2022-12-07,10.3031
2022-12-08,10.304
2022-12-09,10.3056
2022-12-10,10.3056
2022-12-11,10.3056
2022-12-12,10.3703
2022-12-13,10.2552
2022-12-14,10.2937
2022-12-15,10.1007
2022-12-16,10.1893
2022-12-17,10.1893
2022-12-18,10.1893
2022-12-19,9.973
2022-12-20,10.0316
2022-12-21,10.1362
2022-12-22,10.0752
2022-12-23,10.1387
2022-12-24,10.1387
2022-12-25,10.1387
2022-12-26,10.1387
2022-12-27,10.1607
2022-12-28,10.0657
2022-12-29,10.1548
2022-12-30,10.2952
2022-12-31,10.2952
2023-01-01,10.2952
2023-01-02,10.2952
2023-01-03,10.2728
2023-01-04,10.4086
2023-01-05,10.4296
2023-01-06,10.5498
2023-01-07,10.5498
2023-01-08,10.5498
2023-01-09,10.5154
2023-01-10,10.5492
2023-01-11,10.5833
2023-01-12,10.5251
2023-01-13,10.5527
2023-01-14,10.5527
2023-01-15,10.5527
2023-01-16,10.5527
2023-01-17,10.5339
2023-01-18,10.5379
2023-01-19,10.5007
2023-01-20,10.6044
2023-01-21,10.6044
2023-01-22,10.6044
2023-01-23,10.6467
2023-01-24,10.6288
2023-01-25,10.7763
2023-01-26,10.8979
2023-01-27,11.1283
2023-01-28,11.1283
2023-01-29,11.1283
2023-01-30,11.0467
2023-01-31,11.1402
2023-02-01,11.3135
2023-02-02,11.3669
2023-02-03,11.2712
2023-02-04,11.2712
2023-02-05,11.2712
2023-02-06,11.2209
2023-02-07,11.0618
2023-02-08,11.0362
2023-02-09,10.9476
2023-02-10,10.8839
2023-02-11,10.8839
2023-02-12,10.8839
2023-02-13,10.9319
2023-02-14,10.9445
2023-02-15,11.0663
2023-02-16,10.9913
2023-02-17,11.0092
2023-02-18,11.0092
2023-02-19,11.0092
2023-02-20,11.0092
2023-02-21,10.8561
2023-02-22,10.8893
2023-02-23,10.9146
2023-02-24,10.7592
2023-02-25,10.7592
2023-02-26,10.7592
2023-02-27,10.7859
2023-02-28,10.4726
2023-03-01,10.4815
2023-03-02,10.4141
2023-03-03,10.3911
2023-03-04,10.3911
2023-03-05,10.3911
2023-03-06,10.2922
2023-03-07,10.1573
2023-03-08,10.082
2023-03-09,9.8246
2023-03-10,9.913
2023-03-11,9.913
2023-03-12,9.913
2023-03-13,9.9282
2023-03-14,9.9083
2023-03-15,9.7675
2023-03-16,9.8681
