,LGIH US Equity
2020-05-26,10.6138
2020-05-27,10.9361
2020-05-28,10.4858
2020-05-29,10.4483
2020-05-30,10.4483
2020-05-31,10.4483
2020-06-01,10.4887
2020-06-02,10.759
2020-06-03,11.1448
2020-06-04,10.6215
2020-06-05,11.1131
2020-06-06,11.1131
2020-06-07,11.1131
2020-06-08,10.8928
2020-06-09,10.81
2020-06-10,10.9967
2020-06-11,10.2424
2020-06-12,10.6051
2020-06-13,10.6051
2020-06-14,10.6051
2020-06-15,11.0727
2020-06-16,11.3189
2020-06-17,11.2487
2020-06-18,10.963
2020-06-19,10.8495
2020-06-20,10.8495
2020-06-21,10.8495
2020-06-22,11.0409
2020-06-23,11.1544
2020-06-24,10.7061
2020-06-25,10.71
2020-06-26,10.2607
2020-06-27,10.2607
2020-06-28,10.2607
2020-06-29,10.7004
2020-06-30,10.1902
2020-07-01,10.0723
2020-07-02,10.1753
2020-07-03,10.1753
2020-07-04,10.1753
2020-07-05,10.1753
2020-07-06,10.582
2020-07-07,11.0853
2020-07-08,11.5552
2020-07-09,11.1605
2020-07-10,11.4512
2020-07-11,11.4512
2020-07-12,11.4512
2020-07-13,11.037
2020-07-14,11.7297
2020-07-15,12.1745
2020-07-16,12.2451
2020-07-17,12.3677
2020-07-18,12.3677
2020-07-19,12.3677
2020-07-20,12.3157
2020-07-21,12.3184
2020-07-22,12.6936
2020-07-23,12.4865
2020-07-24,12.5951
2020-07-25,12.5951
2020-07-26,12.5951
2020-07-27,12.87
2020-07-28,12.5998
2020-07-29,12.9833
2020-07-30,12.8709
2020-07-31,12.6119
2020-08-01,12.6119
2020-08-02,12.6119
2020-08-03,12.9926
2020-08-04,12.8085
2020-08-05,12.855
2020-08-06,12.501
2020-08-07,12.4258
2020-08-08,12.4258
2020-08-09,12.4258
2020-08-10,12.2502
2020-08-11,11.7689
2020-08-12,11.8729
2020-08-13,12.2139
2020-08-14,12.1377
2020-08-15,12.1377
2020-08-16,12.1377
2020-08-17,12.6562
2020-08-18,12.7231
2020-08-19,12.7221
2020-08-20,12.6738
2020-08-21,12.8912
2020-08-22,12.8912
2020-08-23,12.8912
2020-08-24,13.0724
2020-08-25,12.9358
2020-08-26,12.6878
2020-08-27,12.5233
2020-08-28,12.5688
2020-08-29,12.5688
2020-08-30,12.5688
2020-08-31,12.409
2020-09-01,12.79
2020-09-02,13.4357
2020-09-03,12.6868
2020-09-04,12.0597
2020-09-05,12.0597
2020-09-06,12.0597
2020-09-07,12.0597
2020-09-08,12.0755
2020-09-09,12.6487
2020-09-10,12.3849
2020-09-11,12.4713
2020-09-12,12.4713
2020-09-13,12.4713
2020-09-14,12.4676
2020-09-15,12.305
2020-09-16,12.7835
2020-09-17,12.2093
2020-09-18,11.8423
2020-09-19,11.8423
2020-09-20,11.8423
2020-09-21,11.9779
2020-09-22,12.4685
2020-09-23,11.7995
2020-09-24,12.2548
2020-09-25,12.0402
2020-09-26,12.0402
2020-09-27,12.0402
2020-09-28,12.7658
2020-09-29,12.5883
2020-09-30,12.3206
2020-10-01,12.9402
2020-10-02,13.2084
2020-10-03,13.2084
2020-10-04,13.2084
2020-10-05,13.258
2020-10-06,12.888
2020-10-07,12.8384
2020-10-08,13.0385
2020-10-09,13.2137
2020-10-10,13.2137
2020-10-11,13.2137
2020-10-12,13.3527
2020-10-13,13.3766
2020-10-14,13.2385
2020-10-15,13.4669
2020-10-16,13.2704
2020-10-17,13.2704
2020-10-18,13.2704
2020-10-19,13.119
2020-10-20,13.2518
2020-10-21,12.5269
2020-10-22,11.9754
2020-10-23,12.3835
2020-10-24,12.3835
2020-10-25,12.3835
2020-10-26,12.1241
2020-10-27,12.0551
2020-10-28,11.9683
2020-10-29,11.6674
2020-10-30,11.4983
2020-10-31,11.4983
2020-11-01,11.4983
2020-11-02,11.9471
2020-11-03,12.2031
2020-11-04,12.7512
2020-11-05,12.9469
2020-11-06,12.4289
2020-11-07,12.4289
2020-11-08,12.4289
2020-11-09,11.2741
2020-11-10,12.0401
2020-11-11,12.1455
2020-11-12,11.8063
2020-11-13,11.9489
2020-11-14,11.9489
2020-11-15,11.9489
2020-11-16,11.7195
2020-11-17,11.6859
2020-11-18,11.8187
2020-11-19,11.7975
2020-11-20,11.7842
2020-11-21,11.7842
2020-11-22,11.7842
2020-11-23,12.1154
2020-11-24,11.7939
2020-11-25,11.7426
2020-11-26,11.7426
2020-11-27,11.9197
2020-11-28,11.9197
2020-11-29,11.9197
2020-11-30,11.6062
2020-12-01,11.569
2020-12-02,11.1165
2020-12-03,11.5265
2020-12-04,11.3219
2020-12-05,11.3219
2020-12-06,11.3219
2020-12-07,11.5672
2020-12-08,11.1732
2020-12-09,11.5088
2020-12-10,11.4459
2020-12-11,11.5858
2020-12-12,11.5858
2020-12-13,11.5858
2020-12-14,11.5646
2020-12-15,11.5663
2020-12-16,11.4672
2020-12-17,12.002
2020-12-18,12.0047
2020-12-19,12.0047
2020-12-20,12.0047
2020-12-21,11.9932
2020-12-22,12.1738
2020-12-23,11.8391
2020-12-24,12.0215
2020-12-25,12.0215
2020-12-26,12.0215
2020-12-27,12.0215
2020-12-28,11.7213
2020-12-29,11.6275
2020-12-30,11.5619
2020-12-31,8.6701
2021-01-01,8.6701
2021-01-02,8.6701
2021-01-03,8.6701
2021-01-04,8.5161
2021-01-05,8.7134
2021-01-06,8.851
2021-01-07,8.567
2021-01-08,8.0842
2021-01-09,8.0842
2021-01-10,8.0842
2021-01-11,8.2403
2021-01-12,8.1516
2021-01-13,8.1709
2021-01-14,8.131
2021-01-15,8.3283
2021-01-16,8.3283
2021-01-17,8.3283
2021-01-18,8.3283
2021-01-19,8.4212
2021-01-20,8.7189
2021-01-21,8.9087
2021-01-22,8.9968
2021-01-23,8.9968
2021-01-24,8.9968
2021-01-25,9.1487
2021-01-26,9.091
2021-01-27,8.8702
2021-01-28,8.7836
2021-01-29,8.7292
2021-01-30,8.7292
2021-01-31,8.7292
2021-02-01,8.9074
2021-02-02,8.8633
2021-02-03,8.917
2021-02-04,9.0339
2021-02-05,9.3887
2021-02-06,9.3887
2021-02-07,9.3887
2021-02-08,9.5744
2021-02-09,9.5077
2021-02-10,9.7016
2021-02-11,9.8749
2021-02-12,9.6996
2021-02-13,9.6996
2021-02-14,9.6996
2021-02-15,9.6996
2021-02-16,9.298
2021-02-17,9.3997
2021-02-18,9.3729
2021-02-19,9.5744
2021-02-20,9.5744
2021-02-21,9.5744
2021-02-22,9.3055
2021-02-23,9.3179
2021-02-24,9.3255
2021-02-25,8.6116
2021-02-26,8.8689
2021-02-27,8.8689
2021-02-28,8.8689
2021-03-01,9.1003
2021-03-02,9.4952
2021-03-03,9.7218
2021-03-04,9.7225
2021-03-05,9.9566
2021-03-06,9.9566
2021-03-07,9.9566
2021-03-08,10.3679
2021-03-09,10.563
2021-03-10,10.8327
2021-03-11,10.8649
2021-03-12,10.8772
2021-03-13,10.8772
2021-03-14,10.8772
2021-03-15,11.0421
2021-03-16,10.8094
2021-03-17,11.3036
2021-03-18,11.0428
2021-03-19,11.0339
2021-03-20,11.0339
2021-03-21,11.0339
2021-03-22,11.0911
2021-03-23,10.8527
2021-03-24,10.9277
2021-03-25,11.2519
2021-03-26,11.7247
2021-03-27,11.7247
2021-03-28,11.7247
2021-03-29,11.3909
2021-03-30,11.5925
2021-03-31,9.4183
2021-04-01,9.6299
2021-04-02,9.6299
2021-04-03,9.6299
2021-04-04,9.6299
2021-04-05,9.6609
2021-04-06,9.7555
2021-04-07,9.7354
2021-04-08,9.623
2021-04-09,9.9218
2021-04-10,9.9218
2021-04-11,9.9218
2021-04-12,10.0847
2021-04-13,10.0554
2021-04-14,10.2057
2021-04-15,10.3307
2021-04-16,10.5348
2021-04-17,10.5348
2021-04-18,10.5348
2021-04-19,10.6163
2021-04-20,10.2412
2021-04-21,10.423
2021-04-22,10.3152
2021-04-23,10.4414
2021-04-24,10.4414
2021-04-25,10.4414
2021-04-26,10.4379
2021-04-27,10.4821
2021-04-28,10.333
2021-04-29,10.6255
2021-04-30,10.3628
2021-05-01,10.3628
2021-05-02,10.3628
2021-05-03,10.7235
2021-05-04,10.8983
2021-05-05,10.7539
2021-05-06,10.9368
2021-05-07,11.4009
2021-05-08,11.4009
2021-05-09,11.4009
2021-05-10,11.2692
2021-05-11,10.7396
2021-05-12,10.3059
2021-05-13,10.7936
2021-05-14,10.9679
2021-05-15,10.9679
2021-05-16,10.9679
2021-05-17,10.6924
2021-05-18,10.433
2021-05-19,10.3853
2021-05-20,10.5026
2021-05-21,10.3163
2021-05-22,10.3163
2021-05-23,10.3163
2021-05-24,10.4825
2021-05-25,10.7637
2021-05-26,11.0933
2021-05-27,11.1145
2021-05-28,11.2543
2021-05-29,11.2543
2021-05-30,11.2543
2021-05-31,11.2543
2021-06-01,11.39
2021-06-02,11.2802
2021-06-03,10.7217
2021-06-04,10.8046
2021-06-05,10.8046
2021-06-06,10.8046
2021-06-07,10.7292
2021-06-08,10.9524
2021-06-09,10.4681
2021-06-10,9.7596
2021-06-11,9.8533
2021-06-12,9.8533
2021-06-13,9.8533
2021-06-14,9.6877
2021-06-15,9.8102
2021-06-16,9.6428
2021-06-17,9.6124
2021-06-18,9.6555
2021-06-19,9.6555
2021-06-20,9.6555
2021-06-21,9.801
2021-06-22,9.8177
2021-06-23,9.709
2021-06-24,9.7458
2021-06-25,9.6906
2021-06-26,9.6906
2021-06-27,9.6906
2021-06-28,9.8033
2021-06-29,10.0581
2021-06-30,8.8228
2021-07-01,9.0226
2021-07-02,8.9919
2021-07-03,8.9919
2021-07-04,8.9919
2021-07-05,8.9919
2021-07-06,8.8292
2021-07-07,9.1542
2021-07-08,8.8881
2021-07-09,8.9315
2021-07-10,8.9315
2021-07-11,8.9315
2021-07-12,8.912
2021-07-13,8.5836
2021-07-14,8.6591
2021-07-15,8.567
2021-07-16,8.5046
2021-07-17,8.5046
2021-07-18,8.5046
2021-07-19,8.5811
2021-07-20,8.7624
2021-07-21,8.9227
2021-07-22,8.7926
2021-07-23,9.0055
2021-07-24,9.0055
2021-07-25,9.0055
2021-07-26,8.7039
2021-07-27,8.7941
2021-07-28,8.7312
2021-07-29,9.1639
2021-07-30,9.2594
2021-07-31,9.2594
2021-08-01,9.2594
2021-08-02,9.3739
2021-08-03,8.7754
2021-08-04,8.5816
2021-08-05,8.5464
2021-08-06,8.5566
2021-08-07,8.5566
2021-08-08,8.5566
2021-08-09,8.5181
2021-08-10,8.5219
2021-08-11,8.723
2021-08-12,8.6157
2021-08-13,8.5219
2021-08-14,8.5219
2021-08-15,8.5219
2021-08-16,8.5994
2021-08-17,8.2492
2021-08-18,8.305
2021-08-19,8.203
2021-08-20,8.3338
2021-08-21,8.3338
2021-08-22,8.3338
2021-08-23,8.278
2021-08-24,8.4387
2021-08-25,8.4483
2021-08-26,8.3463
2021-08-27,8.5426
2021-08-28,8.5426
2021-08-29,8.5426
2021-08-30,8.5825
2021-08-31,8.6451
2021-09-01,8.8409
2021-09-02,8.7928
2021-09-03,8.7548
2021-09-04,8.7548
2021-09-05,8.7548
2021-09-06,8.7548
2021-09-07,8.5998
2021-09-08,8.2434
2021-09-09,8.3218
2021-09-10,8.2949
2021-09-11,8.2949
2021-09-12,8.2949
2021-09-13,8.2631
2021-09-14,8.2006
2021-09-15,8.3078
2021-09-16,8.4156
2021-09-17,8.4777
2021-09-18,8.4777
2021-09-19,8.4777
2021-09-20,8.1558
2021-09-21,8.2049
2021-09-22,8.227
2021-09-23,8.0952
2021-09-24,8.0894
2021-09-25,8.0894
2021-09-26,8.0894
2021-09-27,8.227
2021-09-28,8.0731
2021-09-29,8.1246
2021-09-30,7.196
2021-10-01,7.1466
2021-10-02,7.1466
2021-10-03,7.1466
2021-10-04,7.1259
2021-10-05,7.0192
2021-10-06,6.9981
2021-10-07,7.181
2021-10-08,7.1061
2021-10-09,7.1061
2021-10-10,7.1061
2021-10-11,7.0502
2021-10-12,7.0863
2021-10-13,7.1969
2021-10-14,7.2412
2021-10-15,7.0541
2021-10-16,7.0541
2021-10-17,7.0541
2021-10-18,7.1405
2021-10-19,7.2386
2021-10-20,7.3883
2021-10-21,7.3402
2021-10-22,7.3556
2021-10-23,7.3556
2021-10-24,7.3556
2021-10-25,7.3595
2021-10-26,7.3802
2021-10-27,7.3105
2021-10-28,7.4499
2021-10-29,7.514
2021-10-30,7.514
2021-10-31,7.514
2021-11-01,7.7441
2021-11-02,6.8553
2021-11-03,6.9808
2021-11-04,6.8213
2021-11-05,6.9647
2021-11-06,6.9647
2021-11-07,6.9647
2021-11-08,6.8943
2021-11-09,6.9948
2021-11-10,6.9503
2021-11-11,7.0496
2021-11-12,7.1565
2021-11-13,7.1565
2021-11-14,7.1565
2021-11-15,7.1569
2021-11-16,7.2557
2021-11-17,7.3461
2021-11-18,7.4492
2021-11-19,7.4954
2021-11-20,7.4954
2021-11-21,7.4954
2021-11-22,7.3465
2021-11-23,7.3898
2021-11-24,7.3058
2021-11-25,7.3058
2021-11-26,7.1649
2021-11-27,7.1649
2021-11-28,7.1649
2021-11-29,7.1785
2021-11-30,7.1849
2021-12-01,7.3041
2021-12-02,7.6082
2021-12-03,7.5162
2021-12-04,7.5162
2021-12-05,7.5162
2021-12-06,7.671
2021-12-07,7.7452
2021-12-08,7.7079
2021-12-09,7.8063
2021-12-10,7.8661
2021-12-11,7.8661
2021-12-12,7.8661
2021-12-13,7.5883
2021-12-14,7.5692
2021-12-15,7.7257
2021-12-16,7.5501
2021-12-17,7.4755
2021-12-18,7.4755
2021-12-19,7.4755
2021-12-20,7.3015
2021-12-21,7.4954
2021-12-22,7.6125
2021-12-23,7.5467
2021-12-24,7.5467
2021-12-25,7.5467
2021-12-26,7.5467
2021-12-27,7.4602
2021-12-28,7.5158
2021-12-29,7.5085
2021-12-30,7.5068
2021-12-31,8.2301
2022-01-01,8.2301
2022-01-02,8.2301
2022-01-03,7.9581
2022-01-04,7.9045
2022-01-05,7.7694
2022-01-06,7.769
2022-01-07,7.3087
2022-01-08,7.3087
2022-01-09,7.3087
2022-01-10,7.3357
2022-01-11,7.454
2022-01-12,7.4296
2022-01-13,7.5399
2022-01-14,7.5453
2022-01-15,7.5453
2022-01-16,7.5453
2022-01-17,7.5453
2022-01-18,7.0673
2022-01-19,6.9158
2022-01-20,6.8059
2022-01-21,6.7156
2022-01-22,6.7156
2022-01-23,6.7156
2022-01-24,7.0633
2022-01-25,6.9543
2022-01-26,6.6394
2022-01-27,6.5472
2022-01-28,6.7816
2022-01-29,6.7816
2022-01-30,6.7816
2022-01-31,6.9025
2022-02-01,6.8432
2022-02-02,6.9508
2022-02-03,6.9087
2022-02-04,6.6482
2022-02-05,6.6482
2022-02-06,6.6482
2022-02-07,6.5907
2022-02-08,6.7816
2022-02-09,6.9433
2022-02-10,6.7652
2022-02-11,6.7457
2022-02-12,6.7457
2022-02-13,6.7457
2022-02-14,6.767
2022-02-15,7.0416
2022-02-16,6.974
2022-02-17,6.7479
2022-02-18,6.8112
2022-02-19,6.8112
2022-02-20,6.8112
2022-02-21,6.8112
2022-02-22,6.6558
2022-02-23,6.4458
2022-02-24,6.6388
2022-02-25,6.8461
2022-02-26,6.8461
2022-02-27,6.8461
2022-02-28,6.8924
2022-03-01,6.9897
2022-03-02,7.1669
2022-03-03,7.0993
2022-03-04,6.9478
2022-03-05,6.9478
2022-03-06,6.9478
2022-03-07,6.5759
2022-03-08,6.62
2022-03-09,6.7056
2022-03-10,6.6501
2022-03-11,6.5768
2022-03-12,6.5768
2022-03-13,6.5768
2022-03-14,6.4035
2022-03-15,6.5724
2022-03-16,6.6348
2022-03-17,6.7282
2022-03-18,6.8427
2022-03-19,6.8427
2022-03-20,6.8427
2022-03-21,6.6245
2022-03-22,6.6028
2022-03-23,6.1147
2022-03-24,5.965
2022-03-25,5.843
2022-03-26,5.843
2022-03-27,5.843
2022-03-28,5.8404
2022-03-29,5.9797
2022-03-30,5.8326
2022-03-31,6.2889
2022-04-01,6.3459
2022-04-02,6.3459
2022-04-03,6.3459
2022-04-04,6.4873
2022-04-05,6.2519
2022-04-06,6.0366
2022-04-07,5.9678
2022-04-08,5.9513
2022-04-09,5.9513
2022-04-10,5.9513
2022-04-11,5.9764
2022-04-12,5.9454
2022-04-13,5.986
2022-04-14,5.9413
2022-04-15,5.9413
2022-04-16,5.9413
2022-04-17,5.9413
2022-04-18,5.9066
2022-04-19,6.0973
2022-04-20,6.116
2022-04-21,6.1438
2022-04-22,6.0357
2022-04-23,6.0357
2022-04-24,6.0357
2022-04-25,6.2871
2022-04-26,6.1133
2022-04-27,6.0759
2022-04-28,6.2332
2022-04-29,6.1078
2022-04-30,6.1078
2022-05-01,6.1078
2022-05-02,6.3003
2022-05-03,6.3311
2022-05-04,6.5845
2022-05-05,6.3856
2022-05-06,6.2721
2022-05-07,6.2721
2022-05-08,6.2721
2022-05-09,6.2571
2022-05-10,6.1504
2022-05-11,5.8698
2022-05-12,6.1259
2022-05-13,6.3289
2022-05-14,6.3289
2022-05-15,6.3289
2022-05-16,6.3012
2022-05-17,6.421
2022-05-18,6.2417
2022-05-19,6.2535
2022-05-20,6.2253
2022-05-21,6.2253
2022-05-22,6.2253
2022-05-23,6.031
2022-05-24,5.8594
2022-05-25,5.9724
2022-05-26,6.2031
2022-05-27,6.3189
2022-05-28,6.3189
2022-05-29,6.3189
2022-05-30,6.3189
2022-05-31,6.2826
2022-06-01,6.2549
2022-06-02,6.3252
2022-06-03,6.2517
2022-06-04,6.2517
2022-06-05,6.2517
2022-06-06,6.1436
2022-06-07,6.2935
2022-06-08,6.1976
2022-06-09,6.209
2022-06-10,6.006
2022-06-11,6.006
2022-06-12,6.006
2022-06-13,5.6496
2022-06-14,5.6278
2022-06-15,5.6079
2022-06-16,5.3114
2022-06-17,5.2038
2022-06-18,5.2038
2022-06-19,5.2038
2022-06-20,5.2038
2022-06-21,5.305
2022-06-22,5.414
2022-06-23,5.7291
2022-06-24,5.7622
2022-06-25,5.7622
2022-06-26,5.7622
2022-06-27,5.8181
2022-06-28,5.6964
2022-06-29,5.7373
2022-06-30,5.9436
2022-07-01,6.2182
2022-07-02,6.2182
2022-07-03,6.2182
2022-07-04,6.2182
2022-07-05,6.5323
2022-07-06,6.4548
2022-07-07,6.3879
2022-07-08,6.4318
2022-07-09,6.4318
2022-07-10,6.4318
2022-07-11,6.4154
2022-07-12,6.3875
2022-07-13,6.4269
2022-07-14,6.356
2022-07-15,6.3675
2022-07-16,6.3675
2022-07-17,6.3675
2022-07-18,6.3662
2022-07-19,6.5722
2022-07-20,6.5793
2022-07-21,6.7543
2022-07-22,6.7968
2022-07-23,6.7968
2022-07-24,6.7968
2022-07-25,6.733
2022-07-26,6.7459
2022-07-27,6.8978
2022-07-28,7.0511
2022-07-29,7.0909
2022-07-30,7.0909
2022-07-31,7.0909
2022-08-01,7.1583
2022-08-02,6.7338
2022-08-03,6.7434
2022-08-04,6.9255
2022-08-05,6.8053
2022-08-06,6.8053
2022-08-07,6.8053
2022-08-08,6.8758
2022-08-09,6.7338
2022-08-10,6.9847
2022-08-11,6.9738
2022-08-12,6.9847
2022-08-13,6.9847
2022-08-14,6.9847
2022-08-15,6.9451
2022-08-16,6.9268
2022-08-17,6.8175
2022-08-18,6.7403
2022-08-19,6.5526
2022-08-20,6.5526
2022-08-21,6.5526
2022-08-22,6.425
2022-08-23,6.3984
2022-08-24,6.4237
2022-08-25,6.5182
2022-08-26,6.3017
2022-08-27,6.3017
2022-08-28,6.3017
2022-08-29,6.3056
2022-08-30,6.2825
2022-08-31,6.2285
2022-09-01,6.1335
2022-09-02,6.0503
2022-09-03,6.0503
2022-09-04,6.0503
2022-09-05,6.0503
2022-09-06,5.9623
2022-09-07,6.0673
2022-09-08,6.1017
2022-09-09,6.2137
2022-09-10,6.2137
2022-09-11,6.2137
2022-09-12,6.2241
2022-09-13,5.8822
2022-09-14,5.8325
2022-09-15,5.7702
2022-09-16,5.8608
2022-09-17,5.8608
2022-09-18,5.8608
2022-09-19,5.9087
2022-09-20,5.8199
2022-09-21,5.792
2022-09-22,5.7667
2022-09-23,5.7406
2022-09-24,5.7406
2022-09-25,5.7406
2022-09-26,5.6321
2022-09-27,5.5385
2022-09-28,5.7306
2022-09-29,5.6456
2022-09-30,6.2598
2022-10-01,6.2598
2022-10-02,6.2598
2022-10-03,6.4789
2022-10-04,6.6952
2022-10-05,6.566
2022-10-06,6.5885
2022-10-07,6.5435
2022-10-08,6.5435
2022-10-09,6.5435
2022-10-10,6.5444
2022-10-11,6.5117
2022-10-12,6.4595
2022-10-13,6.3585
2022-10-14,6.1758
2022-10-15,6.1758
2022-10-16,6.1758
2022-10-17,6.2394
2022-10-18,6.3902
2022-10-19,6.1175
2022-10-20,6.0122
2022-10-21,6.1289
2022-10-22,6.1289
2022-10-23,6.1289
2022-10-24,6.3072
2022-10-25,6.5648
2022-10-26,6.6037
2022-10-27,6.7052
2022-10-28,6.7944
2022-10-29,6.7944
2022-10-30,6.7944
2022-10-31,6.7664
2022-11-01,6.7868
2022-11-02,6.3605
2022-11-03,6.3078
2022-11-04,6.3529
2022-11-05,6.3529
2022-11-06,6.3529
2022-11-07,6.4113
2022-11-08,6.3933
2022-11-09,6.2428
2022-11-10,6.8794
2022-11-11,6.887
2022-11-12,6.887
2022-11-13,6.887
2022-11-14,6.8386
2022-11-15,6.9876
2022-11-16,6.8518
2022-11-17,6.7626
2022-11-18,6.8262
2022-11-19,6.8262
2022-11-20,6.8262
2022-11-21,6.7773
2022-11-22,6.9117
2022-11-23,6.9943
2022-11-24,6.9943
2022-11-25,6.9985
2022-11-26,6.9985
2022-11-27,6.9985
2022-11-28,6.9477
2022-11-29,6.9041
2022-11-30,7.1158
2022-12-01,7.2535
2022-12-02,7.1272
2022-12-03,7.1272
2022-12-04,7.1272
2022-12-05,7.0621
2022-12-06,6.9026
2022-12-07,7.0128
2022-12-08,6.9696
2022-12-09,6.9425
2022-12-10,6.9425
2022-12-11,6.9425
2022-12-12,7.1158
2022-12-13,7.1913
2022-12-14,7.1267
2022-12-15,7.3389
2022-12-16,7.2463
2022-12-17,7.2463
2022-12-18,7.2463
2022-12-19,7.046
2022-12-20,6.9283
2022-12-21,7.0237
2022-12-22,7.0237
2022-12-23,6.9012
2022-12-24,6.9012
2022-12-25,6.9012
2022-12-26,6.9012
2022-12-27,6.8319
2022-12-28,6.6824
2022-12-29,6.801
2022-12-30,8.323
2022-12-31,8.323
2023-01-01,8.323
2023-01-02,8.323
2023-01-03,8.4681
2023-01-04,8.6621
2023-01-05,8.7648
2023-01-06,8.8538
2023-01-07,8.8538
2023-01-08,8.8538
2023-01-09,8.8544
2023-01-10,8.9576
2023-01-11,9.1218
2023-01-12,9.0538
2023-01-13,9.1965
2023-01-14,9.1965
2023-01-15,9.1965
2023-01-16,9.1965
2023-01-17,9.1941
2023-01-18,9.166
2023-01-19,8.9959
2023-01-20,9.2006
2023-01-21,9.2006
2023-01-22,9.2006
2023-01-23,9.3505
2023-01-24,9.3111
2023-01-25,9.3135
2023-01-26,9.3726
2023-01-27,9.3994
2023-01-28,9.3994
2023-01-29,9.3994
2023-01-30,9.2412
2023-01-31,9.5917
2023-02-01,9.7821
2023-02-02,10.2424
2023-02-03,10.0663
2023-02-04,10.0663
2023-02-05,10.0663
2023-02-06,9.8735
2023-02-07,10.0012
2023-02-08,9.7009
2023-02-09,9.6962
2023-02-10,9.5726
2023-02-11,9.5726
2023-02-12,9.5726
2023-02-13,9.8603
2023-02-14,9.7857
2023-02-15,9.8436
2023-02-16,9.775
2023-02-17,9.618
2023-02-18,9.618
2023-02-19,9.618
2023-02-20,9.618
2023-02-21,9.0472
2023-02-22,9.0311
2023-02-23,9.1912
2023-02-24,9.0783
2023-02-25,9.0783
2023-02-26,9.0783
2023-02-27,9.0143
2023-02-28,9.0263
2023-03-01,8.9845
2023-03-02,8.9785
2023-03-03,9.1697
2023-03-04,9.1697
2023-03-05,9.1697
2023-03-06,8.9594
2023-03-07,8.8614
2023-03-08,9.0293
2023-03-09,8.9256
2023-03-10,8.755
2023-03-11,8.755
2023-03-12,8.755
2023-03-13,8.8088
2023-03-14,8.9874
2023-03-15,9.0938
2023-03-16,9.2157
