,CNS US Equity
2023-03-19,15.6262
2023-03-20,15.3008
2023-03-21,15.6858
2023-03-22,15.3008
2023-03-23,14.943
2023-03-24,15.0208
2023-03-25,15.0208
2023-03-26,15.0208
2023-03-27,15.1127
2023-03-28,15.0705
2023-03-29,15.1475
2023-03-30,15.309
2023-03-31,16.9558
2023-04-01,16.9558
2023-04-02,16.9558
2023-04-03,16.7464
2023-04-04,16.4983
2023-04-05,16.3794
2023-04-06,16.6947
2023-04-07,16.6947
2023-04-08,16.6947
2023-04-09,16.6947
2023-04-10,16.8343
2023-04-11,17.1212
2023-04-12,16.4001
2023-04-13,16.3226
2023-04-14,16.0822
2023-04-15,16.0822
2023-04-16,16.0822
2023-04-17,16.3949
2023-04-18,16.3148
2023-04-19,16.3536
2023-04-20,16.1882
2023-04-21,16.5319
2023-04-22,16.5319
2023-04-23,16.5319
2023-04-24,16.4466
2023-04-25,15.9685
2023-04-26,15.6273
2023-04-27,15.7359
2023-04-28,15.9478
2023-04-29,15.9478
2023-04-30,15.9478
2023-05-01,15.8625
2023-05-02,15.3922
2023-05-03,15.0433
2023-05-04,14.4437
2023-05-05,14.6719
2023-05-06,14.6719
2023-05-07,14.6719
2023-05-08,14.4599
2023-05-09,14.4263
2023-05-10,14.7184
2023-05-11,14.5607
2023-05-12,14.4625
2023-05-13,14.4625
2023-05-14,14.4625
2023-05-15,14.522
2023-05-16,14.4522
2023-05-17,14.8735
2023-05-18,15.0752
2023-05-19,14.9821
2023-05-20,14.9821
2023-05-21,14.9821
2023-05-22,15.1424
2023-05-23,14.858
2023-05-24,14.4444
2023-05-25,14.2971
2023-05-26,14.3953
2023-05-27,14.3953
2023-05-28,14.3953
2023-05-29,14.3953
2023-05-30,14.5271
2023-05-31,14.4909
2023-06-01,14.8218
2023-06-02,15.5327
2023-06-03,15.5327
2023-06-04,15.5327
2023-06-05,15.4112
2023-06-06,15.7861
2023-06-07,16.0472
2023-06-08,16.3445
2023-06-09,15.9515
2023-06-10,15.9515
2023-06-11,15.9515
2023-06-12,15.7473
2023-06-13,15.8559
2023-06-14,15.8119
2023-06-15,16.3134
2023-06-16,16.21
2023-06-17,16.21
2023-06-18,16.21
2023-06-19,16.21
2023-06-20,15.9774
2023-06-21,15.7008
2023-06-22,15.2794
2023-06-23,14.7495
2023-06-24,14.7495
2023-06-25,14.7495
2023-06-26,14.8968
2023-06-27,15.0493
2023-06-28,15.008
2023-06-29,15.494
2023-06-30,14.358
2023-07-01,14.358
2023-07-02,14.358
2023-07-03,14.5419
2023-07-04,14.5419
2023-07-05,14.3948
2023-07-06,14.2305
2023-07-07,14.3972
2023-07-08,14.3972
2023-07-09,14.3972
2023-07-10,14.3163
2023-07-11,14.461
2023-07-12,15.3412
2023-07-13,15.8414
2023-07-14,15.7384
2023-07-15,15.7384
2023-07-16,15.7384
2023-07-17,15.6673
2023-07-18,16.0523
2023-07-19,16.3073
2023-07-20,16.1675
2023-07-21,16.1258
2023-07-22,16.1258
2023-07-23,16.1258
2023-07-24,16.3539
2023-07-25,16.3441
2023-07-26,16.5525
2023-07-27,16.2607
2023-07-28,15.9027
2023-07-29,15.9027
2023-07-30,15.9027
2023-07-31,15.9076
2023-08-01,15.736
2023-08-02,15.6869
2023-08-03,15.8267
2023-08-04,15.9533
2023-08-05,15.9533
2023-08-06,15.9533
2023-08-07,16.3507
2023-08-08,16.2673
2023-08-09,16.3948
2023-08-10,16.4071
2023-08-11,16.3212
2023-08-12,16.3212
2023-08-13,16.3212
2023-08-14,16.1765
2023-08-15,15.7449
2023-08-16,15.7547
2023-08-17,15.6958
2023-08-18,15.7228
2023-08-19,15.7228
2023-08-20,15.7228
2023-08-21,15.4015
2023-08-22,15.2445
2023-08-23,15.5805
2023-08-24,15.4849
2023-08-25,15.4555
2023-08-26,15.4555
2023-08-27,15.4555
2023-08-28,15.6149
2023-08-29,16.0858
2023-08-30,16.0833
2023-08-31,16.125
2023-09-01,16.1839
2023-09-02,16.1839
2023-09-03,16.1839
2023-09-04,16.1839
2023-09-05,15.8675
2023-09-06,15.762
2023-09-07,15.6615
2023-09-08,15.5021
2023-09-09,15.5021
2023-09-10,15.5021
2023-09-11,15.507
2023-09-12,15.6247
2023-09-13,15.5928
2023-09-14,15.8871
2023-09-15,15.7866
2023-09-16,15.7866
2023-09-17,15.7866
2023-09-18,15.6124
2023-09-19,15.4824
2023-09-20,15.4089
2023-09-21,15.296
2023-09-22,15.1562
2023-09-23,15.1562
2023-09-24,15.1562
2023-09-25,15.1121
2023-09-26,14.8963
2023-09-27,14.8399
2023-09-28,15.3647
2023-09-29,17.408
2023-09-30,17.408
2023-10-01,17.408
2023-10-02,17.2218
2023-10-03,16.6094
2023-10-04,16.6228
2023-10-05,16.836
2023-10-06,16.5932
2023-10-07,16.5932
2023-10-08,16.5932
2023-10-09,16.6444
2023-10-10,16.1912
2023-10-11,16.1426
2023-10-12,15.7757
2023-10-13,15.6111
2023-10-14,15.6111
2023-10-15,15.6111
2023-10-16,15.6003
2023-10-17,15.7298
2023-10-18,15.1713
2023-10-19,14.7936
2023-10-20,14.5022
2023-10-21,14.5022
2023-10-22,14.5022
2023-10-23,14.459
2023-10-24,14.4051
2023-10-25,14.146
2023-10-26,14.3646
2023-10-27,14.2
2023-10-28,14.2
2023-10-29,14.2
2023-10-30,14.4185
2023-10-31,14.5885
2023-11-01,14.7666
2023-11-02,15.4141
2023-11-03,15.7919
2023-11-04,15.7919
2023-11-05,15.7919
2023-11-06,15.5301
2023-11-07,15.3682
2023-11-08,15.3304
2023-11-09,14.8096
2023-11-10,14.7476
2023-11-11,14.7476
2023-11-12,14.7476
2023-11-13,14.5614
2023-11-14,15.8189
2023-11-15,16.426
2023-11-16,16.3073
2023-11-17,16.2183
2023-11-18,16.2183
2023-11-19,16.2183
2023-11-20,16.1049
2023-11-21,15.6758
2023-11-22,15.7811
2023-11-23,15.7811
2023-11-24,15.7676
2023-11-25,15.7676
2023-11-26,15.7676
2023-11-27,15.7379
2023-11-28,15.9241
2023-11-29,16.2371
2023-11-30,16.2776
2023-12-01,16.8497
2023-12-02,16.8497
2023-12-03,16.8497
2023-12-04,17.0197
2023-12-05,16.9442
2023-12-06,17.2248
2023-12-07,17.5162
2023-12-08,17.5972
2023-12-09,17.5972
2023-12-10,17.5972
2023-12-11,17.7456
2023-12-12,17.9696
2023-12-13,18.7198
2023-12-14,20.428
2023-12-15,20.4199
2023-12-16,20.4199
2023-12-17,20.4199
2023-12-18,19.9314
2023-12-19,20.2984
2023-12-20,20.1176
2023-12-21,20.2903
2023-12-22,20.6978
2023-12-23,20.6978
2023-12-24,20.6978
2023-12-25,20.6978
2023-12-26,21.2645
2023-12-27,21.3967
2023-12-28,21.3482
2023-12-29,20.6431
2023-12-30,20.6431
2023-12-31,20.6431
2024-01-01,20.6431
2024-01-02,20.7771
2024-01-03,19.7883
2024-01-04,19.6168
2024-01-05,18.8639
2024-01-06,18.8639
2024-01-07,18.8639
2024-01-08,19.0032
2024-01-09,18.8398
2024-01-10,19.1077
2024-01-11,18.6442
2024-01-12,18.6201
2024-01-13,18.6201
2024-01-14,18.6201
2024-01-15,18.6201
2024-01-16,18.5906
2024-01-17,18.3146
2024-01-18,18.0868
2024-01-19,18.4164
2024-01-20,18.4164
2024-01-21,18.4164
2024-01-22,18.8183
2024-01-23,18.7567
2024-01-24,18.7219
2024-01-25,19.1827
2024-01-26,19.2712
2024-01-27,19.2712
2024-01-28,19.2712
2024-01-29,19.657
2024-01-30,19.7562
2024-01-31,19.2203
2024-02-01,19.381
2024-02-02,19.1104
2024-02-03,19.1104
2024-02-04,19.1104
2024-02-05,18.5263
2024-02-06,18.6334
2024-02-07,18.8612
2024-02-08,18.8907
2024-02-09,19.1077
2024-02-10,19.1077
2024-02-11,19.1077
2024-02-12,19.7213
2024-02-13,18.4432
2024-02-14,18.821
2024-02-15,19.4507
2024-02-16,19.5793
2024-02-17,19.5793
2024-02-18,19.5793
2024-02-19,19.5793
2024-02-20,19.5016
2024-02-21,19.4051
2024-02-22,19.5686
2024-02-23,19.7377
2024-02-24,19.7377
2024-02-25,19.7377
2024-02-26,19.8538
2024-02-27,19.9294
2024-02-28,19.7269
2024-02-29,20.213
2024-03-01,20.078
2024-03-02,20.078
2024-03-03,20.078
2024-03-04,20.2508
2024-03-05,20.5154
2024-03-06,20.664
2024-03-07,20.8098
2024-03-08,20.7531
2024-03-09,20.7531
2024-03-10,20.7531
2024-03-11,20.5829
2024-03-12,20.0645
2024-03-13,19.8727
2024-03-14,19.311
2024-03-15,19.3488
2024-03-16,19.3488
2024-03-17,19.3488
2024-03-18,19.4001
2024-03-19,19.4623
2024-03-20,20.1185
2024-03-21,20.9016
2024-03-22,20.6829
2024-03-23,20.6829
2024-03-24,20.6829
2024-03-25,20.4668
2024-03-26,20.1833
2024-03-27,20.8395
2024-03-28,21.1149
2024-03-29,21.1149
2024-03-30,21.1149
2024-03-31,21.1149
2024-04-01,20.5262
2024-04-02,20.0699
2024-04-03,20.2373
2024-04-04,20.0996
2024-04-05,20.005
2024-04-06,20.005
2024-04-07,20.005
2024-04-08,20.4398
