,UAL US Equity
2020-05-02,9.1532
2020-05-03,9.1532
2020-05-04,9.0138
2020-05-05,8.897
2020-05-06,8.773
2020-05-07,8.7566
2020-05-08,9.0302
2020-05-09,9.0302
2020-05-10,9.0302
2020-05-11,8.8816
2020-05-12,8.7576
2020-05-13,8.5475
2020-05-14,8.5055
2020-05-15,8.4665
2020-05-16,8.4665
2020-05-17,8.4665
2020-05-18,8.898
2020-05-19,8.8519
2020-05-20,8.978
2020-05-21,9.0733
2020-05-22,9.0282
2020-05-23,9.0282
2020-05-24,9.0282
2020-05-25,9.0282
2020-05-26,9.4525
2020-05-27,9.5704
2020-05-28,9.3859
2020-05-29,9.2988
2020-05-30,9.2988
2020-05-31,9.2988
2020-06-01,9.4443
2020-06-02,9.4904
2020-06-03,9.8737
2020-06-04,10.4323
2020-06-05,10.8298
2020-06-06,10.8298
2020-06-07,10.8298
2020-06-08,11.4827
2020-06-09,11.062
2020-06-10,10.5509
2020-06-11,9.8861
2020-06-12,10.5447
2020-06-13,10.5447
2020-06-14,10.5447
2020-06-15,10.4218
2020-06-16,10.5458
2020-06-17,10.4474
2020-06-18,10.4567
2020-06-19,10.2004
2020-06-20,10.2004
2020-06-21,10.2004
2020-06-22,10.1697
2020-06-23,10.1226
2020-06-24,9.8141
2020-06-25,9.9801
2020-06-26,9.7956
2020-06-27,9.7956
2020-06-28,9.7956
2020-06-29,10.0395
2020-06-30,10.0395
2020-07-01,10.0395
2020-07-02,10.0395
2020-07-03,10.0395
2020-07-04,10.0395
2020-07-05,10.0395
2020-07-06,10.0395
2020-07-07,10.0395
2020-07-08,10.0395
2020-07-09,10.0395
2020-07-10,10.0395
2020-07-11,10.0395
2020-07-12,10.0395
2020-07-13,10.0395
2020-07-14,10.0395
2020-07-15,10.0395
2020-07-16,10.0395
2020-07-17,10.0395
2020-07-18,10.0395
2020-07-19,10.0395
2020-07-20,10.0395
2020-07-21,10.0395
2020-07-22,10.0395
2020-07-23,10.0395
2020-07-24,10.0395
2020-07-25,10.0395
2020-07-26,10.0395
2020-07-27,10.0395
2020-07-28,10.0395
2020-07-29,10.0395
2020-07-30,10.0395
2020-07-31,10.0395
2020-08-01,10.0395
2020-08-02,10.0395
2020-08-03,10.0395
2020-08-04,10.0395
2020-08-05,10.0395
2020-08-06,10.0395
2020-08-07,10.0395
2020-08-08,10.0395
2020-08-09,10.0395
2020-08-10,10.0395
2020-08-11,10.0395
2020-08-12,10.0395
2020-08-13,10.0395
2020-08-14,10.0395
2020-08-15,10.0395
2020-08-16,10.0395
2020-08-17,10.0395
2020-08-18,10.0395
2020-08-19,10.0395
2020-08-20,10.0395
2020-08-21,10.0395
2020-08-22,10.0395
2020-08-23,10.0395
2020-08-24,10.0395
2020-08-25,10.0395
2020-08-26,10.0395
2020-08-27,10.0395
2020-08-28,10.0395
2020-08-29,10.0395
2020-08-30,10.0395
2020-08-31,10.0395
2020-09-01,10.0395
2020-09-02,10.0395
2020-09-03,10.0395
2020-09-04,10.0395
2020-09-05,10.0395
2020-09-06,10.0395
2020-09-07,10.0395
2020-09-08,10.0395
2020-09-09,10.0395
2020-09-10,10.0395
2020-09-11,10.0395
2020-09-12,10.0395
2020-09-13,10.0395
2020-09-14,10.0395
2020-09-15,10.0395
2020-09-16,10.0395
2020-09-17,10.0395
2020-09-18,10.0395
2020-09-19,10.0395
2020-09-20,10.0395
2020-09-21,10.0395
2020-09-22,10.0395
2020-09-23,10.0395
2020-09-24,10.0395
2020-09-25,10.0395
2020-09-26,10.0395
2020-09-27,10.0395
2020-09-28,10.0395
2020-09-29,10.0395
2020-09-30,10.0395
2020-10-01,10.0395
2020-10-02,10.0395
2020-10-03,10.0395
2020-10-04,10.0395
2020-10-05,10.0395
2020-10-06,10.0395
2020-10-07,10.0395
2020-10-08,10.0395
2020-10-09,10.0395
2020-10-10,10.0395
2020-10-11,10.0395
2020-10-12,10.0395
2020-10-13,10.0395
2020-10-14,10.0395
2020-10-15,10.0395
2020-10-16,10.0395
2020-10-17,10.0395
2020-10-18,10.0395
2020-10-19,10.0395
2020-10-20,10.0395
2020-10-21,10.0395
2020-10-22,10.0395
2020-10-23,10.0395
2020-10-24,10.0395
2020-10-25,10.0395
2020-10-26,10.0395
2020-10-27,10.0395
2020-10-28,10.0395
2020-10-29,10.0395
2020-10-30,10.0395
2020-10-31,10.0395
2020-11-01,10.0395
2020-11-02,10.0395
2020-11-03,10.0395
2020-11-04,10.0395
2020-11-05,10.0395
2020-11-06,10.0395
2020-11-07,10.0395
2020-11-08,10.0395
2020-11-09,10.0395
2020-11-10,10.0395
2020-11-11,10.0395
2020-11-12,10.0395
2020-11-13,10.0395
2020-11-14,10.0395
2020-11-15,10.0395
2020-11-16,10.0395
2020-11-17,10.0395
2020-11-18,10.0395
2020-11-19,10.0395
2020-11-20,10.0395
2020-11-21,10.0395
2020-11-22,10.0395
2020-11-23,10.0395
2020-11-24,10.0395
2020-11-25,10.0395
2020-11-26,10.0395
2020-11-27,10.0395
2020-11-28,10.0395
2020-11-29,10.0395
2020-11-30,10.0395
2020-12-01,10.0395
2020-12-02,10.0395
2020-12-03,10.0395
2020-12-04,10.0395
2020-12-05,10.0395
2020-12-06,10.0395
2020-12-07,10.0395
2020-12-08,10.0395
2020-12-09,10.0395
2020-12-10,10.0395
2020-12-11,10.0395
2020-12-12,10.0395
2020-12-13,10.0395
2020-12-14,10.0395
2020-12-15,10.0395
2020-12-16,10.0395
2020-12-17,10.0395
2020-12-18,10.0395
2020-12-19,10.0395
2020-12-20,10.0395
2020-12-21,10.0395
2020-12-22,10.0395
2020-12-23,10.0395
2020-12-24,10.0395
2020-12-25,10.0395
2020-12-26,10.0395
2020-12-27,10.0395
2020-12-28,10.0395
2020-12-29,10.0395
2020-12-30,10.0395
2020-12-31,10.0395
2021-01-01,10.0395
2021-01-02,10.0395
2021-01-03,10.0395
2021-01-04,10.0395
2021-01-05,10.0395
2021-01-06,10.0395
2021-01-07,10.0395
2021-01-08,10.0395
2021-01-09,10.0395
2021-01-10,10.0395
2021-01-11,10.0395
2021-01-12,10.0395
2021-01-13,10.0395
2021-01-14,10.0395
2021-01-15,10.0395
2021-01-16,10.0395
2021-01-17,10.0395
2021-01-18,10.0395
2021-01-19,10.0395
2021-01-20,10.0395
2021-01-21,10.0395
2021-01-22,10.0395
2021-01-23,10.0395
2021-01-24,10.0395
2021-01-25,10.0395
2021-01-26,10.0395
2021-01-27,10.0395
2021-01-28,10.0395
2021-01-29,10.0395
2021-01-30,10.0395
2021-01-31,10.0395
2021-02-01,10.0395
2021-02-02,10.0395
2021-02-03,10.0395
2021-02-04,10.0395
2021-02-05,10.0395
2021-02-06,10.0395
2021-02-07,10.0395
2021-02-08,10.0395
2021-02-09,10.0395
2021-02-10,10.0395
2021-02-11,10.0395
2021-02-12,10.0395
2021-02-13,10.0395
2021-02-14,10.0395
2021-02-15,10.0395
2021-02-16,10.0395
2021-02-17,10.0395
2021-02-18,10.0395
2021-02-19,10.0395
2021-02-20,10.0395
2021-02-21,10.0395
2021-02-22,10.0395
2021-02-23,10.0395
2021-02-24,10.0395
2021-02-25,10.0395
2021-02-26,10.0395
2021-02-27,10.0395
2021-02-28,10.0395
2021-03-01,10.0395
2021-03-02,10.0395
2021-03-03,10.0395
2021-03-04,10.0395
2021-03-05,10.0395
2021-03-06,10.0395
2021-03-07,10.0395
2021-03-08,10.0395
2021-03-09,10.0395
2021-03-10,10.0395
2021-03-11,10.0395
2021-03-12,10.0395
2021-03-13,10.0395
2021-03-14,10.0395
2021-03-15,10.0395
2021-03-16,10.0395
2021-03-17,10.0395
2021-03-18,10.0395
2021-03-19,10.0395
2021-03-20,10.0395
2021-03-21,10.0395
2021-03-22,10.0395
2021-03-23,10.0395
2021-03-24,10.0395
2021-03-25,10.0395
2021-03-26,10.0395
2021-03-27,10.0395
2021-03-28,10.0395
2021-03-29,10.0395
2021-03-30,10.0395
2021-03-31,10.0395
2021-04-01,10.0395
2021-04-02,10.0395
2021-04-03,10.0395
2021-04-04,10.0395
2021-04-05,10.0395
2021-04-06,10.0395
2021-04-07,10.0395
2021-04-08,10.0395
2021-04-09,10.0395
2021-04-10,10.0395
2021-04-11,10.0395
2021-04-12,10.0395
2021-04-13,10.0395
2021-04-14,10.0395
2021-04-15,10.0395
2021-04-16,10.0395
2021-04-17,10.0395
2021-04-18,10.0395
2021-04-19,10.0395
2021-04-20,10.0395
2021-04-21,10.0395
2021-04-22,10.0395
2021-04-23,10.0395
2021-04-24,10.0395
2021-04-25,10.0395
2021-04-26,10.0395
2021-04-27,10.0395
2021-04-28,10.0395
2021-04-29,10.0395
2021-04-30,10.0395
2021-05-01,10.0395
2021-05-02,10.0395
2021-05-03,10.0395
2021-05-04,10.0395
2021-05-05,10.0395
2021-05-06,10.0395
2021-05-07,10.0395
2021-05-08,10.0395
2021-05-09,10.0395
2021-05-10,10.0395
2021-05-11,10.0395
2021-05-12,10.0395
2021-05-13,10.0395
2021-05-14,10.0395
2021-05-15,10.0395
2021-05-16,10.0395
2021-05-17,10.0395
2021-05-18,10.0395
2021-05-19,10.0395
2021-05-20,10.0395
2021-05-21,10.0395
2021-05-22,10.0395
2021-05-23,10.0395
2021-05-24,10.0395
2021-05-25,10.0395
2021-05-26,10.0395
2021-05-27,10.0395
2021-05-28,10.0395
2021-05-29,10.0395
2021-05-30,10.0395
2021-05-31,10.0395
2021-06-01,10.0395
2021-06-02,10.0395
2021-06-03,10.0395
2021-06-04,10.0395
2021-06-05,10.0395
2021-06-06,10.0395
2021-06-07,10.0395
2021-06-08,10.0395
2021-06-09,10.0395
2021-06-10,10.0395
2021-06-11,10.0395
2021-06-12,10.0395
2021-06-13,10.0395
2021-06-14,10.0395
2021-06-15,10.0395
2021-06-16,10.0395
2021-06-17,10.0395
2021-06-18,10.0395
2021-06-19,10.0395
2021-06-20,10.0395
2021-06-21,10.0395
2021-06-22,10.0395
2021-06-23,10.0395
2021-06-24,10.0395
2021-06-25,10.0395
2021-06-26,10.0395
2021-06-27,10.0395
2021-06-28,10.0395
2021-06-29,10.0395
2021-06-30,10.0395
2021-07-01,10.0395
2021-07-02,10.0395
2021-07-03,10.0395
2021-07-04,10.0395
2021-07-05,10.0395
2021-07-06,10.0395
2021-07-07,10.0395
2021-07-08,10.0395
2021-07-09,10.0395
2021-07-10,10.0395
2021-07-11,10.0395
2021-07-12,10.0395
2021-07-13,10.0395
2021-07-14,10.0395
2021-07-15,10.0395
2021-07-16,10.0395
2021-07-17,10.0395
2021-07-18,10.0395
2021-07-19,10.0395
2021-07-20,10.0395
2021-07-21,10.0395
2021-07-22,10.0395
2021-07-23,10.0395
2021-07-24,10.0395
2021-07-25,10.0395
2021-07-26,10.0395
2021-07-27,10.0395
2021-07-28,10.0395
2021-07-29,10.0395
2021-07-30,10.0395
2021-07-31,10.0395
2021-08-01,10.0395
2021-08-02,10.0395
2021-08-03,10.0395
2021-08-04,10.0395
2021-08-05,10.0395
2021-08-06,10.0395
2021-08-07,10.0395
2021-08-08,10.0395
2021-08-09,10.0395
2021-08-10,10.0395
2021-08-11,10.0395
2021-08-12,10.0395
2021-08-13,10.0395
2021-08-14,10.0395
2021-08-15,10.0395
2021-08-16,10.0395
2021-08-17,10.0395
2021-08-18,10.0395
2021-08-19,10.0395
2021-08-20,10.0395
2021-08-21,10.0395
2021-08-22,10.0395
2021-08-23,10.0395
2021-08-24,10.0395
2021-08-25,10.0395
2021-08-26,10.0395
2021-08-27,10.0395
2021-08-28,10.0395
2021-08-29,10.0395
2021-08-30,10.0395
2021-08-31,10.0395
2021-09-01,10.0395
2021-09-02,10.0395
2021-09-03,10.0395
2021-09-04,10.0395
2021-09-05,10.0395
2021-09-06,10.0395
2021-09-07,10.0395
2021-09-08,10.0395
2021-09-09,10.0395
2021-09-10,10.0395
2021-09-11,10.0395
2021-09-12,10.0395
2021-09-13,10.0395
2021-09-14,10.0395
2021-09-15,10.0395
2021-09-16,10.0395
2021-09-17,10.0395
2021-09-18,10.0395
2021-09-19,10.0395
2021-09-20,10.0395
2021-09-21,10.0395
2021-09-22,10.0395
2021-09-23,10.0395
2021-09-24,10.0395
2021-09-25,10.0395
2021-09-26,10.0395
2021-09-27,10.0395
2021-09-28,10.0395
2021-09-29,10.0395
2021-09-30,10.0395
2021-10-01,10.0395
2021-10-02,10.0395
2021-10-03,10.0395
2021-10-04,10.0395
2021-10-05,10.0395
2021-10-06,10.0395
2021-10-07,10.0395
2021-10-08,10.0395
2021-10-09,10.0395
2021-10-10,10.0395
2021-10-11,10.0395
2021-10-12,10.0395
2021-10-13,10.0395
2021-10-14,10.0395
2021-10-15,10.0395
2021-10-16,10.0395
2021-10-17,10.0395
2021-10-18,10.0395
2021-10-19,10.0395
2021-10-20,10.0395
2021-10-21,10.0395
2021-10-22,10.0395
2021-10-23,10.0395
2021-10-24,10.0395
2021-10-25,10.0395
2021-10-26,10.0395
2021-10-27,10.0395
2021-10-28,10.0395
2021-10-29,10.0395
2021-10-30,10.0395
2021-10-31,10.0395
2021-11-01,10.0395
2021-11-02,10.0395
2021-11-03,10.0395
2021-11-04,10.0395
2021-11-05,10.0395
2021-11-06,10.0395
2021-11-07,10.0395
2021-11-08,10.0395
2021-11-09,10.0395
2021-11-10,10.0395
2021-11-11,10.0395
2021-11-12,10.0395
2021-11-13,10.0395
2021-11-14,10.0395
2021-11-15,10.0395
2021-11-16,10.0395
2021-11-17,10.0395
2021-11-18,10.0395
2021-11-19,10.0395
2021-11-20,10.0395
2021-11-21,10.0395
2021-11-22,10.0395
2021-11-23,10.0395
2021-11-24,10.0395
2021-11-25,10.0395
2021-11-26,10.0395
2021-11-27,10.0395
2021-11-28,10.0395
2021-11-29,10.0395
2021-11-30,10.0395
2021-12-01,10.0395
2021-12-02,10.0395
2021-12-03,10.0395
2021-12-04,10.0395
2021-12-05,10.0395
2021-12-06,10.0395
2021-12-07,10.0395
2021-12-08,10.0395
2021-12-09,10.0395
2021-12-10,10.0395
2021-12-11,10.0395
2021-12-12,10.0395
2021-12-13,10.0395
2021-12-14,10.0395
2021-12-15,10.0395
2021-12-16,10.0395
2021-12-17,10.0395
2021-12-18,10.0395
2021-12-19,10.0395
2021-12-20,10.0395
2021-12-21,10.0395
2021-12-22,10.0395
2021-12-23,10.0395
2021-12-24,10.0395
2021-12-25,10.0395
2021-12-26,10.0395
2021-12-27,10.0395
2021-12-28,10.0395
2021-12-29,10.0395
2021-12-30,10.0395
2021-12-31,10.0395
2022-01-01,10.0395
2022-01-02,10.0395
2022-01-03,10.0395
2022-01-04,10.0395
2022-01-05,10.0395
2022-01-06,10.0395
2022-01-07,10.0395
2022-01-08,10.0395
2022-01-09,10.0395
2022-01-10,10.0395
2022-01-11,10.0395
2022-01-12,10.0395
2022-01-13,10.0395
2022-01-14,10.0395
2022-01-15,10.0395
2022-01-16,10.0395
2022-01-17,10.0395
2022-01-18,10.0395
2022-01-19,10.0395
2022-01-20,10.0395
2022-01-21,10.0395
2022-01-22,10.0395
2022-01-23,10.0395
2022-01-24,10.0395
2022-01-25,10.0395
2022-01-26,10.0395
2022-01-27,10.0395
2022-01-28,10.0395
2022-01-29,10.0395
2022-01-30,10.0395
2022-01-31,10.0395
2022-02-01,10.0395
2022-02-02,10.0395
2022-02-03,10.0395
2022-02-04,10.0395
2022-02-05,10.0395
2022-02-06,10.0395
2022-02-07,10.0395
2022-02-08,10.0395
2022-02-09,10.0395
2022-02-10,10.0395
2022-02-11,10.0395
2022-02-12,10.0395
2022-02-13,10.0395
2022-02-14,10.0395
2022-02-15,10.0395
2022-02-16,10.0395
2022-02-17,10.0395
2022-02-18,10.0395
2022-02-19,10.0395
2022-02-20,10.0395
2022-02-21,10.0395
2022-02-22,10.0395
2022-02-23,10.0395
2022-02-24,10.0395
2022-02-25,10.0395
2022-02-26,10.0395
2022-02-27,10.0395
2022-02-28,10.0395
2022-03-01,10.0395
2022-03-02,10.0395
2022-03-03,10.0395
2022-03-04,10.0395
2022-03-05,10.0395
2022-03-06,10.0395
2022-03-07,10.0395
2022-03-08,10.0395
2022-03-09,10.0395
2022-03-10,10.0395
2022-03-11,10.0395
2022-03-12,10.0395
2022-03-13,10.0395
2022-03-14,10.0395
2022-03-15,10.0395
2022-03-16,10.0395
2022-03-17,10.0395
2022-03-18,10.0395
2022-03-19,10.0395
2022-03-20,10.0395
2022-03-21,10.0395
2022-03-22,10.0395
2022-03-23,10.0395
2022-03-24,10.0395
2022-03-25,10.0395
2022-03-26,10.0395
2022-03-27,10.0395
2022-03-28,10.0395
2022-03-29,10.0395
2022-03-30,10.0395
2022-03-31,10.0395
2022-04-01,10.0395
2022-04-02,10.0395
2022-04-03,10.0395
2022-04-04,10.0395
2022-04-05,10.0395
2022-04-06,10.0395
2022-04-07,10.0395
2022-04-08,10.0395
2022-04-09,10.0395
2022-04-10,10.0395
2022-04-11,10.0395
2022-04-12,10.0395
2022-04-13,10.0395
2022-04-14,10.0395
2022-04-15,10.0395
2022-04-16,10.0395
2022-04-17,10.0395
2022-04-18,10.0395
2022-04-19,10.0395
2022-04-20,10.0395
2022-04-21,10.0395
2022-04-22,10.0395
2022-04-23,10.0395
2022-04-24,10.0395
2022-04-25,10.0395
2022-04-26,10.0395
2022-04-27,10.0395
2022-04-28,10.0395
2022-04-29,10.0395
2022-04-30,10.0395
2022-05-01,10.0395
2022-05-02,10.0395
2022-05-03,10.0395
2022-05-04,10.0395
2022-05-05,10.0395
2022-05-06,10.0395
2022-05-07,10.0395
2022-05-08,10.0395
2022-05-09,10.0395
2022-05-10,10.0395
2022-05-11,10.0395
2022-05-12,10.0395
2022-05-13,10.0395
2022-05-14,10.0395
2022-05-15,10.0395
2022-05-16,10.0395
2022-05-17,10.0395
2022-05-18,10.0395
2022-05-19,10.0395
2022-05-20,10.0395
2022-05-21,10.0395
2022-05-22,10.0395
2022-05-23,10.0395
2022-05-24,10.0395
2022-05-25,10.0395
2022-05-26,10.0395
2022-05-27,10.0395
2022-05-28,10.0395
2022-05-29,10.0395
2022-05-30,10.0395
2022-05-31,10.0395
2022-06-01,10.0395
2022-06-02,10.0395
2022-06-03,10.0395
2022-06-04,10.0395
2022-06-05,10.0395
2022-06-06,10.0395
2022-06-07,10.0395
2022-06-08,10.0395
2022-06-09,10.0395
2022-06-10,10.0395
2022-06-11,10.0395
2022-06-12,10.0395
2022-06-13,10.0395
2022-06-14,10.0395
2022-06-15,10.0395
2022-06-16,10.0395
2022-06-17,10.0395
2022-06-18,10.0395
2022-06-19,10.0395
2022-06-20,10.0395
2022-06-21,10.0395
2022-06-22,10.0395
2022-06-23,10.0395
2022-06-24,10.0395
2022-06-25,10.0395
2022-06-26,10.0395
2022-06-27,10.0395
2022-06-28,10.0395
2022-06-29,10.0395
2022-06-30,225.2499
2022-07-01,227.7939
2022-07-02,227.7939
2022-07-03,227.7939
2022-07-04,227.7939
2022-07-05,229.1158
2022-07-06,228.3426
2022-07-07,228.4174
2022-07-08,227.8687
2022-07-09,227.8687
2022-07-10,227.8687
2022-07-11,225.1252
2022-07-12,232.2584
2022-07-13,231.4602
2022-07-14,231.3106
2022-07-15,233.6301
2022-07-16,233.6301
2022-07-17,233.6301
2022-07-18,235.0268
2022-07-19,240.3393
2022-07-20,240.863
2022-07-21,230.288
2022-07-22,227.5195
2022-07-23,227.5195
2022-07-24,227.5195
2022-07-25,227.5445
2022-07-26,225.0504
2022-07-27,227.744
2022-07-28,228.5421
2022-07-29,228.5671
2022-07-30,228.5671
2022-07-31,228.5671
2022-08-01,230.9115
2022-08-02,229.7642
2022-08-03,233.256
2022-08-04,233.256
2022-08-05,231.2358
2022-08-06,231.2358
2022-08-07,231.2358
2022-08-08,233.3059
2022-08-09,231.1859
2022-08-10,233.4056
2022-08-11,233.3558
2022-08-12,235.0268
2022-08-13,235.0268
2022-08-14,235.0268
2022-08-15,236.3238
2022-08-16,237.3962
2022-08-17,234.0791
2022-08-18,234.3285
2022-08-19,230.4377
2022-08-20,230.4377
2022-08-21,230.4377
2022-08-22,227.5944
2022-08-23,228.9661
2022-08-24,230.1633
2022-08-25,232.3581
2022-08-26,228.1181
2022-08-27,228.1181
2022-08-28,228.1181
2022-08-29,226.7464
2022-08-30,226.5468
2022-08-31,224.2273
2022-09-01,224.6513
2022-09-02,224.9755
2022-09-03,224.9755
2022-09-04,224.9755
2022-09-05,224.9755
2022-09-06,228.1431
2022-09-07,233.1812
2022-09-08,233.8795
2022-09-09,234.8273
2022-09-10,234.8273
2022-09-11,234.8273
2022-09-12,234.7275
2022-09-13,231.1609
2022-09-14,232.7572
2022-09-15,233.9294
2022-09-16,230.3878
2022-09-17,230.3878
2022-09-18,230.3878
2022-09-19,233.4306
2022-09-20,232.1087
2022-09-21,226.9958
2022-09-22,222.8306
2022-09-23,219.3887
2022-09-24,219.3887
2022-09-25,219.3887
2022-09-26,216.4706
2022-09-27,218.7901
2022-09-28,221.5087
2022-09-29,218.9897
2022-09-30,52.3759
2022-10-01,52.3759
2022-10-02,52.3759
2022-10-03,52.5416
2022-10-04,54.0332
2022-10-05,54.0865
2022-10-06,53.8142
2022-10-07,53.1631
2022-10-08,53.1631
2022-10-09,53.1631
2022-10-10,53.3644
2022-10-11,53.2045
2022-10-12,53.3821
2022-10-13,54.0746
2022-10-14,54.1161
2022-10-15,54.1161
2022-10-16,54.1161
2022-10-17,54.489
2022-10-18,55.1697
2022-10-19,56.2647
2022-10-20,56.2351
2022-10-21,57.0578
2022-10-22,57.0578
2022-10-23,57.0578
2022-10-24,57.9102
2022-10-25,58.3363
2022-10-26,58.2475
2022-10-27,58.5672
2022-10-28,58.9992
2022-10-29,58.9992
2022-10-30,58.9992
2022-10-31,58.6204
2022-11-01,58.3718
2022-11-02,57.4544
2022-11-03,57.3597
2022-11-04,58.3482
2022-11-05,58.3482
2022-11-06,58.3482
2022-11-07,58.4429
2022-11-08,58.0877
2022-11-09,58.2002
2022-11-10,59.3603
2022-11-11,59.5852
2022-11-12,59.5852
2022-11-13,59.5852
2022-11-14,59.1827
2022-11-15,59.1887
2022-11-16,58.7447
2022-11-17,58.7211
2022-11-18,59.0584
2022-11-19,59.0584
2022-11-20,59.0584
2022-11-21,58.8276
2022-11-22,58.8276
2022-11-23,58.9815
2022-11-24,58.9815
2022-11-25,59.4136
2022-11-26,59.4136
2022-11-27,59.4136
2022-11-28,58.5849
2022-11-29,58.9815
2022-11-30,59.2656
2022-12-01,59.0999
2022-12-02,59.0999
2022-12-03,59.0999
2022-12-04,59.0999
2022-12-05,59.7746
2022-12-06,60.3014
2022-12-07,59.2005
2022-12-08,58.4547
2022-12-09,58.5968
2022-12-10,58.5968
2022-12-11,58.5968
2022-12-12,59.307
2022-12-13,57.4899
2022-12-14,56.8566
2022-12-15,55.9391
2022-12-16,55.8681
2022-12-17,55.8681
2022-12-18,55.8681
2022-12-19,55.6017
2022-12-20,55.9391
2022-12-21,56.2055
2022-12-22,55.7793
2022-12-23,55.8444
2022-12-24,55.8444
2022-12-25,55.8444
2022-12-26,55.8444
2022-12-27,55.732
2022-12-28,55.1933
2022-12-29,55.5662
2022-12-30,13.8368
2022-12-31,13.8368
2023-01-01,13.8368
2023-01-02,13.8368
2023-01-03,13.7683
2023-01-04,14.1192
2023-01-05,14.3317
2023-01-06,14.4716
2023-01-07,14.4716
2023-01-08,14.4716
2023-01-09,14.6267
2023-01-10,14.9623
2023-01-11,15.2363
2023-01-12,15.7382
2023-01-13,15.7871
2023-01-14,15.7871
2023-01-15,15.7871
2023-01-16,15.7871
2023-01-17,15.7242
2023-01-18,15.3971
2023-01-19,15.3286
2023-01-20,15.481
2023-01-21,15.481
2023-01-22,15.481
2023-01-23,15.4558
2023-01-24,15.4586
2023-01-25,15.5956
2023-01-26,15.4796
2023-01-27,15.3789
2023-01-28,15.3789
2023-01-29,15.3789
2023-01-30,15.3062
2023-01-31,15.4111
2023-02-01,15.5872
2023-02-02,15.8794
2023-02-03,15.713
2023-02-04,15.713
2023-02-05,15.713
2023-02-06,15.6851
2023-02-07,15.6613
2023-02-08,15.6641
2023-02-09,15.5313
2023-02-10,15.3971
2023-02-11,15.3971
2023-02-12,15.3971
2023-02-13,15.4432
2023-02-14,15.5648
2023-02-15,15.5439
2023-02-16,15.4153
2023-02-17,15.5047
2023-02-18,15.5047
2023-02-19,15.5047
2023-02-20,15.5047
2023-02-21,15.3048
2023-02-22,15.3859
2023-02-23,15.6375
2023-02-24,15.5858
2023-02-25,15.5858
2023-02-26,15.5858
2023-02-27,15.6543
2023-02-28,15.8305
2023-03-01,15.8906
2023-03-02,15.9144
2023-03-03,15.9843
2023-03-04,15.9843
2023-03-05,15.9843
2023-03-06,15.8976
2023-03-07,16.1171
2023-03-08,16.152
2023-03-09,15.8528
2023-03-10,15.6921
2023-03-11,15.6921
