,HE US Equity
2021-09-02,11.3948
2021-09-03,11.1364
2021-09-04,11.1364
2021-09-05,11.1364
2021-09-06,11.1364
2021-09-07,10.8205
2021-09-08,11.1019
2021-09-09,11.0416
2021-09-10,10.7085
2021-09-11,10.7085
2021-09-12,10.7085
2021-09-13,10.5649
2021-09-14,10.6223
2021-09-15,10.7688
2021-09-16,10.6424
2021-09-17,10.5879
2021-09-18,10.5879
2021-09-19,10.5879
2021-09-20,10.4988
2021-09-21,10.4902
2021-09-22,10.5448
2021-09-23,10.5075
2021-09-24,10.585
2021-09-25,10.585
2021-09-26,10.585
2021-09-27,10.6683
2021-09-28,10.6396
2021-09-29,10.7315
2021-09-30,10.0405
2021-10-01,10.1272
2021-10-02,10.1272
2021-10-03,10.1272
2021-10-04,10.3554
2021-10-05,10.2803
2021-10-06,10.2167
2021-10-07,10.0925
2021-10-08,9.9741
2021-10-09,9.9741
2021-10-10,9.9741
2021-10-11,9.5841
2021-10-12,9.7083
2021-10-13,9.8065
2021-10-14,10.133
2021-10-15,10.5056
2021-10-16,10.5056
2021-10-17,10.5056
2021-10-18,10.1243
2021-10-19,10.2052
2021-10-20,10.3554
2021-10-21,10.1965
2021-10-22,10.2601
2021-10-23,10.2601
2021-10-24,10.2601
2021-10-25,10.0867
2021-10-26,9.9943
2021-10-27,9.9972
2021-10-28,10.003
2021-10-29,9.9625
2021-10-30,9.9625
2021-10-31,9.9625
2021-11-01,10.1532
2021-11-02,10.003
2021-11-03,10.2572
2021-11-04,10.1301
2021-11-05,10.1821
2021-11-06,10.1821
2021-11-07,10.1821
2021-11-08,9.8297
2021-11-09,9.8528
2021-11-10,9.9914
2021-11-11,9.8441
2021-11-12,9.7892
2021-11-13,9.7892
2021-11-14,9.7892
2021-11-15,9.9625
2021-11-16,9.8094
2021-11-17,9.7777
2021-11-18,9.5928
2021-11-19,9.6708
2021-11-20,9.6708
2021-11-21,9.6708
2021-11-22,9.795
2021-11-23,9.8239
2021-11-24,9.769
2021-11-25,9.769
2021-11-26,9.4426
2021-11-27,9.4426
2021-11-28,9.4426
2021-11-29,9.6043
2021-11-30,9.2201
2021-12-01,9.4281
2021-12-02,9.5639
2021-12-03,9.5552
2021-12-04,9.5552
2021-12-05,9.5552
2021-12-06,9.8643
2021-12-07,9.7632
2021-12-08,9.9337
2021-12-09,9.8932
2021-12-10,9.9481
2021-12-11,9.9481
2021-12-12,9.9481
2021-12-13,10.0723
2021-12-14,10.1879
2021-12-15,10.4247
2021-12-16,10.4161
2021-12-17,9.8643
2021-12-18,9.8643
2021-12-19,9.8643
2021-12-20,9.9134
2021-12-21,9.9481
2021-12-22,9.9914
2021-12-23,9.8903
2021-12-24,9.8903
2021-12-25,9.8903
2021-12-26,9.8903
2021-12-27,10.0001
2021-12-28,10.1648
2021-12-29,10.2254
2021-12-30,10.263
2021-12-31,9.7088
2022-01-01,9.7088
2022-01-02,9.7088
2022-01-03,9.6381
2022-01-04,9.8473
2022-01-05,9.8502
2022-01-06,9.8926
2022-01-07,10.0594
2022-01-08,10.0594
2022-01-09,10.0594
2022-01-10,10.0142
2022-01-11,9.9095
2022-01-12,9.8276
2022-01-13,9.9293
2022-01-14,9.8728
2022-01-15,9.8728
2022-01-16,9.8728
2022-01-17,9.8728
2022-01-18,9.8558
2022-01-19,9.8162
2022-01-20,9.9548
2022-01-21,9.8841
2022-01-22,9.8841
2022-01-23,9.8841
2022-01-24,9.8587
2022-01-25,9.8219
2022-01-26,9.7031
2022-01-27,9.6155
2022-01-28,9.8049
2022-01-29,9.8049
2022-01-30,9.8049
2022-01-31,9.9915
2022-02-01,9.8219
2022-02-02,10.0509
2022-02-03,9.918
2022-02-04,9.8473
2022-02-05,9.8473
2022-02-06,9.8473
2022-02-07,9.8587
2022-02-08,9.9576
2022-02-09,10.0085
2022-02-10,9.6918
2022-02-11,9.6494
2022-02-12,9.6494
2022-02-13,9.6494
2022-02-14,9.6409
2022-02-15,9.2762
2022-02-16,9.2111
2022-02-17,9.3751
2022-02-18,9.4628
2022-02-19,9.4628
2022-02-20,9.4628
2022-02-21,9.4628
2022-02-22,9.4826
2022-02-23,9.3214
2022-02-24,9.1405
2022-02-25,9.6211
2022-02-26,9.6211
2022-02-27,9.6211
2022-02-28,9.5618
2022-03-01,9.3893
2022-03-02,9.5448
2022-03-03,9.7908
2022-03-04,9.8644
2022-03-05,9.8644
2022-03-06,9.8644
2022-03-07,9.9775
2022-03-08,9.9407
2022-03-09,9.6919
2022-03-10,9.8926
2022-03-11,9.7428
2022-03-12,9.7428
2022-03-13,9.7428
2022-03-14,9.6664
2022-03-15,9.8531
2022-03-16,9.8191
2022-03-17,9.8135
2022-03-18,9.6749
2022-03-19,9.6749
2022-03-20,9.6749
2022-03-21,9.7387
2022-03-22,9.75
2022-03-23,9.5179
2022-03-24,9.4896
2022-03-25,9.7075
2022-03-26,9.7075
2022-03-27,9.7075
2022-03-28,9.8377
2022-03-29,9.9595
2022-03-30,10.05
2022-03-31,10.0306
2022-04-01,10.3329
2022-04-02,10.3329
2022-04-03,10.3329
2022-04-04,10.0814
2022-04-05,10.1294
2022-04-06,10.3837
2022-04-07,10.2933
2022-04-08,10.3668
2022-04-09,10.3668
2022-04-10,10.3668
2022-04-11,10.3555
2022-04-12,10.4035
2022-04-13,10.3979
2022-04-14,10.4741
2022-04-15,10.4741
2022-04-16,10.4741
2022-04-17,10.4741
2022-04-18,10.3753
2022-04-19,10.4657
2022-04-20,10.638
2022-04-21,10.5702
2022-04-22,10.3527
2022-04-23,10.3527
2022-04-24,10.3527
2022-04-25,10.2509
2022-04-26,10.1351
2022-04-27,10.0645
2022-04-28,10.0927
2022-04-29,9.6915
2022-04-30,9.6915
2022-05-01,9.6915
2022-05-02,9.5615
2022-05-03,9.7198
2022-05-04,9.991
2022-05-05,9.7734
2022-05-06,9.8695
2022-05-07,9.8695
2022-05-08,9.8695
2022-05-09,9.9401
2022-05-10,9.7621
2022-05-11,9.8158
2022-05-12,9.9147
2022-05-13,9.9628
2022-05-14,9.9628
2022-05-15,9.9628
2022-05-16,10.0334
2022-05-17,9.8865
2022-05-18,10.0334
2022-05-19,9.9628
2022-05-20,9.9401
2022-05-21,9.9401
2022-05-22,9.9401
2022-05-23,9.9232
2022-05-24,9.9628
2022-05-25,10.1153
2022-05-26,10.3046
2022-05-27,10.4261
2022-05-28,10.4261
2022-05-29,10.4261
2022-05-30,10.4261
2022-05-31,10.2735
2022-06-01,10.169
2022-06-02,10.217
2022-06-03,10.2199
2022-06-04,10.2199
2022-06-05,10.2199
2022-06-06,10.3696
2022-06-07,10.395
2022-06-08,10.282
2022-06-09,9.9967
2022-06-10,10.0927
2022-06-11,10.0927
2022-06-12,10.0927
2022-06-13,9.4627
2022-06-14,9.0897
2022-06-15,9.166
2022-06-16,8.9541
2022-06-17,8.9286
2022-06-18,8.9286
2022-06-19,8.9286
2022-06-20,8.9286
2022-06-21,8.9654
2022-06-22,9.0643
2022-06-23,9.0953
2022-06-24,9.5305
2022-06-25,9.5305
2022-06-26,9.5305
2022-06-27,9.6265
2022-06-28,9.635
2022-06-29,9.5644
2022-06-30,11.4218
2022-07-01,11.7482
2022-07-02,11.7482
2022-07-03,11.7482
2022-07-04,11.7482
2022-07-05,11.3012
2022-07-06,11.4306
2022-07-07,11.263
2022-07-08,11.1836
2022-07-09,11.1836
2022-07-10,11.1836
2022-07-11,11.1718
2022-07-12,11.2248
2022-07-13,11.1336
2022-07-14,11.1277
2022-07-15,11.1366
2022-07-16,11.1366
2022-07-17,11.1366
2022-07-18,11.1248
2022-07-19,11.2836
2022-07-20,11.0601
2022-07-21,11.0042
2022-07-22,11.0836
2022-07-23,11.0836
2022-07-24,11.0836
2022-07-25,11.3865
2022-07-26,11.4689
2022-07-27,11.51
2022-07-28,11.8306
2022-07-29,11.8335
2022-07-30,11.8335
2022-07-31,11.8335
2022-08-01,11.8806
2022-08-02,11.9011
2022-08-03,11.8835
2022-08-04,11.8953
2022-08-05,11.8982
2022-08-06,11.8982
2022-08-07,11.8982
2022-08-08,11.8217
2022-08-09,11.8466
2022-08-10,11.8407
2022-08-11,11.8349
2022-08-12,12.1231
2022-08-13,12.1231
2022-08-14,12.1231
2022-08-15,12.2408
2022-08-16,12.332
2022-08-17,12.1261
2022-08-18,11.979
2022-08-19,11.9702
2022-08-20,11.9702
2022-08-21,11.9702
2022-08-22,11.6319
2022-08-23,11.5171
2022-08-24,11.3612
2022-08-25,11.4289
2022-08-26,11.2024
2022-08-27,11.2024
2022-08-28,11.2024
2022-08-29,11.2112
2022-08-30,11.02
2022-08-31,10.9023
2022-09-01,11.0141
2022-09-02,10.8758
2022-09-03,10.8758
2022-09-04,10.8758
2022-09-05,10.8758
2022-09-06,10.6905
2022-09-07,11.02
2022-09-08,11.07
2022-09-09,11.1583
2022-09-10,11.1583
2022-09-11,11.1583
2022-09-12,11.2377
2022-09-13,10.9111
2022-09-14,10.817
2022-09-15,10.5934
2022-09-16,10.6493
2022-09-17,10.6493
2022-09-18,10.6493
2022-09-19,10.8847
2022-09-20,10.7023
2022-09-21,10.5375
2022-09-22,10.4964
2022-09-23,10.4258
2022-09-24,10.4258
2022-09-25,10.4258
2022-09-26,10.2404
2022-09-27,9.9404
2022-09-28,10.1404
2022-09-29,9.8198
2022-09-30,10.829
2022-10-01,10.829
2022-10-02,10.829
2022-10-03,11.073
2022-10-04,11.3083
2022-10-05,11.0672
2022-10-06,10.7187
2022-10-07,10.5677
2022-10-08,10.5677
2022-10-09,10.5677
2022-10-10,10.649
2022-10-11,10.7855
2022-10-12,10.5502
2022-10-13,10.8813
2022-10-14,10.7042
2022-10-15,10.7042
2022-10-16,10.7042
2022-10-17,11.0382
2022-10-18,11.285
2022-10-19,11.1369
2022-10-20,10.9655
2022-10-21,11.1979
2022-10-22,11.1979
2022-10-23,11.1979
2022-10-24,11.1514
2022-10-25,11.3867
2022-10-26,11.4273
2022-10-27,11.4506
2022-10-28,11.7613
2022-10-29,11.7613
2022-10-30,11.7613
2022-10-31,11.8107
2022-11-01,11.7439
2022-11-02,11.6568
2022-11-03,11.5871
2022-11-04,11.7671
2022-11-05,11.7671
2022-11-06,11.7671
2022-11-07,11.6104
2022-11-08,11.8137
2022-11-09,11.7673
2022-11-10,12.3249
2022-11-11,12.2291
2022-11-12,12.2291
2022-11-13,12.2291
2022-11-14,12.0432
2022-11-15,12.1448
2022-11-16,12.1129
2022-11-17,12.0519
2022-11-18,12.2581
2022-11-19,12.2581
2022-11-20,12.2581
2022-11-21,12.2697
2022-11-22,12.3888
2022-11-23,12.4585
2022-11-24,12.4585
2022-11-25,12.6211
2022-11-26,12.6211
2022-11-27,12.6211
2022-11-28,12.6037
2022-11-29,12.4265
2022-11-30,12.6937
2022-12-01,12.5747
2022-12-02,12.7664
2022-12-03,12.7664
2022-12-04,12.7664
2022-12-05,12.5805
2022-12-06,12.5543
2022-12-07,12.5543
2022-12-08,12.6647
2022-12-09,12.6618
2022-12-10,12.6618
2022-12-11,12.6618
2022-12-12,12.807
2022-12-13,12.7489
2022-12-14,12.6879
2022-12-15,12.5108
2022-12-16,12.444
2022-12-17,12.444
2022-12-18,12.444
2022-12-19,12.4062
2022-12-20,12.534
2022-12-21,12.7925
2022-12-22,12.7257
2022-12-23,12.868
2022-12-24,12.868
2022-12-25,12.868
2022-12-26,12.868
2022-12-27,13.019
2022-12-28,12.9116
2022-12-29,13.0306
2022-12-30,13.4639
2022-12-31,13.4639
2023-01-01,13.4639
2023-01-02,13.4639
2023-01-03,13.4897
2023-01-04,13.7281
2023-01-05,13.461
2023-01-06,13.6908
2023-01-07,13.6908
2023-01-08,13.6908
2023-01-09,13.6362
2023-01-10,13.484
2023-01-11,13.5615
2023-01-12,13.5989
2023-01-13,13.6333
2023-01-14,13.6333
2023-01-15,13.6333
2023-01-16,13.6333
2023-01-17,13.4753
2023-01-18,13.3087
2023-01-19,13.2312
2023-01-20,13.2168
2023-01-21,13.2168
2023-01-22,13.2168
2023-01-23,13.2886
2023-01-24,13.3547
2023-01-25,13.3892
2023-01-26,13.3576
2023-01-27,13.4035
2023-01-28,13.4035
2023-01-29,13.4035
2023-01-30,13.3547
2023-01-31,13.5845
2023-02-01,13.8057
2023-02-02,13.9149
2023-02-03,13.8976
2023-02-04,13.8976
2023-02-05,13.8976
2023-02-06,13.8632
2023-02-07,13.9235
2023-02-08,13.7856
2023-02-09,13.4466
2023-02-10,13.6247
2023-02-11,13.6247
2023-02-12,13.6247
2023-02-13,13.8
2023-02-14,13.4409
2023-02-15,13.3863
2023-02-16,13.3288
2023-02-17,13.5931
2023-02-18,13.5931
2023-02-19,13.5931
2023-02-20,13.5931
2023-02-21,13.4294
2023-02-22,13.2944
2023-02-23,13.2685
2023-02-24,13.076
2023-02-25,13.076
2023-02-26,13.076
2023-02-27,13.0504
2023-02-28,13.0619
2023-03-01,12.7976
2023-03-02,12.9585
2023-03-03,12.9383
2023-03-04,12.9383
2023-03-05,12.9383
2023-03-06,12.8091
2023-03-07,12.6425
2023-03-08,12.7689
2023-03-09,12.6712
2023-03-10,12.1656
2023-03-11,12.1656
2023-03-12,12.1656
2023-03-13,11.8525
2023-03-14,12.2058
2023-03-15,12.1598
2023-03-16,12.3265
2023-03-17,12.2345
2023-03-18,12.2345
2023-03-19,12.2345
