,NVRI US Equity
2023-03-16,23.8665
2023-03-17,23.8665
2023-03-18,23.8665
2023-03-19,23.8665
2023-03-20,23.8665
2023-03-21,23.8665
2023-03-22,23.8665
2023-03-23,23.8665
2023-03-24,23.8665
2023-03-25,23.8665
2023-03-26,23.8665
2023-03-27,23.8665
2023-03-28,23.8665
2023-03-29,23.8665
2023-03-30,23.8665
2023-03-31,23.8665
2023-04-01,23.8665
2023-04-02,23.8665
2023-04-03,23.8665
2023-04-04,23.8665
2023-04-05,23.8665
2023-04-06,23.8665
2023-04-07,23.8665
2023-04-08,23.8665
2023-04-09,23.8665
2023-04-10,23.8665
2023-04-11,23.8665
2023-04-12,23.8665
2023-04-13,23.8665
2023-04-14,23.8665
2023-04-15,23.8665
2023-04-16,23.8665
2023-04-17,23.8665
2023-04-18,23.8665
2023-04-19,23.8665
2023-04-20,23.8665
2023-04-21,23.8665
2023-04-22,23.8665
2023-04-23,23.8665
2023-04-24,23.8665
2023-04-25,23.8665
2023-04-26,23.8665
2023-04-27,23.8665
2023-04-28,23.8665
2023-04-29,23.8665
2023-04-30,23.8665
2023-05-01,23.8665
2023-05-02,23.8665
2023-05-03,23.8665
2023-05-04,23.8665
2023-05-05,23.8665
2023-05-06,23.8665
2023-05-07,23.8665
2023-05-08,23.8665
2023-05-09,23.8665
2023-05-10,23.8665
2023-05-11,23.8665
2023-05-12,23.8665
2023-05-13,23.8665
2023-05-14,23.8665
2023-05-15,23.8665
2023-05-16,23.8665
2023-05-17,23.8665
2023-05-18,23.8665
2023-05-19,23.8665
2023-05-20,23.8665
2023-05-21,23.8665
2023-05-22,23.8665
2023-05-23,23.8665
2023-05-24,23.8665
2023-05-25,23.8665
2023-05-26,23.8665
2023-05-27,23.8665
2023-05-28,23.8665
2023-05-29,23.8665
2023-05-30,23.8665
2023-05-31,23.8665
2023-06-01,23.8665
2023-06-02,23.8665
2023-06-03,23.8665
2023-06-04,23.8665
2023-06-05,23.8665
2023-06-06,23.8665
2023-06-07,23.8665
2023-06-08,23.8665
2023-06-09,23.8665
2023-06-10,23.8665
2023-06-11,23.8665
2023-06-12,23.8665
2023-06-13,23.8665
2023-06-14,23.8665
2023-06-15,23.8665
2023-06-16,23.8665
2023-06-17,23.8665
2023-06-18,23.8665
2023-06-19,23.8665
2023-06-20,23.8665
2023-06-21,23.8665
2023-06-22,23.8665
2023-06-23,23.8665
2023-06-24,23.8665
2023-06-25,23.8665
2023-06-26,23.8665
2023-06-27,23.8665
2023-06-28,23.8665
2023-06-29,23.8665
2023-06-30,26.4186
2023-07-01,26.4186
2023-07-02,26.4186
2023-07-03,26.4748
2023-07-04,26.4748
2023-07-05,26.138
2023-07-06,25.8012
2023-07-07,25.9509
2023-07-08,25.9509
2023-07-09,25.9509
2023-07-10,25.9789
2023-07-11,25.9134
2023-07-12,26.1848
2023-07-13,25.9883
2023-07-14,25.9322
2023-07-15,25.9322
2023-07-16,25.9322
2023-07-17,26.007
2023-07-18,26.0631
2023-07-19,26.1941
2023-07-20,26.2128
2023-07-21,25.9883
2023-07-22,25.9883
2023-07-23,25.9883
2023-07-24,25.9602
2023-07-25,25.7357
2023-07-26,25.7263
2023-07-27,25.7451
2023-07-28,25.7451
2023-07-29,25.7451
2023-07-30,25.7451
2023-07-31,26.007
2023-08-01,26.138
2023-08-02,25.1386
2023-08-03,24.6427
2023-08-04,24.5023
2023-08-05,24.5023
2023-08-06,24.5023
2023-08-07,24.3619
2023-08-08,23.866
2023-08-09,23.6695
2023-08-10,23.7911
2023-08-11,24.0625
2023-08-12,24.0625
2023-08-13,24.0625
2023-08-14,24.4368
2023-08-15,24.0157
2023-08-16,23.9596
2023-08-17,23.9315
2023-08-18,23.9315
2023-08-19,23.9315
2023-08-20,23.9315
2023-08-21,24.0719
2023-08-22,24.0344
2023-08-23,24.0251
2023-08-24,23.9221
2023-08-25,24.0251
2023-08-26,24.0251
2023-08-27,24.0251
2023-08-28,24.0157
2023-08-29,24.1654
2023-08-30,24.1187
2023-08-31,24.1561
2023-09-01,24.2684
2023-09-02,24.2684
2023-09-03,24.2684
2023-09-04,24.2684
2023-09-05,24.0906
2023-09-06,24.128
2023-09-07,24.0344
2023-09-08,24.1467
2023-09-09,24.1467
2023-09-10,24.1467
2023-09-11,24.0906
2023-09-12,24.0157
2023-09-13,24.0625
2023-09-14,24.2309
2023-09-15,24.3152
2023-09-16,24.3152
2023-09-17,24.3152
2023-09-18,24.2309
2023-09-19,24.0999
2023-09-20,24.0532
2023-09-21,24.3526
2023-09-22,24.2029
2023-09-23,24.2029
2023-09-24,24.2029
2023-09-25,24.2403
2023-09-26,23.866
2023-09-27,23.9502
2023-09-28,23.9596
2023-09-29,24.2619
2023-09-30,24.2619
2023-10-01,24.2619
2023-10-02,24.1304
2023-10-03,23.9518
2023-10-04,23.9894
2023-10-05,23.9894
2023-10-06,24.0082
2023-10-07,24.0082
2023-10-08,24.0082
2023-10-09,24.0082
2023-10-10,24.0928
2023-10-11,24.2619
2023-10-12,23.9143
2023-10-13,23.8767
2023-10-14,23.8767
2023-10-15,23.8767
2023-10-16,24.2243
2023-10-17,23.9049
2023-10-18,23.8109
2023-10-19,23.6042
2023-10-20,23.4914
2023-10-21,23.4914
2023-10-22,23.4914
2023-10-23,23.4257
2023-10-24,23.2378
2023-10-25,23.125
2023-10-26,23.0686
2023-10-27,22.8619
2023-10-28,22.8619
2023-10-29,22.8619
2023-10-30,22.8619
2023-10-31,22.8713
2023-11-01,22.9371
2023-11-02,23.4785
2023-11-03,23.535
2023-11-04,23.535
2023-11-05,23.535
2023-11-06,23.1212
2023-11-07,23.0271
2023-11-08,22.9048
2023-11-09,22.8108
2023-11-10,22.9613
2023-11-11,22.9613
2023-11-12,22.9613
2023-11-13,22.8484
2023-11-14,23.2904
2023-11-15,23.2058
2023-11-16,22.9519
2023-11-17,23.0553
2023-11-18,23.0553
2023-11-19,23.0553
2023-11-20,22.9895
2023-11-21,22.8766
2023-11-22,22.886
2023-11-23,22.886
2023-11-24,22.9331
2023-11-25,22.9331
2023-11-26,22.9331
2023-11-27,22.9048
2023-11-28,22.9425
2023-11-29,23.0271
2023-11-30,23.0271
2023-12-01,23.4409
2023-12-02,23.4409
2023-12-03,23.4409
2023-12-04,23.7607
2023-12-05,23.7419
2023-12-06,23.8359
2023-12-07,23.977
2023-12-08,24.0899
2023-12-09,24.0899
2023-12-10,24.0899
2023-12-11,24.6072
2023-12-12,24.6072
2023-12-13,24.9928
2023-12-14,25.3501
2023-12-15,25.5382
2023-12-16,25.5382
2023-12-17,25.5382
2023-12-18,25.4254
2023-12-19,25.7828
2023-12-20,25.7922
2023-12-21,25.7358
2023-12-22,25.9144
2023-12-23,25.9144
2023-12-24,25.9144
2023-12-25,25.9144
2023-12-26,25.9333
2023-12-27,25.9897
2023-12-28,25.9521
2023-12-29,19.625
2023-12-30,19.625
2023-12-31,19.625
2024-01-01,19.625
2024-01-02,19.6106
2024-01-03,19.4165
2024-01-04,19.2942
2024-01-05,19.2582
2024-01-06,19.2582
2024-01-07,19.2582
2024-01-08,19.5243
2024-01-09,19.4596
2024-01-10,19.5171
2024-01-11,19.6034
2024-01-12,19.7113
2024-01-13,19.7113
2024-01-14,19.7113
2024-01-15,19.7113
2024-01-16,19.3661
2024-01-17,19.0569
2024-01-18,18.9994
2024-01-19,19.1432
2024-01-20,19.1432
2024-01-21,19.1432
2024-01-22,19.4236
2024-01-23,19.3877
2024-01-24,19.3158
2024-01-25,19.4668
2024-01-26,19.5171
2024-01-27,19.5171
2024-01-28,19.5171
2024-01-29,19.6466
2024-01-30,19.5675
2024-01-31,19.3445
2024-02-01,19.5603
2024-02-02,19.3877
2024-02-03,19.3877
2024-02-04,19.3877
2024-02-05,19.3158
2024-02-06,19.3374
2024-02-07,19.1216
2024-02-08,19.0785
2024-02-09,19.0857
2024-02-10,19.0857
2024-02-11,19.0857
2024-02-12,19.1791
2024-02-13,18.7477
2024-02-14,18.9994
2024-02-15,19.1791
2024-02-16,19.0137
2024-02-17,19.0137
2024-02-18,19.0137
2024-02-19,19.0137
2024-02-20,18.8699
2024-02-21,18.798
2024-02-22,18.762
2024-02-23,18.7764
2024-02-24,18.7764
2024-02-25,18.7764
2024-02-26,18.8124
2024-02-27,18.762
2024-02-28,18.8915
2024-02-29,18.8053
2024-03-01,19.0929
2024-03-02,19.0929
2024-03-03,19.0929
2024-03-04,19.1001
2024-03-05,18.87
2024-03-06,18.9851
2024-03-07,19.1433
2024-03-08,19.172
2024-03-09,19.172
2024-03-10,19.172
2024-03-11,19.0498
2024-03-12,19.057
2024-03-13,19.0426
2024-03-14,18.6902
2024-03-15,18.9204
2024-03-16,18.9204
2024-03-17,18.9204
2024-03-18,18.9707
2024-03-19,19.1217
2024-03-20,19.2296
2024-03-21,19.3159
2024-03-22,19.0642
2024-03-23,19.0642
2024-03-24,19.0642
2024-03-25,19.1936
2024-03-26,19.3087
2024-03-27,19.5172
2024-03-28,19.733
2024-03-29,19.733
2024-03-30,19.733
2024-03-31,19.733
2024-04-01,19.5172
2024-04-02,19.4309
2024-04-03,19.5172
2024-04-04,19.3878
2024-04-05,19.3159
2024-04-06,19.3159
2024-04-07,19.3159
2024-04-08,19.5244
