,BKH US Equity
2020-05-29,18.4846
2020-05-30,18.4846
2020-05-31,18.4846
2020-06-01,18.3085
2020-06-02,18.3683
2020-06-03,18.4642
2020-06-04,18.1953
2020-06-05,18.5286
2020-06-06,18.5286
2020-06-07,18.5286
2020-06-08,18.6701
2020-06-09,18.4484
2020-06-10,18.2582
2020-06-11,17.6025
2020-06-12,17.7142
2020-06-13,17.7142
2020-06-14,17.7142
2020-06-15,17.8117
2020-06-16,17.9359
2020-06-17,17.689
2020-06-18,17.6733
2020-06-19,17.3337
2020-06-20,17.3337
2020-06-21,17.3337
2020-06-22,17.5475
2020-06-23,17.4846
2020-06-24,17.2975
2020-06-25,17.2236
2020-06-26,17.1199
2020-06-27,17.1199
2020-06-28,17.1199
2020-06-29,17.5554
2020-06-30,17.3728
2020-07-01,17.5479
2020-07-02,17.6591
2020-07-03,17.6591
2020-07-04,17.6591
2020-07-05,17.6591
2020-07-06,17.6774
2020-07-07,17.5099
2020-07-08,17.5617
2020-07-09,17.3819
2020-07-10,17.8693
2020-07-11,17.8693
2020-07-12,17.8693
2020-07-13,17.8845
2020-07-14,17.9424
2020-07-15,17.9211
2020-07-16,17.7855
2020-07-17,18.0033
2020-07-18,18.0033
2020-07-19,18.0033
2020-07-20,17.7551
2020-07-21,17.8876
2020-07-22,18.1008
2020-07-23,18.1708
2020-07-24,17.9698
2020-07-25,17.9698
2020-07-26,17.9698
2020-07-27,17.7916
2020-07-28,17.8571
2020-07-29,17.9013
2020-07-30,17.7962
2020-07-31,17.5556
2020-08-01,17.5556
2020-08-02,17.5556
2020-08-03,17.4231
2020-08-04,17.5489
2020-08-05,17.3722
2020-08-06,17.4575
2020-08-07,17.7346
2020-08-08,17.7346
2020-08-09,17.7346
2020-08-10,17.8626
2020-08-11,17.6935
2020-08-12,17.8747
2020-08-13,17.7225
2020-08-14,17.657
2020-08-15,17.657
2020-08-16,17.657
2020-08-17,17.5626
2020-08-18,17.5169
2020-08-19,17.5397
2020-08-20,17.4194
2020-08-21,17.3753
2020-08-22,17.3753
2020-08-23,17.3753
2020-08-24,17.5001
2020-08-25,17.2687
2020-08-26,17.0098
2020-08-27,17.1514
2020-08-28,17.3615
2020-08-29,17.3615
2020-08-30,17.3615
2020-08-31,17.2839
2020-09-01,17.1392
2020-09-02,17.2945
2020-09-03,17.2747
2020-09-04,17.2687
2020-09-05,17.2687
2020-09-06,17.2687
2020-09-07,17.2687
2020-09-08,17.0585
2020-09-09,17.0966
2020-09-10,16.8651
2020-09-11,16.8483
2020-09-12,16.8483
2020-09-13,16.8483
2020-09-14,17.0418
2020-09-15,17.0357
2020-09-16,17.1118
2020-09-17,17.1742
2020-09-18,17.0159
2020-09-19,17.0159
2020-09-20,17.0159
2020-09-21,16.9671
2020-09-22,16.8666
2020-09-23,16.7265
2020-09-24,16.7874
2020-09-25,16.8621
2020-09-26,16.8621
2020-09-27,16.8621
2020-09-28,16.9549
2020-09-29,16.8316
2020-09-30,15.937
2020-10-01,16.002
2020-10-02,16.1987
2020-10-03,16.1987
2020-10-04,16.1987
2020-10-05,16.2709
2020-10-06,16.3572
2020-10-07,16.4959
2020-10-08,16.6473
2020-10-09,16.5454
2020-10-10,16.5454
2020-10-11,16.5454
2020-10-12,16.6685
2020-10-13,16.5751
2020-10-14,16.5355
2020-10-15,16.6105
2020-10-16,16.5949
2020-10-17,16.5949
2020-10-18,16.5949
2020-10-19,16.4209
2020-10-20,16.4463
2020-10-21,16.5567
2020-10-22,16.7392
2020-10-23,16.7774
2020-10-24,16.7774
2020-10-25,16.7774
2020-10-26,16.6996
2020-10-27,16.7477
2020-10-28,16.6274
2020-10-29,16.5043
2020-10-30,16.3855
2020-10-31,16.3855
2020-11-01,16.3855
2020-11-02,16.5779
2020-11-03,16.9205
2020-11-04,16.8229
2020-11-05,16.8526
2020-11-06,16.6644
2020-11-07,16.6644
2020-11-08,16.6644
2020-11-09,16.9587
2020-11-10,17.287
2020-11-11,17.3719
2020-11-12,17.0705
2020-11-13,17.2983
2020-11-14,17.2983
2020-11-15,17.2983
2020-11-16,17.5771
2020-11-17,17.5205
2020-11-18,17.2474
2020-11-19,17.2191
2020-11-20,17.1271
2020-11-21,17.1271
2020-11-22,17.1271
2020-11-23,17.2092
2020-11-24,17.5346
2020-11-25,17.4992
2020-11-26,17.4992
2020-11-27,17.3294
2020-11-28,17.3294
2020-11-29,17.3294
2020-11-30,16.9757
2020-12-01,17.0097
2020-12-02,16.9743
2020-12-03,16.8271
2020-12-04,16.9149
2020-12-05,16.9149
2020-12-06,16.9149
2020-12-07,16.8201
2020-12-08,16.721
2020-12-09,16.6276
2020-12-10,16.489
2020-12-11,16.7352
2020-12-12,16.7352
2020-12-13,16.7352
2020-12-14,16.7097
2020-12-15,16.9488
2020-12-16,16.8767
2020-12-17,17.0238
2020-12-18,16.9559
2020-12-19,16.9559
2020-12-20,16.9559
2020-12-21,16.6432
2020-12-22,16.8724
2020-12-23,16.7833
2020-12-24,16.8512
2020-12-25,16.8512
2020-12-26,16.8512
2020-12-27,16.8512
2020-12-28,17.0068
2020-12-29,16.9531
2020-12-30,16.9347
2020-12-31,18.028
2021-01-01,18.028
2021-01-02,18.028
2021-01-03,18.028
2021-01-04,17.8214
2021-01-05,17.7496
2021-01-06,18.0924
2021-01-07,17.8097
2021-01-08,17.7247
2021-01-09,17.7247
2021-01-10,17.7247
2021-01-11,17.735
2021-01-12,17.8302
2021-01-13,17.8932
2021-01-14,17.9957
2021-01-15,18.1041
2021-01-16,18.1041
2021-01-17,18.1041
2021-01-18,18.1041
2021-01-19,17.9606
2021-01-20,17.9591
2021-01-21,17.8536
2021-01-22,17.6925
2021-01-23,17.6925
2021-01-24,17.6925
2021-01-25,17.9767
2021-01-26,17.8229
2021-01-27,17.6646
2021-01-28,17.7569
2021-01-29,17.6866
2021-01-30,17.6866
2021-01-31,17.6866
2021-02-01,17.858
2021-02-02,17.9488
2021-02-03,17.8463
2021-02-04,17.9635
2021-02-05,18.0983
2021-02-06,18.0983
2021-02-07,18.0983
2021-02-08,18.0616
2021-02-09,18.1788
2021-02-10,18.1056
2021-02-11,18.088
2021-02-12,18.0529
2021-02-13,18.0529
2021-02-14,18.0529
2021-02-15,18.0529
2021-02-16,17.9811
2021-02-17,17.9928
2021-02-18,17.9943
2021-02-19,18.0133
2021-02-20,18.0133
2021-02-21,18.0133
2021-02-22,17.7247
2021-02-23,17.9972
2021-02-24,17.9313
2021-02-25,17.8463
2021-02-26,17.6991
2021-02-27,17.6991
2021-02-28,17.6991
2021-03-01,17.8017
2021-03-02,17.8164
2021-03-03,17.7416
2021-03-04,17.8076
2021-03-05,18.1961
2021-03-06,18.1961
2021-03-07,18.1961
2021-03-08,18.4307
2021-03-09,18.3456
2021-03-10,18.5714
2021-03-11,18.416
2021-03-12,18.6711
2021-03-13,18.6711
2021-03-14,18.6711
2021-03-15,18.7605
2021-03-16,18.8001
2021-03-17,18.696
2021-03-18,18.705
2021-03-19,18.8724
2021-03-20,18.8724
2021-03-21,18.8724
2021-03-22,18.5964
2021-03-23,18.5714
2021-03-24,18.6977
2021-03-25,18.8298
2021-03-26,18.8151
2021-03-27,18.8151
2021-03-28,18.8151
2021-03-29,18.8914
2021-03-30,18.8283
2021-03-31,20.8809
2021-04-01,20.8702
2021-04-02,20.8702
2021-04-03,20.8702
2021-04-04,20.8702
2021-04-05,21.039
2021-04-06,21.036
2021-04-07,20.9706
2021-04-08,20.9737
2021-04-09,21.0193
2021-04-10,21.0193
2021-04-11,21.0193
2021-04-12,21.1972
2021-04-13,21.1698
2021-04-14,21.296
2021-04-15,21.4071
2021-04-16,21.4618
2021-04-17,21.4618
2021-04-18,21.4618
2021-04-19,21.4436
2021-04-20,21.5378
2021-04-21,21.4344
2021-04-22,21.3508
2021-04-23,21.3052
2021-04-24,21.3052
2021-04-25,21.3052
2021-04-26,21.255
2021-04-27,21.0862
2021-04-28,21.0923
2021-04-29,21.1881
2021-04-30,21.217
2021-05-01,21.217
2021-05-02,21.217
2021-05-03,21.2185
2021-05-04,21.1668
2021-05-05,20.9797
2021-05-06,21.1287
2021-05-07,21.1607
2021-05-08,21.1607
2021-05-09,21.1607
2021-05-10,21.1987
2021-05-11,20.9508
2021-05-12,20.6604
2021-05-13,20.9174
2021-05-14,21.0086
2021-05-15,21.0086
2021-05-16,21.0086
2021-05-17,20.7698
2021-05-18,20.7014
2021-05-19,20.6497
2021-05-20,20.7957
2021-05-21,20.7896
2021-05-22,20.7896
2021-05-23,20.7896
2021-05-24,20.7698
2021-05-25,20.7303
2021-05-26,20.7105
2021-05-27,20.6649
2021-05-28,20.7318
2021-05-29,20.7318
2021-05-30,20.7318
2021-05-31,20.7318
2021-06-01,20.7592
2021-06-02,20.8672
2021-06-03,21.0527
2021-06-04,21.1394
2021-06-05,21.1394
2021-06-06,21.1394
2021-06-07,21.1804
2021-06-08,21.185
2021-06-09,21.2276
2021-06-10,21.2428
2021-06-11,21.3219
2021-06-12,21.3219
2021-06-13,21.3219
2021-06-14,21.2869
2021-06-15,21.3447
2021-06-16,21.3645
2021-06-17,21.3614
2021-06-18,21.0056
2021-06-19,21.0056
2021-06-20,21.0056
2021-06-21,21.3036
2021-06-22,21.1561
2021-06-23,20.9356
2021-06-24,21.0056
2021-06-25,21.0649
2021-06-26,21.0649
2021-06-27,21.0649
2021-06-28,20.9858
2021-06-29,20.7075
2021-06-30,20.7544
2021-07-01,20.8425
2021-07-02,20.7757
2021-07-03,20.7757
2021-07-04,20.7757
2021-07-05,20.7757
2021-07-06,20.7331
2021-07-07,20.8106
2021-07-08,20.7513
2021-07-09,20.9109
2021-07-10,20.9109
2021-07-11,20.9109
2021-07-12,20.9337
2021-07-13,20.8243
2021-07-14,20.8805
2021-07-15,21.0947
2021-07-16,21.1874
2021-07-17,21.1874
2021-07-18,21.1874
2021-07-19,20.8668
2021-07-20,21.1023
2021-07-21,20.9808
2021-07-22,20.8607
2021-07-23,21.0628
2021-07-24,21.0628
2021-07-25,21.0628
2021-07-26,21.037
2021-07-27,21.1236
2021-07-28,21.1707
2021-07-29,21.151
2021-07-30,21.0613
2021-07-31,21.0613
2021-08-01,21.0613
2021-08-02,21.1191
2021-08-03,21.4078
2021-08-04,21.5152
2021-08-05,21.6119
2021-08-06,21.5597
2021-08-07,21.5597
2021-08-08,21.5597
2021-08-09,21.5075
2021-08-10,21.5582
2021-08-11,21.7346
2021-08-12,21.707
2021-08-13,21.8359
2021-08-14,21.8359
2021-08-15,21.8359
2021-08-16,21.888
2021-08-17,21.8819
2021-08-18,21.8036
2021-08-19,21.7914
2021-08-20,21.9187
2021-08-21,21.9187
2021-08-22,21.9187
2021-08-23,21.7638
2021-08-24,21.6502
2021-08-25,21.664
2021-08-26,21.5536
2021-08-27,21.6303
2021-08-28,21.6303
2021-08-29,21.6303
2021-08-30,21.6226
2021-08-31,21.572
2021-09-01,21.7561
2021-09-02,21.8435
2021-09-03,21.75
2021-09-04,21.75
2021-09-05,21.75
2021-09-06,21.75
2021-09-07,21.5198
2021-09-08,21.5413
2021-09-09,21.3587
2021-09-10,21.1163
2021-09-11,21.1163
2021-09-12,21.1163
2021-09-13,21.1547
2021-09-14,21.1731
2021-09-15,21.167
2021-09-16,21.0013
2021-09-17,20.8156
2021-09-18,20.8156
2021-09-19,20.8156
2021-09-20,20.6729
2021-09-21,20.607
2021-09-22,20.5763
2021-09-23,20.4827
2021-09-24,20.4259
2021-09-25,20.4259
2021-09-26,20.4259
2021-09-27,20.4827
2021-09-28,20.3369
2021-09-29,20.5303
2021-09-30,20.2408
2021-10-01,20.2995
2021-10-02,20.2995
2021-10-03,20.2995
2021-10-04,20.4954
2021-10-05,20.5556
2021-10-06,20.7469
2021-10-07,20.5812
2021-10-08,20.4261
2021-10-09,20.4261
2021-10-10,20.4261
2021-10-11,20.295
2021-10-12,20.3763
2021-10-13,20.4502
2021-10-14,20.5436
2021-10-15,20.5134
2021-10-16,20.5134
2021-10-17,20.5134
2021-10-18,20.408
2021-10-19,20.5119
2021-10-20,20.6159
2021-10-21,20.6987
2021-10-22,20.7786
2021-10-23,20.7786
2021-10-24,20.7786
2021-10-25,20.7951
2021-10-26,20.777
2021-10-27,20.7484
2021-10-28,20.8479
2021-10-29,20.7861
2021-10-30,20.7861
2021-10-31,20.7861
2021-11-01,20.9563
2021-11-02,20.7891
2021-11-03,21.0259
2021-11-04,20.7321
2021-11-05,20.7972
2021-11-06,20.7972
2021-11-07,20.7972
2021-11-08,20.5913
2021-11-09,20.5731
2021-11-10,20.8472
2021-11-11,20.7155
2021-11-12,20.6367
2021-11-13,20.6367
2021-11-14,20.6367
2021-11-15,20.8003
2021-11-16,20.5686
2021-11-17,20.561
2021-11-18,20.5549
2021-11-19,20.667
2021-11-20,20.667
2021-11-21,20.667
2021-11-22,20.8518
2021-11-23,20.9563
2021-11-24,20.9093
2021-11-25,20.9093
2021-11-26,20.6276
2021-11-27,20.6276
2021-11-28,20.6276
2021-11-29,20.8003
2021-11-30,20.4974
2021-12-01,20.5201
2021-12-02,20.6867
2021-12-03,20.7533
2021-12-04,20.7533
2021-12-05,20.7533
2021-12-06,20.9457
2021-12-07,20.9214
2021-12-08,20.9608
2021-12-09,20.9457
2021-12-10,20.9759
2021-12-11,20.9759
2021-12-12,20.9759
2021-12-13,21.1547
2021-12-14,21.1531
2021-12-15,21.3818
2021-12-16,21.2698
2021-12-17,21.082
2021-12-18,21.082
2021-12-19,21.082
2021-12-20,21.0638
2021-12-21,21.1335
2021-12-22,21.2304
2021-12-23,21.1895
2021-12-24,21.1895
2021-12-25,21.1895
2021-12-26,21.1895
2021-12-27,21.2592
2021-12-28,21.3167
2021-12-29,21.4363
2021-12-30,21.4954
2021-12-31,22.3208
2022-01-01,22.3208
2022-01-02,22.3208
2022-01-03,22.2164
2022-01-04,22.3021
2022-01-05,22.2943
2022-01-06,22.1602
2022-01-07,22.2928
2022-01-08,22.2928
2022-01-09,22.2928
2022-01-10,22.14
2022-01-11,21.8936
2022-01-12,21.9108
2022-01-13,21.9794
2022-01-14,21.9965
2022-01-15,21.9965
2022-01-16,21.9965
2022-01-17,21.9965
2022-01-18,21.8781
2022-01-19,21.7985
2022-01-20,21.7502
2022-01-21,21.7533
2022-01-22,21.7533
2022-01-23,21.7533
2022-01-24,21.7409
2022-01-25,21.8328
2022-01-26,21.7331
2022-01-27,21.7081
2022-01-28,21.8516
2022-01-29,21.8516
2022-01-30,21.8516
2022-01-31,21.8796
2022-02-01,21.7564
2022-02-02,21.7221
2022-02-03,21.6567
2022-02-04,21.4462
2022-02-05,21.4462
2022-02-06,21.4462
2022-02-07,21.8812
2022-02-08,21.6598
2022-02-09,21.7533
2022-02-10,21.7284
2022-02-11,21.7112
2022-02-12,21.7112
2022-02-13,21.7112
2022-02-14,21.6536
2022-02-15,21.8592
2022-02-16,21.9557
2022-02-17,22.1091
2022-02-18,22.2324
2022-02-19,22.2324
2022-02-20,22.2324
2022-02-21,22.2324
2022-02-22,22.253
2022-02-23,21.9272
2022-02-24,22.0775
2022-02-25,22.3716
2022-02-26,22.3716
2022-02-27,22.3716
2022-02-28,22.3874
2022-03-01,22.1486
2022-03-02,22.3811
2022-03-03,22.6326
2022-03-04,22.8287
2022-03-05,22.8287
2022-03-06,22.8287
2022-03-07,22.8271
2022-03-08,22.6183
2022-03-09,22.4412
2022-03-10,22.5313
2022-03-11,22.5535
2022-03-12,22.5535
2022-03-13,22.5535
2022-03-14,22.574
2022-03-15,22.7781
2022-03-16,22.6389
2022-03-17,22.747
2022-03-18,22.7026
2022-03-19,22.7026
2022-03-20,22.7026
2022-03-21,22.7834
2022-03-22,22.7533
2022-03-23,22.7089
2022-03-24,22.8024
2022-03-25,23.1017
2022-03-26,23.1017
2022-03-27,23.1017
2022-03-28,23.1413
2022-03-29,23.3139
2022-03-30,23.4723
2022-03-31,21.4694
2022-04-01,21.6766
2022-04-02,21.6766
2022-04-03,21.6766
2022-04-04,21.3732
2022-04-05,21.4373
2022-04-06,21.6693
2022-04-07,21.573
2022-04-08,21.7058
2022-04-09,21.7058
2022-04-10,21.7058
2022-04-11,21.5117
2022-04-12,21.6051
2022-04-13,21.6562
2022-04-14,21.7072
2022-04-15,21.7072
2022-04-16,21.7072
2022-04-17,21.7072
2022-04-18,21.6766
2022-04-19,21.7846
2022-04-20,21.9027
2022-04-21,21.8531
2022-04-22,21.7627
2022-04-23,21.7627
2022-04-24,21.7627
2022-04-25,21.3352
2022-04-26,21.3688
2022-04-27,21.3075
2022-04-28,21.2521
2022-04-29,20.918
2022-04-30,20.918
2022-05-01,20.918
2022-05-02,20.7911
2022-05-03,20.9413
2022-05-04,21.2827
2022-05-05,21.2247
2022-05-06,21.264
2022-05-07,21.264
2022-05-08,21.264
2022-05-09,21.4012
2022-05-10,21.2159
2022-05-11,21.2144
2022-05-12,21.1036
2022-05-13,21.318
2022-05-14,21.318
2022-05-15,21.318
2022-05-16,21.4056
2022-05-17,21.2845
2022-05-18,21.0919
2022-05-19,20.9752
2022-05-20,20.911
2022-05-21,20.911
2022-05-22,20.911
2022-05-23,21.0744
2022-05-24,21.4318
2022-05-25,21.515
2022-05-26,21.4333
2022-05-27,21.5121
2022-05-28,21.5121
2022-05-29,21.5121
2022-05-30,21.5121
2022-05-31,21.4172
2022-06-01,21.3764
2022-06-02,21.3093
2022-06-03,21.2567
2022-06-04,21.2567
2022-06-05,21.2567
2022-06-06,21.3662
2022-06-07,21.477
2022-06-08,21.2961
2022-06-09,21.0569
2022-06-10,21.0875
2022-06-11,21.0875
2022-06-12,21.0875
2022-06-13,20.5856
2022-06-14,20.3347
2022-06-15,20.4091
2022-06-16,20.2165
2022-06-17,19.9802
2022-06-18,19.9802
2022-06-19,19.9802
2022-06-20,19.9802
2022-06-21,20.1203
2022-06-22,20.3085
2022-06-23,20.4704
2022-06-24,20.663
2022-06-25,20.663
2022-06-26,20.663
2022-06-27,20.8979
2022-06-28,20.9124
2022-06-29,20.8016
2022-06-30,20.6103
2022-07-01,21.017
2022-07-02,21.017
2022-07-03,21.017
2022-07-04,21.017
2022-07-05,20.4112
2022-07-06,20.5511
2022-07-07,20.3954
2022-07-08,20.3752
2022-07-09,20.3752
2022-07-10,20.3752
2022-07-11,20.4848
2022-07-12,20.3982
2022-07-13,20.3795
2022-07-14,20.417
2022-07-15,20.554
2022-07-16,20.554
2022-07-17,20.554
2022-07-18,20.4329
2022-07-19,20.5713
2022-07-20,20.2987
2022-07-21,20.2785
2022-07-22,20.4329
2022-07-23,20.4329
2022-07-24,20.4329
2022-07-25,20.7199
2022-07-26,20.9016
2022-07-27,20.8439
2022-07-28,21.1352
2022-07-29,21.2492
2022-07-30,21.2492
2022-07-31,21.2492
2022-08-01,21.1078
2022-08-02,21.0357
2022-08-03,21.0949
2022-08-04,20.9774
2022-08-05,20.8862
2022-08-06,20.8862
2022-08-07,20.8862
2022-08-08,20.9238
2022-08-09,21.1439
2022-08-10,21.2423
2022-08-11,21.1077
2022-08-12,21.3784
2022-08-13,21.3784
2022-08-14,21.3784
2022-08-15,21.4537
2022-08-16,21.529
2022-08-17,21.5145
2022-08-18,21.5521
2022-08-19,21.5753
2022-08-20,21.5753
2022-08-21,21.5753
2022-08-22,21.4942
2022-08-23,21.3683
2022-08-24,21.3234
2022-08-25,21.4667
2022-08-26,21.4103
2022-08-27,21.4103
2022-08-28,21.4103
2022-08-29,21.3958
2022-08-30,21.1902
2022-08-31,21.0425
2022-09-01,21.1786
2022-09-02,21.0889
2022-09-03,21.0889
2022-09-04,21.0889
2022-09-05,21.0889
2022-09-06,21.07
2022-09-07,21.3466
2022-09-08,21.3162
2022-09-09,21.445
2022-09-10,21.445
2022-09-11,21.445
2022-09-12,21.5131
2022-09-13,21.2626
2022-09-14,21.3813
2022-09-15,21.1641
2022-09-16,21.1772
2022-09-17,21.1772
2022-09-18,21.1772
2022-09-19,21.3176
2022-09-20,21.1062
2022-09-21,20.9397
2022-09-22,20.947
2022-09-23,20.724
2022-09-24,20.724
2022-09-25,20.724
2022-09-26,20.4924
2022-09-27,20.1739
2022-09-28,20.4229
2022-09-29,20.1261
2022-09-30,20.7694
2022-10-01,20.7694
2022-10-02,20.7694
2022-10-03,21.0406
2022-10-04,21.2037
2022-10-05,20.9354
2022-10-06,20.4641
2022-10-07,20.3248
2022-10-08,20.3248
2022-10-09,20.3248
2022-10-10,20.4048
2022-10-11,20.3041
2022-10-12,20.0151
2022-10-13,19.9839
2022-10-14,19.8239
2022-10-15,19.8239
2022-10-16,19.8239
2022-10-17,20.1158
2022-10-18,20.2403
2022-10-19,20.0655
2022-10-20,19.7839
2022-10-21,19.8209
2022-10-22,19.8209
2022-10-23,19.8209
2022-10-24,19.8594
2022-10-25,20.0684
2022-10-26,20.1262
2022-10-27,20.3233
2022-10-28,20.4938
2022-10-29,20.4938
2022-10-30,20.4938
2022-10-31,20.4197
2022-11-01,20.4626
2022-11-02,20.3722
2022-11-03,20.1378
2022-11-04,20.3261
2022-11-05,20.3261
2022-11-06,20.3261
2022-11-07,20.0682
2022-11-08,20.1971
2022-11-09,20.2401
2022-11-10,20.7484
2022-11-11,20.6684
2022-11-12,20.6684
2022-11-13,20.6684
2022-11-14,20.6299
2022-11-15,20.7203
2022-11-16,20.6565
2022-11-17,20.5869
2022-11-18,20.8551
2022-11-19,20.8551
2022-11-20,20.8551
2022-11-21,20.9292
2022-11-22,21.0404
2022-11-23,21.1115
2022-11-24,21.1115
2022-11-25,21.2138
2022-11-26,21.2138
2022-11-27,21.2138
2022-11-28,21.1901
2022-11-29,21.1515
2022-11-30,21.3472
2022-12-01,21.1797
2022-12-02,21.2612
2022-12-03,21.2612
2022-12-04,21.2612
2022-12-05,21.1278
2022-12-06,21.1263
2022-12-07,21.0552
2022-12-08,21.1589
2022-12-09,21.1263
2022-12-10,21.1263
2022-12-11,21.1263
2022-12-12,21.2419
2022-12-13,21.2301
2022-12-14,21.1589
2022-12-15,20.9648
2022-12-16,20.9203
2022-12-17,20.9203
2022-12-18,20.9203
2022-12-19,20.8951
2022-12-20,20.9055
2022-12-21,21.0582
2022-12-22,20.9544
2022-12-23,21.0804
2022-12-24,21.0804
2022-12-25,21.0804
2022-12-26,21.0804
2022-12-27,21.1782
2022-12-28,21.1293
2022-12-29,21.2671
2022-12-30,20.4584
2022-12-31,20.4584
2023-01-01,20.4584
2023-01-02,20.4584
2023-01-03,20.4741
2023-01-04,20.6056
2023-01-05,20.3997
2023-01-06,20.6999
2023-01-07,20.6999
2023-01-08,20.6999
2023-01-09,20.577
2023-01-10,20.5713
2023-01-11,20.7843
2023-01-12,20.86
2023-01-13,20.8072
2023-01-14,20.8072
2023-01-15,20.8072
2023-01-16,20.8072
2023-01-17,20.6099
2023-01-18,20.4841
2023-01-19,20.4741
2023-01-20,20.557
2023-01-21,20.557
2023-01-22,20.557
2023-01-23,20.5155
2023-01-24,20.4927
2023-01-25,20.5527
2023-01-26,20.6085
2023-01-27,20.5942
2023-01-28,20.5942
2023-01-29,20.5942
2023-01-30,20.5684
2023-01-31,20.75
2023-02-01,20.7628
2023-02-02,20.8958
2023-02-03,20.6885
2023-02-04,20.6885
2023-02-05,20.6885
2023-02-06,20.6127
2023-02-07,20.5556
2023-02-08,19.6135
2023-02-09,19.4391
2023-02-10,19.5735
2023-02-11,19.5735
2023-02-12,19.5735
2023-02-13,19.5091
2023-02-14,19.6061
2023-02-15,19.7107
2023-02-16,19.715
2023-02-17,19.8007
2023-02-18,19.8007
2023-02-19,19.8007
2023-02-20,19.8007
2023-02-21,19.5873
2023-02-22,19.5263
2023-02-23,19.458
2023-02-24,19.5118
2023-02-25,19.5118
2023-02-26,19.5118
2023-02-27,19.4667
2023-02-28,19.3201
2023-03-01,19.2809
2023-03-02,19.3535
2023-03-03,19.445
2023-03-04,19.445
2023-03-05,19.445
2023-03-06,19.3767
2023-03-07,19.2431
2023-03-08,19.3114
2023-03-09,19.2591
2023-03-10,19.0979
2023-03-11,19.0979
2023-03-12,19.0979
2023-03-13,19.1734
2023-03-14,19.339
2023-03-15,19.3508
2023-03-16,19.3945
2023-03-17,19.3086
2023-03-18,19.3086
