,ALE US Equity
2020-07-11,31.8825
2020-07-12,31.8825
2020-07-13,31.9993
2020-07-14,32.0609
2020-07-15,32.0382
2020-07-16,32.1355
2020-07-17,32.369
2020-07-18,32.369
2020-07-19,32.369
2020-07-20,31.7269
2020-07-21,31.9701
2020-07-22,32.3527
2020-07-23,32.2101
2020-07-24,31.9733
2020-07-25,31.9733
2020-07-26,31.9733
2020-07-27,31.5356
2020-07-28,31.9993
2020-07-29,32.2749
2020-07-30,32.1874
2020-07-31,32.1095
2020-08-01,32.1095
2020-08-02,32.1095
2020-08-03,32.236
2020-08-04,32.3041
2020-08-05,31.6666
2020-08-06,31.8031
2020-08-07,32.521
2020-08-08,32.521
2020-08-09,32.521
2020-08-10,32.3098
2020-08-11,31.9363
2020-08-12,32.0012
2020-08-13,31.5237
2020-08-14,31.3645
2020-08-15,31.3645
2020-08-16,31.3645
2020-08-17,31.1436
2020-08-18,30.9357
2020-08-19,30.8317
2020-08-20,30.6271
2020-08-21,30.5134
2020-08-22,30.5134
2020-08-23,30.5134
2020-08-24,30.757
2020-08-25,30.653
2020-08-26,30.104
2020-08-27,30.3542
2020-08-28,30.4386
2020-08-29,30.4386
2020-08-30,30.4386
2020-08-31,30.4094
2020-09-01,30.1852
2020-09-02,30.5686
2020-09-03,30.4646
2020-09-04,30.3509
2020-09-05,30.3509
2020-09-06,30.3509
2020-09-07,30.3509
2020-09-08,30.13
2020-09-09,29.8052
2020-09-10,29.2399
2020-09-11,29.3666
2020-09-12,29.3666
2020-09-13,29.3666
2020-09-14,29.6362
2020-09-15,29.6362
2020-09-16,29.9513
2020-09-17,30.169
2020-09-18,30.2307
2020-09-19,30.2307
2020-09-20,30.2307
2020-09-21,29.6914
2020-09-22,29.8701
2020-09-23,29.4251
2020-09-24,29.4283
2020-09-25,29.62
2020-09-26,29.62
2020-09-27,29.62
2020-09-28,29.7727
2020-09-29,29.6037
2020-09-30,29.2538
2020-10-01,29.3675
2020-10-02,29.6896
2020-10-03,29.6896
2020-10-04,29.6896
2020-10-05,29.9106
2020-10-06,29.9359
2020-10-07,30.0085
2020-10-08,30.1285
2020-10-09,29.917
2020-10-10,29.917
2020-10-11,29.917
2020-10-12,30.2422
2020-10-13,29.7906
2020-10-14,29.6896
2020-10-15,30.0117
2020-10-16,29.9801
2020-10-17,29.9801
2020-10-18,29.9801
2020-10-19,29.7338
2020-10-20,29.6833
2020-10-21,30.0622
2020-10-22,30.4474
2020-10-23,30.5832
2020-10-24,30.5832
2020-10-25,30.5832
2020-10-26,30.5611
2020-10-27,30.2169
2020-10-28,29.4622
2020-10-29,29.2507
2020-10-30,29.2033
2020-10-31,29.2033
2020-11-01,29.2033
2020-11-02,29.7591
2020-11-03,30.3369
2020-11-04,29.8412
2020-11-05,29.9769
2020-11-06,29.9012
2020-11-07,29.9012
2020-11-08,29.9012
2020-11-09,31.2227
2020-11-10,31.2986
2020-11-11,31.3587
2020-11-12,30.4287
2020-11-13,30.5552
2020-11-14,30.5552
2020-11-15,30.5552
2020-11-16,31.5074
2020-11-17,31.1974
2020-11-18,30.7577
2020-11-19,30.7007
2020-11-20,30.6881
2020-11-21,30.6881
2020-11-22,30.6881
2020-11-23,31.1025
2020-11-24,31.9914
2020-11-25,31.4758
2020-11-26,31.4758
2020-11-27,31.1974
2020-11-28,31.1974
2020-11-29,31.1974
2020-11-30,30.707
2020-12-01,31.0234
2020-12-02,31.2164
2020-12-03,31.0867
2020-12-04,31.4536
2020-12-05,31.4536
2020-12-06,31.4536
2020-12-07,31.5169
2020-12-08,31.558
2020-12-09,31.7193
2020-12-10,31.5422
2020-12-11,31.6118
2020-12-12,31.6118
2020-12-13,31.6118
2020-12-14,31.5295
2020-12-15,32.178
2020-12-16,32.0515
2020-12-17,32.3299
2020-12-18,32.0072
2020-12-19,32.0072
2020-12-20,32.0072
2020-12-21,31.21
2020-12-22,31.7004
2020-12-23,31.8237
2020-12-24,32.0768
2020-12-25,32.0768
2020-12-26,32.0768
2020-12-27,32.0768
2020-12-28,32.3995
2020-12-29,32.3299
2020-12-30,32.3394
2020-12-31,36.4475
2021-01-01,36.4475
2021-01-02,36.4475
2021-01-03,36.4475
2021-01-04,36.3063
2021-01-05,36.103
2021-01-06,37.2328
2021-01-07,37.2535
2021-01-08,37.2982
2021-01-09,37.2982
2021-01-10,37.2982
2021-01-11,37.3981
2021-01-12,37.9389
2021-01-13,38.1421
2021-01-14,38.8792
2021-01-15,39.1272
2021-01-16,39.1272
2021-01-17,39.1272
2021-01-18,39.1272
2021-01-19,38.8241
2021-01-20,38.8792
2021-01-21,37.6702
2021-01-22,37.746
2021-01-23,37.746
2021-01-24,37.746
2021-01-25,36.9469
2021-01-26,36.289
2021-01-27,35.8964
2021-01-28,36.6197
2021-01-29,36.7575
2021-01-30,36.7575
2021-01-31,36.7575
2021-02-01,37.1467
2021-02-02,37.1467
2021-02-03,36.909
2021-02-04,37.095
2021-02-05,37.8769
2021-02-06,37.8769
2021-02-07,37.8769
2021-02-08,38.1145
2021-02-09,37.715
2021-02-10,38.1869
2021-02-11,38.2248
2021-02-12,37.5841
2021-02-13,37.5841
2021-02-14,37.5841
2021-02-15,37.5841
2021-02-16,37.5772
2021-02-17,37.5556
2021-02-18,37.155
2021-02-19,37.4174
2021-02-20,37.4174
2021-02-21,37.4174
2021-02-22,37.1135
2021-02-23,37.0306
2021-02-24,36.9546
2021-02-25,36.6611
2021-02-26,36.5713
2021-02-27,36.5713
2021-02-28,36.5713
2021-03-01,36.7681
2021-03-02,36.2777
2021-03-03,36.744
2021-03-04,36.8821
2021-03-05,37.0859
2021-03-06,37.0859
2021-03-07,37.0859
2021-03-08,37.6696
2021-03-09,37.787
2021-03-10,38.343
2021-03-11,38.4674
2021-03-12,39.2997
2021-03-13,39.2997
2021-03-14,39.2997
2021-03-15,39.9248
2021-03-16,39.7971
2021-03-17,39.0994
2021-03-18,38.7195
2021-03-19,38.7402
2021-03-20,38.7402
2021-03-21,38.7402
2021-03-22,38.4605
2021-03-23,38.122
2021-03-24,38.3465
2021-03-25,38.5181
2021-03-26,38.4973
2021-03-27,38.4973
2021-03-28,38.4973
2021-03-29,38.5872
2021-03-30,38.3763
2021-03-31,44.0392
2021-04-01,44.11
2021-04-02,44.11
2021-04-03,44.11
2021-04-04,44.11
2021-04-05,45.4156
2021-04-06,44.7746
2021-04-07,44.6173
2021-04-08,44.7707
2021-04-09,44.9162
2021-04-10,44.9162
2021-04-11,44.9162
2021-04-12,45.1207
2021-04-13,44.983
2021-04-14,45.2072
2021-04-15,45.1482
2021-04-16,45.3881
2021-04-17,45.3881
2021-04-18,45.3881
2021-04-19,45.4982
2021-04-20,45.278
2021-04-21,45.5257
2021-04-22,45.451
2021-04-23,45.5532
2021-04-24,45.5532
2021-04-25,45.5532
2021-04-26,45.2858
2021-04-27,44.8297
2021-04-28,44.6842
2021-04-29,44.9004
2021-04-30,45.2858
2021-05-01,45.2858
2021-05-02,45.2858
2021-05-03,45.4156
2021-05-04,45.5139
2021-05-05,45.0617
2021-05-06,45.328
2021-05-07,45.7017
2021-05-08,45.7017
2021-05-09,45.7017
2021-05-10,45.6309
2021-05-11,45.3988
2021-05-12,44.6988
2021-05-13,45.1707
2021-05-14,45.3084
2021-05-15,45.3084
2021-05-16,45.3084
2021-05-17,45.0252
2021-05-18,44.8836
2021-05-19,44.8994
2021-05-20,45.0881
2021-05-21,45.2061
2021-05-22,45.2061
2021-05-23,45.2061
2021-05-24,45.2179
2021-05-25,44.6359
2021-05-26,44.8797
2021-05-27,44.6123
2021-05-28,44.7106
2021-05-29,44.7106
2021-05-30,44.7106
2021-05-31,44.7106
2021-06-01,44.6555
2021-06-02,44.6359
2021-06-03,44.919
2021-06-04,44.9033
2021-06-05,44.9033
2021-06-06,44.9033
2021-06-07,44.8915
2021-06-08,44.8443
2021-06-09,45.0999
2021-06-10,45.2022
2021-06-11,45.3477
2021-06-12,45.3477
2021-06-13,45.3477
2021-06-14,45.2415
2021-06-15,45.3556
2021-06-16,45.0567
2021-06-17,44.8994
2021-06-18,43.7864
2021-06-19,43.7864
2021-06-20,43.7864
2021-06-21,44.5218
2021-06-22,44.4313
2021-06-23,44.2386
2021-06-24,44.5769
2021-06-25,45.1707
2021-06-26,45.1707
2021-06-27,45.1707
2021-06-28,45.3123
2021-06-29,44.8994
2021-06-30,41.5329
2021-07-01,41.7689
2021-07-02,41.4801
2021-07-03,41.4801
2021-07-04,41.4801
2021-07-05,41.4801
2021-07-06,41.1174
2021-07-07,41.2089
2021-07-08,40.9695
2021-07-09,41.2935
2021-07-10,41.2935
2021-07-11,41.2935
2021-07-12,41.297
2021-07-13,41.1949
2021-07-14,41.5822
2021-07-15,41.8358
2021-07-16,41.8534
2021-07-17,41.8534
2021-07-18,41.8534
2021-07-19,41.0857
2021-07-20,41.6527
2021-07-21,41.4378
2021-07-22,41.0434
2021-07-23,41.3956
2021-07-24,41.3956
2021-07-25,41.3956
2021-07-26,41.6808
2021-07-27,41.8534
2021-07-28,41.9766
2021-07-29,42.0259
2021-07-30,41.6527
2021-07-31,41.6527
2021-08-01,41.6527
2021-08-02,41.8146
2021-08-03,42.1034
2021-08-04,42.0676
2021-08-05,42.3921
2021-08-06,42.4767
2021-08-07,42.4767
2021-08-08,42.4767
2021-08-09,42.2545
2021-08-10,42.2228
2021-08-11,42.2757
2021-08-12,42.1346
2021-08-13,41.9653
2021-08-14,41.9653
2021-08-15,41.9653
2021-08-16,41.9124
2021-08-17,41.8877
2021-08-18,41.5739
2021-08-19,41.2917
2021-08-20,41.8525
2021-08-21,41.8525
2021-08-22,41.8525
2021-08-23,41.4539
2021-08-24,40.9355
2021-08-25,40.9849
2021-08-26,40.6745
2021-08-27,40.8685
2021-08-28,40.8685
2021-08-29,40.8685
2021-08-30,40.7062
2021-08-31,40.6675
2021-09-01,40.9708
2021-09-02,40.865
2021-09-03,40.6745
2021-09-04,40.6745
2021-09-05,40.6745
2021-09-06,40.6745
2021-09-07,40.0608
2021-09-08,40.4876
2021-09-09,40.3148
2021-09-10,39.4577
2021-09-11,39.4577
2021-09-12,39.4577
2021-09-13,39.4154
2021-09-14,38.9005
2021-09-15,38.7947
2021-09-16,38.5901
2021-09-17,38.3433
2021-09-18,38.3433
2021-09-19,38.3433
2021-09-20,38.1422
2021-09-21,38.0223
2021-09-22,38.0399
2021-09-23,37.8495
2021-09-24,37.853
2021-09-25,37.853
2021-09-26,37.853
2021-09-27,37.9729
2021-09-28,37.7366
2021-09-29,38.1986
2021-09-30,40.748
2021-10-01,40.7746
2021-10-02,40.7746
2021-10-03,40.7746
2021-10-04,40.9871
2021-10-05,40.8315
2021-10-06,40.9074
2021-10-07,40.767
2021-10-08,40.877
2021-10-09,40.877
2021-10-10,40.877
2021-10-11,40.6493
2021-10-12,41.1731
2021-10-13,41.4502
2021-10-14,41.974
2021-10-15,42.3536
2021-10-16,42.3536
2021-10-17,42.3536
2021-10-18,41.7425
2021-10-19,41.4198
2021-10-20,41.7501
2021-10-21,41.4578
2021-10-22,41.5603
2021-10-23,41.5603
2021-10-24,41.5603
2021-10-25,41.6666
2021-10-26,41.788
2021-10-27,41.3325
2021-10-28,41.4958
2021-10-29,41.5147
2021-10-30,41.5147
2021-10-31,41.5147
2021-11-01,42.141
2021-11-02,42.0689
2021-11-03,42.2246
2021-11-04,42.6205
2021-11-05,43.0405
2021-11-06,43.0405
2021-11-07,43.0405
2021-11-08,42.548
2021-11-09,42.6472
2021-11-10,43.1168
2021-11-11,42.8572
2021-11-12,42.5938
2021-11-13,42.5938
2021-11-14,42.5938
2021-11-15,42.7847
2021-11-16,42.4563
2021-11-17,42.3189
2021-11-18,42.0898
2021-11-19,42.0555
2021-11-20,42.0555
2021-11-21,42.0555
2021-11-22,42.2845
2021-11-23,42.4334
2021-11-24,42.2044
2021-11-25,42.2044
2021-11-26,41.1048
2021-11-27,41.1048
2021-11-28,41.1048
2021-11-29,41.1926
2021-11-30,40.5398
2021-12-01,40.6123
2021-12-02,41.4217
2021-12-03,41.5248
2021-12-04,41.5248
2021-12-05,41.5248
2021-12-06,42.1165
2021-12-07,42.1395
2021-12-08,42.1585
2021-12-09,41.9218
2021-12-10,42.1853
2021-12-11,42.1853
2021-12-12,42.1853
2021-12-13,42.128
2021-12-14,42.1242
2021-12-15,42.7618
2021-12-16,42.861
2021-12-17,42.5709
2021-12-18,42.5709
2021-12-19,42.5709
2021-12-20,42.4602
2021-12-21,42.6892
2021-12-22,42.7732
2021-12-23,42.8267
2021-12-24,42.8267
2021-12-25,42.8267
2021-12-26,42.8267
2021-12-27,42.9488
2021-12-28,43.2199
2021-12-29,43.4299
2021-12-30,43.4299
2021-12-31,39.4586
2022-01-01,39.4586
2022-01-02,39.4586
2022-01-03,39.4829
2022-01-04,39.3265
2022-01-05,39.6323
2022-01-06,39.9416
2022-01-07,39.9416
2022-01-08,39.9416
2022-01-09,39.9416
2022-01-10,39.82
2022-01-11,39.4586
2022-01-12,39.2119
2022-01-13,39.3682
2022-01-14,39.2848
2022-01-15,39.2848
2022-01-16,39.2848
2022-01-17,39.2848
2022-01-18,38.5204
2022-01-19,38.6941
2022-01-20,38.6177
2022-01-21,38.5447
2022-01-22,38.5447
2022-01-23,38.5447
2022-01-24,38.6351
2022-01-25,38.1729
2022-01-26,38.2077
2022-01-27,38.1729
2022-01-28,38.5343
2022-01-29,38.5343
2022-01-30,38.5343
2022-01-31,38.583
2022-02-01,38.4301
2022-02-02,38.7115
2022-02-03,38.708
2022-02-04,38.3953
2022-02-05,38.3953
2022-02-06,38.3953
2022-02-07,38.5135
2022-02-08,38.5621
2022-02-09,38.5517
2022-02-10,38.0374
2022-02-11,37.9784
2022-02-12,37.9784
2022-02-13,37.9784
2022-02-14,37.7699
2022-02-15,37.5788
2022-02-16,37.3987
2022-02-17,37.7506
2022-02-18,37.9758
2022-02-19,37.9758
2022-02-20,37.9758
2022-02-21,37.9758
2022-02-22,37.9054
2022-02-23,37.5852
2022-02-24,37.8034
2022-02-25,38.4262
2022-02-26,38.4262
2022-02-27,38.4262
2022-02-28,38.5529
2022-03-01,38.194
2022-03-02,38.4227
2022-03-03,38.9541
2022-03-04,39.2462
2022-03-05,39.2462
2022-03-06,39.2462
2022-03-07,39.3482
2022-03-08,39.2286
2022-03-09,39.1195
2022-03-10,39.2954
2022-03-11,39.5136
2022-03-12,39.5136
2022-03-13,39.5136
2022-03-14,39.3975
2022-03-15,39.7916
2022-03-16,39.6896
2022-03-17,39.7248
2022-03-18,39.2954
2022-03-19,39.2954
2022-03-20,39.2954
2022-03-21,39.7353
2022-03-22,39.2919
2022-03-23,39.1864
2022-03-24,39.3183
2022-03-25,39.7023
2022-03-26,39.7023
2022-03-27,39.7023
2022-03-28,39.7023
2022-03-29,40.1814
2022-03-30,40.2695
2022-03-31,37.9058
2022-04-01,36.8704
2022-04-02,36.8704
2022-04-03,36.8704
2022-04-04,38.1932
2022-04-05,38.417
2022-04-06,38.7918
2022-04-07,38.8444
2022-04-08,38.7078
2022-04-09,38.7078
2022-04-10,38.7078
2022-04-11,38.3785
2022-04-12,38.2454
2022-04-13,38.0948
2022-04-14,38.1824
2022-04-15,38.1824
2022-04-16,38.1824
2022-04-17,38.1824
2022-04-18,38.1824
2022-04-19,38.312
2022-04-20,38.5536
2022-04-21,38.2279
2022-04-22,38.1298
2022-04-23,38.1298
2022-04-24,38.1298
2022-04-25,37.762
2022-04-26,37.5624
2022-04-27,37.2051
2022-04-28,37.3557
2022-04-29,36.7463
2022-04-30,36.7463
2022-05-01,36.7463
2022-05-02,36.5886
2022-05-03,36.9039
2022-05-04,37.4818
2022-05-05,36.9109
2022-05-06,37.0195
2022-05-07,37.0195
2022-05-08,37.0195
2022-05-09,37.114
2022-05-10,36.7147
2022-05-11,36.459
2022-05-12,36.5326
2022-05-13,37.114
2022-05-14,37.114
2022-05-15,37.114
2022-05-16,37.3067
2022-05-17,37.6429
2022-05-18,37.713
2022-05-19,37.4888
2022-05-20,37.3662
2022-05-21,37.3662
2022-05-22,37.3662
2022-05-23,37.2401
2022-05-24,37.5133
2022-05-25,37.4888
2022-05-26,37.5729
2022-05-27,37.6675
2022-05-28,37.6675
2022-05-29,37.6675
2022-05-30,37.6675
2022-05-31,37.685
2022-06-01,37.7901
2022-06-02,37.7235
2022-06-03,37.7235
2022-06-04,37.7235
2022-06-05,37.7235
2022-06-06,38.1508
2022-06-07,38.1438
2022-06-08,37.4713
2022-06-09,37.3872
2022-06-10,37.3382
2022-06-11,37.3382
2022-06-12,37.3382
2022-06-13,36.41
2022-06-14,36.0387
2022-06-15,36.2629
2022-06-16,35.8566
2022-06-17,36.0247
2022-06-18,36.0247
2022-06-19,36.0247
2022-06-20,36.0247
2022-06-21,35.9827
2022-06-22,36.1053
2022-06-23,36.0667
2022-06-24,36.1893
2022-06-25,36.1893
2022-06-26,36.1893
2022-06-27,36.6412
2022-06-28,36.7988
2022-06-29,36.4765
2022-06-30,40.1809
2022-07-01,40.8115
2022-07-02,40.8115
2022-07-03,40.8115
2022-07-04,40.8115
2022-07-05,39.754
2022-07-06,40.1424
2022-07-07,39.9924
2022-07-08,39.9078
2022-07-09,39.9078
2022-07-10,39.9078
2022-07-11,40.1462
2022-07-12,40.0886
2022-07-13,40.0117
2022-07-14,39.9078
2022-07-15,40.2078
2022-07-16,40.2078
2022-07-17,40.2078
2022-07-18,39.904
2022-07-19,40.1039
2022-07-20,39.8924
2022-07-21,39.9271
2022-07-22,40.0424
2022-07-23,40.0424
2022-07-24,40.0424
2022-07-25,40.2385
2022-07-26,40.4885
2022-07-27,40.4885
2022-07-28,41.2037
2022-07-29,41.446
2022-07-30,41.446
2022-07-31,41.446
2022-08-01,41.4152
2022-08-02,41.4844
2022-08-03,41.8505
2022-08-04,41.5809
2022-08-05,41.1381
2022-08-06,41.1381
2022-08-07,41.1381
2022-08-08,41.1881
2022-08-09,41.5193
2022-08-10,41.6657
2022-08-11,41.5232
2022-08-12,41.9583
2022-08-13,41.9583
2022-08-14,41.9583
2022-08-15,41.8582
2022-08-16,42.0508
2022-08-17,41.9506
2022-08-18,41.9891
2022-08-19,41.966
2022-08-20,41.966
2022-08-21,41.966
2022-08-22,41.3422
2022-08-23,41.011
2022-08-24,40.9263
2022-08-25,41.0765
2022-08-26,40.6952
2022-08-27,40.6952
2022-08-28,40.6952
2022-08-29,40.6837
2022-08-30,40.3178
2022-08-31,40.3679
2022-09-01,40.6721
2022-09-02,40.7068
2022-09-03,40.7068
2022-09-04,40.7068
2022-09-05,40.7068
2022-09-06,40.3987
2022-09-07,40.7337
2022-09-08,40.7607
2022-09-09,41.0688
2022-09-10,41.0688
2022-09-11,41.0688
2022-09-12,41.088
2022-09-13,40.3525
2022-09-14,40.3525
2022-09-15,40.0598
2022-09-16,39.9635
2022-09-17,39.9635
2022-09-18,39.9635
2022-09-19,40.287
2022-09-20,40.0174
2022-09-21,39.5399
2022-09-22,39.4013
2022-09-23,39.2241
2022-09-24,39.2241
2022-09-25,39.2241
2022-09-26,38.5849
2022-09-27,37.9841
2022-09-28,38.1728
2022-09-29,37.2986
2022-09-30,36.2854
2022-10-01,36.2854
2022-10-02,36.2854
2022-10-03,36.858
2022-10-04,37.26
2022-10-05,36.8239
2022-10-06,36.1603
2022-10-07,35.6635
2022-10-08,35.6635
2022-10-09,35.6635
2022-10-10,35.5763
2022-10-11,36.001
2022-10-12,35.6028
2022-10-13,36.0996
2022-10-14,35.8645
2022-10-15,35.8645
2022-10-16,35.8645
2022-10-17,36.6912
2022-10-18,37.0438
2022-10-19,36.8466
2022-10-20,36.5205
2022-10-21,37.1538
2022-10-22,37.1538
2022-10-23,37.1538
2022-10-24,37.3055
2022-10-25,37.5065
2022-10-26,37.7112
2022-10-27,38.0601
2022-10-28,38.9627
2022-10-29,38.9627
2022-10-30,38.9627
2022-10-31,38.6441
2022-11-01,38.5986
2022-11-02,38.1208
2022-11-03,37.8516
2022-11-04,38.2687
2022-11-05,38.2687
2022-11-06,38.2687
2022-11-07,37.916
2022-11-08,38.0032
2022-11-09,39.0424
2022-11-10,40.516
2022-11-11,40.3565
2022-11-12,40.3565
2022-11-13,40.3565
2022-11-14,40.9984
2022-11-15,41.4276
2022-11-16,41.6251
2022-11-17,41.6403
2022-11-18,41.9935
2022-11-19,41.9935
2022-11-20,41.9935
2022-11-21,42.2594
2022-11-22,42.4303
2022-11-23,42.3239
2022-11-24,42.3239
2022-11-25,42.7265
2022-11-26,42.7265
2022-11-27,42.7265
2022-11-28,42.5025
2022-11-29,42.4873
2022-11-30,42.4493
2022-12-01,42.3695
2022-12-02,42.3353
2022-12-03,42.3353
2022-12-04,42.3353
2022-12-05,42.3012
2022-12-06,41.9897
2022-12-07,41.8948
2022-12-08,41.8796
2022-12-09,41.9935
2022-12-10,41.9935
2022-12-11,41.9935
2022-12-12,42.134
2022-12-13,42.1834
2022-12-14,41.9973
2022-12-15,41.5757
2022-12-16,41.5187
2022-12-17,41.5187
2022-12-18,41.5187
2022-12-19,41.5947
2022-12-20,41.6593
2022-12-21,41.9593
2022-12-22,41.8492
2022-12-23,41.8606
2022-12-24,41.8606
2022-12-25,41.8606
2022-12-26,41.8606
2022-12-27,42.21
2022-12-28,41.834
2022-12-29,42.134
2022-12-30,46.5038
2022-12-31,46.5038
2023-01-01,46.5038
2023-01-02,46.5038
2023-01-03,46.7679
2023-01-04,46.9212
2023-01-05,46.3888
2023-01-06,46.9
2023-01-07,46.9
2023-01-08,46.9
2023-01-09,46.8574
2023-01-10,46.9042
2023-01-11,47.1683
2023-01-12,47.1385
2023-01-13,46.8957
2023-01-14,46.8957
2023-01-15,46.8957
2023-01-16,46.8957
2023-01-17,46.8403
2023-01-18,46.129
2023-01-19,46.0864
2023-01-20,46.3675
2023-01-21,46.3675
2023-01-22,46.3675
2023-01-23,45.9203
2023-01-24,45.5582
2023-01-25,45.2558
2023-01-26,45.0812
2023-01-27,45.013
2023-01-28,45.013
2023-01-29,45.013
2023-01-30,44.7319
2023-01-31,45.3751
2023-02-01,45.6093
2023-02-02,46.0012
2023-02-03,45.7116
2023-02-04,45.7116
2023-02-05,45.7116
2023-02-06,45.6477
2023-02-07,45.5497
2023-02-08,44.996
2023-02-09,44.5189
2023-02-10,44.7319
2023-02-11,44.7319
2023-02-12,44.7319
2023-02-13,44.8043
2023-02-14,44.1185
2023-02-15,44.0078
2023-02-16,44.6022
2023-02-17,45.3658
2023-02-18,45.3658
2023-02-19,45.3658
2023-02-20,45.3658
2023-02-21,45.3914
2023-02-22,45.4469
2023-02-23,45.2122
2023-02-24,45.2165
2023-02-25,45.2165
2023-02-26,45.2165
2023-02-27,45.2378
2023-02-28,45.1312
2023-03-01,45.144
2023-03-02,45.3103
2023-03-03,45.5834
2023-03-04,45.5834
2023-03-05,45.5834
2023-03-06,45.3957
2023-03-07,44.8965
2023-03-08,45.2848
2023-03-09,45.097
2023-03-10,44.7557
2023-03-11,44.7557
2023-03-12,44.7557
2023-03-13,45.1141
2023-03-14,45.8948
2023-03-15,46.0185
2023-03-16,46.266
2023-03-17,46.2532
2023-03-18,46.2532
