,DK US Equity
2020-08-07,5.3069
2020-08-08,5.3069
2020-08-09,5.3069
2020-08-10,5.3069
2020-08-11,5.3069
2020-08-12,5.3069
2020-08-13,5.3069
2020-08-14,5.3069
2020-08-15,5.3069
2020-08-16,5.3069
2020-08-17,5.3069
2020-08-18,5.3069
2020-08-19,5.3069
2020-08-20,5.3069
2020-08-21,5.3069
2020-08-22,5.3069
2020-08-23,5.3069
2020-08-24,5.3069
2020-08-25,5.3069
2020-08-26,5.3069
2020-08-27,5.3069
2020-08-28,5.3069
2020-08-29,5.3069
2020-08-30,5.3069
2020-08-31,5.3069
2020-09-01,5.3069
2020-09-02,5.3069
2020-09-03,5.3069
2020-09-04,5.3069
2020-09-05,5.3069
2020-09-06,5.3069
2020-09-07,5.3069
2020-09-08,5.3069
2020-09-09,5.3069
2020-09-10,5.3069
2020-09-11,5.3069
2020-09-12,5.3069
2020-09-13,5.3069
2020-09-14,5.3069
2020-09-15,5.3069
2020-09-16,5.3069
2020-09-17,5.3069
2020-09-18,5.3069
2020-09-19,5.3069
2020-09-20,5.3069
2020-09-21,5.3069
2020-09-22,5.3069
2020-09-23,5.3069
2020-09-24,5.3069
2020-09-25,5.3069
2020-09-26,5.3069
2020-09-27,5.3069
2020-09-28,5.3069
2020-09-29,5.3069
2020-09-30,5.3069
2020-10-01,5.3069
2020-10-02,5.3069
2020-10-03,5.3069
2020-10-04,5.3069
2020-10-05,5.3069
2020-10-06,5.3069
2020-10-07,5.3069
2020-10-08,5.3069
2020-10-09,5.3069
2020-10-10,5.3069
2020-10-11,5.3069
2020-10-12,5.3069
2020-10-13,5.3069
2020-10-14,5.3069
2020-10-15,5.3069
2020-10-16,5.3069
2020-10-17,5.3069
2020-10-18,5.3069
2020-10-19,5.3069
2020-10-20,5.3069
2020-10-21,5.3069
2020-10-22,5.3069
2020-10-23,5.3069
2020-10-24,5.3069
2020-10-25,5.3069
2020-10-26,5.3069
2020-10-27,5.3069
2020-10-28,5.3069
2020-10-29,5.3069
2020-10-30,5.3069
2020-10-31,5.3069
2020-11-01,5.3069
2020-11-02,5.3069
2020-11-03,5.3069
2020-11-04,5.3069
2020-11-05,5.3069
2020-11-06,5.3069
2020-11-07,5.3069
2020-11-08,5.3069
2020-11-09,5.3069
2020-11-10,5.3069
2020-11-11,5.3069
2020-11-12,5.3069
2020-11-13,5.3069
2020-11-14,5.3069
2020-11-15,5.3069
2020-11-16,5.3069
2020-11-17,5.3069
2020-11-18,5.3069
2020-11-19,5.3069
2020-11-20,5.3069
2020-11-21,5.3069
2020-11-22,5.3069
2020-11-23,5.3069
2020-11-24,5.3069
2020-11-25,5.3069
2020-11-26,5.3069
2020-11-27,5.3069
2020-11-28,5.3069
2020-11-29,5.3069
2020-11-30,5.3069
2020-12-01,5.3069
2020-12-02,5.3069
2020-12-03,5.3069
2020-12-04,5.3069
2020-12-05,5.3069
2020-12-06,5.3069
2020-12-07,5.3069
2020-12-08,5.3069
2020-12-09,5.3069
2020-12-10,5.3069
2020-12-11,5.3069
2020-12-12,5.3069
2020-12-13,5.3069
2020-12-14,5.3069
2020-12-15,5.3069
2020-12-16,5.3069
2020-12-17,5.3069
2020-12-18,5.3069
2020-12-19,5.3069
2020-12-20,5.3069
2020-12-21,5.3069
2020-12-22,5.3069
2020-12-23,5.3069
2020-12-24,5.3069
2020-12-25,5.3069
2020-12-26,5.3069
2020-12-27,5.3069
2020-12-28,5.3069
2020-12-29,5.3069
2020-12-30,5.3069
2020-12-31,5.3069
2021-01-01,5.3069
2021-01-02,5.3069
2021-01-03,5.3069
2021-01-04,5.3069
2021-01-05,5.3069
2021-01-06,5.3069
2021-01-07,5.3069
2021-01-08,5.3069
2021-01-09,5.3069
2021-01-10,5.3069
2021-01-11,5.3069
2021-01-12,5.3069
2021-01-13,5.3069
2021-01-14,5.3069
2021-01-15,5.3069
2021-01-16,5.3069
2021-01-17,5.3069
2021-01-18,5.3069
2021-01-19,5.3069
2021-01-20,5.3069
2021-01-21,5.3069
2021-01-22,5.3069
2021-01-23,5.3069
2021-01-24,5.3069
2021-01-25,5.3069
2021-01-26,5.3069
2021-01-27,5.3069
2021-01-28,5.3069
2021-01-29,5.3069
2021-01-30,5.3069
2021-01-31,5.3069
2021-02-01,5.3069
2021-02-02,5.3069
2021-02-03,5.3069
2021-02-04,5.3069
2021-02-05,5.3069
2021-02-06,5.3069
2021-02-07,5.3069
2021-02-08,5.3069
2021-02-09,5.3069
2021-02-10,5.3069
2021-02-11,5.3069
2021-02-12,5.3069
2021-02-13,5.3069
2021-02-14,5.3069
2021-02-15,5.3069
2021-02-16,5.3069
2021-02-17,5.3069
2021-02-18,5.3069
2021-02-19,5.3069
2021-02-20,5.3069
2021-02-21,5.3069
2021-02-22,5.3069
2021-02-23,5.3069
2021-02-24,5.3069
2021-02-25,5.3069
2021-02-26,5.3069
2021-02-27,5.3069
2021-02-28,5.3069
2021-03-01,5.3069
2021-03-02,5.3069
2021-03-03,5.3069
2021-03-04,5.3069
2021-03-05,5.3069
2021-03-06,5.3069
2021-03-07,5.3069
2021-03-08,5.3069
2021-03-09,5.3069
2021-03-10,5.3069
2021-03-11,5.3069
2021-03-12,5.3069
2021-03-13,5.3069
2021-03-14,5.3069
2021-03-15,5.3069
2021-03-16,5.3069
2021-03-17,5.3069
2021-03-18,5.3069
2021-03-19,5.3069
2021-03-20,5.3069
2021-03-21,5.3069
2021-03-22,5.3069
2021-03-23,5.3069
2021-03-24,5.3069
2021-03-25,5.3069
2021-03-26,5.3069
2021-03-27,5.3069
2021-03-28,5.3069
2021-03-29,5.3069
2021-03-30,5.3069
2021-03-31,5.3069
2021-04-01,5.3069
2021-04-02,5.3069
2021-04-03,5.3069
2021-04-04,5.3069
2021-04-05,5.3069
2021-04-06,5.3069
2021-04-07,5.3069
2021-04-08,5.3069
2021-04-09,5.3069
2021-04-10,5.3069
2021-04-11,5.3069
2021-04-12,5.3069
2021-04-13,5.3069
2021-04-14,5.3069
2021-04-15,5.3069
2021-04-16,5.3069
2021-04-17,5.3069
2021-04-18,5.3069
2021-04-19,5.3069
2021-04-20,5.3069
2021-04-21,5.3069
2021-04-22,5.3069
2021-04-23,5.3069
2021-04-24,5.3069
2021-04-25,5.3069
2021-04-26,5.3069
2021-04-27,5.3069
2021-04-28,5.3069
2021-04-29,5.3069
2021-04-30,5.3069
2021-05-01,5.3069
2021-05-02,5.3069
2021-05-03,5.3069
2021-05-04,5.3069
2021-05-05,5.3069
2021-05-06,5.3069
2021-05-07,5.3069
2021-05-08,5.3069
2021-05-09,5.3069
2021-05-10,5.3069
2021-05-11,5.3069
2021-05-12,5.3069
2021-05-13,5.3069
2021-05-14,5.3069
2021-05-15,5.3069
2021-05-16,5.3069
2021-05-17,5.3069
2021-05-18,5.3069
2021-05-19,5.3069
2021-05-20,5.3069
2021-05-21,5.3069
2021-05-22,5.3069
2021-05-23,5.3069
2021-05-24,5.3069
2021-05-25,5.3069
2021-05-26,5.3069
2021-05-27,5.3069
2021-05-28,5.3069
2021-05-29,5.3069
2021-05-30,5.3069
2021-05-31,5.3069
2021-06-01,5.3069
2021-06-02,5.3069
2021-06-03,5.3069
2021-06-04,5.3069
2021-06-05,5.3069
2021-06-06,5.3069
2021-06-07,5.3069
2021-06-08,5.3069
2021-06-09,5.3069
2021-06-10,5.3069
2021-06-11,5.3069
2021-06-12,5.3069
2021-06-13,5.3069
2021-06-14,5.3069
2021-06-15,5.3069
2021-06-16,5.3069
2021-06-17,5.3069
2021-06-18,5.3069
2021-06-19,5.3069
2021-06-20,5.3069
2021-06-21,5.3069
2021-06-22,5.3069
2021-06-23,5.3069
2021-06-24,5.3069
2021-06-25,5.3069
2021-06-26,5.3069
2021-06-27,5.3069
2021-06-28,5.3069
2021-06-29,5.3069
2021-06-30,5.3069
2021-07-01,5.3069
2021-07-02,5.3069
2021-07-03,5.3069
2021-07-04,5.3069
2021-07-05,5.3069
2021-07-06,5.3069
2021-07-07,5.3069
2021-07-08,5.3069
2021-07-09,5.3069
2021-07-10,5.3069
2021-07-11,5.3069
2021-07-12,5.3069
2021-07-13,5.3069
2021-07-14,5.3069
2021-07-15,5.3069
2021-07-16,5.3069
2021-07-17,5.3069
2021-07-18,5.3069
2021-07-19,5.3069
2021-07-20,5.3069
2021-07-21,5.3069
2021-07-22,5.3069
2021-07-23,5.3069
2021-07-24,5.3069
2021-07-25,5.3069
2021-07-26,5.3069
2021-07-27,5.3069
2021-07-28,5.3069
2021-07-29,5.3069
2021-07-30,5.3069
2021-07-31,5.3069
2021-08-01,5.3069
2021-08-02,5.3069
2021-08-03,5.3069
2021-08-04,5.3069
2021-08-05,5.3069
2021-08-06,5.3069
2021-08-07,5.3069
2021-08-08,5.3069
2021-08-09,5.3069
2021-08-10,5.3069
2021-08-11,5.3069
2021-08-12,5.3069
2021-08-13,5.3069
2021-08-14,5.3069
2021-08-15,5.3069
2021-08-16,5.3069
2021-08-17,5.3069
2021-08-18,5.3069
2021-08-19,5.3069
2021-08-20,5.3069
2021-08-21,5.3069
2021-08-22,5.3069
2021-08-23,5.3069
2021-08-24,5.3069
2021-08-25,5.3069
2021-08-26,5.3069
2021-08-27,5.3069
2021-08-28,5.3069
2021-08-29,5.3069
2021-08-30,5.3069
2021-08-31,5.3069
2021-09-01,5.3069
2021-09-02,5.3069
2021-09-03,5.3069
2021-09-04,5.3069
2021-09-05,5.3069
2021-09-06,5.3069
2021-09-07,5.3069
2021-09-08,5.3069
2021-09-09,5.3069
2021-09-10,5.3069
2021-09-11,5.3069
2021-09-12,5.3069
2021-09-13,5.3069
2021-09-14,5.3069
2021-09-15,5.3069
2021-09-16,5.3069
2021-09-17,5.3069
2021-09-18,5.3069
2021-09-19,5.3069
2021-09-20,5.3069
2021-09-21,5.3069
2021-09-22,5.3069
2021-09-23,5.3069
2021-09-24,5.3069
2021-09-25,5.3069
2021-09-26,5.3069
2021-09-27,5.3069
2021-09-28,5.3069
2021-09-29,5.3069
2021-09-30,5.3069
2021-10-01,5.3069
2021-10-02,5.3069
2021-10-03,5.3069
2021-10-04,5.3069
2021-10-05,5.3069
2021-10-06,5.3069
2021-10-07,5.3069
2021-10-08,5.3069
2021-10-09,5.3069
2021-10-10,5.3069
2021-10-11,5.3069
2021-10-12,5.3069
2021-10-13,5.3069
2021-10-14,5.3069
2021-10-15,5.3069
2021-10-16,5.3069
2021-10-17,5.3069
2021-10-18,5.3069
2021-10-19,5.3069
2021-10-20,5.3069
2021-10-21,5.3069
2021-10-22,5.3069
2021-10-23,5.3069
2021-10-24,5.3069
2021-10-25,5.3069
2021-10-26,5.3069
2021-10-27,5.3069
2021-10-28,5.3069
2021-10-29,5.3069
2021-10-30,5.3069
2021-10-31,5.3069
2021-11-01,5.3069
2021-11-02,5.3069
2021-11-03,5.3069
2021-11-04,5.3069
2021-11-05,5.3069
2021-11-06,5.3069
2021-11-07,5.3069
2021-11-08,5.3069
2021-11-09,5.3069
2021-11-10,5.3069
2021-11-11,5.3069
2021-11-12,5.3069
2021-11-13,5.3069
2021-11-14,5.3069
2021-11-15,5.3069
2021-11-16,5.3069
2021-11-17,5.3069
2021-11-18,5.3069
2021-11-19,5.3069
2021-11-20,5.3069
2021-11-21,5.3069
2021-11-22,5.3069
2021-11-23,5.3069
2021-11-24,5.3069
2021-11-25,5.3069
2021-11-26,5.3069
2021-11-27,5.3069
2021-11-28,5.3069
2021-11-29,5.3069
2021-11-30,5.3069
2021-12-01,5.3069
2021-12-02,5.3069
2021-12-03,5.3069
2021-12-04,5.3069
2021-12-05,5.3069
2021-12-06,5.3069
2021-12-07,5.3069
2021-12-08,5.3069
2021-12-09,5.3069
2021-12-10,5.3069
2021-12-11,5.3069
2021-12-12,5.3069
2021-12-13,5.3069
2021-12-14,5.3069
2021-12-15,5.3069
2021-12-16,5.3069
2021-12-17,5.3069
2021-12-18,5.3069
2021-12-19,5.3069
2021-12-20,5.3069
2021-12-21,5.3069
2021-12-22,5.3069
2021-12-23,5.3069
2021-12-24,5.3069
2021-12-25,5.3069
2021-12-26,5.3069
2021-12-27,5.3069
2021-12-28,5.3069
2021-12-29,5.3069
2021-12-30,5.3069
2021-12-31,5.3069
2022-01-01,5.3069
2022-01-02,5.3069
2022-01-03,5.3069
2022-01-04,5.3069
2022-01-05,5.3069
2022-01-06,5.3069
2022-01-07,5.3069
2022-01-08,5.3069
2022-01-09,5.3069
2022-01-10,5.3069
2022-01-11,5.3069
2022-01-12,5.3069
2022-01-13,5.3069
2022-01-14,5.3069
2022-01-15,5.3069
2022-01-16,5.3069
2022-01-17,5.3069
2022-01-18,5.3069
2022-01-19,5.3069
2022-01-20,5.3069
2022-01-21,5.3069
2022-01-22,5.3069
2022-01-23,5.3069
2022-01-24,5.3069
2022-01-25,5.3069
2022-01-26,5.3069
2022-01-27,5.3069
2022-01-28,5.3069
2022-01-29,5.3069
2022-01-30,5.3069
2022-01-31,5.3069
2022-02-01,5.3069
2022-02-02,5.3069
2022-02-03,5.3069
2022-02-04,5.3069
2022-02-05,5.3069
2022-02-06,5.3069
2022-02-07,5.3069
2022-02-08,5.3069
2022-02-09,5.3069
2022-02-10,5.3069
2022-02-11,5.3069
2022-02-12,5.3069
2022-02-13,5.3069
2022-02-14,5.3069
2022-02-15,5.3069
2022-02-16,5.3069
2022-02-17,5.3069
2022-02-18,5.3069
2022-02-19,5.3069
2022-02-20,5.3069
2022-02-21,5.3069
2022-02-22,5.3069
2022-02-23,5.3069
2022-02-24,5.3069
2022-02-25,5.3069
2022-02-26,5.3069
2022-02-27,5.3069
2022-02-28,5.3069
2022-03-01,5.3069
2022-03-02,5.3069
2022-03-03,5.3069
2022-03-04,5.3069
2022-03-05,5.3069
2022-03-06,5.3069
2022-03-07,5.3069
2022-03-08,5.3069
2022-03-09,5.3069
2022-03-10,5.3069
2022-03-11,5.3069
2022-03-12,5.3069
2022-03-13,5.3069
2022-03-14,5.3069
2022-03-15,5.3069
2022-03-16,5.3069
2022-03-17,5.3069
2022-03-18,5.3069
2022-03-19,5.3069
2022-03-20,5.3069
2022-03-21,5.3069
2022-03-22,5.3069
2022-03-23,5.3069
2022-03-24,5.3069
2022-03-25,5.3069
2022-03-26,5.3069
2022-03-27,5.3069
2022-03-28,5.3069
2022-03-29,5.3069
2022-03-30,5.3069
2022-03-31,44.8205
2022-04-01,45.7881
2022-04-02,45.7881
2022-04-03,45.7881
2022-04-04,51.0559
2022-04-05,51.5045
2022-04-06,51.654
2022-04-07,51.3924
2022-04-08,51.7288
2022-04-09,51.7288
2022-04-10,51.7288
2022-04-11,51.0185
2022-04-12,51.5917
2022-04-13,53.112
2022-04-14,52.9251
2022-04-15,52.9251
2022-04-16,52.9251
2022-04-17,52.9251
2022-04-18,55.0311
2022-04-19,54.6697
2022-04-20,54.3083
2022-04-21,52.8503
2022-04-22,52.0902
2022-04-23,52.0902
2022-04-24,52.0902
2022-04-25,51.3051
2022-04-26,52.5887
2022-04-27,53.3862
2022-04-28,55.0062
2022-04-29,53.8099
2022-04-30,53.8099
2022-05-01,53.8099
2022-05-02,54.433
2022-05-03,55.8287
2022-05-04,59.5546
2022-05-05,51.6517
2022-05-06,51.4022
2022-05-07,51.4022
2022-05-08,51.4022
2022-05-09,48.1481
2022-05-10,48.6173
2022-05-11,49.316
2022-05-12,50.1245
2022-05-13,50.943
2022-05-14,50.943
2022-05-15,50.943
2022-05-16,51.9711
2022-05-17,52.6199
2022-05-18,52.2606
2022-05-19,51.6517
2022-05-20,51.7815
2022-05-21,51.7815
2022-05-22,51.7815
2022-05-23,52.0111
2022-05-24,51.8913
2022-05-25,52.4403
2022-05-26,52.041
2022-05-27,53.1989
2022-05-28,53.1989
2022-05-29,53.1989
2022-05-30,53.1989
2022-05-31,52.7597
2022-06-01,54.1871
2022-06-02,54.0074
2022-06-03,55.345
2022-06-04,55.345
2022-06-05,55.345
2022-06-06,56.3032
2022-06-07,58.0101
2022-06-08,57.5809
2022-06-09,57.8803
2022-06-10,56.982
2022-06-11,56.982
2022-06-12,56.982
2022-06-13,54.5065
2022-06-14,55.3949
2022-06-15,55.1852
2022-06-16,53.5482
2022-06-17,50.8432
2022-06-18,50.8432
2022-06-19,50.8432
2022-06-20,50.8432
2022-06-21,52.1708
2022-06-22,51.7216
2022-06-23,49.0565
2022-06-24,48.6073
2022-06-25,48.6073
2022-06-26,48.6073
2022-06-27,51.4621
2022-06-28,51.8014
2022-06-29,50.3541
2022-06-30,6.0326
2022-07-01,6.127
2022-07-02,6.127
2022-07-03,6.127
2022-07-04,6.127
2022-07-05,5.8863
2022-07-06,5.7724
2022-07-07,5.861
2022-07-08,5.7919
2022-07-09,5.7919
2022-07-10,5.7919
2022-07-11,5.7309
2022-07-12,5.7206
2022-07-13,5.6285
2022-07-14,5.5789
2022-07-15,5.7194
2022-07-16,5.7194
2022-07-17,5.7194
2022-07-18,5.7735
2022-07-19,5.8449
2022-07-20,5.8863
2022-07-21,5.6964
2022-07-22,5.6952
2022-07-23,5.6952
2022-07-24,5.6952
2022-07-25,5.8518
2022-07-26,5.8587
2022-07-27,5.9946
2022-07-28,5.9992
2022-07-29,6.127
2022-07-30,6.127
2022-07-31,6.127
2022-08-01,6.0498
2022-08-02,6.1926
2022-08-03,6.1431
2022-08-04,5.8541
2022-08-05,5.861
2022-08-06,5.861
2022-08-07,5.861
2022-08-08,5.861
2022-08-09,6.0355
2022-08-10,6.0656
2022-08-11,6.2968
2022-08-12,6.3407
2022-08-13,6.3407
2022-08-14,6.3407
2022-08-15,6.1939
2022-08-16,6.2008
2022-08-17,6.3211
2022-08-18,6.4355
2022-08-19,6.3858
2022-08-20,6.3858
2022-08-21,6.3858
2022-08-22,6.4043
2022-08-23,6.4991
2022-08-24,6.4679
2022-08-25,6.5407
2022-08-26,6.4887
2022-08-27,6.4887
2022-08-28,6.4887
2022-08-29,6.5661
2022-08-30,6.3349
2022-08-31,6.3234
2022-09-01,6.1153
2022-09-02,6.2737
2022-09-03,6.2737
2022-09-04,6.2737
2022-09-05,6.2737
2022-09-06,6.3973
2022-09-07,6.395
2022-09-08,6.3731
2022-09-09,6.4736
2022-09-10,6.4736
2022-09-11,6.4736
2022-09-12,6.432
2022-09-13,6.3372
2022-09-14,6.2806
2022-09-15,6.1442
2022-09-16,6.0494
2022-09-17,6.0494
2022-09-18,6.0494
2022-09-19,6.0898
2022-09-20,6.1916
2022-09-21,6.1014
2022-09-22,6.2205
2022-09-23,5.9037
2022-09-24,5.9037
2022-09-25,5.9037
2022-09-26,5.8494
2022-09-27,6.0529
2022-09-28,6.2852
2022-09-29,6.1742
2022-09-30,6.0454
2022-10-01,6.0454
2022-10-02,6.0454
2022-10-03,6.2123
2022-10-04,6.3906
2022-10-05,6.3263
2022-10-06,6.4256
2022-10-07,6.3624
2022-10-08,6.3624
2022-10-09,6.3624
2022-10-10,6.2868
2022-10-11,6.1604
2022-10-12,6.1469
2022-10-13,6.1864
2022-10-14,5.9461
2022-10-15,5.9461
2022-10-16,5.9461
2022-10-17,6.0172
2022-10-18,6.0645
2022-10-19,6.2225
2022-10-20,6.1841
2022-10-21,6.2699
2022-10-22,6.2699
2022-10-23,6.2699
2022-10-24,6.2665
2022-10-25,6.218
2022-10-26,6.2778
2022-10-27,6.3218
2022-10-28,6.2992
2022-10-29,6.2992
2022-10-30,6.2992
2022-10-31,6.3297
2022-11-01,6.4244
2022-11-02,6.3082
2022-11-03,6.4538
2022-11-04,6.509
2022-11-05,6.509
2022-11-06,6.509
2022-11-07,6.7026
2022-11-08,6.6837
2022-11-09,6.5564
2022-11-10,6.6306
2022-11-11,6.7092
2022-11-12,6.7092
2022-11-13,6.7092
2022-11-14,6.6472
2022-11-15,6.7346
2022-11-16,6.7833
2022-11-17,6.842
2022-11-18,6.7512
2022-11-19,6.7512
2022-11-20,6.7512
2022-11-21,6.7402
2022-11-22,6.832
2022-11-23,6.728
2022-11-24,6.728
2022-11-25,6.7224
2022-11-26,6.7224
2022-11-27,6.7224
2022-11-28,6.5708
2022-11-29,6.4922
2022-11-30,6.4125
2022-12-01,6.2808
2022-12-02,6.1856
2022-12-03,6.1856
2022-12-04,6.1856
2022-12-05,6.0041
2022-12-06,5.9631
2022-12-07,5.92
2022-12-08,5.8635
2022-12-09,5.8558
2022-12-10,5.8558
2022-12-11,5.8558
2022-12-12,5.9875
2022-12-13,5.962
2022-12-14,5.8613
2022-12-15,5.9045
2022-12-16,5.8923
2022-12-17,5.8923
2022-12-18,5.8923
2022-12-19,5.8513
2022-12-20,5.8989
2022-12-21,5.9233
2022-12-22,5.8624
2022-12-23,6.0406
2022-12-24,6.0406
2022-12-25,6.0406
2022-12-26,6.0406
2022-12-27,6.0362
2022-12-28,5.9045
2022-12-29,5.9864
2022-12-30,8.9724
2022-12-31,8.9724
2023-01-01,8.9724
2023-01-02,8.9724
2023-01-03,8.7987
2023-01-04,8.7788
2023-01-05,8.6734
2023-01-06,8.5951
2023-01-07,8.5951
2023-01-08,8.5951
2023-01-09,8.6022
2023-01-10,8.5937
2023-01-11,8.6179
2023-01-12,8.6862
2023-01-13,8.6962
2023-01-14,8.6962
2023-01-15,8.6962
2023-01-16,8.6962
2023-01-17,8.8457
2023-01-18,8.8058
2023-01-19,8.934
2023-01-20,8.8784
2023-01-21,8.8784
2023-01-22,8.8784
2023-01-23,8.9653
2023-01-24,9.0094
2023-01-25,8.9439
2023-01-26,9.0393
2023-01-27,8.9055
2023-01-28,8.9055
2023-01-29,8.9055
2023-01-30,8.8471
2023-01-31,8.9382
2023-02-01,8.8898
2023-02-02,8.8343
2023-02-03,8.7887
2023-02-04,8.7887
2023-02-05,8.7887
2023-02-06,8.7361
2023-02-07,8.8215
2023-02-08,8.7603
2023-02-09,8.7218
2023-02-10,8.9525
2023-02-11,8.9525
2023-02-12,8.9525
2023-02-13,8.9226
2023-02-14,8.9639
2023-02-15,8.9439
2023-02-16,8.8628
2023-02-17,8.85
2023-02-18,8.85
2023-02-19,8.85
2023-02-20,8.85
2023-02-21,8.9012
2023-02-22,8.8485
2023-02-23,8.9439
2023-02-24,8.9624
2023-02-25,8.9624
2023-02-26,8.9624
2023-02-27,9.0037
2023-02-28,8.7119
2023-03-01,8.6566
2023-03-02,8.6046
2023-03-03,8.6484
2023-03-04,8.6484
2023-03-05,8.6484
2023-03-06,8.6333
2023-03-07,8.5923
2023-03-08,8.4843
2023-03-09,8.3544
2023-03-10,8.3161
2023-03-11,8.3161
2023-03-12,8.3161
